Date,Amplify Online RetailEtf_Open_average,Amplify Online RetailEtf_Open_max,Amplify Online RetailEtf_Open_min,Amplify Online RetailEtf_Open_volatility,Amplify Online RetailEtf_Open_change,Amplify Online RetailEtf_High_average,Amplify Online RetailEtf_High_max,Amplify Online RetailEtf_High_min,Amplify Online RetailEtf_High_volatility,Amplify Online RetailEtf_High_change,Amplify Online RetailEtf_Low_average,Amplify Online RetailEtf_Low_max,Amplify Online RetailEtf_Low_min,Amplify Online RetailEtf_Low_volatility,Amplify Online RetailEtf_Low_change,Amplify Online RetailEtf_Close_average,Amplify Online RetailEtf_Close_max,Amplify Online RetailEtf_Close_min,Amplify Online RetailEtf_Close_volatility,Amplify Online RetailEtf_Close_change
2018-06-24,51.28,51.28,51.28,0.0,0.0,51.6,51.6,51.6,0.0,0.0,51.1,51.1,51.1,0.0,0.0,51.19,51.19,51.19,0.0,0.0
2018-07-01,52.25,52.25,52.25,0.0,0.0,53.0,53.0,53.0,0.0,0.0,52.08,52.08,52.08,0.0,0.0,52.95,52.95,52.95,0.0,0.0
2018-07-08,52.81,52.81,52.81,0.0,0.0,53.0,53.0,53.0,0.0,0.0,52.51,52.51,52.51,0.0,0.0,52.7,52.7,52.7,0.0,0.0
2018-07-15,52.87,52.87,52.87,0.0,0.0,53.3,53.3,53.3,0.0,0.0,52.78,52.78,52.78,0.0,0.0,52.81,52.81,52.81,0.0,0.0
2018-07-22,53.61,53.61,53.61,0.0,0.0,53.79,53.79,53.79,0.0,0.0,51.71,51.71,51.71,0.0,0.0,52.03,52.03,52.03,0.0,0.0
2018-07-29,51.25,51.25,51.25,0.0,0.0,51.41,51.41,51.41,0.0,0.0,50.99,50.99,50.99,0.0,0.0,51.28,51.28,51.28,0.0,0.0
2018-08-05,52.61,52.61,52.61,0.0,0.0,53.69,53.69,53.69,0.0,0.0,52.36,52.36,52.36,0.0,0.0,53.23,53.23,53.23,0.0,0.0
2018-08-12,51.31,51.31,51.31,0.0,0.0,51.43,51.43,51.43,0.0,0.0,50.9,50.9,50.9,0.0,0.0,51.33,51.33,51.33,0.0,0.0
2018-08-19,53.06,53.06,53.06,0.0,0.0,53.44,53.44,53.44,0.0,0.0,53.06,53.06,53.06,0.0,0.0,53.15,53.15,53.15,0.0,0.0
2018-08-26,53.43,53.43,53.43,0.0,0.0,54.19,54.19,54.19,0.0,0.0,53.35,53.35,53.35,0.0,0.0,54.14,54.14,54.14,0.0,0.0
2018-09-02,51.63,51.63,51.63,0.0,0.0,52.79,52.79,52.79,0.0,0.0,51.35,51.35,51.35,0.0,0.0,52.27,52.27,52.27,0.0,0.0
2018-09-09,53.63,53.63,53.63,0.0,0.0,53.96,53.96,53.96,0.0,0.0,53.31,53.31,53.31,0.0,0.0,53.63,53.63,53.63,0.0,0.0
2018-09-16,51.98,51.98,51.98,0.0,0.0,52.28,52.28,52.28,0.0,0.0,51.46,51.46,51.46,0.0,0.0,51.46,51.46,51.46,0.0,0.0
2018-09-23,52.09,52.09,52.09,0.0,0.0,52.3,52.3,52.3,0.0,0.0,51.87,51.87,51.87,0.0,0.0,51.94,51.94,51.94,0.0,0.0
2018-09-30,48.57,48.57,48.57,0.0,0.0,48.87,48.87,48.87,0.0,0.0,47.22,47.22,47.22,0.0,0.0,47.94,47.94,47.94,0.0,0.0
2018-10-07,44.89,44.89,44.89,0.0,0.0,45.7,45.7,45.7,0.0,0.0,44.69,44.69,44.69,0.0,0.0,45.58,45.58,45.58,0.0,0.0
2018-10-14,45.27,45.27,45.27,0.0,0.0,45.49,45.49,45.49,0.0,0.0,44.24,44.24,44.24,0.0,0.0,44.29,44.29,44.29,0.0,0.0
2018-10-21,43.17,43.17,43.17,0.0,0.0,43.43,43.43,43.43,0.0,0.0,41.99,41.99,41.99,0.0,0.0,42.52,42.52,42.52,0.0,0.0
2018-10-28,45.76,45.76,45.76,0.0,0.0,46.02,46.02,46.02,0.0,0.0,45.0,45.0,45.0,0.0,0.0,45.29,45.29,45.29,0.0,0.0
2018-11-04,46.57,46.57,46.57,0.0,0.0,46.57,46.57,46.57,0.0,0.0,45.32,45.32,45.32,0.0,0.0,45.67,45.67,45.67,0.0,0.0
2018-11-11,44.33,44.33,44.33,0.0,0.0,44.34,44.34,44.34,0.0,0.0,43.59,43.59,43.59,0.0,0.0,44.0,44.0,44.0,0.0,0.0
2018-11-18,42.03,42.03,42.03,0.0,0.0,42.88,42.88,42.88,0.0,0.0,42.03,42.03,42.03,0.0,0.0,42.54,42.54,42.54,0.0,0.0
2018-11-25,45.16,45.16,45.16,0.0,0.0,45.35,45.35,45.35,0.0,0.0,44.8,44.8,44.8,0.0,0.0,45.13,45.13,45.13,0.0,0.0
2018-12-02,44.28,44.28,44.28,0.0,0.0,44.57,44.57,44.57,0.0,0.0,42.45,42.45,42.45,0.0,0.0,42.69,42.69,42.69,0.0,0.0
2018-12-09,42.61,42.61,42.61,0.0,0.0,43.25,43.25,43.25,0.0,0.0,42.51,42.51,42.51,0.0,0.0,42.66,42.66,42.66,0.0,0.0
2018-12-16,39.25,39.25,39.25,0.0,0.0,39.44,39.44,39.44,0.0,0.0,37.58,37.58,37.58,0.0,0.0,37.81,37.81,37.81,0.0,0.0
2018-12-23,40.4,40.4,40.4,0.0,0.0,40.52,40.52,40.52,0.0,0.0,39.6,39.6,39.6,0.0,0.0,39.95,39.95,39.95,0.0,0.0
2018-12-30,39.94,39.94,39.94,0.0,0.0,41.48,41.48,41.48,0.0,0.0,39.94,39.94,39.94,0.0,0.0,41.16,41.16,41.16,0.0,0.0
2019-01-06,43.23,43.23,43.23,0.0,0.0,43.5,43.5,43.5,0.0,0.0,42.99,42.99,42.99,0.0,0.0,43.41,43.41,43.41,0.0,0.0
2019-01-13,44.52,44.52,44.52,0.0,0.0,45.04,45.04,45.04,0.0,0.0,44.28,44.28,44.28,0.0,0.0,44.93,44.93,44.93,0.0,0.0
2019-01-20,45.4,45.4,45.4,0.0,0.0,46.22,46.22,46.22,0.0,0.0,45.32,45.32,45.32,0.0,0.0,46.09,46.09,46.09,0.0,0.0
2019-01-27,46.23,46.23,46.23,0.0,0.0,46.45,46.45,46.45,0.0,0.0,46.07,46.07,46.07,0.0,0.0,46.24,46.24,46.24,0.0,0.0
2019-02-03,46.02,46.02,46.02,0.0,0.0,46.5,46.5,46.5,0.0,0.0,46.0,46.0,46.0,0.0,0.0,46.36,46.36,46.36,0.0,0.0
2019-02-10,47.17,47.17,47.17,0.0,0.0,47.4,47.4,47.4,0.0,0.0,47.06,47.06,47.06,0.0,0.0,47.28,47.28,47.28,0.0,0.0
2019-02-17,46.94,46.94,46.94,0.0,0.0,47.48,47.48,47.48,0.0,0.0,46.94,46.94,46.94,0.0,0.0,47.48,47.48,47.48,0.0,0.0
2019-02-24,49.49,49.49,49.49,0.0,0.0,49.84,49.84,49.84,0.0,0.0,49.48,49.48,49.48,0.0,0.0,49.69,49.69,49.69,0.0,0.0
2019-03-03,47.74,47.74,47.74,0.0,0.0,48.38,48.38,48.38,0.0,0.0,47.25,47.25,47.25,0.0,0.0,48.33,48.33,48.33,0.0,0.0
2019-03-10,49.73,49.73,49.73,0.0,0.0,49.95,49.95,49.95,0.0,0.0,49.62,49.62,49.62,0.0,0.0,49.74,49.74,49.74,0.0,0.0
2019-03-17,49.57,49.57,49.57,0.0,0.0,49.69,49.69,49.69,0.0,0.0,48.2,48.2,48.2,0.0,0.0,48.23,48.23,48.23,0.0,0.0
2019-03-24,48.82,48.82,48.82,0.0,0.0,49.06,49.06,49.06,0.0,0.0,48.76,48.76,48.76,0.0,0.0,48.99,48.99,48.99,0.0,0.0
2019-03-31,49.71,49.71,49.71,0.0,0.0,50.0,50.0,50.0,0.0,0.0,49.59,49.59,49.59,0.0,0.0,49.65,49.65,49.65,0.0,0.0
2019-04-07,49.86,49.86,49.86,0.0,0.0,49.94,49.94,49.94,0.0,0.0,49.5,49.5,49.5,0.0,0.0,49.76,49.76,49.76,0.0,0.0
2019-04-14,49.66,49.66,49.66,0.0,0.0,49.66,49.66,49.66,0.0,0.0,49.07,49.07,49.07,0.0,0.0,49.53,49.53,49.53,0.0,0.0
2019-04-21,50.78,50.78,50.78,0.0,0.0,51.16,51.16,51.16,0.0,0.0,50.54,50.54,50.54,0.0,0.0,51.13,51.13,51.13,0.0,0.0
2019-04-28,51.21,51.21,51.21,0.0,0.0,51.94,51.94,51.94,0.0,0.0,51.1,51.1,51.1,0.0,0.0,51.93,51.93,51.93,0.0,0.0
2019-05-05,49.47,49.47,49.47,0.0,0.0,49.59,49.59,49.59,0.0,0.0,47.86,47.86,47.86,0.0,0.0,48.81,48.81,48.81,0.0,0.0
2019-05-12,47.75,47.75,47.75,0.0,0.0,48.18,48.18,48.18,0.0,0.0,47.53,47.53,47.53,0.0,0.0,47.63,47.63,47.63,0.0,0.0
2019-05-19,46.95,46.95,46.95,0.0,0.0,47.35,47.35,47.35,0.0,0.0,46.64,46.64,46.64,0.0,0.0,46.75,46.75,46.75,0.0,0.0
2019-05-26,45.5,45.5,45.5,0.0,0.0,45.66,45.66,45.66,0.0,0.0,45.17,45.17,45.17,0.0,0.0,45.43,45.43,45.43,0.0,0.0
2019-06-02,46.83,46.83,46.83,0.0,0.0,47.63,47.63,47.63,0.0,0.0,46.83,46.83,46.83,0.0,0.0,47.37,47.37,47.37,0.0,0.0
2019-06-09,48.84,48.84,48.84,0.0,0.0,48.84,48.84,48.84,0.0,0.0,48.39,48.39,48.39,0.0,0.0,48.51,48.51,48.51,0.0,0.0
2019-06-16,49.45,49.45,49.45,0.0,0.0,49.81,49.81,49.81,0.0,0.0,49.25,49.25,49.25,0.0,0.0,49.49,49.49,49.49,0.0,0.0
2019-06-23,49.16,49.16,49.16,0.0,0.0,49.4,49.4,49.4,0.0,0.0,49.06,49.06,49.06,0.0,0.0,49.29,49.29,49.29,0.0,0.0
2019-06-30,49.8,49.8,49.8,0.0,0.0,50.31,50.31,50.31,0.0,0.0,49.76,49.76,49.76,0.0,0.0,50.27,50.27,50.27,0.0,0.0
2019-07-07,50.36,50.36,50.36,0.0,0.0,50.68,50.68,50.68,0.0,0.0,50.33,50.33,50.33,0.0,0.0,50.5,50.5,50.5,0.0,0.0
2019-07-14,50.09,50.09,50.09,0.0,0.0,50.24,50.24,50.24,0.0,0.0,49.74,49.74,49.74,0.0,0.0,49.74,49.74,49.74,0.0,0.0
2019-07-21,50.8,50.8,50.8,0.0,0.0,51.33,51.33,51.33,0.0,0.0,50.8,50.8,50.8,0.0,0.0,51.33,51.33,51.33,0.0,0.0
2019-07-28,49.85,49.85,49.85,0.0,0.0,49.85,49.85,49.85,0.0,0.0,48.99,48.99,48.99,0.0,0.0,49.4,49.4,49.4,0.0,0.0
2019-08-04,50.07,50.07,50.07,0.0,0.0,50.44,50.44,50.44,0.0,0.0,49.84,49.84,49.84,0.0,0.0,50.19,50.19,50.19,0.0,0.0
2019-08-11,47.92,47.92,47.92,0.0,0.0,48.42,48.42,48.42,0.0,0.0,47.75,47.75,47.75,0.0,0.0,48.35,48.35,48.35,0.0,0.0
2019-08-18,49.13,49.13,49.13,0.0,0.0,49.31,49.31,49.31,0.0,0.0,47.84,47.84,47.84,0.0,0.0,47.86,47.86,47.86,0.0,0.0
2019-08-25,48.59,48.59,48.59,0.0,0.0,48.64,48.64,48.64,0.0,0.0,47.84,47.84,47.84,0.0,0.0,47.98,47.98,47.98,0.0,0.0
2019-09-01,49.16,49.16,49.16,0.0,0.0,49.37,49.37,49.37,0.0,0.0,48.87,48.87,48.87,0.0,0.0,48.89,48.89,48.89,0.0,0.0
2019-09-08,51.74,51.74,51.74,0.0,0.0,52.07,52.07,52.07,0.0,0.0,51.53,51.53,51.53,0.0,0.0,51.55,51.55,51.55,0.0,0.0
2019-09-15,49.12,49.12,49.12,0.0,0.0,49.29,49.29,49.29,0.0,0.0,48.54,48.54,48.54,0.0,0.0,48.63,48.63,48.63,0.0,0.0
2019-09-22,47.19,47.19,47.19,0.0,0.0,47.31,47.31,47.31,0.0,0.0,46.12,46.12,46.12,0.0,0.0,46.43,46.43,46.43,0.0,0.0
2019-09-29,46.33,46.33,46.33,0.0,0.0,46.85,46.85,46.85,0.0,0.0,46.33,46.33,46.33,0.0,0.0,46.82,46.82,46.82,0.0,0.0
2019-10-06,47.35,47.35,47.35,0.0,0.0,48.21,48.21,48.21,0.0,0.0,47.22,47.22,47.22,0.0,0.0,47.66,47.66,47.66,0.0,0.0
2019-10-13,48.84,48.84,48.84,0.0,0.0,48.84,48.84,48.84,0.0,0.0,47.5,47.5,47.5,0.0,0.0,47.88,47.88,47.88,0.0,0.0
2019-10-20,49.72,49.72,49.72,0.0,0.0,50.75,50.75,50.75,0.0,0.0,49.64,49.64,49.64,0.0,0.0,50.64,50.64,50.64,0.0,0.0
2019-10-27,48.63,48.63,48.63,0.0,0.0,48.77,48.77,48.77,0.0,0.0,48.31,48.31,48.31,0.0,0.0,48.41,48.41,48.41,0.0,0.0
2019-11-03,47.36,47.36,47.36,0.0,0.0,47.64,47.64,47.64,0.0,0.0,47.31,47.31,47.31,0.0,0.0,47.4,47.4,47.4,0.0,0.0
2019-11-10,47.07,47.07,47.07,0.0,0.0,47.52,47.52,47.52,0.0,0.0,47.02,47.02,47.02,0.0,0.0,47.33,47.33,47.33,0.0,0.0
2019-11-17,47.33,47.33,47.33,0.0,0.0,47.6,47.6,47.6,0.0,0.0,47.11,47.11,47.11,0.0,0.0,47.57,47.57,47.57,0.0,0.0
2019-11-24,49.42,49.42,49.42,0.0,0.0,49.52,49.52,49.52,0.0,0.0,49.26,49.26,49.26,0.0,0.0,49.33,49.33,49.33,0.0,0.0
2019-12-01,48.78,48.78,48.78,0.0,0.0,49.3,49.3,49.3,0.0,0.0,48.78,48.78,48.78,0.0,0.0,49.02,49.02,49.02,0.0,0.0
2019-12-08,50.25,50.25,50.25,0.0,0.0,50.78,50.78,50.78,0.0,0.0,50.1,50.1,50.1,0.0,0.0,50.35,50.35,50.35,0.0,0.0
2019-12-15,51.64,51.64,51.64,0.0,0.0,51.83,51.83,51.83,0.0,0.0,51.35,51.35,51.35,0.0,0.0,51.74,51.74,51.74,0.0,0.0
2019-12-22,52.27,52.27,52.27,0.0,0.0,52.3,52.3,52.3,0.0,0.0,51.81,51.81,51.81,0.0,0.0,51.95,51.95,51.95,0.0,0.0
2019-12-29,51.23,51.23,51.23,0.0,0.0,51.76,51.76,51.76,0.0,0.0,51.23,51.23,51.23,0.0,0.0,51.75,51.75,51.75,0.0,0.0
2020-01-05,52.52,52.52,52.52,0.0,0.0,52.52,52.52,52.52,0.0,0.0,52.07,52.07,52.07,0.0,0.0,52.25,52.25,52.25,0.0,0.0
2020-01-12,54.81,54.81,54.81,0.0,0.0,54.81,54.81,54.81,0.0,0.0,54.31,54.31,54.31,0.0,0.0,54.57,54.57,54.57,0.0,0.0
2020-01-19,53.91,53.91,53.91,0.0,0.0,54.04,54.04,54.04,0.0,0.0,52.49,52.49,52.49,0.0,0.0,53.06,53.06,53.06,0.0,0.0
2020-01-26,52.46,52.46,52.46,0.0,0.0,52.48,52.48,52.48,0.0,0.0,51.22,51.22,51.22,0.0,0.0,51.42,51.42,51.42,0.0,0.0
2020-02-02,53.05,53.05,53.05,0.0,0.0,53.05,53.05,53.05,0.0,0.0,52.6,52.6,52.6,0.0,0.0,52.78,52.78,52.78,0.0,0.0
2020-02-09,54.23,54.23,54.23,0.0,0.0,54.23,54.23,54.23,0.0,0.0,53.85,53.85,53.85,0.0,0.0,54.05,54.05,54.05,0.0,0.0
2020-02-16,56.2,56.2,56.2,0.0,0.0,56.2,56.2,56.2,0.0,0.0,55.25,55.25,55.25,0.0,0.0,55.84,55.84,55.84,0.0,0.0
2020-02-23,47.82,47.82,47.82,0.0,0.0,49.6,49.6,49.6,0.0,0.0,47.8,47.8,47.8,0.0,0.0,49.08,49.08,49.08,0.0,0.0
2020-03-01,47.74,47.74,47.74,0.0,0.0,48.84,48.84,48.84,0.0,0.0,47.21,47.21,47.21,0.0,0.0,48.1,48.1,48.1,0.0,0.0
2020-03-08,40.12,40.12,40.12,0.0,0.0,40.38,40.38,40.38,0.0,0.0,37.32,37.32,37.32,0.0,0.0,40.38,40.38,40.38,0.0,0.0
2020-03-15,38.35,38.35,38.35,0.0,0.0,39.16,39.16,39.16,0.0,0.0,36.37,36.37,36.37,0.0,0.0,36.57,36.57,36.57,0.0,0.0
2020-03-22,41.18,41.18,41.18,0.0,0.0,41.62,41.62,41.62,0.0,0.0,40.57,40.57,40.57,0.0,0.0,40.71,40.71,40.71,0.0,0.0
2020-03-29,39.2,39.2,39.2,0.0,0.0,39.63,39.63,39.63,0.0,0.0,38.37,38.37,38.37,0.0,0.0,38.83,38.83,38.83,0.0,0.0
2020-04-05,45.79,45.79,45.79,0.0,0.0,46.84,46.84,46.84,0.0,0.0,45.47,45.47,45.47,0.0,0.0,46.14,46.14,46.14,0.0,0.0
2020-04-12,49.95,49.95,49.95,0.0,0.0,50.27,50.27,50.27,0.0,0.0,49.41,49.41,49.41,0.0,0.0,50.19,50.19,50.19,0.0,0.0
2020-04-19,50.42,50.42,50.42,0.0,0.0,52.0,52.0,52.0,0.0,0.0,50.42,50.42,50.42,0.0,0.0,51.71,51.71,51.71,0.0,0.0
2020-04-26,52.65,52.65,52.65,0.0,0.0,52.98,52.98,52.98,0.0,0.0,51.49,51.49,51.49,0.0,0.0,52.11,52.11,52.11,0.0,0.0
2020-05-03,58.91,58.91,58.91,0.0,0.0,60.41,60.41,60.41,0.0,0.0,58.49,58.49,58.49,0.0,0.0,60.23,60.23,60.23,0.0,0.0
2020-05-10,59.27,59.27,59.27,0.0,0.0,60.91,60.91,60.91,0.0,0.0,59.0,59.0,59.0,0.0,0.0,60.56,60.56,60.56,0.0,0.0
2020-05-17,62.16,62.16,62.16,0.0,0.0,63.16,63.16,63.16,0.0,0.0,61.9,61.9,61.9,0.0,0.0,63.08,63.08,63.08,0.0,0.0
2020-05-24,62.83,62.83,62.83,0.0,0.0,64.03,64.03,64.03,0.0,0.0,62.62,62.62,62.62,0.0,0.0,64.0,64.0,64.0,0.0,0.0
2020-05-31,68.49,68.49,68.49,0.0,0.0,69.43,69.43,69.43,0.0,0.0,68.43,68.43,68.43,0.0,0.0,68.7,68.7,68.7,0.0,0.0
2020-06-07,66.36,66.36,66.36,0.0,0.0,66.79,66.79,66.79,0.0,0.0,63.9,63.9,63.9,0.0,0.0,65.37,65.37,65.37,0.0,0.0
2020-06-14,69.92,69.92,69.92,0.0,0.0,70.44,70.44,70.44,0.0,0.0,69.06,69.06,69.06,0.0,0.0,69.3,69.3,69.3,0.0,0.0
2020-06-21,70.16,70.16,70.16,0.0,0.0,70.55,70.55,70.55,0.0,0.0,68.87,68.87,68.87,0.0,0.0,69.11,69.11,69.11,0.0,0.0
2020-06-28,73.21,73.21,73.21,0.0,0.0,73.79,73.79,73.79,0.0,0.0,72.73,72.73,72.73,0.0,0.0,73.35,73.35,73.35,0.0,0.0
2020-07-05,74.99,74.99,74.99,0.0,0.0,76.31,76.31,76.31,0.0,0.0,74.64,74.64,74.64,0.0,0.0,75.48,75.48,75.48,0.0,0.0
