Date,Vanguard S&P Mid Cap 400 GrowthEtf_Open_average,Vanguard S&P Mid Cap 400 GrowthEtf_Open_max,Vanguard S&P Mid Cap 400 GrowthEtf_Open_min,Vanguard S&P Mid Cap 400 GrowthEtf_Open_volatility,Vanguard S&P Mid Cap 400 GrowthEtf_Open_change,Vanguard S&P Mid Cap 400 GrowthEtf_High_average,Vanguard S&P Mid Cap 400 GrowthEtf_High_max,Vanguard S&P Mid Cap 400 GrowthEtf_High_min,Vanguard S&P Mid Cap 400 GrowthEtf_High_volatility,Vanguard S&P Mid Cap 400 GrowthEtf_High_change,Vanguard S&P Mid Cap 400 GrowthEtf_Low_average,Vanguard S&P Mid Cap 400 GrowthEtf_Low_max,Vanguard S&P Mid Cap 400 GrowthEtf_Low_min,Vanguard S&P Mid Cap 400 GrowthEtf_Low_volatility,Vanguard S&P Mid Cap 400 GrowthEtf_Low_change,Vanguard S&P Mid Cap 400 GrowthEtf_Close_average,Vanguard S&P Mid Cap 400 GrowthEtf_Close_max,Vanguard S&P Mid Cap 400 GrowthEtf_Close_min,Vanguard S&P Mid Cap 400 GrowthEtf_Close_volatility,Vanguard S&P Mid Cap 400 GrowthEtf_Close_change
2018-03-25,133.46,133.46,133.46,0.0,0.0,135.38,135.38,135.38,0.0,0.0,133.46,133.46,133.46,0.0,0.0,135.02,135.02,135.02,0.0,0.0
2018-04-01,134.53,134.53,134.53,0.0,0.0,134.89,134.89,134.89,0.0,0.0,131.98,131.98,131.98,0.0,0.0,132.93,132.93,132.93,0.0,0.0
2018-04-08,136.03,136.03,136.03,0.0,0.0,136.03,136.03,136.03,0.0,0.0,134.47,134.47,134.47,0.0,0.0,134.87,134.87,134.87,0.0,0.0
2018-04-15,136.8,136.8,136.8,0.0,0.0,136.8,136.8,136.8,0.0,0.0,135.7,135.7,135.7,0.0,0.0,136.03,136.03,136.03,0.0,0.0
2018-04-22,134.93,134.93,134.93,0.0,0.0,134.93,134.93,134.93,0.0,0.0,134.37,134.37,134.37,0.0,0.0,134.77,134.77,134.77,0.0,0.0
2018-04-29,133.38,133.38,133.38,0.0,0.0,135.99,135.99,135.99,0.0,0.0,133.38,133.38,133.38,0.0,0.0,135.7,135.7,135.7,0.0,0.0
2018-05-06,138.44,138.44,138.44,0.0,0.0,138.93,138.93,138.93,0.0,0.0,138.24,138.24,138.24,0.0,0.0,138.56,138.56,138.56,0.0,0.0
2018-05-13,138.79,138.79,138.79,0.0,0.0,139.17,139.17,139.17,0.0,0.0,138.79,138.79,138.79,0.0,0.0,138.87,138.87,138.87,0.0,0.0
2018-05-20,139.0,139.0,139.0,0.0,0.0,139.61,139.61,139.61,0.0,0.0,138.93,138.93,138.93,0.0,0.0,139.15,139.15,139.15,0.0,0.0
2018-05-27,139.83,139.83,139.83,0.0,0.0,140.02,140.02,140.02,0.0,0.0,139.42,139.42,139.42,0.0,0.0,139.82,139.82,139.82,0.0,0.0
2018-06-03,142.26,142.26,142.26,0.0,0.0,143.49,143.49,143.49,0.0,0.0,142.26,142.26,142.26,0.0,0.0,143.47,143.47,143.47,0.0,0.0
2018-06-10,142.8,142.8,142.8,0.0,0.0,143.41,143.41,143.41,0.0,0.0,142.45,142.45,142.45,0.0,0.0,143.41,143.41,143.41,0.0,0.0
2018-06-17,143.29,143.29,143.29,0.0,0.0,143.29,143.29,143.29,0.0,0.0,142.32,142.32,142.32,0.0,0.0,142.32,142.32,142.32,0.0,0.0
2018-06-24,139.54,139.54,139.54,0.0,0.0,140.33,140.33,140.33,0.0,0.0,139.27,139.27,139.27,0.0,0.0,139.27,139.27,139.27,0.0,0.0
2018-07-01,141.0,141.0,141.0,0.0,0.0,142.19,142.19,142.19,0.0,0.0,140.87,140.87,140.87,0.0,0.0,141.97,141.97,141.97,0.0,0.0
2018-07-08,143.0,143.0,143.0,0.0,0.0,143.49,143.49,143.49,0.0,0.0,142.88,142.88,142.88,0.0,0.0,142.92,142.92,142.92,0.0,0.0
2018-07-15,143.97,143.97,143.97,0.0,0.0,143.97,143.97,143.97,0.0,0.0,143.05,143.05,143.05,0.0,0.0,143.15,143.15,143.15,0.0,0.0
2018-07-22,142.43,142.43,142.43,0.0,0.0,142.43,142.43,142.43,0.0,0.0,140.35,140.35,140.35,0.0,0.0,140.8,140.8,140.8,0.0,0.0
2018-07-29,142.33,142.33,142.33,0.0,0.0,142.9,142.9,142.9,0.0,0.0,141.89,141.89,141.89,0.0,0.0,142.51,142.51,142.51,0.0,0.0
2018-08-05,142.29,142.29,142.29,0.0,0.0,143.1,143.1,143.1,0.0,0.0,142.28,142.28,142.28,0.0,0.0,142.35,142.35,142.35,0.0,0.0
2018-08-12,142.49,142.49,142.49,0.0,0.0,143.36,143.36,143.36,0.0,0.0,142.46,142.46,142.46,0.0,0.0,143.34,143.34,143.34,0.0,0.0
2018-08-19,144.6,144.6,144.6,0.0,0.0,144.98,144.98,144.98,0.0,0.0,144.58,144.58,144.58,0.0,0.0,144.97,144.97,144.97,0.0,0.0
2018-08-26,145.57,145.57,145.57,0.0,0.0,146.56,146.56,146.56,0.0,0.0,145.57,145.57,145.57,0.0,0.0,146.42,146.42,146.42,0.0,0.0
2018-09-02,145.28,145.28,145.28,0.0,0.0,146.51,146.51,146.51,0.0,0.0,145.2,145.2,145.2,0.0,0.0,145.67,145.67,145.67,0.0,0.0
2018-09-09,146.88,146.88,146.88,0.0,0.0,147.36,147.36,147.36,0.0,0.0,146.8,146.8,146.8,0.0,0.0,147.22,147.22,147.22,0.0,0.0
2018-09-16,146.5,146.5,146.5,0.0,0.0,146.77,146.77,146.77,0.0,0.0,145.73,145.73,145.73,0.0,0.0,145.8,145.8,145.8,0.0,0.0
2018-09-23,143.8,143.8,143.8,0.0,0.0,145.0,145.0,145.0,0.0,0.0,143.8,143.8,143.8,0.0,0.0,144.66,144.66,144.66,0.0,0.0
2018-09-30,141.27,141.27,141.27,0.0,0.0,141.3,141.3,141.3,0.0,0.0,138.97,138.97,138.97,0.0,0.0,139.76,139.76,139.76,0.0,0.0
2018-10-07,134.05,134.05,134.05,0.0,0.0,134.05,134.05,134.05,0.0,0.0,131.0,131.0,131.0,0.0,0.0,132.79,132.79,132.79,0.0,0.0
2018-10-14,134.1,134.1,134.1,0.0,0.0,134.54,134.54,134.54,0.0,0.0,132.2,132.2,132.2,0.0,0.0,132.51,132.51,132.51,0.0,0.0
2018-10-21,127.91,127.91,127.91,0.0,0.0,128.85,128.85,128.85,0.0,0.0,126.31,126.31,126.31,0.0,0.0,127.75,127.75,127.75,0.0,0.0
2018-10-28,133.31,133.31,133.31,0.0,0.0,133.89,133.89,133.89,0.0,0.0,131.65,131.65,131.65,0.0,0.0,132.73,132.73,132.73,0.0,0.0
2018-11-04,134.36,134.36,134.36,0.0,0.0,134.36,134.36,134.36,0.0,0.0,132.75,132.75,132.75,0.0,0.0,133.33,133.33,133.33,0.0,0.0
2018-11-11,131.24,131.24,131.24,0.0,0.0,132.88,132.88,132.88,0.0,0.0,131.24,131.24,131.24,0.0,0.0,132.54,132.54,132.54,0.0,0.0
2018-11-18,128.74,128.74,128.74,0.0,0.0,130.51,130.51,130.51,0.0,0.0,128.74,128.74,128.74,0.0,0.0,129.99,129.99,129.99,0.0,0.0
2018-11-25,132.97,132.97,132.97,0.0,0.0,134.51,134.51,134.51,0.0,0.0,132.97,132.97,132.97,0.0,0.0,134.28,134.28,134.28,0.0,0.0
2018-12-02,129.74,129.74,129.74,0.0,0.0,129.74,129.74,129.74,0.0,0.0,126.46,126.46,126.46,0.0,0.0,126.72,126.72,126.72,0.0,0.0
2018-12-09,123.43,123.43,123.43,0.0,0.0,124.22,124.22,124.22,0.0,0.0,122.51,122.51,122.51,0.0,0.0,122.72,122.72,122.72,0.0,0.0
2018-12-16,117.26,117.26,117.26,0.0,0.0,117.74,117.74,117.74,0.0,0.0,113.96,113.96,113.96,0.0,0.0,114.28,114.28,114.28,0.0,0.0
2018-12-23,117.01,117.01,117.01,0.0,0.0,117.93,117.93,117.93,0.0,0.0,115.9,115.9,115.9,0.0,0.0,116.45,116.45,116.45,0.0,0.0
2018-12-30,116.2,116.2,116.2,0.0,0.0,118.72,118.72,118.72,0.0,0.0,116.2,116.2,116.2,0.0,0.0,118.23,118.23,118.23,0.0,0.0
2019-01-06,123.25,123.25,123.25,0.0,0.0,123.7,123.7,123.7,0.0,0.0,122.98,122.98,122.98,0.0,0.0,123.7,123.7,123.7,0.0,0.0
2019-01-13,126.41,126.41,126.41,0.0,0.0,127.54,127.54,127.54,0.0,0.0,126.32,126.32,126.32,0.0,0.0,127.2,127.2,127.2,0.0,0.0
2019-01-20,127.32,127.32,127.32,0.0,0.0,127.95,127.95,127.95,0.0,0.0,127.29,127.29,127.29,0.0,0.0,127.77,127.77,127.77,0.0,0.0
2019-01-27,129.15,129.15,129.15,0.0,0.0,129.49,129.49,129.49,0.0,0.0,128.7,128.7,128.7,0.0,0.0,129.35,129.35,129.35,0.0,0.0
2019-02-03,129.92,129.92,129.92,0.0,0.0,130.75,130.75,130.75,0.0,0.0,129.68,129.68,129.68,0.0,0.0,130.74,130.74,130.74,0.0,0.0
2019-02-10,134.35,134.35,134.35,0.0,0.0,134.9,134.9,134.9,0.0,0.0,134.19,134.19,134.19,0.0,0.0,134.9,134.9,134.9,0.0,0.0
2019-02-17,134.99,134.99,134.99,0.0,0.0,136.0,136.0,136.0,0.0,0.0,134.99,134.99,134.99,0.0,0.0,135.93,135.93,135.93,0.0,0.0
2019-02-24,135.67,135.67,135.67,0.0,0.0,135.99,135.99,135.99,0.0,0.0,135.03,135.03,135.03,0.0,0.0,135.76,135.76,135.76,0.0,0.0
2019-03-03,130.91,130.91,130.91,0.0,0.0,131.55,131.55,131.55,0.0,0.0,130.73,130.73,130.73,0.0,0.0,131.51,131.51,131.51,0.0,0.0
2019-03-10,134.7,134.7,134.7,0.0,0.0,135.06,135.06,135.06,0.0,0.0,134.25,134.25,134.25,0.0,0.0,134.25,134.25,134.25,0.0,0.0
2019-03-17,135.59,135.59,135.59,0.0,0.0,135.62,135.62,135.62,0.0,0.0,132.8,132.8,132.8,0.0,0.0,132.8,132.8,132.8,0.0,0.0
2019-03-24,135.73,135.73,135.73,0.0,0.0,135.96,135.96,135.96,0.0,0.0,135.17,135.17,135.17,0.0,0.0,135.46,135.46,135.46,0.0,0.0
2019-03-31,137.77,137.77,137.77,0.0,0.0,138.29,138.29,138.29,0.0,0.0,137.64,137.64,137.64,0.0,0.0,138.29,138.29,138.29,0.0,0.0
2019-04-07,139.39,139.39,139.39,0.0,0.0,139.52,139.52,139.52,0.0,0.0,139.16,139.16,139.16,0.0,0.0,139.52,139.52,139.52,0.0,0.0
2019-04-14,137.66,137.66,137.66,0.0,0.0,138.17,138.17,138.17,0.0,0.0,137.63,137.63,137.63,0.0,0.0,138.13,138.13,138.13,0.0,0.0
2019-04-21,139.04,139.04,139.04,0.0,0.0,140.49,140.49,140.49,0.0,0.0,139.04,139.04,139.04,0.0,0.0,140.45,140.45,140.45,0.0,0.0
2019-04-28,139.8,139.8,139.8,0.0,0.0,141.0,141.0,141.0,0.0,0.0,139.78,139.78,139.78,0.0,0.0,141.0,141.0,141.0,0.0,0.0
2019-05-05,137.0,137.0,137.0,0.0,0.0,138.1,138.1,138.1,0.0,0.0,135.48,135.48,135.48,0.0,0.0,137.72,137.72,137.72,0.0,0.0
2019-05-12,135.76,135.76,135.76,0.0,0.0,136.38,136.38,136.38,0.0,0.0,135.54,135.54,135.54,0.0,0.0,135.54,135.54,135.54,0.0,0.0
2019-05-19,134.04,134.04,134.04,0.0,0.0,134.22,134.22,134.22,0.0,0.0,133.68,133.68,133.68,0.0,0.0,134.06,134.06,134.06,0.0,0.0
2019-05-26,130.63,130.63,130.63,0.0,0.0,131.47,131.47,131.47,0.0,0.0,130.18,130.18,130.18,0.0,0.0,131.08,131.08,131.08,0.0,0.0
2019-06-02,136.99,136.99,136.99,0.0,0.0,137.8,137.8,137.8,0.0,0.0,136.97,136.97,136.97,0.0,0.0,137.28,137.28,137.28,0.0,0.0
2019-06-09,138.36,138.36,138.36,0.0,0.0,138.36,138.36,138.36,0.0,0.0,137.63,137.63,137.63,0.0,0.0,137.63,137.63,137.63,0.0,0.0
2019-06-16,140.34,140.34,140.34,0.0,0.0,140.34,140.34,140.34,0.0,0.0,139.33,139.33,139.33,0.0,0.0,139.75,139.75,139.75,0.0,0.0
2019-06-23,139.45,139.45,139.45,0.0,0.0,140.45,140.45,140.45,0.0,0.0,139.45,139.45,139.45,0.0,0.0,140.33,140.33,140.33,0.0,0.0
2019-06-30,141.64,141.64,141.64,0.0,0.0,142.25,142.25,142.25,0.0,0.0,140.78,140.78,140.78,0.0,0.0,142.13,142.13,142.13,0.0,0.0
2019-07-07,141.33,141.33,141.33,0.0,0.0,142.51,142.51,142.51,0.0,0.0,141.33,141.33,141.33,0.0,0.0,142.3,142.3,142.3,0.0,0.0
2019-07-14,141.22,141.22,141.22,0.0,0.0,141.76,141.76,141.76,0.0,0.0,140.44,140.44,140.44,0.0,0.0,140.46,140.46,140.46,0.0,0.0
2019-07-21,142.4,142.4,142.4,0.0,0.0,143.32,143.32,143.32,0.0,0.0,142.4,142.4,142.4,0.0,0.0,143.24,143.24,143.24,0.0,0.0
2019-07-28,138.58,138.58,138.58,0.0,0.0,139.43,139.43,139.43,0.0,0.0,138.49,138.49,138.49,0.0,0.0,139.31,139.31,139.31,0.0,0.0
2019-08-04,139.87,139.87,139.87,0.0,0.0,139.87,139.87,139.87,0.0,0.0,138.59,138.59,138.59,0.0,0.0,138.92,138.92,138.92,0.0,0.0
2019-08-11,135.47,135.47,135.47,0.0,0.0,137.47,137.47,137.47,0.0,0.0,135.46,135.46,135.46,0.0,0.0,137.45,137.45,137.45,0.0,0.0
2019-08-18,137.87,137.87,137.87,0.0,0.0,138.28,138.28,138.28,0.0,0.0,134.49,134.49,134.49,0.0,0.0,134.52,134.52,134.52,0.0,0.0
2019-08-25,138.05,138.05,138.05,0.0,0.0,138.05,138.05,138.05,0.0,0.0,136.88,136.88,136.88,0.0,0.0,137.69,137.69,137.69,0.0,0.0
2019-09-01,139.6,139.6,139.6,0.0,0.0,140.04,140.04,140.04,0.0,0.0,139.38,139.38,139.38,0.0,0.0,139.46,139.46,139.46,0.0,0.0
2019-09-08,141.67,141.67,141.67,0.0,0.0,141.99,141.99,141.99,0.0,0.0,141.3,141.3,141.3,0.0,0.0,141.33,141.33,141.33,0.0,0.0
2019-09-15,141.08,141.08,141.08,0.0,0.0,141.73,141.73,141.73,0.0,0.0,140.79,140.79,140.79,0.0,0.0,140.79,140.79,140.79,0.0,0.0
2019-09-22,139.46,139.46,139.46,0.0,0.0,139.94,139.94,139.94,0.0,0.0,137.98,137.98,137.98,0.0,0.0,138.47,138.47,138.47,0.0,0.0
2019-09-29,137.08,137.08,137.08,0.0,0.0,137.99,137.99,137.99,0.0,0.0,136.6,136.6,136.6,0.0,0.0,137.99,137.99,137.99,0.0,0.0
2019-10-06,137.91,137.91,137.91,0.0,0.0,139.64,139.64,139.64,0.0,0.0,137.91,137.91,137.91,0.0,0.0,138.49,138.49,138.49,0.0,0.0
2019-10-13,139.66,139.66,139.66,0.0,0.0,140.05,140.05,140.05,0.0,0.0,139.18,139.18,139.18,0.0,0.0,139.9,139.9,139.9,0.0,0.0
2019-10-20,139.99,139.99,139.99,0.0,0.0,141.09,141.09,141.09,0.0,0.0,139.99,139.99,139.99,0.0,0.0,140.96,140.96,140.96,0.0,0.0
2019-10-27,141.4,141.4,141.4,0.0,0.0,142.61,142.61,142.61,0.0,0.0,141.4,141.4,141.4,0.0,0.0,142.44,142.44,142.44,0.0,0.0
2019-11-03,142.14,142.14,142.14,0.0,0.0,142.92,142.92,142.92,0.0,0.0,142.14,142.14,142.14,0.0,0.0,142.92,142.92,142.92,0.0,0.0
2019-11-10,143.64,143.64,143.64,0.0,0.0,143.82,143.82,143.82,0.0,0.0,143.24,143.24,143.24,0.0,0.0,143.79,143.79,143.79,0.0,0.0
2019-11-17,143.1,143.1,143.1,0.0,0.0,143.29,143.29,143.29,0.0,0.0,142.6,142.6,142.6,0.0,0.0,143.08,143.08,143.08,0.0,0.0
2019-11-24,146.52,146.52,146.52,0.0,0.0,146.52,146.52,146.52,0.0,0.0,145.21,145.21,145.21,0.0,0.0,145.21,145.21,145.21,0.0,0.0
2019-12-01,145.62,145.62,145.62,0.0,0.0,146.37,146.37,146.37,0.0,0.0,145.62,145.62,145.62,0.0,0.0,145.93,145.93,145.93,0.0,0.0
2019-12-08,146.32,146.32,146.32,0.0,0.0,146.87,146.87,146.87,0.0,0.0,145.48,145.48,145.48,0.0,0.0,145.67,145.67,145.67,0.0,0.0
2019-12-15,146.56,146.56,146.56,0.0,0.0,147.08,147.08,147.08,0.0,0.0,146.56,146.56,146.56,0.0,0.0,146.94,146.94,146.94,0.0,0.0
2019-12-22,147.55,147.55,147.55,0.0,0.0,147.55,147.55,147.55,0.0,0.0,147.05,147.05,147.05,0.0,0.0,147.21,147.21,147.21,0.0,0.0
2019-12-29,145.68,145.68,145.68,0.0,0.0,147.29,147.29,147.29,0.0,0.0,145.68,145.68,145.68,0.0,0.0,147.12,147.12,147.12,0.0,0.0
2020-01-05,147.98,147.98,147.98,0.0,0.0,147.98,147.98,147.98,0.0,0.0,147.03,147.03,147.03,0.0,0.0,147.24,147.24,147.24,0.0,0.0
2020-01-12,150.71,150.71,150.71,0.0,0.0,150.71,150.71,150.71,0.0,0.0,150.14,150.14,150.14,0.0,0.0,150.23,150.23,150.23,0.0,0.0
2020-01-19,150.58,150.58,150.58,0.0,0.0,150.58,150.58,150.58,0.0,0.0,148.15,148.15,148.15,0.0,0.0,148.78,148.78,148.78,0.0,0.0
2020-01-26,147.69,147.69,147.69,0.0,0.0,147.69,147.69,147.69,0.0,0.0,144.92,144.92,144.92,0.0,0.0,145.28,145.28,145.28,0.0,0.0
2020-02-02,149.07,149.07,149.07,0.0,0.0,149.07,149.07,149.07,0.0,0.0,147.99,147.99,147.99,0.0,0.0,148.09,148.09,148.09,0.0,0.0
2020-02-09,152.47,152.47,152.47,0.0,0.0,152.47,152.47,152.47,0.0,0.0,151.86,151.86,151.86,0.0,0.0,152.38,152.38,152.38,0.0,0.0
2020-02-16,152.46,152.46,152.46,0.0,0.0,152.57,152.57,152.57,0.0,0.0,151.08,151.08,151.08,0.0,0.0,151.29,151.29,151.29,0.0,0.0
2020-02-23,130.87,130.87,130.87,0.0,0.0,133.44,133.44,133.44,0.0,0.0,130.0,130.0,130.0,0.0,0.0,132.81,132.81,132.81,0.0,0.0
2020-03-01,131.13,131.13,131.13,0.0,0.0,133.07,133.07,133.07,0.0,0.0,129.84,129.84,129.84,0.0,0.0,132.91,132.91,132.91,0.0,0.0
2020-03-08,115.52,115.52,115.52,0.0,0.0,115.52,115.52,115.52,0.0,0.0,115.52,115.52,115.52,0.0,0.0,115.52,115.52,115.52,0.0,0.0
2020-03-15,94.95,94.95,94.95,0.0,0.0,94.95,94.95,94.95,0.0,0.0,94.95,94.95,94.95,0.0,0.0,94.95,94.95,94.95,0.0,0.0
2020-03-22,108.26,108.26,108.26,0.0,0.0,108.26,108.26,108.26,0.0,0.0,108.26,108.26,108.26,0.0,0.0,108.26,108.26,108.26,0.0,0.0
2020-03-29,105.25,105.25,105.25,0.0,0.0,105.88,105.88,105.88,0.0,0.0,101.81,101.81,101.81,0.0,0.0,102.99,102.99,102.99,0.0,0.0
2020-04-05,119.7,119.7,119.7,0.0,0.0,121.82,121.82,121.82,0.0,0.0,118.94,118.94,118.94,0.0,0.0,120.22,120.22,120.22,0.0,0.0
2020-04-12,120.51,120.51,120.51,0.0,0.0,120.71,120.71,120.71,0.0,0.0,119.44,119.44,119.44,0.0,0.0,120.32,120.32,120.32,0.0,0.0
2020-04-19,119.09,119.09,119.09,0.0,0.0,120.5,120.5,120.5,0.0,0.0,118.45,118.45,118.45,0.0,0.0,119.89,119.89,119.89,0.0,0.0
2020-04-26,122.05,122.05,122.05,0.0,0.0,122.05,122.05,122.05,0.0,0.0,122.05,122.05,122.05,0.0,0.0,122.05,122.05,122.05,0.0,0.0
2020-05-03,129.78,129.78,129.78,0.0,0.0,129.78,129.78,129.78,0.0,0.0,129.78,129.78,129.78,0.0,0.0,129.78,129.78,129.78,0.0,0.0
2020-05-10,122.52,122.52,122.52,0.0,0.0,124.53,124.53,124.53,0.0,0.0,122.52,122.52,122.52,0.0,0.0,124.51,124.51,124.51,0.0,0.0
2020-05-17,132.28,132.28,132.28,0.0,0.0,132.45,132.45,132.45,0.0,0.0,131.32,131.32,131.32,0.0,0.0,132.44,132.44,132.44,0.0,0.0
2020-05-24,136.88,136.88,136.88,0.0,0.0,137.51,137.51,137.51,0.0,0.0,135.5,135.5,135.5,0.0,0.0,137.46,137.46,137.46,0.0,0.0
2020-05-31,145.65,145.65,145.65,0.0,0.0,145.65,145.65,145.65,0.0,0.0,145.65,145.65,145.65,0.0,0.0,145.65,145.65,145.65,0.0,0.0
2020-06-07,137.95,137.95,137.95,0.0,0.0,138.69,138.69,138.69,0.0,0.0,132.54,132.54,132.54,0.0,0.0,135.51,135.51,135.51,0.0,0.0
2020-06-14,140.37,140.37,140.37,0.0,0.0,140.43,140.43,140.43,0.0,0.0,138.07,138.07,138.07,0.0,0.0,138.3,138.3,138.3,0.0,0.0
2020-06-21,136.09,136.09,136.09,0.0,0.0,136.64,136.64,136.64,0.0,0.0,134.7,134.7,134.7,0.0,0.0,134.7,134.7,134.7,0.0,0.0
2020-06-28,139.54,139.54,139.54,0.0,0.0,139.54,139.54,139.54,0.0,0.0,139.54,139.54,139.54,0.0,0.0,139.54,139.54,139.54,0.0,0.0
2020-07-05,139.95,139.95,139.95,0.0,0.0,139.95,139.95,139.95,0.0,0.0,138.6,138.6,138.6,0.0,0.0,138.6,138.6,138.6,0.0,0.0
