Date,First Trust RiverFront Dynamic EMEtf_Open_average,First Trust RiverFront Dynamic EMEtf_Open_max,First Trust RiverFront Dynamic EMEtf_Open_min,First Trust RiverFront Dynamic EMEtf_Open_volatility,First Trust RiverFront Dynamic EMEtf_Open_change,First Trust RiverFront Dynamic EMEtf_High_average,First Trust RiverFront Dynamic EMEtf_High_max,First Trust RiverFront Dynamic EMEtf_High_min,First Trust RiverFront Dynamic EMEtf_High_volatility,First Trust RiverFront Dynamic EMEtf_High_change,First Trust RiverFront Dynamic EMEtf_Low_average,First Trust RiverFront Dynamic EMEtf_Low_max,First Trust RiverFront Dynamic EMEtf_Low_min,First Trust RiverFront Dynamic EMEtf_Low_volatility,First Trust RiverFront Dynamic EMEtf_Low_change,First Trust RiverFront Dynamic EMEtf_Close_average,First Trust RiverFront Dynamic EMEtf_Close_max,First Trust RiverFront Dynamic EMEtf_Close_min,First Trust RiverFront Dynamic EMEtf_Close_volatility,First Trust RiverFront Dynamic EMEtf_Close_change
2018-03-25,73.45,73.45,73.45,0.0,0.0,74.7,74.7,74.7,0.0,0.0,73.45,73.45,73.45,0.0,0.0,74.52,74.52,74.52,0.0,0.0
2018-04-01,73.4,73.4,73.4,0.0,0.0,73.66,73.66,73.66,0.0,0.0,72.47,72.47,72.47,0.0,0.0,72.74,72.74,72.74,0.0,0.0
2018-04-08,74.17,74.17,74.17,0.0,0.0,74.17,74.17,74.17,0.0,0.0,73.19,73.19,73.19,0.0,0.0,73.46,73.46,73.46,0.0,0.0
2018-04-15,73.51,73.51,73.51,0.0,0.0,73.51,73.51,73.51,0.0,0.0,73.19,73.19,73.19,0.0,0.0,73.29,73.29,73.29,0.0,0.0
2018-04-22,72.8,72.8,72.8,0.0,0.0,73.03,73.03,73.03,0.0,0.0,72.56,72.56,72.56,0.0,0.0,72.96,72.96,72.96,0.0,0.0
2018-04-29,71.22,71.22,71.22,0.0,0.0,72.15,72.15,72.15,0.0,0.0,71.22,71.22,71.22,0.0,0.0,72.15,72.15,72.15,0.0,0.0
2018-05-06,73.62,73.62,73.62,0.0,0.0,73.62,73.62,73.62,0.0,0.0,73.22,73.22,73.22,0.0,0.0,73.39,73.39,73.39,0.0,0.0
2018-05-13,71.89,71.89,71.89,0.0,0.0,71.89,71.89,71.89,0.0,0.0,71.64,71.64,71.64,0.0,0.0,71.87,71.87,71.87,0.0,0.0
2018-05-20,72.34,72.34,72.34,0.0,0.0,72.45,72.45,72.45,0.0,0.0,72.34,72.34,72.34,0.0,0.0,72.34,72.34,72.34,0.0,0.0
2018-05-27,72.16,72.16,72.16,0.0,0.0,72.3,72.3,72.3,0.0,0.0,71.96,71.96,71.96,0.0,0.0,72.28,72.28,72.28,0.0,0.0
2018-06-03,71.91,71.91,71.91,0.0,0.0,72.37,72.37,72.37,0.0,0.0,71.78,71.78,71.78,0.0,0.0,72.35,72.35,72.35,0.0,0.0
2018-06-10,70.41,70.41,70.41,0.0,0.0,70.5,70.5,70.5,0.0,0.0,69.85,69.85,69.85,0.0,0.0,70.32,70.32,70.32,0.0,0.0
2018-06-17,68.28,68.28,68.28,0.0,0.0,68.28,68.28,68.28,0.0,0.0,68.07,68.07,68.07,0.0,0.0,68.19,68.19,68.19,0.0,0.0
2018-06-24,66.06,66.06,66.06,0.0,0.0,66.37,66.37,66.37,0.0,0.0,66.06,66.06,66.06,0.0,0.0,66.28,66.28,66.28,0.0,0.0
2018-07-01,65.9,65.9,65.9,0.0,0.0,65.9,65.9,65.9,0.0,0.0,65.7,65.7,65.7,0.0,0.0,65.75,65.75,65.75,0.0,0.0
2018-07-08,66.44,66.44,66.44,0.0,0.0,66.68,66.68,66.68,0.0,0.0,66.43,66.43,66.43,0.0,0.0,66.57,66.57,66.57,0.0,0.0
2018-07-15,65.89,65.89,65.89,0.0,0.0,66.38,66.38,66.38,0.0,0.0,65.72,65.72,65.72,0.0,0.0,66.24,66.24,66.24,0.0,0.0
2018-07-22,67.34,67.34,67.34,0.0,0.0,67.48,67.48,67.48,0.0,0.0,66.9,66.9,66.9,0.0,0.0,67.03,67.03,67.03,0.0,0.0
2018-07-29,65.65,65.65,65.65,0.0,0.0,65.86,65.86,65.86,0.0,0.0,65.65,65.65,65.65,0.0,0.0,65.82,65.82,65.82,0.0,0.0
2018-08-05,64.34,64.34,64.34,0.0,0.0,64.55,64.55,64.55,0.0,0.0,64.24,64.24,64.24,0.0,0.0,64.46,64.46,64.46,0.0,0.0
2018-08-12,61.52,61.52,61.52,0.0,0.0,62.4,62.4,62.4,0.0,0.0,61.39,61.39,61.39,0.0,0.0,62.36,62.36,62.36,0.0,0.0
2018-08-19,63.75,63.75,63.75,0.0,0.0,63.98,63.98,63.98,0.0,0.0,63.6,63.6,63.6,0.0,0.0,63.94,63.94,63.94,0.0,0.0
2018-08-26,63.92,63.92,63.92,0.0,0.0,64.4,64.4,64.4,0.0,0.0,63.85,63.85,63.85,0.0,0.0,64.39,64.39,64.39,0.0,0.0
2018-09-02,61.99,61.99,61.99,0.0,0.0,62.01,62.01,62.01,0.0,0.0,61.58,61.58,61.58,0.0,0.0,61.64,61.64,61.64,0.0,0.0
2018-09-09,61.68,61.68,61.68,0.0,0.0,61.83,61.83,61.83,0.0,0.0,61.36,61.36,61.36,0.0,0.0,61.63,61.63,61.63,0.0,0.0
2018-09-16,62.97,62.97,62.97,0.0,0.0,63.26,63.26,63.26,0.0,0.0,62.91,62.91,62.91,0.0,0.0,63.15,63.15,63.15,0.0,0.0
2018-09-23,62.39,62.39,62.39,0.0,0.0,62.68,62.68,62.68,0.0,0.0,62.3,62.3,62.3,0.0,0.0,62.35,62.35,62.35,0.0,0.0
2018-09-30,59.57,59.57,59.57,0.0,0.0,59.6,59.6,59.6,0.0,0.0,58.99,58.99,58.99,0.0,0.0,59.4,59.4,59.4,0.0,0.0
2018-10-07,57.89,57.89,57.89,0.0,0.0,57.96,57.96,57.96,0.0,0.0,57.35,57.35,57.35,0.0,0.0,57.87,57.87,57.87,0.0,0.0
2018-10-14,57.32,57.32,57.32,0.0,0.0,57.51,57.51,57.51,0.0,0.0,56.89,56.89,56.89,0.0,0.0,56.94,56.94,56.94,0.0,0.0
2018-10-21,54.66,54.66,54.66,0.0,0.0,55.26,55.26,55.26,0.0,0.0,54.5,54.5,54.5,0.0,0.0,55.26,55.26,55.26,0.0,0.0
2018-10-28,58.84,58.84,58.84,0.0,0.0,58.84,58.84,58.84,0.0,0.0,57.83,57.83,57.83,0.0,0.0,58.21,58.21,58.21,0.0,0.0
2018-11-04,57.28,57.28,57.28,0.0,0.0,57.28,57.28,57.28,0.0,0.0,56.84,56.84,56.84,0.0,0.0,57.2,57.2,57.2,0.0,0.0
2018-11-11,58.25,58.25,58.25,0.0,0.0,58.91,58.91,58.91,0.0,0.0,58.25,58.25,58.25,0.0,0.0,58.9,58.9,58.9,0.0,0.0
2018-11-18,57.23,57.23,57.23,0.0,0.0,57.23,57.23,57.23,0.0,0.0,57.2,57.2,57.2,0.0,0.0,57.2,57.2,57.2,0.0,0.0
2018-11-25,58.35,58.35,58.35,0.0,0.0,58.64,58.64,58.64,0.0,0.0,58.34,58.34,58.34,0.0,0.0,58.64,58.64,58.64,0.0,0.0
2018-12-02,58.23,58.23,58.23,0.0,0.0,58.23,58.23,58.23,0.0,0.0,56.91,56.91,56.91,0.0,0.0,57.01,57.01,57.01,0.0,0.0
2018-12-09,56.82,56.82,56.82,0.0,0.0,56.91,56.91,56.91,0.0,0.0,56.44,56.44,56.44,0.0,0.0,56.58,56.58,56.58,0.0,0.0
2018-12-16,55.56,55.56,55.56,0.0,0.0,55.84,55.84,55.84,0.0,0.0,54.8,54.8,54.8,0.0,0.0,55.0,55.0,55.0,0.0,0.0
2018-12-23,56.0,56.0,56.0,0.0,0.0,56.38,56.38,56.38,0.0,0.0,55.89,55.89,55.89,0.0,0.0,56.22,56.22,56.22,0.0,0.0
2018-12-30,55.34,55.34,55.34,0.0,0.0,56.46,56.46,56.46,0.0,0.0,55.34,55.34,55.34,0.0,0.0,56.46,56.46,56.46,0.0,0.0
2019-01-06,57.74,57.74,57.74,0.0,0.0,58.13,58.13,58.13,0.0,0.0,57.72,57.72,57.72,0.0,0.0,58.13,58.13,58.13,0.0,0.0
2019-01-13,59.0,59.0,59.0,0.0,0.0,59.3,59.3,59.3,0.0,0.0,58.92,58.92,58.92,0.0,0.0,59.09,59.09,59.09,0.0,0.0
2019-01-20,60.46,60.46,60.46,0.0,0.0,60.87,60.87,60.87,0.0,0.0,60.46,60.46,60.46,0.0,0.0,60.66,60.66,60.66,0.0,0.0
2019-01-27,61.76,61.76,61.76,0.0,0.0,61.84,61.84,61.84,0.0,0.0,61.51,61.51,61.51,0.0,0.0,61.63,61.63,61.63,0.0,0.0
2019-02-03,61.22,61.22,61.22,0.0,0.0,61.39,61.39,61.39,0.0,0.0,60.87,60.87,60.87,0.0,0.0,61.31,61.31,61.31,0.0,0.0
2019-02-10,61.46,61.46,61.46,0.0,0.0,61.52,61.52,61.52,0.0,0.0,61.4,61.4,61.4,0.0,0.0,61.52,61.52,61.52,0.0,0.0
2019-02-17,62.99,62.99,62.99,0.0,0.0,63.2,63.2,63.2,0.0,0.0,62.99,62.99,62.99,0.0,0.0,63.02,63.02,63.02,0.0,0.0
2019-02-24,62.25,62.25,62.25,0.0,0.0,62.3,62.3,62.3,0.0,0.0,62.09,62.09,62.09,0.0,0.0,62.15,62.15,62.15,0.0,0.0
2019-03-03,60.65,60.65,60.65,0.0,0.0,60.75,60.75,60.75,0.0,0.0,60.43,60.43,60.43,0.0,0.0,60.67,60.67,60.67,0.0,0.0
2019-03-10,62.46,62.46,62.46,0.0,0.0,62.95,62.95,62.95,0.0,0.0,62.46,62.46,62.46,0.0,0.0,62.88,62.88,62.88,0.0,0.0
2019-03-17,62.64,62.64,62.64,0.0,0.0,62.64,62.64,62.64,0.0,0.0,61.81,61.81,61.81,0.0,0.0,61.81,61.81,61.81,0.0,0.0
2019-03-24,62.55,62.55,62.55,0.0,0.0,62.66,62.66,62.66,0.0,0.0,62.48,62.48,62.48,0.0,0.0,62.62,62.62,62.62,0.0,0.0
2019-03-31,64.56,64.56,64.56,0.0,0.0,64.56,64.56,64.56,0.0,0.0,64.51,64.51,64.51,0.0,0.0,64.51,64.51,64.51,0.0,0.0
2019-04-07,64.72,64.72,64.72,0.0,0.0,64.72,64.72,64.72,0.0,0.0,64.42,64.42,64.42,0.0,0.0,64.42,64.42,64.42,0.0,0.0
2019-04-14,63.86,63.86,63.86,0.0,0.0,64.17,64.17,64.17,0.0,0.0,63.86,63.86,63.86,0.0,0.0,64.17,64.17,64.17,0.0,0.0
2019-04-21,63.32,63.32,63.32,0.0,0.0,63.32,63.32,63.32,0.0,0.0,63.22,63.22,63.22,0.0,0.0,63.22,63.22,63.22,0.0,0.0
2019-04-28,63.18,63.18,63.18,0.0,0.0,63.29,63.29,63.29,0.0,0.0,63.18,63.18,63.18,0.0,0.0,63.29,63.29,63.29,0.0,0.0
2019-05-05,59.92,59.92,59.92,0.0,0.0,60.49,60.49,60.49,0.0,0.0,59.52,59.52,59.52,0.0,0.0,60.2,60.2,60.2,0.0,0.0
2019-05-12,58.25,58.25,58.25,0.0,0.0,58.25,58.25,58.25,0.0,0.0,57.85,57.85,57.85,0.0,0.0,57.85,57.85,57.85,0.0,0.0
2019-05-19,57.9,57.9,57.9,0.0,0.0,57.9,57.9,57.9,0.0,0.0,57.62,57.62,57.62,0.0,0.0,57.62,57.62,57.62,0.0,0.0
2019-05-26,58.32,58.32,58.32,0.0,0.0,58.75,58.75,58.75,0.0,0.0,58.32,58.32,58.32,0.0,0.0,58.74,58.74,58.74,0.0,0.0
2019-06-02,59.58,59.58,59.58,0.0,0.0,59.91,59.91,59.91,0.0,0.0,59.58,59.58,59.58,0.0,0.0,59.67,59.67,59.67,0.0,0.0
2019-06-09,59.32,59.32,59.32,0.0,0.0,59.32,59.32,59.32,0.0,0.0,58.95,58.95,58.95,0.0,0.0,58.96,58.96,58.96,0.0,0.0
2019-06-16,61.29,61.29,61.29,0.0,0.0,61.35,61.35,61.35,0.0,0.0,61.18,61.18,61.18,0.0,0.0,61.26,61.26,61.26,0.0,0.0
2019-06-23,61.79,61.79,61.79,0.0,0.0,61.79,61.79,61.79,0.0,0.0,61.57,61.57,61.57,0.0,0.0,61.65,61.65,61.65,0.0,0.0
2019-06-30,61.98,61.98,61.98,0.0,0.0,61.98,61.98,61.98,0.0,0.0,61.95,61.95,61.95,0.0,0.0,61.95,61.95,61.95,0.0,0.0
2019-07-07,61.94,61.94,61.94,0.0,0.0,62.18,62.18,62.18,0.0,0.0,61.94,61.94,61.94,0.0,0.0,62.06,62.06,62.06,0.0,0.0
2019-07-14,62.4,62.4,62.4,0.0,0.0,62.4,62.4,62.4,0.0,0.0,62.04,62.04,62.04,0.0,0.0,62.1,62.1,62.1,0.0,0.0
2019-07-21,61.74,61.74,61.74,0.0,0.0,61.74,61.74,61.74,0.0,0.0,61.53,61.53,61.53,0.0,0.0,61.62,61.62,61.62,0.0,0.0
2019-07-28,58.93,58.93,58.93,0.0,0.0,58.93,58.93,58.93,0.0,0.0,58.41,58.41,58.41,0.0,0.0,58.54,58.54,58.54,0.0,0.0
2019-08-04,57.32,57.32,57.32,0.0,0.0,57.66,57.66,57.66,0.0,0.0,57.28,57.28,57.28,0.0,0.0,57.66,57.66,57.66,0.0,0.0
2019-08-11,56.68,56.68,56.68,0.0,0.0,56.95,56.95,56.95,0.0,0.0,56.65,56.65,56.65,0.0,0.0,56.93,56.93,56.93,0.0,0.0
2019-08-18,56.84,56.84,56.84,0.0,0.0,56.96,56.96,56.96,0.0,0.0,55.91,55.91,55.91,0.0,0.0,56.04,56.04,56.04,0.0,0.0
2019-08-25,57.47,57.47,57.47,0.0,0.0,57.48,57.48,57.48,0.0,0.0,57.24,57.24,57.24,0.0,0.0,57.37,57.37,57.37,0.0,0.0
2019-09-01,59.18,59.18,59.18,0.0,0.0,59.45,59.45,59.45,0.0,0.0,59.18,59.18,59.18,0.0,0.0,59.38,59.38,59.38,0.0,0.0
2019-09-08,60.68,60.68,60.68,0.0,0.0,60.72,60.72,60.72,0.0,0.0,60.58,60.58,60.58,0.0,0.0,60.58,60.58,60.58,0.0,0.0
2019-09-15,59.91,59.91,59.91,0.0,0.0,59.91,59.91,59.91,0.0,0.0,59.41,59.41,59.41,0.0,0.0,59.55,59.55,59.55,0.0,0.0
2019-09-22,58.18,58.18,58.18,0.0,0.0,58.18,58.18,58.18,0.0,0.0,57.35,57.35,57.35,0.0,0.0,57.52,57.52,57.52,0.0,0.0
2019-09-29,57.42,57.42,57.42,0.0,0.0,57.76,57.76,57.76,0.0,0.0,57.42,57.42,57.42,0.0,0.0,57.75,57.75,57.75,0.0,0.0
2019-10-06,58.53,58.53,58.53,0.0,0.0,58.92,58.92,58.92,0.0,0.0,58.53,58.53,58.53,0.0,0.0,58.91,58.91,58.91,0.0,0.0
2019-10-13,59.34,59.34,59.34,0.0,0.0,59.34,59.34,59.34,0.0,0.0,59.16,59.16,59.16,0.0,0.0,59.16,59.16,59.16,0.0,0.0
2019-10-20,60.27,60.27,60.27,0.0,0.0,60.72,60.72,60.72,0.0,0.0,60.27,60.27,60.27,0.0,0.0,60.64,60.64,60.64,0.0,0.0
2019-10-27,61.22,61.22,61.22,0.0,0.0,61.31,61.31,61.31,0.0,0.0,61.14,61.14,61.14,0.0,0.0,61.25,61.25,61.25,0.0,0.0
2019-11-03,62.33,62.33,62.33,0.0,0.0,62.33,62.33,62.33,0.0,0.0,61.99,61.99,61.99,0.0,0.0,62.1,62.1,62.1,0.0,0.0
2019-11-10,61.27,61.27,61.27,0.0,0.0,61.44,61.44,61.44,0.0,0.0,61.27,61.27,61.27,0.0,0.0,61.37,61.37,61.37,0.0,0.0
2019-11-17,61.05,61.05,61.05,0.0,0.0,61.05,61.05,61.05,0.0,0.0,60.91,60.91,60.91,0.0,0.0,61.03,61.03,61.03,0.0,0.0
2019-11-24,60.95,60.95,60.95,0.0,0.0,60.95,60.95,60.95,0.0,0.0,60.7,60.7,60.7,0.0,0.0,60.8,60.8,60.8,0.0,0.0
2019-12-01,61.71,61.71,61.71,0.0,0.0,61.84,61.84,61.84,0.0,0.0,61.6,61.6,61.6,0.0,0.0,61.83,61.83,61.83,0.0,0.0
2019-12-08,62.49,62.49,62.49,0.0,0.0,62.78,62.78,62.78,0.0,0.0,62.22,62.22,62.22,0.0,0.0,62.37,62.37,62.37,0.0,0.0
2019-12-15,63.89,63.89,63.89,0.0,0.0,63.97,63.97,63.97,0.0,0.0,63.89,63.89,63.89,0.0,0.0,63.92,63.92,63.92,0.0,0.0
2019-12-22,65.03,65.03,65.03,0.0,0.0,65.03,65.03,65.03,0.0,0.0,64.88,64.88,64.88,0.0,0.0,64.89,64.89,64.89,0.0,0.0
2019-12-29,65.41,65.41,65.41,0.0,0.0,65.41,65.41,65.41,0.0,0.0,65.19,65.19,65.19,0.0,0.0,65.19,65.19,65.19,0.0,0.0
2020-01-05,66.34,66.34,66.34,0.0,0.0,66.41,66.41,66.41,0.0,0.0,66.1,66.1,66.1,0.0,0.0,66.1,66.1,66.1,0.0,0.0
2020-01-12,66.93,66.93,66.93,0.0,0.0,67.06,67.06,67.06,0.0,0.0,66.8,66.8,66.8,0.0,0.0,67.06,67.06,67.06,0.0,0.0
2020-01-19,65.3,65.3,65.3,0.0,0.0,65.41,65.41,65.41,0.0,0.0,64.72,64.72,64.72,0.0,0.0,65.31,65.31,65.31,0.0,0.0
2020-01-26,61.47,61.47,61.47,0.0,0.0,61.58,61.58,61.58,0.0,0.0,61.47,61.47,61.47,0.0,0.0,61.58,61.58,61.58,0.0,0.0
2020-02-02,63.24,63.24,63.24,0.0,0.0,63.41,63.41,63.41,0.0,0.0,63.1,63.1,63.1,0.0,0.0,63.19,63.19,63.19,0.0,0.0
2020-02-09,64.7,64.7,64.7,0.0,0.0,64.74,64.74,64.74,0.0,0.0,64.61,64.61,64.61,0.0,0.0,64.74,64.74,64.74,0.0,0.0
2020-02-16,63.05,63.05,63.05,0.0,0.0,63.4,63.4,63.4,0.0,0.0,63.05,63.05,63.05,0.0,0.0,63.16,63.16,63.16,0.0,0.0
2020-02-23,57.41,57.41,57.41,0.0,0.0,58.39,58.39,58.39,0.0,0.0,56.71,56.71,56.71,0.0,0.0,58.39,58.39,58.39,0.0,0.0
2020-03-01,57.53,57.53,57.53,0.0,0.0,57.62,57.62,57.62,0.0,0.0,57.04,57.04,57.04,0.0,0.0,57.62,57.62,57.62,0.0,0.0
2020-03-08,50.79,50.79,50.79,0.0,0.0,51.1,51.1,51.1,0.0,0.0,48.97,48.97,48.97,0.0,0.0,51.1,51.1,51.1,0.0,0.0
2020-03-15,45.33,45.33,45.33,0.0,0.0,45.48,45.48,45.48,0.0,0.0,44.04,44.04,44.04,0.0,0.0,44.04,44.04,44.04,0.0,0.0
2020-03-22,47.26,47.26,47.26,0.0,0.0,47.54,47.54,47.54,0.0,0.0,46.79,46.79,46.79,0.0,0.0,47.04,47.04,47.04,0.0,0.0
2020-03-29,47.02,47.02,47.02,0.0,0.0,47.02,47.02,47.02,0.0,0.0,46.56,46.56,46.56,0.0,0.0,46.62,46.62,46.62,0.0,0.0
2020-04-05,50.44,50.44,50.44,0.0,0.0,50.53,50.53,50.53,0.0,0.0,49.8,49.8,49.8,0.0,0.0,49.8,49.8,49.8,0.0,0.0
2020-04-12,51.22,51.22,51.22,0.0,0.0,51.29,51.29,51.29,0.0,0.0,50.86,50.86,50.86,0.0,0.0,51.08,51.08,51.08,0.0,0.0
2020-04-19,49.58,49.58,49.58,0.0,0.0,49.82,49.82,49.82,0.0,0.0,49.58,49.58,49.58,0.0,0.0,49.81,49.81,49.81,0.0,0.0
2020-04-26,49.82,49.82,49.82,0.0,0.0,49.9,49.9,49.9,0.0,0.0,49.39,49.39,49.39,0.0,0.0,49.47,49.47,49.47,0.0,0.0
2020-05-03,51.58,51.58,51.58,0.0,0.0,51.6,51.6,51.6,0.0,0.0,51.57,51.57,51.57,0.0,0.0,51.6,51.6,51.6,0.0,0.0
2020-05-10,50.53,50.53,50.53,0.0,0.0,50.66,50.66,50.66,0.0,0.0,50.39,50.39,50.39,0.0,0.0,50.45,50.45,50.45,0.0,0.0
2020-05-17,50.98,50.98,50.98,0.0,0.0,51.05,51.05,51.05,0.0,0.0,50.86,50.86,50.86,0.0,0.0,50.86,50.86,50.86,0.0,0.0
2020-05-24,52.36,52.36,52.36,0.0,0.0,52.97,52.97,52.97,0.0,0.0,52.13,52.13,52.13,0.0,0.0,52.97,52.97,52.97,0.0,0.0
2020-05-31,55.83,55.83,55.83,0.0,0.0,56.11,56.11,56.11,0.0,0.0,55.49,55.49,55.49,0.0,0.0,55.71,55.71,55.71,0.0,0.0
2020-06-07,55.9,55.9,55.9,0.0,0.0,55.9,55.9,55.9,0.0,0.0,54.97,54.97,54.97,0.0,0.0,55.3,55.3,55.3,0.0,0.0
2020-06-14,56.75,56.75,56.75,0.0,0.0,56.75,56.75,56.75,0.0,0.0,56.16,56.16,56.16,0.0,0.0,56.16,56.16,56.16,0.0,0.0
2020-06-21,56.47,56.47,56.47,0.0,0.0,56.47,56.47,56.47,0.0,0.0,55.74,55.74,55.74,0.0,0.0,55.86,55.86,55.86,0.0,0.0
2020-06-28,57.86,57.86,57.86,0.0,0.0,58.06,58.06,58.06,0.0,0.0,57.83,57.83,57.83,0.0,0.0,57.89,57.89,57.89,0.0,0.0
2020-07-05,59.66,59.66,59.66,0.0,0.0,59.66,59.66,59.66,0.0,0.0,59.66,59.66,59.66,0.0,0.0,59.66,59.66,59.66,0.0,0.0
