Date,Vanguard Large-CapEtf_Open_average,Vanguard Large-CapEtf_Open_max,Vanguard Large-CapEtf_Open_min,Vanguard Large-CapEtf_Open_volatility,Vanguard Large-CapEtf_Open_change,Vanguard Large-CapEtf_High_average,Vanguard Large-CapEtf_High_max,Vanguard Large-CapEtf_High_min,Vanguard Large-CapEtf_High_volatility,Vanguard Large-CapEtf_High_change,Vanguard Large-CapEtf_Low_average,Vanguard Large-CapEtf_Low_max,Vanguard Large-CapEtf_Low_min,Vanguard Large-CapEtf_Low_volatility,Vanguard Large-CapEtf_Low_change,Vanguard Large-CapEtf_Close_average,Vanguard Large-CapEtf_Close_max,Vanguard Large-CapEtf_Close_min,Vanguard Large-CapEtf_Close_volatility,Vanguard Large-CapEtf_Close_change
2018-01-14,128.65,128.65,128.65,0.0,0.0,128.87,128.87,128.87,0.0,0.0,128.29,128.29,128.29,0.0,0.0,128.87,128.87,128.87,0.0,0.0
2018-01-21,130.62,130.62,130.62,0.0,0.0,131.68,131.68,131.68,0.0,0.0,130.54,130.54,130.54,0.0,0.0,131.68,131.68,131.68,0.0,0.0
2018-01-28,128.71,128.71,128.71,0.0,0.0,128.79,128.79,128.79,0.0,0.0,126.66,126.66,126.66,0.0,0.0,126.7,126.7,126.7,0.0,0.0
2018-02-04,119.98,119.98,119.98,0.0,0.0,121.2,121.2,121.2,0.0,0.0,116.35,116.35,116.35,0.0,0.0,120.37,120.37,120.37,0.0,0.0
2018-02-11,125.21,125.21,125.21,0.0,0.0,126.59,126.59,126.59,0.0,0.0,125.19,125.19,125.19,0.0,0.0,125.6,125.6,125.6,0.0,0.0
2018-02-18,124.96,124.96,124.96,0.0,0.0,126.28,126.28,126.28,0.0,0.0,124.73,124.73,124.73,0.0,0.0,126.28,126.28,126.28,0.0,0.0
2018-02-25,122.18,122.18,122.18,0.0,0.0,124.07,124.07,124.07,0.0,0.0,121.8,121.8,121.8,0.0,0.0,123.82,123.82,123.82,0.0,0.0
2018-03-04,126.88,126.88,126.88,0.0,0.0,128.28,128.28,128.28,0.0,0.0,126.74,126.74,126.74,0.0,0.0,128.28,128.28,128.28,0.0,0.0
2018-03-11,126.72,126.72,126.72,0.0,0.0,127.19,127.19,127.19,0.0,0.0,126.67,126.67,126.67,0.0,0.0,126.67,126.67,126.67,0.0,0.0
2018-03-18,121.55,121.55,121.55,0.0,0.0,121.86,121.86,121.86,0.0,0.0,118.68,118.68,118.68,0.0,0.0,118.75,118.75,118.75,0.0,0.0
2018-03-25,120.11,120.11,120.11,0.0,0.0,121.95,121.95,121.95,0.0,0.0,119.71,119.71,119.71,0.0,0.0,121.21,121.21,121.21,0.0,0.0
2018-04-01,121.21,121.21,121.21,0.0,0.0,121.9,121.9,121.9,0.0,0.0,118.67,118.67,118.67,0.0,0.0,119.5,119.5,119.5,0.0,0.0
2018-04-08,123.0,123.0,123.0,0.0,0.0,123.05,123.05,123.05,0.0,0.0,121.4,121.4,121.4,0.0,0.0,121.92,121.92,121.92,0.0,0.0
2018-04-15,123.68,123.68,123.68,0.0,0.0,123.77,123.77,123.77,0.0,0.0,122.23,122.23,122.23,0.0,0.0,122.66,122.66,122.66,0.0,0.0
2018-04-22,122.86,122.86,122.86,0.0,0.0,122.89,122.89,122.89,0.0,0.0,122.13,122.13,122.13,0.0,0.0,122.58,122.58,122.58,0.0,0.0
2018-04-29,120.3,120.3,120.3,0.0,0.0,122.65,122.65,122.65,0.0,0.0,120.19,120.19,120.19,0.0,0.0,122.29,122.29,122.29,0.0,0.0
2018-05-06,125.15,125.15,125.15,0.0,0.0,125.56,125.56,125.56,0.0,0.0,124.88,124.88,124.88,0.0,0.0,125.31,125.31,125.31,0.0,0.0
2018-05-13,124.92,124.92,124.92,0.0,0.0,125.03,125.03,125.03,0.0,0.0,124.64,124.64,124.64,0.0,0.0,124.73,124.73,124.73,0.0,0.0
2018-05-20,125.11,125.11,125.11,0.0,0.0,125.42,125.42,125.42,0.0,0.0,124.86,124.86,124.86,0.0,0.0,125.2,125.2,125.2,0.0,0.0
2018-05-27,125.24,125.24,125.24,0.0,0.0,125.93,125.93,125.93,0.0,0.0,125.24,125.24,125.24,0.0,0.0,125.84,125.84,125.84,0.0,0.0
2018-06-03,127.38,127.38,127.38,0.0,0.0,127.98,127.98,127.98,0.0,0.0,127.29,127.29,127.29,0.0,0.0,127.95,127.95,127.95,0.0,0.0
2018-06-10,127.9,127.9,127.9,0.0,0.0,128.28,128.28,128.28,0.0,0.0,127.31,127.31,127.31,0.0,0.0,128.18,128.18,128.18,0.0,0.0
2018-06-17,126.94,126.94,126.94,0.0,0.0,126.94,126.94,126.94,0.0,0.0,126.36,126.36,126.36,0.0,0.0,126.45,126.45,126.45,0.0,0.0
2018-06-24,125.22,125.22,125.22,0.0,0.0,125.89,125.89,125.89,0.0,0.0,124.76,124.76,124.76,0.0,0.0,124.76,124.76,124.76,0.0,0.0
2018-07-01,125.67,125.67,125.67,0.0,0.0,126.9,126.9,126.9,0.0,0.0,125.46,125.46,125.46,0.0,0.0,126.69,126.69,126.69,0.0,0.0
2018-07-08,128.42,128.42,128.42,0.0,0.0,128.78,128.78,128.78,0.0,0.0,128.2,128.2,128.2,0.0,0.0,128.64,128.64,128.64,0.0,0.0
2018-07-15,128.78,128.78,128.78,0.0,0.0,129.06,129.06,129.06,0.0,0.0,128.64,128.64,128.64,0.0,0.0,128.74,128.74,128.74,0.0,0.0
2018-07-22,130.51,130.51,130.51,0.0,0.0,130.51,130.51,130.51,0.0,0.0,128.93,128.93,128.93,0.0,0.0,129.42,129.42,129.42,0.0,0.0
2018-07-29,129.91,129.91,129.91,0.0,0.0,130.39,130.39,130.39,0.0,0.0,129.84,129.84,129.84,0.0,0.0,130.39,130.39,130.39,0.0,0.0
2018-08-05,130.33,130.33,130.33,0.0,0.0,130.62,130.62,130.62,0.0,0.0,129.89,129.89,129.89,0.0,0.0,130.26,130.26,130.26,0.0,0.0
2018-08-12,130.41,130.41,130.41,0.0,0.0,131.24,131.24,131.24,0.0,0.0,130.29,130.29,130.29,0.0,0.0,131.04,131.04,131.04,0.0,0.0
2018-08-19,131.72,131.72,131.72,0.0,0.0,132.28,132.28,132.28,0.0,0.0,131.6,131.6,131.6,0.0,0.0,132.23,132.23,132.23,0.0,0.0
2018-08-26,133.2,133.2,133.2,0.0,0.0,133.68,133.68,133.68,0.0,0.0,133.06,133.06,133.06,0.0,0.0,133.48,133.48,133.48,0.0,0.0
2018-09-02,131.97,131.97,131.97,0.0,0.0,132.68,132.68,132.68,0.0,0.0,131.8,131.8,131.8,0.0,0.0,132.18,132.18,132.18,0.0,0.0
2018-09-09,133.84,133.84,133.84,0.0,0.0,133.92,133.92,133.92,0.0,0.0,133.35,133.35,133.35,0.0,0.0,133.79,133.79,133.79,0.0,0.0
2018-09-16,135.38,135.38,135.38,0.0,0.0,135.38,135.38,135.38,0.0,0.0,134.75,134.75,134.75,0.0,0.0,134.81,134.81,134.81,0.0,0.0
2018-09-23,133.25,133.25,133.25,0.0,0.0,133.81,133.81,133.81,0.0,0.0,132.85,132.85,132.85,0.0,0.0,133.51,133.51,133.51,0.0,0.0
2018-09-30,132.99,132.99,132.99,0.0,0.0,133.28,133.28,133.28,0.0,0.0,131.39,131.39,131.39,0.0,0.0,132.2,132.2,132.2,0.0,0.0
2018-10-07,127.16,127.16,127.16,0.0,0.0,127.22,127.22,127.22,0.0,0.0,125.02,125.02,125.02,0.0,0.0,126.66,126.66,126.66,0.0,0.0
2018-10-14,127.13,127.13,127.13,0.0,0.0,128.13,128.13,128.13,0.0,0.0,126.46,126.46,126.46,0.0,0.0,126.73,126.73,126.73,0.0,0.0
2018-10-21,121.99,121.99,121.99,0.0,0.0,123.3,123.3,123.3,0.0,0.0,120.43,120.43,120.43,0.0,0.0,121.76,121.76,121.76,0.0,0.0
2018-10-28,126.15,126.15,126.15,0.0,0.0,126.39,126.39,126.39,0.0,0.0,123.83,123.83,123.83,0.0,0.0,124.84,124.84,124.84,0.0,0.0
2018-11-04,128.04,128.04,128.04,0.0,0.0,128.14,128.14,128.14,0.0,0.0,126.75,126.75,126.75,0.0,0.0,127.53,127.53,127.53,0.0,0.0
2018-11-11,124.68,124.68,124.68,0.0,0.0,126.04,126.04,126.04,0.0,0.0,124.53,124.53,124.53,0.0,0.0,125.6,125.6,125.6,0.0,0.0
2018-11-18,120.86,120.86,120.86,0.0,0.0,121.58,121.58,121.58,0.0,0.0,120.78,120.78,120.78,0.0,0.0,120.92,120.92,120.92,0.0,0.0
2018-11-25,125.76,125.76,125.76,0.0,0.0,126.89,126.89,126.89,0.0,0.0,125.64,125.64,125.64,0.0,0.0,126.66,126.66,126.66,0.0,0.0
2018-12-02,123.82,123.82,123.82,0.0,0.0,124.58,124.58,124.58,0.0,0.0,120.64,120.64,120.64,0.0,0.0,121.1,121.1,121.1,0.0,0.0
2018-12-09,120.76,120.76,120.76,0.0,0.0,121.25,121.25,121.25,0.0,0.0,119.34,119.34,119.34,0.0,0.0,119.63,119.63,119.63,0.0,0.0
2018-12-16,113.82,113.82,113.82,0.0,0.0,115.2,115.2,115.2,0.0,0.0,110.87,110.87,110.87,0.0,0.0,111.18,111.18,111.18,0.0,0.0
2018-12-23,114.51,114.51,114.51,0.0,0.0,115.34,115.34,115.34,0.0,0.0,113.16,113.16,113.16,0.0,0.0,113.81,113.81,113.81,0.0,0.0
2018-12-30,113.75,113.75,113.75,0.0,0.0,116.25,116.25,116.25,0.0,0.0,113.63,113.63,113.63,0.0,0.0,115.94,115.94,115.94,0.0,0.0
2019-01-06,118.48,118.48,118.48,0.0,0.0,119.03,119.03,119.03,0.0,0.0,118.18,118.18,118.18,0.0,0.0,118.99,118.99,118.99,0.0,0.0
2019-01-13,121.84,121.84,121.84,0.0,0.0,122.69,122.69,122.69,0.0,0.0,121.38,121.38,121.38,0.0,0.0,122.44,122.44,122.44,0.0,0.0
2019-01-20,122.08,122.08,122.08,0.0,0.0,122.58,122.58,122.58,0.0,0.0,121.91,121.91,121.91,0.0,0.0,122.22,122.22,122.22,0.0,0.0
2019-01-27,124.22,124.22,124.22,0.0,0.0,124.71,124.71,124.71,0.0,0.0,123.83,123.83,123.83,0.0,0.0,124.22,124.22,124.22,0.0,0.0
2019-02-03,123.6,123.6,123.6,0.0,0.0,124.43,124.43,124.43,0.0,0.0,123.2,123.2,123.2,0.0,0.0,124.43,124.43,124.43,0.0,0.0
2019-02-10,127.09,127.09,127.09,0.0,0.0,127.61,127.61,127.61,0.0,0.0,127.0,127.0,127.0,0.0,0.0,127.6,127.6,127.6,0.0,0.0
2019-02-17,127.94,127.94,127.94,0.0,0.0,128.47,128.47,128.47,0.0,0.0,127.78,127.78,127.78,0.0,0.0,128.39,128.39,128.39,0.0,0.0
2019-02-24,129.01,129.01,129.01,0.0,0.0,129.2,129.2,129.2,0.0,0.0,128.29,128.29,128.29,0.0,0.0,129.04,129.04,129.04,0.0,0.0
2019-03-03,125.52,125.52,125.52,0.0,0.0,126.29,126.29,126.29,0.0,0.0,125.28,125.28,125.28,0.0,0.0,126.26,126.26,126.26,0.0,0.0
2019-03-10,129.57,129.57,129.57,0.0,0.0,130.32,130.32,130.32,0.0,0.0,129.49,129.49,129.49,0.0,0.0,129.95,129.95,129.95,0.0,0.0
2019-03-17,130.8,130.8,130.8,0.0,0.0,131.11,131.11,131.11,0.0,0.0,128.96,128.96,128.96,0.0,0.0,128.99,128.99,128.99,0.0,0.0
2019-03-24,129.64,129.64,129.64,0.0,0.0,129.88,129.88,129.88,0.0,0.0,129.13,129.13,129.13,0.0,0.0,129.8,129.8,129.8,0.0,0.0
2019-03-31,132.17,132.17,132.17,0.0,0.0,132.48,132.48,132.48,0.0,0.0,132.05,132.05,132.05,0.0,0.0,132.46,132.46,132.46,0.0,0.0
2019-04-07,133.14,133.14,133.14,0.0,0.0,133.36,133.36,133.36,0.0,0.0,132.85,132.85,132.85,0.0,0.0,133.23,133.23,133.23,0.0,0.0
2019-04-14,133.18,133.18,133.18,0.0,0.0,133.23,133.23,133.23,0.0,0.0,132.47,132.47,132.47,0.0,0.0,133.12,133.12,133.12,0.0,0.0
2019-04-21,134.09,134.09,134.09,0.0,0.0,134.75,134.75,134.75,0.0,0.0,133.75,133.75,133.75,0.0,0.0,134.75,134.75,134.75,0.0,0.0
2019-04-28,134.42,134.42,134.42,0.0,0.0,135.13,135.13,135.13,0.0,0.0,134.37,134.37,134.37,0.0,0.0,135.05,135.05,135.05,0.0,0.0
2019-05-05,131.19,131.19,131.19,0.0,0.0,132.62,132.62,132.62,0.0,0.0,129.69,129.69,129.69,0.0,0.0,132.27,132.27,132.27,0.0,0.0
2019-05-12,131.08,131.08,131.08,0.0,0.0,132.57,132.57,132.57,0.0,0.0,131.08,131.08,131.08,0.0,0.0,131.37,131.37,131.37,0.0,0.0
2019-05-19,130.29,130.29,130.29,0.0,0.0,130.51,130.51,130.51,0.0,0.0,129.6,129.6,129.6,0.0,0.0,129.87,129.87,129.87,0.0,0.0
2019-05-26,126.87,126.87,126.87,0.0,0.0,127.27,127.27,127.27,0.0,0.0,126.43,126.43,126.43,0.0,0.0,126.47,126.47,126.47,0.0,0.0
2019-06-02,131.29,131.29,131.29,0.0,0.0,132.64,132.64,132.64,0.0,0.0,131.29,131.29,131.29,0.0,0.0,132.09,132.09,132.09,0.0,0.0
2019-06-09,132.91,132.91,132.91,0.0,0.0,133.13,133.13,133.13,0.0,0.0,132.47,132.47,132.47,0.0,0.0,132.85,132.85,132.85,0.0,0.0
2019-06-16,135.81,135.81,135.81,0.0,0.0,136.36,136.36,136.36,0.0,0.0,135.62,135.62,135.62,0.0,0.0,135.74,135.74,135.74,0.0,0.0
2019-06-23,134.39,134.39,134.39,0.0,0.0,134.84,134.84,134.84,0.0,0.0,134.15,134.15,134.15,0.0,0.0,134.72,134.72,134.72,0.0,0.0
2019-06-30,136.67,136.67,136.67,0.0,0.0,137.19,137.19,137.19,0.0,0.0,136.07,136.07,136.07,0.0,0.0,137.12,137.12,137.12,0.0,0.0
2019-07-07,137.83,137.83,137.83,0.0,0.0,138.26,138.26,138.26,0.0,0.0,137.62,137.62,137.62,0.0,0.0,138.23,138.23,138.23,0.0,0.0
2019-07-14,137.96,137.96,137.96,0.0,0.0,137.96,137.96,137.96,0.0,0.0,136.58,136.58,136.58,0.0,0.0,136.63,136.63,136.63,0.0,0.0
2019-07-21,138.31,138.31,138.31,0.0,0.0,138.97,138.97,138.97,0.0,0.0,138.31,138.31,138.31,0.0,0.0,138.83,138.83,138.83,0.0,0.0
2019-07-28,135.15,135.15,135.15,0.0,0.0,135.15,135.15,135.15,0.0,0.0,133.72,133.72,133.72,0.0,0.0,134.52,134.52,134.52,0.0,0.0
2019-08-04,134.5,134.5,134.5,0.0,0.0,134.76,134.76,134.76,0.0,0.0,133.23,133.23,133.23,0.0,0.0,134.06,134.06,134.06,0.0,0.0
2019-08-11,131.71,131.71,131.71,0.0,0.0,132.92,132.92,132.92,0.0,0.0,131.71,131.71,131.71,0.0,0.0,132.76,132.76,132.76,0.0,0.0
2019-08-18,133.74,133.74,133.74,0.0,0.0,134.53,134.53,134.53,0.0,0.0,130.29,130.29,130.29,0.0,0.0,130.94,130.94,130.94,0.0,0.0
2019-08-25,135.13,135.13,135.13,0.0,0.0,135.19,135.19,135.19,0.0,0.0,133.87,133.87,133.87,0.0,0.0,134.34,134.34,134.34,0.0,0.0
2019-09-01,137.0,137.0,137.0,0.0,0.0,137.21,137.21,137.21,0.0,0.0,136.71,136.71,136.71,0.0,0.0,136.92,136.92,136.92,0.0,0.0
2019-09-08,138.48,138.48,138.48,0.0,0.0,138.83,138.83,138.83,0.0,0.0,138.0,138.0,138.0,0.0,0.0,138.15,138.15,138.15,0.0,0.0
2019-09-15,138.02,138.02,138.02,0.0,0.0,138.13,138.13,138.13,0.0,0.0,136.73,136.73,136.73,0.0,0.0,137.03,137.03,137.03,0.0,0.0
2019-09-22,136.81,136.81,136.81,0.0,0.0,136.81,136.81,136.81,0.0,0.0,134.85,134.85,134.85,0.0,0.0,135.59,135.59,135.59,0.0,0.0
2019-09-29,133.77,133.77,133.77,0.0,0.0,135.3,135.3,135.3,0.0,0.0,133.72,133.72,133.72,0.0,0.0,135.19,135.19,135.19,0.0,0.0
2019-10-06,136.08,136.08,136.08,0.0,0.0,137.19,137.19,137.19,0.0,0.0,136.04,136.04,136.04,0.0,0.0,136.12,136.12,136.12,0.0,0.0
2019-10-13,137.19,137.19,137.19,0.0,0.0,137.47,137.47,137.47,0.0,0.0,136.37,136.37,136.37,0.0,0.0,136.84,136.84,136.84,0.0,0.0
2019-10-20,137.68,137.68,137.68,0.0,0.0,138.76,138.76,138.76,0.0,0.0,137.68,137.68,137.68,0.0,0.0,138.58,138.58,138.58,0.0,0.0
