Date,JNJStock_Open_average,JNJStock_Open_max,JNJStock_Open_min,JNJStock_Open_volatility,JNJStock_Open_change,JNJStock_High_average,JNJStock_High_max,JNJStock_High_min,JNJStock_High_volatility,JNJStock_High_change,JNJStock_Low_average,JNJStock_Low_max,JNJStock_Low_min,JNJStock_Low_volatility,JNJStock_Low_change,JNJStock_Close_average,JNJStock_Close_max,JNJStock_Close_min,JNJStock_Close_volatility,JNJStock_Close_change,JNJStock_Volume_average,JNJStock_Volume_max,JNJStock_Volume_min,JNJStock_Volume_volatility,JNJStock_Volume_change
2018-01-14,147.1625,147.84,146.42,1.420000000000016,1.0400000000000205,147.8675,148.32,147.44,0.8799999999999955,-0.4099999999999966,145.975,146.42,145.48,0.9399999999999977,0.38999999999998636,147.03,147.36,146.86,0.5,0.5,8429316,10619654,5554815,5064839,-65214
2018-01-21,144.856,147.01,142.31,4.699999999999989,-2.509999999999991,145.88,148.14,143.56,4.579999999999984,-2.539999999999992,143.296,146.72,141.62,5.099999999999994,-2.5900000000000034,144.354,148.14,141.83,6.309999999999974,-2.809999999999974,10704586,17473632,7010438,10463194,1055208
2018-01-28,141.474,144.85,137.53,7.319999999999993,-5.829999999999984,142.472,144.94,140.36,4.579999999999984,-4.579999999999984,139.688,143.53,137.0,6.530000000000001,-6.150000000000006,140.4,143.68,137.68,6.0,-6.0,9636617,13137396,8013444,5123952,1249064
2018-02-04,131.382,136.58,127.52,9.060000000000016,-9.060000000000016,133.118,137.0,130.92,6.0800000000000125,-6.0800000000000125,126.61,131.35,122.15,9.199999999999989,3.289999999999992,129.906,131.83,126.36,5.470000000000013,-0.8599999999999852,15281835,19954144,10550411,9403733,-4923263
2018-02-11,129.942,130.96,129.21,1.75,0.960000000000008,131.53199999999998,134.45,130.01,4.439999999999998,3.1299999999999955,129.002,130.84,127.68,3.1599999999999966,3.1599999999999966,130.856,133.15,129.67,3.480000000000018,2.8799999999999955,7227829,9963943,5606447,4357496,-1993878
2018-02-18,130.965,132.87,130.09,2.780000000000001,-2.780000000000001,132.245,133.45,131.02,2.4299999999999784,-1.3699999999999761,130.005,130.66,129.48,1.1800000000000068,-0.6399999999999864,130.6775,132.02,129.91,2.1100000000000136,1.1500000000000057,6000165,6578047,5126832,1451215,-1436706
2018-02-25,130.37800000000001,132.21,126.91,5.300000000000011,-4.800000000000011,131.612,133.41,129.11,4.299999999999983,-4.299999999999983,129.18,131.6,126.52,5.079999999999998,-4.090000000000003,129.944,132.07,127.28,4.789999999999992,-3.25,7632668,9424007,6684416,2739591,226010
2018-03-04,129.59,132.51,127.48,5.029999999999987,3.8799999999999955,131.19,133.82,129.33,4.489999999999981,3.519999999999982,128.852,131.56,127.27,4.290000000000006,3.3799999999999955,130.582,133.8,128.22,5.5800000000000125,4.010000000000019,6343833,7557814,5546530,2011284,1758015
2018-03-11,133.71,135.24,132.55,2.6899999999999977,-0.6400000000000148,134.792,135.7,134.23,1.4699999999999989,0.17000000000001592,132.448,133.45,131.9,1.549999999999983,-0.21999999999999886,133.208,134.35,132.32,2.030000000000001,1.0500000000000114,8249132,14233523,4942046,9291477,9291477
2018-03-18,130.726,133.35,127.63,5.719999999999999,-5.719999999999999,131.316,133.47,127.87,5.599999999999994,-5.599999999999994,128.28,130.66,124.9,5.759999999999991,-4.460000000000008,129.024,131.21,125.1,6.110000000000014,-5.140000000000015,6680505,8452497,5158743,3293754,2435545
2018-03-25,127.28,127.97,126.41,1.5600000000000023,1.5600000000000023,128.605,129.1,127.54,1.559999999999988,1.2199999999999847,126.4075,127.21,125.21,2.0,1.6099999999999994,127.55,128.15,127.21,0.9400000000000119,0.7600000000000051,7284015,8358246,6119424,2238822,-2238822
