Date,UNMStock_Open_average,UNMStock_Open_max,UNMStock_Open_min,UNMStock_Open_volatility,UNMStock_Open_change,UNMStock_High_average,UNMStock_High_max,UNMStock_High_min,UNMStock_High_volatility,UNMStock_High_change,UNMStock_Low_average,UNMStock_Low_max,UNMStock_Low_min,UNMStock_Low_volatility,UNMStock_Low_change,UNMStock_Close_average,UNMStock_Close_max,UNMStock_Close_min,UNMStock_Close_volatility,UNMStock_Close_change,UNMStock_Volume_average,UNMStock_Volume_max,UNMStock_Volume_min,UNMStock_Volume_volatility,UNMStock_Volume_change
2018-01-14,56.7475,58.19,55.84,2.3499999999999943,-1.8499999999999943,57.055,58.19,56.52,1.6699999999999946,-1.6699999999999946,55.652499999999996,56.04,55.37,0.6700000000000017,0.17999999999999972,56.005,56.35,55.54,0.8100000000000023,0.45000000000000284,2176997,3415045,1209202,2205843,-1592083
2018-01-21,55.916000000000004,56.49,55.03,1.4600000000000009,-0.990000000000002,56.344,57.12,55.81,1.3099999999999952,-0.3499999999999943,55.422,55.87,54.85,1.019999999999996,-0.8900000000000006,55.806000000000004,56.2,55.03,1.1700000000000017,-0.35999999999999943,1447862,1686272,1130918,555354,538004
2018-01-28,53.932,55.79,52.39,3.3999999999999986,-2.5899999999999963,54.804,56.28,53.79,2.490000000000002,-1.5500000000000043,53.006,55.25,50.4,4.850000000000001,-2.5700000000000003,53.622,55.26,52.71,2.549999999999997,-2.549999999999997,2593619,4222395,1314520,2907875,1098473
2018-02-04,50.142,52.09,48.44,3.6500000000000057,-3.6500000000000057,50.996,52.59,49.63,2.960000000000001,-2.960000000000001,48.854,50.21,47.53,2.6799999999999997,-2.6700000000000017,49.746,50.64,47.87,2.770000000000003,-1.2199999999999989,2451498,2824687,2096708,727979,-356054
2018-02-11,51.068,52.8,49.59,3.2099999999999937,2.25,52.12,53.1,50.93,2.1700000000000017,1.8800000000000026,50.546,51.81,49.27,2.539999999999999,1.7899999999999991,51.67,52.45,50.48,1.970000000000006,1.970000000000006,2358077,3594885,1415516,2179369,-1667832
2018-02-18,52.045,52.39,51.41,0.980000000000004,-0.8600000000000065,52.385,52.86,51.77,1.0899999999999963,-0.9099999999999966,51.6025,52.06,51.16,0.9000000000000057,-0.8300000000000054,51.8275,52.34,51.26,1.0800000000000054,-0.6100000000000065,1552490,2302407,1091512,1210895,-363861
2018-02-25,51.272,52.35,48.93,3.4200000000000017,-3.030000000000001,51.684,53.06,49.26,3.8000000000000043,-3.240000000000002,50.312,51.94,47.79,4.149999999999999,-3.980000000000004,50.754,52.41,49.15,3.259999999999998,-3.259999999999998,1740640,2398822,1026920,1371902,913149
2018-03-04,49.69,50.18,48.71,1.4699999999999989,1.4699999999999989,50.386,51.23,50.06,1.1699999999999946,0.8999999999999986,49.182,49.81,48.52,1.2899999999999991,1.2899999999999991,50.136,51.19,49.63,1.5599999999999952,1.2299999999999969,1323167,1431433,1229580,201853,-48064
2018-03-11,50.534,51.15,49.8,1.3500000000000014,-1.1499999999999986,50.86,51.33,50.24,1.0899999999999963,-0.5499999999999972,49.904,50.64,49.38,1.259999999999998,-0.8299999999999983,50.122,50.69,49.51,1.1799999999999997,-0.4099999999999966,1444447,2400469,1054001,1346468,821917
2018-03-18,49.94,50.44,48.8,1.6400000000000006,-1.5100000000000051,50.252,51.17,48.93,2.240000000000002,-1.5700000000000003,48.984,50.14,46.87,3.270000000000003,-2.470000000000006,49.274,50.63,46.98,3.6500000000000057,-2.8900000000000006,1150608,1399685,851778,547907,172503
2018-03-25,47.835,48.25,47.59,0.6599999999999966,-0.21999999999999886,48.2125,48.62,47.85,0.769999999999996,-0.259999999999998,47.0925,47.39,46.7,0.6899999999999977,0.28999999999999915,47.6525,48.24,47.29,0.9500000000000028,-0.6300000000000026,1764071,2346826,1383860,962966,-962966
2018-04-01,47.326,48.02,46.3,1.720000000000006,-0.1700000000000017,47.794,48.22,47.36,0.8599999999999994,-0.3500000000000014,46.492,47.56,45.91,1.6500000000000057,0.30000000000000426,47.214,47.95,46.59,1.3599999999999994,-0.0899999999999963,1482985,1766731,1078118,688613,-66608
2018-04-08,47.374,48.38,47.0,1.3800000000000026,1.3800000000000026,47.882,48.48,47.31,1.1699999999999946,1.009999999999998,46.91,47.37,46.38,0.9899999999999949,0.9899999999999949,47.278,47.99,46.45,1.5399999999999991,1.0599999999999952,1358620,1831132,1116549,714583,-714583
2018-04-15,48.234,48.95,47.83,1.1200000000000045,0.990000000000002,48.506,49.03,48.11,0.9200000000000017,0.8000000000000043,47.846000000000004,48.46,47.45,1.009999999999998,0.7899999999999991,48.230000000000004,48.88,47.56,1.3200000000000003,0.9299999999999997,1680502,2713263,1134409,1578854,79044
2018-04-22,48.542,49.11,48.0,1.1099999999999994,-1.1099999999999994,48.964,49.33,48.68,0.6499999999999986,-0.19999999999999574,48.054,48.59,47.73,0.8600000000000065,-0.6200000000000045,48.562,48.92,48.24,0.6799999999999997,0.13000000000000256,1067216,1469675,708725,760950,760950
2018-04-29,43.146,48.94,38.83,10.11,-10.11,43.852000000000004,49.24,39.95,9.29,-9.29,42.65,48.38,38.75,9.630000000000003,-9.630000000000003,42.994,48.38,39.05,9.330000000000005,-8.520000000000003,3630720,8186911,1250175,6936736,2630351
2018-05-06,38.752,39.94,37.76,2.1799999999999997,-1.8099999999999952,39.0,39.98,38.18,1.7999999999999972,-1.1999999999999957,38.096,39.42,37.57,1.8500000000000014,-1.6200000000000045,38.316,39.61,37.76,1.8500000000000014,-1.6599999999999966,3591868,5605826,2436279,3169547,536088
2018-05-13,38.264,38.76,37.88,0.8799999999999955,0.6599999999999966,38.738,39.11,38.4,0.7100000000000009,0.5899999999999963,38.088,38.43,37.78,0.6499999999999986,0.5700000000000003,38.39,38.86,37.88,0.9799999999999969,0.75,2583684,2966283,2109059,857224,526928
2018-05-20,38.664,38.95,38.31,0.6400000000000006,-0.6400000000000006,38.906,39.14,38.67,0.46999999999999886,-0.17999999999999972,38.392,38.74,38.11,0.6300000000000026,-0.4199999999999946,38.72,39.07,38.51,0.5600000000000023,-0.10000000000000142,1379846,1782273,966729,815544,700619
2018-05-27,38.2875,39.25,37.72,1.5300000000000011,1.2000000000000028,38.8375,39.68,38.25,1.4299999999999997,1.3299999999999983,37.8075,39.06,36.91,2.1500000000000057,2.1500000000000057,38.317499999999995,39.12,37.19,1.9299999999999997,1.9299999999999997,2897493,5107934,2050205,3057729,277205
2018-06-03,39.016,39.32,38.71,0.6099999999999994,0.22999999999999687,39.372,39.64,38.94,0.7000000000000028,0.1700000000000017,38.736,39.12,37.98,1.1400000000000006,0.21999999999999886,39.022,39.35,38.63,0.7199999999999989,0.44000000000000483,1944388,2767207,1566961,1200246,-1200246
2018-06-10,39.082,39.6,38.62,0.980000000000004,-0.980000000000004,39.368,39.8,39.12,0.6799999999999997,-0.5899999999999963,38.748,39.29,38.23,1.0600000000000023,-1.0600000000000023,39.078,39.37,38.83,0.5399999999999991,-0.22999999999999687,2303359,3155390,1124765,2030625,2030625
2018-06-17,38.358,38.79,37.97,0.8200000000000003,-0.6199999999999974,38.566,38.94,38.13,0.8099999999999952,-0.5999999999999943,38.02,38.31,37.7,0.6099999999999994,-0.4200000000000017,38.208,38.61,37.88,0.7299999999999969,-0.6199999999999974,1606188,2693999,1111480,1582519,1359672
2018-06-24,37.558,38.18,36.63,1.5499999999999972,-0.6799999999999997,37.914,38.36,37.17,1.1899999999999977,-0.5,36.998,37.75,36.15,1.6000000000000014,-0.759999999999998,37.312,38.11,36.64,1.4699999999999989,-1.1199999999999974,1523511,1750016,1278598,471418,-267431
2018-07-01,37.4325,37.69,36.78,0.9099999999999966,0.8200000000000003,37.985,38.28,37.62,0.6600000000000037,0.6600000000000037,37.285,37.5,36.76,0.740000000000002,0.6799999999999997,37.7575,38.12,37.55,0.5700000000000003,0.529999999999994,1441965,1758765,771901,986864,151886
2018-07-08,38.348,39.55,37.48,2.0700000000000003,-0.9400000000000048,38.684,39.55,37.85,1.6999999999999957,-1.6199999999999974,37.762,38.63,37.17,1.4600000000000009,-1.0499999999999972,38.22,39.42,37.5,1.9200000000000017,-1.7600000000000051,1554370,1793607,1254289,539318,-361197
2018-07-15,37.9,38.15,37.36,0.7899999999999991,-0.45000000000000284,38.162,38.36,37.68,0.6799999999999997,-0.5,37.592,37.95,37.05,0.9000000000000057,-0.6900000000000048,37.914,38.24,37.49,0.75,-0.6099999999999994,1183026,1532400,715821,816579,619695
2018-07-22,38.187999999999995,38.75,37.41,1.3400000000000034,1.3400000000000034,38.73,39.3,38.3,1.0,1.0,37.848,38.62,36.96,1.6599999999999966,1.2100000000000009,38.426,38.8,37.97,0.8299999999999983,0.5999999999999943,1623261,1914940,1184853,730087,-410048
2018-07-29,38.391999999999996,40.66,35.91,4.75,-2.9200000000000017,38.978,41.28,37.0,4.280000000000001,-2.530000000000001,37.664,39.45,35.33,4.1200000000000045,-2.989999999999995,38.056,39.73,35.88,3.8499999999999943,-2.8900000000000006,2543551,3971262,1563435,2407827,386258
2018-08-05,36.14,36.45,35.44,1.0100000000000051,-1.0100000000000051,36.385999999999996,36.9,35.44,1.4600000000000009,-1.1799999999999997,35.732,36.16,34.57,1.5899999999999963,-1.3500000000000014,35.954,36.28,35.18,1.1000000000000014,-0.8599999999999994,1781282,1996270,1524145,472125,26864
2018-08-12,35.358,35.9,34.96,0.9399999999999977,0.75,35.684000000000005,36.21,35.27,0.9399999999999977,0.8100000000000023,35.148,35.7,34.71,0.990000000000002,0.9400000000000048,35.508,36.01,35.01,1.0,0.990000000000002,1424814,2167814,1036251,1131563,-108505
2018-08-19,35.876,36.17,35.4,0.7700000000000031,-0.6000000000000014,36.14,36.62,35.83,0.7899999999999991,-0.39000000000000057,35.568,35.93,35.07,0.8599999999999994,-0.46999999999999886,35.766,36.29,35.14,1.1499999999999986,-0.3999999999999986,1396477,1663074,1055039,608035,393779
2018-08-26,36.284,36.81,35.8,1.0100000000000051,1.0100000000000051,36.88,37.45,36.39,1.0600000000000023,0.720000000000006,35.976,36.47,35.44,1.0300000000000011,0.6700000000000017,36.434,36.88,35.99,0.8900000000000006,0.6700000000000017,2273396,3522203,1481221,2040982,1072255
2018-09-02,36.9925,37.41,36.7,0.7099999999999937,0.1599999999999966,37.542500000000004,37.88,37.0,0.8800000000000026,-0.6300000000000026,36.665,37.0,36.32,0.6799999999999997,-0.38000000000000256,36.92,37.41,36.55,0.8599999999999994,-0.5100000000000051,2068293,2586781,1514311,1072470,-918880
2018-09-09,35.882,36.56,35.16,1.4000000000000057,-0.3200000000000003,36.38,37.16,35.85,1.3099999999999952,0.4399999999999977,35.434,36.22,35.0,1.2199999999999989,0.6299999999999955,35.983999999999995,36.9,35.16,1.740000000000002,0.9600000000000009,1952581,2717237,1485945,1231292,361792
2018-09-16,38.286,39.66,36.72,2.9399999999999977,2.6499999999999986,39.252,40.59,37.35,3.240000000000002,3.240000000000002,38.094,39.48,36.37,3.1099999999999994,3.1099999999999994,38.812,40.51,36.43,4.079999999999998,4.079999999999998,3058719,4028133,1388881,2639252,2587623
2018-09-23,39.612,40.49,38.91,1.5800000000000054,-1.5800000000000054,39.976,40.76,39.2,1.5599999999999952,-1.5599999999999952,38.996,39.55,38.32,1.2299999999999969,-1.2299999999999969,39.274,39.83,38.85,0.9799999999999969,-0.759999999999998,2866019,3280483,2164928,1115555,-206762
2018-09-30,39.536,39.79,39.19,0.6000000000000014,0.46999999999999886,40.086,40.44,39.74,0.6999999999999957,0.4199999999999946,39.142,39.6,38.78,0.8200000000000003,0.30000000000000426,39.466,39.76,39.23,0.5300000000000011,0.19000000000000483,2692481,3337225,1706574,1630651,1464670
2018-10-07,39.158,39.96,37.63,2.3299999999999983,-1.8200000000000003,39.588,40.63,37.92,2.710000000000001,-2.710000000000001,38.172,39.37,36.51,2.8599999999999994,-2.5900000000000034,38.653999999999996,40.23,36.91,3.3200000000000003,-2.9099999999999966,2650474,3507445,1943572,1563873,1563873
2018-10-14,37.394,37.91,36.9,1.009999999999998,-0.3299999999999983,38.014,38.42,37.63,0.7899999999999991,0.44999999999999574,36.958,37.37,36.67,0.6999999999999957,-0.3299999999999983,37.502,37.99,37.03,0.9600000000000009,0.6199999999999974,2138029,2780111,1513534,1266577,1266577
2018-10-21,35.834,37.8,34.22,3.5799999999999983,-3.5799999999999983,36.216,37.85,35.08,2.770000000000003,-2.770000000000003,34.674,36.97,33.27,3.6999999999999957,-3.1499999999999986,35.339999999999996,37.08,34.0,3.0799999999999983,-2.5700000000000003,2650129,3505493,2148032,1357461,609993
2018-10-28,36.204,37.52,35.07,2.450000000000003,2.450000000000003,36.954,38.14,35.89,2.25,2.25,35.730000000000004,36.93,34.39,2.539999999999999,2.539999999999999,36.296,37.17,34.85,2.3200000000000003,2.3200000000000003,3308461,4730495,2243505,2486990,-1314622
2018-11-04,37.444,37.81,37.13,0.6799999999999997,0.6799999999999997,38.094,38.51,37.69,0.8200000000000003,0.37999999999999545,37.256,37.45,37.12,0.3300000000000054,0.14000000000000057,37.714,38.15,37.27,0.8799999999999955,0.3200000000000003,2262602,2718901,1688988,1029913,-182197
2018-11-11,37.29,38.45,36.5,1.9500000000000028,-0.980000000000004,37.826,38.84,36.87,1.970000000000006,-1.0,36.562,37.24,36.0,1.240000000000002,-0.8999999999999986,37.038000000000004,38.01,36.11,1.8999999999999986,-0.9100000000000037,2336171,3363485,1972539,1390946,83294
2018-11-18,35.254999999999995,36.08,34.94,1.1400000000000006,-1.0499999999999972,35.8775,36.3,35.34,0.9599999999999937,-0.4299999999999997,34.807500000000005,35.19,34.32,0.8699999999999974,-0.23999999999999488,35.277499999999996,35.48,34.76,0.7199999999999989,0.05000000000000426,2026307,2880720,1075178,1805542,-1805542
2018-11-25,35.984,36.21,35.69,0.5200000000000031,0.10000000000000142,36.524,36.69,36.3,0.39000000000000057,0.020000000000003126,35.746,36.02,35.55,0.47000000000000597,-0.11999999999999744,36.168,36.61,35.78,0.8299999999999983,-0.240000000000002,2084127,2887240,1659218,1228022,1066585
2018-12-02,34.3975,36.6,32.43,4.170000000000002,-4.170000000000002,34.685,36.84,32.89,3.950000000000003,-3.6000000000000014,33.1625,35.67,31.43,4.240000000000002,-3.6300000000000026,33.5275,35.82,32.25,3.5700000000000003,-3.5700000000000003,3185651,3690693,2344266,1346427,997957
2018-12-09,30.97,32.04,30.1,1.9399999999999977,-1.9399999999999977,31.274,32.16,30.6,1.5599999999999952,-1.5599999999999952,30.028,30.73,29.22,1.5100000000000016,-1.5100000000000016,30.336,31.06,29.69,1.3699999999999974,-1.3699999999999974,3074873,3423499,2752814,670685,-227601
2018-12-16,28.982,29.47,28.37,1.0999999999999979,-1.0299999999999976,29.596,30.16,28.9,1.2600000000000016,-1.1799999999999997,28.526,29.04,28.02,1.0199999999999996,-0.9699999999999989,28.736,29.26,28.13,1.1300000000000026,-1.1300000000000026,3469072,4465808,2663287,1802521,1802521
2018-12-23,28.0925,29.23,27.24,1.990000000000002,1.490000000000002,28.815,29.34,28.07,1.2699999999999996,1.2699999999999996,27.625,28.73,26.77,1.9600000000000009,1.5199999999999996,28.509999999999998,29.04,27.24,1.8000000000000007,1.7600000000000016,1963124,2405080,1099064,1306016,1119544
2018-12-30,29.5775,30.54,28.73,1.8099999999999987,1.3999999999999986,30.4525,31.4,29.47,1.9299999999999997,1.9299999999999997,29.47,30.53,28.73,1.8000000000000007,1.5199999999999996,30.1625,31.34,29.38,1.9600000000000009,1.9600000000000009,2284704,3202145,1434376,1767769,736687
2019-01-06,31.776,32.22,31.19,1.0299999999999976,0.7399999999999984,32.242000000000004,32.6,31.73,0.870000000000001,0.870000000000001,31.396,31.87,30.77,1.1000000000000014,0.9299999999999997,31.982,32.37,31.43,0.9399999999999977,0.9399999999999977,1737042,2285264,1456256,829008,290600
2019-01-13,32.86,33.84,32.08,1.7600000000000051,1.7600000000000051,33.443999999999996,34.55,32.64,1.9099999999999966,1.759999999999998,32.64,33.68,32.02,1.6599999999999966,1.6599999999999966,33.28,34.45,32.53,1.9200000000000017,1.9200000000000017,1486013,2555913,1080403,1475510,1223164
2019-01-20,34.1575,34.38,33.85,0.5300000000000011,0.15000000000000568,34.43,34.57,34.34,0.22999999999999687,0.21999999999999886,33.8275,34.11,33.61,0.5,0.240000000000002,34.1225,34.37,33.93,0.4399999999999977,0.36999999999999744,1263479,1409572,1080851,328721,142635
2019-01-27,34.122,34.86,33.65,1.2100000000000009,0.7999999999999972,34.536,35.04,34.17,0.8699999999999974,0.6499999999999986,33.796,34.52,33.23,1.2900000000000063,0.6500000000000057,34.306,34.82,33.83,0.990000000000002,0.6199999999999974,2305661,4547856,903223,3644633,1118474
2019-02-03,35.196,36.14,34.8,1.3400000000000034,0.17999999999999972,35.67,36.91,34.86,2.049999999999997,0.5700000000000003,34.339999999999996,34.69,33.97,0.7199999999999989,-0.30999999999999517,35.262,36.51,34.69,1.8200000000000003,0.3200000000000003,2799993,4484427,1549931,2934496,-1736998
2019-02-10,35.641999999999996,36.26,35.23,1.0300000000000011,0.6000000000000014,36.036,36.5,35.36,1.1400000000000006,0.9699999999999989,35.382,35.83,34.77,1.0599999999999952,0.9699999999999989,35.74,36.32,35.12,1.2000000000000028,1.2000000000000028,1611123,1945346,1178505,766841,-585357
2019-02-17,36.885,37.37,36.18,1.1899999999999977,1.0499999999999972,37.3475,37.63,36.94,0.6900000000000048,0.5200000000000031,36.6625,37.02,36.12,0.9000000000000057,0.9000000000000057,37.1025,37.31,36.73,0.5800000000000054,0.5400000000000063,1443131,1875011,1053860,821151,-519563
2019-02-24,37.476,37.78,37.32,0.46000000000000085,0.17999999999999972,37.866,38.29,37.55,0.740000000000002,0.3999999999999986,37.276,37.38,37.18,0.20000000000000284,0.12000000000000455,37.472,37.67,37.36,0.3100000000000023,0.23000000000000398,1606749,2095015,1314044,780971,-357611
2019-03-03,36.708,37.72,35.67,2.049999999999997,-2.049999999999997,36.908,37.92,36.05,1.8700000000000045,-1.8700000000000045,36.134,36.96,35.49,1.4699999999999989,-1.4600000000000009,36.528,37.17,36.03,1.1400000000000006,-1.1400000000000006,1715695,2547297,1225874,1321423,-1321423
2019-03-10,36.22,36.43,36.08,0.3500000000000014,-0.14000000000000057,36.488,36.69,36.36,0.3299999999999983,0.29999999999999716,36.042,36.1,35.94,0.1600000000000037,0.14000000000000057,36.2,36.38,36.13,0.25,0.25,2115942,3618191,1541170,2077021,2077021
2019-03-17,35.674,37.06,34.12,2.940000000000005,-2.440000000000005,35.928,37.19,34.28,2.9099999999999966,-2.780000000000001,34.802,36.43,33.06,3.3699999999999974,-3.3699999999999974,35.116,36.77,33.37,3.4000000000000057,-3.4000000000000057,2332890,3100365,1952174,1148191,117553
2019-03-24,33.704,33.96,33.43,0.5300000000000011,0.5300000000000011,33.916,34.05,33.74,0.30999999999999517,0.259999999999998,33.32,33.62,33.06,0.5599999999999952,0.5599999999999952,33.604,33.83,33.28,0.5499999999999972,0.5499999999999972,1729454,2101596,1196614,904982,320947
