Date,First Trust Large Cap Value AlphaDEXEtf_Open_average,First Trust Large Cap Value AlphaDEXEtf_Open_max,First Trust Large Cap Value AlphaDEXEtf_Open_min,First Trust Large Cap Value AlphaDEXEtf_Open_volatility,First Trust Large Cap Value AlphaDEXEtf_Open_change,First Trust Large Cap Value AlphaDEXEtf_High_average,First Trust Large Cap Value AlphaDEXEtf_High_max,First Trust Large Cap Value AlphaDEXEtf_High_min,First Trust Large Cap Value AlphaDEXEtf_High_volatility,First Trust Large Cap Value AlphaDEXEtf_High_change,First Trust Large Cap Value AlphaDEXEtf_Low_average,First Trust Large Cap Value AlphaDEXEtf_Low_max,First Trust Large Cap Value AlphaDEXEtf_Low_min,First Trust Large Cap Value AlphaDEXEtf_Low_volatility,First Trust Large Cap Value AlphaDEXEtf_Low_change,First Trust Large Cap Value AlphaDEXEtf_Close_average,First Trust Large Cap Value AlphaDEXEtf_Close_max,First Trust Large Cap Value AlphaDEXEtf_Close_min,First Trust Large Cap Value AlphaDEXEtf_Close_volatility,First Trust Large Cap Value AlphaDEXEtf_Close_change
2018-12-16,46.02,46.02,46.02,0.0,0.0,46.76,46.76,46.76,0.0,0.0,45.07,45.07,45.07,0.0,0.0,45.09,45.09,45.09,0.0,0.0
2018-12-23,46.13,46.13,46.13,0.0,0.0,46.46,46.46,46.46,0.0,0.0,45.73,45.73,45.73,0.0,0.0,45.87,45.87,45.87,0.0,0.0
2018-12-30,46.3,46.3,46.3,0.0,0.0,47.26,47.26,47.26,0.0,0.0,46.3,46.3,46.3,0.0,0.0,47.15,47.15,47.15,0.0,0.0
2019-01-06,48.29,48.29,48.29,0.0,0.0,48.76,48.76,48.76,0.0,0.0,48.22,48.22,48.22,0.0,0.0,48.61,48.61,48.61,0.0,0.0
2019-01-13,49.42,49.42,49.42,0.0,0.0,49.96,49.96,49.96,0.0,0.0,49.36,49.36,49.36,0.0,0.0,49.85,49.85,49.85,0.0,0.0
2019-01-20,49.86,49.86,49.86,0.0,0.0,50.14,50.14,50.14,0.0,0.0,49.86,49.86,49.86,0.0,0.0,49.95,49.95,49.95,0.0,0.0
2019-01-27,50.82,50.82,50.82,0.0,0.0,50.97,50.97,50.97,0.0,0.0,50.63,50.63,50.63,0.0,0.0,50.81,50.81,50.81,0.0,0.0
2019-02-03,50.66,50.66,50.66,0.0,0.0,50.67,50.67,50.67,0.0,0.0,50.14,50.14,50.14,0.0,0.0,50.67,50.67,50.67,0.0,0.0
2019-02-10,51.73,51.73,51.73,0.0,0.0,52.04,52.04,52.04,0.0,0.0,51.69,51.69,51.69,0.0,0.0,52.02,52.02,52.02,0.0,0.0
2019-02-17,52.42,52.42,52.42,0.0,0.0,52.46,52.46,52.46,0.0,0.0,52.24,52.24,52.24,0.0,0.0,52.42,52.42,52.42,0.0,0.0
2019-02-24,52.41,52.41,52.41,0.0,0.0,52.55,52.55,52.55,0.0,0.0,52.0,52.0,52.0,0.0,0.0,52.18,52.18,52.18,0.0,0.0
2019-03-03,50.59,50.59,50.59,0.0,0.0,50.91,50.91,50.91,0.0,0.0,50.53,50.53,50.53,0.0,0.0,50.89,50.89,50.89,0.0,0.0
2019-03-10,51.91,51.91,51.91,0.0,0.0,52.17,52.17,52.17,0.0,0.0,51.72,51.72,51.72,0.0,0.0,51.99,51.99,51.99,0.0,0.0
2019-03-17,51.52,51.52,51.52,0.0,0.0,51.61,51.61,51.61,0.0,0.0,50.74,50.74,50.74,0.0,0.0,50.82,50.82,50.82,0.0,0.0
2019-03-24,51.55,51.55,51.55,0.0,0.0,51.65,51.65,51.65,0.0,0.0,51.37,51.37,51.37,0.0,0.0,51.57,51.57,51.57,0.0,0.0
2019-03-31,52.82,52.82,52.82,0.0,0.0,53.02,53.02,53.02,0.0,0.0,52.82,52.82,52.82,0.0,0.0,53.02,53.02,53.02,0.0,0.0
2019-04-07,53.49,53.49,53.49,0.0,0.0,53.77,53.77,53.77,0.0,0.0,53.31,53.31,53.31,0.0,0.0,53.53,53.53,53.53,0.0,0.0
2019-04-14,53.6,53.6,53.6,0.0,0.0,53.72,53.72,53.72,0.0,0.0,53.36,53.36,53.36,0.0,0.0,53.55,53.55,53.55,0.0,0.0
2019-04-21,53.21,53.21,53.21,0.0,0.0,53.46,53.46,53.46,0.0,0.0,53.1,53.1,53.1,0.0,0.0,53.42,53.42,53.42,0.0,0.0
2019-04-28,53.32,53.32,53.32,0.0,0.0,53.6,53.6,53.6,0.0,0.0,53.28,53.28,53.28,0.0,0.0,53.57,53.57,53.57,0.0,0.0
2019-05-05,51.77,51.77,51.77,0.0,0.0,52.19,52.19,52.19,0.0,0.0,51.03,51.03,51.03,0.0,0.0,52.08,52.08,52.08,0.0,0.0
2019-05-12,51.23,51.23,51.23,0.0,0.0,51.7,51.7,51.7,0.0,0.0,51.09,51.09,51.09,0.0,0.0,51.16,51.16,51.16,0.0,0.0
2019-05-19,50.24,50.24,50.24,0.0,0.0,50.32,50.32,50.32,0.0,0.0,49.92,49.92,49.92,0.0,0.0,50.14,50.14,50.14,0.0,0.0
2019-05-26,48.59,48.59,48.59,0.0,0.0,48.59,48.59,48.59,0.0,0.0,48.2,48.2,48.2,0.0,0.0,48.25,48.25,48.25,0.0,0.0
2019-06-02,50.48,50.48,50.48,0.0,0.0,50.74,50.74,50.74,0.0,0.0,50.34,50.34,50.34,0.0,0.0,50.5,50.5,50.5,0.0,0.0
2019-06-09,50.82,50.82,50.82,0.0,0.0,50.98,50.98,50.98,0.0,0.0,50.51,50.51,50.51,0.0,0.0,50.73,50.73,50.73,0.0,0.0
2019-06-16,51.6,51.6,51.6,0.0,0.0,51.75,51.75,51.75,0.0,0.0,51.47,51.47,51.47,0.0,0.0,51.54,51.54,51.54,0.0,0.0
2019-06-23,51.79,51.79,51.79,0.0,0.0,52.17,52.17,52.17,0.0,0.0,51.79,51.79,51.79,0.0,0.0,52.14,52.14,52.14,0.0,0.0
2019-06-30,52.39,52.39,52.39,0.0,0.0,52.67,52.67,52.67,0.0,0.0,52.2,52.2,52.2,0.0,0.0,52.65,52.65,52.65,0.0,0.0
2019-07-07,52.5,52.5,52.5,0.0,0.0,52.95,52.95,52.95,0.0,0.0,52.5,52.5,52.5,0.0,0.0,52.89,52.89,52.89,0.0,0.0
2019-07-14,52.48,52.48,52.48,0.0,0.0,52.65,52.65,52.65,0.0,0.0,52.35,52.35,52.35,0.0,0.0,52.35,52.35,52.35,0.0,0.0
2019-07-21,53.18,53.18,53.18,0.0,0.0,53.37,53.37,53.37,0.0,0.0,52.98,52.98,52.98,0.0,0.0,53.3,53.3,53.3,0.0,0.0
2019-07-28,51.51,51.51,51.51,0.0,0.0,51.51,51.51,51.51,0.0,0.0,50.83,50.83,50.83,0.0,0.0,51.11,51.11,51.11,0.0,0.0
2019-08-04,50.61,50.61,50.61,0.0,0.0,50.61,50.61,50.61,0.0,0.0,50.0,50.0,50.0,0.0,0.0,50.24,50.24,50.24,0.0,0.0
2019-08-11,48.08,48.08,48.08,0.0,0.0,48.8,48.8,48.8,0.0,0.0,48.08,48.08,48.08,0.0,0.0,48.76,48.76,48.76,0.0,0.0
2019-08-18,49.13,49.13,49.13,0.0,0.0,49.39,49.39,49.39,0.0,0.0,47.72,47.72,47.72,0.0,0.0,47.89,47.89,47.89,0.0,0.0
2019-08-25,49.5,49.5,49.5,0.0,0.0,49.73,49.73,49.73,0.0,0.0,49.27,49.27,49.27,0.0,0.0,49.35,49.35,49.35,0.0,0.0
2019-09-01,50.73,50.73,50.73,0.0,0.0,50.89,50.89,50.89,0.0,0.0,50.54,50.54,50.54,0.0,0.0,50.79,50.79,50.79,0.0,0.0
2019-09-08,53.14,53.14,53.14,0.0,0.0,53.36,53.36,53.36,0.0,0.0,53.07,53.07,53.07,0.0,0.0,53.17,53.17,53.17,0.0,0.0
2019-09-15,52.68,52.68,52.68,0.0,0.0,52.84,52.84,52.84,0.0,0.0,52.3,52.3,52.3,0.0,0.0,52.41,52.41,52.41,0.0,0.0
2019-09-22,51.62,51.62,51.62,0.0,0.0,51.82,51.82,51.82,0.0,0.0,51.19,51.19,51.19,0.0,0.0,51.45,51.45,51.45,0.0,0.0
2019-09-29,49.72,49.72,49.72,0.0,0.0,50.08,50.08,50.08,0.0,0.0,49.5,49.5,49.5,0.0,0.0,50.07,50.07,50.07,0.0,0.0
2019-10-06,50.26,50.26,50.26,0.0,0.0,51.08,51.08,51.08,0.0,0.0,50.26,50.26,50.26,0.0,0.0,50.64,50.64,50.64,0.0,0.0
2019-10-13,50.98,50.98,50.98,0.0,0.0,51.25,51.25,51.25,0.0,0.0,50.93,50.93,50.93,0.0,0.0,51.08,51.08,51.08,0.0,0.0
2019-10-20,52.04,52.04,52.04,0.0,0.0,52.61,52.61,52.61,0.0,0.0,52.04,52.04,52.04,0.0,0.0,52.58,52.58,52.58,0.0,0.0
2019-10-27,52.6,52.6,52.6,0.0,0.0,53.21,53.21,53.21,0.0,0.0,52.6,52.6,52.6,0.0,0.0,53.2,53.2,53.2,0.0,0.0
2019-11-03,54.3,54.3,54.3,0.0,0.0,54.59,54.59,54.59,0.0,0.0,54.01,54.01,54.01,0.0,0.0,54.59,54.59,54.59,0.0,0.0
2019-11-10,54.37,54.37,54.37,0.0,0.0,54.61,54.61,54.61,0.0,0.0,54.34,54.34,54.34,0.0,0.0,54.59,54.59,54.59,0.0,0.0
2019-11-17,54.29,54.29,54.29,0.0,0.0,54.59,54.59,54.59,0.0,0.0,54.28,54.28,54.28,0.0,0.0,54.5,54.5,54.5,0.0,0.0
2019-11-24,55.12,55.12,55.12,0.0,0.0,55.12,55.12,55.12,0.0,0.0,54.83,54.83,54.83,0.0,0.0,54.91,54.91,54.91,0.0,0.0
2019-12-01,54.95,54.95,54.95,0.0,0.0,55.33,55.33,55.33,0.0,0.0,54.95,54.95,54.95,0.0,0.0,55.21,55.21,55.21,0.0,0.0
2019-12-08,55.71,55.71,55.71,0.0,0.0,56.07,56.07,56.07,0.0,0.0,55.34,55.34,55.34,0.0,0.0,55.44,55.44,55.44,0.0,0.0
2019-12-15,56.42,56.42,56.42,0.0,0.0,56.64,56.64,56.64,0.0,0.0,56.35,56.35,56.35,0.0,0.0,56.52,56.52,56.52,0.0,0.0
2019-12-22,56.82,56.82,56.82,0.0,0.0,56.82,56.82,56.82,0.0,0.0,56.45,56.45,56.45,0.0,0.0,56.54,56.54,56.54,0.0,0.0
2019-12-29,56.25,56.25,56.25,0.0,0.0,56.35,56.35,56.35,0.0,0.0,56.04,56.04,56.04,0.0,0.0,56.16,56.16,56.16,0.0,0.0
2020-01-05,56.46,56.46,56.46,0.0,0.0,56.48,56.48,56.48,0.0,0.0,56.09,56.09,56.09,0.0,0.0,56.16,56.16,56.16,0.0,0.0
2020-01-12,57.07,57.07,57.07,0.0,0.0,57.16,57.16,57.16,0.0,0.0,56.99,56.99,56.99,0.0,0.0,57.08,57.08,57.08,0.0,0.0
2020-01-19,56.72,56.72,56.72,0.0,0.0,56.72,56.72,56.72,0.0,0.0,55.48,55.48,55.48,0.0,0.0,55.8,55.8,55.8,0.0,0.0
2020-01-26,54.84,54.84,54.84,0.0,0.0,54.84,54.84,54.84,0.0,0.0,53.8,53.8,53.8,0.0,0.0,53.96,53.96,53.96,0.0,0.0
2020-02-02,55.82,55.82,55.82,0.0,0.0,55.82,55.82,55.82,0.0,0.0,55.53,55.53,55.53,0.0,0.0,55.62,55.62,55.62,0.0,0.0
2020-02-09,56.35,56.35,56.35,0.0,0.0,56.36,56.36,56.36,0.0,0.0,55.89,55.89,55.89,0.0,0.0,56.07,56.07,56.07,0.0,0.0
2020-02-16,55.77,55.77,55.77,0.0,0.0,55.77,55.77,55.77,0.0,0.0,55.35,55.35,55.35,0.0,0.0,55.49,55.49,55.49,0.0,0.0
2020-02-23,47.03,47.03,47.03,0.0,0.0,48.1,48.1,48.1,0.0,0.0,46.65,46.65,46.65,0.0,0.0,47.96,47.96,47.96,0.0,0.0
2020-03-01,46.32,46.32,46.32,0.0,0.0,47.43,47.43,47.43,0.0,0.0,45.91,45.91,45.91,0.0,0.0,46.87,46.87,46.87,0.0,0.0
2020-03-08,38.81,38.81,38.81,0.0,0.0,39.97,39.97,39.97,0.0,0.0,36.75,36.75,36.75,0.0,0.0,39.91,39.91,39.91,0.0,0.0
2020-03-15,34.45,34.45,34.45,0.0,0.0,35.01,35.01,35.01,0.0,0.0,32.61,32.61,32.61,0.0,0.0,32.61,32.61,32.61,0.0,0.0
2020-03-22,37.03,37.03,37.03,0.0,0.0,37.81,37.81,37.81,0.0,0.0,36.48,36.48,36.48,0.0,0.0,36.91,36.91,36.91,0.0,0.0
2020-03-29,35.28,35.28,35.28,0.0,0.0,35.63,35.63,35.63,0.0,0.0,34.31,34.31,34.31,0.0,0.0,34.68,34.68,34.68,0.0,0.0
2020-04-05,41.2,41.2,41.2,0.0,0.0,42.55,42.55,42.55,0.0,0.0,40.49,40.49,40.49,0.0,0.0,41.39,41.39,41.39,0.0,0.0
2020-04-12,39.57,39.57,39.57,0.0,0.0,40.42,40.42,40.42,0.0,0.0,39.37,39.37,39.37,0.0,0.0,40.28,40.28,40.28,0.0,0.0
2020-04-19,39.73,39.73,39.73,0.0,0.0,40.16,40.16,40.16,0.0,0.0,39.1,39.1,39.1,0.0,0.0,39.87,39.87,39.87,0.0,0.0
2020-04-26,42.24,42.24,42.24,0.0,0.0,42.24,42.24,42.24,0.0,0.0,40.94,40.94,40.94,0.0,0.0,41.14,41.14,41.14,0.0,0.0
2020-05-03,41.68,41.68,41.68,0.0,0.0,42.66,42.66,42.66,0.0,0.0,41.64,41.64,41.64,0.0,0.0,42.61,42.61,42.61,0.0,0.0
2020-05-10,39.13,39.13,39.13,0.0,0.0,39.98,39.98,39.98,0.0,0.0,39.13,39.13,39.13,0.0,0.0,39.8,39.8,39.8,0.0,0.0
2020-05-17,42.83,42.83,42.83,0.0,0.0,42.83,42.83,42.83,0.0,0.0,42.18,42.18,42.18,0.0,0.0,42.75,42.75,42.75,0.0,0.0
2020-05-24,45.06,45.06,45.06,0.0,0.0,45.43,45.43,45.43,0.0,0.0,44.4,44.4,44.4,0.0,0.0,45.14,45.14,45.14,0.0,0.0
2020-05-31,51.7,51.7,51.7,0.0,0.0,52.34,52.34,52.34,0.0,0.0,51.23,51.23,51.23,0.0,0.0,51.48,51.48,51.48,0.0,0.0
2020-06-07,47.26,47.26,47.26,0.0,0.0,47.55,47.55,47.55,0.0,0.0,45.54,45.54,45.54,0.0,0.0,46.82,46.82,46.82,0.0,0.0
2020-06-14,48.32,48.32,48.32,0.0,0.0,48.32,48.32,48.32,0.0,0.0,46.44,46.44,46.44,0.0,0.0,46.78,46.78,46.78,0.0,0.0
2020-06-21,44.57,44.57,44.57,0.0,0.0,44.57,44.57,44.57,0.0,0.0,43.38,43.38,43.38,0.0,0.0,43.64,43.64,43.64,0.0,0.0
2020-06-28,45.68,45.68,45.68,0.0,0.0,46.16,46.16,46.16,0.0,0.0,44.95,44.95,44.95,0.0,0.0,45.03,45.03,45.03,0.0,0.0
2020-07-05,45.03,45.03,45.03,0.0,0.0,45.03,45.03,45.03,0.0,0.0,44.35,44.35,44.35,0.0,0.0,44.41,44.41,44.41,0.0,0.0
