Date,iShares Edge MSCI Multifactor USA Small-CapEtf_Open_average,iShares Edge MSCI Multifactor USA Small-CapEtf_Open_max,iShares Edge MSCI Multifactor USA Small-CapEtf_Open_min,iShares Edge MSCI Multifactor USA Small-CapEtf_Open_volatility,iShares Edge MSCI Multifactor USA Small-CapEtf_Open_change,iShares Edge MSCI Multifactor USA Small-CapEtf_High_average,iShares Edge MSCI Multifactor USA Small-CapEtf_High_max,iShares Edge MSCI Multifactor USA Small-CapEtf_High_min,iShares Edge MSCI Multifactor USA Small-CapEtf_High_volatility,iShares Edge MSCI Multifactor USA Small-CapEtf_High_change,iShares Edge MSCI Multifactor USA Small-CapEtf_Low_average,iShares Edge MSCI Multifactor USA Small-CapEtf_Low_max,iShares Edge MSCI Multifactor USA Small-CapEtf_Low_min,iShares Edge MSCI Multifactor USA Small-CapEtf_Low_volatility,iShares Edge MSCI Multifactor USA Small-CapEtf_Low_change,iShares Edge MSCI Multifactor USA Small-CapEtf_Close_average,iShares Edge MSCI Multifactor USA Small-CapEtf_Close_max,iShares Edge MSCI Multifactor USA Small-CapEtf_Close_min,iShares Edge MSCI Multifactor USA Small-CapEtf_Close_volatility,iShares Edge MSCI Multifactor USA Small-CapEtf_Close_change
2018-07-22,43.67,43.67,43.67,0.0,0.0,43.67,43.67,43.67,0.0,0.0,42.73,42.73,42.73,0.0,0.0,42.88,42.88,42.88,0.0,0.0
2018-07-29,43.74,43.74,43.74,0.0,0.0,43.74,43.74,43.74,0.0,0.0,43.19,43.19,43.19,0.0,0.0,43.44,43.44,43.44,0.0,0.0
2018-08-05,43.53,43.53,43.53,0.0,0.0,43.85,43.85,43.85,0.0,0.0,43.46,43.46,43.46,0.0,0.0,43.59,43.59,43.59,0.0,0.0
2018-08-12,43.67,43.67,43.67,0.0,0.0,43.91,43.91,43.91,0.0,0.0,43.52,43.52,43.52,0.0,0.0,43.87,43.87,43.87,0.0,0.0
2018-08-19,44.64,44.64,44.64,0.0,0.0,44.73,44.73,44.73,0.0,0.0,44.55,44.55,44.55,0.0,0.0,44.71,44.71,44.71,0.0,0.0
2018-08-26,44.42,44.42,44.42,0.0,0.0,44.92,44.92,44.92,0.0,0.0,44.42,44.42,44.42,0.0,0.0,44.86,44.86,44.86,0.0,0.0
2018-09-02,44.57,44.57,44.57,0.0,0.0,44.61,44.61,44.61,0.0,0.0,44.24,44.24,44.24,0.0,0.0,44.27,44.27,44.27,0.0,0.0
2018-09-09,44.43,44.43,44.43,0.0,0.0,44.5,44.5,44.5,0.0,0.0,44.25,44.25,44.25,0.0,0.0,44.48,44.48,44.48,0.0,0.0
2018-09-16,44.09,44.09,44.09,0.0,0.0,44.28,44.28,44.28,0.0,0.0,43.92,43.92,43.92,0.0,0.0,43.94,43.94,43.94,0.0,0.0
2018-09-23,43.47,43.47,43.47,0.0,0.0,43.68,43.68,43.68,0.0,0.0,43.38,43.38,43.38,0.0,0.0,43.46,43.46,43.46,0.0,0.0
2018-09-30,42.46,42.46,42.46,0.0,0.0,42.46,42.46,42.46,0.0,0.0,41.76,41.76,41.76,0.0,0.0,42.03,42.03,42.03,0.0,0.0
2018-10-07,40.53,40.53,40.53,0.0,0.0,40.53,40.53,40.53,0.0,0.0,39.63,39.63,39.63,0.0,0.0,39.94,39.94,39.94,0.0,0.0
2018-10-14,40.59,40.59,40.59,0.0,0.0,40.61,40.61,40.61,0.0,0.0,39.95,39.95,39.95,0.0,0.0,40.02,40.02,40.02,0.0,0.0
2018-10-21,38.75,38.75,38.75,0.0,0.0,39.35,39.35,39.35,0.0,0.0,38.51,38.51,38.51,0.0,0.0,38.86,38.86,38.86,0.0,0.0
2018-10-28,40.33,40.33,40.33,0.0,0.0,40.78,40.78,40.78,0.0,0.0,40.19,40.19,40.19,0.0,0.0,40.39,40.39,40.39,0.0,0.0
2018-11-04,41.09,41.09,41.09,0.0,0.0,41.09,41.09,41.09,0.0,0.0,40.31,40.31,40.31,0.0,0.0,40.63,40.63,40.63,0.0,0.0
2018-11-11,39.89,39.89,39.89,0.0,0.0,40.27,40.27,40.27,0.0,0.0,39.74,39.74,39.74,0.0,0.0,40.27,40.27,40.27,0.0,0.0
2018-11-18,38.85,38.85,38.85,0.0,0.0,39.34,39.34,39.34,0.0,0.0,38.85,38.85,38.85,0.0,0.0,39.08,39.08,39.08,0.0,0.0
2018-11-25,39.96,39.96,39.96,0.0,0.0,40.43,40.43,40.43,0.0,0.0,39.96,39.96,39.96,0.0,0.0,40.36,40.36,40.36,0.0,0.0
2018-12-02,38.99,38.99,38.99,0.0,0.0,38.99,38.99,38.99,0.0,0.0,38.0,38.0,38.0,0.0,0.0,38.08,38.08,38.08,0.0,0.0
2018-12-09,37.74,37.74,37.74,0.0,0.0,37.88,37.88,37.88,0.0,0.0,37.1,37.1,37.1,0.0,0.0,37.28,37.28,37.28,0.0,0.0
2018-12-16,35.02,35.02,35.02,0.0,0.0,35.35,35.35,35.35,0.0,0.0,34.19,34.19,34.19,0.0,0.0,34.21,34.21,34.21,0.0,0.0
2018-12-23,35.47,35.47,35.47,0.0,0.0,35.97,35.97,35.97,0.0,0.0,35.24,35.24,35.24,0.0,0.0,35.53,35.53,35.53,0.0,0.0
2018-12-30,35.69,35.69,35.69,0.0,0.0,36.4,36.4,36.4,0.0,0.0,35.6,35.6,35.6,0.0,0.0,36.35,36.35,36.35,0.0,0.0
2019-01-06,37.82,37.82,37.82,0.0,0.0,38.06,38.06,38.06,0.0,0.0,37.71,37.71,37.71,0.0,0.0,37.95,37.95,37.95,0.0,0.0
2019-01-13,38.67,38.67,38.67,0.0,0.0,38.99,38.99,38.99,0.0,0.0,38.59,38.59,38.59,0.0,0.0,38.86,38.86,38.86,0.0,0.0
2019-01-20,39.0,39.0,39.0,0.0,0.0,39.31,39.31,39.31,0.0,0.0,38.95,38.95,38.95,0.0,0.0,39.25,39.25,39.25,0.0,0.0
2019-01-27,39.69,39.69,39.69,0.0,0.0,39.73,39.73,39.73,0.0,0.0,39.37,39.37,39.37,0.0,0.0,39.56,39.56,39.56,0.0,0.0
2019-02-03,39.36,39.36,39.36,0.0,0.0,39.68,39.68,39.68,0.0,0.0,39.34,39.34,39.34,0.0,0.0,39.59,39.59,39.59,0.0,0.0
2019-02-10,40.81,40.81,40.81,0.0,0.0,41.32,41.32,41.32,0.0,0.0,40.81,40.81,40.81,0.0,0.0,41.29,41.29,41.29,0.0,0.0
2019-02-17,41.5,41.5,41.5,0.0,0.0,41.84,41.84,41.84,0.0,0.0,41.5,41.5,41.5,0.0,0.0,41.8,41.8,41.8,0.0,0.0
2019-02-24,41.51,41.51,41.51,0.0,0.0,41.65,41.65,41.65,0.0,0.0,41.34,41.34,41.34,0.0,0.0,41.58,41.58,41.58,0.0,0.0
2019-03-03,39.72,39.72,39.72,0.0,0.0,39.92,39.92,39.92,0.0,0.0,39.7,39.7,39.7,0.0,0.0,39.92,39.92,39.92,0.0,0.0
2019-03-10,40.47,40.47,40.47,0.0,0.0,40.86,40.86,40.86,0.0,0.0,40.47,40.47,40.47,0.0,0.0,40.48,40.48,40.48,0.0,0.0
2019-03-17,40.48,40.48,40.48,0.0,0.0,40.48,40.48,40.48,0.0,0.0,39.3,39.3,39.3,0.0,0.0,39.3,39.3,39.3,0.0,0.0
2019-03-24,40.34,40.34,40.34,0.0,0.0,40.34,40.34,40.34,0.0,0.0,39.94,39.94,39.94,0.0,0.0,40.11,40.11,40.11,0.0,0.0
2019-03-31,40.86,40.86,40.86,0.0,0.0,41.27,41.27,41.27,0.0,0.0,40.86,40.86,40.86,0.0,0.0,41.21,41.21,41.21,0.0,0.0
2019-04-07,41.43,41.43,41.43,0.0,0.0,41.43,41.43,41.43,0.0,0.0,41.13,41.13,41.13,0.0,0.0,41.34,41.34,41.34,0.0,0.0
2019-04-14,40.77,40.77,40.77,0.0,0.0,40.94,40.94,40.94,0.0,0.0,40.58,40.58,40.58,0.0,0.0,40.79,40.79,40.79,0.0,0.0
2019-04-21,41.14,41.14,41.14,0.0,0.0,41.62,41.62,41.62,0.0,0.0,41.12,41.12,41.12,0.0,0.0,41.62,41.62,41.62,0.0,0.0
2019-04-28,41.67,41.67,41.67,0.0,0.0,42.15,42.15,42.15,0.0,0.0,41.67,41.67,41.67,0.0,0.0,42.15,42.15,42.15,0.0,0.0
2019-05-05,40.89,40.89,40.89,0.0,0.0,41.11,41.11,41.11,0.0,0.0,40.25,40.25,40.25,0.0,0.0,40.93,40.93,40.93,0.0,0.0
2019-05-12,40.05,40.05,40.05,0.0,0.0,40.35,40.35,40.35,0.0,0.0,39.71,39.71,39.71,0.0,0.0,39.81,39.81,39.81,0.0,0.0
2019-05-19,39.08,39.08,39.08,0.0,0.0,39.2,39.2,39.2,0.0,0.0,38.93,38.93,38.93,0.0,0.0,39.07,39.07,39.07,0.0,0.0
2019-05-26,37.84,37.84,37.84,0.0,0.0,38.1,38.1,38.1,0.0,0.0,37.78,37.78,37.78,0.0,0.0,37.92,37.92,37.92,0.0,0.0
2019-06-02,39.22,39.22,39.22,0.0,0.0,39.41,39.41,39.41,0.0,0.0,39.16,39.16,39.16,0.0,0.0,39.28,39.28,39.28,0.0,0.0
2019-06-09,39.56,39.56,39.56,0.0,0.0,39.61,39.61,39.61,0.0,0.0,39.37,39.37,39.37,0.0,0.0,39.37,39.37,39.37,0.0,0.0
2019-06-16,40.1,40.1,40.1,0.0,0.0,40.1,40.1,40.1,0.0,0.0,39.83,39.83,39.83,0.0,0.0,39.94,39.94,39.94,0.0,0.0
2019-06-23,40.0,40.0,40.0,0.0,0.0,40.32,40.32,40.32,0.0,0.0,39.89,39.89,39.89,0.0,0.0,40.29,40.29,40.29,0.0,0.0
2019-06-30,40.46,40.46,40.46,0.0,0.0,40.65,40.65,40.65,0.0,0.0,40.15,40.15,40.15,0.0,0.0,40.6,40.6,40.6,0.0,0.0
2019-07-07,40.26,40.26,40.26,0.0,0.0,40.58,40.58,40.58,0.0,0.0,40.14,40.14,40.14,0.0,0.0,40.5,40.5,40.5,0.0,0.0
2019-07-14,40.25,40.25,40.25,0.0,0.0,40.45,40.45,40.45,0.0,0.0,40.11,40.11,40.11,0.0,0.0,40.12,40.12,40.12,0.0,0.0
2019-07-21,40.88,40.88,40.88,0.0,0.0,41.24,41.24,41.24,0.0,0.0,40.88,40.88,40.88,0.0,0.0,41.11,41.11,41.11,0.0,0.0
2019-07-28,40.36,40.36,40.36,0.0,0.0,40.36,40.36,40.36,0.0,0.0,39.78,39.78,39.78,0.0,0.0,40.04,40.04,40.04,0.0,0.0
2019-08-04,40.17,40.17,40.17,0.0,0.0,40.17,40.17,40.17,0.0,0.0,39.54,39.54,39.54,0.0,0.0,39.65,39.65,39.65,0.0,0.0
2019-08-11,38.45,38.45,38.45,0.0,0.0,39.17,39.17,39.17,0.0,0.0,38.44,38.44,38.44,0.0,0.0,39.14,39.14,39.14,0.0,0.0
2019-08-18,39.4,39.4,39.4,0.0,0.0,39.42,39.42,39.42,0.0,0.0,38.26,38.26,38.26,0.0,0.0,38.37,38.37,38.37,0.0,0.0
2019-08-25,39.27,39.27,39.27,0.0,0.0,39.32,39.32,39.32,0.0,0.0,38.97,38.97,38.97,0.0,0.0,39.13,39.13,39.13,0.0,0.0
2019-09-01,39.66,39.66,39.66,0.0,0.0,39.75,39.75,39.75,0.0,0.0,39.46,39.46,39.46,0.0,0.0,39.46,39.46,39.46,0.0,0.0
2019-09-08,41.06,41.06,41.06,0.0,0.0,41.16,41.16,41.16,0.0,0.0,40.8,40.8,40.8,0.0,0.0,40.85,40.85,40.85,0.0,0.0
2019-09-15,40.59,40.59,40.59,0.0,0.0,40.73,40.73,40.73,0.0,0.0,40.27,40.27,40.27,0.0,0.0,40.38,40.38,40.38,0.0,0.0
2019-09-22,40.1,40.1,40.1,0.0,0.0,40.13,40.13,40.13,0.0,0.0,39.51,39.51,39.51,0.0,0.0,39.71,39.71,39.71,0.0,0.0
2019-09-29,39.24,39.24,39.24,0.0,0.0,39.39,39.39,39.39,0.0,0.0,38.96,38.96,38.96,0.0,0.0,39.39,39.39,39.39,0.0,0.0
2019-10-06,39.31,39.31,39.31,0.0,0.0,40.1,40.1,40.1,0.0,0.0,39.31,39.31,39.31,0.0,0.0,39.77,39.77,39.77,0.0,0.0
2019-10-13,40.37,40.37,40.37,0.0,0.0,40.43,40.43,40.43,0.0,0.0,40.02,40.02,40.02,0.0,0.0,40.25,40.25,40.25,0.0,0.0
2019-10-20,40.64,40.64,40.64,0.0,0.0,41.01,41.01,41.01,0.0,0.0,40.64,40.64,40.64,0.0,0.0,40.9,40.9,40.9,0.0,0.0
2019-10-27,41.1,41.1,41.1,0.0,0.0,41.55,41.55,41.55,0.0,0.0,41.1,41.1,41.1,0.0,0.0,41.51,41.51,41.51,0.0,0.0
2019-11-03,41.36,41.36,41.36,0.0,0.0,41.73,41.73,41.73,0.0,0.0,41.36,41.36,41.36,0.0,0.0,41.71,41.71,41.71,0.0,0.0
2019-11-10,41.86,41.86,41.86,0.0,0.0,41.92,41.92,41.92,0.0,0.0,41.76,41.76,41.76,0.0,0.0,41.87,41.87,41.87,0.0,0.0
2019-11-17,41.43,41.43,41.43,0.0,0.0,41.54,41.54,41.54,0.0,0.0,41.28,41.28,41.28,0.0,0.0,41.52,41.52,41.52,0.0,0.0
2019-11-24,42.86,42.86,42.86,0.0,0.0,42.86,42.86,42.86,0.0,0.0,42.5,42.5,42.5,0.0,0.0,42.5,42.5,42.5,0.0,0.0
2019-12-01,42.53,42.53,42.53,0.0,0.0,42.79,42.79,42.79,0.0,0.0,42.49,42.49,42.49,0.0,0.0,42.59,42.59,42.59,0.0,0.0
2019-12-08,42.56,42.56,42.56,0.0,0.0,42.84,42.84,42.84,0.0,0.0,42.34,42.34,42.34,0.0,0.0,42.44,42.44,42.44,0.0,0.0
2019-12-15,42.95,42.95,42.95,0.0,0.0,43.09,43.09,43.09,0.0,0.0,42.95,42.95,42.95,0.0,0.0,42.99,42.99,42.99,0.0,0.0
2019-12-22,43.22,43.22,43.22,0.0,0.0,43.22,43.22,43.22,0.0,0.0,42.81,42.81,42.81,0.0,0.0,42.9,42.9,42.9,0.0,0.0
2019-12-29,42.39,42.39,42.39,0.0,0.0,42.82,42.82,42.82,0.0,0.0,42.25,42.25,42.25,0.0,0.0,42.76,42.76,42.76,0.0,0.0
2020-01-05,42.86,42.86,42.86,0.0,0.0,43.02,43.02,43.02,0.0,0.0,42.66,42.66,42.66,0.0,0.0,42.78,42.78,42.78,0.0,0.0
2020-01-12,44.18,44.18,44.18,0.0,0.0,44.18,44.18,44.18,0.0,0.0,43.82,43.82,43.82,0.0,0.0,43.94,43.94,43.94,0.0,0.0
2020-01-19,43.79,43.79,43.79,0.0,0.0,43.9,43.9,43.9,0.0,0.0,42.98,42.98,42.98,0.0,0.0,43.2,43.2,43.2,0.0,0.0
2020-01-26,42.4,42.4,42.4,0.0,0.0,42.57,42.57,42.57,0.0,0.0,41.67,41.67,41.67,0.0,0.0,41.79,41.79,41.79,0.0,0.0
2020-02-02,43.09,43.09,43.09,0.0,0.0,43.09,43.09,43.09,0.0,0.0,42.5,42.5,42.5,0.0,0.0,42.57,42.57,42.57,0.0,0.0
2020-02-09,43.42,43.42,43.42,0.0,0.0,43.42,43.42,43.42,0.0,0.0,43.14,43.14,43.14,0.0,0.0,43.2,43.2,43.2,0.0,0.0
2020-02-16,42.87,42.87,42.87,0.0,0.0,42.87,42.87,42.87,0.0,0.0,42.55,42.55,42.55,0.0,0.0,42.61,42.61,42.61,0.0,0.0
2020-02-23,37.25,37.25,37.25,0.0,0.0,37.8,37.8,37.8,0.0,0.0,36.95,36.95,36.95,0.0,0.0,37.59,37.59,37.59,0.0,0.0
2020-03-01,36.58,36.58,36.58,0.0,0.0,37.49,37.49,37.49,0.0,0.0,36.38,36.38,36.38,0.0,0.0,37.28,37.28,37.28,0.0,0.0
2020-03-08,31.81,31.81,31.81,0.0,0.0,31.81,31.81,31.81,0.0,0.0,31.81,31.81,31.81,0.0,0.0,31.81,31.81,31.81,0.0,0.0
2020-03-15,26.2,26.2,26.2,0.0,0.0,26.2,26.2,26.2,0.0,0.0,26.2,26.2,26.2,0.0,0.0,26.2,26.2,26.2,0.0,0.0
2020-03-22,29.26,29.26,29.26,0.0,0.0,29.26,29.26,29.26,0.0,0.0,29.26,29.26,29.26,0.0,0.0,29.26,29.26,29.26,0.0,0.0
2020-03-29,28.01,28.01,28.01,0.0,0.0,28.12,28.12,28.12,0.0,0.0,27.0,27.0,27.0,0.0,0.0,27.44,27.44,27.44,0.0,0.0
2020-04-05,31.73,31.73,31.73,0.0,0.0,32.44,32.44,32.44,0.0,0.0,31.66,31.66,31.66,0.0,0.0,32.14,32.14,32.14,0.0,0.0
2020-04-12,31.55,31.55,31.55,0.0,0.0,31.86,31.86,31.86,0.0,0.0,31.35,31.35,31.35,0.0,0.0,31.78,31.78,31.78,0.0,0.0
2020-04-19,31.17,31.17,31.17,0.0,0.0,31.49,31.49,31.49,0.0,0.0,30.85,30.85,30.85,0.0,0.0,31.29,31.29,31.29,0.0,0.0
2020-04-26,32.24,32.24,32.24,0.0,0.0,32.24,32.24,32.24,0.0,0.0,32.24,32.24,32.24,0.0,0.0,32.24,32.24,32.24,0.0,0.0
2020-05-03,32.99,32.99,32.99,0.0,0.0,33.57,33.57,33.57,0.0,0.0,32.99,32.99,32.99,0.0,0.0,33.54,33.54,33.54,0.0,0.0
2020-05-10,30.99,30.99,30.99,0.0,0.0,31.63,31.63,31.63,0.0,0.0,30.99,30.99,30.99,0.0,0.0,31.62,31.62,31.62,0.0,0.0
2020-05-17,34.1,34.1,34.1,0.0,0.0,34.1,34.1,34.1,0.0,0.0,33.57,33.57,33.57,0.0,0.0,34.02,34.02,34.02,0.0,0.0
2020-05-24,35.16,35.16,35.16,0.0,0.0,35.26,35.26,35.26,0.0,0.0,34.69,34.69,34.69,0.0,0.0,35.15,35.15,35.15,0.0,0.0
2020-05-31,37.85,37.85,37.85,0.0,0.0,37.85,37.85,37.85,0.0,0.0,37.85,37.85,37.85,0.0,0.0,37.85,37.85,37.85,0.0,0.0
2020-06-07,35.43,35.43,35.43,0.0,0.0,35.5,35.5,35.5,0.0,0.0,34.02,34.02,34.02,0.0,0.0,34.86,34.86,34.86,0.0,0.0
2020-06-14,36.03,36.03,36.03,0.0,0.0,36.03,36.03,36.03,0.0,0.0,35.01,35.01,35.01,0.0,0.0,35.16,35.16,35.16,0.0,0.0
2020-06-21,34.66,34.66,34.66,0.0,0.0,34.71,34.71,34.71,0.0,0.0,34.15,34.15,34.15,0.0,0.0,34.22,34.22,34.22,0.0,0.0
2020-06-28,35.54,35.54,35.54,0.0,0.0,35.54,35.54,35.54,0.0,0.0,35.54,35.54,35.54,0.0,0.0,35.54,35.54,35.54,0.0,0.0
2020-07-05,35.48,35.48,35.48,0.0,0.0,35.62,35.62,35.62,0.0,0.0,35.13,35.13,35.13,0.0,0.0,35.16,35.16,35.16,0.0,0.0
