Date,iShares Core MSCI International Developed MarketEtf_Open_average,iShares Core MSCI International Developed MarketEtf_Open_max,iShares Core MSCI International Developed MarketEtf_Open_min,iShares Core MSCI International Developed MarketEtf_Open_volatility,iShares Core MSCI International Developed MarketEtf_Open_change,iShares Core MSCI International Developed MarketEtf_High_average,iShares Core MSCI International Developed MarketEtf_High_max,iShares Core MSCI International Developed MarketEtf_High_min,iShares Core MSCI International Developed MarketEtf_High_volatility,iShares Core MSCI International Developed MarketEtf_High_change,iShares Core MSCI International Developed MarketEtf_Low_average,iShares Core MSCI International Developed MarketEtf_Low_max,iShares Core MSCI International Developed MarketEtf_Low_min,iShares Core MSCI International Developed MarketEtf_Low_volatility,iShares Core MSCI International Developed MarketEtf_Low_change,iShares Core MSCI International Developed MarketEtf_Close_average,iShares Core MSCI International Developed MarketEtf_Close_max,iShares Core MSCI International Developed MarketEtf_Close_min,iShares Core MSCI International Developed MarketEtf_Close_volatility,iShares Core MSCI International Developed MarketEtf_Close_change
2019-02-10,52.9,52.9,52.9,0.0,0.0,53.15,53.15,53.15,0.0,0.0,52.85,52.85,52.85,0.0,0.0,53.12,53.12,53.12,0.0,0.0
2019-02-17,53.62,53.62,53.62,0.0,0.0,53.72,53.72,53.72,0.0,0.0,53.54,53.54,53.54,0.0,0.0,53.64,53.64,53.64,0.0,0.0
2019-02-24,54.05,54.05,54.05,0.0,0.0,54.13,54.13,54.13,0.0,0.0,53.81,53.81,53.81,0.0,0.0,53.93,53.93,53.93,0.0,0.0
2019-03-03,52.66,52.66,52.66,0.0,0.0,52.9,52.9,52.9,0.0,0.0,52.64,52.64,52.64,0.0,0.0,52.88,52.88,52.88,0.0,0.0
2019-03-10,54.18,54.18,54.18,0.0,0.0,54.4,54.4,54.4,0.0,0.0,54.18,54.18,54.18,0.0,0.0,54.38,54.38,54.38,0.0,0.0
2019-03-17,54.16,54.16,54.16,0.0,0.0,54.19,54.19,54.19,0.0,0.0,53.67,53.67,53.67,0.0,0.0,53.74,53.74,53.74,0.0,0.0
2019-03-24,54.16,54.16,54.16,0.0,0.0,54.17,54.17,54.17,0.0,0.0,53.94,53.94,53.94,0.0,0.0,54.15,54.15,54.15,0.0,0.0
2019-03-31,55.17,55.17,55.17,0.0,0.0,55.29,55.29,55.29,0.0,0.0,55.14,55.14,55.14,0.0,0.0,55.29,55.29,55.29,0.0,0.0
2019-04-07,55.5,55.5,55.5,0.0,0.0,55.55,55.55,55.55,0.0,0.0,55.42,55.42,55.42,0.0,0.0,55.55,55.55,55.55,0.0,0.0
2019-04-14,55.76,55.76,55.76,0.0,0.0,55.78,55.78,55.78,0.0,0.0,55.6,55.6,55.6,0.0,0.0,55.73,55.73,55.73,0.0,0.0
2019-04-21,55.41,55.41,55.41,0.0,0.0,55.53,55.53,55.53,0.0,0.0,55.35,55.35,55.35,0.0,0.0,55.47,55.47,55.47,0.0,0.0
2019-04-28,55.58,55.58,55.58,0.0,0.0,55.9,55.9,55.9,0.0,0.0,55.53,55.53,55.53,0.0,0.0,55.9,55.9,55.9,0.0,0.0
2019-05-05,54.14,54.14,54.14,0.0,0.0,54.61,54.61,54.61,0.0,0.0,53.88,53.88,53.88,0.0,0.0,54.55,54.55,54.55,0.0,0.0
2019-05-12,54.1,54.1,54.1,0.0,0.0,54.36,54.36,54.36,0.0,0.0,54.09,54.09,54.09,0.0,0.0,54.13,54.13,54.13,0.0,0.0
2019-05-19,54.03,54.03,54.03,0.0,0.0,54.05,54.05,54.05,0.0,0.0,53.86,53.86,53.86,0.0,0.0,54.02,54.02,54.02,0.0,0.0
2019-05-26,52.78,52.78,52.78,0.0,0.0,52.97,52.97,52.97,0.0,0.0,52.68,52.68,52.68,0.0,0.0,52.97,52.97,52.97,0.0,0.0
2019-06-02,54.43,54.43,54.43,0.0,0.0,54.78,54.78,54.78,0.0,0.0,54.43,54.43,54.43,0.0,0.0,54.59,54.59,54.59,0.0,0.0
2019-06-09,54.41,54.41,54.41,0.0,0.0,54.41,54.41,54.41,0.0,0.0,54.28,54.28,54.28,0.0,0.0,54.31,54.31,54.31,0.0,0.0
2019-06-16,54.57,54.57,54.57,0.0,0.0,54.7,54.7,54.7,0.0,0.0,54.54,54.54,54.54,0.0,0.0,54.57,54.57,54.57,0.0,0.0
2019-06-23,54.84,54.84,54.84,0.0,0.0,54.92,54.92,54.92,0.0,0.0,54.77,54.77,54.77,0.0,0.0,54.81,54.81,54.81,0.0,0.0
2019-06-30,55.29,55.29,55.29,0.0,0.0,55.32,55.32,55.32,0.0,0.0,55.03,55.03,55.03,0.0,0.0,55.27,55.27,55.27,0.0,0.0
2019-07-07,54.97,54.97,54.97,0.0,0.0,54.98,54.98,54.98,0.0,0.0,54.83,54.83,54.83,0.0,0.0,54.98,54.98,54.98,0.0,0.0
2019-07-14,54.94,54.94,54.94,0.0,0.0,54.99,54.99,54.99,0.0,0.0,54.77,54.77,54.77,0.0,0.0,54.77,54.77,54.77,0.0,0.0
2019-07-21,54.88,54.88,54.88,0.0,0.0,54.9,54.9,54.9,0.0,0.0,54.78,54.78,54.78,0.0,0.0,54.81,54.81,54.81,0.0,0.0
2019-07-28,53.57,53.57,53.57,0.0,0.0,53.67,53.67,53.67,0.0,0.0,53.14,53.14,53.14,0.0,0.0,53.33,53.33,53.33,0.0,0.0
2019-08-04,53.03,53.03,53.03,0.0,0.0,53.08,53.08,53.08,0.0,0.0,52.78,52.78,52.78,0.0,0.0,52.87,52.87,52.87,0.0,0.0
2019-08-11,51.94,51.94,51.94,0.0,0.0,52.29,52.29,52.29,0.0,0.0,51.9,51.9,51.9,0.0,0.0,52.2,52.2,52.2,0.0,0.0
2019-08-18,52.43,52.43,52.43,0.0,0.0,52.82,52.82,52.82,0.0,0.0,51.96,51.96,51.96,0.0,0.0,51.96,51.96,51.96,0.0,0.0
2019-08-25,53.25,53.25,53.25,0.0,0.0,53.25,53.25,53.25,0.0,0.0,52.87,52.87,52.87,0.0,0.0,53.13,53.13,53.13,0.0,0.0
2019-09-01,54.1,54.1,54.1,0.0,0.0,54.28,54.28,54.28,0.0,0.0,54.1,54.1,54.1,0.0,0.0,54.1,54.1,54.1,0.0,0.0
2019-09-08,55.21,55.21,55.21,0.0,0.0,55.35,55.35,55.35,0.0,0.0,55.17,55.17,55.17,0.0,0.0,55.17,55.17,55.17,0.0,0.0
2019-09-15,55.19,55.19,55.19,0.0,0.0,55.22,55.22,55.22,0.0,0.0,55.01,55.01,55.01,0.0,0.0,55.03,55.03,55.03,0.0,0.0
2019-09-22,54.73,54.73,54.73,0.0,0.0,54.81,54.81,54.81,0.0,0.0,54.39,54.39,54.39,0.0,0.0,54.59,54.59,54.59,0.0,0.0
2019-09-29,53.55,53.55,53.55,0.0,0.0,53.94,53.94,53.94,0.0,0.0,53.52,53.52,53.52,0.0,0.0,53.94,53.94,53.94,0.0,0.0
2019-10-06,54.88,54.88,54.88,0.0,0.0,55.22,55.22,55.22,0.0,0.0,54.87,54.87,54.87,0.0,0.0,54.96,54.96,54.96,0.0,0.0
2019-10-13,55.53,55.53,55.53,0.0,0.0,55.66,55.66,55.66,0.0,0.0,55.32,55.32,55.32,0.0,0.0,55.6,55.6,55.6,0.0,0.0
2019-10-20,55.95,55.95,55.95,0.0,0.0,56.19,56.19,56.19,0.0,0.0,55.93,55.93,55.93,0.0,0.0,56.18,56.18,56.18,0.0,0.0
2019-10-27,56.78,56.78,56.78,0.0,0.0,56.92,56.92,56.92,0.0,0.0,56.76,56.76,56.76,0.0,0.0,56.91,56.91,56.91,0.0,0.0
2019-11-03,57.13,57.13,57.13,0.0,0.0,57.24,57.24,57.24,0.0,0.0,57.09,57.09,57.09,0.0,0.0,57.23,57.23,57.23,0.0,0.0
2019-11-10,57.08,57.08,57.08,0.0,0.0,57.29,57.29,57.29,0.0,0.0,57.08,57.08,57.08,0.0,0.0,57.29,57.29,57.29,0.0,0.0
2019-11-17,57.06,57.06,57.06,0.0,0.0,57.15,57.15,57.15,0.0,0.0,56.87,56.87,56.87,0.0,0.0,56.95,56.95,56.95,0.0,0.0
2019-11-24,57.22,57.22,57.22,0.0,0.0,57.3,57.3,57.3,0.0,0.0,57.16,57.16,57.16,0.0,0.0,57.2,57.2,57.2,0.0,0.0
2019-12-01,57.56,57.56,57.56,0.0,0.0,57.64,57.64,57.64,0.0,0.0,57.51,57.51,57.51,0.0,0.0,57.51,57.51,57.51,0.0,0.0
2019-12-08,58.29,58.29,58.29,0.0,0.0,58.6,58.6,58.6,0.0,0.0,58.17,58.17,58.17,0.0,0.0,58.38,58.38,58.38,0.0,0.0
2019-12-15,57.93,57.93,57.93,0.0,0.0,58.0,58.0,58.0,0.0,0.0,57.73,57.73,57.73,0.0,0.0,57.73,57.73,57.73,0.0,0.0
2019-12-22,58.44,58.44,58.44,0.0,0.0,58.44,58.44,58.44,0.0,0.0,58.25,58.25,58.25,0.0,0.0,58.26,58.26,58.26,0.0,0.0
2019-12-29,57.96,57.96,57.96,0.0,0.0,58.34,58.34,58.34,0.0,0.0,57.96,57.96,57.96,0.0,0.0,58.1,58.1,58.1,0.0,0.0
2020-01-05,58.38,58.38,58.38,0.0,0.0,58.44,58.44,58.44,0.0,0.0,58.14,58.14,58.14,0.0,0.0,58.21,58.21,58.21,0.0,0.0
2020-01-12,58.93,58.93,58.93,0.0,0.0,59.01,59.01,59.01,0.0,0.0,58.81,58.81,58.81,0.0,0.0,59.01,59.01,59.01,0.0,0.0
2020-01-19,58.76,58.76,58.76,0.0,0.0,58.76,58.76,58.76,0.0,0.0,58.16,58.16,58.16,0.0,0.0,58.32,58.32,58.32,0.0,0.0
2020-01-26,57.15,57.15,57.15,0.0,0.0,57.15,57.15,57.15,0.0,0.0,56.53,56.53,56.53,0.0,0.0,56.76,56.76,56.76,0.0,0.0
2020-02-02,58.07,58.07,58.07,0.0,0.0,58.1,58.1,58.1,0.0,0.0,57.87,57.87,57.87,0.0,0.0,57.87,57.87,57.87,0.0,0.0
2020-02-09,58.24,58.24,58.24,0.0,0.0,58.27,58.27,58.27,0.0,0.0,58.05,58.05,58.05,0.0,0.0,58.21,58.21,58.21,0.0,0.0
2020-02-16,57.57,57.57,57.57,0.0,0.0,57.6,57.6,57.6,0.0,0.0,57.36,57.36,57.36,0.0,0.0,57.45,57.45,57.45,0.0,0.0
2020-02-23,51.52,51.52,51.52,0.0,0.0,52.56,52.56,52.56,0.0,0.0,51.09,51.09,51.09,0.0,0.0,52.4,52.4,52.4,0.0,0.0
2020-03-01,51.83,51.83,51.83,0.0,0.0,52.11,52.11,52.11,0.0,0.0,51.4,51.4,51.4,0.0,0.0,51.92,51.92,51.92,0.0,0.0
2020-03-08,44.16,44.16,44.16,0.0,0.0,44.16,44.16,44.16,0.0,0.0,44.16,44.16,44.16,0.0,0.0,44.16,44.16,44.16,0.0,0.0
2020-03-15,38.92,38.92,38.92,0.0,0.0,38.92,38.92,38.92,0.0,0.0,38.92,38.92,38.92,0.0,0.0,38.92,38.92,38.92,0.0,0.0
2020-03-22,43.65,43.65,43.65,0.0,0.0,43.65,43.65,43.65,0.0,0.0,43.65,43.65,43.65,0.0,0.0,43.65,43.65,43.65,0.0,0.0
2020-03-29,42.5,42.5,42.5,0.0,0.0,42.65,42.65,42.65,0.0,0.0,41.92,41.92,41.92,0.0,0.0,42.25,42.25,42.25,0.0,0.0
2020-04-05,45.86,45.86,45.86,0.0,0.0,46.37,46.37,46.37,0.0,0.0,45.74,45.74,45.74,0.0,0.0,46.2,46.2,46.2,0.0,0.0
2020-04-12,46.23,46.23,46.23,0.0,0.0,46.43,46.43,46.43,0.0,0.0,45.87,45.87,45.87,0.0,0.0,46.4,46.4,46.4,0.0,0.0
2020-04-19,45.92,45.92,45.92,0.0,0.0,46.13,46.13,46.13,0.0,0.0,45.6,45.6,45.6,0.0,0.0,46.07,46.07,46.07,0.0,0.0
2020-04-26,46.34,46.34,46.34,0.0,0.0,46.34,46.34,46.34,0.0,0.0,46.34,46.34,46.34,0.0,0.0,46.34,46.34,46.34,0.0,0.0
2020-05-03,47.7,47.7,47.7,0.0,0.0,47.7,47.7,47.7,0.0,0.0,47.7,47.7,47.7,0.0,0.0,47.7,47.7,47.7,0.0,0.0
2020-05-10,46.26,46.26,46.26,0.0,0.0,46.33,46.33,46.33,0.0,0.0,46.0,46.0,46.0,0.0,0.0,46.24,46.24,46.24,0.0,0.0
2020-05-17,47.7,47.7,47.7,0.0,0.0,47.86,47.86,47.86,0.0,0.0,47.51,47.51,47.51,0.0,0.0,47.86,47.86,47.86,0.0,0.0
2020-05-24,50.13,50.13,50.13,0.0,0.0,50.16,50.16,50.16,0.0,0.0,49.52,49.52,49.52,0.0,0.0,50.07,50.07,50.07,0.0,0.0
2020-05-31,53.52,53.52,53.52,0.0,0.0,53.52,53.52,53.52,0.0,0.0,53.52,53.52,53.52,0.0,0.0,53.52,53.52,53.52,0.0,0.0
2020-06-07,51.75,51.75,51.75,0.0,0.0,51.82,51.82,51.82,0.0,0.0,50.64,50.64,50.64,0.0,0.0,51.28,51.28,51.28,0.0,0.0
2020-06-14,52.11,52.11,52.11,0.0,0.0,52.11,52.11,52.11,0.0,0.0,51.14,51.14,51.14,0.0,0.0,51.26,51.26,51.26,0.0,0.0
2020-06-21,51.3,51.3,51.3,0.0,0.0,51.3,51.3,51.3,0.0,0.0,50.59,50.59,50.59,0.0,0.0,50.65,50.65,50.65,0.0,0.0
2020-06-28,51.84,51.84,51.84,0.0,0.0,51.84,51.84,51.84,0.0,0.0,51.84,51.84,51.84,0.0,0.0,51.84,51.84,51.84,0.0,0.0
2020-07-05,52.16,52.16,52.16,0.0,0.0,52.37,52.37,52.37,0.0,0.0,51.85,51.85,51.85,0.0,0.0,51.9,51.9,51.9,0.0,0.0
