Date,MCOStock_Open_average,MCOStock_Open_max,MCOStock_Open_min,MCOStock_Open_volatility,MCOStock_Open_change,MCOStock_High_average,MCOStock_High_max,MCOStock_High_min,MCOStock_High_volatility,MCOStock_High_change,MCOStock_Low_average,MCOStock_Low_max,MCOStock_Low_min,MCOStock_Low_volatility,MCOStock_Low_change,MCOStock_Close_average,MCOStock_Close_max,MCOStock_Close_min,MCOStock_Close_volatility,MCOStock_Close_change,MCOStock_Volume_average,MCOStock_Volume_max,MCOStock_Volume_min,MCOStock_Volume_volatility,MCOStock_Volume_change
2018-01-14,157.47,158.29,156.87,1.4199999999999875,0.47999999999998977,158.64999999999998,160.13,157.92,2.210000000000008,1.6200000000000045,156.245,157.85,154.96,2.8899999999999864,2.8899999999999864,157.425,159.18,155.53,3.6500000000000057,3.6500000000000057,709398,786773,588787,197986,197986
2018-01-21,161.576,163.72,159.59,4.1299999999999955,4.1299999999999955,163.186,167.23,160.48,6.75,6.75,160.51399999999998,163.07,157.2,5.8700000000000045,5.8700000000000045,162.704,167.23,160.47,6.759999999999991,6.759999999999991,565478,838718,470155,368563,347613
2018-01-28,162.512,166.14,161.05,5.089999999999975,-4.059999999999974,163.81,166.64,162.7,3.9399999999999977,-3.799999999999983,160.308,161.72,158.24,3.4799999999999898,-3.4799999999999898,161.47,163.57,158.61,4.9599999999999795,-3.1399999999999864,754884,964243,576598,387645,-177559
2018-02-04,155.676,157.95,150.87,7.079999999999984,-3.200000000000017,159.32,161.25,157.97,3.280000000000001,-0.1599999999999966,151.198,156.43,147.34,9.090000000000003,-1.7900000000000205,154.802,157.98,151.31,6.6699999999999875,3.329999999999984,1670795,2309643,1034040,1275603,946528
2018-02-11,161.344,166.26,156.8,9.45999999999998,9.45999999999998,164.684,169.06,161.38,7.680000000000007,7.680000000000007,160.284,165.93,155.72,10.210000000000008,10.210000000000008,163.92600000000002,168.21,159.28,8.930000000000007,8.930000000000007,1005276,1357646,753973,603673,-448950
2018-02-18,167.65,168.06,167.22,0.8400000000000034,-0.21999999999999886,169.54500000000002,170.62,168.75,1.8700000000000045,-0.20999999999997954,166.48250000000002,166.87,166.34,0.5300000000000011,0.020000000000010232,167.8975,169.3,166.99,2.3100000000000023,1.170000000000016,682148,804126,593898,210228,7336
2018-02-25,168.202,170.4,164.59,5.810000000000002,-5.810000000000002,169.912,171.65,167.21,4.439999999999998,-3.5900000000000034,166.318,168.62,162.94,5.680000000000007,-5.680000000000007,167.782,170.2,166.52,3.6799999999999784,-3.259999999999991,833665,1067959,739651,328308,41212
2018-03-04,166.13400000000001,169.77,161.75,8.02000000000001,8.02000000000001,168.926,171.68,167.35,4.3300000000000125,3.3700000000000045,164.744,168.17,160.79,7.3799999999999955,7.3799999999999955,167.748,170.05,166.06,3.990000000000009,2.5500000000000114,866359,1095112,757130,337982,-54357
2018-03-11,168.796,170.73,166.62,4.109999999999985,-3.3899999999999864,169.42,171.05,167.48,3.5700000000000216,-2.4799999999999898,166.942,168.89,165.43,3.4599999999999795,-3.3499999999999943,167.882,169.86,166.48,3.380000000000024,-2.5600000000000023,672159,907561,551930,355631,270999
2018-03-18,165.498,167.72,161.16,6.560000000000002,-5.840000000000003,166.882,169.43,162.63,6.800000000000011,-5.030000000000001,163.164,167.15,158.39,8.76000000000002,-5.890000000000015,163.878,167.46,158.42,9.04000000000002,-6.969999999999999,650678,990343,463473,526870,495996
