Date,CTOStock_Open_average,CTOStock_Open_max,CTOStock_Open_min,CTOStock_Open_volatility,CTOStock_Open_change,CTOStock_High_average,CTOStock_High_max,CTOStock_High_min,CTOStock_High_volatility,CTOStock_High_change,CTOStock_Low_average,CTOStock_Low_max,CTOStock_Low_min,CTOStock_Low_volatility,CTOStock_Low_change,CTOStock_Close_average,CTOStock_Close_max,CTOStock_Close_min,CTOStock_Close_volatility,CTOStock_Close_change,CTOStock_Volume_average,CTOStock_Volume_max,CTOStock_Volume_min,CTOStock_Volume_volatility,CTOStock_Volume_change
2018-01-14,66.9775,67.18,66.5,0.6800000000000068,-0.5900000000000034,67.23,67.45,67.06,0.39000000000000057,-0.20999999999999375,66.715,66.99,66.5,0.4899999999999949,-0.4899999999999949,66.9825,67.23,66.72,0.5100000000000051,-0.28000000000000114,2938,5642,1017,4625,-2810
2018-01-21,66.644,66.97,66.29,0.6799999999999926,-0.4099999999999966,66.738,66.98,66.29,0.6899999999999977,-0.6699999999999875,65.932,66.47,65.52,0.9500000000000028,-0.4900000000000091,66.346,66.96,65.89,1.0699999999999932,-0.769999999999996,1808,2538,778,1760,364
2018-01-28,66.006,66.94,65.3,1.6400000000000006,-0.5799999999999983,66.484,67.24,65.96,1.2800000000000011,-0.13000000000000966,65.578,66.17,65.22,0.9500000000000028,-0.28000000000000114,66.028,67.24,65.5,1.7399999999999949,0.0,2405,4452,937,3515,3356
2018-02-04,63.994,65.2,62.0,3.200000000000003,0.29999999999999716,65.194,66.05,64.82,1.230000000000004,0.29999999999999716,63.344,63.9,62.0,1.8999999999999986,-0.1599999999999966,64.386,65.0,63.77,1.2299999999999969,0.29000000000000625,3719,6508,1857,4651,-703
2018-02-11,65.124,65.65,64.75,0.9000000000000057,-0.10000000000000853,65.572,65.77,65.21,0.5600000000000023,0.11999999999999034,64.406,64.8,64.06,0.7399999999999949,0.28000000000000114,64.982,65.43,64.71,0.7200000000000131,0.060000000000002274,3623,5029,2036,2993,-1990
2018-02-18,63.599999999999994,64.6,62.2,2.3999999999999915,-2.3999999999999915,63.7875,64.65,62.6,2.0500000000000043,-1.999999999999993,62.67,64.27,61.44,2.8299999999999983,-2.8299999999999983,62.96,64.27,61.87,2.3999999999999986,-1.6699999999999946,2385,5050,941,4109,1593
2018-02-25,62.596,63.61,62.05,1.5600000000000023,0.9500000000000028,63.166000000000004,64.01,62.34,1.6700000000000017,0.8200000000000003,62.26,63.01,61.91,1.1000000000000014,0.7899999999999991,62.828,64.01,61.93,2.0800000000000054,1.3400000000000034,2479,4235,999,3236,946
2018-03-04,64.28,65.04,63.25,1.7900000000000063,1.7900000000000063,65.098,66.39,64.3,2.0900000000000034,2.0900000000000034,64.21,64.87,63.25,1.6200000000000045,1.5499999999999972,64.928,66.39,64.18,2.2099999999999937,2.2099999999999937,2004,3180,667,2513,-471
2018-03-11,65.64,66.0,65.27,0.730000000000004,-0.5499999999999972,66.112,67.0,65.46,1.5400000000000063,0.4000000000000057,65.02,65.25,64.6,0.6500000000000057,-0.010000000000005116,65.672,66.3,65.23,1.0699999999999932,0.29999999999999716,3116,9910,746,9164,7678
2018-03-18,66.01,66.75,64.89,1.8599999999999994,-1.4500000000000028,66.484,67.45,64.89,2.5600000000000023,-1.9599999999999937,65.166,66.34,63.27,3.0700000000000003,-3.0700000000000003,65.47,66.85,63.27,3.579999999999991,-3.579999999999991,2189,3781,895,2886,2886
