Date,ProShares Ultra 7-10 Year TreasuryEtf_Open_average,ProShares Ultra 7-10 Year TreasuryEtf_Open_max,ProShares Ultra 7-10 Year TreasuryEtf_Open_min,ProShares Ultra 7-10 Year TreasuryEtf_Open_volatility,ProShares Ultra 7-10 Year TreasuryEtf_Open_change,ProShares Ultra 7-10 Year TreasuryEtf_High_average,ProShares Ultra 7-10 Year TreasuryEtf_High_max,ProShares Ultra 7-10 Year TreasuryEtf_High_min,ProShares Ultra 7-10 Year TreasuryEtf_High_volatility,ProShares Ultra 7-10 Year TreasuryEtf_High_change,ProShares Ultra 7-10 Year TreasuryEtf_Low_average,ProShares Ultra 7-10 Year TreasuryEtf_Low_max,ProShares Ultra 7-10 Year TreasuryEtf_Low_min,ProShares Ultra 7-10 Year TreasuryEtf_Low_volatility,ProShares Ultra 7-10 Year TreasuryEtf_Low_change,ProShares Ultra 7-10 Year TreasuryEtf_Close_average,ProShares Ultra 7-10 Year TreasuryEtf_Close_max,ProShares Ultra 7-10 Year TreasuryEtf_Close_min,ProShares Ultra 7-10 Year TreasuryEtf_Close_volatility,ProShares Ultra 7-10 Year TreasuryEtf_Close_change
2019-03-31,57.35,57.35,57.35,0.0,0.0,57.37,57.37,57.37,0.0,0.0,57.35,57.35,57.35,0.0,0.0,57.37,57.37,57.37,0.0,0.0
2019-04-07,56.96,56.96,56.96,0.0,0.0,56.99,56.99,56.99,0.0,0.0,56.82,56.82,56.82,0.0,0.0,56.82,56.82,56.82,0.0,0.0
2019-04-14,56.82,56.82,56.82,0.0,0.0,56.89,56.89,56.89,0.0,0.0,56.82,56.82,56.82,0.0,0.0,56.88,56.88,56.88,0.0,0.0
2019-04-21,57.5,57.5,57.5,0.0,0.0,57.52,57.52,57.52,0.0,0.0,57.42,57.42,57.42,0.0,0.0,57.44,57.44,57.44,0.0,0.0
2019-04-28,57.22,57.22,57.22,0.0,0.0,57.35,57.35,57.35,0.0,0.0,57.18,57.18,57.18,0.0,0.0,57.2,57.2,57.2,0.0,0.0
2019-05-05,58.05,58.05,58.05,0.0,0.0,58.13,58.13,58.13,0.0,0.0,57.84,57.84,57.84,0.0,0.0,57.84,57.84,57.84,0.0,0.0
2019-05-12,58.42,58.42,58.42,0.0,0.0,58.51,58.51,58.51,0.0,0.0,58.42,58.42,58.42,0.0,0.0,58.51,58.51,58.51,0.0,0.0
2019-05-19,59.01,59.01,59.01,0.0,0.0,59.13,59.13,59.13,0.0,0.0,58.97,58.97,58.97,0.0,0.0,59.13,59.13,59.13,0.0,0.0
2019-05-26,60.49,60.49,60.49,0.0,0.0,60.87,60.87,60.87,0.0,0.0,60.39,60.39,60.39,0.0,0.0,60.82,60.82,60.82,0.0,0.0
2019-06-02,61.53,61.53,61.53,0.0,0.0,61.53,61.53,61.53,0.0,0.0,61.28,61.28,61.28,0.0,0.0,61.36,61.36,61.36,0.0,0.0
2019-06-09,61.26,61.26,61.26,0.0,0.0,61.46,61.46,61.46,0.0,0.0,61.26,61.26,61.26,0.0,0.0,61.4,61.4,61.4,0.0,0.0
2019-06-16,61.81,61.81,61.81,0.0,0.0,61.87,61.87,61.87,0.0,0.0,61.56,61.56,61.56,0.0,0.0,61.63,61.63,61.63,0.0,0.0
2019-06-23,61.81,61.81,61.81,0.0,0.0,62.07,62.07,62.07,0.0,0.0,61.79,61.79,61.79,0.0,0.0,61.95,61.95,61.95,0.0,0.0
2019-06-30,61.72,61.72,61.72,0.0,0.0,61.72,61.72,61.72,0.0,0.0,61.36,61.36,61.36,0.0,0.0,61.63,61.63,61.63,0.0,0.0
2019-07-07,60.85,60.85,60.85,0.0,0.0,61.05,61.05,61.05,0.0,0.0,60.85,60.85,60.85,0.0,0.0,61.02,61.02,61.02,0.0,0.0
2019-07-14,61.59,61.59,61.59,0.0,0.0,61.74,61.74,61.74,0.0,0.0,61.56,61.56,61.56,0.0,0.0,61.64,61.64,61.64,0.0,0.0
2019-07-21,61.44,61.44,61.44,0.0,0.0,61.44,61.44,61.44,0.0,0.0,61.32,61.32,61.32,0.0,0.0,61.39,61.39,61.39,0.0,0.0
2019-07-28,63.21,63.21,63.21,0.0,0.0,63.46,63.46,63.46,0.0,0.0,63.21,63.21,63.21,0.0,0.0,63.45,63.45,63.45,0.0,0.0
2019-08-04,64.82,64.82,64.82,0.0,0.0,65.11,65.11,65.11,0.0,0.0,64.49,64.49,64.49,0.0,0.0,64.57,64.57,64.57,0.0,0.0
2019-08-11,66.12,66.12,66.12,0.0,0.0,66.28,66.28,66.28,0.0,0.0,65.9,65.9,65.9,0.0,0.0,66.25,66.25,66.25,0.0,0.0
2019-08-18,65.64,65.64,65.64,0.0,0.0,66.53,66.53,66.53,0.0,0.0,65.64,65.64,65.64,0.0,0.0,66.47,66.47,66.47,0.0,0.0
2019-08-25,66.35,66.35,66.35,0.0,0.0,66.67,66.67,66.67,0.0,0.0,66.3,66.3,66.3,0.0,0.0,66.62,66.62,66.62,0.0,0.0
2019-09-01,66.04,66.04,66.04,0.0,0.0,66.24,66.24,66.24,0.0,0.0,65.97,65.97,65.97,0.0,0.0,66.13,66.13,66.13,0.0,0.0
2019-09-08,63.41,63.41,63.41,0.0,0.0,63.54,63.54,63.54,0.0,0.0,62.74,62.74,62.74,0.0,0.0,62.76,62.76,62.76,0.0,0.0
2019-09-15,63.89,63.89,63.89,0.0,0.0,64.4,64.4,64.4,0.0,0.0,63.84,63.84,63.84,0.0,0.0,64.35,64.35,64.35,0.0,0.0
2019-09-22,64.47,64.47,64.47,0.0,0.0,64.79,64.79,64.79,0.0,0.0,64.47,64.47,64.47,0.0,0.0,64.65,64.65,64.65,0.0,0.0
2019-09-29,66.2,66.2,66.2,0.0,0.0,66.47,66.47,66.47,0.0,0.0,66.17,66.17,66.17,0.0,0.0,66.45,66.45,66.45,0.0,0.0
2019-10-06,64.48,64.48,64.48,0.0,0.0,64.5,64.5,64.5,0.0,0.0,63.72,63.72,63.72,0.0,0.0,64.22,64.22,64.22,0.0,0.0
2019-10-13,64.21,64.21,64.21,0.0,0.0,64.41,64.41,64.41,0.0,0.0,64.14,64.14,64.14,0.0,0.0,64.21,64.21,64.21,0.0,0.0
2019-10-20,64.15,64.15,64.15,0.0,0.0,64.15,64.15,64.15,0.0,0.0,63.66,63.66,63.66,0.0,0.0,63.74,63.74,63.74,0.0,0.0
2019-10-27,64.61,64.61,64.61,0.0,0.0,64.84,64.84,64.84,0.0,0.0,64.36,64.36,64.36,0.0,0.0,64.53,64.53,64.53,0.0,0.0
2019-11-03,62.53,62.53,62.53,0.0,0.0,62.79,62.79,62.79,0.0,0.0,62.35,62.35,62.35,0.0,0.0,62.38,62.38,62.38,0.0,0.0
2019-11-10,63.27,63.27,63.27,0.0,0.0,63.45,63.45,63.45,0.0,0.0,63.27,63.27,63.27,0.0,0.0,63.4,63.4,63.4,0.0,0.0
2019-11-17,64.03,64.03,64.03,0.0,0.0,64.04,64.04,64.04,0.0,0.0,63.84,63.84,63.84,0.0,0.0,63.9,63.9,63.9,0.0,0.0
2019-11-24,63.83,63.83,63.83,0.0,0.0,63.84,63.84,63.84,0.0,0.0,63.6,63.6,63.6,0.0,0.0,63.72,63.72,63.72,0.0,0.0
2019-12-01,63.11,63.11,63.11,0.0,0.0,63.4,63.4,63.4,0.0,0.0,63.11,63.11,63.11,0.0,0.0,63.27,63.27,63.27,0.0,0.0
2019-12-08,63.02,63.02,63.02,0.0,0.0,63.47,63.47,63.47,0.0,0.0,62.76,62.76,62.76,0.0,0.0,63.42,63.42,63.42,0.0,0.0
2019-12-15,62.48,62.48,62.48,0.0,0.0,62.6,62.6,62.6,0.0,0.0,62.45,62.45,62.45,0.0,0.0,62.56,62.56,62.56,0.0,0.0
2019-12-22,62.62,62.62,62.62,0.0,0.0,62.8,62.8,62.8,0.0,0.0,62.59,62.59,62.59,0.0,0.0,62.79,62.79,62.79,0.0,0.0
2019-12-29,63.23,63.23,63.23,0.0,0.0,63.6,63.6,63.6,0.0,0.0,63.23,63.23,63.23,0.0,0.0,63.59,63.59,63.59,0.0,0.0
2020-01-05,63.11,63.11,63.11,0.0,0.0,63.35,63.35,63.35,0.0,0.0,63.11,63.11,63.11,0.0,0.0,63.3,63.3,63.3,0.0,0.0
2020-01-12,63.1,63.1,63.1,0.0,0.0,63.3,63.3,63.3,0.0,0.0,63.07,63.07,63.07,0.0,0.0,63.28,63.28,63.28,0.0,0.0
2020-01-19,64.44,64.44,64.44,0.0,0.0,64.78,64.78,64.78,0.0,0.0,64.44,64.44,64.44,0.0,0.0,64.61,64.61,64.61,0.0,0.0
2020-01-26,66.13,66.13,66.13,0.0,0.0,66.46,66.46,66.46,0.0,0.0,66.11,66.11,66.11,0.0,0.0,66.44,66.44,66.44,0.0,0.0
2020-02-02,65.58,65.58,65.58,0.0,0.0,65.78,65.78,65.78,0.0,0.0,65.5,65.5,65.5,0.0,0.0,65.68,65.68,65.68,0.0,0.0
2020-02-09,65.67,65.67,65.67,0.0,0.0,65.7,65.7,65.7,0.0,0.0,65.58,65.58,65.58,0.0,0.0,65.58,65.58,65.58,0.0,0.0
2020-02-16,66.57,66.57,66.57,0.0,0.0,66.89,66.89,66.89,0.0,0.0,66.57,66.57,66.57,0.0,0.0,66.76,66.76,66.76,0.0,0.0
2020-02-23,69.89,69.89,69.89,0.0,0.0,70.51,70.51,70.51,0.0,0.0,69.75,69.75,69.75,0.0,0.0,70.36,70.36,70.36,0.0,0.0
2020-03-01,74.98,74.98,74.98,0.0,0.0,75.4,75.4,75.4,0.0,0.0,73.99,73.99,73.99,0.0,0.0,74.18,74.18,74.18,0.0,0.0
2020-03-08,71.02,71.02,71.02,0.0,0.0,71.02,71.02,71.02,0.0,0.0,71.02,71.02,71.02,0.0,0.0,71.02,71.02,71.02,0.0,0.0
2020-03-15,72.19,72.19,72.19,0.0,0.0,72.19,72.19,72.19,0.0,0.0,72.19,72.19,72.19,0.0,0.0,72.19,72.19,72.19,0.0,0.0
2020-03-22,75.31,75.31,75.31,0.0,0.0,75.31,75.31,75.31,0.0,0.0,75.31,75.31,75.31,0.0,0.0,75.31,75.31,75.31,0.0,0.0
2020-03-29,76.51,76.51,76.51,0.0,0.0,76.59,76.59,76.59,0.0,0.0,75.81,75.81,75.81,0.0,0.0,76.15,76.15,76.15,0.0,0.0
2020-04-05,74.34,74.34,74.34,0.0,0.0,75.18,75.18,75.18,0.0,0.0,74.34,74.34,74.34,0.0,0.0,74.65,74.65,74.65,0.0,0.0
2020-04-12,76.23,76.23,76.23,0.0,0.0,76.4,76.4,76.4,0.0,0.0,75.43,75.43,75.43,0.0,0.0,75.51,75.51,75.51,0.0,0.0
2020-04-19,75.95,75.95,75.95,0.0,0.0,76.07,76.07,76.07,0.0,0.0,75.83,75.83,75.83,0.0,0.0,76.02,76.02,76.02,0.0,0.0
2020-04-26,75.79,75.79,75.79,0.0,0.0,75.79,75.79,75.79,0.0,0.0,75.79,75.79,75.79,0.0,0.0,75.79,75.79,75.79,0.0,0.0
2020-05-03,75.71,75.71,75.71,0.0,0.0,76.06,76.06,76.06,0.0,0.0,75.45,75.45,75.45,0.0,0.0,75.52,75.52,75.52,0.0,0.0
2020-05-10,76.02,76.02,76.02,0.0,0.0,76.09,76.09,76.09,0.0,0.0,75.87,75.87,75.87,0.0,0.0,75.97,75.97,75.97,0.0,0.0
2020-05-17,75.6,75.6,75.6,0.0,0.0,75.87,75.87,75.87,0.0,0.0,75.6,75.6,75.6,0.0,0.0,75.72,75.72,75.72,0.0,0.0
2020-05-24,75.76,75.76,75.76,0.0,0.0,76.0,76.0,76.0,0.0,0.0,75.61,75.61,75.61,0.0,0.0,75.94,75.94,75.94,0.0,0.0
2020-05-31,73.39,73.39,73.39,0.0,0.0,73.39,73.39,73.39,0.0,0.0,73.39,73.39,73.39,0.0,0.0,73.39,73.39,73.39,0.0,0.0
2020-06-07,75.36,75.36,75.36,0.0,0.0,75.83,75.83,75.83,0.0,0.0,75.33,75.33,75.33,0.0,0.0,75.35,75.35,75.35,0.0,0.0
2020-06-14,75.14,75.14,75.14,0.0,0.0,75.63,75.63,75.63,0.0,0.0,75.14,75.14,75.14,0.0,0.0,75.52,75.52,75.52,0.0,0.0
2020-06-21,75.76,75.76,75.76,0.0,0.0,76.01,76.01,76.01,0.0,0.0,75.7,75.7,75.7,0.0,0.0,75.93,75.93,75.93,0.0,0.0
2020-06-28,75.76,75.76,75.76,0.0,0.0,75.76,75.76,75.76,0.0,0.0,75.76,75.76,75.76,0.0,0.0,75.76,75.76,75.76,0.0,0.0
2020-07-05,75.65,75.65,75.65,0.0,0.0,76.09,76.09,76.09,0.0,0.0,75.65,75.65,75.65,0.0,0.0,76.09,76.09,76.09,0.0,0.0
