Date,MCFStock_Open_average,MCFStock_Open_max,MCFStock_Open_min,MCFStock_Open_volatility,MCFStock_Open_change,MCFStock_High_average,MCFStock_High_max,MCFStock_High_min,MCFStock_High_volatility,MCFStock_High_change,MCFStock_Low_average,MCFStock_Low_max,MCFStock_Low_min,MCFStock_Low_volatility,MCFStock_Low_change,MCFStock_Close_average,MCFStock_Close_max,MCFStock_Close_min,MCFStock_Close_volatility,MCFStock_Close_change,MCFStock_Volume_average,MCFStock_Volume_max,MCFStock_Volume_min,MCFStock_Volume_volatility,MCFStock_Volume_change
2018-01-14,5.5775,5.75,5.5,0.25,-0.04999999999999982,5.755,5.78,5.74,0.040000000000000036,0.009999999999999787,5.43,5.5,5.31,0.1900000000000004,-0.10000000000000053,5.6225,5.72,5.55,0.16999999999999993,0.07000000000000028,84768,107523,68656,38867,-29072
2018-01-21,5.484,5.64,5.11,0.5299999999999994,-0.47999999999999954,5.57,5.97,5.11,0.8599999999999994,-0.8599999999999994,5.216,5.51,4.7,0.8099999999999996,-0.8099999999999996,5.348,5.64,4.8,0.8399999999999999,-0.8100000000000005,69602,106020,58401,47619,45676
2018-01-28,4.178,4.69,3.86,0.8300000000000005,-0.8300000000000005,4.316,4.73,4.03,0.7000000000000002,-0.7000000000000002,3.956,4.12,3.65,0.4700000000000002,-0.4700000000000002,4.076,4.27,3.91,0.35999999999999943,-0.20999999999999996,62340,118444,37563,80881,-75613
2018-02-04,3.628,3.91,3.09,0.8200000000000003,-0.7600000000000002,3.738,4.1,3.15,0.9499999999999997,-0.9499999999999997,3.44,3.85,2.82,1.0300000000000002,-1.0300000000000002,3.53,3.91,3.08,0.8300000000000001,-0.8199999999999998,63752,148076,27227,120849,120849
2018-02-11,3.162,3.28,3.0,0.2799999999999998,0.08000000000000007,3.268,3.34,3.21,0.1299999999999999,0.10999999999999988,3.026,3.15,2.95,0.19999999999999973,0.1200000000000001,3.186,3.25,3.03,0.2200000000000002,-0.020000000000000018,36711,56661,28948,27713,-2102
2018-02-18,3.18,3.22,3.14,0.08000000000000007,0.020000000000000018,3.2575,3.3,3.19,0.10999999999999988,0.0,3.0825,3.13,3.05,0.08000000000000007,0.04999999999999982,3.175,3.25,3.09,0.16000000000000014,0.10000000000000009,25844,36663,18720,17943,-17943
2018-02-25,3.1,3.27,2.88,0.3900000000000001,-0.29000000000000004,3.232,3.35,3.0,0.3500000000000001,-0.08000000000000007,2.996,3.21,2.87,0.33999999999999986,-0.31000000000000005,3.106,3.29,2.9,0.3900000000000001,-0.020000000000000018,34178,47447,15887,31560,31560
2018-03-04,3.396,3.49,3.25,0.2400000000000002,0.2400000000000002,3.468,3.5,3.45,0.04999999999999982,0.029999999999999805,3.318,3.36,3.25,0.10999999999999988,0.08000000000000007,3.434,3.46,3.41,0.04999999999999982,-0.010000000000000231,36043,61609,19519,42090,17855
2018-03-11,3.548,3.65,3.41,0.23999999999999977,0.17999999999999972,3.672,3.77,3.49,0.2799999999999998,0.2799999999999998,3.488,3.56,3.39,0.16999999999999993,0.10999999999999988,3.602,3.77,3.42,0.3500000000000001,0.3500000000000001,48621,155666,13897,141769,126684
2018-03-18,3.64,3.75,3.54,0.20999999999999996,-0.10000000000000009,3.7,3.75,3.64,0.10999999999999988,-0.04999999999999982,3.536,3.57,3.5,0.06999999999999984,0.010000000000000231,3.584,3.68,3.52,0.16000000000000014,-0.029999999999999805,25761,36186,11546,24640,15759
2018-03-25,3.55,3.63,3.47,0.1599999999999997,-0.11999999999999966,3.6025,3.65,3.57,0.08000000000000007,-0.029999999999999805,3.4625,3.48,3.44,0.040000000000000036,0.010000000000000231,3.5324999999999998,3.6,3.47,0.1299999999999999,-0.050000000000000266,32541,38167,27942,10225,-10225
2018-04-01,3.352,3.55,3.1,0.44999999999999973,-0.11999999999999966,3.474,3.66,3.25,0.41000000000000014,-0.14000000000000012,3.196,3.38,3.0,0.3799999999999999,-0.1499999999999999,3.328,3.48,3.18,0.2999999999999998,-0.16000000000000014,36054,50542,18239,32303,-32303
2018-04-08,3.368,3.44,3.3,0.14000000000000012,0.08999999999999986,3.446,3.56,3.38,0.18000000000000016,0.14000000000000012,3.268,3.4,3.17,0.22999999999999998,0.17999999999999972,3.35,3.42,3.27,0.1499999999999999,0.1299999999999999,22369,30301,15479,14822,-4831
2018-04-15,3.488,3.65,3.4,0.25,0.09999999999999964,3.59,3.7,3.46,0.2400000000000002,0.20000000000000018,3.364,3.43,3.3,0.13000000000000034,-0.040000000000000036,3.5100000000000002,3.67,3.35,0.31999999999999984,0.23999999999999977,27684,42812,13431,29381,24896
2018-04-22,3.806,3.95,3.69,0.26000000000000023,0.26000000000000023,3.882,3.95,3.69,0.26000000000000023,0.26000000000000023,3.6999999999999997,3.77,3.53,0.2400000000000002,0.22999999999999998,3.818,3.92,3.69,0.22999999999999998,0.16000000000000014,21399,33513,16713,16800,1981
2018-04-29,3.796,3.87,3.71,0.16000000000000014,0.040000000000000036,3.87,3.97,3.77,0.20000000000000018,0.0,3.63,3.73,3.47,0.2599999999999998,-0.2599999999999998,3.782,3.89,3.65,0.2400000000000002,-0.08000000000000007,28049,39437,18499,20938,-17812
2018-05-06,3.686,3.75,3.59,0.16000000000000014,0.040000000000000036,3.796,3.97,3.71,0.26000000000000023,-0.20000000000000018,3.578,3.7,3.31,0.3900000000000001,0.040000000000000036,3.674,3.75,3.55,0.20000000000000018,0.06000000000000005,32153,46288,17159,29129,-19100
2018-05-13,4.274,4.52,3.82,0.6999999999999997,0.6999999999999997,4.49,4.63,4.39,0.2400000000000002,0.2400000000000002,4.186,4.38,3.82,0.56,0.56,4.368,4.5,4.27,0.23000000000000043,0.1800000000000006,54649,93974,30134,63840,-59577
2018-05-20,4.618,4.82,4.47,0.35000000000000053,-0.08000000000000007,4.814,5.17,4.47,0.7000000000000002,-0.45999999999999996,4.5,4.67,4.24,0.4299999999999997,-0.27999999999999936,4.596,4.73,4.26,0.47000000000000064,-0.47000000000000064,41114,53133,29861,23272,-12256
2018-05-27,4.4,4.56,4.19,0.3699999999999992,0.35999999999999943,4.58,4.72,4.35,0.3700000000000001,0.27000000000000046,4.327500000000001,4.5,4.19,0.3099999999999996,0.14999999999999947,4.4325,4.58,4.28,0.2999999999999998,0.08999999999999986,31741,39677,25663,14014,7557
2018-06-03,4.2459999999999996,4.44,4.06,0.3800000000000008,-0.1200000000000001,4.3340000000000005,4.44,4.28,0.16000000000000014,-0.1200000000000001,4.068,4.14,3.98,0.1599999999999997,0.1200000000000001,4.176,4.32,4.05,0.27000000000000046,0.15000000000000036,37942,62010,25936,36074,-24339
2018-06-10,4.584,4.88,4.21,0.6699999999999999,0.6699999999999999,4.77,4.99,4.47,0.5200000000000005,0.5200000000000005,4.45,4.68,4.15,0.5299999999999994,0.5299999999999994,4.698,4.93,4.42,0.5099999999999998,0.5099999999999998,67656,110498,38625,71873,71088
2018-06-17,5.534,5.95,4.9,1.0499999999999998,1.0499999999999998,5.87,6.12,5.55,0.5700000000000003,0.5700000000000003,5.434,5.82,4.9,0.9199999999999999,0.9199999999999999,5.722,5.91,5.4,0.5099999999999998,0.4299999999999997,496182,1989606,44542,1945064,1921067
