Date,Vanguard Small-Cap ValueEtf_Open_average,Vanguard Small-Cap ValueEtf_Open_max,Vanguard Small-Cap ValueEtf_Open_min,Vanguard Small-Cap ValueEtf_Open_volatility,Vanguard Small-Cap ValueEtf_Open_change,Vanguard Small-Cap ValueEtf_High_average,Vanguard Small-Cap ValueEtf_High_max,Vanguard Small-Cap ValueEtf_High_min,Vanguard Small-Cap ValueEtf_High_volatility,Vanguard Small-Cap ValueEtf_High_change,Vanguard Small-Cap ValueEtf_Low_average,Vanguard Small-Cap ValueEtf_Low_max,Vanguard Small-Cap ValueEtf_Low_min,Vanguard Small-Cap ValueEtf_Low_volatility,Vanguard Small-Cap ValueEtf_Low_change,Vanguard Small-Cap ValueEtf_Close_average,Vanguard Small-Cap ValueEtf_Close_max,Vanguard Small-Cap ValueEtf_Close_min,Vanguard Small-Cap ValueEtf_Close_volatility,Vanguard Small-Cap ValueEtf_Close_change
2018-01-14,135.85,135.85,135.85,0.0,0.0,137.39,137.39,137.39,0.0,0.0,135.85,135.85,135.85,0.0,0.0,137.38,137.38,137.38,0.0,0.0
2018-01-21,138.26,138.26,138.26,0.0,0.0,138.26,138.26,138.26,0.0,0.0,137.45,137.45,137.45,0.0,0.0,138.2,138.2,138.2,0.0,0.0
2018-01-28,134.71,134.71,134.71,0.0,0.0,134.77,134.77,134.77,0.0,0.0,132.58,132.58,132.58,0.0,0.0,132.77,132.77,132.77,0.0,0.0
2018-02-04,126.46,126.46,126.46,0.0,0.0,127.32,127.32,127.32,0.0,0.0,123.03,123.03,123.03,0.0,0.0,126.56,126.56,126.56,0.0,0.0
2018-02-11,130.97,130.97,130.97,0.0,0.0,132.48,132.48,132.48,0.0,0.0,130.97,130.97,130.97,0.0,0.0,131.67,131.67,131.67,0.0,0.0
2018-02-18,131.06,131.06,131.06,0.0,0.0,131.86,131.86,131.86,0.0,0.0,130.69,130.69,130.69,0.0,0.0,131.83,131.83,131.83,0.0,0.0
2018-02-25,127.44,127.44,127.44,0.0,0.0,130.0,130.0,130.0,0.0,0.0,127.21,127.21,127.21,0.0,0.0,129.77,129.77,129.77,0.0,0.0
2018-03-04,133.09,133.09,133.09,0.0,0.0,134.48,134.48,134.48,0.0,0.0,132.81,132.81,132.81,0.0,0.0,134.41,134.41,134.41,0.0,0.0
2018-03-11,132.67,132.67,132.67,0.0,0.0,133.99,133.99,133.99,0.0,0.0,132.65,132.65,132.65,0.0,0.0,133.58,133.58,133.58,0.0,0.0
2018-03-18,129.37,129.37,129.37,0.0,0.0,130.02,130.02,130.02,0.0,0.0,126.59,126.59,126.59,0.0,0.0,126.73,126.73,126.73,0.0,0.0
2018-03-25,128.69,128.69,128.69,0.0,0.0,130.07,130.07,130.07,0.0,0.0,128.63,128.63,128.63,0.0,0.0,129.42,129.42,129.42,0.0,0.0
2018-04-01,129.84,129.84,129.84,0.0,0.0,130.65,130.65,130.65,0.0,0.0,127.31,127.31,127.31,0.0,0.0,128.24,128.24,128.24,0.0,0.0
2018-04-08,131.2,131.2,131.2,0.0,0.0,131.35,131.35,131.35,0.0,0.0,129.87,129.87,129.87,0.0,0.0,130.23,130.23,130.23,0.0,0.0
2018-04-15,132.11,132.11,132.11,0.0,0.0,132.34,132.34,132.34,0.0,0.0,131.15,131.15,131.15,0.0,0.0,131.51,131.51,131.51,0.0,0.0
2018-04-22,131.33,131.33,131.33,0.0,0.0,131.69,131.69,131.69,0.0,0.0,130.62,130.62,130.62,0.0,0.0,131.31,131.31,131.31,0.0,0.0
2018-04-29,129.27,129.27,129.27,0.0,0.0,131.79,131.79,131.79,0.0,0.0,128.69,128.69,128.69,0.0,0.0,131.18,131.18,131.18,0.0,0.0
2018-05-06,134.1,134.1,134.1,0.0,0.0,134.56,134.56,134.56,0.0,0.0,133.74,133.74,133.74,0.0,0.0,134.13,134.13,134.13,0.0,0.0
2018-05-13,135.6,135.6,135.6,0.0,0.0,135.64,135.64,135.64,0.0,0.0,135.24,135.24,135.24,0.0,0.0,135.35,135.35,135.35,0.0,0.0
2018-05-20,135.69,135.69,135.69,0.0,0.0,135.94,135.94,135.94,0.0,0.0,135.37,135.37,135.37,0.0,0.0,135.71,135.71,135.71,0.0,0.0
2018-05-27,136.6,136.6,136.6,0.0,0.0,137.02,137.02,137.02,0.0,0.0,136.48,136.48,136.48,0.0,0.0,136.6,136.6,136.6,0.0,0.0
2018-06-03,138.92,138.92,138.92,0.0,0.0,139.46,139.46,139.46,0.0,0.0,138.58,138.58,138.58,0.0,0.0,139.46,139.46,139.46,0.0,0.0
2018-06-10,138.26,138.26,138.26,0.0,0.0,138.8,138.8,138.8,0.0,0.0,137.59,137.59,137.59,0.0,0.0,138.62,138.62,138.62,0.0,0.0
2018-06-17,138.78,138.78,138.78,0.0,0.0,139.19,139.19,139.19,0.0,0.0,138.12,138.12,138.12,0.0,0.0,138.43,138.43,138.43,0.0,0.0
2018-06-24,136.23,136.23,136.23,0.0,0.0,136.94,136.94,136.94,0.0,0.0,135.79,135.79,135.79,0.0,0.0,135.79,135.79,135.79,0.0,0.0
2018-07-01,137.75,137.75,137.75,0.0,0.0,138.93,138.93,138.93,0.0,0.0,137.52,137.52,137.52,0.0,0.0,138.68,138.68,138.68,0.0,0.0
2018-07-08,138.53,138.53,138.53,0.0,0.0,139.37,139.37,139.37,0.0,0.0,138.5,138.5,138.5,0.0,0.0,138.57,138.57,138.57,0.0,0.0
2018-07-15,139.39,139.39,139.39,0.0,0.0,139.77,139.77,139.77,0.0,0.0,138.95,138.95,138.95,0.0,0.0,139.15,139.15,139.15,0.0,0.0
2018-07-22,139.83,139.83,139.83,0.0,0.0,139.93,139.93,139.93,0.0,0.0,137.87,137.87,137.87,0.0,0.0,138.18,138.18,138.18,0.0,0.0
2018-07-29,139.58,139.58,139.58,0.0,0.0,140.25,140.25,140.25,0.0,0.0,139.15,139.15,139.15,0.0,0.0,139.63,139.63,139.63,0.0,0.0
2018-08-05,139.69,139.69,139.69,0.0,0.0,140.31,140.31,140.31,0.0,0.0,139.27,139.27,139.27,0.0,0.0,139.6,139.6,139.6,0.0,0.0
2018-08-12,139.83,139.83,139.83,0.0,0.0,140.97,140.97,140.97,0.0,0.0,139.71,139.71,139.71,0.0,0.0,140.92,140.92,140.92,0.0,0.0
2018-08-19,142.23,142.23,142.23,0.0,0.0,142.51,142.51,142.51,0.0,0.0,142.01,142.01,142.01,0.0,0.0,142.4,142.4,142.4,0.0,0.0
