Date,PTENStock_Open_average,PTENStock_Open_max,PTENStock_Open_min,PTENStock_Open_volatility,PTENStock_Open_change,PTENStock_High_average,PTENStock_High_max,PTENStock_High_min,PTENStock_High_volatility,PTENStock_High_change,PTENStock_Low_average,PTENStock_Low_max,PTENStock_Low_min,PTENStock_Low_volatility,PTENStock_Low_change,PTENStock_Close_average,PTENStock_Close_max,PTENStock_Close_min,PTENStock_Close_volatility,PTENStock_Close_change,PTENStock_Volume_average,PTENStock_Volume_max,PTENStock_Volume_min,PTENStock_Volume_volatility,PTENStock_Volume_change
2018-01-14,24.267500000000002,24.91,23.67,1.2399999999999984,-1.2399999999999984,24.665,25.03,24.42,0.6099999999999994,-0.40000000000000213,23.8325,24.02,23.5,0.5199999999999996,-0.5199999999999996,24.1675,24.48,23.88,0.6000000000000014,0.4400000000000013,2865429,3620970,2380520,1240450,-667686
2018-01-21,24.468,24.61,24.34,0.2699999999999996,-0.2699999999999996,24.682,24.75,24.6,0.14999999999999858,-0.120000000000001,23.862000000000002,24.19,23.62,0.5700000000000003,0.22000000000000242,24.336,24.57,24.02,0.5500000000000007,0.21999999999999886,3571022,6208743,1900907,4307836,-4307836
2018-01-28,24.028,24.34,23.74,0.6000000000000014,-0.28000000000000114,24.35,24.62,24.06,0.5600000000000023,-0.3299999999999983,23.378,23.92,22.94,0.9800000000000004,-0.9800000000000004,23.902,24.56,23.04,1.5199999999999996,-1.2100000000000009,3257567,4386393,2137031,2249362,2249362
2018-02-04,21.544,22.92,18.95,3.9700000000000024,-3.6799999999999997,22.254,23.38,19.14,4.239999999999998,-4.239999999999998,20.106,22.02,16.82,5.199999999999999,-5.199999999999999,20.742,22.96,18.04,4.920000000000002,-4.130000000000003,8166819,15348823,3478992,11869831,8092568
2018-02-11,18.128,18.32,17.78,0.5399999999999991,-0.00999999999999801,18.43,18.6,18.08,0.5200000000000031,0.10000000000000142,17.57,17.79,17.26,0.5299999999999976,-0.05999999999999872,18.15,18.41,17.8,0.6099999999999994,-0.05999999999999872,5250124,7291626,4406541,2885085,68333
2018-02-18,18.28,18.99,17.89,1.0999999999999979,0.9100000000000001,18.990000000000002,19.6,18.36,1.240000000000002,1.240000000000002,18.13,18.88,17.72,1.1600000000000001,1.1199999999999974,18.5875,19.59,17.93,1.6600000000000001,1.629999999999999,3977994,5267594,2883973,2383621,1388747
2018-02-25,18.904,19.77,18.05,1.7199999999999989,-1.5599999999999987,19.288,19.9,18.72,1.1799999999999997,-0.9399999999999977,18.396,19.21,17.87,1.3399999999999999,-1.3399999999999999,18.816,19.8,18.07,1.7300000000000004,-1.0,4300221,6297207,2795922,3501285,-1352585
2018-03-04,19.2,19.78,18.63,1.1500000000000021,1.1500000000000021,19.656,20.32,19.42,0.8999999999999986,0.8300000000000018,18.986,19.65,18.63,1.0199999999999996,1.0199999999999996,19.402,19.93,19.02,0.9100000000000001,0.7100000000000009,3057939,4175999,2492236,1683763,568648
2018-03-11,19.44,19.86,18.71,1.1499999999999986,-1.1499999999999986,19.642,19.99,19.15,0.8399999999999999,-0.8399999999999999,18.977999999999998,19.49,18.47,1.0199999999999996,-0.8999999999999986,19.166,19.72,18.57,1.1499999999999986,-0.7699999999999996,2595545,3873140,1998680,1874460,1291063
2018-03-18,19.022,19.47,18.75,0.7199999999999989,0.25,19.37,19.97,18.94,1.0299999999999976,0.28999999999999915,18.602,18.91,18.31,0.6000000000000014,0.030000000000001137,18.900000000000002,19.82,18.35,1.4699999999999989,-0.25,3255244,5375814,1984435,3391379,3391379
