Date,BioShares Biotechnology Clinical TrialsEtf_Open_average,BioShares Biotechnology Clinical TrialsEtf_Open_max,BioShares Biotechnology Clinical TrialsEtf_Open_min,BioShares Biotechnology Clinical TrialsEtf_Open_volatility,BioShares Biotechnology Clinical TrialsEtf_Open_change,BioShares Biotechnology Clinical TrialsEtf_High_average,BioShares Biotechnology Clinical TrialsEtf_High_max,BioShares Biotechnology Clinical TrialsEtf_High_min,BioShares Biotechnology Clinical TrialsEtf_High_volatility,BioShares Biotechnology Clinical TrialsEtf_High_change,BioShares Biotechnology Clinical TrialsEtf_Low_average,BioShares Biotechnology Clinical TrialsEtf_Low_max,BioShares Biotechnology Clinical TrialsEtf_Low_min,BioShares Biotechnology Clinical TrialsEtf_Low_volatility,BioShares Biotechnology Clinical TrialsEtf_Low_change,BioShares Biotechnology Clinical TrialsEtf_Close_average,BioShares Biotechnology Clinical TrialsEtf_Close_max,BioShares Biotechnology Clinical TrialsEtf_Close_min,BioShares Biotechnology Clinical TrialsEtf_Close_volatility,BioShares Biotechnology Clinical TrialsEtf_Close_change
2018-06-10,34.87,34.87,34.87,0.0,0.0,35.24,35.24,35.24,0.0,0.0,34.87,34.87,34.87,0.0,0.0,35.1,35.1,35.1,0.0,0.0
2018-06-17,34.74,34.74,34.74,0.0,0.0,34.74,34.74,34.74,0.0,0.0,33.85,33.85,33.85,0.0,0.0,34.27,34.27,34.27,0.0,0.0
2018-06-24,32.53,32.53,32.53,0.0,0.0,33.0,33.0,33.0,0.0,0.0,32.5,32.5,32.5,0.0,0.0,32.69,32.69,32.69,0.0,0.0
2018-07-01,33.81,33.81,33.81,0.0,0.0,34.76,34.76,34.76,0.0,0.0,33.81,33.81,33.81,0.0,0.0,34.76,34.76,34.76,0.0,0.0
2018-07-08,34.45,34.45,34.45,0.0,0.0,34.55,34.55,34.55,0.0,0.0,34.3,34.3,34.3,0.0,0.0,34.48,34.48,34.48,0.0,0.0
2018-07-15,34.03,34.03,34.03,0.0,0.0,34.24,34.24,34.24,0.0,0.0,33.78,33.78,33.78,0.0,0.0,33.78,33.78,33.78,0.0,0.0
2018-07-22,33.27,33.27,33.27,0.0,0.0,33.27,33.27,33.27,0.0,0.0,31.9,31.9,31.9,0.0,0.0,32.21,32.21,32.21,0.0,0.0
2018-07-29,32.94,32.94,32.94,0.0,0.0,32.94,32.94,32.94,0.0,0.0,31.94,31.94,31.94,0.0,0.0,31.94,31.94,31.94,0.0,0.0
2018-08-05,32.65,32.65,32.65,0.0,0.0,33.3,33.3,33.3,0.0,0.0,32.65,32.65,32.65,0.0,0.0,32.88,32.88,32.88,0.0,0.0
2018-08-12,32.33,32.33,32.33,0.0,0.0,32.5,32.5,32.5,0.0,0.0,32.2,32.2,32.2,0.0,0.0,32.42,32.42,32.42,0.0,0.0
2018-08-19,33.5,33.5,33.5,0.0,0.0,33.69,33.69,33.69,0.0,0.0,33.31,33.31,33.31,0.0,0.0,33.56,33.56,33.56,0.0,0.0
2018-08-26,35.4,35.4,35.4,0.0,0.0,35.86,35.86,35.86,0.0,0.0,35.31,35.31,35.31,0.0,0.0,35.77,35.77,35.77,0.0,0.0
2018-09-02,34.0,34.0,34.0,0.0,0.0,34.23,34.23,34.23,0.0,0.0,33.84,33.84,33.84,0.0,0.0,33.95,33.95,33.95,0.0,0.0
2018-09-09,33.96,33.96,33.96,0.0,0.0,34.07,34.07,34.07,0.0,0.0,33.92,33.92,33.92,0.0,0.0,33.93,33.93,33.93,0.0,0.0
2018-09-16,34.76,34.76,34.76,0.0,0.0,34.76,34.76,34.76,0.0,0.0,34.45,34.45,34.45,0.0,0.0,34.45,34.45,34.45,0.0,0.0
2018-09-23,34.47,34.47,34.47,0.0,0.0,34.65,34.65,34.65,0.0,0.0,34.47,34.47,34.47,0.0,0.0,34.56,34.56,34.56,0.0,0.0
2018-09-30,32.23,32.23,32.23,0.0,0.0,32.38,32.38,32.38,0.0,0.0,31.16,31.16,31.16,0.0,0.0,31.75,31.75,31.75,0.0,0.0
2018-10-07,29.62,29.62,29.62,0.0,0.0,29.72,29.72,29.72,0.0,0.0,29.18,29.18,29.18,0.0,0.0,29.56,29.56,29.56,0.0,0.0
2018-10-14,30.07,30.07,30.07,0.0,0.0,30.25,30.25,30.25,0.0,0.0,29.18,29.18,29.18,0.0,0.0,29.18,29.18,29.18,0.0,0.0
2018-10-21,26.56,26.56,26.56,0.0,0.0,27.42,27.42,27.42,0.0,0.0,26.5,26.5,26.5,0.0,0.0,27.29,27.29,27.29,0.0,0.0
2018-10-28,28.96,28.96,28.96,0.0,0.0,29.14,29.14,29.14,0.0,0.0,28.45,28.45,28.45,0.0,0.0,28.88,28.88,28.88,0.0,0.0
2018-11-04,28.22,28.22,28.22,0.0,0.0,28.4,28.4,28.4,0.0,0.0,27.51,27.51,27.51,0.0,0.0,27.58,27.58,27.58,0.0,0.0
2018-11-11,25.74,25.74,25.74,0.0,0.0,27.17,27.17,27.17,0.0,0.0,25.74,25.74,25.74,0.0,0.0,27.17,27.17,27.17,0.0,0.0
2018-11-18,26.96,26.96,26.96,0.0,0.0,27.11,27.11,27.11,0.0,0.0,26.96,26.96,26.96,0.0,0.0,27.05,27.05,27.05,0.0,0.0
2018-11-25,26.77,26.77,26.77,0.0,0.0,27.41,27.41,27.41,0.0,0.0,26.77,26.77,26.77,0.0,0.0,27.41,27.41,27.41,0.0,0.0
2018-12-02,26.55,26.55,26.55,0.0,0.0,27.06,27.06,27.06,0.0,0.0,26.29,26.29,26.29,0.0,0.0,26.42,26.42,26.42,0.0,0.0
2018-12-09,25.53,25.53,25.53,0.0,0.0,25.93,25.93,25.93,0.0,0.0,25.35,25.35,25.35,0.0,0.0,25.38,25.38,25.38,0.0,0.0
2018-12-16,22.0,22.0,22.0,0.0,0.0,22.0,22.0,22.0,0.0,0.0,20.86,20.86,20.86,0.0,0.0,20.92,20.92,20.92,0.0,0.0
2018-12-23,22.92,22.92,22.92,0.0,0.0,23.31,23.31,23.31,0.0,0.0,22.6,22.6,22.6,0.0,0.0,22.88,22.88,22.88,0.0,0.0
2018-12-30,23.72,23.72,23.72,0.0,0.0,24.6,24.6,24.6,0.0,0.0,23.72,23.72,23.72,0.0,0.0,24.59,24.59,24.59,0.0,0.0
2019-01-06,25.74,25.74,25.74,0.0,0.0,25.82,25.82,25.82,0.0,0.0,25.59,25.59,25.59,0.0,0.0,25.77,25.77,25.77,0.0,0.0
2019-01-13,25.7,25.7,25.7,0.0,0.0,25.7,25.7,25.7,0.0,0.0,25.18,25.18,25.18,0.0,0.0,25.32,25.32,25.32,0.0,0.0
2019-01-20,24.24,24.24,24.24,0.0,0.0,24.78,24.78,24.78,0.0,0.0,24.24,24.24,24.24,0.0,0.0,24.78,24.78,24.78,0.0,0.0
2019-01-27,25.1,25.1,25.1,0.0,0.0,25.14,25.14,25.14,0.0,0.0,24.92,24.92,24.92,0.0,0.0,25.12,25.12,25.12,0.0,0.0
2019-02-03,24.86,24.86,24.86,0.0,0.0,25.42,25.42,25.42,0.0,0.0,24.86,24.86,24.86,0.0,0.0,25.42,25.42,25.42,0.0,0.0
2019-02-10,25.94,25.94,25.94,0.0,0.0,26.36,26.36,26.36,0.0,0.0,25.94,25.94,25.94,0.0,0.0,26.36,26.36,26.36,0.0,0.0
2019-02-17,25.61,25.61,25.61,0.0,0.0,26.14,26.14,26.14,0.0,0.0,25.61,25.61,25.61,0.0,0.0,26.0,26.0,26.0,0.0,0.0
2019-02-24,26.69,26.69,26.69,0.0,0.0,27.32,27.32,27.32,0.0,0.0,26.69,26.69,26.69,0.0,0.0,27.32,27.32,27.32,0.0,0.0
2019-03-03,26.24,26.24,26.24,0.0,0.0,26.46,26.46,26.46,0.0,0.0,26.2,26.2,26.2,0.0,0.0,26.46,26.46,26.46,0.0,0.0
2019-03-10,27.81,27.81,27.81,0.0,0.0,28.28,28.28,28.28,0.0,0.0,27.81,27.81,27.81,0.0,0.0,28.11,28.11,28.11,0.0,0.0
2019-03-17,28.98,28.98,28.98,0.0,0.0,28.98,28.98,28.98,0.0,0.0,27.59,27.59,27.59,0.0,0.0,27.59,27.59,27.59,0.0,0.0
2019-03-24,28.39,28.39,28.39,0.0,0.0,28.48,28.48,28.48,0.0,0.0,28.03,28.03,28.03,0.0,0.0,28.48,28.48,28.48,0.0,0.0
2019-03-31,29.33,29.33,29.33,0.0,0.0,29.98,29.98,29.98,0.0,0.0,29.33,29.33,29.33,0.0,0.0,29.97,29.97,29.97,0.0,0.0
2019-04-07,28.93,28.93,28.93,0.0,0.0,28.93,28.93,28.93,0.0,0.0,28.54,28.54,28.54,0.0,0.0,28.57,28.57,28.57,0.0,0.0
2019-04-14,27.23,27.23,27.23,0.0,0.0,27.58,27.58,27.58,0.0,0.0,26.72,26.72,26.72,0.0,0.0,27.33,27.33,27.33,0.0,0.0
2019-04-21,28.11,28.11,28.11,0.0,0.0,28.41,28.41,28.41,0.0,0.0,27.96,27.96,27.96,0.0,0.0,28.38,28.38,28.38,0.0,0.0
2019-04-28,27.91,27.91,27.91,0.0,0.0,28.3,28.3,28.3,0.0,0.0,27.82,27.82,27.82,0.0,0.0,28.3,28.3,28.3,0.0,0.0
2019-05-05,27.68,27.68,27.68,0.0,0.0,28.32,28.32,28.32,0.0,0.0,27.68,27.68,27.68,0.0,0.0,28.17,28.17,28.17,0.0,0.0
2019-05-12,28.0,28.0,28.0,0.0,0.0,28.0,28.0,28.0,0.0,0.0,27.75,27.75,27.75,0.0,0.0,27.75,27.75,27.75,0.0,0.0
2019-05-19,27.83,27.83,27.83,0.0,0.0,27.83,27.83,27.83,0.0,0.0,27.65,27.65,27.65,0.0,0.0,27.74,27.74,27.74,0.0,0.0
2019-05-26,26.72,26.72,26.72,0.0,0.0,26.72,26.72,26.72,0.0,0.0,26.45,26.45,26.45,0.0,0.0,26.48,26.48,26.48,0.0,0.0
2019-06-02,26.75,26.75,26.75,0.0,0.0,27.25,27.25,27.25,0.0,0.0,26.56,26.56,26.56,0.0,0.0,27.25,27.25,27.25,0.0,0.0
2019-06-09,27.05,27.05,27.05,0.0,0.0,27.13,27.13,27.13,0.0,0.0,26.69,26.69,26.69,0.0,0.0,26.69,26.69,26.69,0.0,0.0
2019-06-16,27.89,27.89,27.89,0.0,0.0,28.34,28.34,28.34,0.0,0.0,27.83,27.83,27.83,0.0,0.0,28.34,28.34,28.34,0.0,0.0
2019-06-23,28.37,28.37,28.37,0.0,0.0,28.8,28.8,28.8,0.0,0.0,28.29,28.29,28.29,0.0,0.0,28.8,28.8,28.8,0.0,0.0
2019-06-30,29.27,29.27,29.27,0.0,0.0,29.43,29.43,29.43,0.0,0.0,28.82,28.82,28.82,0.0,0.0,28.84,28.84,28.84,0.0,0.0
2019-07-07,28.31,28.31,28.31,0.0,0.0,28.53,28.53,28.53,0.0,0.0,28.21,28.21,28.21,0.0,0.0,28.49,28.49,28.49,0.0,0.0
2019-07-14,28.33,28.33,28.33,0.0,0.0,28.35,28.35,28.35,0.0,0.0,27.95,27.95,27.95,0.0,0.0,27.95,27.95,27.95,0.0,0.0
2019-07-21,27.83,27.83,27.83,0.0,0.0,28.06,28.06,28.06,0.0,0.0,27.74,27.74,27.74,0.0,0.0,28.06,28.06,28.06,0.0,0.0
2019-07-28,27.0,27.0,27.0,0.0,0.0,27.0,27.0,27.0,0.0,0.0,26.58,26.58,26.58,0.0,0.0,26.6,26.6,26.6,0.0,0.0
2019-08-04,27.13,27.13,27.13,0.0,0.0,27.15,27.15,27.15,0.0,0.0,26.83,26.83,26.83,0.0,0.0,26.97,26.97,26.97,0.0,0.0
2019-08-11,26.64,26.64,26.64,0.0,0.0,26.88,26.88,26.88,0.0,0.0,26.61,26.61,26.61,0.0,0.0,26.88,26.88,26.88,0.0,0.0
2019-08-18,26.33,26.33,26.33,0.0,0.0,26.78,26.78,26.78,0.0,0.0,25.75,25.75,25.75,0.0,0.0,25.78,25.78,25.78,0.0,0.0
2019-08-25,26.79,26.79,26.79,0.0,0.0,26.85,26.85,26.85,0.0,0.0,26.42,26.42,26.42,0.0,0.0,26.5,26.5,26.5,0.0,0.0
2019-09-01,26.67,26.67,26.67,0.0,0.0,26.94,26.94,26.94,0.0,0.0,26.61,26.61,26.61,0.0,0.0,26.61,26.61,26.61,0.0,0.0
2019-09-08,27.55,27.55,27.55,0.0,0.0,27.55,27.55,27.55,0.0,0.0,27.23,27.23,27.23,0.0,0.0,27.23,27.23,27.23,0.0,0.0
2019-09-15,27.37,27.37,27.37,0.0,0.0,27.37,27.37,27.37,0.0,0.0,27.26,27.26,27.26,0.0,0.0,27.28,27.28,27.28,0.0,0.0
2019-09-22,24.75,24.75,24.75,0.0,0.0,25.19,25.19,25.19,0.0,0.0,24.26,24.26,24.26,0.0,0.0,24.36,24.36,24.36,0.0,0.0
2019-09-29,23.62,23.62,23.62,0.0,0.0,24.01,24.01,24.01,0.0,0.0,23.62,23.62,23.62,0.0,0.0,24.01,24.01,24.01,0.0,0.0
2019-10-06,23.84,23.84,23.84,0.0,0.0,24.01,24.01,24.01,0.0,0.0,23.84,23.84,23.84,0.0,0.0,23.85,23.85,23.85,0.0,0.0
2019-10-13,25.33,25.33,25.33,0.0,0.0,25.33,25.33,25.33,0.0,0.0,24.69,24.69,24.69,0.0,0.0,24.99,24.99,24.99,0.0,0.0
2019-10-20,25.66,25.66,25.66,0.0,0.0,26.03,26.03,26.03,0.0,0.0,25.66,25.66,25.66,0.0,0.0,25.94,25.94,25.94,0.0,0.0
2019-10-27,26.51,26.51,26.51,0.0,0.0,27.46,27.46,27.46,0.0,0.0,26.51,26.51,26.51,0.0,0.0,27.46,27.46,27.46,0.0,0.0
2019-11-03,27.26,27.26,27.26,0.0,0.0,28.0,28.0,28.0,0.0,0.0,27.26,27.26,27.26,0.0,0.0,27.95,27.95,27.95,0.0,0.0
2019-11-10,27.56,27.56,27.56,0.0,0.0,27.59,27.59,27.59,0.0,0.0,27.56,27.56,27.56,0.0,0.0,27.59,27.59,27.59,0.0,0.0
2019-11-17,29.22,29.22,29.22,0.0,0.0,29.49,29.49,29.49,0.0,0.0,29.04,29.04,29.04,0.0,0.0,29.49,29.49,29.49,0.0,0.0
2019-11-24,32.03,32.03,32.03,0.0,0.0,32.36,32.36,32.36,0.0,0.0,31.96,31.96,31.96,0.0,0.0,32.19,32.19,32.19,0.0,0.0
2019-12-01,33.41,33.41,33.41,0.0,0.0,33.41,33.41,33.41,0.0,0.0,32.95,32.95,32.95,0.0,0.0,33.25,33.25,33.25,0.0,0.0
2019-12-08,36.73,36.73,36.73,0.0,0.0,36.95,36.95,36.95,0.0,0.0,36.0,36.0,36.0,0.0,0.0,36.2,36.2,36.2,0.0,0.0
2019-12-15,37.77,37.77,37.77,0.0,0.0,37.85,37.85,37.85,0.0,0.0,37.05,37.05,37.05,0.0,0.0,37.66,37.66,37.66,0.0,0.0
2019-12-22,39.61,39.61,39.61,0.0,0.0,39.7,39.7,39.7,0.0,0.0,38.23,38.23,38.23,0.0,0.0,38.54,38.54,38.54,0.0,0.0
2019-12-29,36.9,36.9,36.9,0.0,0.0,37.24,37.24,37.24,0.0,0.0,34.6,34.6,34.6,0.0,0.0,36.84,36.84,36.84,0.0,0.0
2020-01-05,37.48,37.48,37.48,0.0,0.0,37.86,37.86,37.86,0.0,0.0,37.16,37.16,37.16,0.0,0.0,37.19,37.19,37.19,0.0,0.0
2020-01-12,38.34,38.34,38.34,0.0,0.0,38.79,38.79,38.79,0.0,0.0,38.16,38.16,38.16,0.0,0.0,38.21,38.21,38.21,0.0,0.0
2020-01-19,38.16,38.16,38.16,0.0,0.0,38.16,38.16,38.16,0.0,0.0,36.09,36.09,36.09,0.0,0.0,36.36,36.36,36.36,0.0,0.0
2020-01-26,35.92,35.92,35.92,0.0,0.0,35.92,35.92,35.92,0.0,0.0,35.04,35.04,35.04,0.0,0.0,35.39,35.39,35.39,0.0,0.0
2020-02-02,37.61,37.61,37.61,0.0,0.0,37.61,37.61,37.61,0.0,0.0,37.12,37.12,37.12,0.0,0.0,37.33,37.33,37.33,0.0,0.0
2020-02-09,37.8,37.8,37.8,0.0,0.0,38.28,38.28,38.28,0.0,0.0,37.8,37.8,37.8,0.0,0.0,37.91,37.91,37.91,0.0,0.0
2020-02-16,38.33,38.33,38.33,0.0,0.0,38.33,38.33,38.33,0.0,0.0,37.45,37.45,37.45,0.0,0.0,37.72,37.72,37.72,0.0,0.0
2020-02-23,32.58,32.58,32.58,0.0,0.0,34.05,34.05,34.05,0.0,0.0,31.54,31.54,31.54,0.0,0.0,34.05,34.05,34.05,0.0,0.0
2020-03-01,34.94,34.94,34.94,0.0,0.0,35.71,35.71,35.71,0.0,0.0,34.46,34.46,34.46,0.0,0.0,35.14,35.14,35.14,0.0,0.0
2020-03-08,27.22,27.22,27.22,0.0,0.0,27.22,27.22,27.22,0.0,0.0,27.22,27.22,27.22,0.0,0.0,27.22,27.22,27.22,0.0,0.0
2020-03-15,26.34,26.34,26.34,0.0,0.0,26.34,26.34,26.34,0.0,0.0,26.34,26.34,26.34,0.0,0.0,26.34,26.34,26.34,0.0,0.0
2020-03-22,28.95,28.95,28.95,0.0,0.0,28.95,28.95,28.95,0.0,0.0,28.95,28.95,28.95,0.0,0.0,28.95,28.95,28.95,0.0,0.0
2020-03-29,28.07,28.07,28.07,0.0,0.0,28.28,28.28,28.28,0.0,0.0,27.28,27.28,27.28,0.0,0.0,27.66,27.66,27.66,0.0,0.0
2020-04-05,31.15,31.15,31.15,0.0,0.0,31.58,31.58,31.58,0.0,0.0,30.81,30.81,30.81,0.0,0.0,31.46,31.46,31.46,0.0,0.0
2020-04-12,33.21,33.21,33.21,0.0,0.0,33.81,33.81,33.81,0.0,0.0,32.5,32.5,32.5,0.0,0.0,33.79,33.79,33.79,0.0,0.0
2020-04-19,34.75,34.75,34.75,0.0,0.0,35.94,35.94,35.94,0.0,0.0,34.31,34.31,34.31,0.0,0.0,35.94,35.94,35.94,0.0,0.0
2020-04-26,33.97,33.97,33.97,0.0,0.0,33.97,33.97,33.97,0.0,0.0,33.97,33.97,33.97,0.0,0.0,33.97,33.97,33.97,0.0,0.0
2020-05-03,38.65,38.65,38.65,0.0,0.0,38.65,38.65,38.65,0.0,0.0,38.65,38.65,38.65,0.0,0.0,38.65,38.65,38.65,0.0,0.0
2020-05-10,39.8,39.8,39.8,0.0,0.0,41.11,41.11,41.11,0.0,0.0,39.8,39.8,39.8,0.0,0.0,41.11,41.11,41.11,0.0,0.0
2020-05-17,42.42,42.42,42.42,0.0,0.0,43.0,43.0,43.0,0.0,0.0,42.06,42.06,42.06,0.0,0.0,42.93,42.93,42.93,0.0,0.0
2020-05-24,40.68,40.68,40.68,0.0,0.0,41.15,41.15,41.15,0.0,0.0,39.49,39.49,39.49,0.0,0.0,41.15,41.15,41.15,0.0,0.0
2020-05-31,40.59,40.59,40.59,0.0,0.0,40.59,40.59,40.59,0.0,0.0,40.59,40.59,40.59,0.0,0.0,40.59,40.59,40.59,0.0,0.0
2020-06-07,40.73,40.73,40.73,0.0,0.0,40.73,40.73,40.73,0.0,0.0,38.63,38.63,38.63,0.0,0.0,39.97,39.97,39.97,0.0,0.0
2020-06-14,43.34,43.34,43.34,0.0,0.0,44.13,44.13,44.13,0.0,0.0,43.02,43.02,43.02,0.0,0.0,43.6,43.6,43.6,0.0,0.0
2020-06-21,44.44,44.44,44.44,0.0,0.0,44.5,44.5,44.5,0.0,0.0,42.66,42.66,42.66,0.0,0.0,42.75,42.75,42.75,0.0,0.0
2020-06-28,43.23,43.23,43.23,0.0,0.0,43.23,43.23,43.23,0.0,0.0,43.23,43.23,43.23,0.0,0.0,43.23,43.23,43.23,0.0,0.0
2020-07-05,43.0,43.0,43.0,0.0,0.0,44.24,44.24,44.24,0.0,0.0,43.0,43.0,43.0,0.0,0.0,43.34,43.34,43.34,0.0,0.0
