Date,Entrepreneur 30 FundEtf_Open_average,Entrepreneur 30 FundEtf_Open_max,Entrepreneur 30 FundEtf_Open_min,Entrepreneur 30 FundEtf_Open_volatility,Entrepreneur 30 FundEtf_Open_change,Entrepreneur 30 FundEtf_High_average,Entrepreneur 30 FundEtf_High_max,Entrepreneur 30 FundEtf_High_min,Entrepreneur 30 FundEtf_High_volatility,Entrepreneur 30 FundEtf_High_change,Entrepreneur 30 FundEtf_Low_average,Entrepreneur 30 FundEtf_Low_max,Entrepreneur 30 FundEtf_Low_min,Entrepreneur 30 FundEtf_Low_volatility,Entrepreneur 30 FundEtf_Low_change,Entrepreneur 30 FundEtf_Close_average,Entrepreneur 30 FundEtf_Close_max,Entrepreneur 30 FundEtf_Close_min,Entrepreneur 30 FundEtf_Close_volatility,Entrepreneur 30 FundEtf_Close_change
2018-04-29,16.79,16.79,16.79,0.0,0.0,16.79,16.79,16.79,0.0,0.0,16.77,16.77,16.77,0.0,0.0,16.77,16.77,16.77,0.0,0.0
2018-05-06,17.33,17.33,17.33,0.0,0.0,17.49,17.49,17.49,0.0,0.0,17.33,17.33,17.33,0.0,0.0,17.43,17.43,17.43,0.0,0.0
2018-05-13,17.28,17.28,17.28,0.0,0.0,17.28,17.28,17.28,0.0,0.0,17.23,17.23,17.23,0.0,0.0,17.24,17.24,17.24,0.0,0.0
2018-05-20,17.4,17.4,17.4,0.0,0.0,17.4,17.4,17.4,0.0,0.0,17.37,17.37,17.37,0.0,0.0,17.37,17.37,17.37,0.0,0.0
2018-05-27,17.61,17.61,17.61,0.0,0.0,17.77,17.77,17.77,0.0,0.0,17.61,17.61,17.61,0.0,0.0,17.75,17.75,17.75,0.0,0.0
2018-06-03,17.75,17.75,17.75,0.0,0.0,17.92,17.92,17.92,0.0,0.0,17.75,17.75,17.75,0.0,0.0,17.92,17.92,17.92,0.0,0.0
2018-06-10,18.05,18.05,18.05,0.0,0.0,18.12,18.12,18.12,0.0,0.0,18.0,18.0,18.0,0.0,0.0,18.1,18.1,18.1,0.0,0.0
2018-06-17,18.18,18.18,18.18,0.0,0.0,18.2,18.2,18.2,0.0,0.0,18.17,18.17,18.17,0.0,0.0,18.18,18.18,18.18,0.0,0.0
2018-06-24,17.59,17.59,17.59,0.0,0.0,17.73,17.73,17.73,0.0,0.0,17.59,17.59,17.59,0.0,0.0,17.73,17.73,17.73,0.0,0.0
2018-07-01,17.71,17.71,17.71,0.0,0.0,17.71,17.71,17.71,0.0,0.0,17.71,17.71,17.71,0.0,0.0,17.71,17.71,17.71,0.0,0.0
2018-07-08,18.31,18.31,18.31,0.0,0.0,18.39,18.39,18.39,0.0,0.0,18.31,18.31,18.31,0.0,0.0,18.39,18.39,18.39,0.0,0.0
2018-07-15,18.34,18.34,18.34,0.0,0.0,18.34,18.34,18.34,0.0,0.0,18.3,18.3,18.3,0.0,0.0,18.3,18.3,18.3,0.0,0.0
2018-07-22,18.41,18.41,18.41,0.0,0.0,18.41,18.41,18.41,0.0,0.0,18.11,18.11,18.11,0.0,0.0,18.16,18.16,18.16,0.0,0.0
2018-07-29,17.96,17.96,17.96,0.0,0.0,17.97,17.97,17.97,0.0,0.0,17.86,17.86,17.86,0.0,0.0,17.92,17.92,17.92,0.0,0.0
2018-08-05,18.05,18.05,18.05,0.0,0.0,18.05,18.05,18.05,0.0,0.0,17.97,17.97,17.97,0.0,0.0,17.97,17.97,17.97,0.0,0.0
2018-08-12,17.73,17.73,17.73,0.0,0.0,17.86,17.86,17.86,0.0,0.0,17.73,17.73,17.73,0.0,0.0,17.86,17.86,17.86,0.0,0.0
2018-08-19,18.34,18.34,18.34,0.0,0.0,18.42,18.42,18.42,0.0,0.0,18.34,18.34,18.34,0.0,0.0,18.42,18.42,18.42,0.0,0.0
2018-08-26,18.73,18.73,18.73,0.0,0.0,18.83,18.83,18.83,0.0,0.0,18.73,18.73,18.73,0.0,0.0,18.79,18.79,18.79,0.0,0.0
2018-09-02,18.36,18.36,18.36,0.0,0.0,18.37,18.37,18.37,0.0,0.0,18.25,18.25,18.25,0.0,0.0,18.26,18.26,18.26,0.0,0.0
2018-09-09,18.62,18.62,18.62,0.0,0.0,18.69,18.69,18.69,0.0,0.0,18.54,18.54,18.54,0.0,0.0,18.62,18.62,18.62,0.0,0.0
2018-09-16,18.55,18.55,18.55,0.0,0.0,18.55,18.55,18.55,0.0,0.0,18.37,18.37,18.37,0.0,0.0,18.37,18.37,18.37,0.0,0.0
2018-09-23,18.7,18.7,18.7,0.0,0.0,18.75,18.75,18.75,0.0,0.0,18.65,18.65,18.65,0.0,0.0,18.72,18.72,18.72,0.0,0.0
2018-09-30,18.23,18.23,18.23,0.0,0.0,18.23,18.23,18.23,0.0,0.0,17.8,17.8,17.8,0.0,0.0,17.97,17.97,17.97,0.0,0.0
2018-10-07,16.95,16.95,16.95,0.0,0.0,16.99,16.99,16.99,0.0,0.0,16.71,16.71,16.71,0.0,0.0,16.95,16.95,16.95,0.0,0.0
2018-10-14,16.93,16.93,16.93,0.0,0.0,17.04,17.04,17.04,0.0,0.0,16.72,16.72,16.72,0.0,0.0,16.76,16.76,16.76,0.0,0.0
2018-10-21,15.67,15.67,15.67,0.0,0.0,15.9,15.9,15.9,0.0,0.0,15.64,15.64,15.64,0.0,0.0,15.64,15.64,15.64,0.0,0.0
2018-10-28,16.66,16.66,16.66,0.0,0.0,16.66,16.66,16.66,0.0,0.0,16.29,16.29,16.29,0.0,0.0,16.29,16.29,16.29,0.0,0.0
2018-11-04,16.49,16.49,16.49,0.0,0.0,16.49,16.49,16.49,0.0,0.0,16.49,16.49,16.49,0.0,0.0,16.49,16.49,16.49,0.0,0.0
2018-11-11,15.71,15.71,15.71,0.0,0.0,15.86,15.86,15.86,0.0,0.0,15.71,15.71,15.71,0.0,0.0,15.8,15.8,15.8,0.0,0.0
2018-11-18,15.3,15.3,15.3,0.0,0.0,15.3,15.3,15.3,0.0,0.0,15.16,15.16,15.16,0.0,0.0,15.16,15.16,15.16,0.0,0.0
2018-11-25,16.05,16.05,16.05,0.0,0.0,16.1,16.1,16.1,0.0,0.0,16.05,16.05,16.05,0.0,0.0,16.1,16.1,16.1,0.0,0.0
2018-12-02,15.76,15.76,15.76,0.0,0.0,15.76,15.76,15.76,0.0,0.0,15.7,15.7,15.7,0.0,0.0,15.75,15.75,15.75,0.0,0.0
2018-12-09,15.3,15.3,15.3,0.0,0.0,15.41,15.41,15.41,0.0,0.0,15.18,15.18,15.18,0.0,0.0,15.18,15.18,15.18,0.0,0.0
2018-12-16,13.76,13.76,13.76,0.0,0.0,13.76,13.76,13.76,0.0,0.0,13.18,13.18,13.18,0.0,0.0,13.24,13.24,13.24,0.0,0.0
2018-12-23,13.97,13.97,13.97,0.0,0.0,13.97,13.97,13.97,0.0,0.0,13.8,13.8,13.8,0.0,0.0,13.9,13.9,13.9,0.0,0.0
2018-12-30,14.1,14.1,14.1,0.0,0.0,14.4,14.4,14.4,0.0,0.0,14.1,14.1,14.1,0.0,0.0,14.4,14.4,14.4,0.0,0.0
2019-01-06,15.15,15.15,15.15,0.0,0.0,15.21,15.21,15.21,0.0,0.0,15.12,15.12,15.12,0.0,0.0,15.19,15.19,15.19,0.0,0.0
2019-01-13,15.59,15.59,15.59,0.0,0.0,15.72,15.72,15.72,0.0,0.0,15.59,15.59,15.59,0.0,0.0,15.72,15.72,15.72,0.0,0.0
2019-01-20,15.72,15.72,15.72,0.0,0.0,15.8,15.8,15.8,0.0,0.0,15.72,15.72,15.72,0.0,0.0,15.8,15.8,15.8,0.0,0.0
2019-01-27,16.07,16.07,16.07,0.0,0.0,16.11,16.11,16.11,0.0,0.0,16.07,16.07,16.07,0.0,0.0,16.11,16.11,16.11,0.0,0.0
2019-02-03,15.88,15.88,15.88,0.0,0.0,16.1,16.1,16.1,0.0,0.0,15.88,15.88,15.88,0.0,0.0,16.1,16.1,16.1,0.0,0.0
2019-02-10,16.54,16.54,16.54,0.0,0.0,16.54,16.54,16.54,0.0,0.0,16.46,16.46,16.46,0.0,0.0,16.49,16.49,16.49,0.0,0.0
2019-02-17,16.54,16.54,16.54,0.0,0.0,16.63,16.63,16.63,0.0,0.0,16.54,16.54,16.54,0.0,0.0,16.63,16.63,16.63,0.0,0.0
2019-02-24,16.87,16.87,16.87,0.0,0.0,16.87,16.87,16.87,0.0,0.0,16.74,16.74,16.74,0.0,0.0,16.87,16.87,16.87,0.0,0.0
2019-03-03,16.22,16.22,16.22,0.0,0.0,16.33,16.33,16.33,0.0,0.0,16.21,16.21,16.21,0.0,0.0,16.33,16.33,16.33,0.0,0.0
2019-03-10,16.93,16.93,16.93,0.0,0.0,17.0,17.0,17.0,0.0,0.0,16.93,16.93,16.93,0.0,0.0,16.95,16.95,16.95,0.0,0.0
2019-03-17,17.33,17.33,17.33,0.0,0.0,17.33,17.33,17.33,0.0,0.0,16.91,16.91,16.91,0.0,0.0,16.91,16.91,16.91,0.0,0.0
2019-03-24,17.03,17.03,17.03,0.0,0.0,17.08,17.08,17.08,0.0,0.0,17.03,17.03,17.03,0.0,0.0,17.07,17.07,17.07,0.0,0.0
2019-03-31,17.55,17.55,17.55,0.0,0.0,17.58,17.58,17.58,0.0,0.0,17.55,17.55,17.55,0.0,0.0,17.58,17.58,17.58,0.0,0.0
2019-04-07,17.76,17.76,17.76,0.0,0.0,17.76,17.76,17.76,0.0,0.0,17.76,17.76,17.76,0.0,0.0,17.76,17.76,17.76,0.0,0.0
2019-04-14,17.57,17.57,17.57,0.0,0.0,17.6,17.6,17.6,0.0,0.0,17.57,17.57,17.57,0.0,0.0,17.6,17.6,17.6,0.0,0.0
2019-04-21,18.03,18.03,18.03,0.0,0.0,18.14,18.14,18.14,0.0,0.0,18.03,18.03,18.03,0.0,0.0,18.14,18.14,18.14,0.0,0.0
2019-04-28,17.88,17.88,17.88,0.0,0.0,18.02,18.02,18.02,0.0,0.0,17.88,17.88,17.88,0.0,0.0,18.02,18.02,18.02,0.0,0.0
2019-05-05,17.13,17.13,17.13,0.0,0.0,17.43,17.43,17.43,0.0,0.0,17.13,17.13,17.13,0.0,0.0,17.43,17.43,17.43,0.0,0.0
2019-05-12,17.17,17.17,17.17,0.0,0.0,17.41,17.41,17.41,0.0,0.0,17.17,17.17,17.17,0.0,0.0,17.19,17.19,17.19,0.0,0.0
2019-05-19,16.91,16.91,16.91,0.0,0.0,16.91,16.91,16.91,0.0,0.0,16.88,16.88,16.88,0.0,0.0,16.88,16.88,16.88,0.0,0.0
2019-05-26,16.55,16.55,16.55,0.0,0.0,16.55,16.55,16.55,0.0,0.0,16.43,16.43,16.43,0.0,0.0,16.43,16.43,16.43,0.0,0.0
2019-06-02,16.7,16.7,16.7,0.0,0.0,16.99,16.99,16.99,0.0,0.0,16.7,16.7,16.7,0.0,0.0,16.99,16.99,16.99,0.0,0.0
2019-06-09,17.04,17.04,17.04,0.0,0.0,17.04,17.04,17.04,0.0,0.0,17.02,17.02,17.02,0.0,0.0,17.04,17.04,17.04,0.0,0.0
2019-06-16,17.51,17.51,17.51,0.0,0.0,17.6,17.6,17.6,0.0,0.0,17.51,17.51,17.51,0.0,0.0,17.6,17.6,17.6,0.0,0.0
2019-06-23,17.4,17.4,17.4,0.0,0.0,17.47,17.47,17.47,0.0,0.0,17.4,17.4,17.4,0.0,0.0,17.47,17.47,17.47,0.0,0.0
2019-06-30,17.78,17.78,17.78,0.0,0.0,17.87,17.87,17.87,0.0,0.0,17.78,17.78,17.78,0.0,0.0,17.87,17.87,17.87,0.0,0.0
2019-07-07,18.16,18.16,18.16,0.0,0.0,18.21,18.21,18.21,0.0,0.0,18.16,18.16,18.16,0.0,0.0,18.21,18.21,18.21,0.0,0.0
2019-07-14,18.01,18.01,18.01,0.0,0.0,18.02,18.02,18.02,0.0,0.0,17.81,17.81,17.81,0.0,0.0,17.81,17.81,17.81,0.0,0.0
2019-07-21,18.28,18.28,18.28,0.0,0.0,18.38,18.38,18.38,0.0,0.0,18.28,18.28,18.28,0.0,0.0,18.38,18.38,18.38,0.0,0.0
2019-07-28,17.34,17.34,17.34,0.0,0.0,17.34,17.34,17.34,0.0,0.0,17.34,17.34,17.34,0.0,0.0,17.34,17.34,17.34,0.0,0.0
2019-08-04,17.14,17.14,17.14,0.0,0.0,17.28,17.28,17.28,0.0,0.0,17.14,17.14,17.14,0.0,0.0,17.19,17.19,17.19,0.0,0.0
2019-08-11,16.9,16.9,16.9,0.0,0.0,16.94,16.94,16.94,0.0,0.0,16.9,16.9,16.9,0.0,0.0,16.94,16.94,16.94,0.0,0.0
2019-08-18,16.99,16.99,16.99,0.0,0.0,16.99,16.99,16.99,0.0,0.0,16.78,16.78,16.78,0.0,0.0,16.78,16.78,16.78,0.0,0.0
2019-08-25,17.15,17.15,17.15,0.0,0.0,17.15,17.15,17.15,0.0,0.0,17.0,17.0,17.0,0.0,0.0,17.11,17.11,17.11,0.0,0.0
2019-09-01,17.39,17.39,17.39,0.0,0.0,17.41,17.41,17.41,0.0,0.0,17.32,17.32,17.32,0.0,0.0,17.32,17.32,17.32,0.0,0.0
2019-09-08,17.28,17.28,17.28,0.0,0.0,17.32,17.32,17.32,0.0,0.0,17.22,17.22,17.22,0.0,0.0,17.22,17.22,17.22,0.0,0.0
2019-09-15,17.14,17.14,17.14,0.0,0.0,17.14,17.14,17.14,0.0,0.0,17.05,17.05,17.05,0.0,0.0,17.13,17.13,17.13,0.0,0.0
2019-09-22,16.92,16.92,16.92,0.0,0.0,16.92,16.92,16.92,0.0,0.0,16.71,16.71,16.71,0.0,0.0,16.71,16.71,16.71,0.0,0.0
2019-09-29,16.69,16.69,16.69,0.0,0.0,16.88,16.88,16.88,0.0,0.0,16.69,16.69,16.69,0.0,0.0,16.88,16.88,16.88,0.0,0.0
2019-10-06,17.16,17.16,17.16,0.0,0.0,17.23,17.23,17.23,0.0,0.0,17.1,17.1,17.1,0.0,0.0,17.1,17.1,17.1,0.0,0.0
2019-10-13,17.04,17.04,17.04,0.0,0.0,17.04,17.04,17.04,0.0,0.0,16.99,16.99,16.99,0.0,0.0,16.99,16.99,16.99,0.0,0.0
2019-10-20,17.13,17.13,17.13,0.0,0.0,17.2,17.2,17.2,0.0,0.0,17.13,17.13,17.13,0.0,0.0,17.2,17.2,17.2,0.0,0.0
2019-10-27,17.44,17.44,17.44,0.0,0.0,17.44,17.44,17.44,0.0,0.0,17.36,17.36,17.36,0.0,0.0,17.42,17.42,17.42,0.0,0.0
2019-11-03,17.56,17.56,17.56,0.0,0.0,17.62,17.62,17.62,0.0,0.0,17.56,17.56,17.56,0.0,0.0,17.62,17.62,17.62,0.0,0.0
2019-11-10,17.75,17.75,17.75,0.0,0.0,17.84,17.84,17.84,0.0,0.0,17.75,17.75,17.75,0.0,0.0,17.84,17.84,17.84,0.0,0.0
2019-11-17,17.95,17.95,17.95,0.0,0.0,18.0,18.0,18.0,0.0,0.0,17.95,17.95,17.95,0.0,0.0,18.0,18.0,18.0,0.0,0.0
2019-11-24,18.31,18.31,18.31,0.0,0.0,18.31,18.31,18.31,0.0,0.0,18.31,18.31,18.31,0.0,0.0,18.31,18.31,18.31,0.0,0.0
2019-12-01,18.22,18.22,18.22,0.0,0.0,18.22,18.22,18.22,0.0,0.0,18.14,18.14,18.14,0.0,0.0,18.14,18.14,18.14,0.0,0.0
2019-12-08,18.2,18.2,18.2,0.0,0.0,18.2,18.2,18.2,0.0,0.0,18.15,18.15,18.15,0.0,0.0,18.19,18.19,18.19,0.0,0.0
2019-12-15,18.54,18.54,18.54,0.0,0.0,18.54,18.54,18.54,0.0,0.0,18.51,18.51,18.51,0.0,0.0,18.51,18.51,18.51,0.0,0.0
2019-12-22,18.62,18.62,18.62,0.0,0.0,18.67,18.67,18.67,0.0,0.0,18.59,18.59,18.59,0.0,0.0,18.59,18.59,18.59,0.0,0.0
2019-12-29,18.66,18.66,18.66,0.0,0.0,18.7,18.7,18.7,0.0,0.0,18.66,18.66,18.66,0.0,0.0,18.7,18.7,18.7,0.0,0.0
2020-01-05,19.31,19.31,19.31,0.0,0.0,19.5,19.5,19.5,0.0,0.0,19.29,19.29,19.29,0.0,0.0,19.29,19.29,19.29,0.0,0.0
2020-01-12,19.66,19.66,19.66,0.0,0.0,19.7,19.7,19.7,0.0,0.0,19.66,19.66,19.66,0.0,0.0,19.7,19.7,19.7,0.0,0.0
2020-01-19,19.66,19.66,19.66,0.0,0.0,19.72,19.72,19.72,0.0,0.0,19.59,19.59,19.59,0.0,0.0,19.71,19.71,19.71,0.0,0.0
2020-01-26,19.53,19.53,19.53,0.0,0.0,19.53,19.53,19.53,0.0,0.0,19.38,19.38,19.38,0.0,0.0,19.38,19.38,19.38,0.0,0.0
2020-02-02,20.02,20.02,20.02,0.0,0.0,20.07,20.07,20.07,0.0,0.0,20.0,20.0,20.0,0.0,0.0,20.0,20.0,20.0,0.0,0.0
2020-02-09,20.67,20.67,20.67,0.0,0.0,20.69,20.69,20.69,0.0,0.0,20.66,20.66,20.66,0.0,0.0,20.66,20.66,20.66,0.0,0.0
2020-02-16,20.67,20.67,20.67,0.0,0.0,20.67,20.67,20.67,0.0,0.0,20.31,20.31,20.31,0.0,0.0,20.39,20.39,20.39,0.0,0.0
2020-02-23,17.97,17.97,17.97,0.0,0.0,18.53,18.53,18.53,0.0,0.0,17.75,17.75,17.75,0.0,0.0,18.53,18.53,18.53,0.0,0.0
2020-03-01,18.43,18.43,18.43,0.0,0.0,18.43,18.43,18.43,0.0,0.0,18.21,18.21,18.21,0.0,0.0,18.43,18.43,18.43,0.0,0.0
2020-03-08,16.54,16.54,16.54,0.0,0.0,16.54,16.54,16.54,0.0,0.0,16.54,16.54,16.54,0.0,0.0,16.54,16.54,16.54,0.0,0.0
2020-03-15,15.12,15.12,15.12,0.0,0.0,15.12,15.12,15.12,0.0,0.0,15.12,15.12,15.12,0.0,0.0,15.12,15.12,15.12,0.0,0.0
2020-03-22,16.55,16.55,16.55,0.0,0.0,16.55,16.55,16.55,0.0,0.0,16.55,16.55,16.55,0.0,0.0,16.55,16.55,16.55,0.0,0.0
2020-03-29,16.21,16.21,16.21,0.0,0.0,16.21,16.21,16.21,0.0,0.0,16.08,16.08,16.08,0.0,0.0,16.14,16.14,16.14,0.0,0.0
2020-04-05,18.1,18.1,18.1,0.0,0.0,18.1,18.1,18.1,0.0,0.0,18.0,18.0,18.0,0.0,0.0,18.03,18.03,18.03,0.0,0.0
2020-04-12,19.07,19.07,19.07,0.0,0.0,19.21,19.21,19.21,0.0,0.0,19.04,19.04,19.04,0.0,0.0,19.21,19.21,19.21,0.0,0.0
2020-04-19,18.95,18.95,18.95,0.0,0.0,19.27,19.27,19.27,0.0,0.0,18.95,18.95,18.95,0.0,0.0,19.27,19.27,19.27,0.0,0.0
2020-04-26,19.37,19.37,19.37,0.0,0.0,19.37,19.37,19.37,0.0,0.0,19.37,19.37,19.37,0.0,0.0,19.37,19.37,19.37,0.0,0.0
2020-05-03,20.14,20.14,20.14,0.0,0.0,20.14,20.14,20.14,0.0,0.0,20.14,20.14,20.14,0.0,0.0,20.14,20.14,20.14,0.0,0.0
2020-05-10,20.0,20.0,20.0,0.0,0.0,20.26,20.26,20.26,0.0,0.0,20.0,20.0,20.0,0.0,0.0,20.26,20.26,20.26,0.0,0.0
2020-05-17,20.45,20.45,20.45,0.0,0.0,20.51,20.51,20.51,0.0,0.0,20.45,20.45,20.45,0.0,0.0,20.47,20.47,20.47,0.0,0.0
2020-05-24,20.37,20.37,20.37,0.0,0.0,20.64,20.64,20.64,0.0,0.0,20.37,20.37,20.37,0.0,0.0,20.64,20.64,20.64,0.0,0.0
2020-05-31,21.03,21.03,21.03,0.0,0.0,21.03,21.03,21.03,0.0,0.0,21.03,21.03,21.03,0.0,0.0,21.03,21.03,21.03,0.0,0.0
2020-06-07,20.7,20.7,20.7,0.0,0.0,20.7,20.7,20.7,0.0,0.0,20.1,20.1,20.1,0.0,0.0,20.35,20.35,20.35,0.0,0.0
2020-06-14,21.24,21.24,21.24,0.0,0.0,21.24,21.24,21.24,0.0,0.0,21.1,21.1,21.1,0.0,0.0,21.2,21.2,21.2,0.0,0.0
2020-06-21,21.05,21.05,21.05,0.0,0.0,21.05,21.05,21.05,0.0,0.0,20.56,20.56,20.56,0.0,0.0,20.56,20.56,20.56,0.0,0.0
2020-06-28,21.66,21.66,21.66,0.0,0.0,21.66,21.66,21.66,0.0,0.0,21.66,21.66,21.66,0.0,0.0,21.66,21.66,21.66,0.0,0.0
2020-07-05,22.2,22.2,22.2,0.0,0.0,22.2,22.2,22.2,0.0,0.0,22.12,22.12,22.12,0.0,0.0,22.12,22.12,22.12,0.0,0.0
