Date,ASXStock_Open_average,ASXStock_Open_max,ASXStock_Open_min,ASXStock_Open_volatility,ASXStock_Open_change,ASXStock_High_average,ASXStock_High_max,ASXStock_High_min,ASXStock_High_volatility,ASXStock_High_change,ASXStock_Low_average,ASXStock_Low_max,ASXStock_Low_min,ASXStock_Low_volatility,ASXStock_Low_change,ASXStock_Close_average,ASXStock_Close_max,ASXStock_Close_min,ASXStock_Close_volatility,ASXStock_Close_change,ASXStock_Volume_average,ASXStock_Volume_max,ASXStock_Volume_min,ASXStock_Volume_volatility,ASXStock_Volume_change
2018-01-14,7.047499999999999,7.19,6.93,0.2600000000000007,0.2600000000000007,7.1225000000000005,7.23,6.94,0.29000000000000004,0.29000000000000004,7.0175,7.18,6.82,0.35999999999999943,0.35999999999999943,7.0675,7.22,6.85,0.3700000000000001,0.3700000000000001,1200231,1613050,956917,656133,-129943
2018-01-21,7.254,7.3,7.19,0.10999999999999943,-0.04999999999999982,7.2780000000000005,7.33,7.19,0.13999999999999968,-0.08000000000000007,7.188,7.25,7.09,0.16000000000000014,-0.07000000000000028,7.23,7.32,7.1,0.22000000000000064,-0.08000000000000007,1041100,1245647,772413,473234,-397031
2018-01-28,7.162,7.25,7.05,0.20000000000000018,-0.09999999999999964,7.212,7.25,7.18,0.07000000000000028,0.0,7.102,7.17,7.0,0.16999999999999993,-0.08000000000000007,7.142,7.2,7.06,0.14000000000000057,-0.08000000000000007,822091,1512823,485875,1026948,994749
2018-02-04,6.8,7.06,6.57,0.4899999999999993,-0.4899999999999993,6.882,7.12,6.69,0.4299999999999997,-0.4299999999999997,6.68,6.92,6.5,0.41999999999999993,-0.41999999999999993,6.766,6.98,6.55,0.4300000000000006,-0.29000000000000004,1272796,1445515,1119441,326074,183581
2018-02-11,6.776,6.89,6.69,0.1999999999999993,0.1999999999999993,6.838,6.91,6.76,0.15000000000000036,0.14000000000000057,6.7219999999999995,6.85,6.64,0.20999999999999996,0.20999999999999996,6.808,6.89,6.72,0.16999999999999993,0.14999999999999947,496865,686018,326491,359527,-239781
2018-02-18,6.8625,6.91,6.84,0.07000000000000028,-0.009999999999999787,6.8975,6.95,6.85,0.10000000000000053,0.04999999999999982,6.8125,6.88,6.78,0.09999999999999964,0.02999999999999936,6.865,6.91,6.8,0.11000000000000032,0.04999999999999982,544269,683442,446518,236924,-236924
2018-02-25,6.904,6.95,6.87,0.08000000000000007,0.019999999999999574,6.952,7.06,6.88,0.17999999999999972,0.1299999999999999,6.842,6.88,6.8,0.08000000000000007,0.03000000000000025,6.91,7.06,6.82,0.23999999999999932,0.14999999999999947,731279,1022001,485982,536019,305190
2018-03-04,7.176,7.37,6.96,0.41000000000000014,0.41000000000000014,7.2620000000000005,7.51,7.07,0.4399999999999995,0.4399999999999995,7.162,7.37,6.95,0.41999999999999993,0.41999999999999993,7.236,7.48,7.03,0.4500000000000002,0.4500000000000002,1028973,2048404,722084,1326320,1256791
2018-03-11,7.376,7.5,7.28,0.21999999999999975,-0.21999999999999975,7.398,7.52,7.29,0.22999999999999954,-0.22999999999999954,7.296,7.46,7.19,0.2699999999999996,-0.2699999999999996,7.319999999999999,7.47,7.22,0.25,-0.25,951111,1507471,674425,833046,-782377
2018-03-18,7.2620000000000005,7.37,7.2,0.16999999999999993,0.010000000000000675,7.288,7.42,7.23,0.1899999999999995,-0.019999999999999574,7.198,7.36,7.11,0.25,-0.04999999999999982,7.23,7.38,7.12,0.2599999999999998,-0.08999999999999986,808528,1113481,634044,479437,106634
2018-03-25,7.265,7.31,7.2,0.10999999999999943,0.0699999999999994,7.3425,7.41,7.26,0.15000000000000036,0.040000000000000036,7.2075,7.28,7.14,0.14000000000000057,0.09000000000000075,7.2524999999999995,7.3,7.19,0.10999999999999943,0.0,1309955,2370835,514468,1856367,274066
2018-04-01,7.1499999999999995,7.24,7.06,0.1800000000000006,-0.14000000000000057,7.18,7.24,7.14,0.10000000000000053,-0.10000000000000053,7.074,7.12,7.02,0.10000000000000053,-0.10000000000000053,7.116,7.15,7.05,0.10000000000000053,-0.08000000000000007,580532,652656,508219,144437,-12232
2018-04-08,7.226,7.41,7.15,0.2599999999999998,0.23000000000000043,7.284,7.47,7.21,0.2599999999999998,0.25,7.188,7.41,7.1,0.3100000000000005,0.3100000000000005,7.24,7.44,7.1,0.34000000000000075,0.34000000000000075,812390,1120543,631950,488593,452269
2018-04-15,6.644,7.56,6.03,1.5299999999999994,-1.5299999999999994,7.114,8.0,6.13,1.87,0.3200000000000003,6.6,7.56,5.96,1.5999999999999996,-1.5999999999999996,6.6899999999999995,7.63,6.04,1.5899999999999999,-1.5899999999999999,430022,973726,36755,936971,-894100
