Date,iShares Global Clean EnergyEtf_Open_average,iShares Global Clean EnergyEtf_Open_max,iShares Global Clean EnergyEtf_Open_min,iShares Global Clean EnergyEtf_Open_volatility,iShares Global Clean EnergyEtf_Open_change,iShares Global Clean EnergyEtf_High_average,iShares Global Clean EnergyEtf_High_max,iShares Global Clean EnergyEtf_High_min,iShares Global Clean EnergyEtf_High_volatility,iShares Global Clean EnergyEtf_High_change,iShares Global Clean EnergyEtf_Low_average,iShares Global Clean EnergyEtf_Low_max,iShares Global Clean EnergyEtf_Low_min,iShares Global Clean EnergyEtf_Low_volatility,iShares Global Clean EnergyEtf_Low_change,iShares Global Clean EnergyEtf_Close_average,iShares Global Clean EnergyEtf_Close_max,iShares Global Clean EnergyEtf_Close_min,iShares Global Clean EnergyEtf_Close_volatility,iShares Global Clean EnergyEtf_Close_change
2018-06-17,8.96,8.96,8.96,0.0,0.0,8.98,8.98,8.98,0.0,0.0,8.95,8.95,8.95,0.0,0.0,8.95,8.95,8.95,0.0,0.0
2018-06-24,8.74,8.74,8.74,0.0,0.0,8.75,8.75,8.75,0.0,0.0,8.72,8.72,8.72,0.0,0.0,8.73,8.73,8.73,0.0,0.0
2018-07-01,8.77,8.77,8.77,0.0,0.0,8.9,8.9,8.9,0.0,0.0,8.77,8.77,8.77,0.0,0.0,8.88,8.88,8.88,0.0,0.0
2018-07-08,8.92,8.92,8.92,0.0,0.0,8.94,8.94,8.94,0.0,0.0,8.84,8.84,8.84,0.0,0.0,8.92,8.92,8.92,0.0,0.0
2018-07-15,8.93,8.93,8.93,0.0,0.0,8.99,8.99,8.99,0.0,0.0,8.9,8.9,8.9,0.0,0.0,8.95,8.95,8.95,0.0,0.0
2018-07-22,9.13,9.13,9.13,0.0,0.0,9.15,9.15,9.15,0.0,0.0,9.08,9.08,9.08,0.0,0.0,9.1,9.1,9.1,0.0,0.0
2018-07-29,9.02,9.02,9.02,0.0,0.0,9.02,9.02,9.02,0.0,0.0,8.95,8.95,8.95,0.0,0.0,8.97,8.97,8.97,0.0,0.0
2018-08-05,8.81,8.81,8.81,0.0,0.0,8.81,8.81,8.81,0.0,0.0,8.74,8.74,8.74,0.0,0.0,8.74,8.74,8.74,0.0,0.0
2018-08-12,8.46,8.46,8.46,0.0,0.0,8.55,8.55,8.55,0.0,0.0,8.44,8.44,8.44,0.0,0.0,8.53,8.53,8.53,0.0,0.0
2018-08-19,8.69,8.69,8.69,0.0,0.0,8.73,8.73,8.73,0.0,0.0,8.65,8.65,8.65,0.0,0.0,8.69,8.69,8.69,0.0,0.0
2018-08-26,8.65,8.65,8.65,0.0,0.0,8.72,8.72,8.72,0.0,0.0,8.65,8.65,8.65,0.0,0.0,8.72,8.72,8.72,0.0,0.0
2018-09-02,8.51,8.51,8.51,0.0,0.0,8.54,8.54,8.54,0.0,0.0,8.48,8.48,8.48,0.0,0.0,8.49,8.49,8.49,0.0,0.0
2018-09-09,8.49,8.49,8.49,0.0,0.0,8.54,8.54,8.54,0.0,0.0,8.45,8.45,8.45,0.0,0.0,8.47,8.47,8.47,0.0,0.0
2018-09-16,8.75,8.75,8.75,0.0,0.0,8.81,8.81,8.81,0.0,0.0,8.74,8.74,8.74,0.0,0.0,8.74,8.74,8.74,0.0,0.0
2018-09-23,8.65,8.65,8.65,0.0,0.0,8.65,8.65,8.65,0.0,0.0,8.55,8.55,8.55,0.0,0.0,8.6,8.6,8.6,0.0,0.0
2018-09-30,8.47,8.47,8.47,0.0,0.0,8.55,8.55,8.55,0.0,0.0,8.4,8.4,8.4,0.0,0.0,8.43,8.43,8.43,0.0,0.0
2018-10-07,8.21,8.21,8.21,0.0,0.0,8.32,8.32,8.32,0.0,0.0,8.21,8.21,8.21,0.0,0.0,8.3,8.3,8.3,0.0,0.0
2018-10-14,8.3,8.3,8.3,0.0,0.0,8.41,8.41,8.41,0.0,0.0,8.3,8.3,8.3,0.0,0.0,8.36,8.36,8.36,0.0,0.0
2018-10-21,8.06,8.06,8.06,0.0,0.0,8.14,8.14,8.14,0.0,0.0,7.98,7.98,7.98,0.0,0.0,8.08,8.08,8.08,0.0,0.0
2018-10-28,8.42,8.42,8.42,0.0,0.0,8.43,8.43,8.43,0.0,0.0,8.26,8.26,8.26,0.0,0.0,8.34,8.34,8.34,0.0,0.0
2018-11-04,8.7,8.7,8.7,0.0,0.0,8.7,8.7,8.7,0.0,0.0,8.6,8.6,8.6,0.0,0.0,8.65,8.65,8.65,0.0,0.0
2018-11-11,8.64,8.64,8.64,0.0,0.0,8.74,8.74,8.74,0.0,0.0,8.62,8.62,8.62,0.0,0.0,8.72,8.72,8.72,0.0,0.0
2018-11-18,8.6,8.6,8.6,0.0,0.0,8.65,8.65,8.65,0.0,0.0,8.57,8.57,8.57,0.0,0.0,8.64,8.64,8.64,0.0,0.0
2018-11-25,8.94,8.94,8.94,0.0,0.0,9.0,9.0,9.0,0.0,0.0,8.92,8.92,8.92,0.0,0.0,8.99,8.99,8.99,0.0,0.0
2018-12-02,8.91,8.91,8.91,0.0,0.0,8.94,8.94,8.94,0.0,0.0,8.72,8.72,8.72,0.0,0.0,8.72,8.72,8.72,0.0,0.0
2018-12-09,8.8,8.8,8.8,0.0,0.0,8.81,8.81,8.81,0.0,0.0,8.72,8.72,8.72,0.0,0.0,8.76,8.76,8.76,0.0,0.0
2018-12-16,8.2,8.2,8.2,0.0,0.0,8.25,8.25,8.25,0.0,0.0,8.03,8.03,8.03,0.0,0.0,8.03,8.03,8.03,0.0,0.0
2018-12-23,8.27,8.27,8.27,0.0,0.0,8.33,8.33,8.33,0.0,0.0,8.2,8.2,8.2,0.0,0.0,8.23,8.23,8.23,0.0,0.0
2018-12-30,8.35,8.35,8.35,0.0,0.0,8.5,8.5,8.5,0.0,0.0,8.32,8.32,8.32,0.0,0.0,8.5,8.5,8.5,0.0,0.0
2019-01-06,8.85,8.85,8.85,0.0,0.0,8.89,8.89,8.89,0.0,0.0,8.8,8.8,8.8,0.0,0.0,8.89,8.89,8.89,0.0,0.0
2019-01-13,9.0,9.0,9.0,0.0,0.0,9.0,9.0,9.0,0.0,0.0,8.95,8.95,8.95,0.0,0.0,8.95,8.95,8.95,0.0,0.0
2019-01-20,9.21,9.21,9.21,0.0,0.0,9.25,9.25,9.25,0.0,0.0,9.17,9.17,9.17,0.0,0.0,9.21,9.21,9.21,0.0,0.0
2019-01-27,9.56,9.56,9.56,0.0,0.0,9.56,9.56,9.56,0.0,0.0,9.45,9.45,9.45,0.0,0.0,9.5,9.5,9.5,0.0,0.0
2019-02-03,9.33,9.33,9.33,0.0,0.0,9.4,9.4,9.4,0.0,0.0,9.33,9.33,9.33,0.0,0.0,9.38,9.38,9.38,0.0,0.0
2019-02-10,9.66,9.66,9.66,0.0,0.0,9.66,9.66,9.66,0.0,0.0,9.59,9.59,9.59,0.0,0.0,9.6,9.6,9.6,0.0,0.0
2019-02-17,9.73,9.73,9.73,0.0,0.0,9.79,9.79,9.79,0.0,0.0,9.69,9.69,9.69,0.0,0.0,9.77,9.77,9.77,0.0,0.0
2019-02-24,9.75,9.75,9.75,0.0,0.0,9.75,9.75,9.75,0.0,0.0,9.65,9.65,9.65,0.0,0.0,9.69,9.69,9.69,0.0,0.0
2019-03-03,9.44,9.44,9.44,0.0,0.0,9.5,9.5,9.5,0.0,0.0,9.4,9.4,9.4,0.0,0.0,9.5,9.5,9.5,0.0,0.0
2019-03-10,9.86,9.86,9.86,0.0,0.0,9.86,9.86,9.86,0.0,0.0,9.79,9.79,9.79,0.0,0.0,9.83,9.83,9.83,0.0,0.0
2019-03-17,9.81,9.81,9.81,0.0,0.0,9.81,9.81,9.81,0.0,0.0,9.61,9.61,9.61,0.0,0.0,9.64,9.64,9.64,0.0,0.0
2019-03-24,9.73,9.73,9.73,0.0,0.0,9.79,9.79,9.79,0.0,0.0,9.73,9.73,9.73,0.0,0.0,9.76,9.76,9.76,0.0,0.0
2019-03-31,10.0,10.0,10.0,0.0,0.0,10.1,10.1,10.1,0.0,0.0,9.99,9.99,9.99,0.0,0.0,10.1,10.1,10.1,0.0,0.0
2019-04-07,10.05,10.05,10.05,0.0,0.0,10.05,10.05,10.05,0.0,0.0,10.0,10.0,10.0,0.0,0.0,10.02,10.02,10.02,0.0,0.0
2019-04-14,10.11,10.11,10.11,0.0,0.0,10.12,10.12,10.12,0.0,0.0,10.07,10.07,10.07,0.0,0.0,10.1,10.1,10.1,0.0,0.0
2019-04-21,10.11,10.11,10.11,0.0,0.0,10.14,10.14,10.14,0.0,0.0,10.07,10.07,10.07,0.0,0.0,10.12,10.12,10.12,0.0,0.0
2019-04-28,10.13,10.13,10.13,0.0,0.0,10.22,10.22,10.22,0.0,0.0,10.13,10.13,10.13,0.0,0.0,10.22,10.22,10.22,0.0,0.0
2019-05-05,9.99,9.99,9.99,0.0,0.0,10.08,10.08,10.08,0.0,0.0,9.94,9.94,9.94,0.0,0.0,10.08,10.08,10.08,0.0,0.0
2019-05-12,9.95,9.95,9.95,0.0,0.0,9.96,9.96,9.96,0.0,0.0,9.87,9.87,9.87,0.0,0.0,9.88,9.88,9.88,0.0,0.0
2019-05-19,9.92,9.92,9.92,0.0,0.0,9.97,9.97,9.97,0.0,0.0,9.9,9.9,9.9,0.0,0.0,9.9,9.9,9.9,0.0,0.0
2019-05-26,9.95,9.95,9.95,0.0,0.0,10.02,10.02,10.02,0.0,0.0,9.92,9.92,9.92,0.0,0.0,9.99,9.99,9.99,0.0,0.0
2019-06-02,10.35,10.35,10.35,0.0,0.0,10.44,10.44,10.44,0.0,0.0,10.3,10.3,10.3,0.0,0.0,10.41,10.41,10.41,0.0,0.0
2019-06-09,10.44,10.44,10.44,0.0,0.0,10.48,10.48,10.48,0.0,0.0,10.37,10.37,10.37,0.0,0.0,10.42,10.42,10.42,0.0,0.0
2019-06-16,10.61,10.61,10.61,0.0,0.0,10.62,10.62,10.62,0.0,0.0,10.57,10.57,10.57,0.0,0.0,10.61,10.61,10.61,0.0,0.0
2019-06-23,10.61,10.61,10.61,0.0,0.0,10.65,10.65,10.65,0.0,0.0,10.6,10.6,10.6,0.0,0.0,10.64,10.64,10.64,0.0,0.0
2019-06-30,10.77,10.77,10.77,0.0,0.0,10.85,10.85,10.85,0.0,0.0,10.7,10.7,10.7,0.0,0.0,10.85,10.85,10.85,0.0,0.0
2019-07-07,10.79,10.79,10.79,0.0,0.0,10.81,10.81,10.81,0.0,0.0,10.75,10.75,10.75,0.0,0.0,10.78,10.78,10.78,0.0,0.0
2019-07-14,10.87,10.87,10.87,0.0,0.0,10.87,10.87,10.87,0.0,0.0,10.8,10.8,10.8,0.0,0.0,10.8,10.8,10.8,0.0,0.0
2019-07-21,10.75,10.75,10.75,0.0,0.0,10.75,10.75,10.75,0.0,0.0,10.68,10.68,10.68,0.0,0.0,10.74,10.74,10.74,0.0,0.0
2019-07-28,10.79,10.79,10.79,0.0,0.0,10.79,10.79,10.79,0.0,0.0,10.68,10.68,10.68,0.0,0.0,10.77,10.77,10.77,0.0,0.0
2019-08-04,10.94,10.94,10.94,0.0,0.0,11.0,11.0,11.0,0.0,0.0,10.89,10.89,10.89,0.0,0.0,10.94,10.94,10.94,0.0,0.0
2019-08-11,10.64,10.64,10.64,0.0,0.0,10.79,10.79,10.79,0.0,0.0,10.64,10.64,10.64,0.0,0.0,10.78,10.78,10.78,0.0,0.0
2019-08-18,10.8,10.8,10.8,0.0,0.0,10.96,10.96,10.96,0.0,0.0,10.69,10.69,10.69,0.0,0.0,10.69,10.69,10.69,0.0,0.0
2019-08-25,10.93,10.93,10.93,0.0,0.0,10.98,10.98,10.98,0.0,0.0,10.83,10.83,10.83,0.0,0.0,10.87,10.87,10.87,0.0,0.0
2019-09-01,11.12,11.12,11.12,0.0,0.0,11.12,11.12,11.12,0.0,0.0,11.0,11.0,11.0,0.0,0.0,11.0,11.0,11.0,0.0,0.0
2019-09-08,11.01,11.01,11.01,0.0,0.0,11.03,11.03,11.03,0.0,0.0,11.0,11.0,11.0,0.0,0.0,11.02,11.02,11.02,0.0,0.0
2019-09-15,11.4,11.4,11.4,0.0,0.0,11.4,11.4,11.4,0.0,0.0,11.26,11.26,11.26,0.0,0.0,11.38,11.38,11.38,0.0,0.0
2019-09-22,11.03,11.03,11.03,0.0,0.0,11.04,11.04,11.04,0.0,0.0,10.8,10.8,10.8,0.0,0.0,10.83,10.83,10.83,0.0,0.0
2019-09-29,10.86,10.86,10.86,0.0,0.0,11.05,11.05,11.05,0.0,0.0,10.84,10.84,10.84,0.0,0.0,11.05,11.05,11.05,0.0,0.0
2019-10-06,11.1,11.1,11.1,0.0,0.0,11.15,11.15,11.15,0.0,0.0,11.04,11.04,11.04,0.0,0.0,11.04,11.04,11.04,0.0,0.0
2019-10-13,10.96,10.96,10.96,0.0,0.0,10.98,10.98,10.98,0.0,0.0,10.87,10.87,10.87,0.0,0.0,10.95,10.95,10.95,0.0,0.0
2019-10-20,10.87,10.87,10.87,0.0,0.0,10.87,10.87,10.87,0.0,0.0,10.73,10.73,10.73,0.0,0.0,10.83,10.83,10.83,0.0,0.0
2019-10-27,10.7,10.7,10.7,0.0,0.0,10.74,10.74,10.74,0.0,0.0,10.69,10.69,10.69,0.0,0.0,10.7,10.7,10.7,0.0,0.0
2019-11-03,10.6,10.6,10.6,0.0,0.0,10.6,10.6,10.6,0.0,0.0,10.55,10.55,10.55,0.0,0.0,10.59,10.59,10.59,0.0,0.0
2019-11-10,10.7,10.7,10.7,0.0,0.0,10.75,10.75,10.75,0.0,0.0,10.7,10.7,10.7,0.0,0.0,10.75,10.75,10.75,0.0,0.0
2019-11-17,10.6,10.6,10.6,0.0,0.0,10.66,10.66,10.66,0.0,0.0,10.57,10.57,10.57,0.0,0.0,10.6,10.6,10.6,0.0,0.0
2019-11-24,10.99,10.99,10.99,0.0,0.0,11.03,11.03,11.03,0.0,0.0,10.95,10.95,10.95,0.0,0.0,11.01,11.01,11.01,0.0,0.0
2019-12-01,11.16,11.16,11.16,0.0,0.0,11.22,11.22,11.22,0.0,0.0,11.14,11.14,11.14,0.0,0.0,11.22,11.22,11.22,0.0,0.0
2019-12-08,11.39,11.39,11.39,0.0,0.0,11.45,11.45,11.45,0.0,0.0,11.34,11.34,11.34,0.0,0.0,11.38,11.38,11.38,0.0,0.0
2019-12-15,11.5,11.5,11.5,0.0,0.0,11.7,11.7,11.7,0.0,0.0,11.5,11.5,11.5,0.0,0.0,11.62,11.62,11.62,0.0,0.0
2019-12-22,11.87,11.87,11.87,0.0,0.0,11.87,11.87,11.87,0.0,0.0,11.76,11.76,11.76,0.0,0.0,11.77,11.77,11.77,0.0,0.0
2019-12-29,11.89,11.89,11.89,0.0,0.0,11.96,11.96,11.96,0.0,0.0,11.84,11.84,11.84,0.0,0.0,11.87,11.87,11.87,0.0,0.0
2020-01-05,11.98,11.98,11.98,0.0,0.0,12.04,12.04,12.04,0.0,0.0,11.95,11.95,11.95,0.0,0.0,11.95,11.95,11.95,0.0,0.0
2020-01-12,12.43,12.43,12.43,0.0,0.0,12.49,12.49,12.49,0.0,0.0,12.4,12.4,12.4,0.0,0.0,12.49,12.49,12.49,0.0,0.0
2020-01-19,12.5,12.5,12.5,0.0,0.0,12.52,12.52,12.52,0.0,0.0,12.37,12.37,12.37,0.0,0.0,12.43,12.43,12.43,0.0,0.0
2020-01-26,12.28,12.28,12.28,0.0,0.0,12.3,12.3,12.3,0.0,0.0,12.09,12.09,12.09,0.0,0.0,12.12,12.12,12.12,0.0,0.0
2020-02-02,12.83,12.83,12.83,0.0,0.0,12.83,12.83,12.83,0.0,0.0,12.71,12.71,12.71,0.0,0.0,12.76,12.76,12.76,0.0,0.0
2020-02-09,13.36,13.36,13.36,0.0,0.0,13.37,13.37,13.37,0.0,0.0,13.3,13.3,13.3,0.0,0.0,13.34,13.34,13.34,0.0,0.0
2020-02-16,14.1,14.1,14.1,0.0,0.0,14.14,14.14,14.14,0.0,0.0,13.97,13.97,13.97,0.0,0.0,14.11,14.11,14.11,0.0,0.0
2020-02-23,12.1,12.1,12.1,0.0,0.0,12.56,12.56,12.56,0.0,0.0,12.0,12.0,12.0,0.0,0.0,12.56,12.56,12.56,0.0,0.0
2020-03-01,12.77,12.77,12.77,0.0,0.0,12.87,12.87,12.87,0.0,0.0,12.51,12.51,12.51,0.0,0.0,12.74,12.74,12.74,0.0,0.0
2020-03-08,10.2,10.2,10.2,0.0,0.0,10.43,10.43,10.43,0.0,0.0,9.46,9.46,9.46,0.0,0.0,9.96,9.96,9.96,0.0,0.0
2020-03-15,8.8,8.8,8.8,0.0,0.0,9.19,9.19,9.19,0.0,0.0,8.59,8.59,8.59,0.0,0.0,8.69,8.69,8.69,0.0,0.0
2020-03-22,9.64,9.64,9.64,0.0,0.0,9.76,9.76,9.76,0.0,0.0,9.41,9.41,9.41,0.0,0.0,9.49,9.49,9.49,0.0,0.0
2020-03-29,9.34,9.34,9.34,0.0,0.0,9.43,9.43,9.43,0.0,0.0,9.12,9.12,9.12,0.0,0.0,9.2,9.2,9.2,0.0,0.0
2020-04-05,10.46,10.46,10.46,0.0,0.0,10.65,10.65,10.65,0.0,0.0,10.34,10.34,10.34,0.0,0.0,10.51,10.51,10.51,0.0,0.0
2020-04-12,10.49,10.49,10.49,0.0,0.0,10.63,10.63,10.63,0.0,0.0,10.43,10.43,10.43,0.0,0.0,10.52,10.52,10.52,0.0,0.0
2020-04-19,10.34,10.34,10.34,0.0,0.0,10.35,10.35,10.35,0.0,0.0,10.06,10.06,10.06,0.0,0.0,10.19,10.19,10.19,0.0,0.0
2020-04-26,10.57,10.57,10.57,0.0,0.0,10.57,10.57,10.57,0.0,0.0,10.27,10.27,10.27,0.0,0.0,10.39,10.39,10.39,0.0,0.0
2020-05-03,11.0,11.0,11.0,0.0,0.0,11.13,11.13,11.13,0.0,0.0,10.93,10.93,10.93,0.0,0.0,11.13,11.13,11.13,0.0,0.0
2020-05-10,10.73,10.73,10.73,0.0,0.0,10.85,10.85,10.85,0.0,0.0,10.69,10.69,10.69,0.0,0.0,10.79,10.79,10.79,0.0,0.0
2020-05-17,11.38,11.38,11.38,0.0,0.0,11.41,11.41,11.41,0.0,0.0,11.3,11.3,11.3,0.0,0.0,11.33,11.33,11.33,0.0,0.0
2020-05-24,11.75,11.75,11.75,0.0,0.0,11.94,11.94,11.94,0.0,0.0,11.71,11.71,11.71,0.0,0.0,11.92,11.92,11.92,0.0,0.0
2020-05-31,12.64,12.64,12.64,0.0,0.0,12.76,12.76,12.76,0.0,0.0,12.59,12.59,12.59,0.0,0.0,12.59,12.59,12.59,0.0,0.0
2020-06-07,12.19,12.19,12.19,0.0,0.0,12.26,12.26,12.26,0.0,0.0,11.85,11.85,11.85,0.0,0.0,12.08,12.08,12.08,0.0,0.0
2020-06-14,12.43,12.43,12.43,0.0,0.0,12.51,12.51,12.51,0.0,0.0,12.28,12.28,12.28,0.0,0.0,12.29,12.29,12.29,0.0,0.0
2020-06-21,12.35,12.35,12.35,0.0,0.0,12.38,12.38,12.38,0.0,0.0,12.0,12.0,12.0,0.0,0.0,12.01,12.01,12.01,0.0,0.0
2020-06-28,12.94,12.94,12.94,0.0,0.0,12.99,12.99,12.99,0.0,0.0,12.81,12.81,12.81,0.0,0.0,12.86,12.86,12.86,0.0,0.0
2020-07-05,13.24,13.24,13.24,0.0,0.0,13.43,13.43,13.43,0.0,0.0,13.22,13.22,13.22,0.0,0.0,13.31,13.31,13.31,0.0,0.0
