Date,BDXStock_Open_average,BDXStock_Open_max,BDXStock_Open_min,BDXStock_Open_volatility,BDXStock_Open_change,BDXStock_High_average,BDXStock_High_max,BDXStock_High_min,BDXStock_High_volatility,BDXStock_High_change,BDXStock_Low_average,BDXStock_Low_max,BDXStock_Low_min,BDXStock_Low_volatility,BDXStock_Low_change,BDXStock_Close_average,BDXStock_Close_max,BDXStock_Close_min,BDXStock_Close_volatility,BDXStock_Close_change,BDXStock_Volume_average,BDXStock_Volume_max,BDXStock_Volume_min,BDXStock_Volume_volatility,BDXStock_Volume_change
2018-01-14,230.9675,234.5,227.98,6.52000000000001,6.52000000000001,232.1375,234.7,230.12,4.579999999999984,4.579999999999984,228.755,232.55,226.62,5.930000000000007,5.930000000000007,231.635,234.51,228.54,5.969999999999999,5.969999999999999,1496377,1746180,1104769,641411,-277648
2018-01-21,238.036,244.3,234.07,10.230000000000018,10.230000000000018,240.732,246.32,236.74,9.579999999999984,9.579999999999984,236.45,240.31,233.26,7.050000000000011,7.050000000000011,239.738,246.28,234.71,11.569999999999993,9.569999999999993,1331732,1601293,1029260,572033,276984
2018-01-28,242.96200000000002,246.3,240.56,5.740000000000009,-5.740000000000009,244.568,248.39,241.43,6.9599999999999795,-6.9599999999999795,240.79,244.29,236.69,7.599999999999994,-7.599999999999994,242.0,244.93,237.11,7.819999999999993,-7.819999999999993,1303943,1524867,1117976,406891,59499
2018-02-04,223.432,237.75,212.59,25.159999999999997,-25.159999999999997,228.308,237.76,218.82,18.939999999999998,-18.939999999999998,216.38,224.82,209.91,14.909999999999997,-14.909999999999997,220.56799999999998,227.52,211.44,16.080000000000013,-7.680000000000007,2508915,3057432,1840676,1216756,189643
2018-02-11,218.778,221.66,214.42,7.240000000000009,2.490000000000009,221.14000000000001,224.85,216.99,7.859999999999985,4.599999999999994,217.038,221.28,213.37,7.909999999999997,3.6200000000000045,219.924,222.87,215.4,7.469999999999999,3.980000000000018,1487132,2318086,981599,1336487,-1336487
2018-02-18,220.66,223.27,219.42,3.8500000000000227,-3.8500000000000227,222.1075,223.35,220.39,2.960000000000008,-2.880000000000024,218.14749999999998,218.72,217.48,1.240000000000009,-1.240000000000009,219.295,220.34,218.32,2.0200000000000102,0.5200000000000102,918992,1120081,729187,390894,-390894
2018-02-25,222.14600000000002,225.61,216.62,8.990000000000009,-4.969999999999999,224.41,228.34,218.73,9.610000000000014,-6.5400000000000205,219.946,225.05,215.47,9.580000000000013,-4.930000000000007,221.574,225.05,217.65,7.400000000000006,-7.3799999999999955,1277279,1542365,1014101,528264,-191702
2018-03-04,218.78799999999998,224.46,215.64,8.820000000000022,7.460000000000008,221.716,227.25,218.41,8.840000000000003,8.840000000000003,217.504,222.49,215.26,7.230000000000018,7.230000000000018,220.578,226.12,216.96,9.159999999999997,8.849999999999994,1368984,1777742,1012316,765426,-315878
2018-03-11,225.48,227.5,223.97,3.530000000000001,-3.1100000000000136,226.166,227.8,224.93,2.8700000000000045,-2.8000000000000114,223.434,225.24,222.17,3.0700000000000216,-2.0400000000000205,224.058,225.5,223.27,2.2299999999999898,-2.2299999999999898,1136007,1451411,895359,556052,388322
2018-03-18,219.09,223.21,214.14,9.070000000000022,-9.070000000000022,219.964,223.55,215.21,8.340000000000003,-8.340000000000003,215.694,218.95,210.39,8.560000000000002,-7.680000000000007,216.356,219.9,210.6,9.300000000000011,-8.930000000000007,1082834,1762589,716451,1046138,600696
