Date,MOSYStock_Open_average,MOSYStock_Open_max,MOSYStock_Open_min,MOSYStock_Open_volatility,MOSYStock_Open_change,MOSYStock_High_average,MOSYStock_High_max,MOSYStock_High_min,MOSYStock_High_volatility,MOSYStock_High_change,MOSYStock_Low_average,MOSYStock_Low_max,MOSYStock_Low_min,MOSYStock_Low_volatility,MOSYStock_Low_change,MOSYStock_Close_average,MOSYStock_Close_max,MOSYStock_Close_min,MOSYStock_Close_volatility,MOSYStock_Close_change,MOSYStock_Volume_average,MOSYStock_Volume_max,MOSYStock_Volume_min,MOSYStock_Volume_volatility,MOSYStock_Volume_change
2018-03-25,24.6,26.6,23.2,3.400000000000002,-3.400000000000002,25.342,27.401999999999997,24.18,3.2219999999999978,-3.2159999999999975,23.200499999999998,23.6,22.601999999999997,0.9980000000000047,-0.9980000000000047,23.9,25.0,23.2,1.8000000000000007,-1.1999999999999993,10019,16724,6157,10567,-10567
2018-04-01,23.76,23.8,23.6,0.1999999999999993,-0.1999999999999993,24.5072,25.58,23.98,1.5999999999999979,-0.21999999999999886,23.12,23.6,22.8,0.8000000000000007,0.3999999999999986,23.838,24.4,23.2,1.1999999999999993,-0.389999999999997,9669,20929,3747,17182,-6367
2018-04-08,24.400000000000002,25.0,23.8,1.1999999999999993,1.0,25.29,26.59,23.96,2.629999999999999,2.629999999999999,23.8532,24.5,23.068,1.4319999999999986,1.4319999999999986,24.8,26.0,23.6,2.3999999999999986,2.3999999999999986,6667,16081,3400,12681,12681
2018-04-15,26.04,26.8,25.0,1.8000000000000007,-1.1999999999999993,26.796,28.4,25.6,2.799999999999997,-2.799999999999997,25.56,26.2,25.0,1.1999999999999993,-1.1999999999999993,25.88,26.6,25.0,1.6000000000000014,-1.0,5457,11427,1148,10279,-10279
2018-04-22,26.28,27.8,25.4,2.400000000000002,2.400000000000002,27.270799999999998,28.4,26.4,2.0,2.0,25.8,27.0,25.2,1.8000000000000007,1.6000000000000014,26.323999999999998,27.4,25.4,2.0,1.3999999999999986,10820,15926,6176,9750,1764
2018-04-29,27.52,29.0,26.0,3.0,1.8000000000000007,29.436799999999998,32.4,27.398000000000003,5.001999999999995,5.001999999999995,27.32,29.0,26.0,3.0,2.8000000000000007,28.394,30.97,26.2,4.77,4.77,16985,32205,2942,29263,24169
2018-05-06,33.7672,43.636,29.2,14.436000000000003,11.636000000000003,35.1064,44.6,30.388,14.212,9.800000000000004,30.4844,36.4,28.0,8.399999999999999,4.799999999999997,31.88,37.4,29.0,8.399999999999999,4.0,107718,376476,14013,362463,341624
2018-05-13,38.88,40.2,37.8,2.4000000000000057,1.2000000000000028,40.72,42.4,39.6,2.799999999999997,-2.799999999999997,36.88,38.2,33.4,4.800000000000004,4.800000000000004,39.44,40.8,38.4,2.3999999999999986,-1.5999999999999943,44683,125225,9859,115366,-115366
2018-05-20,38.44,40.0,35.0,5.0,-4.399999999999999,38.879999999999995,40.8,35.0,5.799999999999997,-5.799999999999997,36.804,38.82,33.4,5.420000000000002,-5.420000000000002,38.1472,40.0,34.4,5.600000000000001,-4.936,20315,33481,14525,18956,17581
2018-05-27,35.55,37.4,34.0,3.3999999999999986,1.0,36.9495,37.798,36.0,1.7980000000000018,-1.7980000000000018,34.2505,35.402,33.2,2.201999999999998,0.3999999999999986,35.8,37.0,34.8,2.200000000000003,-1.2000000000000028,11990,18700,6227,12473,-12473
2018-06-03,34.92,35.8,33.6,2.1999999999999957,-2.1999999999999957,35.4304,36.4,34.152,2.2479999999999976,-1.847999999999999,34.0,34.6,33.0,1.6000000000000014,-1.2000000000000028,34.64,35.8,33.6,2.1999999999999957,-2.1999999999999957,7964,11371,5580,5791,-3584
2018-06-10,33.56,34.4,32.2,2.1999999999999957,0.20000000000000284,34.44,35.0,33.6,1.3999999999999986,0.7999999999999972,32.84,33.6,32.2,1.3999999999999986,0.6000000000000014,33.8808,34.8,32.6,2.1999999999999957,2.1999999999999957,6800,13501,2399,11102,-11102
2018-06-17,34.28,36.0,33.2,2.799999999999997,1.6000000000000014,35.284,36.2,34.6,1.6000000000000014,1.220000000000006,33.6528,34.6,33.2,1.3999999999999986,1.2000000000000028,34.4096,35.8,33.4,2.3999999999999986,1.2000000000000028,5937,15357,1798,13559,5439
2018-06-24,34.36,35.2,33.8,1.4000000000000057,-1.0,35.1064,35.504,34.828,0.6759999999999948,-0.20000000000000284,33.6104,34.0,33.02,0.9799999999999969,0.20000000000000284,34.3752,35.0,33.876,1.1240000000000023,0.20000000000000284,3093,4367,1342,3025,-3025
2018-07-01,35.0,36.2,34.4,1.8000000000000043,1.4000000000000057,35.876999999999995,37.8,34.708,3.0919999999999987,2.799999999999997,34.323,35.6,33.6,2.0,2.0,35.35,36.6,34.2,2.3999999999999986,2.0,5907,11488,1649,9839,7940
2018-07-08,37.84,38.6,37.0,1.6000000000000014,1.2000000000000028,38.3984,38.8,37.2,1.5999999999999943,1.3999999999999986,37.1136,37.736,36.0,1.735999999999997,1.631999999999998,37.7552,38.4,36.6,1.7999999999999972,1.3359999999999985,10860,20914,3976,16938,-3453
2018-07-15,38.28,38.8,37.6,1.1999999999999957,0.19999999999999574,38.784,39.0,38.52,0.4799999999999969,0.19999999999999574,37.384,38.0,36.0,2.0,-0.6799999999999997,38.276,38.6,37.6,1.0,-1.0,6910,10282,3569,6713,-2655
2018-07-22,33.0,38.0,24.8,13.2,-12.999999999999996,34.6044,43.4,25.0,18.4,-13.399999999999999,31.604,38.0,22.6,15.399999999999999,-14.0,33.48,42.8,23.4,19.4,-13.600000000000001,68915,174399,6342,168057,47680
2018-07-29,21.56,24.4,20.2,4.199999999999999,-2.799999999999997,22.5732,24.6,21.598000000000003,3.001999999999999,-2.7319999999999993,19.808,20.6,19.04,1.5600000000000023,0.1999999999999993,20.72,21.8,19.6,2.1999999999999993,-0.20000000000000284,45160,76407,21637,54770,-54770
2018-08-05,20.68,21.6,20.0,1.6000000000000014,-1.6000000000000014,20.8,21.6,20.0,1.6000000000000014,-1.6000000000000014,19.92,20.8,19.0,1.8000000000000007,-1.8000000000000007,20.0764,21.02,19.162,1.8580000000000005,-1.8580000000000005,9482,15851,5090,10761,-5633
2018-08-12,17.040399999999998,19.0,15.602,3.3979999999999997,-3.3979999999999997,18.68,22.0,17.4,4.600000000000001,-1.6000000000000014,15.8988,16.8,15.142000000000001,1.6579999999999995,-1.0720000000000027,17.0044,17.42,16.202,1.218,-0.3999999999999986,74126,260123,25641,234482,-7112
2018-08-19,16.9156,17.8,16.2,1.6000000000000014,1.6000000000000014,17.6876,18.998,16.84,2.1580000000000013,1.7600000000000016,16.56,17.4,16.2,1.1999999999999993,1.1999999999999993,17.03,18.0,16.4,1.6000000000000014,1.1999999999999993,13288,27149,3758,23391,11984
2018-08-26,17.3016,18.276,16.6,1.6759999999999984,-1.3840000000000003,17.6844,18.596,17.0,1.596,-1.596,16.7992,17.3,16.494,0.8060000000000009,-0.8060000000000009,17.145599999999998,17.41,16.898,0.5120000000000005,-0.44200000000000017,8398,17293,5105,12188,-11833
2018-09-02,16.65,16.8,16.4,0.40000000000000213,-0.40000000000000213,17.134,17.574,16.8,0.7740000000000009,-0.20200000000000173,16.25,16.4,16.2,0.1999999999999993,-0.1999999999999993,16.475,16.802,16.2,0.6020000000000003,-0.4819999999999993,4227,5677,2111,3566,2688
2018-09-09,16.1552,16.78,15.2,1.5800000000000018,-1.3960000000000008,16.4924,16.8,16.0,0.8000000000000007,-0.6940000000000026,15.0132,16.4,12.4,3.9999999999999982,-1.3999999999999986,15.8084,16.4,15.0,1.3999999999999986,-1.3999999999999986,4744,10763,1710,9053,2427
2018-09-16,14.346,15.6,13.93,1.67,-1.5999999999999996,14.768,15.998,14.0,1.9979999999999993,-1.4079999999999995,13.4644,14.4,12.8,1.5999999999999996,-1.5999999999999996,13.8596,14.8,13.298,1.5020000000000007,-1.5020000000000007,11257,18605,6408,12197,11553
2018-09-23,13.680399999999999,15.6,12.706,2.894,2.0,16.2792,23.0,13.595999999999998,9.404000000000002,3.0,13.052,13.8,12.4,1.4000000000000004,0.5400000000000009,13.7728,15.324000000000002,12.94,2.384000000000002,0.20000000000000107,45347,154738,7751,146987,28582
2018-09-30,6.944,13.4,5.1,8.3,-8.3,7.22,14.6,5.2,9.399999999999999,-9.399999999999999,6.1,11.0,4.8,6.2,-6.14,6.4644,11.7,4.88,6.819999999999999,-6.819999999999999,141032,355616,42767,312849,-63058
2018-10-07,4.8192,5.2,4.26,0.9400000000000004,-0.7800000000000002,4.98,5.5,4.4,1.0999999999999996,-0.7999999999999998,4.4252,4.8,4.0360000000000005,0.7639999999999993,-0.5699999999999994,4.6476,5.2,4.376,0.8239999999999998,-0.8220000000000001,74359,224397,25751,198646,-3181
2018-10-14,4.8224,5.68,4.24,1.4399999999999995,0.9720000000000004,5.2378,6.0,4.4,1.5999999999999996,1.0970000000000004,4.328,4.7,4.0,0.7000000000000002,0.7000000000000002,4.8636,5.8,4.28,1.5199999999999996,0.54,272597,805479,22387,783092,136883
2018-10-21,5.344,7.0,4.7,2.3,2.3,6.1328,7.8,4.996,2.8039999999999994,1.63,4.8084,5.1,4.6,0.5,0.14199999999999946,5.5888,7.62,4.83,2.79,0.17600000000000016,783495,2120021,66787,2053234,1225766
2018-10-28,5.232,5.6,4.88,0.7199999999999998,0.5999999999999996,5.6038,6.353,5.0,1.3529999999999998,1.2530000000000001,4.862,5.3660000000000005,4.4,0.9660000000000002,0.684000000000001,5.134,5.772,4.692,1.08,0.9720000000000004,412075,761656,197974,563682,209147
2018-11-04,5.6604,6.362,5.0,1.362,-1.0599999999999996,5.8432,6.7,5.12,1.58,-1.38,5.008,5.54,4.8,0.7400000000000002,-0.7400000000000002,5.42,6.15,5.11,1.04,-1.04,386728,749077,145047,604030,-481120
2018-11-11,4.92,5.16,4.7,0.45999999999999996,-0.29000000000000004,5.1234,5.17,5.0,0.16999999999999993,-0.13999999999999968,4.688,4.76,4.56,0.20000000000000018,-0.05999999999999961,4.9876,5.16,4.8,0.3600000000000003,0.20000000000000018,109770,156417,75234,81183,-63080
2018-11-18,4.7395,5.092,4.506,0.5859999999999994,-0.492,4.878,5.092,4.7,0.39199999999999946,-0.13199999999999967,4.513,4.606,4.4,0.20599999999999952,-0.06599999999999984,4.679,4.8180000000000005,4.54,0.27800000000000047,0.05200000000000049,70494,93609,54452,39157,-9727
2018-11-25,4.6636,4.836,4.5760000000000005,0.2599999999999998,-0.10000000000000053,4.8476,5.28,4.6,0.6800000000000006,-0.6800000000000006,4.46,4.6,4.2,0.39999999999999947,-0.39999999999999947,4.6248000000000005,5.12,4.28,0.8399999999999999,-0.8399999999999999,109115,212485,58311,154174,-138655
2018-12-02,4.2,4.4,3.98,0.4200000000000004,-0.4200000000000004,4.2925,4.4,4.2,0.20000000000000018,-0.20000000000000018,3.693,4.172,3.0,1.1719999999999997,-0.3999999999999999,4.041,4.28,3.8,0.4800000000000004,-0.4800000000000004,102379,156296,40953,115343,-43783
2018-12-09,3.788,4.0,3.6039999999999996,0.39600000000000035,-0.10000000000000009,4.096,4.28,3.9,0.38000000000000034,0.10000000000000009,3.5928,3.75,3.4,0.3500000000000001,0.20000000000000018,3.7148,3.95,3.588,0.3620000000000001,0.01200000000000001,64226,126232,30030,96202,-36792
2018-12-16,3.396,3.8,2.94,0.8599999999999999,-0.8599999999999999,3.4612000000000003,4.0,2.95,1.0499999999999998,-1.0499999999999998,3.048,3.7,2.4,1.3000000000000003,-1.3000000000000003,3.1646,3.701,2.542,1.1590000000000003,-1.1590000000000003,80422,116942,37328,79614,61280
2018-12-23,2.878,3.1719999999999997,2.52,0.6519999999999997,0.5,3.16,3.4,2.7,0.6999999999999997,0.6999999999999997,2.79,3.0,2.4,0.6000000000000001,0.6000000000000001,3.01625,3.24,2.693,0.5470000000000002,0.5470000000000002,66160,108898,33991,74907,24049
2018-12-30,3.375,3.6,3.1,0.5,0.0,3.5905,3.762,3.4,0.3620000000000001,0.20000000000000018,3.099,3.156,3.04,0.1160000000000001,-0.1160000000000001,3.419,3.484,3.326,0.15799999999999992,0.15799999999999992,64131,93709,36699,57010,30815
2019-01-06,3.624,3.84,3.4,0.43999999999999995,-0.10000000000000009,3.8064,3.998,3.58,0.41800000000000015,-0.21799999999999997,3.4228,3.6,3.234,0.3660000000000001,-0.10000000000000009,3.6452,3.77,3.45,0.31999999999999984,-0.27,48773,71087,25697,45390,-45390
2019-01-13,3.3179999999999996,3.4019999999999997,3.2239999999999998,0.17799999999999994,-0.11199999999999966,3.4348,3.56,3.378,0.18199999999999994,-0.06999999999999984,3.21,3.23,3.2,0.029999999999999805,-0.020000000000000018,3.316,3.398,3.2,0.19799999999999995,-0.03399999999999981,20832,29169,11904,17265,-8540
2019-01-20,3.227,3.32,3.1719999999999997,0.14800000000000013,-0.10399999999999965,3.3185,3.36,3.2439999999999998,0.1160000000000001,0.03000000000000025,3.038,3.182,2.8,0.3820000000000001,0.03200000000000003,3.2105,3.34,3.0580000000000003,0.2819999999999996,0.13999999999999968,29158,40661,17387,23274,-18113
2019-01-27,3.5023999999999997,3.88,3.222,0.6579999999999999,0.48,3.754,4.198,3.4,0.7980000000000005,0.5660000000000003,3.3484,3.6,3.2,0.3999999999999999,0.3780000000000001,3.5824000000000003,3.818,3.39,0.42799999999999994,0.30799999999999983,46308,97566,6994,90572,34207
2019-02-03,3.8472,4.0,3.5,0.5,0.4500000000000002,4.0228,4.18,3.8,0.3799999999999999,0.15399999999999991,3.6828,3.76,3.44,0.31999999999999984,0.3039999999999998,3.8192,3.92,3.74,0.17999999999999972,0.019999999999999574,54669,82484,33187,49297,-15464
2019-02-10,3.9536000000000002,4.38,3.7,0.6799999999999997,0.050000000000000266,4.1332,4.4,3.758,0.6420000000000003,0.2280000000000002,3.6612,4.0,3.3,0.7000000000000002,0.5260000000000002,3.964,4.28,3.58,0.7000000000000002,0.5199999999999996,105872,306181,18761,287420,16055
2019-02-17,3.9850000000000003,4.2,3.74,0.45999999999999996,-0.2599999999999998,4.1,4.26,3.8,0.45999999999999996,-0.2999999999999998,3.754,3.97,3.62,0.3500000000000001,-0.18599999999999994,3.8995,4.062,3.7,0.3620000000000001,-0.2739999999999996,67005,104902,45852,59050,-2770
2019-02-24,3.5732,3.638,3.5,0.1379999999999999,-0.06800000000000006,3.6204,3.68,3.596,0.08400000000000007,-0.08400000000000007,3.4135999999999997,3.48,3.3,0.18000000000000016,-0.1200000000000001,3.4784,3.62,3.32,0.30000000000000027,-0.30000000000000027,48402,62889,33551,29338,339
2019-03-03,3.4808,3.6,3.4,0.20000000000000018,0.0,3.6144,3.9,3.4939999999999998,0.40600000000000014,-0.40600000000000014,3.3167999999999997,3.4,3.26,0.14000000000000012,-0.0040000000000000036,3.3918,3.478,3.312,0.16600000000000037,-0.14400000000000057,58797,139004,24215,114789,-87025
2019-03-10,3.3548,3.468,3.2560000000000002,0.21199999999999974,-0.20399999999999974,3.3815999999999997,3.468,3.32,0.14800000000000013,-0.14000000000000012,3.1996,3.24,3.16,0.08000000000000007,0.0,3.2688,3.32,3.18,0.13999999999999968,-0.12399999999999967,24558,36725,17298,19427,-13781
2019-03-17,3.9572,4.2,3.4,0.8000000000000003,0.8000000000000003,4.1864,4.36,3.8,0.5600000000000005,0.5600000000000005,3.7216,3.93,3.38,0.5500000000000003,0.5180000000000002,3.9859999999999998,4.13,3.8,0.33000000000000007,0.20999999999999996,113493,196823,41384,155439,-137029
2019-03-24,3.738,4.012,3.58,0.4319999999999995,-0.4319999999999995,3.82,4.22,3.64,0.5799999999999996,-0.5799999999999996,3.5488,3.6,3.5,0.10000000000000009,-0.0019999999999997797,3.6588,3.8,3.5,0.2999999999999998,-0.2999999999999998,26545,49110,13660,35450,-30906
2019-03-31,3.532,3.5980000000000003,3.44,0.15800000000000036,-0.07800000000000029,3.6544,3.9,3.54,0.3599999999999999,0.26800000000000024,3.4544,3.5,3.412,0.08800000000000008,0.0,3.5164,3.6,3.42,0.18000000000000016,0.10000000000000009,22988,37556,14108,23448,23448
2019-04-07,4.142,4.41,3.6,0.81,0.6999999999999997,4.4336,4.7,3.95,0.75,0.6499999999999995,4.0280000000000005,4.24,3.6,0.6400000000000001,0.6400000000000001,4.2604,4.48,3.912,0.5680000000000005,0.4980000000000002,103394,167125,50223,116902,-11459
2019-04-14,4.3235,4.4719999999999995,4.2,0.27199999999999935,-0.27199999999999935,4.464,4.7,4.3,0.40000000000000036,-0.40000000000000036,4.145,4.3,4.0,0.2999999999999998,-0.2999999999999998,4.2285,4.356,4.002,0.3540000000000001,-0.1559999999999997,36240,44366,25823,18543,-12386
2019-04-21,4.1068,4.22,3.92,0.2999999999999998,0.04600000000000026,4.4308000000000005,5.16,4.16,1.0,0.9260000000000002,3.9408,4.022,3.84,0.18200000000000038,0.02200000000000024,4.118399999999999,4.54,3.948,0.5920000000000001,0.5380000000000003,91159,374781,12389,362392,356042
2019-04-28,4.6408,4.76,4.553999999999999,0.2060000000000004,-0.13399999999999945,4.742,4.9,4.6,0.3000000000000007,-0.20000000000000018,4.268,4.36,4.1,0.2600000000000007,0.019999999999999574,4.536,4.6,4.35,0.25,-0.25,62378,109389,33919,75470,-44542
2019-05-05,4.4904,4.648,4.252,0.3959999999999999,-0.14800000000000058,4.6776,4.98,4.41,0.5700000000000003,-0.1899999999999995,4.3248,4.5,3.806,0.694,-0.5339999999999998,4.4548,4.6,4.15,0.4499999999999993,-0.27399999999999913,79254,135609,32660,102949,101487
2019-05-12,4.1172,4.292,3.9819999999999998,0.31000000000000005,0.09600000000000009,4.328,4.44,4.2,0.2400000000000002,0.0,3.9668,4.136,3.866,0.27,0.11599999999999966,4.1734,4.396,3.983,0.4129999999999998,0.11499999999999977,39823,55719,21103,34616,-34616
2019-05-19,3.9172,4.04,3.8080000000000003,0.23199999999999976,-0.040000000000000036,4.14,4.3,4.0,0.2999999999999998,0.13999999999999968,3.748,3.9,3.6,0.2999999999999998,-0.19999999999999973,3.941,4.0,3.7319999999999998,0.26800000000000024,-0.006999999999999673,48822,138472,17589,120883,111641
2019-05-26,3.855,3.98,3.8,0.18000000000000016,-0.020000000000000018,4.0245,4.2,3.9,0.30000000000000027,-0.10000000000000009,3.7895,3.82,3.74,0.07999999999999963,-0.05799999999999983,3.84625,3.9,3.76,0.14000000000000012,-0.14000000000000012,24798,37464,15328,22136,-22136
2019-06-02,3.8352,4.194,3.6,0.5939999999999999,0.5939999999999999,4.1579999999999995,4.6,3.84,0.7599999999999998,0.4299999999999997,3.7272000000000003,3.9160000000000004,3.52,0.39600000000000035,0.39600000000000035,3.9739999999999998,4.276,3.8,0.476,0.3520000000000003,92941,285660,18124,267536,25117
2019-06-09,4.1,4.6,3.9,0.6999999999999997,-0.6999999999999997,4.184,4.6,4.0,0.5999999999999996,-0.5999999999999996,3.864,4.0,3.74,0.2599999999999998,-0.2599999999999998,3.9863999999999997,4.202,3.877,0.3250000000000002,-0.2719999999999998,32639,51568,16766,34802,12402
2019-06-16,3.8487999999999998,3.9,3.78,0.1200000000000001,-0.11399999999999988,3.8728,3.9,3.8,0.10000000000000009,-0.09399999999999986,3.7479999999999998,3.8,3.7,0.09999999999999964,-0.05999999999999961,3.7927999999999997,3.818,3.7569999999999997,0.06100000000000039,-0.016999999999999904,15754,19753,6675,13078,1561
2019-06-23,3.664,3.778,3.6,0.17799999999999994,-0.17799999999999994,3.7356,3.802,3.678,0.12400000000000011,-0.12400000000000011,3.5548,3.68,3.424,0.2560000000000002,-0.2560000000000002,3.6372,3.8,3.5,0.2999999999999998,-0.2999999999999998,17330,25191,8992,16199,-11086
2019-06-30,3.7215,3.842,3.6,0.242,0.04200000000000026,3.862,4.2,3.648,0.552,0.40000000000000036,3.573,3.66,3.49,0.16999999999999993,0.16999999999999993,3.67475,3.8739999999999997,3.57,0.3039999999999998,0.3039999999999998,43598,130774,10960,119814,119814
2019-07-07,3.7520000000000002,3.972,3.6,0.3719999999999999,-0.23399999999999999,3.8196,4.0,3.738,0.262,-0.262,3.5812,3.7,3.5,0.20000000000000018,-0.11399999999999988,3.636,3.74,3.56,0.18000000000000016,-0.1419999999999999,32556,49140,18639,30501,-18804
2019-07-14,3.644,3.87,3.32,0.5500000000000003,-0.38000000000000034,3.7844,3.9760000000000004,3.64,0.3360000000000003,-0.06000000000000005,3.522,3.6,3.32,0.28000000000000025,-0.20000000000000018,3.6576,3.78,3.596,0.18399999999999972,-0.002000000000000224,29768,96001,10952,85049,1026
2019-07-21,3.6168,3.65,3.596,0.053999999999999826,0.0040000000000000036,3.6436,3.7,3.6,0.10000000000000009,-0.10000000000000009,3.476,3.54,3.404,0.13600000000000012,0.040000000000000036,3.545,3.596,3.502,0.0940000000000003,-0.008999999999999897,14392,17688,9865,7823,-2779
2019-07-28,3.5572,3.6,3.448,0.15200000000000014,0.0,3.604,3.62,3.6,0.020000000000000018,-0.020000000000000018,3.4196,3.5380000000000003,3.3,0.23800000000000043,-0.23800000000000043,3.4896,3.5380000000000003,3.4,0.13800000000000034,-0.01200000000000001,12101,15727,6418,9309,-72
2019-08-04,3.2168,3.6,3.0,0.6000000000000001,-0.6000000000000001,3.2600000000000002,3.6,3.1,0.5,-0.5,2.9688,3.37,2.82,0.5500000000000003,-0.5500000000000003,3.0756,3.4160000000000004,2.878,0.5380000000000003,-0.5380000000000003,26925,55275,13815,41460,1926
2019-08-11,2.8447999999999998,3.0,2.71,0.29000000000000004,-0.29000000000000004,2.9436,3.05,2.88,0.16999999999999993,-0.1599999999999997,2.7208,2.822,2.636,0.18599999999999994,-0.12400000000000011,2.8244000000000002,2.8960000000000004,2.778,0.11800000000000033,-0.04100000000000037,20239,23240,13364,9876,-9685
2019-08-18,2.7364,2.7880000000000003,2.694,0.0940000000000003,-0.02800000000000047,2.7572,2.7880000000000003,2.7,0.08800000000000008,-0.02800000000000047,2.596,2.7,2.4,0.30000000000000027,-0.30000000000000027,2.6768,2.7430000000000003,2.5669999999999997,0.1760000000000006,-0.15300000000000047,11045,14422,5490,8932,1795
2019-08-25,2.5072,2.61,2.34,0.27,-0.050000000000000266,2.82,2.95,2.56,0.3900000000000001,0.3900000000000001,2.308,2.4,2.16,0.23999999999999977,0.0,2.5992,2.85,2.45,0.3999999999999999,0.14400000000000013,297349,640498,12171,628327,212260
2019-09-01,2.475,2.61,2.38,0.22999999999999998,-0.21999999999999975,2.5782499999999997,2.7880000000000003,2.401,0.38700000000000045,-0.38700000000000045,2.29,2.45,2.2,0.25,-0.25,2.399,2.51,2.31,0.19999999999999973,-0.19999999999999973,182773,262901,122350,140551,-92161
2019-09-08,2.508,2.67,2.28,0.3900000000000001,0.3500000000000001,2.64,2.85,2.45,0.3999999999999999,0.17999999999999972,2.39,2.5,2.271,0.2290000000000001,0.0990000000000002,2.536,2.69,2.4,0.29000000000000004,0.10000000000000009,142861,291487,54962,236525,149621
2019-09-15,2.502,2.57,2.45,0.11999999999999966,0.04999999999999982,2.5806,2.63,2.51,0.1200000000000001,-0.040000000000000036,2.399,2.464,2.32,0.14400000000000013,-0.040999999999999925,2.4899999999999998,2.56,2.32,0.2400000000000002,-0.14000000000000012,142855,209279,92745,116534,35219
2019-09-22,2.434,2.5,2.32,0.18000000000000016,0.18000000000000016,2.484,2.53,2.46,0.06999999999999984,0.029999999999999805,2.3372,2.42,2.27,0.1499999999999999,0.1499999999999999,2.446,2.5,2.4,0.10000000000000009,0.040000000000000036,125321,207360,61902,145458,-68635
2019-09-29,2.324,2.51,2.07,0.43999999999999995,-0.4200000000000004,2.37,2.56,2.16,0.3999999999999999,-0.3999999999999999,2.184,2.37,2.0,0.3700000000000001,-0.3500000000000001,2.272,2.53,2.1,0.4299999999999997,-0.4099999999999997,123380,182863,61780,121083,64329
2019-10-06,2.1546000000000003,2.25,2.06,0.18999999999999995,0.10999999999999988,2.265,2.47,2.14,0.33000000000000007,0.28000000000000025,2.113,2.23,2.03,0.20000000000000018,0.1200000000000001,2.204,2.29,2.08,0.20999999999999996,0.1299999999999999,114945,271938,23494,248444,94390
2019-10-13,2.334,2.39,2.26,0.13000000000000034,0.06000000000000005,2.516,2.89,2.36,0.5300000000000002,-0.08000000000000007,2.2748,2.33,2.22,0.10999999999999988,-0.0040000000000000036,2.354,2.42,2.31,0.10999999999999988,-0.06000000000000005,143022,545314,24907,520407,10221
