Date,iShares Latin America 40Etf_Open_average,iShares Latin America 40Etf_Open_max,iShares Latin America 40Etf_Open_min,iShares Latin America 40Etf_Open_volatility,iShares Latin America 40Etf_Open_change,iShares Latin America 40Etf_High_average,iShares Latin America 40Etf_High_max,iShares Latin America 40Etf_High_min,iShares Latin America 40Etf_High_volatility,iShares Latin America 40Etf_High_change,iShares Latin America 40Etf_Low_average,iShares Latin America 40Etf_Low_max,iShares Latin America 40Etf_Low_min,iShares Latin America 40Etf_Low_volatility,iShares Latin America 40Etf_Low_change,iShares Latin America 40Etf_Close_average,iShares Latin America 40Etf_Close_max,iShares Latin America 40Etf_Close_min,iShares Latin America 40Etf_Close_volatility,iShares Latin America 40Etf_Close_change
2018-01-14,37.39,37.39,37.39,0.0,0.0,37.44,37.44,37.44,0.0,0.0,37.15,37.15,37.15,0.0,0.0,37.42,37.42,37.42,0.0,0.0
2018-01-21,38.96,38.96,38.96,0.0,0.0,39.51,39.51,39.51,0.0,0.0,38.82,38.82,38.82,0.0,0.0,39.5,39.5,39.5,0.0,0.0
2018-01-28,38.54,38.54,38.54,0.0,0.0,38.54,38.54,38.54,0.0,0.0,37.94,37.94,37.94,0.0,0.0,37.96,37.96,37.96,0.0,0.0
2018-02-04,36.23,36.23,36.23,0.0,0.0,36.49,36.49,36.49,0.0,0.0,35.22,35.22,35.22,0.0,0.0,36.28,36.28,36.28,0.0,0.0
2018-02-11,37.94,37.94,37.94,0.0,0.0,38.48,38.48,38.48,0.0,0.0,37.85,37.85,37.85,0.0,0.0,38.08,38.08,38.08,0.0,0.0
2018-02-18,38.86,38.86,38.86,0.0,0.0,38.88,38.88,38.88,0.0,0.0,38.47,38.47,38.47,0.0,0.0,38.85,38.85,38.85,0.0,0.0
2018-02-25,37.29,37.29,37.29,0.0,0.0,37.79,37.79,37.79,0.0,0.0,36.91,36.91,36.91,0.0,0.0,37.77,37.77,37.77,0.0,0.0
2018-03-04,38.18,38.18,38.18,0.0,0.0,38.45,38.45,38.45,0.0,0.0,38.14,38.14,38.14,0.0,0.0,38.33,38.33,38.33,0.0,0.0
2018-03-11,37.33,37.33,37.33,0.0,0.0,37.6,37.6,37.6,0.0,0.0,37.27,37.27,37.27,0.0,0.0,37.29,37.29,37.29,0.0,0.0
2018-03-18,36.92,36.92,36.92,0.0,0.0,37.17,37.17,37.17,0.0,0.0,36.61,36.61,36.61,0.0,0.0,36.67,36.67,36.67,0.0,0.0
2018-03-25,36.88,36.88,36.88,0.0,0.0,37.72,37.72,37.72,0.0,0.0,36.8,36.8,36.8,0.0,0.0,37.57,37.57,37.57,0.0,0.0
2018-04-01,37.25,37.25,37.25,0.0,0.0,37.46,37.46,37.46,0.0,0.0,36.81,36.81,36.81,0.0,0.0,37.14,37.14,37.14,0.0,0.0
2018-04-08,37.62,37.62,37.62,0.0,0.0,37.63,37.63,37.63,0.0,0.0,37.06,37.06,37.06,0.0,0.0,37.12,37.12,37.12,0.0,0.0
2018-04-15,37.51,37.51,37.51,0.0,0.0,37.51,37.51,37.51,0.0,0.0,37.2,37.2,37.2,0.0,0.0,37.4,37.4,37.4,0.0,0.0
2018-04-22,37.21,37.21,37.21,0.0,0.0,37.34,37.34,37.34,0.0,0.0,37.02,37.02,37.02,0.0,0.0,37.18,37.18,37.18,0.0,0.0
2018-04-29,34.97,34.97,34.97,0.0,0.0,35.33,35.33,35.33,0.0,0.0,34.93,34.93,34.93,0.0,0.0,35.12,35.12,35.12,0.0,0.0
2018-05-06,35.92,35.92,35.92,0.0,0.0,36.13,36.13,36.13,0.0,0.0,35.42,35.42,35.42,0.0,0.0,35.42,35.42,35.42,0.0,0.0
2018-05-13,33.56,33.56,33.56,0.0,0.0,33.76,33.76,33.76,0.0,0.0,33.14,33.14,33.14,0.0,0.0,33.54,33.54,33.54,0.0,0.0
2018-05-20,33.05,33.05,33.05,0.0,0.0,33.05,33.05,33.05,0.0,0.0,32.55,32.55,32.55,0.0,0.0,32.59,32.59,32.59,0.0,0.0
2018-05-27,31.73,31.73,31.73,0.0,0.0,32.0,32.0,32.0,0.0,0.0,30.95,30.95,30.95,0.0,0.0,31.49,31.49,31.49,0.0,0.0
2018-06-03,30.39,30.39,30.39,0.0,0.0,30.9,30.9,30.9,0.0,0.0,29.75,29.75,29.75,0.0,0.0,30.73,30.73,30.73,0.0,0.0
2018-06-10,29.78,29.78,29.78,0.0,0.0,29.91,29.91,29.91,0.0,0.0,29.41,29.41,29.41,0.0,0.0,29.82,29.82,29.82,0.0,0.0
2018-06-17,29.33,29.33,29.33,0.0,0.0,29.43,29.43,29.43,0.0,0.0,29.02,29.02,29.02,0.0,0.0,29.29,29.29,29.29,0.0,0.0
2018-06-24,29.66,29.66,29.66,0.0,0.0,29.87,29.87,29.87,0.0,0.0,29.42,29.42,29.42,0.0,0.0,29.59,29.59,29.59,0.0,0.0
2018-07-01,30.17,30.17,30.17,0.0,0.0,30.81,30.81,30.81,0.0,0.0,30.08,30.08,30.08,0.0,0.0,30.8,30.8,30.8,0.0,0.0
2018-07-08,30.91,30.91,30.91,0.0,0.0,31.16,31.16,31.16,0.0,0.0,30.74,30.74,30.74,0.0,0.0,31.14,31.14,31.14,0.0,0.0
2018-07-15,31.92,31.92,31.92,0.0,0.0,32.2,32.2,32.2,0.0,0.0,31.9,31.9,31.9,0.0,0.0,31.99,31.99,31.99,0.0,0.0
2018-07-22,33.16,33.16,33.16,0.0,0.0,33.37,33.37,33.37,0.0,0.0,32.93,32.93,32.93,0.0,0.0,33.14,33.14,33.14,0.0,0.0
2018-07-29,32.9,32.9,32.9,0.0,0.0,33.62,33.62,33.62,0.0,0.0,32.9,32.9,32.9,0.0,0.0,33.47,33.47,33.47,0.0,0.0
2018-08-05,31.32,31.32,31.32,0.0,0.0,31.43,31.43,31.43,0.0,0.0,30.84,30.84,30.84,0.0,0.0,30.98,30.98,30.98,0.0,0.0
2018-08-12,30.3,30.3,30.3,0.0,0.0,30.51,30.51,30.51,0.0,0.0,30.11,30.11,30.11,0.0,0.0,30.48,30.48,30.48,0.0,0.0
2018-08-19,30.31,30.31,30.31,0.0,0.0,30.35,30.35,30.35,0.0,0.0,29.84,29.84,29.84,0.0,0.0,30.13,30.13,30.13,0.0,0.0
2018-08-26,29.77,29.77,29.77,0.0,0.0,30.26,30.26,30.26,0.0,0.0,29.65,29.65,29.65,0.0,0.0,30.18,30.18,30.18,0.0,0.0
2018-09-02,29.63,29.63,29.63,0.0,0.0,29.83,29.83,29.83,0.0,0.0,29.36,29.36,29.36,0.0,0.0,29.73,29.73,29.73,0.0,0.0
2018-09-09,29.69,29.69,29.69,0.0,0.0,29.81,29.81,29.81,0.0,0.0,29.31,29.31,29.31,0.0,0.0,29.7,29.7,29.7,0.0,0.0
2018-09-16,31.06,31.06,31.06,0.0,0.0,31.63,31.63,31.63,0.0,0.0,30.98,30.98,30.98,0.0,0.0,31.36,31.36,31.36,0.0,0.0
2018-09-23,31.4,31.4,31.4,0.0,0.0,31.84,31.84,31.84,0.0,0.0,31.34,31.34,31.34,0.0,0.0,31.39,31.39,31.39,0.0,0.0
2018-09-30,32.8,32.8,32.8,0.0,0.0,32.89,32.89,32.89,0.0,0.0,32.3,32.3,32.3,0.0,0.0,32.59,32.59,32.59,0.0,0.0
2018-10-07,33.43,33.43,33.43,0.0,0.0,33.58,33.58,33.58,0.0,0.0,33.09,33.09,33.09,0.0,0.0,33.49,33.49,33.49,0.0,0.0
2018-10-14,33.52,33.52,33.52,0.0,0.0,33.8,33.8,33.8,0.0,0.0,33.11,33.11,33.11,0.0,0.0,33.32,33.32,33.32,0.0,0.0
2018-10-21,32.81,32.81,32.81,0.0,0.0,33.52,33.52,33.52,0.0,0.0,32.54,32.54,32.54,0.0,0.0,33.49,33.49,33.49,0.0,0.0
2018-10-28,34.18,34.18,34.18,0.0,0.0,34.56,34.56,34.56,0.0,0.0,33.67,33.67,33.67,0.0,0.0,34.12,34.12,34.12,0.0,0.0
2018-11-04,32.53,32.53,32.53,0.0,0.0,32.64,32.64,32.64,0.0,0.0,31.77,31.77,31.77,0.0,0.0,32.54,32.54,32.54,0.0,0.0
2018-11-11,32.22,32.22,32.22,0.0,0.0,32.95,32.95,32.95,0.0,0.0,32.17,32.17,32.17,0.0,0.0,32.88,32.88,32.88,0.0,0.0
2018-11-18,31.44,31.44,31.44,0.0,0.0,31.62,31.62,31.62,0.0,0.0,31.23,31.23,31.23,0.0,0.0,31.39,31.39,31.39,0.0,0.0
2018-11-25,32.21,32.21,32.21,0.0,0.0,32.29,32.29,32.29,0.0,0.0,31.9,31.9,31.9,0.0,0.0,32.12,32.12,32.12,0.0,0.0
2018-12-02,31.98,31.98,31.98,0.0,0.0,32.36,32.36,32.36,0.0,0.0,31.43,31.43,31.43,0.0,0.0,31.5,31.5,31.5,0.0,0.0
2018-12-09,30.91,30.91,30.91,0.0,0.0,31.33,31.33,31.33,0.0,0.0,30.85,30.85,30.85,0.0,0.0,30.96,30.96,30.96,0.0,0.0
2018-12-16,30.23,30.23,30.23,0.0,0.0,30.39,30.39,30.39,0.0,0.0,29.74,29.74,29.74,0.0,0.0,29.78,29.78,29.78,0.0,0.0
2018-12-23,30.69,30.69,30.69,0.0,0.0,30.89,30.89,30.89,0.0,0.0,30.47,30.47,30.47,0.0,0.0,30.7,30.7,30.7,0.0,0.0
2018-12-30,32.39,32.39,32.39,0.0,0.0,33.25,33.25,33.25,0.0,0.0,32.34,32.34,32.34,0.0,0.0,33.06,33.06,33.06,0.0,0.0
2019-01-06,33.91,33.91,33.91,0.0,0.0,34.13,34.13,34.13,0.0,0.0,33.83,33.83,33.83,0.0,0.0,34.05,34.05,34.05,0.0,0.0
2019-01-13,34.75,34.75,34.75,0.0,0.0,34.84,34.84,34.84,0.0,0.0,34.48,34.48,34.48,0.0,0.0,34.61,34.61,34.61,0.0,0.0
2019-01-20,34.85,34.85,34.85,0.0,0.0,35.17,35.17,35.17,0.0,0.0,34.42,34.42,34.42,0.0,0.0,34.58,34.58,34.58,0.0,0.0
2019-01-27,35.19,35.19,35.19,0.0,0.0,35.45,35.45,35.45,0.0,0.0,34.99,34.99,34.99,0.0,0.0,35.31,35.31,35.31,0.0,0.0
2019-02-03,34.18,34.18,34.18,0.0,0.0,34.29,34.29,34.29,0.0,0.0,33.52,33.52,33.52,0.0,0.0,33.96,33.96,33.96,0.0,0.0
2019-02-10,34.74,34.74,34.74,0.0,0.0,34.9,34.9,34.9,0.0,0.0,34.48,34.48,34.48,0.0,0.0,34.9,34.9,34.9,0.0,0.0
2019-02-17,34.95,34.95,34.95,0.0,0.0,35.22,35.22,35.22,0.0,0.0,34.89,34.89,34.89,0.0,0.0,35.13,35.13,35.13,0.0,0.0
2019-02-24,33.8,33.8,33.8,0.0,0.0,33.88,33.88,33.88,0.0,0.0,33.46,33.46,33.46,0.0,0.0,33.66,33.66,33.66,0.0,0.0
2019-03-03,32.65,32.65,32.65,0.0,0.0,33.07,33.07,33.07,0.0,0.0,32.57,32.57,32.57,0.0,0.0,33.02,33.02,33.02,0.0,0.0
2019-03-10,34.25,34.25,34.25,0.0,0.0,34.76,34.76,34.76,0.0,0.0,34.25,34.25,34.25,0.0,0.0,34.63,34.63,34.63,0.0,0.0
2019-03-17,33.69,33.69,33.69,0.0,0.0,33.78,33.78,33.78,0.0,0.0,32.73,32.73,32.73,0.0,0.0,32.78,32.78,32.78,0.0,0.0
2019-03-24,33.19,33.19,33.19,0.0,0.0,33.53,33.53,33.53,0.0,0.0,33.09,33.09,33.09,0.0,0.0,33.23,33.23,33.23,0.0,0.0
2019-03-31,34.04,34.04,34.04,0.0,0.0,34.54,34.54,34.54,0.0,0.0,34.03,34.03,34.03,0.0,0.0,34.49,34.49,34.49,0.0,0.0
2019-04-07,33.89,33.89,33.89,0.0,0.0,34.08,34.08,34.08,0.0,0.0,33.28,33.28,33.28,0.0,0.0,33.38,33.38,33.38,0.0,0.0
2019-04-14,33.5,33.5,33.5,0.0,0.0,33.94,33.94,33.94,0.0,0.0,33.3,33.3,33.3,0.0,0.0,33.69,33.69,33.69,0.0,0.0
2019-04-21,33.55,33.55,33.55,0.0,0.0,33.79,33.79,33.79,0.0,0.0,33.41,33.41,33.41,0.0,0.0,33.66,33.66,33.66,0.0,0.0
2019-04-28,33.19,33.19,33.19,0.0,0.0,33.38,33.38,33.38,0.0,0.0,33.17,33.17,33.17,0.0,0.0,33.29,33.29,33.29,0.0,0.0
2019-05-05,32.27,32.27,32.27,0.0,0.0,32.51,32.51,32.51,0.0,0.0,31.72,31.72,31.72,0.0,0.0,32.4,32.4,32.4,0.0,0.0
2019-05-12,30.48,30.48,30.48,0.0,0.0,30.81,30.81,30.81,0.0,0.0,30.2,30.2,30.2,0.0,0.0,30.31,30.31,30.31,0.0,0.0
2019-05-19,31.61,31.61,31.61,0.0,0.0,31.66,31.66,31.66,0.0,0.0,31.27,31.27,31.27,0.0,0.0,31.42,31.42,31.42,0.0,0.0
2019-05-26,32.21,32.21,32.21,0.0,0.0,32.71,32.71,32.71,0.0,0.0,32.0,32.0,32.0,0.0,0.0,32.38,32.38,32.38,0.0,0.0
2019-06-02,32.98,32.98,32.98,0.0,0.0,33.36,33.36,33.36,0.0,0.0,32.97,32.97,32.97,0.0,0.0,33.15,33.15,33.15,0.0,0.0
2019-06-09,33.48,33.48,33.48,0.0,0.0,33.48,33.48,33.48,0.0,0.0,32.91,32.91,32.91,0.0,0.0,33.04,33.04,33.04,0.0,0.0
2019-06-16,34.0,34.0,34.0,0.0,0.0,34.32,34.32,34.32,0.0,0.0,33.98,33.98,33.98,0.0,0.0,34.2,34.2,34.2,0.0,0.0
2019-06-23,33.98,33.98,33.98,0.0,0.0,34.05,34.05,34.05,0.0,0.0,33.65,33.65,33.65,0.0,0.0,33.74,33.74,33.74,0.0,0.0
2019-06-30,34.29,34.29,34.29,0.0,0.0,34.55,34.55,34.55,0.0,0.0,34.07,34.07,34.07,0.0,0.0,34.53,34.53,34.53,0.0,0.0
2019-07-07,35.16,35.16,35.16,0.0,0.0,35.2,35.2,35.2,0.0,0.0,34.81,34.81,34.81,0.0,0.0,34.89,34.89,34.89,0.0,0.0
2019-07-14,34.71,34.71,34.71,0.0,0.0,34.8,34.8,34.8,0.0,0.0,34.32,34.32,34.32,0.0,0.0,34.37,34.37,34.37,0.0,0.0
2019-07-21,33.94,33.94,33.94,0.0,0.0,34.02,34.02,34.02,0.0,0.0,33.59,33.59,33.59,0.0,0.0,33.79,33.79,33.79,0.0,0.0
2019-07-28,32.53,32.53,32.53,0.0,0.0,32.62,32.62,32.62,0.0,0.0,31.97,31.97,31.97,0.0,0.0,32.2,32.2,32.2,0.0,0.0
2019-08-04,32.26,32.26,32.26,0.0,0.0,32.54,32.54,32.54,0.0,0.0,31.99,31.99,31.99,0.0,0.0,32.17,32.17,32.17,0.0,0.0
2019-08-11,30.62,30.62,30.62,0.0,0.0,30.79,30.79,30.79,0.0,0.0,30.45,30.45,30.45,0.0,0.0,30.58,30.58,30.58,0.0,0.0
2019-08-18,30.12,30.12,30.12,0.0,0.0,30.43,30.43,30.43,0.0,0.0,29.4,29.4,29.4,0.0,0.0,29.47,29.47,29.47,0.0,0.0
2019-08-25,30.45,30.45,30.45,0.0,0.0,30.66,30.66,30.66,0.0,0.0,30.36,30.36,30.36,0.0,0.0,30.61,30.61,30.61,0.0,0.0
2019-09-01,31.64,31.64,31.64,0.0,0.0,31.91,31.91,31.91,0.0,0.0,31.55,31.55,31.55,0.0,0.0,31.7,31.7,31.7,0.0,0.0
2019-09-08,32.39,32.39,32.39,0.0,0.0,32.56,32.56,32.56,0.0,0.0,32.02,32.02,32.02,0.0,0.0,32.06,32.06,32.06,0.0,0.0
2019-09-15,31.77,31.77,31.77,0.0,0.0,31.95,31.95,31.95,0.0,0.0,31.58,31.58,31.58,0.0,0.0,31.9,31.9,31.9,0.0,0.0
2019-09-22,31.88,31.88,31.88,0.0,0.0,32.03,32.03,32.03,0.0,0.0,31.61,31.61,31.61,0.0,0.0,31.79,31.79,31.79,0.0,0.0
2019-09-29,31.12,31.12,31.12,0.0,0.0,31.8,31.8,31.8,0.0,0.0,31.12,31.12,31.12,0.0,0.0,31.76,31.76,31.76,0.0,0.0
2019-10-06,31.74,31.74,31.74,0.0,0.0,32.2,32.2,32.2,0.0,0.0,31.65,31.65,31.65,0.0,0.0,32.06,32.06,32.06,0.0,0.0
2019-10-13,32.1,32.1,32.1,0.0,0.0,32.33,32.33,32.33,0.0,0.0,32.04,32.04,32.04,0.0,0.0,32.16,32.16,32.16,0.0,0.0
2019-10-20,33.44,33.44,33.44,0.0,0.0,33.63,33.63,33.63,0.0,0.0,33.33,33.33,33.33,0.0,0.0,33.48,33.48,33.48,0.0,0.0
2019-10-27,33.66,33.66,33.66,0.0,0.0,33.91,33.91,33.91,0.0,0.0,33.48,33.48,33.48,0.0,0.0,33.71,33.71,33.71,0.0,0.0
2019-11-03,33.1,33.1,33.1,0.0,0.0,33.14,33.14,33.14,0.0,0.0,32.57,32.57,32.57,0.0,0.0,32.66,32.66,32.66,0.0,0.0
2019-11-10,32.07,32.07,32.07,0.0,0.0,32.47,32.47,32.47,0.0,0.0,32.07,32.07,32.07,0.0,0.0,32.45,32.45,32.45,0.0,0.0
2019-11-17,32.28,32.28,32.28,0.0,0.0,32.44,32.44,32.44,0.0,0.0,32.23,32.23,32.23,0.0,0.0,32.39,32.39,32.39,0.0,0.0
2019-11-24,31.67,31.67,31.67,0.0,0.0,31.77,31.77,31.77,0.0,0.0,31.48,31.48,31.48,0.0,0.0,31.52,31.52,31.52,0.0,0.0
2019-12-01,32.65,32.65,32.65,0.0,0.0,32.79,32.79,32.79,0.0,0.0,32.56,32.56,32.56,0.0,0.0,32.73,32.73,32.73,0.0,0.0
2019-12-08,33.56,33.56,33.56,0.0,0.0,34.0,34.0,34.0,0.0,0.0,33.5,33.5,33.5,0.0,0.0,33.71,33.71,33.71,0.0,0.0
2019-12-15,33.94,33.94,33.94,0.0,0.0,34.03,34.03,34.03,0.0,0.0,33.76,33.76,33.76,0.0,0.0,33.78,33.78,33.78,0.0,0.0
2019-12-22,34.28,34.28,34.28,0.0,0.0,34.39,34.39,34.39,0.0,0.0,34.09,34.09,34.09,0.0,0.0,34.15,34.15,34.15,0.0,0.0
2019-12-29,34.36,34.36,34.36,0.0,0.0,34.63,34.63,34.63,0.0,0.0,34.29,34.29,34.29,0.0,0.0,34.48,34.48,34.48,0.0,0.0
2020-01-05,33.91,33.91,33.91,0.0,0.0,34.05,34.05,34.05,0.0,0.0,33.5,33.5,33.5,0.0,0.0,33.57,33.57,33.57,0.0,0.0
2020-01-12,33.56,33.56,33.56,0.0,0.0,33.83,33.83,33.83,0.0,0.0,33.44,33.44,33.44,0.0,0.0,33.8,33.8,33.8,0.0,0.0
2020-01-19,33.41,33.41,33.41,0.0,0.0,33.47,33.47,33.47,0.0,0.0,32.98,32.98,32.98,0.0,0.0,33.08,33.08,33.08,0.0,0.0
2020-01-26,31.54,31.54,31.54,0.0,0.0,31.64,31.64,31.64,0.0,0.0,31.22,31.22,31.22,0.0,0.0,31.3,31.3,31.3,0.0,0.0
2020-02-02,31.76,31.76,31.76,0.0,0.0,31.85,31.85,31.85,0.0,0.0,31.57,31.57,31.57,0.0,0.0,31.72,31.72,31.72,0.0,0.0
2020-02-09,32.26,32.26,32.26,0.0,0.0,32.26,32.26,32.26,0.0,0.0,31.91,31.91,31.91,0.0,0.0,32.04,32.04,32.04,0.0,0.0
2020-02-16,31.07,31.07,31.07,0.0,0.0,31.26,31.26,31.26,0.0,0.0,30.9,30.9,30.9,0.0,0.0,31.07,31.07,31.07,0.0,0.0
2020-02-23,27.24,27.24,27.24,0.0,0.0,28.0,28.0,28.0,0.0,0.0,26.93,26.93,26.93,0.0,0.0,27.98,27.98,27.98,0.0,0.0
2020-03-01,26.46,26.46,26.46,0.0,0.0,26.78,26.78,26.78,0.0,0.0,26.11,26.11,26.11,0.0,0.0,26.41,26.41,26.41,0.0,0.0
