Date,iShares Latin America 40Etf_Open_average,iShares Latin America 40Etf_Open_max,iShares Latin America 40Etf_Open_min,iShares Latin America 40Etf_Open_volatility,iShares Latin America 40Etf_Open_change,iShares Latin America 40Etf_High_average,iShares Latin America 40Etf_High_max,iShares Latin America 40Etf_High_min,iShares Latin America 40Etf_High_volatility,iShares Latin America 40Etf_High_change,iShares Latin America 40Etf_Low_average,iShares Latin America 40Etf_Low_max,iShares Latin America 40Etf_Low_min,iShares Latin America 40Etf_Low_volatility,iShares Latin America 40Etf_Low_change,iShares Latin America 40Etf_Close_average,iShares Latin America 40Etf_Close_max,iShares Latin America 40Etf_Close_min,iShares Latin America 40Etf_Close_volatility,iShares Latin America 40Etf_Close_change
2020-03-08,21.96,21.96,21.96,0.0,0.0,21.96,21.96,21.96,0.0,0.0,21.96,21.96,21.96,0.0,0.0,21.96,21.96,21.96,0.0,0.0
2020-03-15,16.85,16.85,16.85,0.0,0.0,16.85,16.85,16.85,0.0,0.0,16.85,16.85,16.85,0.0,0.0,16.85,16.85,16.85,0.0,0.0
2020-03-22,17.96,17.96,17.96,0.0,0.0,17.96,17.96,17.96,0.0,0.0,17.96,17.96,17.96,0.0,0.0,17.96,17.96,17.96,0.0,0.0
2020-03-29,17.62,17.62,17.62,0.0,0.0,17.71,17.71,17.71,0.0,0.0,16.87,16.87,16.87,0.0,0.0,17.11,17.11,17.11,0.0,0.0
2020-04-05,19.73,19.73,19.73,0.0,0.0,20.12,20.12,20.12,0.0,0.0,19.33,19.33,19.33,0.0,0.0,19.54,19.54,19.54,0.0,0.0
2020-04-12,19.13,19.13,19.13,0.0,0.0,19.2,19.2,19.2,0.0,0.0,18.79,18.79,18.79,0.0,0.0,19.13,19.13,19.13,0.0,0.0
2020-04-19,17.68,17.68,17.68,0.0,0.0,17.77,17.77,17.77,0.0,0.0,16.83,16.83,16.83,0.0,0.0,17.1,17.1,17.1,0.0,0.0
2020-04-26,18.35,18.35,18.35,0.0,0.0,18.35,18.35,18.35,0.0,0.0,18.35,18.35,18.35,0.0,0.0,18.35,18.35,18.35,0.0,0.0
2020-05-03,19.02,19.02,19.02,0.0,0.0,19.02,19.02,19.02,0.0,0.0,19.02,19.02,19.02,0.0,0.0,19.02,19.02,19.02,0.0,0.0
2020-05-10,18.12,18.12,18.12,0.0,0.0,18.38,18.38,18.38,0.0,0.0,17.85,17.85,17.85,0.0,0.0,17.86,17.86,17.86,0.0,0.0
2020-05-17,19.27,19.27,19.27,0.0,0.0,19.52,19.52,19.52,0.0,0.0,19.08,19.08,19.08,0.0,0.0,19.45,19.45,19.45,0.0,0.0
2020-05-24,20.48,20.48,20.48,0.0,0.0,20.66,20.66,20.66,0.0,0.0,20.04,20.04,20.04,0.0,0.0,20.51,20.51,20.51,0.0,0.0
2020-05-31,24.2,24.2,24.2,0.0,0.0,24.2,24.2,24.2,0.0,0.0,24.2,24.2,24.2,0.0,0.0,24.2,24.2,24.2,0.0,0.0
2020-06-07,22.87,22.87,22.87,0.0,0.0,23.13,23.13,23.13,0.0,0.0,22.21,22.21,22.21,0.0,0.0,22.84,22.84,22.84,0.0,0.0
2020-06-14,22.35,22.35,22.35,0.0,0.0,22.4,22.4,22.4,0.0,0.0,22.01,22.01,22.01,0.0,0.0,22.26,22.26,22.26,0.0,0.0
2020-06-21,21.68,21.68,21.68,0.0,0.0,21.75,21.75,21.75,0.0,0.0,21.22,21.22,21.22,0.0,0.0,21.22,21.22,21.22,0.0,0.0
2020-06-28,22.27,22.27,22.27,0.0,0.0,22.27,22.27,22.27,0.0,0.0,22.27,22.27,22.27,0.0,0.0,22.27,22.27,22.27,0.0,0.0
2020-07-05,22.66,22.66,22.66,0.0,0.0,22.83,22.83,22.83,0.0,0.0,22.33,22.33,22.33,0.0,0.0,22.33,22.33,22.33,0.0,0.0
