Date,iShares MSCI Global ImpactEtf_Open_average,iShares MSCI Global ImpactEtf_Open_max,iShares MSCI Global ImpactEtf_Open_min,iShares MSCI Global ImpactEtf_Open_volatility,iShares MSCI Global ImpactEtf_Open_change,iShares MSCI Global ImpactEtf_High_average,iShares MSCI Global ImpactEtf_High_max,iShares MSCI Global ImpactEtf_High_min,iShares MSCI Global ImpactEtf_High_volatility,iShares MSCI Global ImpactEtf_High_change,iShares MSCI Global ImpactEtf_Low_average,iShares MSCI Global ImpactEtf_Low_max,iShares MSCI Global ImpactEtf_Low_min,iShares MSCI Global ImpactEtf_Low_volatility,iShares MSCI Global ImpactEtf_Low_change,iShares MSCI Global ImpactEtf_Close_average,iShares MSCI Global ImpactEtf_Close_max,iShares MSCI Global ImpactEtf_Close_min,iShares MSCI Global ImpactEtf_Close_volatility,iShares MSCI Global ImpactEtf_Close_change
2019-02-10,57.61,57.61,57.61,0.0,0.0,57.91,57.91,57.91,0.0,0.0,57.61,57.61,57.61,0.0,0.0,57.82,57.82,57.82,0.0,0.0
2019-02-17,58.41,58.41,58.41,0.0,0.0,58.41,58.41,58.41,0.0,0.0,58.19,58.19,58.19,0.0,0.0,58.32,58.32,58.32,0.0,0.0
2019-02-24,58.36,58.36,58.36,0.0,0.0,58.36,58.36,58.36,0.0,0.0,58.09,58.09,58.09,0.0,0.0,58.09,58.09,58.09,0.0,0.0
2019-03-03,56.84,56.84,56.84,0.0,0.0,56.84,56.84,56.84,0.0,0.0,56.7,56.7,56.7,0.0,0.0,56.71,56.71,56.71,0.0,0.0
2019-03-10,58.69,58.69,58.69,0.0,0.0,58.89,58.89,58.89,0.0,0.0,58.6,58.6,58.6,0.0,0.0,58.6,58.6,58.6,0.0,0.0
2019-03-17,58.67,58.67,58.67,0.0,0.0,58.89,58.89,58.89,0.0,0.0,58.16,58.16,58.16,0.0,0.0,58.29,58.29,58.29,0.0,0.0
2019-03-24,59.3,59.3,59.3,0.0,0.0,59.3,59.3,59.3,0.0,0.0,58.92,58.92,58.92,0.0,0.0,59.0,59.0,59.0,0.0,0.0
2019-03-31,60.17,60.17,60.17,0.0,0.0,60.28,60.28,60.28,0.0,0.0,60.17,60.17,60.17,0.0,0.0,60.28,60.28,60.28,0.0,0.0
2019-04-07,60.4,60.4,60.4,0.0,0.0,60.4,60.4,60.4,0.0,0.0,60.06,60.06,60.06,0.0,0.0,60.09,60.09,60.09,0.0,0.0
2019-04-14,60.15,60.15,60.15,0.0,0.0,60.16,60.16,60.16,0.0,0.0,59.88,59.88,59.88,0.0,0.0,59.88,59.88,59.88,0.0,0.0
2019-04-21,58.99,58.99,58.99,0.0,0.0,59.22,59.22,59.22,0.0,0.0,58.99,58.99,58.99,0.0,0.0,59.21,59.21,59.21,0.0,0.0
2019-04-28,59.32,59.32,59.32,0.0,0.0,59.71,59.71,59.71,0.0,0.0,59.32,59.32,59.32,0.0,0.0,59.4,59.4,59.4,0.0,0.0
2019-05-05,57.3,57.3,57.3,0.0,0.0,57.46,57.46,57.46,0.0,0.0,56.88,56.88,56.88,0.0,0.0,57.46,57.46,57.46,0.0,0.0
2019-05-12,56.93,56.93,56.93,0.0,0.0,57.03,57.03,57.03,0.0,0.0,56.68,56.68,56.68,0.0,0.0,56.68,56.68,56.68,0.0,0.0
2019-05-19,56.47,56.47,56.47,0.0,0.0,56.49,56.49,56.49,0.0,0.0,56.47,56.47,56.47,0.0,0.0,56.47,56.47,56.47,0.0,0.0
2019-05-26,55.35,55.35,55.35,0.0,0.0,55.43,55.43,55.43,0.0,0.0,55.22,55.22,55.22,0.0,0.0,55.3,55.3,55.3,0.0,0.0
2019-06-02,57.27,57.27,57.27,0.0,0.0,57.59,57.59,57.59,0.0,0.0,57.06,57.06,57.06,0.0,0.0,57.36,57.36,57.36,0.0,0.0
2019-06-09,57.64,57.64,57.64,0.0,0.0,57.74,57.74,57.74,0.0,0.0,57.6,57.6,57.6,0.0,0.0,57.6,57.6,57.6,0.0,0.0
2019-06-16,58.19,58.19,58.19,0.0,0.0,58.22,58.22,58.22,0.0,0.0,58.08,58.08,58.08,0.0,0.0,58.22,58.22,58.22,0.0,0.0
2019-06-23,57.67,57.67,57.67,0.0,0.0,57.8,57.8,57.8,0.0,0.0,57.67,57.67,57.67,0.0,0.0,57.68,57.68,57.68,0.0,0.0
2019-06-30,58.66,58.66,58.66,0.0,0.0,59.29,59.29,59.29,0.0,0.0,58.14,58.14,58.14,0.0,0.0,58.22,58.22,58.22,0.0,0.0
2019-07-07,57.98,57.98,57.98,0.0,0.0,57.98,57.98,57.98,0.0,0.0,57.85,57.85,57.85,0.0,0.0,57.85,57.85,57.85,0.0,0.0
2019-07-14,58.44,58.44,58.44,0.0,0.0,58.44,58.44,58.44,0.0,0.0,58.0,58.0,58.0,0.0,0.0,58.0,58.0,58.0,0.0,0.0
2019-07-21,57.83,57.83,57.83,0.0,0.0,57.88,57.88,57.88,0.0,0.0,57.78,57.78,57.78,0.0,0.0,57.88,57.88,57.88,0.0,0.0
2019-07-28,57.01,57.01,57.01,0.0,0.0,57.01,57.01,57.01,0.0,0.0,56.64,56.64,56.64,0.0,0.0,56.7,56.7,56.7,0.0,0.0
2019-08-04,56.89,56.89,56.89,0.0,0.0,56.89,56.89,56.89,0.0,0.0,56.34,56.34,56.34,0.0,0.0,56.48,56.48,56.48,0.0,0.0
2019-08-11,55.62,55.62,55.62,0.0,0.0,56.07,56.07,56.07,0.0,0.0,55.62,55.62,55.62,0.0,0.0,55.94,55.94,55.94,0.0,0.0
2019-08-18,56.44,56.44,56.44,0.0,0.0,56.45,56.45,56.45,0.0,0.0,55.78,55.78,55.78,0.0,0.0,55.81,55.81,55.81,0.0,0.0
2019-08-25,57.63,57.63,57.63,0.0,0.0,57.63,57.63,57.63,0.0,0.0,57.08,57.08,57.08,0.0,0.0,57.18,57.18,57.18,0.0,0.0
2019-09-01,58.4,58.4,58.4,0.0,0.0,58.79,58.79,58.79,0.0,0.0,58.4,58.4,58.4,0.0,0.0,58.68,58.68,58.68,0.0,0.0
2019-09-08,59.59,59.59,59.59,0.0,0.0,59.85,59.85,59.85,0.0,0.0,59.56,59.56,59.56,0.0,0.0,59.77,59.77,59.77,0.0,0.0
2019-09-15,59.75,59.75,59.75,0.0,0.0,59.82,59.82,59.82,0.0,0.0,59.28,59.28,59.28,0.0,0.0,59.29,59.29,59.29,0.0,0.0
2019-09-22,58.98,58.98,58.98,0.0,0.0,58.98,58.98,58.98,0.0,0.0,58.57,58.57,58.57,0.0,0.0,58.57,58.57,58.57,0.0,0.0
2019-09-29,57.98,57.98,57.98,0.0,0.0,58.28,58.28,58.28,0.0,0.0,57.98,57.98,57.98,0.0,0.0,58.28,58.28,58.28,0.0,0.0
2019-10-06,58.98,58.98,58.98,0.0,0.0,59.68,59.68,59.68,0.0,0.0,58.98,58.98,58.98,0.0,0.0,59.17,59.17,59.17,0.0,0.0
2019-10-13,59.67,59.67,59.67,0.0,0.0,59.67,59.67,59.67,0.0,0.0,59.5,59.5,59.5,0.0,0.0,59.52,59.52,59.52,0.0,0.0
2019-10-20,60.61,60.61,60.61,0.0,0.0,61.02,61.02,61.02,0.0,0.0,60.45,60.45,60.45,0.0,0.0,61.0,61.0,61.0,0.0,0.0
2019-10-27,61.65,61.65,61.65,0.0,0.0,62.5,62.5,62.5,0.0,0.0,61.65,61.65,61.65,0.0,0.0,62.08,62.08,62.08,0.0,0.0
2019-11-03,62.66,62.66,62.66,0.0,0.0,62.84,62.84,62.84,0.0,0.0,62.66,62.66,62.66,0.0,0.0,62.72,62.72,62.72,0.0,0.0
2019-11-10,63.08,63.08,63.08,0.0,0.0,63.43,63.43,63.43,0.0,0.0,62.85,62.85,62.85,0.0,0.0,63.06,63.06,63.06,0.0,0.0
2019-11-17,62.03,62.03,62.03,0.0,0.0,62.11,62.11,62.11,0.0,0.0,61.93,61.93,61.93,0.0,0.0,62.01,62.01,62.01,0.0,0.0
2019-11-24,63.09,63.09,63.09,0.0,0.0,63.24,63.24,63.24,0.0,0.0,62.58,62.58,62.58,0.0,0.0,62.59,62.59,62.59,0.0,0.0
2019-12-01,63.24,63.24,63.24,0.0,0.0,63.55,63.55,63.55,0.0,0.0,63.24,63.24,63.24,0.0,0.0,63.41,63.41,63.41,0.0,0.0
2019-12-08,64.42,64.42,64.42,0.0,0.0,64.46,64.46,64.46,0.0,0.0,64.11,64.11,64.11,0.0,0.0,64.35,64.35,64.35,0.0,0.0
2019-12-15,64.91,64.91,64.91,0.0,0.0,64.93,64.93,64.93,0.0,0.0,64.77,64.77,64.77,0.0,0.0,64.87,64.87,64.87,0.0,0.0
2019-12-22,65.55,65.55,65.55,0.0,0.0,65.55,65.55,65.55,0.0,0.0,65.28,65.28,65.28,0.0,0.0,65.38,65.38,65.38,0.0,0.0
2019-12-29,65.0,65.0,65.0,0.0,0.0,65.61,65.61,65.61,0.0,0.0,65.0,65.0,65.0,0.0,0.0,65.42,65.42,65.42,0.0,0.0
2020-01-05,66.17,66.17,66.17,0.0,0.0,66.19,66.19,66.19,0.0,0.0,65.82,65.82,65.82,0.0,0.0,65.88,65.88,65.88,0.0,0.0
2020-01-12,67.64,67.64,67.64,0.0,0.0,68.1,68.1,68.1,0.0,0.0,67.61,67.61,67.61,0.0,0.0,67.8,67.8,67.8,0.0,0.0
2020-01-19,68.05,68.05,68.05,0.0,0.0,68.05,68.05,68.05,0.0,0.0,67.44,67.44,67.44,0.0,0.0,67.6,67.6,67.6,0.0,0.0
2020-01-26,66.73,66.73,66.73,0.0,0.0,66.73,66.73,66.73,0.0,0.0,66.2,66.2,66.2,0.0,0.0,66.36,66.36,66.36,0.0,0.0
2020-02-02,69.09,69.09,69.09,0.0,0.0,69.51,69.51,69.51,0.0,0.0,68.78,68.78,68.78,0.0,0.0,68.87,68.87,68.87,0.0,0.0
2020-02-09,69.99,69.99,69.99,0.0,0.0,69.99,69.99,69.99,0.0,0.0,69.7,69.7,69.7,0.0,0.0,69.86,69.86,69.86,0.0,0.0
2020-02-16,72.63,72.63,72.63,0.0,0.0,72.63,72.63,72.63,0.0,0.0,70.27,70.27,70.27,0.0,0.0,70.54,70.54,70.54,0.0,0.0
2020-02-23,62.51,62.51,62.51,0.0,0.0,64.24,64.24,64.24,0.0,0.0,61.98,61.98,61.98,0.0,0.0,63.92,63.92,63.92,0.0,0.0
2020-03-01,65.03,65.03,65.03,0.0,0.0,65.61,65.61,65.61,0.0,0.0,65.01,65.01,65.01,0.0,0.0,65.59,65.59,65.59,0.0,0.0
2020-03-08,57.7,57.7,57.7,0.0,0.0,59.26,59.26,59.26,0.0,0.0,55.7,55.7,55.7,0.0,0.0,58.8,58.8,58.8,0.0,0.0
2020-03-15,54.8,54.8,54.8,0.0,0.0,55.21,55.21,55.21,0.0,0.0,52.43,52.43,52.43,0.0,0.0,52.81,52.81,52.81,0.0,0.0
2020-03-22,55.51,55.51,55.51,0.0,0.0,57.59,57.59,57.59,0.0,0.0,55.51,55.51,55.51,0.0,0.0,56.57,56.57,56.57,0.0,0.0
2020-03-29,55.6,55.6,55.6,0.0,0.0,55.6,55.6,55.6,0.0,0.0,55.01,55.01,55.01,0.0,0.0,55.34,55.34,55.34,0.0,0.0
2020-04-05,59.58,59.58,59.58,0.0,0.0,60.5,60.5,60.5,0.0,0.0,59.58,59.58,59.58,0.0,0.0,60.0,60.0,60.0,0.0,0.0
2020-04-12,61.7,61.7,61.7,0.0,0.0,61.89,61.89,61.89,0.0,0.0,61.38,61.38,61.38,0.0,0.0,61.89,61.89,61.89,0.0,0.0
2020-04-19,60.79,60.79,60.79,0.0,0.0,61.28,61.28,61.28,0.0,0.0,60.63,60.63,60.63,0.0,0.0,61.23,61.23,61.23,0.0,0.0
2020-04-26,61.62,61.62,61.62,0.0,0.0,61.62,61.62,61.62,0.0,0.0,59.89,59.89,59.89,0.0,0.0,60.52,60.52,60.52,0.0,0.0
2020-05-03,61.91,61.91,61.91,0.0,0.0,62.35,62.35,62.35,0.0,0.0,61.91,61.91,61.91,0.0,0.0,62.28,62.28,62.28,0.0,0.0
2020-05-10,61.07,61.07,61.07,0.0,0.0,61.61,61.61,61.61,0.0,0.0,61.07,61.07,61.07,0.0,0.0,61.56,61.56,61.56,0.0,0.0
2020-05-17,62.1,62.1,62.1,0.0,0.0,62.44,62.44,62.44,0.0,0.0,62.1,62.1,62.1,0.0,0.0,62.38,62.38,62.38,0.0,0.0
2020-05-24,64.05,64.05,64.05,0.0,0.0,65.11,65.11,65.11,0.0,0.0,64.04,64.04,64.04,0.0,0.0,64.85,64.85,64.85,0.0,0.0
2020-05-31,68.97,68.97,68.97,0.0,0.0,69.07,69.07,69.07,0.0,0.0,68.48,68.48,68.48,0.0,0.0,68.64,68.64,68.64,0.0,0.0
2020-06-07,67.73,67.73,67.73,0.0,0.0,67.87,67.87,67.87,0.0,0.0,66.41,66.41,66.41,0.0,0.0,67.04,67.04,67.04,0.0,0.0
2020-06-14,68.98,68.98,68.98,0.0,0.0,68.98,68.98,68.98,0.0,0.0,68.05,68.05,68.05,0.0,0.0,68.1,68.1,68.1,0.0,0.0
2020-06-21,67.86,67.86,67.86,0.0,0.0,68.12,68.12,68.12,0.0,0.0,67.03,67.03,67.03,0.0,0.0,67.07,67.07,67.07,0.0,0.0
2020-06-28,69.93,69.93,69.93,0.0,0.0,70.46,70.46,70.46,0.0,0.0,69.93,69.93,69.93,0.0,0.0,70.17,70.17,70.17,0.0,0.0
2020-07-05,72.43,72.43,72.43,0.0,0.0,72.94,72.94,72.94,0.0,0.0,72.43,72.43,72.43,0.0,0.0,72.43,72.43,72.43,0.0,0.0
