Date,IQ Leaders GTAA TrackerEtf_Open_average,IQ Leaders GTAA TrackerEtf_Open_max,IQ Leaders GTAA TrackerEtf_Open_min,IQ Leaders GTAA TrackerEtf_Open_volatility,IQ Leaders GTAA TrackerEtf_Open_change,IQ Leaders GTAA TrackerEtf_High_average,IQ Leaders GTAA TrackerEtf_High_max,IQ Leaders GTAA TrackerEtf_High_min,IQ Leaders GTAA TrackerEtf_High_volatility,IQ Leaders GTAA TrackerEtf_High_change,IQ Leaders GTAA TrackerEtf_Low_average,IQ Leaders GTAA TrackerEtf_Low_max,IQ Leaders GTAA TrackerEtf_Low_min,IQ Leaders GTAA TrackerEtf_Low_volatility,IQ Leaders GTAA TrackerEtf_Low_change,IQ Leaders GTAA TrackerEtf_Close_average,IQ Leaders GTAA TrackerEtf_Close_max,IQ Leaders GTAA TrackerEtf_Close_min,IQ Leaders GTAA TrackerEtf_Close_volatility,IQ Leaders GTAA TrackerEtf_Close_change
2018-03-25,24.19,24.19,24.19,0.0,0.0,24.22,24.22,24.22,0.0,0.0,24.19,24.19,24.19,0.0,0.0,24.22,24.22,24.22,0.0,0.0
2018-04-01,24.18,24.18,24.18,0.0,0.0,24.19,24.19,24.19,0.0,0.0,24.0,24.0,24.0,0.0,0.0,24.0,24.0,24.0,0.0,0.0
2018-04-08,24.05,24.05,24.05,0.0,0.0,24.3,24.3,24.3,0.0,0.0,24.05,24.05,24.05,0.0,0.0,24.22,24.22,24.22,0.0,0.0
2018-04-15,24.37,24.37,24.37,0.0,0.0,24.37,24.37,24.37,0.0,0.0,24.34,24.34,24.34,0.0,0.0,24.35,24.35,24.35,0.0,0.0
2018-04-22,24.24,24.24,24.24,0.0,0.0,24.24,24.24,24.24,0.0,0.0,24.23,24.23,24.23,0.0,0.0,24.23,24.23,24.23,0.0,0.0
2018-04-29,24.03,24.03,24.03,0.0,0.0,24.03,24.03,24.03,0.0,0.0,24.03,24.03,24.03,0.0,0.0,24.03,24.03,24.03,0.0,0.0
2018-05-06,24.39,24.39,24.39,0.0,0.0,24.4,24.4,24.4,0.0,0.0,24.39,24.39,24.39,0.0,0.0,24.4,24.4,24.4,0.0,0.0
2018-05-13,24.3,24.3,24.3,0.0,0.0,24.3,24.3,24.3,0.0,0.0,24.26,24.26,24.26,0.0,0.0,24.26,24.26,24.26,0.0,0.0
2018-05-20,24.22,24.22,24.22,0.0,0.0,24.26,24.26,24.26,0.0,0.0,24.22,24.22,24.22,0.0,0.0,24.23,24.23,24.23,0.0,0.0
2018-05-27,24.18,24.18,24.18,0.0,0.0,24.18,24.18,24.18,0.0,0.0,24.16,24.16,24.16,0.0,0.0,24.16,24.16,24.16,0.0,0.0
2018-06-03,24.28,24.28,24.28,0.0,0.0,24.37,24.37,24.37,0.0,0.0,24.28,24.28,24.28,0.0,0.0,24.37,24.37,24.37,0.0,0.0
2018-06-10,24.29,24.29,24.29,0.0,0.0,24.29,24.29,24.29,0.0,0.0,24.29,24.29,24.29,0.0,0.0,24.29,24.29,24.29,0.0,0.0
2018-06-17,23.89,23.89,23.89,0.0,0.0,23.9,23.9,23.9,0.0,0.0,23.89,23.89,23.89,0.0,0.0,23.9,23.9,23.9,0.0,0.0
2018-06-24,23.75,23.75,23.75,0.0,0.0,23.75,23.75,23.75,0.0,0.0,23.73,23.73,23.73,0.0,0.0,23.73,23.73,23.73,0.0,0.0
2018-07-01,23.81,23.81,23.81,0.0,0.0,23.81,23.81,23.81,0.0,0.0,23.81,23.81,23.81,0.0,0.0,23.81,23.81,23.81,0.0,0.0
2018-07-08,23.95,23.95,23.95,0.0,0.0,23.95,23.95,23.95,0.0,0.0,23.95,23.95,23.95,0.0,0.0,23.95,23.95,23.95,0.0,0.0
2018-07-15,24.01,24.01,24.01,0.0,0.0,24.01,24.01,24.01,0.0,0.0,24.01,24.01,24.01,0.0,0.0,24.01,24.01,24.01,0.0,0.0
2018-07-22,24.22,24.22,24.22,0.0,0.0,24.24,24.24,24.24,0.0,0.0,24.19,24.19,24.19,0.0,0.0,24.19,24.19,24.19,0.0,0.0
2018-07-29,24.18,24.18,24.18,0.0,0.0,24.18,24.18,24.18,0.0,0.0,24.18,24.18,24.18,0.0,0.0,24.18,24.18,24.18,0.0,0.0
2018-08-05,24.0,24.0,24.0,0.0,0.0,24.0,24.0,24.0,0.0,0.0,23.94,23.94,23.94,0.0,0.0,23.95,23.95,23.95,0.0,0.0
2018-08-12,23.82,23.82,23.82,0.0,0.0,23.82,23.82,23.82,0.0,0.0,23.82,23.82,23.82,0.0,0.0,23.82,23.82,23.82,0.0,0.0
2018-08-19,24.02,24.02,24.02,0.0,0.0,24.07,24.07,24.07,0.0,0.0,24.02,24.02,24.02,0.0,0.0,24.05,24.05,24.05,0.0,0.0
2018-08-26,24.18,24.18,24.18,0.0,0.0,24.18,24.18,24.18,0.0,0.0,24.16,24.16,24.16,0.0,0.0,24.16,24.16,24.16,0.0,0.0
2018-09-02,23.9,23.9,23.9,0.0,0.0,23.96,23.96,23.96,0.0,0.0,23.88,23.88,23.88,0.0,0.0,23.89,23.89,23.89,0.0,0.0
2018-09-09,24.13,24.13,24.13,0.0,0.0,24.13,24.13,24.13,0.0,0.0,24.13,24.13,24.13,0.0,0.0,24.13,24.13,24.13,0.0,0.0
2018-09-16,24.31,24.31,24.31,0.0,0.0,24.31,24.31,24.31,0.0,0.0,24.31,24.31,24.31,0.0,0.0,24.31,24.31,24.31,0.0,0.0
2018-09-23,24.17,24.17,24.17,0.0,0.0,24.29,24.29,24.29,0.0,0.0,24.17,24.17,24.17,0.0,0.0,24.18,24.18,24.18,0.0,0.0
2018-09-30,24.18,24.18,24.18,0.0,0.0,24.18,24.18,24.18,0.0,0.0,24.18,24.18,24.18,0.0,0.0,24.18,24.18,24.18,0.0,0.0
2018-10-07,23.12,23.12,23.12,0.0,0.0,23.12,23.12,23.12,0.0,0.0,23.12,23.12,23.12,0.0,0.0,23.12,23.12,23.12,0.0,0.0
2018-10-14,23.22,23.22,23.22,0.0,0.0,23.22,23.22,23.22,0.0,0.0,23.22,23.22,23.22,0.0,0.0,23.22,23.22,23.22,0.0,0.0
2018-10-21,22.62,22.62,22.62,0.0,0.0,22.64,22.64,22.64,0.0,0.0,22.61,22.61,22.61,0.0,0.0,22.63,22.63,22.63,0.0,0.0
2018-10-28,23.09,23.09,23.09,0.0,0.0,23.12,23.12,23.12,0.0,0.0,23.09,23.09,23.09,0.0,0.0,23.11,23.11,23.11,0.0,0.0
2018-11-04,23.12,23.12,23.12,0.0,0.0,23.12,23.12,23.12,0.0,0.0,23.12,23.12,23.12,0.0,0.0,23.12,23.12,23.12,0.0,0.0
2018-11-11,23.0,23.0,23.0,0.0,0.0,23.0,23.0,23.0,0.0,0.0,23.0,23.0,23.0,0.0,0.0,23.0,23.0,23.0,0.0,0.0
2018-11-18,22.65,22.65,22.65,0.0,0.0,22.74,22.74,22.74,0.0,0.0,22.65,22.65,22.65,0.0,0.0,22.74,22.74,22.74,0.0,0.0
2018-11-25,23.02,23.02,23.02,0.0,0.0,23.02,23.02,23.02,0.0,0.0,22.99,22.99,22.99,0.0,0.0,23.02,23.02,23.02,0.0,0.0
2018-12-02,22.57,22.57,22.57,0.0,0.0,22.61,22.61,22.61,0.0,0.0,22.57,22.57,22.57,0.0,0.0,22.61,22.61,22.61,0.0,0.0
2018-12-09,22.7,22.7,22.7,0.0,0.0,22.7,22.7,22.7,0.0,0.0,22.52,22.52,22.52,0.0,0.0,22.52,22.52,22.52,0.0,0.0
2018-12-16,22.02,22.02,22.02,0.0,0.0,22.02,22.02,22.02,0.0,0.0,21.8,21.8,21.8,0.0,0.0,21.8,21.8,21.8,0.0,0.0
2018-12-23,21.97,21.97,21.97,0.0,0.0,22.02,22.02,22.02,0.0,0.0,21.91,21.91,21.91,0.0,0.0,21.93,21.93,21.93,0.0,0.0
2018-12-30,22.06,22.06,22.06,0.0,0.0,22.23,22.23,22.23,0.0,0.0,22.05,22.05,22.05,0.0,0.0,22.23,22.23,22.23,0.0,0.0
2019-01-06,22.57,22.57,22.57,0.0,0.0,22.57,22.57,22.57,0.0,0.0,22.57,22.57,22.57,0.0,0.0,22.57,22.57,22.57,0.0,0.0
2019-01-13,22.88,22.88,22.88,0.0,0.0,22.91,22.91,22.91,0.0,0.0,22.88,22.88,22.88,0.0,0.0,22.91,22.91,22.91,0.0,0.0
2019-01-20,22.93,22.93,22.93,0.0,0.0,22.96,22.96,22.96,0.0,0.0,22.92,22.92,22.92,0.0,0.0,22.95,22.95,22.95,0.0,0.0
2019-01-27,23.18,23.18,23.18,0.0,0.0,23.18,23.18,23.18,0.0,0.0,23.16,23.16,23.16,0.0,0.0,23.16,23.16,23.16,0.0,0.0
2019-02-03,23.07,23.07,23.07,0.0,0.0,23.07,23.07,23.07,0.0,0.0,23.07,23.07,23.07,0.0,0.0,23.07,23.07,23.07,0.0,0.0
2019-02-10,23.4,23.4,23.4,0.0,0.0,23.42,23.42,23.42,0.0,0.0,23.4,23.4,23.4,0.0,0.0,23.42,23.42,23.42,0.0,0.0
2019-02-17,23.59,23.59,23.59,0.0,0.0,23.59,23.59,23.59,0.0,0.0,23.59,23.59,23.59,0.0,0.0,23.59,23.59,23.59,0.0,0.0
2019-02-24,23.68,23.68,23.68,0.0,0.0,23.68,23.68,23.68,0.0,0.0,23.68,23.68,23.68,0.0,0.0,23.68,23.68,23.68,0.0,0.0
2019-03-03,23.34,23.34,23.34,0.0,0.0,23.37,23.37,23.37,0.0,0.0,23.28,23.28,23.28,0.0,0.0,23.37,23.37,23.37,0.0,0.0
2019-03-10,23.8,23.8,23.8,0.0,0.0,23.81,23.81,23.81,0.0,0.0,23.8,23.8,23.8,0.0,0.0,23.81,23.81,23.81,0.0,0.0
2019-03-17,23.76,23.76,23.76,0.0,0.0,23.76,23.76,23.76,0.0,0.0,23.69,23.69,23.69,0.0,0.0,23.69,23.69,23.69,0.0,0.0
2019-03-24,23.68,23.68,23.68,0.0,0.0,23.7,23.7,23.7,0.0,0.0,23.68,23.68,23.68,0.0,0.0,23.7,23.7,23.7,0.0,0.0
2019-03-31,23.98,23.98,23.98,0.0,0.0,24.03,24.03,24.03,0.0,0.0,23.98,23.98,23.98,0.0,0.0,24.02,24.02,24.02,0.0,0.0
2019-04-07,24.14,24.14,24.14,0.0,0.0,24.14,24.14,24.14,0.0,0.0,24.11,24.11,24.11,0.0,0.0,24.11,24.11,24.11,0.0,0.0
2019-04-14,24.2,24.2,24.2,0.0,0.0,24.2,24.2,24.2,0.0,0.0,24.2,24.2,24.2,0.0,0.0,24.2,24.2,24.2,0.0,0.0
2019-04-21,24.21,24.21,24.21,0.0,0.0,24.21,24.21,24.21,0.0,0.0,24.2,24.2,24.2,0.0,0.0,24.2,24.2,24.2,0.0,0.0
2019-04-28,24.27,24.27,24.27,0.0,0.0,24.27,24.27,24.27,0.0,0.0,24.27,24.27,24.27,0.0,0.0,24.27,24.27,24.27,0.0,0.0
2019-05-05,23.82,23.82,23.82,0.0,0.0,23.82,23.82,23.82,0.0,0.0,23.82,23.82,23.82,0.0,0.0,23.82,23.82,23.82,0.0,0.0
2019-05-12,23.62,23.62,23.62,0.0,0.0,23.62,23.62,23.62,0.0,0.0,23.62,23.62,23.62,0.0,0.0,23.62,23.62,23.62,0.0,0.0
2019-05-19,23.55,23.55,23.55,0.0,0.0,23.55,23.55,23.55,0.0,0.0,23.55,23.55,23.55,0.0,0.0,23.55,23.55,23.55,0.0,0.0
2019-05-26,23.31,23.31,23.31,0.0,0.0,23.31,23.31,23.31,0.0,0.0,23.31,23.31,23.31,0.0,0.0,23.31,23.31,23.31,0.0,0.0
2019-06-02,23.85,23.85,23.85,0.0,0.0,23.85,23.85,23.85,0.0,0.0,23.85,23.85,23.85,0.0,0.0,23.85,23.85,23.85,0.0,0.0
2019-06-09,23.84,23.84,23.84,0.0,0.0,23.84,23.84,23.84,0.0,0.0,23.84,23.84,23.84,0.0,0.0,23.84,23.84,23.84,0.0,0.0
2019-06-16,24.3,24.3,24.3,0.0,0.0,24.3,24.3,24.3,0.0,0.0,24.3,24.3,24.3,0.0,0.0,24.3,24.3,24.3,0.0,0.0
2019-06-23,24.18,24.18,24.18,0.0,0.0,24.18,24.18,24.18,0.0,0.0,24.16,24.16,24.16,0.0,0.0,24.16,24.16,24.16,0.0,0.0
2019-06-30,24.2,24.2,24.2,0.0,0.0,24.27,24.27,24.27,0.0,0.0,24.2,24.2,24.2,0.0,0.0,24.27,24.27,24.27,0.0,0.0
2019-07-07,24.23,24.23,24.23,0.0,0.0,24.28,24.28,24.28,0.0,0.0,24.23,24.23,24.23,0.0,0.0,24.28,24.28,24.28,0.0,0.0
2019-07-14,24.23,24.23,24.23,0.0,0.0,24.23,24.23,24.23,0.0,0.0,24.23,24.23,24.23,0.0,0.0,24.23,24.23,24.23,0.0,0.0
2019-07-21,24.31,24.31,24.31,0.0,0.0,24.31,24.31,24.31,0.0,0.0,24.31,24.31,24.31,0.0,0.0,24.31,24.31,24.31,0.0,0.0
2019-07-28,24.01,24.01,24.01,0.0,0.0,24.01,24.01,24.01,0.0,0.0,23.83,23.83,23.83,0.0,0.0,23.86,23.86,23.86,0.0,0.0
2019-08-04,23.74,23.74,23.74,0.0,0.0,23.74,23.74,23.74,0.0,0.0,23.74,23.74,23.74,0.0,0.0,23.74,23.74,23.74,0.0,0.0
2019-08-11,23.57,23.57,23.57,0.0,0.0,23.61,23.61,23.61,0.0,0.0,23.57,23.57,23.57,0.0,0.0,23.61,23.61,23.61,0.0,0.0
2019-08-18,23.6,23.6,23.6,0.0,0.0,23.6,23.6,23.6,0.0,0.0,23.52,23.52,23.52,0.0,0.0,23.52,23.52,23.52,0.0,0.0
2019-08-25,23.86,23.86,23.86,0.0,0.0,23.91,23.91,23.91,0.0,0.0,23.86,23.86,23.86,0.0,0.0,23.91,23.91,23.91,0.0,0.0
2019-09-01,24.18,24.18,24.18,0.0,0.0,24.19,24.19,24.19,0.0,0.0,24.16,24.16,24.16,0.0,0.0,24.16,24.16,24.16,0.0,0.0
2019-09-08,24.36,24.36,24.36,0.0,0.0,24.36,24.36,24.36,0.0,0.0,24.35,24.35,24.35,0.0,0.0,24.35,24.35,24.35,0.0,0.0
2019-09-15,24.39,24.39,24.39,0.0,0.0,24.39,24.39,24.39,0.0,0.0,24.35,24.35,24.35,0.0,0.0,24.35,24.35,24.35,0.0,0.0
2019-09-22,24.14,24.14,24.14,0.0,0.0,24.14,24.14,24.14,0.0,0.0,24.04,24.04,24.04,0.0,0.0,24.04,24.04,24.04,0.0,0.0
2019-09-29,23.95,23.95,23.95,0.0,0.0,23.95,23.95,23.95,0.0,0.0,23.95,23.95,23.95,0.0,0.0,23.95,23.95,23.95,0.0,0.0
2019-10-06,24.15,24.15,24.15,0.0,0.0,24.19,24.19,24.19,0.0,0.0,24.1,24.1,24.1,0.0,0.0,24.1,24.1,24.1,0.0,0.0
2019-10-13,24.27,24.27,24.27,0.0,0.0,24.27,24.27,24.27,0.0,0.0,24.26,24.26,24.26,0.0,0.0,24.26,24.26,24.26,0.0,0.0
2019-10-20,24.51,24.51,24.51,0.0,0.0,24.51,24.51,24.51,0.0,0.0,24.5,24.5,24.5,0.0,0.0,24.5,24.5,24.5,0.0,0.0
2019-10-27,24.71,24.71,24.71,0.0,0.0,24.73,24.73,24.73,0.0,0.0,24.71,24.71,24.71,0.0,0.0,24.73,24.73,24.73,0.0,0.0
2019-11-03,24.84,24.84,24.84,0.0,0.0,24.84,24.84,24.84,0.0,0.0,24.84,24.84,24.84,0.0,0.0,24.84,24.84,24.84,0.0,0.0
2019-11-10,24.87,24.87,24.87,0.0,0.0,24.87,24.87,24.87,0.0,0.0,24.87,24.87,24.87,0.0,0.0,24.87,24.87,24.87,0.0,0.0
2019-11-17,24.87,24.87,24.87,0.0,0.0,24.9,24.9,24.9,0.0,0.0,24.87,24.87,24.87,0.0,0.0,24.9,24.9,24.9,0.0,0.0
2019-11-24,24.96,24.96,24.96,0.0,0.0,24.96,24.96,24.96,0.0,0.0,24.96,24.96,24.96,0.0,0.0,24.96,24.96,24.96,0.0,0.0
2019-12-01,25.08,25.08,25.08,0.0,0.0,25.08,25.08,25.08,0.0,0.0,25.06,25.06,25.06,0.0,0.0,25.08,25.08,25.08,0.0,0.0
2019-12-08,25.34,25.34,25.34,0.0,0.0,25.34,25.34,25.34,0.0,0.0,25.34,25.34,25.34,0.0,0.0,25.34,25.34,25.34,0.0,0.0
2019-12-15,25.51,25.51,25.51,0.0,0.0,25.51,25.51,25.51,0.0,0.0,25.51,25.51,25.51,0.0,0.0,25.51,25.51,25.51,0.0,0.0
2019-12-22,25.69,25.69,25.69,0.0,0.0,25.69,25.69,25.69,0.0,0.0,25.64,25.64,25.64,0.0,0.0,25.64,25.64,25.64,0.0,0.0
2019-12-29,25.43,25.43,25.43,0.0,0.0,25.43,25.43,25.43,0.0,0.0,25.43,25.43,25.43,0.0,0.0,25.43,25.43,25.43,0.0,0.0
2020-01-05,25.57,25.57,25.57,0.0,0.0,25.57,25.57,25.57,0.0,0.0,25.44,25.44,25.44,0.0,0.0,25.44,25.44,25.44,0.0,0.0
2020-01-12,25.66,25.66,25.66,0.0,0.0,25.66,25.66,25.66,0.0,0.0,25.64,25.64,25.64,0.0,0.0,25.65,25.65,25.65,0.0,0.0
2020-01-19,25.38,25.38,25.38,0.0,0.0,25.38,25.38,25.38,0.0,0.0,25.38,25.38,25.38,0.0,0.0,25.38,25.38,25.38,0.0,0.0
2020-01-26,24.99,24.99,24.99,0.0,0.0,24.99,24.99,24.99,0.0,0.0,24.99,24.99,24.99,0.0,0.0,24.99,24.99,24.99,0.0,0.0
2020-02-02,25.37,25.37,25.37,0.0,0.0,25.37,25.37,25.37,0.0,0.0,25.37,25.37,25.37,0.0,0.0,25.37,25.37,25.37,0.0,0.0
2020-02-09,25.49,25.49,25.49,0.0,0.0,25.52,25.52,25.52,0.0,0.0,25.49,25.49,25.49,0.0,0.0,25.52,25.52,25.52,0.0,0.0
2020-02-16,25.39,25.39,25.39,0.0,0.0,25.39,25.39,25.39,0.0,0.0,25.39,25.39,25.39,0.0,0.0,25.39,25.39,25.39,0.0,0.0
2020-02-23,23.87,23.87,23.87,0.0,0.0,23.87,23.87,23.87,0.0,0.0,23.87,23.87,23.87,0.0,0.0,23.87,23.87,23.87,0.0,0.0
2020-03-01,23.54,23.54,23.54,0.0,0.0,23.66,23.66,23.66,0.0,0.0,23.5,23.5,23.5,0.0,0.0,23.66,23.66,23.66,0.0,0.0
2020-03-08,21.03,21.03,21.03,0.0,0.0,21.03,21.03,21.03,0.0,0.0,21.03,21.03,21.03,0.0,0.0,21.03,21.03,21.03,0.0,0.0
2020-03-15,18.51,18.51,18.51,0.0,0.0,18.51,18.51,18.51,0.0,0.0,18.51,18.51,18.51,0.0,0.0,18.51,18.51,18.51,0.0,0.0
2020-03-22,20.12,20.12,20.12,0.0,0.0,20.12,20.12,20.12,0.0,0.0,20.12,20.12,20.12,0.0,0.0,20.12,20.12,20.12,0.0,0.0
2020-03-29,19.6,19.6,19.6,0.0,0.0,19.69,19.69,19.69,0.0,0.0,19.6,19.6,19.6,0.0,0.0,19.69,19.69,19.69,0.0,0.0
2020-04-05,21.28,21.28,21.28,0.0,0.0,21.28,21.28,21.28,0.0,0.0,21.27,21.27,21.27,0.0,0.0,21.27,21.27,21.27,0.0,0.0
2020-04-12,21.43,21.43,21.43,0.0,0.0,21.43,21.43,21.43,0.0,0.0,21.43,21.43,21.43,0.0,0.0,21.43,21.43,21.43,0.0,0.0
2020-04-19,21.04,21.04,21.04,0.0,0.0,21.19,21.19,21.19,0.0,0.0,21.04,21.04,21.04,0.0,0.0,21.19,21.19,21.19,0.0,0.0
2020-04-26,21.17,21.17,21.17,0.0,0.0,21.17,21.17,21.17,0.0,0.0,21.17,21.17,21.17,0.0,0.0,21.17,21.17,21.17,0.0,0.0
2020-05-03,21.63,21.63,21.63,0.0,0.0,21.69,21.69,21.69,0.0,0.0,21.62,21.62,21.62,0.0,0.0,21.65,21.65,21.65,0.0,0.0
2020-05-10,21.33,21.33,21.33,0.0,0.0,21.33,21.33,21.33,0.0,0.0,21.33,21.33,21.33,0.0,0.0,21.33,21.33,21.33,0.0,0.0
2020-05-17,21.78,21.78,21.78,0.0,0.0,21.78,21.78,21.78,0.0,0.0,21.77,21.77,21.77,0.0,0.0,21.77,21.77,21.77,0.0,0.0
2020-05-24,22.35,22.35,22.35,0.0,0.0,22.35,22.35,22.35,0.0,0.0,22.35,22.35,22.35,0.0,0.0,22.35,22.35,22.35,0.0,0.0
2020-05-31,23.34,23.34,23.34,0.0,0.0,23.34,23.34,23.34,0.0,0.0,23.34,23.34,23.34,0.0,0.0,23.34,23.34,23.34,0.0,0.0
2020-06-07,22.65,22.65,22.65,0.0,0.0,22.65,22.65,22.65,0.0,0.0,22.65,22.65,22.65,0.0,0.0,22.65,22.65,22.65,0.0,0.0
2020-06-14,23.0,23.0,23.0,0.0,0.0,23.0,23.0,23.0,0.0,0.0,22.97,22.97,22.97,0.0,0.0,22.99,22.99,22.99,0.0,0.0
2020-06-21,22.75,22.75,22.75,0.0,0.0,22.75,22.75,22.75,0.0,0.0,22.53,22.53,22.53,0.0,0.0,22.53,22.53,22.53,0.0,0.0
2020-06-28,22.97,22.97,22.97,0.0,0.0,22.97,22.97,22.97,0.0,0.0,22.97,22.97,22.97,0.0,0.0,22.97,22.97,22.97,0.0,0.0
2020-07-05,23.08,23.08,23.08,0.0,0.0,23.08,23.08,23.08,0.0,0.0,23.08,23.08,23.08,0.0,0.0,23.08,23.08,23.08,0.0,0.0
