Date,Barclays Bank iPath S&P MLPEtf_Open_average,Barclays Bank iPath S&P MLPEtf_Open_max,Barclays Bank iPath S&P MLPEtf_Open_min,Barclays Bank iPath S&P MLPEtf_Open_volatility,Barclays Bank iPath S&P MLPEtf_Open_change,Barclays Bank iPath S&P MLPEtf_High_average,Barclays Bank iPath S&P MLPEtf_High_max,Barclays Bank iPath S&P MLPEtf_High_min,Barclays Bank iPath S&P MLPEtf_High_volatility,Barclays Bank iPath S&P MLPEtf_High_change,Barclays Bank iPath S&P MLPEtf_Low_average,Barclays Bank iPath S&P MLPEtf_Low_max,Barclays Bank iPath S&P MLPEtf_Low_min,Barclays Bank iPath S&P MLPEtf_Low_volatility,Barclays Bank iPath S&P MLPEtf_Low_change,Barclays Bank iPath S&P MLPEtf_Close_average,Barclays Bank iPath S&P MLPEtf_Close_max,Barclays Bank iPath S&P MLPEtf_Close_min,Barclays Bank iPath S&P MLPEtf_Close_volatility,Barclays Bank iPath S&P MLPEtf_Close_change
2019-03-03,16.46,16.46,16.46,0.0,0.0,16.6,16.6,16.6,0.0,0.0,16.46,16.46,16.46,0.0,0.0,16.58,16.58,16.58,0.0,0.0
2019-03-10,16.42,16.42,16.42,0.0,0.0,16.84,16.84,16.84,0.0,0.0,16.42,16.42,16.42,0.0,0.0,16.84,16.84,16.84,0.0,0.0
2019-03-17,17.14,17.14,17.14,0.0,0.0,17.21,17.21,17.21,0.0,0.0,17.14,17.14,17.14,0.0,0.0,17.16,17.16,17.16,0.0,0.0
2019-03-24,17.11,17.11,17.11,0.0,0.0,17.19,17.19,17.19,0.0,0.0,17.1,17.1,17.1,0.0,0.0,17.19,17.19,17.19,0.0,0.0
2019-03-31,17.42,17.42,17.42,0.0,0.0,17.42,17.42,17.42,0.0,0.0,17.42,17.42,17.42,0.0,0.0,17.42,17.42,17.42,0.0,0.0
2019-04-07,17.44,17.44,17.44,0.0,0.0,17.49,17.49,17.49,0.0,0.0,17.41,17.41,17.41,0.0,0.0,17.41,17.41,17.41,0.0,0.0
2019-04-14,16.94,16.94,16.94,0.0,0.0,16.94,16.94,16.94,0.0,0.0,16.94,16.94,16.94,0.0,0.0,16.94,16.94,16.94,0.0,0.0
2019-04-21,17.11,17.11,17.11,0.0,0.0,17.11,17.11,17.11,0.0,0.0,17.11,17.11,17.11,0.0,0.0,17.11,17.11,17.11,0.0,0.0
2019-04-28,17.01,17.01,17.01,0.0,0.0,17.01,17.01,17.01,0.0,0.0,17.01,17.01,17.01,0.0,0.0,17.01,17.01,17.01,0.0,0.0
2019-05-05,17.25,17.25,17.25,0.0,0.0,17.25,17.25,17.25,0.0,0.0,17.25,17.25,17.25,0.0,0.0,17.25,17.25,17.25,0.0,0.0
2019-05-12,16.99,16.99,16.99,0.0,0.0,17.32,17.32,17.32,0.0,0.0,16.99,16.99,16.99,0.0,0.0,17.32,17.32,17.32,0.0,0.0
2019-05-19,17.07,17.07,17.07,0.0,0.0,17.07,17.07,17.07,0.0,0.0,17.07,17.07,17.07,0.0,0.0,17.07,17.07,17.07,0.0,0.0
2019-05-26,16.36,16.36,16.36,0.0,0.0,16.36,16.36,16.36,0.0,0.0,16.31,16.31,16.31,0.0,0.0,16.31,16.31,16.31,0.0,0.0
2019-06-02,16.56,16.56,16.56,0.0,0.0,16.56,16.56,16.56,0.0,0.0,16.56,16.56,16.56,0.0,0.0,16.56,16.56,16.56,0.0,0.0
2019-06-09,16.58,16.58,16.58,0.0,0.0,16.58,16.58,16.58,0.0,0.0,16.58,16.58,16.58,0.0,0.0,16.58,16.58,16.58,0.0,0.0
2019-06-16,16.72,16.72,16.72,0.0,0.0,16.72,16.72,16.72,0.0,0.0,16.72,16.72,16.72,0.0,0.0,16.72,16.72,16.72,0.0,0.0
2019-06-23,16.6,16.6,16.6,0.0,0.0,16.75,16.75,16.75,0.0,0.0,16.6,16.6,16.6,0.0,0.0,16.75,16.75,16.75,0.0,0.0
2019-06-30,17.11,17.11,17.11,0.0,0.0,17.11,17.11,17.11,0.0,0.0,17.11,17.11,17.11,0.0,0.0,17.11,17.11,17.11,0.0,0.0
2019-07-07,17.34,17.34,17.34,0.0,0.0,17.36,17.36,17.36,0.0,0.0,17.34,17.34,17.34,0.0,0.0,17.36,17.36,17.36,0.0,0.0
2019-07-14,17.14,17.14,17.14,0.0,0.0,17.2,17.2,17.2,0.0,0.0,17.14,17.14,17.14,0.0,0.0,17.2,17.2,17.2,0.0,0.0
2019-07-21,17.1,17.1,17.1,0.0,0.0,17.1,17.1,17.1,0.0,0.0,17.1,17.1,17.1,0.0,0.0,17.1,17.1,17.1,0.0,0.0
2019-07-28,16.66,16.66,16.66,0.0,0.0,16.66,16.66,16.66,0.0,0.0,16.66,16.66,16.66,0.0,0.0,16.66,16.66,16.66,0.0,0.0
2019-08-04,16.04,16.04,16.04,0.0,0.0,16.05,16.05,16.05,0.0,0.0,16.01,16.01,16.01,0.0,0.0,16.01,16.01,16.01,0.0,0.0
2019-08-11,15.89,15.89,15.89,0.0,0.0,15.89,15.89,15.89,0.0,0.0,15.89,15.89,15.89,0.0,0.0,15.89,15.89,15.89,0.0,0.0
2019-08-18,15.88,15.88,15.88,0.0,0.0,15.88,15.88,15.88,0.0,0.0,15.66,15.66,15.66,0.0,0.0,15.66,15.66,15.66,0.0,0.0
2019-08-25,15.66,15.66,15.66,0.0,0.0,15.74,15.74,15.74,0.0,0.0,15.66,15.66,15.66,0.0,0.0,15.73,15.73,15.73,0.0,0.0
2019-09-01,15.53,15.53,15.53,0.0,0.0,15.67,15.67,15.67,0.0,0.0,15.53,15.53,15.53,0.0,0.0,15.63,15.63,15.63,0.0,0.0
2019-09-08,16.08,16.08,16.08,0.0,0.0,16.08,16.08,16.08,0.0,0.0,16.06,16.06,16.06,0.0,0.0,16.06,16.06,16.06,0.0,0.0
2019-09-15,16.23,16.23,16.23,0.0,0.0,16.29,16.29,16.29,0.0,0.0,16.23,16.23,16.23,0.0,0.0,16.26,16.26,16.26,0.0,0.0
2019-09-22,15.77,15.77,15.77,0.0,0.0,15.8,15.8,15.8,0.0,0.0,15.75,15.75,15.75,0.0,0.0,15.75,15.75,15.75,0.0,0.0
2019-09-29,15.54,15.54,15.54,0.0,0.0,15.54,15.54,15.54,0.0,0.0,15.54,15.54,15.54,0.0,0.0,15.54,15.54,15.54,0.0,0.0
2019-10-06,15.2,15.2,15.2,0.0,0.0,15.25,15.25,15.25,0.0,0.0,15.18,15.18,15.18,0.0,0.0,15.18,15.18,15.18,0.0,0.0
2019-10-13,15.09,15.09,15.09,0.0,0.0,15.19,15.19,15.19,0.0,0.0,15.09,15.09,15.09,0.0,0.0,15.09,15.09,15.09,0.0,0.0
2019-10-20,15.12,15.12,15.12,0.0,0.0,15.12,15.12,15.12,0.0,0.0,15.1,15.1,15.1,0.0,0.0,15.1,15.1,15.1,0.0,0.0
2019-10-27,14.96,14.96,14.96,0.0,0.0,14.99,14.99,14.99,0.0,0.0,14.96,14.96,14.96,0.0,0.0,14.99,14.99,14.99,0.0,0.0
2019-11-03,14.63,14.63,14.63,0.0,0.0,14.63,14.63,14.63,0.0,0.0,14.63,14.63,14.63,0.0,0.0,14.63,14.63,14.63,0.0,0.0
2019-11-10,14.35,14.35,14.35,0.0,0.0,14.41,14.41,14.41,0.0,0.0,14.35,14.35,14.35,0.0,0.0,14.41,14.41,14.41,0.0,0.0
2019-11-17,14.34,14.34,14.34,0.0,0.0,14.42,14.42,14.42,0.0,0.0,14.32,14.32,14.32,0.0,0.0,14.4,14.4,14.4,0.0,0.0
2019-11-24,13.86,13.86,13.86,0.0,0.0,13.86,13.86,13.86,0.0,0.0,13.86,13.86,13.86,0.0,0.0,13.86,13.86,13.86,0.0,0.0
2019-12-01,13.7,13.7,13.7,0.0,0.0,13.72,13.72,13.72,0.0,0.0,13.7,13.7,13.7,0.0,0.0,13.72,13.72,13.72,0.0,0.0
2019-12-08,14.46,14.46,14.46,0.0,0.0,14.46,14.46,14.46,0.0,0.0,14.36,14.36,14.36,0.0,0.0,14.37,14.37,14.37,0.0,0.0
2019-12-15,14.9,14.9,14.9,0.0,0.0,14.96,14.96,14.96,0.0,0.0,14.88,14.88,14.88,0.0,0.0,14.89,14.89,14.89,0.0,0.0
2019-12-22,15.06,15.06,15.06,0.0,0.0,15.17,15.17,15.17,0.0,0.0,14.99,14.99,14.99,0.0,0.0,15.03,15.03,15.03,0.0,0.0
2019-12-29,15.25,15.25,15.25,0.0,0.0,15.27,15.27,15.27,0.0,0.0,15.25,15.25,15.25,0.0,0.0,15.27,15.27,15.27,0.0,0.0
2020-01-05,15.21,15.21,15.21,0.0,0.0,15.21,15.21,15.21,0.0,0.0,15.21,15.21,15.21,0.0,0.0,15.21,15.21,15.21,0.0,0.0
2020-01-12,15.41,15.41,15.41,0.0,0.0,15.41,15.41,15.41,0.0,0.0,15.41,15.41,15.41,0.0,0.0,15.41,15.41,15.41,0.0,0.0
2020-01-19,14.68,14.68,14.68,0.0,0.0,14.68,14.68,14.68,0.0,0.0,14.54,14.54,14.54,0.0,0.0,14.58,14.58,14.58,0.0,0.0
2020-01-26,14.05,14.05,14.05,0.0,0.0,14.05,14.05,14.05,0.0,0.0,14.05,14.05,14.05,0.0,0.0,14.05,14.05,14.05,0.0,0.0
2020-02-02,14.0,14.0,14.0,0.0,0.0,14.02,14.02,14.02,0.0,0.0,13.94,13.94,13.94,0.0,0.0,13.98,13.98,13.98,0.0,0.0
2020-02-09,14.09,14.09,14.09,0.0,0.0,14.1,14.1,14.1,0.0,0.0,14.06,14.06,14.06,0.0,0.0,14.1,14.1,14.1,0.0,0.0
2020-02-16,13.83,13.83,13.83,0.0,0.0,13.83,13.83,13.83,0.0,0.0,13.74,13.74,13.74,0.0,0.0,13.79,13.79,13.79,0.0,0.0
2020-02-23,11.62,11.62,11.62,0.0,0.0,11.79,11.79,11.79,0.0,0.0,11.24,11.24,11.24,0.0,0.0,11.79,11.79,11.79,0.0,0.0
2020-03-01,10.96,10.96,10.96,0.0,0.0,10.96,10.96,10.96,0.0,0.0,10.96,10.96,10.96,0.0,0.0,10.96,10.96,10.96,0.0,0.0
2020-03-08,7.69,7.69,7.69,0.0,0.0,7.69,7.69,7.69,0.0,0.0,7.69,7.69,7.69,0.0,0.0,7.69,7.69,7.69,0.0,0.0
2020-03-15,6.13,6.13,6.13,0.0,0.0,6.56,6.56,6.56,0.0,0.0,6.02,6.02,6.02,0.0,0.0,6.3,6.3,6.3,0.0,0.0
2020-03-22,6.16,6.16,6.16,0.0,0.0,6.21,6.21,6.21,0.0,0.0,6.16,6.16,6.16,0.0,0.0,6.17,6.17,6.17,0.0,0.0
2020-03-29,6.28,6.28,6.28,0.0,0.0,6.64,6.64,6.64,0.0,0.0,6.28,6.28,6.28,0.0,0.0,6.64,6.64,6.64,0.0,0.0
2020-04-05,7.26,7.26,7.26,0.0,0.0,7.26,7.26,7.26,0.0,0.0,7.26,7.26,7.26,0.0,0.0,7.26,7.26,7.26,0.0,0.0
2020-04-12,7.78,7.78,7.78,0.0,0.0,7.78,7.78,7.78,0.0,0.0,7.78,7.78,7.78,0.0,0.0,7.78,7.78,7.78,0.0,0.0
2020-04-19,8.52,8.52,8.52,0.0,0.0,8.52,8.52,8.52,0.0,0.0,8.45,8.45,8.45,0.0,0.0,8.45,8.45,8.45,0.0,0.0
2020-04-26,8.91,8.91,8.91,0.0,0.0,8.91,8.91,8.91,0.0,0.0,8.91,8.91,8.91,0.0,0.0,8.91,8.91,8.91,0.0,0.0
2020-05-03,9.18,9.18,9.18,0.0,0.0,9.18,9.18,9.18,0.0,0.0,9.18,9.18,9.18,0.0,0.0,9.18,9.18,9.18,0.0,0.0
2020-05-10,8.9,8.9,8.9,0.0,0.0,9.53,9.53,9.53,0.0,0.0,8.9,8.9,8.9,0.0,0.0,9.53,9.53,9.53,0.0,0.0
2020-05-17,9.92,9.92,9.92,0.0,0.0,9.92,9.92,9.92,0.0,0.0,9.92,9.92,9.92,0.0,0.0,9.92,9.92,9.92,0.0,0.0
2020-05-24,9.83,9.83,9.83,0.0,0.0,9.83,9.83,9.83,0.0,0.0,9.83,9.83,9.83,0.0,0.0,9.83,9.83,9.83,0.0,0.0
2020-05-31,11.15,11.15,11.15,0.0,0.0,11.15,11.15,11.15,0.0,0.0,11.15,11.15,11.15,0.0,0.0,11.15,11.15,11.15,0.0,0.0
2020-06-07,10.08,10.08,10.08,0.0,0.0,10.08,10.08,10.08,0.0,0.0,9.85,9.85,9.85,0.0,0.0,9.85,9.85,9.85,0.0,0.0
2020-06-14,10.08,10.08,10.08,0.0,0.0,10.08,10.08,10.08,0.0,0.0,10.02,10.02,10.02,0.0,0.0,10.02,10.02,10.02,0.0,0.0
2020-06-21,8.95,8.95,8.95,0.0,0.0,9.01,9.01,9.01,0.0,0.0,8.95,8.95,8.95,0.0,0.0,8.97,8.97,8.97,0.0,0.0
2020-06-28,8.96,8.96,8.96,0.0,0.0,8.96,8.96,8.96,0.0,0.0,8.96,8.96,8.96,0.0,0.0,8.96,8.96,8.96,0.0,0.0
2020-07-05,8.76,8.76,8.76,0.0,0.0,8.76,8.76,8.76,0.0,0.0,8.76,8.76,8.76,0.0,0.0,8.76,8.76,8.76,0.0,0.0
