Date,WisdomTree Bloomberg US Dollar BullishEtf_Open_average,WisdomTree Bloomberg US Dollar BullishEtf_Open_max,WisdomTree Bloomberg US Dollar BullishEtf_Open_min,WisdomTree Bloomberg US Dollar BullishEtf_Open_volatility,WisdomTree Bloomberg US Dollar BullishEtf_Open_change,WisdomTree Bloomberg US Dollar BullishEtf_High_average,WisdomTree Bloomberg US Dollar BullishEtf_High_max,WisdomTree Bloomberg US Dollar BullishEtf_High_min,WisdomTree Bloomberg US Dollar BullishEtf_High_volatility,WisdomTree Bloomberg US Dollar BullishEtf_High_change,WisdomTree Bloomberg US Dollar BullishEtf_Low_average,WisdomTree Bloomberg US Dollar BullishEtf_Low_max,WisdomTree Bloomberg US Dollar BullishEtf_Low_min,WisdomTree Bloomberg US Dollar BullishEtf_Low_volatility,WisdomTree Bloomberg US Dollar BullishEtf_Low_change,WisdomTree Bloomberg US Dollar BullishEtf_Close_average,WisdomTree Bloomberg US Dollar BullishEtf_Close_max,WisdomTree Bloomberg US Dollar BullishEtf_Close_min,WisdomTree Bloomberg US Dollar BullishEtf_Close_volatility,WisdomTree Bloomberg US Dollar BullishEtf_Close_change
2018-03-25,25.4,25.4,25.4,0.0,0.0,25.4,25.4,25.4,0.0,0.0,25.15,25.15,25.15,0.0,0.0,25.24,25.24,25.24,0.0,0.0
2018-04-01,25.2,25.2,25.2,0.0,0.0,25.24,25.24,25.24,0.0,0.0,25.2,25.2,25.2,0.0,0.0,25.22,25.22,25.22,0.0,0.0
2018-04-08,25.21,25.21,25.21,0.0,0.0,25.21,25.21,25.21,0.0,0.0,25.11,25.11,25.11,0.0,0.0,25.14,25.14,25.14,0.0,0.0
2018-04-15,25.33,25.33,25.33,0.0,0.0,25.34,25.34,25.34,0.0,0.0,25.3,25.3,25.3,0.0,0.0,25.31,25.31,25.31,0.0,0.0
2018-04-22,25.67,25.67,25.67,0.0,0.0,25.78,25.78,25.78,0.0,0.0,25.63,25.63,25.63,0.0,0.0,25.64,25.64,25.64,0.0,0.0
2018-04-29,25.93,25.93,25.93,0.0,0.0,25.97,25.97,25.97,0.0,0.0,25.93,25.93,25.93,0.0,0.0,25.94,25.94,25.94,0.0,0.0
2018-05-06,26.0,26.0,26.0,0.0,0.0,26.0,26.0,26.0,0.0,0.0,25.75,25.75,25.75,0.0,0.0,25.9,25.9,25.9,0.0,0.0
2018-05-13,26.29,26.29,26.29,0.0,0.0,26.29,26.29,26.29,0.0,0.0,26.24,26.24,26.24,0.0,0.0,26.24,26.24,26.24,0.0,0.0
2018-05-20,26.31,26.31,26.31,0.0,0.0,26.35,26.35,26.35,0.0,0.0,26.11,26.11,26.11,0.0,0.0,26.34,26.34,26.34,0.0,0.0
2018-05-27,26.3,26.3,26.3,0.0,0.0,26.3,26.3,26.3,0.0,0.0,26.27,26.27,26.27,0.0,0.0,26.3,26.3,26.3,0.0,0.0
2018-06-03,26.31,26.31,26.31,0.0,0.0,26.31,26.31,26.31,0.0,0.0,26.22,26.22,26.22,0.0,0.0,26.28,26.28,26.28,0.0,0.0
2018-06-10,26.7,26.7,26.7,0.0,0.0,26.73,26.73,26.73,0.0,0.0,26.62,26.62,26.62,0.0,0.0,26.72,26.72,26.72,0.0,0.0
2018-06-17,26.71,26.71,26.71,0.0,0.0,26.71,26.71,26.71,0.0,0.0,26.52,26.52,26.52,0.0,0.0,26.56,26.56,26.56,0.0,0.0
2018-06-24,26.64,26.64,26.64,0.0,0.0,26.67,26.67,26.67,0.0,0.0,26.52,26.52,26.52,0.0,0.0,26.58,26.58,26.58,0.0,0.0
2018-07-01,26.43,26.43,26.43,0.0,0.0,26.43,26.43,26.43,0.0,0.0,26.12,26.12,26.12,0.0,0.0,26.33,26.33,26.33,0.0,0.0
2018-07-08,26.66,26.66,26.66,0.0,0.0,26.66,26.66,26.66,0.0,0.0,26.58,26.58,26.58,0.0,0.0,26.59,26.59,26.59,0.0,0.0
2018-07-15,26.61,26.61,26.61,0.0,0.0,26.61,26.61,26.61,0.0,0.0,26.45,26.45,26.45,0.0,0.0,26.59,26.59,26.59,0.0,0.0
2018-07-22,26.58,26.58,26.58,0.0,0.0,26.59,26.59,26.59,0.0,0.0,26.36,26.36,26.36,0.0,0.0,26.44,26.44,26.44,0.0,0.0
2018-07-29,26.62,26.62,26.62,0.0,0.0,26.62,26.62,26.62,0.0,0.0,26.48,26.48,26.48,0.0,0.0,26.6,26.6,26.6,0.0,0.0
2018-08-05,26.84,26.84,26.84,0.0,0.0,26.93,26.93,26.93,0.0,0.0,26.8,26.8,26.8,0.0,0.0,26.88,26.88,26.88,0.0,0.0
2018-08-12,26.88,26.88,26.88,0.0,0.0,26.9,26.9,26.9,0.0,0.0,26.82,26.82,26.82,0.0,0.0,26.83,26.83,26.83,0.0,0.0
2018-08-19,26.7,26.7,26.7,0.0,0.0,26.71,26.71,26.71,0.0,0.0,26.62,26.62,26.62,0.0,0.0,26.67,26.67,26.67,0.0,0.0
2018-08-26,26.7,26.7,26.7,0.0,0.0,26.78,26.78,26.78,0.0,0.0,26.66,26.66,26.66,0.0,0.0,26.76,26.76,26.76,0.0,0.0
2018-09-02,26.84,26.84,26.84,0.0,0.0,26.93,26.93,26.93,0.0,0.0,26.81,26.81,26.81,0.0,0.0,26.93,26.93,26.93,0.0,0.0
2018-09-09,26.61,26.61,26.61,0.0,0.0,26.76,26.76,26.76,0.0,0.0,26.61,26.61,26.61,0.0,0.0,26.71,26.71,26.71,0.0,0.0
2018-09-16,26.62,26.62,26.62,0.0,0.0,26.67,26.67,26.67,0.0,0.0,26.54,26.54,26.54,0.0,0.0,26.57,26.57,26.57,0.0,0.0
2018-09-23,26.8,26.8,26.8,0.0,0.0,26.85,26.85,26.85,0.0,0.0,26.67,26.67,26.67,0.0,0.0,26.76,26.76,26.76,0.0,0.0
2018-09-30,26.98,26.98,26.98,0.0,0.0,27.02,27.02,27.02,0.0,0.0,26.89,26.89,26.89,0.0,0.0,26.94,26.94,26.94,0.0,0.0
2018-10-07,26.86,26.86,26.86,0.0,0.0,26.92,26.92,26.92,0.0,0.0,26.8,26.8,26.8,0.0,0.0,26.83,26.83,26.83,0.0,0.0
2018-10-14,27.01,27.01,27.01,0.0,0.0,27.07,27.07,27.07,0.0,0.0,26.93,26.93,26.93,0.0,0.0,26.96,26.96,26.96,0.0,0.0
2018-10-21,27.26,27.26,27.26,0.0,0.0,27.26,27.26,27.26,0.0,0.0,27.09,27.09,27.09,0.0,0.0,27.2,27.2,27.2,0.0,0.0
2018-10-28,27.19,27.19,27.19,0.0,0.0,27.42,27.42,27.42,0.0,0.0,27.18,27.18,27.18,0.0,0.0,27.23,27.23,27.23,0.0,0.0
2018-11-04,27.42,27.42,27.42,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.17,27.17,27.17,0.0,0.0,27.4,27.4,27.4,0.0,0.0
2018-11-11,27.29,27.29,27.29,0.0,0.0,27.32,27.32,27.32,0.0,0.0,26.04,26.04,26.04,0.0,0.0,27.22,27.22,27.22,0.0,0.0
2018-11-18,27.46,27.46,27.46,0.0,0.0,27.46,27.46,27.46,0.0,0.0,27.3,27.3,27.3,0.0,0.0,27.3,27.3,27.3,0.0,0.0
2018-11-25,27.56,27.56,27.56,0.0,0.0,27.67,27.67,27.67,0.0,0.0,27.45,27.45,27.45,0.0,0.0,27.54,27.54,27.54,0.0,0.0
2018-12-02,27.38,27.38,27.38,0.0,0.0,27.51,27.51,27.51,0.0,0.0,27.35,27.35,27.35,0.0,0.0,27.48,27.48,27.48,0.0,0.0
2018-12-09,27.69,27.69,27.69,0.0,0.0,27.69,27.69,27.69,0.0,0.0,27.57,27.57,27.57,0.0,0.0,27.64,27.64,27.64,0.0,0.0
2018-12-16,27.39,27.39,27.39,0.0,0.0,27.45,27.45,27.45,0.0,0.0,27.3,27.3,27.3,0.0,0.0,27.4,27.4,27.4,0.0,0.0
2018-12-23,27.02,27.02,27.02,0.0,0.0,27.06,27.06,27.06,0.0,0.0,26.13,26.13,26.13,0.0,0.0,27.04,27.04,27.04,0.0,0.0
2018-12-30,27.06,27.06,27.06,0.0,0.0,27.13,27.13,27.13,0.0,0.0,26.9,26.9,26.9,0.0,0.0,26.92,26.92,26.92,0.0,0.0
2019-01-06,26.77,26.77,26.77,0.0,0.0,26.89,26.89,26.89,0.0,0.0,26.73,26.73,26.73,0.0,0.0,26.82,26.82,26.82,0.0,0.0
2019-01-13,26.9,26.9,26.9,0.0,0.0,26.95,26.95,26.95,0.0,0.0,26.87,26.87,26.87,0.0,0.0,26.93,26.93,26.93,0.0,0.0
2019-01-20,26.85,26.85,26.85,0.0,0.0,26.95,26.95,26.95,0.0,0.0,26.79,26.79,26.79,0.0,0.0,26.85,26.85,26.85,0.0,0.0
2019-01-27,26.77,26.77,26.77,0.0,0.0,26.84,26.84,26.84,0.0,0.0,26.77,26.77,26.77,0.0,0.0,26.77,26.77,26.77,0.0,0.0
2019-02-03,27.05,27.05,27.05,0.0,0.0,27.09,27.09,27.09,0.0,0.0,26.98,26.98,26.98,0.0,0.0,27.09,27.09,27.09,0.0,0.0
2019-02-10,27.18,27.18,27.18,0.0,0.0,27.18,27.18,27.18,0.0,0.0,27.15,27.15,27.15,0.0,0.0,27.16,27.16,27.16,0.0,0.0
2019-02-17,27.05,27.05,27.05,0.0,0.0,27.09,27.09,27.09,0.0,0.0,26.97,26.97,26.97,0.0,0.0,26.98,26.98,26.98,0.0,0.0
2019-02-24,27.14,27.14,27.14,0.0,0.0,27.14,27.14,27.14,0.0,0.0,27.06,27.06,27.06,0.0,0.0,27.1,27.1,27.1,0.0,0.0
2019-03-03,27.34,27.34,27.34,0.0,0.0,27.37,27.37,27.37,0.0,0.0,27.34,27.34,27.34,0.0,0.0,27.37,27.37,27.37,0.0,0.0
2019-03-10,27.13,27.13,27.13,0.0,0.0,27.2,27.2,27.2,0.0,0.0,27.09,27.09,27.09,0.0,0.0,27.09,27.09,27.09,0.0,0.0
2019-03-17,27.11,27.11,27.11,0.0,0.0,27.11,27.11,27.11,0.0,0.0,26.84,26.84,26.84,0.0,0.0,27.11,27.11,27.11,0.0,0.0
2019-03-24,27.28,27.28,27.28,0.0,0.0,27.34,27.34,27.34,0.0,0.0,27.28,27.28,27.28,0.0,0.0,27.32,27.32,27.32,0.0,0.0
2019-03-31,27.35,27.35,27.35,0.0,0.0,27.4,27.4,27.4,0.0,0.0,27.32,27.32,27.32,0.0,0.0,27.32,27.32,27.32,0.0,0.0
2019-04-07,27.2,27.2,27.2,0.0,0.0,27.2,27.2,27.2,0.0,0.0,27.11,27.11,27.11,0.0,0.0,27.18,27.18,27.18,0.0,0.0
2019-04-14,27.32,27.32,27.32,0.0,0.0,27.39,27.39,27.39,0.0,0.0,27.3,27.3,27.3,0.0,0.0,27.3,27.3,27.3,0.0,0.0
2019-04-21,27.51,27.51,27.51,0.0,0.0,27.51,27.51,27.51,0.0,0.0,27.42,27.42,27.42,0.0,0.0,27.5,27.5,27.5,0.0,0.0
2019-04-28,27.55,27.55,27.55,0.0,0.0,27.55,27.55,27.55,0.0,0.0,27.37,27.37,27.37,0.0,0.0,27.43,27.43,27.43,0.0,0.0
2019-05-05,27.43,27.43,27.43,0.0,0.0,27.43,27.43,27.43,0.0,0.0,27.35,27.35,27.35,0.0,0.0,27.41,27.41,27.41,0.0,0.0
2019-05-12,27.66,27.66,27.66,0.0,0.0,27.66,27.66,27.66,0.0,0.0,27.61,27.61,27.61,0.0,0.0,27.63,27.63,27.63,0.0,0.0
2019-05-19,27.55,27.55,27.55,0.0,0.0,27.67,27.67,27.67,0.0,0.0,27.51,27.51,27.51,0.0,0.0,27.67,27.67,27.67,0.0,0.0
2019-05-26,27.75,27.75,27.75,0.0,0.0,27.75,27.75,27.75,0.0,0.0,27.61,27.61,27.61,0.0,0.0,27.64,27.64,27.64,0.0,0.0
2019-06-02,27.42,27.42,27.42,0.0,0.0,27.47,27.47,27.47,0.0,0.0,27.37,27.37,27.37,0.0,0.0,27.43,27.43,27.43,0.0,0.0
2019-06-09,27.59,27.59,27.59,0.0,0.0,27.59,27.59,27.59,0.0,0.0,27.59,27.59,27.59,0.0,0.0,27.59,27.59,27.59,0.0,0.0
2019-06-16,27.31,27.31,27.31,0.0,0.0,27.35,27.35,27.35,0.0,0.0,27.31,27.31,27.31,0.0,0.0,27.31,27.31,27.31,0.0,0.0
2019-06-23,27.27,27.27,27.27,0.0,0.0,27.29,27.29,27.29,0.0,0.0,27.26,27.26,27.26,0.0,0.0,27.26,27.26,27.26,0.0,0.0
2019-06-30,27.47,27.47,27.47,0.0,0.0,27.49,27.49,27.49,0.0,0.0,27.4,27.4,27.4,0.0,0.0,27.45,27.45,27.45,0.0,0.0
2019-07-07,27.47,27.47,27.47,0.0,0.0,27.55,27.55,27.55,0.0,0.0,27.38,27.38,27.38,0.0,0.0,27.4,27.4,27.4,0.0,0.0
2019-07-14,27.44,27.44,27.44,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.37,27.37,27.37,0.0,0.0,27.37,27.37,27.37,0.0,0.0
2019-07-21,27.71,27.71,27.71,0.0,0.0,27.77,27.77,27.77,0.0,0.0,27.66,27.66,27.66,0.0,0.0,27.76,27.76,27.76,0.0,0.0
2019-07-28,27.74,27.74,27.74,0.0,0.0,27.79,27.79,27.79,0.0,0.0,27.7,27.7,27.7,0.0,0.0,27.79,27.79,27.79,0.0,0.0
2019-08-04,27.72,27.72,27.72,0.0,0.0,27.8,27.8,27.8,0.0,0.0,27.66,27.66,27.66,0.0,0.0,27.74,27.74,27.74,0.0,0.0
2019-08-11,27.92,27.92,27.92,0.0,0.0,27.92,27.92,27.92,0.0,0.0,27.82,27.82,27.82,0.0,0.0,27.9,27.9,27.9,0.0,0.0
2019-08-18,28.85,28.85,28.85,0.0,0.0,28.85,28.85,28.85,0.0,0.0,27.9,27.9,27.9,0.0,0.0,27.97,27.97,27.97,0.0,0.0
2019-08-25,28.12,28.12,28.12,0.0,0.0,28.16,28.16,28.16,0.0,0.0,28.1,28.1,28.1,0.0,0.0,28.16,28.16,28.16,0.0,0.0
2019-09-01,27.87,27.87,27.87,0.0,0.0,28.07,28.07,28.07,0.0,0.0,27.62,27.62,27.62,0.0,0.0,27.92,27.92,27.92,0.0,0.0
2019-09-08,27.89,27.89,27.89,0.0,0.0,27.99,27.99,27.99,0.0,0.0,27.75,27.75,27.75,0.0,0.0,27.93,27.93,27.93,0.0,0.0
2019-09-15,27.97,27.97,27.97,0.0,0.0,28.17,28.17,28.17,0.0,0.0,27.89,27.89,27.89,0.0,0.0,27.93,27.93,27.93,0.0,0.0
2019-09-22,28.14,28.14,28.14,0.0,0.0,28.18,28.18,28.18,0.0,0.0,27.99,27.99,27.99,0.0,0.0,28.09,28.09,28.09,0.0,0.0
2019-09-29,28.07,28.07,28.07,0.0,0.0,28.08,28.08,28.08,0.0,0.0,28.05,28.05,28.05,0.0,0.0,28.08,28.08,28.08,0.0,0.0
2019-10-06,28.07,28.07,28.07,0.0,0.0,28.07,28.07,28.07,0.0,0.0,27.92,27.92,27.92,0.0,0.0,27.92,27.92,27.92,0.0,0.0
2019-10-13,27.73,27.73,27.73,0.0,0.0,27.78,27.78,27.78,0.0,0.0,27.67,27.67,27.67,0.0,0.0,27.67,27.67,27.67,0.0,0.0
2019-10-20,27.78,27.78,27.78,0.0,0.0,27.82,27.82,27.82,0.0,0.0,27.75,27.75,27.75,0.0,0.0,27.76,27.76,27.76,0.0,0.0
2019-10-27,27.7,27.7,27.7,0.0,0.0,27.7,27.7,27.7,0.0,0.0,27.67,27.67,27.67,0.0,0.0,27.67,27.67,27.67,0.0,0.0
2019-11-03,27.87,27.87,27.87,0.0,0.0,27.92,27.92,27.92,0.0,0.0,27.87,27.87,27.87,0.0,0.0,27.91,27.91,27.91,0.0,0.0
2019-11-10,27.86,27.86,27.86,0.0,0.0,27.86,27.86,27.86,0.0,0.0,27.84,27.84,27.84,0.0,0.0,27.84,27.84,27.84,0.0,0.0
2019-11-17,28.0,28.0,28.0,0.0,0.0,28.08,28.08,28.08,0.0,0.0,28.0,28.0,28.0,0.0,0.0,28.08,28.08,28.08,0.0,0.0
2019-11-24,28.02,28.02,28.02,0.0,0.0,28.08,28.08,28.08,0.0,0.0,28.0,28.0,28.0,0.0,0.0,28.0,28.0,28.0,0.0,0.0
2019-12-01,27.89,27.89,27.89,0.0,0.0,27.92,27.92,27.92,0.0,0.0,27.76,27.76,27.76,0.0,0.0,27.86,27.86,27.86,0.0,0.0
2019-12-08,27.62,27.62,27.62,0.0,0.0,27.72,27.72,27.72,0.0,0.0,27.62,27.62,27.62,0.0,0.0,27.72,27.72,27.72,0.0,0.0
2019-12-15,27.75,27.75,27.75,0.0,0.0,27.79,27.79,27.79,0.0,0.0,27.68,27.68,27.68,0.0,0.0,27.79,27.79,27.79,0.0,0.0
2019-12-22,26.94,26.94,26.94,0.0,0.0,26.94,26.94,26.94,0.0,0.0,26.78,26.78,26.78,0.0,0.0,26.91,26.91,26.91,0.0,0.0
2019-12-29,26.91,26.91,26.91,0.0,0.0,26.91,26.91,26.91,0.0,0.0,26.65,26.65,26.65,0.0,0.0,26.82,26.82,26.82,0.0,0.0
2020-01-05,26.87,26.87,26.87,0.0,0.0,27.06,27.06,27.06,0.0,0.0,26.87,26.87,26.87,0.0,0.0,26.97,26.97,26.97,0.0,0.0
2020-01-12,26.97,26.97,26.97,0.0,0.0,26.97,26.97,26.97,0.0,0.0,26.89,26.89,26.89,0.0,0.0,26.97,26.97,26.97,0.0,0.0
2020-01-19,26.98,26.98,26.98,0.0,0.0,26.98,26.98,26.98,0.0,0.0,26.98,26.98,26.98,0.0,0.0,26.98,26.98,26.98,0.0,0.0
2020-01-26,27.09,27.09,27.09,0.0,0.0,27.1,27.1,27.1,0.0,0.0,26.95,26.95,26.95,0.0,0.0,27.03,27.03,27.03,0.0,0.0
2020-02-02,27.12,27.12,27.12,0.0,0.0,27.3,27.3,27.3,0.0,0.0,27.06,27.06,27.06,0.0,0.0,27.3,27.3,27.3,0.0,0.0
2020-02-09,27.35,27.35,27.35,0.0,0.0,27.41,27.41,27.41,0.0,0.0,27.35,27.35,27.35,0.0,0.0,27.41,27.41,27.41,0.0,0.0
2020-02-16,27.6,27.6,27.6,0.0,0.0,27.64,27.64,27.64,0.0,0.0,27.48,27.48,27.48,0.0,0.0,27.48,27.48,27.48,0.0,0.0
2020-02-23,27.69,27.69,27.69,0.0,0.0,27.7,27.7,27.7,0.0,0.0,27.35,27.35,27.35,0.0,0.0,27.45,27.45,27.45,0.0,0.0
2020-03-01,27.07,27.07,27.07,0.0,0.0,27.81,27.81,27.81,0.0,0.0,27.0,27.0,27.0,0.0,0.0,27.27,27.27,27.27,0.0,0.0
2020-03-08,28.29,28.29,28.29,0.0,0.0,28.29,28.29,28.29,0.0,0.0,28.29,28.29,28.29,0.0,0.0,28.29,28.29,28.29,0.0,0.0
2020-03-15,29.32,29.32,29.32,0.0,0.0,29.32,29.32,29.32,0.0,0.0,29.32,29.32,29.32,0.0,0.0,29.32,29.32,29.32,0.0,0.0
2020-03-22,28.2,28.2,28.2,0.0,0.0,28.2,28.2,28.2,0.0,0.0,28.2,28.2,28.2,0.0,0.0,28.2,28.2,28.2,0.0,0.0
2020-03-29,28.74,28.74,28.74,0.0,0.0,28.8,28.8,28.8,0.0,0.0,28.65,28.65,28.65,0.0,0.0,28.66,28.66,28.66,0.0,0.0
2020-04-05,28.32,28.32,28.32,0.0,0.0,28.48,28.48,28.48,0.0,0.0,28.32,28.32,28.32,0.0,0.0,28.33,28.33,28.33,0.0,0.0
2020-04-12,28.45,28.45,28.45,0.0,0.0,28.45,28.45,28.45,0.0,0.0,28.25,28.25,28.25,0.0,0.0,28.38,28.38,28.38,0.0,0.0
2020-04-19,28.6,28.6,28.6,0.0,0.0,28.7,28.7,28.7,0.0,0.0,28.59,28.59,28.59,0.0,0.0,28.61,28.61,28.61,0.0,0.0
2020-04-26,28.26,28.26,28.26,0.0,0.0,28.26,28.26,28.26,0.0,0.0,28.26,28.26,28.26,0.0,0.0,28.26,28.26,28.26,0.0,0.0
2020-05-03,28.28,28.28,28.28,0.0,0.0,28.4,28.4,28.4,0.0,0.0,28.2,28.2,28.2,0.0,0.0,28.31,28.31,28.31,0.0,0.0
2020-05-10,28.52,28.52,28.52,0.0,0.0,28.53,28.53,28.53,0.0,0.0,28.47,28.47,28.47,0.0,0.0,28.51,28.51,28.51,0.0,0.0
2020-05-17,28.24,28.24,28.24,0.0,0.0,28.34,28.34,28.34,0.0,0.0,28.16,28.16,28.16,0.0,0.0,28.19,28.19,28.19,0.0,0.0
2020-05-24,27.82,27.82,27.82,0.0,0.0,27.97,27.97,27.97,0.0,0.0,27.8,27.8,27.8,0.0,0.0,27.8,27.8,27.8,0.0,0.0
2020-05-31,27.32,27.32,27.32,0.0,0.0,27.32,27.32,27.32,0.0,0.0,27.32,27.32,27.32,0.0,0.0,27.32,27.32,27.32,0.0,0.0
2020-06-07,27.48,27.48,27.48,0.0,0.0,27.6,27.6,27.6,0.0,0.0,27.4,27.4,27.4,0.0,0.0,27.54,27.54,27.54,0.0,0.0
2020-06-14,27.57,27.57,27.57,0.0,0.0,27.69,27.69,27.69,0.0,0.0,27.56,27.56,27.56,0.0,0.0,27.64,27.64,27.64,0.0,0.0
2020-06-21,27.6,27.6,27.6,0.0,0.0,27.6,27.6,27.6,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.51,27.51,27.51,0.0,0.0
2020-06-28,27.45,27.45,27.45,0.0,0.0,27.45,27.45,27.45,0.0,0.0,27.45,27.45,27.45,0.0,0.0,27.45,27.45,27.45,0.0,0.0
2020-07-05,27.4,27.4,27.4,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.4,27.4,27.4,0.0,0.0,27.5,27.5,27.5,0.0,0.0
