Date,First Trust Nasdaq TransportEtf_Open_average,First Trust Nasdaq TransportEtf_Open_max,First Trust Nasdaq TransportEtf_Open_min,First Trust Nasdaq TransportEtf_Open_volatility,First Trust Nasdaq TransportEtf_Open_change,First Trust Nasdaq TransportEtf_High_average,First Trust Nasdaq TransportEtf_High_max,First Trust Nasdaq TransportEtf_High_min,First Trust Nasdaq TransportEtf_High_volatility,First Trust Nasdaq TransportEtf_High_change,First Trust Nasdaq TransportEtf_Low_average,First Trust Nasdaq TransportEtf_Low_max,First Trust Nasdaq TransportEtf_Low_min,First Trust Nasdaq TransportEtf_Low_volatility,First Trust Nasdaq TransportEtf_Low_change,First Trust Nasdaq TransportEtf_Close_average,First Trust Nasdaq TransportEtf_Close_max,First Trust Nasdaq TransportEtf_Close_min,First Trust Nasdaq TransportEtf_Close_volatility,First Trust Nasdaq TransportEtf_Close_change
2018-09-16,25.79,25.79,25.79,0.0,0.0,25.91,25.91,25.91,0.0,0.0,25.79,25.79,25.79,0.0,0.0,25.91,25.91,25.91,0.0,0.0
2018-09-23,25.4,25.4,25.4,0.0,0.0,25.4,25.4,25.4,0.0,0.0,25.4,25.4,25.4,0.0,0.0,25.4,25.4,25.4,0.0,0.0
2018-09-30,25.1,25.1,25.1,0.0,0.0,25.1,25.1,25.1,0.0,0.0,24.92,24.92,24.92,0.0,0.0,24.92,24.92,24.92,0.0,0.0
2018-10-07,23.68,23.68,23.68,0.0,0.0,23.68,23.68,23.68,0.0,0.0,23.66,23.66,23.66,0.0,0.0,23.66,23.66,23.66,0.0,0.0
2018-10-14,23.61,23.61,23.61,0.0,0.0,23.61,23.61,23.61,0.0,0.0,23.47,23.47,23.47,0.0,0.0,23.47,23.47,23.47,0.0,0.0
2018-10-21,23.04,23.04,23.04,0.0,0.0,23.04,23.04,23.04,0.0,0.0,23.04,23.04,23.04,0.0,0.0,23.04,23.04,23.04,0.0,0.0
2018-10-28,23.94,23.94,23.94,0.0,0.0,24.01,24.01,24.01,0.0,0.0,23.94,23.94,23.94,0.0,0.0,24.01,24.01,24.01,0.0,0.0
2018-11-04,24.26,24.26,24.26,0.0,0.0,24.26,24.26,24.26,0.0,0.0,24.26,24.26,24.26,0.0,0.0,24.26,24.26,24.26,0.0,0.0
2018-11-11,23.75,23.75,23.75,0.0,0.0,23.86,23.86,23.86,0.0,0.0,23.75,23.75,23.75,0.0,0.0,23.85,23.85,23.85,0.0,0.0
2018-11-18,23.77,23.77,23.77,0.0,0.0,23.77,23.77,23.77,0.0,0.0,23.77,23.77,23.77,0.0,0.0,23.77,23.77,23.77,0.0,0.0
2018-11-25,25.22,25.22,25.22,0.0,0.0,25.22,25.22,25.22,0.0,0.0,25.22,25.22,25.22,0.0,0.0,25.22,25.22,25.22,0.0,0.0
2018-12-02,24.13,24.13,24.13,0.0,0.0,24.13,24.13,24.13,0.0,0.0,24.13,24.13,24.13,0.0,0.0,24.13,24.13,24.13,0.0,0.0
2018-12-09,22.95,22.95,22.95,0.0,0.0,22.95,22.95,22.95,0.0,0.0,22.94,22.94,22.94,0.0,0.0,22.94,22.94,22.94,0.0,0.0
2018-12-16,21.39,21.39,21.39,0.0,0.0,21.39,21.39,21.39,0.0,0.0,21.39,21.39,21.39,0.0,0.0,21.39,21.39,21.39,0.0,0.0
2018-12-23,21.56,21.56,21.56,0.0,0.0,21.64,21.64,21.64,0.0,0.0,21.49,21.49,21.49,0.0,0.0,21.64,21.64,21.64,0.0,0.0
2018-12-30,21.53,21.53,21.53,0.0,0.0,21.69,21.69,21.69,0.0,0.0,21.53,21.53,21.53,0.0,0.0,21.66,21.66,21.66,0.0,0.0
2019-01-06,22.27,22.27,22.27,0.0,0.0,22.72,22.72,22.72,0.0,0.0,22.27,22.27,22.27,0.0,0.0,22.72,22.72,22.72,0.0,0.0
2019-01-13,22.89,22.89,22.89,0.0,0.0,22.89,22.89,22.89,0.0,0.0,22.89,22.89,22.89,0.0,0.0,22.89,22.89,22.89,0.0,0.0
2019-01-20,23.15,23.15,23.15,0.0,0.0,23.15,23.15,23.15,0.0,0.0,23.15,23.15,23.15,0.0,0.0,23.15,23.15,23.15,0.0,0.0
2019-01-27,23.8,23.8,23.8,0.0,0.0,23.94,23.94,23.94,0.0,0.0,23.8,23.8,23.8,0.0,0.0,23.94,23.94,23.94,0.0,0.0
2019-02-03,23.56,23.56,23.56,0.0,0.0,23.56,23.56,23.56,0.0,0.0,23.56,23.56,23.56,0.0,0.0,23.56,23.56,23.56,0.0,0.0
2019-02-10,24.34,24.34,24.34,0.0,0.0,24.34,24.34,24.34,0.0,0.0,24.34,24.34,24.34,0.0,0.0,24.34,24.34,24.34,0.0,0.0
2019-02-17,24.53,24.53,24.53,0.0,0.0,24.53,24.53,24.53,0.0,0.0,24.53,24.53,24.53,0.0,0.0,24.53,24.53,24.53,0.0,0.0
2019-02-24,23.95,23.95,23.95,0.0,0.0,23.95,23.95,23.95,0.0,0.0,23.95,23.95,23.95,0.0,0.0,23.95,23.95,23.95,0.0,0.0
2019-03-03,22.88,22.88,22.88,0.0,0.0,22.94,22.94,22.94,0.0,0.0,22.88,22.88,22.88,0.0,0.0,22.94,22.94,22.94,0.0,0.0
2019-03-10,23.38,23.38,23.38,0.0,0.0,23.38,23.38,23.38,0.0,0.0,23.38,23.38,23.38,0.0,0.0,23.38,23.38,23.38,0.0,0.0
2019-03-17,23.01,23.01,23.01,0.0,0.0,23.12,23.12,23.12,0.0,0.0,22.81,22.81,22.81,0.0,0.0,23.12,23.12,23.12,0.0,0.0
2019-03-24,23.3,23.3,23.3,0.0,0.0,23.36,23.36,23.36,0.0,0.0,23.3,23.3,23.3,0.0,0.0,23.36,23.36,23.36,0.0,0.0
2019-03-31,24.14,24.14,24.14,0.0,0.0,24.14,24.14,24.14,0.0,0.0,24.0,24.0,24.0,0.0,0.0,24.0,24.0,24.0,0.0,0.0
2019-04-07,24.51,24.51,24.51,0.0,0.0,24.85,24.85,24.85,0.0,0.0,24.41,24.41,24.41,0.0,0.0,24.85,24.85,24.85,0.0,0.0
2019-04-14,24.86,24.86,24.86,0.0,0.0,24.86,24.86,24.86,0.0,0.0,24.77,24.77,24.77,0.0,0.0,24.77,24.77,24.77,0.0,0.0
2019-04-21,24.54,24.54,24.54,0.0,0.0,24.58,24.58,24.58,0.0,0.0,24.54,24.54,24.54,0.0,0.0,24.58,24.58,24.58,0.0,0.0
2019-04-28,24.48,24.48,24.48,0.0,0.0,24.63,24.63,24.63,0.0,0.0,24.48,24.48,24.48,0.0,0.0,24.63,24.63,24.63,0.0,0.0
2019-05-05,23.43,23.43,23.43,0.0,0.0,23.43,23.43,23.43,0.0,0.0,23.43,23.43,23.43,0.0,0.0,23.43,23.43,23.43,0.0,0.0
2019-05-12,23.56,23.56,23.56,0.0,0.0,23.56,23.56,23.56,0.0,0.0,23.56,23.56,23.56,0.0,0.0,23.56,23.56,23.56,0.0,0.0
2019-05-19,22.72,22.72,22.72,0.0,0.0,22.72,22.72,22.72,0.0,0.0,22.72,22.72,22.72,0.0,0.0,22.72,22.72,22.72,0.0,0.0
2019-05-26,22.0,22.0,22.0,0.0,0.0,22.07,22.07,22.07,0.0,0.0,22.0,22.0,22.0,0.0,0.0,22.07,22.07,22.07,0.0,0.0
2019-06-02,23.22,23.22,23.22,0.0,0.0,23.23,23.23,23.23,0.0,0.0,23.22,23.22,23.22,0.0,0.0,23.23,23.23,23.23,0.0,0.0
2019-06-09,23.41,23.41,23.41,0.0,0.0,23.44,23.44,23.44,0.0,0.0,23.41,23.41,23.41,0.0,0.0,23.44,23.44,23.44,0.0,0.0
2019-06-16,23.72,23.72,23.72,0.0,0.0,23.77,23.77,23.77,0.0,0.0,23.68,23.68,23.68,0.0,0.0,23.68,23.68,23.68,0.0,0.0
2019-06-23,23.88,23.88,23.88,0.0,0.0,23.89,23.89,23.89,0.0,0.0,23.88,23.88,23.88,0.0,0.0,23.89,23.89,23.89,0.0,0.0
2019-06-30,23.95,23.95,23.95,0.0,0.0,23.95,23.95,23.95,0.0,0.0,23.85,23.85,23.85,0.0,0.0,23.85,23.85,23.85,0.0,0.0
2019-07-07,24.23,24.23,24.23,0.0,0.0,24.23,24.23,24.23,0.0,0.0,24.19,24.19,24.19,0.0,0.0,24.19,24.19,24.19,0.0,0.0
2019-07-14,24.14,24.14,24.14,0.0,0.0,24.14,24.14,24.14,0.0,0.0,24.14,24.14,24.14,0.0,0.0,24.14,24.14,24.14,0.0,0.0
2019-07-21,24.17,24.17,24.17,0.0,0.0,24.17,24.17,24.17,0.0,0.0,24.17,24.17,24.17,0.0,0.0,24.17,24.17,24.17,0.0,0.0
2019-07-28,23.21,23.21,23.21,0.0,0.0,23.21,23.21,23.21,0.0,0.0,23.21,23.21,23.21,0.0,0.0,23.21,23.21,23.21,0.0,0.0
2019-08-04,23.02,23.02,23.02,0.0,0.0,23.02,23.02,23.02,0.0,0.0,23.02,23.02,23.02,0.0,0.0,23.02,23.02,23.02,0.0,0.0
2019-08-11,22.06,22.06,22.06,0.0,0.0,22.06,22.06,22.06,0.0,0.0,22.06,22.06,22.06,0.0,0.0,22.06,22.06,22.06,0.0,0.0
2019-08-18,22.28,22.28,22.28,0.0,0.0,22.28,22.28,22.28,0.0,0.0,22.28,22.28,22.28,0.0,0.0,22.28,22.28,22.28,0.0,0.0
2019-08-25,22.61,22.61,22.61,0.0,0.0,22.61,22.61,22.61,0.0,0.0,22.61,22.61,22.61,0.0,0.0,22.61,22.61,22.61,0.0,0.0
2019-09-01,23.15,23.15,23.15,0.0,0.0,23.15,23.15,23.15,0.0,0.0,23.15,23.15,23.15,0.0,0.0,23.15,23.15,23.15,0.0,0.0
2019-09-08,24.18,24.18,24.18,0.0,0.0,24.18,24.18,24.18,0.0,0.0,24.14,24.14,24.14,0.0,0.0,24.16,24.16,24.16,0.0,0.0
2019-09-15,23.53,23.53,23.53,0.0,0.0,23.53,23.53,23.53,0.0,0.0,23.53,23.53,23.53,0.0,0.0,23.53,23.53,23.53,0.0,0.0
2019-09-22,23.24,23.24,23.24,0.0,0.0,23.24,23.24,23.24,0.0,0.0,23.24,23.24,23.24,0.0,0.0,23.24,23.24,23.24,0.0,0.0
2019-09-29,22.05,22.05,22.05,0.0,0.0,22.05,22.05,22.05,0.0,0.0,22.05,22.05,22.05,0.0,0.0,22.05,22.05,22.05,0.0,0.0
2019-10-06,22.94,22.94,22.94,0.0,0.0,22.94,22.94,22.94,0.0,0.0,22.93,22.93,22.93,0.0,0.0,22.93,22.93,22.93,0.0,0.0
2019-10-13,23.53,23.53,23.53,0.0,0.0,23.53,23.53,23.53,0.0,0.0,23.53,23.53,23.53,0.0,0.0,23.53,23.53,23.53,0.0,0.0
2019-10-20,24.13,24.13,24.13,0.0,0.0,24.13,24.13,24.13,0.0,0.0,24.13,24.13,24.13,0.0,0.0,24.13,24.13,24.13,0.0,0.0
2019-10-27,24.16,24.16,24.16,0.0,0.0,24.16,24.16,24.16,0.0,0.0,24.16,24.16,24.16,0.0,0.0,24.16,24.16,24.16,0.0,0.0
2019-11-03,25.18,25.18,25.18,0.0,0.0,25.18,25.18,25.18,0.0,0.0,25.18,25.18,25.18,0.0,0.0,25.18,25.18,25.18,0.0,0.0
2019-11-10,24.77,24.77,24.77,0.0,0.0,24.87,24.87,24.87,0.0,0.0,24.77,24.77,24.77,0.0,0.0,24.87,24.87,24.87,0.0,0.0
2019-11-17,24.31,24.31,24.31,0.0,0.0,24.31,24.31,24.31,0.0,0.0,24.18,24.18,24.18,0.0,0.0,24.18,24.18,24.18,0.0,0.0
2019-11-24,24.7,24.7,24.7,0.0,0.0,24.78,24.78,24.78,0.0,0.0,24.7,24.7,24.7,0.0,0.0,24.78,24.78,24.78,0.0,0.0
2019-12-01,24.31,24.31,24.31,0.0,0.0,24.31,24.31,24.31,0.0,0.0,24.29,24.29,24.29,0.0,0.0,24.29,24.29,24.29,0.0,0.0
2019-12-08,24.48,24.48,24.48,0.0,0.0,24.48,24.48,24.48,0.0,0.0,24.36,24.36,24.36,0.0,0.0,24.36,24.36,24.36,0.0,0.0
2019-12-15,24.57,24.57,24.57,0.0,0.0,24.57,24.57,24.57,0.0,0.0,24.54,24.54,24.54,0.0,0.0,24.54,24.54,24.54,0.0,0.0
2019-12-22,24.51,24.51,24.51,0.0,0.0,24.62,24.62,24.62,0.0,0.0,24.51,24.51,24.51,0.0,0.0,24.62,24.62,24.62,0.0,0.0
2019-12-29,24.32,24.32,24.32,0.0,0.0,24.32,24.32,24.32,0.0,0.0,24.31,24.31,24.31,0.0,0.0,24.31,24.31,24.31,0.0,0.0
2020-01-05,24.58,24.58,24.58,0.0,0.0,24.58,24.58,24.58,0.0,0.0,24.58,24.58,24.58,0.0,0.0,24.58,24.58,24.58,0.0,0.0
2020-01-12,25.04,25.04,25.04,0.0,0.0,25.15,25.15,25.15,0.0,0.0,25.04,25.04,25.04,0.0,0.0,25.15,25.15,25.15,0.0,0.0
2020-01-19,24.73,24.73,24.73,0.0,0.0,25.1,25.1,25.1,0.0,0.0,24.73,24.73,24.73,0.0,0.0,25.1,25.1,25.1,0.0,0.0
2020-01-26,23.99,23.99,23.99,0.0,0.0,23.99,23.99,23.99,0.0,0.0,23.95,23.95,23.95,0.0,0.0,23.95,23.95,23.95,0.0,0.0
2020-02-02,24.71,24.71,24.71,0.0,0.0,24.71,24.71,24.71,0.0,0.0,24.67,24.67,24.67,0.0,0.0,24.67,24.67,24.67,0.0,0.0
2020-02-09,25.23,25.23,25.23,0.0,0.0,25.23,25.23,25.23,0.0,0.0,25.1,25.1,25.1,0.0,0.0,25.1,25.1,25.1,0.0,0.0
2020-02-16,24.78,24.78,24.78,0.0,0.0,24.78,24.78,24.78,0.0,0.0,24.78,24.78,24.78,0.0,0.0,24.78,24.78,24.78,0.0,0.0
2020-02-23,20.69,20.69,20.69,0.0,0.0,20.76,20.76,20.76,0.0,0.0,20.62,20.62,20.62,0.0,0.0,20.76,20.76,20.76,0.0,0.0
2020-03-01,19.65,19.65,19.65,0.0,0.0,20.02,20.02,20.02,0.0,0.0,19.61,19.61,19.61,0.0,0.0,19.62,19.62,19.62,0.0,0.0
2020-03-08,17.0,17.0,17.0,0.0,0.0,17.0,17.0,17.0,0.0,0.0,16.07,16.07,16.07,0.0,0.0,16.59,16.59,16.59,0.0,0.0
2020-03-15,13.53,13.53,13.53,0.0,0.0,14.15,14.15,14.15,0.0,0.0,12.88,12.88,12.88,0.0,0.0,12.92,12.92,12.92,0.0,0.0
2020-03-22,15.81,15.81,15.81,0.0,0.0,15.81,15.81,15.81,0.0,0.0,15.28,15.28,15.28,0.0,0.0,15.39,15.39,15.39,0.0,0.0
2020-03-29,13.93,13.93,13.93,0.0,0.0,13.93,13.93,13.93,0.0,0.0,13.36,13.36,13.36,0.0,0.0,13.47,13.47,13.47,0.0,0.0
2020-04-05,16.38,16.38,16.38,0.0,0.0,16.81,16.81,16.81,0.0,0.0,16.24,16.24,16.24,0.0,0.0,16.31,16.31,16.31,0.0,0.0
2020-04-12,16.1,16.1,16.1,0.0,0.0,16.17,16.17,16.17,0.0,0.0,16.08,16.08,16.08,0.0,0.0,16.17,16.17,16.17,0.0,0.0
2020-04-19,15.7,15.7,15.7,0.0,0.0,15.76,15.76,15.76,0.0,0.0,15.5,15.5,15.5,0.0,0.0,15.76,15.76,15.76,0.0,0.0
2020-04-26,16.42,16.42,16.42,0.0,0.0,16.42,16.42,16.42,0.0,0.0,15.99,15.99,15.99,0.0,0.0,15.99,15.99,15.99,0.0,0.0
2020-05-03,16.3,16.3,16.3,0.0,0.0,16.72,16.72,16.72,0.0,0.0,16.3,16.3,16.3,0.0,0.0,16.72,16.72,16.72,0.0,0.0
2020-05-10,15.55,15.55,15.55,0.0,0.0,15.65,15.65,15.65,0.0,0.0,15.53,15.53,15.53,0.0,0.0,15.56,15.56,15.56,0.0,0.0
2020-05-17,16.9,16.9,16.9,0.0,0.0,17.15,17.15,17.15,0.0,0.0,16.9,16.9,16.9,0.0,0.0,17.11,17.11,17.11,0.0,0.0
2020-05-24,17.93,17.93,17.93,0.0,0.0,18.05,18.05,18.05,0.0,0.0,17.89,17.89,17.89,0.0,0.0,18.05,18.05,18.05,0.0,0.0
2020-05-31,21.42,21.42,21.42,0.0,0.0,21.55,21.55,21.55,0.0,0.0,20.72,20.72,20.72,0.0,0.0,20.77,20.77,20.77,0.0,0.0
2020-06-07,19.22,19.22,19.22,0.0,0.0,19.39,19.39,19.39,0.0,0.0,19.08,19.08,19.08,0.0,0.0,19.39,19.39,19.39,0.0,0.0
2020-06-14,19.73,19.73,19.73,0.0,0.0,19.73,19.73,19.73,0.0,0.0,19.26,19.26,19.26,0.0,0.0,19.31,19.31,19.31,0.0,0.0
2020-06-21,18.7,18.7,18.7,0.0,0.0,18.7,18.7,18.7,0.0,0.0,18.28,18.28,18.28,0.0,0.0,18.39,18.39,18.39,0.0,0.0
2020-06-28,19.77,19.77,19.77,0.0,0.0,19.77,19.77,19.77,0.0,0.0,19.46,19.46,19.46,0.0,0.0,19.51,19.51,19.51,0.0,0.0
2020-07-05,19.98,19.98,19.98,0.0,0.0,19.98,19.98,19.98,0.0,0.0,19.9,19.9,19.9,0.0,0.0,19.9,19.9,19.9,0.0,0.0
