Date,SPDR S&P Emerging Markets Small CapEtf_Open_average,SPDR S&P Emerging Markets Small CapEtf_Open_max,SPDR S&P Emerging Markets Small CapEtf_Open_min,SPDR S&P Emerging Markets Small CapEtf_Open_volatility,SPDR S&P Emerging Markets Small CapEtf_Open_change,SPDR S&P Emerging Markets Small CapEtf_High_average,SPDR S&P Emerging Markets Small CapEtf_High_max,SPDR S&P Emerging Markets Small CapEtf_High_min,SPDR S&P Emerging Markets Small CapEtf_High_volatility,SPDR S&P Emerging Markets Small CapEtf_High_change,SPDR S&P Emerging Markets Small CapEtf_Low_average,SPDR S&P Emerging Markets Small CapEtf_Low_max,SPDR S&P Emerging Markets Small CapEtf_Low_min,SPDR S&P Emerging Markets Small CapEtf_Low_volatility,SPDR S&P Emerging Markets Small CapEtf_Low_change,SPDR S&P Emerging Markets Small CapEtf_Close_average,SPDR S&P Emerging Markets Small CapEtf_Close_max,SPDR S&P Emerging Markets Small CapEtf_Close_min,SPDR S&P Emerging Markets Small CapEtf_Close_volatility,SPDR S&P Emerging Markets Small CapEtf_Close_change
2018-01-14,54.39,54.39,54.39,0.0,0.0,54.65,54.65,54.65,0.0,0.0,54.33,54.33,54.33,0.0,0.0,54.59,54.59,54.59,0.0,0.0
2018-01-21,55.59,55.59,55.59,0.0,0.0,55.81,55.81,55.81,0.0,0.0,55.45,55.45,55.45,0.0,0.0,55.78,55.78,55.78,0.0,0.0
2018-01-28,53.9,53.9,53.9,0.0,0.0,53.9,53.9,53.9,0.0,0.0,53.1,53.1,53.1,0.0,0.0,53.11,53.11,53.11,0.0,0.0
2018-02-04,51.02,51.02,51.02,0.0,0.0,51.1,51.1,51.1,0.0,0.0,49.64,49.64,49.64,0.0,0.0,50.64,50.64,50.64,0.0,0.0
2018-02-11,52.88,52.88,52.88,0.0,0.0,53.41,53.41,53.41,0.0,0.0,52.88,52.88,52.88,0.0,0.0,53.09,53.09,53.09,0.0,0.0
2018-02-18,53.02,53.02,53.02,0.0,0.0,53.36,53.36,53.36,0.0,0.0,52.95,52.95,52.95,0.0,0.0,53.32,53.32,53.32,0.0,0.0
2018-02-25,52.08,52.08,52.08,0.0,0.0,52.7,52.7,52.7,0.0,0.0,51.86,51.86,51.86,0.0,0.0,52.6,52.6,52.6,0.0,0.0
2018-03-04,52.65,52.65,52.65,0.0,0.0,53.29,53.29,53.29,0.0,0.0,52.55,52.55,52.55,0.0,0.0,53.29,53.29,53.29,0.0,0.0
2018-03-11,52.67,52.67,52.67,0.0,0.0,52.89,52.89,52.89,0.0,0.0,52.67,52.67,52.67,0.0,0.0,52.74,52.74,52.74,0.0,0.0
2018-03-18,51.83,51.83,51.83,0.0,0.0,51.83,51.83,51.83,0.0,0.0,50.98,50.98,50.98,0.0,0.0,51.0,51.0,51.0,0.0,0.0
2018-03-25,52.05,52.05,52.05,0.0,0.0,52.7,52.7,52.7,0.0,0.0,52.0,52.0,52.0,0.0,0.0,52.49,52.49,52.49,0.0,0.0
2018-04-01,52.36,52.36,52.36,0.0,0.0,52.57,52.57,52.57,0.0,0.0,51.67,51.67,51.67,0.0,0.0,51.87,51.87,51.87,0.0,0.0
2018-04-08,52.64,52.64,52.64,0.0,0.0,52.69,52.69,52.69,0.0,0.0,52.37,52.37,52.37,0.0,0.0,52.6,52.6,52.6,0.0,0.0
2018-04-15,52.16,52.16,52.16,0.0,0.0,52.16,52.16,52.16,0.0,0.0,51.76,51.76,51.76,0.0,0.0,51.88,51.88,51.88,0.0,0.0
2018-04-22,51.31,51.31,51.31,0.0,0.0,51.32,51.32,51.32,0.0,0.0,51.04,51.04,51.04,0.0,0.0,51.28,51.28,51.28,0.0,0.0
2018-04-29,50.29,50.29,50.29,0.0,0.0,50.98,50.98,50.98,0.0,0.0,50.29,50.29,50.29,0.0,0.0,50.83,50.83,50.83,0.0,0.0
2018-05-06,51.11,51.11,51.11,0.0,0.0,51.13,51.13,51.13,0.0,0.0,50.79,50.79,50.79,0.0,0.0,50.93,50.93,50.93,0.0,0.0
2018-05-13,50.16,50.16,50.16,0.0,0.0,50.17,50.17,50.17,0.0,0.0,50.01,50.01,50.01,0.0,0.0,50.1,50.1,50.1,0.0,0.0
2018-05-20,50.5,50.5,50.5,0.0,0.0,50.81,50.81,50.81,0.0,0.0,50.5,50.5,50.5,0.0,0.0,50.73,50.73,50.73,0.0,0.0
2018-05-27,50.69,50.69,50.69,0.0,0.0,50.89,50.89,50.89,0.0,0.0,50.68,50.68,50.68,0.0,0.0,50.78,50.78,50.78,0.0,0.0
2018-06-03,50.64,50.64,50.64,0.0,0.0,50.97,50.97,50.97,0.0,0.0,50.6,50.6,50.6,0.0,0.0,50.9,50.9,50.9,0.0,0.0
2018-06-10,49.53,49.53,49.53,0.0,0.0,49.53,49.53,49.53,0.0,0.0,49.25,49.25,49.25,0.0,0.0,49.48,49.48,49.48,0.0,0.0
2018-06-17,48.32,48.32,48.32,0.0,0.0,48.37,48.37,48.37,0.0,0.0,48.09,48.09,48.09,0.0,0.0,48.14,48.14,48.14,0.0,0.0
2018-06-24,47.28,47.28,47.28,0.0,0.0,47.45,47.45,47.45,0.0,0.0,47.28,47.28,47.28,0.0,0.0,47.45,47.45,47.45,0.0,0.0
2018-07-01,46.65,46.65,46.65,0.0,0.0,46.99,46.99,46.99,0.0,0.0,46.64,46.64,46.64,0.0,0.0,46.95,46.95,46.95,0.0,0.0
2018-07-08,47.68,47.68,47.68,0.0,0.0,47.72,47.72,47.72,0.0,0.0,47.48,47.48,47.48,0.0,0.0,47.62,47.62,47.62,0.0,0.0
2018-07-15,47.49,47.49,47.49,0.0,0.0,47.65,47.65,47.65,0.0,0.0,47.44,47.44,47.44,0.0,0.0,47.56,47.56,47.56,0.0,0.0
2018-07-22,48.45,48.45,48.45,0.0,0.0,48.5,48.5,48.5,0.0,0.0,48.18,48.18,48.18,0.0,0.0,48.37,48.37,48.37,0.0,0.0
2018-07-29,47.84,47.84,47.84,0.0,0.0,48.09,48.09,48.09,0.0,0.0,47.84,47.84,47.84,0.0,0.0,47.89,47.89,47.89,0.0,0.0
2018-08-05,47.14,47.14,47.14,0.0,0.0,47.24,47.24,47.24,0.0,0.0,47.0,47.0,47.0,0.0,0.0,47.08,47.08,47.08,0.0,0.0
2018-08-12,45.59,45.59,45.59,0.0,0.0,46.08,46.08,46.08,0.0,0.0,45.5,45.5,45.5,0.0,0.0,46.04,46.04,46.04,0.0,0.0
2018-08-19,46.5,46.5,46.5,0.0,0.0,46.69,46.69,46.69,0.0,0.0,46.4,46.4,46.4,0.0,0.0,46.63,46.63,46.63,0.0,0.0
2018-08-26,46.38,46.38,46.38,0.0,0.0,46.85,46.85,46.85,0.0,0.0,46.38,46.38,46.38,0.0,0.0,46.74,46.74,46.74,0.0,0.0
2018-09-02,45.14,45.14,45.14,0.0,0.0,45.29,45.29,45.29,0.0,0.0,44.93,44.93,44.93,0.0,0.0,45.06,45.06,45.06,0.0,0.0
2018-09-09,45.23,45.23,45.23,0.0,0.0,45.26,45.26,45.26,0.0,0.0,44.96,44.96,44.96,0.0,0.0,45.09,45.09,45.09,0.0,0.0
2018-09-16,45.45,45.45,45.45,0.0,0.0,45.55,45.55,45.55,0.0,0.0,45.32,45.32,45.32,0.0,0.0,45.44,45.44,45.44,0.0,0.0
2018-09-23,44.9,44.9,44.9,0.0,0.0,45.03,45.03,45.03,0.0,0.0,44.68,44.68,44.68,0.0,0.0,44.79,44.79,44.79,0.0,0.0
2018-09-30,43.27,43.27,43.27,0.0,0.0,43.27,43.27,43.27,0.0,0.0,42.62,42.62,42.62,0.0,0.0,42.88,42.88,42.88,0.0,0.0
2018-10-07,41.97,41.97,41.97,0.0,0.0,42.01,42.01,42.01,0.0,0.0,41.44,41.44,41.44,0.0,0.0,41.83,41.83,41.83,0.0,0.0
2018-10-14,41.69,41.69,41.69,0.0,0.0,41.94,41.94,41.94,0.0,0.0,41.47,41.47,41.47,0.0,0.0,41.51,41.51,41.51,0.0,0.0
2018-10-21,40.42,40.42,40.42,0.0,0.0,40.95,40.95,40.95,0.0,0.0,40.24,40.24,40.24,0.0,0.0,40.68,40.68,40.68,0.0,0.0
2018-10-28,42.83,42.83,42.83,0.0,0.0,42.93,42.93,42.93,0.0,0.0,42.28,42.28,42.28,0.0,0.0,42.65,42.65,42.65,0.0,0.0
2018-11-04,42.36,42.36,42.36,0.0,0.0,42.42,42.42,42.42,0.0,0.0,42.02,42.02,42.02,0.0,0.0,42.3,42.3,42.3,0.0,0.0
2018-11-11,42.62,42.62,42.62,0.0,0.0,43.15,43.15,43.15,0.0,0.0,42.58,42.58,42.58,0.0,0.0,43.06,43.06,43.06,0.0,0.0
2018-11-18,42.18,42.18,42.18,0.0,0.0,42.24,42.24,42.24,0.0,0.0,42.08,42.08,42.08,0.0,0.0,42.08,42.08,42.08,0.0,0.0
2018-11-25,43.24,43.24,43.24,0.0,0.0,43.33,43.33,43.33,0.0,0.0,43.04,43.04,43.04,0.0,0.0,43.31,43.31,43.31,0.0,0.0
2018-12-02,42.68,42.68,42.68,0.0,0.0,43.02,43.02,43.02,0.0,0.0,41.96,41.96,41.96,0.0,0.0,42.09,42.09,42.09,0.0,0.0
2018-12-09,42.29,42.29,42.29,0.0,0.0,42.53,42.53,42.53,0.0,0.0,42.22,42.22,42.22,0.0,0.0,42.25,42.25,42.25,0.0,0.0
2018-12-16,41.78,41.78,41.78,0.0,0.0,41.78,41.78,41.78,0.0,0.0,41.07,41.07,41.07,0.0,0.0,41.15,41.15,41.15,0.0,0.0
2018-12-23,40.84,40.84,40.84,0.0,0.0,41.19,41.19,41.19,0.0,0.0,40.72,40.72,40.72,0.0,0.0,40.93,40.93,40.93,0.0,0.0
2018-12-30,41.23,41.23,41.23,0.0,0.0,41.97,41.97,41.97,0.0,0.0,41.1,41.1,41.1,0.0,0.0,41.73,41.73,41.73,0.0,0.0
2019-01-06,42.27,42.27,42.27,0.0,0.0,42.53,42.53,42.53,0.0,0.0,42.19,42.19,42.19,0.0,0.0,42.51,42.51,42.51,0.0,0.0
2019-01-13,42.97,42.97,42.97,0.0,0.0,43.01,43.01,43.01,0.0,0.0,42.77,42.77,42.77,0.0,0.0,42.9,42.9,42.9,0.0,0.0
2019-01-20,43.33,43.33,43.33,0.0,0.0,43.59,43.59,43.59,0.0,0.0,43.33,43.33,43.33,0.0,0.0,43.44,43.44,43.44,0.0,0.0
2019-01-27,43.99,43.99,43.99,0.0,0.0,44.16,44.16,44.16,0.0,0.0,43.95,43.95,43.95,0.0,0.0,44.0,44.0,44.0,0.0,0.0
2019-02-03,43.68,43.68,43.68,0.0,0.0,43.87,43.87,43.87,0.0,0.0,43.54,43.54,43.54,0.0,0.0,43.78,43.78,43.78,0.0,0.0
2019-02-10,43.56,43.56,43.56,0.0,0.0,43.65,43.65,43.65,0.0,0.0,43.44,43.44,43.44,0.0,0.0,43.65,43.65,43.65,0.0,0.0
2019-02-17,44.14,44.14,44.14,0.0,0.0,44.36,44.36,44.36,0.0,0.0,44.14,44.14,44.14,0.0,0.0,44.26,44.26,44.26,0.0,0.0
2019-02-24,44.14,44.14,44.14,0.0,0.0,44.26,44.26,44.26,0.0,0.0,43.99,43.99,43.99,0.0,0.0,44.13,44.13,44.13,0.0,0.0
2019-03-03,43.57,43.57,43.57,0.0,0.0,43.85,43.85,43.85,0.0,0.0,43.57,43.57,43.57,0.0,0.0,43.81,43.81,43.81,0.0,0.0
2019-03-10,44.71,44.71,44.71,0.0,0.0,44.87,44.87,44.87,0.0,0.0,44.7,44.7,44.7,0.0,0.0,44.86,44.86,44.86,0.0,0.0
2019-03-17,44.79,44.79,44.79,0.0,0.0,44.79,44.79,44.79,0.0,0.0,44.08,44.08,44.08,0.0,0.0,44.1,44.1,44.1,0.0,0.0
2019-03-24,44.7,44.7,44.7,0.0,0.0,44.7,44.7,44.7,0.0,0.0,44.49,44.49,44.49,0.0,0.0,44.57,44.57,44.57,0.0,0.0
