Date,ATRIStock_Open_average,ATRIStock_Open_max,ATRIStock_Open_min,ATRIStock_Open_volatility,ATRIStock_Open_change,ATRIStock_High_average,ATRIStock_High_max,ATRIStock_High_min,ATRIStock_High_volatility,ATRIStock_High_change,ATRIStock_Low_average,ATRIStock_Low_max,ATRIStock_Low_min,ATRIStock_Low_volatility,ATRIStock_Low_change,ATRIStock_Close_average,ATRIStock_Close_max,ATRIStock_Close_min,ATRIStock_Close_volatility,ATRIStock_Close_change,ATRIStock_Volume_average,ATRIStock_Volume_max,ATRIStock_Volume_min,ATRIStock_Volume_volatility,ATRIStock_Volume_change
2018-01-14,584.175,590.2,575.0,15.200000000000045,5.2000000000000455,593.15,611.2,585.0,26.200000000000045,26.200000000000045,577.05,589.95,566.05,23.90000000000009,7.400000000000091,590.9125,611.2,577.55,33.65000000000009,26.200000000000045,5160,8686,2202,6484,93
2018-01-21,603.35,610.2,594.6,15.600000000000023,-15.600000000000023,607.59,616.5,594.6,21.899999999999977,-21.899999999999977,597.35,603.3,594.6,8.699999999999932,-8.699999999999932,600.77,608.9,594.6,14.299999999999955,-14.299999999999955,3511,6321,1610,4711,-1598
2018-01-28,572.74,581.0,560.05,20.950000000000045,-20.950000000000045,575.4,583.6,560.05,23.550000000000068,-21.950000000000045,564.54,579.0,542.65,36.35000000000002,-36.35000000000002,568.4,579.0,550.1,28.899999999999977,-28.899999999999977,3584,8185,1918,6267,6235
2018-02-04,544.6,552.15,536.0,16.149999999999977,-9.649999999999977,551.9,560.05,545.8,14.25,-14.25,536.9,545.0,526.0,19.0,-19.0,545.64,552.9,541.0,11.899999999999977,0.7999999999999545,6123,10172,3122,7050,-4043
2018-02-11,557.07,565.0,545.15,19.850000000000023,0.6000000000000227,567.09,573.0,555.0,18.0,-12.0,548.6039999999999,561.0,540.05,20.950000000000045,5.100000000000023,556.77,566.0,547.0,19.0,-19.0,7136,10217,2965,7252,-3510
2018-02-18,547.9125,574.95,535.0,39.950000000000045,33.10000000000002,565.775,585.1,540.05,45.05000000000007,30.050000000000068,532.0375,545.65,516.85,28.799999999999955,10.25,548.2249999999999,582.9,526.8,56.10000000000002,12.399999999999977,8281,10878,4557,6321,-3845
2018-02-25,559.79,588.25,537.05,51.200000000000045,36.0,588.89,623.0,559.65,63.35000000000002,33.0,549.288,575.0,527.74,47.25999999999999,35.710000000000036,566.28,588.9,543.2,45.69999999999993,19.700000000000045,12207,28078,3733,24345,-872
2018-03-04,597.6,624.15,576.0,48.14999999999998,48.14999999999998,617.848,635.89,597.5,38.389999999999986,25.300000000000068,591.2,617.4,571.0,46.39999999999998,32.5,603.55,621.0,582.1,38.89999999999998,21.399999999999977,10240,17574,5777,11797,-11797
2018-03-11,605.12,607.0,602.6,4.399999999999977,3.8999999999999773,612.266,616.0,605.38,10.620000000000005,2.3999999999999773,594.214,598.45,585.6,12.850000000000023,0.4500000000000455,603.41,607.4,600.5,6.899999999999977,6.0,14681,27359,7893,19466,17747
2018-03-18,615.73,625.0,607.05,17.950000000000045,0.6000000000000227,627.48,646.0,611.0,35.0,10.0,608.58,623.95,598.5,25.450000000000045,-1.4500000000000455,614.02,630.0,598.5,31.5,-12.5,9533,12912,5916,6996,-6996
