Date,Deutsche X-trackers CSI 300 China A-Shares HedgedEtf_Open_average,Deutsche X-trackers CSI 300 China A-Shares HedgedEtf_Open_max,Deutsche X-trackers CSI 300 China A-Shares HedgedEtf_Open_min,Deutsche X-trackers CSI 300 China A-Shares HedgedEtf_Open_volatility,Deutsche X-trackers CSI 300 China A-Shares HedgedEtf_Open_change,Deutsche X-trackers CSI 300 China A-Shares HedgedEtf_High_average,Deutsche X-trackers CSI 300 China A-Shares HedgedEtf_High_max,Deutsche X-trackers CSI 300 China A-Shares HedgedEtf_High_min,Deutsche X-trackers CSI 300 China A-Shares HedgedEtf_High_volatility,Deutsche X-trackers CSI 300 China A-Shares HedgedEtf_High_change,Deutsche X-trackers CSI 300 China A-Shares HedgedEtf_Low_average,Deutsche X-trackers CSI 300 China A-Shares HedgedEtf_Low_max,Deutsche X-trackers CSI 300 China A-Shares HedgedEtf_Low_min,Deutsche X-trackers CSI 300 China A-Shares HedgedEtf_Low_volatility,Deutsche X-trackers CSI 300 China A-Shares HedgedEtf_Low_change,Deutsche X-trackers CSI 300 China A-Shares HedgedEtf_Close_average,Deutsche X-trackers CSI 300 China A-Shares HedgedEtf_Close_max,Deutsche X-trackers CSI 300 China A-Shares HedgedEtf_Close_min,Deutsche X-trackers CSI 300 China A-Shares HedgedEtf_Close_volatility,Deutsche X-trackers CSI 300 China A-Shares HedgedEtf_Close_change
2018-03-25,20.91,20.91,20.91,0.0,0.0,20.92,20.92,20.92,0.0,0.0,20.9,20.9,20.9,0.0,0.0,20.9,20.9,20.9,0.0,0.0
2018-04-01,20.99,20.99,20.99,0.0,0.0,20.99,20.99,20.99,0.0,0.0,20.99,20.99,20.99,0.0,0.0,20.99,20.99,20.99,0.0,0.0
2018-04-08,20.77,20.77,20.77,0.0,0.0,20.77,20.77,20.77,0.0,0.0,20.76,20.76,20.76,0.0,0.0,20.76,20.76,20.76,0.0,0.0
2018-04-15,20.55,20.55,20.55,0.0,0.0,20.59,20.59,20.59,0.0,0.0,20.36,20.36,20.36,0.0,0.0,20.36,20.36,20.36,0.0,0.0
2018-04-22,20.49,20.49,20.49,0.0,0.0,20.58,20.58,20.58,0.0,0.0,20.49,20.49,20.49,0.0,0.0,20.58,20.58,20.58,0.0,0.0
2018-04-29,20.64,20.64,20.64,0.0,0.0,20.64,20.64,20.64,0.0,0.0,20.64,20.64,20.64,0.0,0.0,20.64,20.64,20.64,0.0,0.0
2018-05-06,21.21,21.21,21.21,0.0,0.0,21.21,21.21,21.21,0.0,0.0,21.21,21.21,21.21,0.0,0.0,21.21,21.21,21.21,0.0,0.0
2018-05-13,21.09,21.09,21.09,0.0,0.0,21.09,21.09,21.09,0.0,0.0,21.09,21.09,21.09,0.0,0.0,21.09,21.09,21.09,0.0,0.0
2018-05-20,21.0,21.0,21.0,0.0,0.0,21.02,21.02,21.02,0.0,0.0,21.0,21.0,21.0,0.0,0.0,21.01,21.01,21.01,0.0,0.0
2018-05-27,20.87,20.87,20.87,0.0,0.0,20.87,20.87,20.87,0.0,0.0,20.87,20.87,20.87,0.0,0.0,20.87,20.87,20.87,0.0,0.0
2018-06-03,20.84,20.84,20.84,0.0,0.0,20.84,20.84,20.84,0.0,0.0,20.84,20.84,20.84,0.0,0.0,20.84,20.84,20.84,0.0,0.0
2018-06-10,20.74,20.74,20.74,0.0,0.0,20.76,20.76,20.76,0.0,0.0,20.72,20.72,20.72,0.0,0.0,20.73,20.73,20.73,0.0,0.0
2018-06-17,19.92,19.92,19.92,0.0,0.0,19.93,19.93,19.93,0.0,0.0,19.87,19.87,19.87,0.0,0.0,19.87,19.87,19.87,0.0,0.0
2018-06-24,18.94,18.94,18.94,0.0,0.0,18.94,18.94,18.94,0.0,0.0,18.94,18.94,18.94,0.0,0.0,18.94,18.94,18.94,0.0,0.0
2018-07-01,18.0,18.0,18.0,0.0,0.0,18.0,18.0,18.0,0.0,0.0,18.0,18.0,18.0,0.0,0.0,18.0,18.0,18.0,0.0,0.0
2018-07-08,18.77,18.77,18.77,0.0,0.0,18.88,18.88,18.88,0.0,0.0,18.62,18.62,18.62,0.0,0.0,18.88,18.88,18.88,0.0,0.0
2018-07-15,18.31,18.31,18.31,0.0,0.0,18.49,18.49,18.49,0.0,0.0,18.31,18.31,18.31,0.0,0.0,18.49,18.49,18.49,0.0,0.0
2018-07-22,18.55,18.55,18.55,0.0,0.0,18.55,18.55,18.55,0.0,0.0,18.55,18.55,18.55,0.0,0.0,18.55,18.55,18.55,0.0,0.0
2018-07-29,17.62,17.62,17.62,0.0,0.0,17.71,17.71,17.71,0.0,0.0,17.45,17.45,17.45,0.0,0.0,17.59,17.59,17.59,0.0,0.0
2018-08-05,17.92,17.92,17.92,0.0,0.0,17.93,17.93,17.93,0.0,0.0,17.92,17.92,17.92,0.0,0.0,17.93,17.93,17.93,0.0,0.0
2018-08-12,17.03,17.03,17.03,0.0,0.0,17.08,17.08,17.08,0.0,0.0,16.99,16.99,16.99,0.0,0.0,17.07,17.07,17.07,0.0,0.0
2018-08-19,17.59,17.59,17.59,0.0,0.0,17.59,17.59,17.59,0.0,0.0,17.58,17.58,17.58,0.0,0.0,17.58,17.58,17.58,0.0,0.0
2018-08-26,17.5,17.5,17.5,0.0,0.0,17.5,17.5,17.5,0.0,0.0,17.5,17.5,17.5,0.0,0.0,17.5,17.5,17.5,0.0,0.0
2018-09-02,17.21,17.21,17.21,0.0,0.0,17.29,17.29,17.29,0.0,0.0,17.21,17.21,17.21,0.0,0.0,17.25,17.25,17.25,0.0,0.0
2018-09-09,17.17,17.17,17.17,0.0,0.0,17.17,17.17,17.17,0.0,0.0,17.17,17.17,17.17,0.0,0.0,17.17,17.17,17.17,0.0,0.0
2018-09-16,17.99,17.99,17.99,0.0,0.0,17.99,17.99,17.99,0.0,0.0,17.99,17.99,17.99,0.0,0.0,17.99,17.99,17.99,0.0,0.0
2018-09-23,18.15,18.15,18.15,0.0,0.0,18.15,18.15,18.15,0.0,0.0,18.1,18.1,18.1,0.0,0.0,18.1,18.1,18.1,0.0,0.0
2018-09-30,17.45,17.45,17.45,0.0,0.0,17.45,17.45,17.45,0.0,0.0,17.36,17.36,17.36,0.0,0.0,17.37,17.37,17.37,0.0,0.0
2018-10-07,16.99,16.99,16.99,0.0,0.0,16.99,16.99,16.99,0.0,0.0,16.75,16.75,16.75,0.0,0.0,16.75,16.75,16.75,0.0,0.0
2018-10-14,16.45,16.45,16.45,0.0,0.0,16.46,16.46,16.46,0.0,0.0,16.43,16.43,16.43,0.0,0.0,16.43,16.43,16.43,0.0,0.0
2018-10-21,16.59,16.59,16.59,0.0,0.0,16.59,16.59,16.59,0.0,0.0,16.59,16.59,16.59,0.0,0.0,16.59,16.59,16.59,0.0,0.0
2018-10-28,17.05,17.05,17.05,0.0,0.0,17.09,17.09,17.09,0.0,0.0,17.05,17.05,17.05,0.0,0.0,17.09,17.09,17.09,0.0,0.0
2018-11-04,16.26,16.26,16.26,0.0,0.0,16.36,16.36,16.36,0.0,0.0,16.26,16.26,16.26,0.0,0.0,16.36,16.36,16.36,0.0,0.0
2018-11-11,17.09,17.09,17.09,0.0,0.0,17.15,17.15,17.15,0.0,0.0,17.09,17.09,17.09,0.0,0.0,17.15,17.15,17.15,0.0,0.0
2018-11-18,16.36,16.36,16.36,0.0,0.0,16.36,16.36,16.36,0.0,0.0,16.36,16.36,16.36,0.0,0.0,16.36,16.36,16.36,0.0,0.0
2018-11-25,16.5,16.5,16.5,0.0,0.0,16.57,16.57,16.57,0.0,0.0,16.49,16.49,16.49,0.0,0.0,16.57,16.57,16.57,0.0,0.0
2018-12-02,16.62,16.62,16.62,0.0,0.0,16.62,16.62,16.62,0.0,0.0,16.62,16.62,16.62,0.0,0.0,16.62,16.62,16.62,0.0,0.0
2018-12-09,16.74,16.74,16.74,0.0,0.0,16.74,16.74,16.74,0.0,0.0,16.72,16.72,16.72,0.0,0.0,16.72,16.72,16.72,0.0,0.0
2018-12-16,15.62,15.62,15.62,0.0,0.0,15.62,15.62,15.62,0.0,0.0,15.62,15.62,15.62,0.0,0.0,15.62,15.62,15.62,0.0,0.0
2018-12-23,15.88,15.88,15.88,0.0,0.0,15.88,15.88,15.88,0.0,0.0,15.88,15.88,15.88,0.0,0.0,15.88,15.88,15.88,0.0,0.0
2018-12-30,16.02,16.02,16.02,0.0,0.0,16.26,16.26,16.26,0.0,0.0,16.02,16.02,16.02,0.0,0.0,16.26,16.26,16.26,0.0,0.0
2019-01-06,16.65,16.65,16.65,0.0,0.0,16.65,16.65,16.65,0.0,0.0,16.65,16.65,16.65,0.0,0.0,16.65,16.65,16.65,0.0,0.0
2019-01-13,16.95,16.95,16.95,0.0,0.0,16.98,16.98,16.98,0.0,0.0,16.95,16.95,16.95,0.0,0.0,16.98,16.98,16.98,0.0,0.0
2019-01-20,17.24,17.24,17.24,0.0,0.0,17.24,17.24,17.24,0.0,0.0,17.24,17.24,17.24,0.0,0.0,17.24,17.24,17.24,0.0,0.0
2019-01-27,17.5,17.5,17.5,0.0,0.0,17.5,17.5,17.5,0.0,0.0,17.5,17.5,17.5,0.0,0.0,17.5,17.5,17.5,0.0,0.0
2019-02-03,17.3,17.3,17.3,0.0,0.0,17.3,17.3,17.3,0.0,0.0,17.3,17.3,17.3,0.0,0.0,17.3,17.3,17.3,0.0,0.0
2019-02-10,18.07,18.07,18.07,0.0,0.0,18.07,18.07,18.07,0.0,0.0,18.07,18.07,18.07,0.0,0.0,18.07,18.07,18.07,0.0,0.0
2019-02-17,18.93,18.93,18.93,0.0,0.0,19.01,19.01,19.01,0.0,0.0,18.93,18.93,18.93,0.0,0.0,19.01,19.01,19.01,0.0,0.0
2019-02-24,20.07,20.07,20.07,0.0,0.0,20.07,20.07,20.07,0.0,0.0,20.01,20.01,20.01,0.0,0.0,20.05,20.05,20.05,0.0,0.0
2019-03-03,19.31,19.31,19.31,0.0,0.0,19.52,19.52,19.52,0.0,0.0,19.27,19.27,19.27,0.0,0.0,19.31,19.31,19.31,0.0,0.0
2019-03-10,19.94,19.94,19.94,0.0,0.0,20.01,20.01,20.01,0.0,0.0,19.94,19.94,19.94,0.0,0.0,20.01,20.01,20.01,0.0,0.0
2019-03-17,20.1,20.1,20.1,0.0,0.0,20.1,20.1,20.1,0.0,0.0,20.1,20.1,20.1,0.0,0.0,20.1,20.1,20.1,0.0,0.0
2019-03-24,20.7,20.7,20.7,0.0,0.0,20.7,20.7,20.7,0.0,0.0,20.57,20.57,20.57,0.0,0.0,20.57,20.57,20.57,0.0,0.0
2019-03-31,21.9,21.9,21.9,0.0,0.0,21.98,21.98,21.98,0.0,0.0,21.86,21.86,21.86,0.0,0.0,21.93,21.93,21.93,0.0,0.0
2019-04-07,21.34,21.34,21.34,0.0,0.0,21.53,21.53,21.53,0.0,0.0,21.34,21.34,21.34,0.0,0.0,21.48,21.48,21.48,0.0,0.0
2019-04-14,21.57,21.57,21.57,0.0,0.0,21.7,21.7,21.7,0.0,0.0,21.57,21.57,21.57,0.0,0.0,21.68,21.68,21.68,0.0,0.0
2019-04-21,20.72,20.72,20.72,0.0,0.0,20.72,20.72,20.72,0.0,0.0,20.72,20.72,20.72,0.0,0.0,20.72,20.72,20.72,0.0,0.0
2019-04-28,20.69,20.69,20.69,0.0,0.0,20.86,20.86,20.86,0.0,0.0,20.68,20.68,20.68,0.0,0.0,20.76,20.76,20.76,0.0,0.0
2019-05-05,18.97,18.97,18.97,0.0,0.0,19.07,19.07,19.07,0.0,0.0,18.71,18.71,18.71,0.0,0.0,19.06,19.06,19.06,0.0,0.0
2019-05-12,18.82,18.82,18.82,0.0,0.0,18.82,18.82,18.82,0.0,0.0,18.7,18.7,18.7,0.0,0.0,18.7,18.7,18.7,0.0,0.0
2019-05-19,18.4,18.4,18.4,0.0,0.0,18.4,18.4,18.4,0.0,0.0,18.4,18.4,18.4,0.0,0.0,18.4,18.4,18.4,0.0,0.0
2019-05-26,18.7,18.7,18.7,0.0,0.0,18.7,18.7,18.7,0.0,0.0,18.7,18.7,18.7,0.0,0.0,18.7,18.7,18.7,0.0,0.0
2019-06-02,18.58,18.58,18.58,0.0,0.0,18.6,18.6,18.6,0.0,0.0,18.56,18.56,18.56,0.0,0.0,18.6,18.6,18.6,0.0,0.0
2019-06-09,18.77,18.77,18.77,0.0,0.0,18.77,18.77,18.77,0.0,0.0,18.77,18.77,18.77,0.0,0.0,18.77,18.77,18.77,0.0,0.0
2019-06-16,19.96,19.96,19.96,0.0,0.0,19.96,19.96,19.96,0.0,0.0,19.96,19.96,19.96,0.0,0.0,19.96,19.96,19.96,0.0,0.0
2019-06-23,20.04,20.04,20.04,0.0,0.0,20.04,20.04,20.04,0.0,0.0,20.04,20.04,20.04,0.0,0.0,20.04,20.04,20.04,0.0,0.0
2019-06-30,20.13,20.13,20.13,0.0,0.0,20.13,20.13,20.13,0.0,0.0,20.13,20.13,20.13,0.0,0.0,20.13,20.13,20.13,0.0,0.0
2019-07-07,19.8,19.8,19.8,0.0,0.0,19.8,19.8,19.8,0.0,0.0,19.79,19.79,19.79,0.0,0.0,19.79,19.79,19.79,0.0,0.0
2019-07-14,19.88,19.88,19.88,0.0,0.0,19.88,19.88,19.88,0.0,0.0,19.88,19.88,19.88,0.0,0.0,19.88,19.88,19.88,0.0,0.0
2019-07-21,20.27,20.27,20.27,0.0,0.0,20.35,20.35,20.35,0.0,0.0,20.27,20.27,20.27,0.0,0.0,20.28,20.28,20.28,0.0,0.0
2019-07-28,19.51,19.51,19.51,0.0,0.0,19.52,19.52,19.52,0.0,0.0,19.34,19.34,19.34,0.0,0.0,19.34,19.34,19.34,0.0,0.0
2019-08-04,18.75,18.75,18.75,0.0,0.0,18.75,18.75,18.75,0.0,0.0,18.6,18.6,18.6,0.0,0.0,18.6,18.6,18.6,0.0,0.0
2019-08-11,19.2,19.2,19.2,0.0,0.0,19.24,19.24,19.24,0.0,0.0,19.2,19.2,19.2,0.0,0.0,19.24,19.24,19.24,0.0,0.0
2019-08-18,19.2,19.2,19.2,0.0,0.0,19.2,19.2,19.2,0.0,0.0,19.2,19.2,19.2,0.0,0.0,19.2,19.2,19.2,0.0,0.0
2019-08-25,19.42,19.42,19.42,0.0,0.0,19.42,19.42,19.42,0.0,0.0,19.42,19.42,19.42,0.0,0.0,19.42,19.42,19.42,0.0,0.0
2019-09-01,20.25,20.25,20.25,0.0,0.0,20.25,20.25,20.25,0.0,0.0,20.25,20.25,20.25,0.0,0.0,20.25,20.25,20.25,0.0,0.0
2019-09-08,20.52,20.52,20.52,0.0,0.0,20.52,20.52,20.52,0.0,0.0,20.52,20.52,20.52,0.0,0.0,20.52,20.52,20.52,0.0,0.0
2019-09-15,19.96,19.96,19.96,0.0,0.0,19.96,19.96,19.96,0.0,0.0,19.96,19.96,19.96,0.0,0.0,19.96,19.96,19.96,0.0,0.0
2019-09-22,19.36,19.36,19.36,0.0,0.0,19.36,19.36,19.36,0.0,0.0,19.36,19.36,19.36,0.0,0.0,19.36,19.36,19.36,0.0,0.0
2019-09-29,19.32,19.32,19.32,0.0,0.0,19.4,19.4,19.4,0.0,0.0,19.32,19.32,19.32,0.0,0.0,19.4,19.4,19.4,0.0,0.0
2019-10-06,20.11,20.11,20.11,0.0,0.0,20.11,20.11,20.11,0.0,0.0,20.11,20.11,20.11,0.0,0.0,20.11,20.11,20.11,0.0,0.0
2019-10-13,19.82,19.82,19.82,0.0,0.0,19.82,19.82,19.82,0.0,0.0,19.76,19.76,19.76,0.0,0.0,19.76,19.76,19.76,0.0,0.0
2019-10-20,20.03,20.03,20.03,0.0,0.0,20.03,20.03,20.03,0.0,0.0,19.99,19.99,19.99,0.0,0.0,19.99,19.99,19.99,0.0,0.0
2019-10-27,20.27,20.27,20.27,0.0,0.0,20.27,20.27,20.27,0.0,0.0,20.27,20.27,20.27,0.0,0.0,20.27,20.27,20.27,0.0,0.0
2019-11-03,20.59,20.59,20.59,0.0,0.0,20.59,20.59,20.59,0.0,0.0,20.59,20.59,20.59,0.0,0.0,20.59,20.59,20.59,0.0,0.0
2019-11-10,20.0,20.0,20.0,0.0,0.0,20.0,20.0,20.0,0.0,0.0,19.98,19.98,19.98,0.0,0.0,19.98,19.98,19.98,0.0,0.0
2019-11-17,19.8,19.8,19.8,0.0,0.0,19.8,19.8,19.8,0.0,0.0,19.8,19.8,19.8,0.0,0.0,19.8,19.8,19.8,0.0,0.0
2019-11-24,19.77,19.77,19.77,0.0,0.0,19.77,19.77,19.77,0.0,0.0,19.77,19.77,19.77,0.0,0.0,19.77,19.77,19.77,0.0,0.0
2019-12-01,20.22,20.22,20.22,0.0,0.0,20.22,20.22,20.22,0.0,0.0,20.22,20.22,20.22,0.0,0.0,20.22,20.22,20.22,0.0,0.0
2019-12-08,20.65,20.65,20.65,0.0,0.0,20.88,20.88,20.88,0.0,0.0,20.45,20.45,20.45,0.0,0.0,20.55,20.55,20.55,0.0,0.0
2019-12-15,20.46,20.46,20.46,0.0,0.0,20.52,20.52,20.52,0.0,0.0,20.3,20.3,20.3,0.0,0.0,20.52,20.52,20.52,0.0,0.0
2019-12-22,20.53,20.53,20.53,0.0,0.0,20.58,20.58,20.58,0.0,0.0,20.48,20.48,20.48,0.0,0.0,20.56,20.56,20.56,0.0,0.0
2019-12-29,21.15,21.15,21.15,0.0,0.0,21.19,21.19,21.19,0.0,0.0,21.15,21.15,21.15,0.0,0.0,21.19,21.19,21.19,0.0,0.0
2020-01-05,21.49,21.49,21.49,0.0,0.0,21.49,21.49,21.49,0.0,0.0,21.45,21.45,21.45,0.0,0.0,21.45,21.45,21.45,0.0,0.0
2020-01-12,21.78,21.78,21.78,0.0,0.0,21.8,21.8,21.8,0.0,0.0,21.78,21.78,21.78,0.0,0.0,21.8,21.8,21.8,0.0,0.0
2020-01-19,20.65,20.65,20.65,0.0,0.0,20.68,20.68,20.68,0.0,0.0,20.53,20.53,20.53,0.0,0.0,20.53,20.53,20.53,0.0,0.0
2020-01-26,19.04,19.04,19.04,0.0,0.0,19.04,19.04,19.04,0.0,0.0,19.04,19.04,19.04,0.0,0.0,19.04,19.04,19.04,0.0,0.0
2020-02-02,19.95,19.95,19.95,0.0,0.0,19.95,19.95,19.95,0.0,0.0,19.93,19.93,19.93,0.0,0.0,19.94,19.94,19.94,0.0,0.0
2020-02-09,20.59,20.59,20.59,0.0,0.0,20.59,20.59,20.59,0.0,0.0,20.58,20.58,20.58,0.0,0.0,20.58,20.58,20.58,0.0,0.0
2020-02-16,21.33,21.33,21.33,0.0,0.0,21.34,21.34,21.34,0.0,0.0,21.33,21.33,21.33,0.0,0.0,21.34,21.34,21.34,0.0,0.0
2020-02-23,20.21,20.21,20.21,0.0,0.0,20.52,20.52,20.52,0.0,0.0,20.21,20.21,20.21,0.0,0.0,20.52,20.52,20.52,0.0,0.0
2020-03-01,21.45,21.45,21.45,0.0,0.0,21.45,21.45,21.45,0.0,0.0,21.45,21.45,21.45,0.0,0.0,21.45,21.45,21.45,0.0,0.0
2020-03-08,20.4,20.4,20.4,0.0,0.0,20.4,20.4,20.4,0.0,0.0,20.4,20.4,20.4,0.0,0.0,20.4,20.4,20.4,0.0,0.0
2020-03-15,18.04,18.04,18.04,0.0,0.0,18.04,18.04,18.04,0.0,0.0,18.04,18.04,18.04,0.0,0.0,18.04,18.04,18.04,0.0,0.0
2020-03-22,18.69,18.69,18.69,0.0,0.0,18.69,18.69,18.69,0.0,0.0,18.69,18.69,18.69,0.0,0.0,18.69,18.69,18.69,0.0,0.0
2020-03-29,19.21,19.21,19.21,0.0,0.0,19.22,19.22,19.22,0.0,0.0,19.08,19.08,19.08,0.0,0.0,19.08,19.08,19.08,0.0,0.0
2020-04-05,19.78,19.78,19.78,0.0,0.0,19.92,19.92,19.92,0.0,0.0,19.7,19.7,19.7,0.0,0.0,19.7,19.7,19.7,0.0,0.0
2020-04-12,19.92,19.92,19.92,0.0,0.0,19.92,19.92,19.92,0.0,0.0,19.8,19.8,19.8,0.0,0.0,19.8,19.8,19.8,0.0,0.0
2020-04-19,19.72,19.72,19.72,0.0,0.0,19.72,19.72,19.72,0.0,0.0,19.72,19.72,19.72,0.0,0.0,19.72,19.72,19.72,0.0,0.0
2020-04-26,19.18,19.18,19.18,0.0,0.0,19.18,19.18,19.18,0.0,0.0,19.18,19.18,19.18,0.0,0.0,19.18,19.18,19.18,0.0,0.0
2020-05-03,20.58,20.58,20.58,0.0,0.0,20.58,20.58,20.58,0.0,0.0,20.58,20.58,20.58,0.0,0.0,20.58,20.58,20.58,0.0,0.0
2020-05-10,20.04,20.04,20.04,0.0,0.0,20.04,20.04,20.04,0.0,0.0,20.04,20.04,20.04,0.0,0.0,20.04,20.04,20.04,0.0,0.0
2020-05-17,19.79,19.79,19.79,0.0,0.0,19.79,19.79,19.79,0.0,0.0,19.79,19.79,19.79,0.0,0.0,19.79,19.79,19.79,0.0,0.0
2020-05-24,19.78,19.78,19.78,0.0,0.0,19.9,19.9,19.9,0.0,0.0,19.65,19.65,19.65,0.0,0.0,19.9,19.9,19.9,0.0,0.0
2020-05-31,20.89,20.89,20.89,0.0,0.0,20.89,20.89,20.89,0.0,0.0,20.89,20.89,20.89,0.0,0.0,20.89,20.89,20.89,0.0,0.0
2020-06-07,20.74,20.74,20.74,0.0,0.0,20.74,20.74,20.74,0.0,0.0,20.73,20.73,20.73,0.0,0.0,20.73,20.73,20.73,0.0,0.0
2020-06-14,21.24,21.24,21.24,0.0,0.0,21.24,21.24,21.24,0.0,0.0,21.24,21.24,21.24,0.0,0.0,21.24,21.24,21.24,0.0,0.0
2020-06-21,21.64,21.64,21.64,0.0,0.0,21.64,21.64,21.64,0.0,0.0,21.58,21.58,21.58,0.0,0.0,21.58,21.58,21.58,0.0,0.0
2020-06-28,22.79,22.79,22.79,0.0,0.0,22.79,22.79,22.79,0.0,0.0,22.79,22.79,22.79,0.0,0.0,22.79,22.79,22.79,0.0,0.0
2020-07-05,24.78,24.78,24.78,0.0,0.0,24.78,24.78,24.78,0.0,0.0,24.78,24.78,24.78,0.0,0.0,24.78,24.78,24.78,0.0,0.0
