Date,AMAGStock_Open_average,AMAGStock_Open_max,AMAGStock_Open_min,AMAGStock_Open_volatility,AMAGStock_Open_change,AMAGStock_High_average,AMAGStock_High_max,AMAGStock_High_min,AMAGStock_High_volatility,AMAGStock_High_change,AMAGStock_Low_average,AMAGStock_Low_max,AMAGStock_Low_min,AMAGStock_Low_volatility,AMAGStock_Low_change,AMAGStock_Close_average,AMAGStock_Close_max,AMAGStock_Close_min,AMAGStock_Close_volatility,AMAGStock_Close_change,AMAGStock_Volume_average,AMAGStock_Volume_max,AMAGStock_Volume_min,AMAGStock_Volume_volatility,AMAGStock_Volume_change
2018-01-14,14.025,14.55,13.4,1.1500000000000004,-1.1500000000000004,14.2675,14.85,13.82,1.0299999999999994,-1.0,13.5875,14.15,13.2,0.9500000000000011,-0.8000000000000007,13.825,14.25,13.25,1.0,-0.40000000000000036,754334,961156,611747,349409,-34700
2018-01-21,14.47,14.95,13.9,1.049999999999999,0.7999999999999989,14.846,15.15,14.53,0.620000000000001,0.27000000000000135,14.193999999999999,14.35,13.7,0.6500000000000004,0.620000000000001,14.52,14.8,14.35,0.45000000000000107,0.09999999999999964,836667,1070884,594268,476616,-165715
2018-01-28,14.46,14.65,14.3,0.34999999999999964,0.15000000000000036,14.89,15.35,14.7,0.6500000000000004,0.5499999999999989,14.176,14.35,13.75,0.5999999999999996,-0.09999999999999964,14.47,14.65,14.3,0.34999999999999964,-0.29999999999999893,904758,1205750,710468,495282,289389
2018-02-04,13.31,14.65,12.35,2.3000000000000007,-2.3000000000000007,13.68,14.7,13.1,1.5999999999999996,-1.5,12.53,13.0,11.95,1.0500000000000007,-0.7000000000000011,12.994,13.57,12.3,1.2699999999999996,-0.3000000000000007,1617308,2489694,1013106,1476588,103304
2018-02-11,14.91,17.85,13.05,4.800000000000001,4.800000000000001,15.780000000000001,18.6,13.8,4.800000000000001,4.700000000000001,14.52,17.6,12.7,4.900000000000002,4.900000000000002,15.516,18.5,13.53,4.970000000000001,4.970000000000001,3670936,11653074,913070,10740004,1095815
2018-02-18,19.0375,19.3,18.5,0.8000000000000007,0.6499999999999986,19.7125,20.0,19.4,0.6000000000000014,-0.25,18.64,18.85,18.21,0.6400000000000006,0.48999999999999844,19.2375,19.65,18.95,0.6999999999999993,0.34999999999999787,1559398,2194388,988605,1205783,-985112
2018-02-25,20.33,20.95,19.7,1.25,0.5,20.996000000000002,21.6,19.93,1.6700000000000017,1.0700000000000003,19.674,20.3,19.0,1.3000000000000007,0.75,20.64,21.05,19.9,1.1500000000000021,1.1000000000000014,1321119,1877787,811832,1065955,-59874
2018-03-04,20.65,20.95,20.4,0.5500000000000007,0.20000000000000284,21.094,21.52,20.9,0.620000000000001,-0.15000000000000213,20.12,20.3,19.75,0.5500000000000007,0.05000000000000071,20.63,21.15,20.3,0.8499999999999979,-0.3500000000000014,1030196,1417489,734471,683018,-209720
2018-03-11,20.18,20.65,19.65,1.0,-0.75,20.54,20.85,20.25,0.6000000000000014,-0.45000000000000284,19.73,20.2,19.35,0.8499999999999979,-0.5500000000000007,19.99,20.45,19.65,0.8000000000000007,-0.5500000000000007,1029801,1976171,682086,1294085,1294085
2018-03-18,19.580000000000002,19.85,19.35,0.5,-0.3500000000000014,19.9,20.05,19.75,0.3000000000000007,-0.3000000000000007,19.07,19.25,18.8,0.4499999999999993,-0.3999999999999986,19.53,19.65,19.25,0.3999999999999986,-0.3999999999999986,728490,935170,592575,342595,234824
2018-03-25,18.9625,19.45,18.65,0.8000000000000007,-0.8000000000000007,19.53,20.52,18.65,1.870000000000001,0.9199999999999982,18.325,18.5,18.15,0.3500000000000014,0.14999999999999858,19.0625,20.15,18.55,1.5999999999999979,1.1499999999999986,983834,1746865,601065,1145800,788784
2018-04-01,20.31,21.0,19.65,1.3500000000000014,0.9500000000000028,20.834,21.35,20.05,1.3000000000000007,1.0500000000000007,19.816,20.55,19.0,1.5500000000000007,1.2300000000000004,20.44,21.0,19.4,1.6000000000000014,1.1500000000000021,874626,1104872,689305,415567,-415567
2018-04-08,21.22,22.0,20.65,1.3500000000000014,1.1999999999999993,21.666,22.25,21.25,1.0,0.75,20.56,21.1,19.85,1.25,0.5999999999999979,21.19,21.7,20.85,0.8499999999999979,0.0,787273,1089225,594065,495160,24385
