Date,GIGMStock_Open_average,GIGMStock_Open_max,GIGMStock_Open_min,GIGMStock_Open_volatility,GIGMStock_Open_change,GIGMStock_High_average,GIGMStock_High_max,GIGMStock_High_min,GIGMStock_High_volatility,GIGMStock_High_change,GIGMStock_Low_average,GIGMStock_Low_max,GIGMStock_Low_min,GIGMStock_Low_volatility,GIGMStock_Low_change,GIGMStock_Close_average,GIGMStock_Close_max,GIGMStock_Close_min,GIGMStock_Close_volatility,GIGMStock_Close_change,GIGMStock_Volume_average,GIGMStock_Volume_max,GIGMStock_Volume_min,GIGMStock_Volume_volatility,GIGMStock_Volume_change
2018-01-14,3.7824999999999998,3.92,3.71,0.20999999999999996,-0.16999999999999993,3.82825,3.9730000000000003,3.76,0.21300000000000052,-0.21300000000000052,3.54275,3.61,3.45,0.1599999999999997,-0.1599999999999997,3.6825,3.71,3.61,0.10000000000000009,-0.10000000000000009,87125,124853,45866,78987,-7086
2018-01-21,3.654,3.74,3.6,0.14000000000000012,0.029999999999999805,3.786,3.85,3.7,0.1499999999999999,0.06000000000000005,3.6032,3.65,3.5610000000000004,0.08899999999999952,0.02899999999999947,3.698,3.8,3.63,0.16999999999999993,0.10999999999999988,98796,246763,30188,216575,125257
2018-01-28,3.468,3.75,3.28,0.4700000000000002,-0.41000000000000014,3.532,3.83,3.4,0.43000000000000016,-0.43000000000000016,3.3022,3.63,3.17,0.45999999999999996,-0.45999999999999996,3.352,3.63,3.19,0.43999999999999995,-0.43999999999999995,77566,204379,26782,177597,25776
2018-02-04,3.05,3.17,2.96,0.20999999999999996,-0.20999999999999996,3.1510000000000002,3.2460000000000004,3.02,0.22600000000000042,-0.12700000000000067,2.92,3.1,2.83,0.27,-0.25,3.03,3.15,2.94,0.20999999999999996,-0.1599999999999997,54185,120956,22406,98550,14877
2018-02-11,2.9452000000000003,3.0060000000000002,2.82,0.1860000000000004,-0.15000000000000036,3.0587999999999997,3.1,3.025,0.07500000000000018,-0.07500000000000018,2.886,2.95,2.81,0.14000000000000012,-0.1200000000000001,2.928,3.02,2.83,0.18999999999999995,-0.16000000000000014,36843,74513,21442,53071,-528
2018-02-18,2.82,2.83,2.81,0.020000000000000018,-0.009999999999999787,2.90075,2.93,2.864,0.06600000000000028,0.02899999999999947,2.8075,2.83,2.78,0.050000000000000266,-0.020000000000000018,2.83,2.88,2.8,0.08000000000000007,-0.020000000000000018,28696,54565,13937,40628,-40628
2018-02-25,2.816,2.85,2.79,0.06000000000000005,-0.040000000000000036,2.878,2.91,2.85,0.06000000000000005,0.010000000000000231,2.7721999999999998,2.83,2.75,0.08000000000000007,-0.07000000000000028,2.824,2.88,2.75,0.1299999999999999,-0.029999999999999805,23098,42713,3671,39042,14205
2018-03-04,2.81,2.85,2.76,0.0900000000000003,0.020000000000000018,2.8775999999999997,2.9789999999999996,2.79,0.1889999999999996,0.05899999999999972,2.7666,2.812,2.72,0.09199999999999964,0.03200000000000003,2.82,2.85,2.79,0.06000000000000005,0.010000000000000231,26104,37794,17161,20633,-9717
2018-03-11,2.828,2.93,2.77,0.16000000000000014,-0.16000000000000014,2.872,3.0,2.79,0.20999999999999996,-0.20999999999999996,2.756,2.83,2.65,0.18000000000000016,-0.18000000000000016,2.8134,2.9,2.72,0.17999999999999972,-0.17999999999999972,35094,65680,7319,58361,34911
2018-03-18,2.676,2.72,2.62,0.10000000000000009,-0.040000000000000036,2.768,2.83,2.72,0.10999999999999988,0.10999999999999988,2.64,2.68,2.62,0.06000000000000005,0.029999999999999805,2.708,2.78,2.64,0.13999999999999968,0.13999999999999968,21355,51608,7619,43989,38994
2018-03-25,2.8049999999999997,2.85,2.78,0.07000000000000028,0.050000000000000266,2.855,2.91,2.8,0.11000000000000032,0.11000000000000032,2.7355,2.8,2.69,0.10999999999999988,0.09999999999999964,2.81175,2.84,2.7769999999999997,0.06300000000000017,0.05300000000000038,14107,17966,4509,13457,11528
2018-04-01,2.576,2.76,2.36,0.3999999999999999,0.3999999999999999,2.764,2.9,2.64,0.2599999999999998,0.07000000000000028,2.524,2.64,2.36,0.28000000000000025,0.28000000000000025,2.664,2.9,2.5,0.3999999999999999,0.25,46205,121895,9373,112522,-112522
2018-04-08,2.7122,2.75,2.681,0.06899999999999995,-0.020000000000000018,2.806,2.87,2.73,0.14000000000000012,-0.03000000000000025,2.6602,2.7,2.63,0.07000000000000028,-0.008999999999999897,2.726,2.8,2.65,0.1499999999999999,0.11999999999999966,13686,20909,9086,11823,-1346
2018-04-15,2.746,2.8,2.66,0.13999999999999968,-0.13999999999999968,2.758,2.8,2.66,0.13999999999999968,-0.13999999999999968,2.649,2.72,2.52,0.20000000000000018,-0.18000000000000016,2.6898,2.7889999999999997,2.52,0.2689999999999997,-0.20000000000000018,19396,54537,4290,50247,41654
2018-04-22,2.5602,2.62,2.51,0.11000000000000032,0.11000000000000032,2.593,2.66,2.54,0.1200000000000001,0.0950000000000002,2.514,2.6189999999999998,2.46,0.1589999999999998,0.10899999999999999,2.572,2.66,2.5,0.16000000000000014,0.10000000000000009,10416,18216,3522,14694,-10884
2018-04-29,2.5894,2.64,2.503,0.137,0.010000000000000231,2.664,2.74,2.63,0.11000000000000032,0.11000000000000032,2.5748,2.64,2.491,0.14900000000000002,0.06800000000000006,2.6334,2.7,2.5869999999999997,0.11300000000000043,0.11300000000000043,14945,31177,6446,24731,10269
2018-05-06,2.708,2.79,2.67,0.1200000000000001,0.1200000000000001,2.7680000000000002,2.9,2.68,0.21999999999999975,0.17999999999999972,2.6802,2.79,2.6010000000000004,0.1889999999999996,0.14000000000000012,2.7224,2.82,2.662,0.15799999999999992,0.1499999999999999,16048,39950,1982,37968,29596
2018-05-13,2.919,2.955,2.88,0.07500000000000018,0.015000000000000124,2.9726,3.03,2.923,0.10699999999999976,0.08999999999999986,2.8689999999999998,2.94,2.82,0.1200000000000001,0.1200000000000001,2.894,2.94,2.85,0.08999999999999986,0.06999999999999984,26190,38282,14907,23375,15492
2018-05-20,2.9466,2.97,2.93,0.040000000000000036,0.0,2.9706,3.0,2.96,0.040000000000000036,-0.040000000000000036,2.926,2.94,2.88,0.06000000000000005,-0.050000000000000266,2.946,2.95,2.94,0.010000000000000231,-0.010000000000000231,9341,14773,2398,12375,-4832
2018-05-27,2.945,2.98,2.9,0.08000000000000007,0.040000000000000036,2.98375,2.995,2.98,0.015000000000000124,-0.015000000000000124,2.91,2.94,2.88,0.06000000000000005,-0.020000000000000018,2.93,2.97,2.88,0.0900000000000003,-0.03000000000000025,14569,40006,5286,34720,-540
2018-06-03,3.167,3.28,2.93,0.34999999999999964,0.2749999999999999,3.2656,3.35,3.1910000000000003,0.1589999999999998,0.01599999999999957,3.102,3.18,2.93,0.25,0.22999999999999998,3.188,3.24,3.14,0.10000000000000009,0.020000000000000018,61007,122112,14857,107255,-107255
2018-06-10,3.152,3.18,3.06,0.1200000000000001,-0.10999999999999988,3.218,3.27,3.09,0.18000000000000016,-0.18000000000000016,3.1078,3.178,3.0,0.17799999999999994,-0.16000000000000014,3.1366,3.23,3.036,0.19399999999999995,-0.19399999999999995,24444,49374,9101,40273,-12566
2018-06-17,3.0878,3.13,3.06,0.06999999999999984,0.018999999999999684,3.117,3.195,3.08,0.11499999999999977,-0.029999999999999805,3.0054,3.04,2.96,0.08000000000000007,-0.03299999999999992,3.0462,3.11,2.96,0.1499999999999999,-0.07899999999999974,27546,54444,5494,48950,-48950
2018-06-24,2.9694,3.002,2.9,0.10199999999999987,0.01499999999999968,3.0238,3.114,2.98,0.1339999999999999,-0.015000000000000124,2.94,2.98,2.9,0.08000000000000007,0.040000000000000036,2.9822,3.07,2.94,0.1299999999999999,-0.0009999999999998899,13433,19604,5652,13952,-5576
