Date,BBVAStock_Open_average,BBVAStock_Open_max,BBVAStock_Open_min,BBVAStock_Open_volatility,BBVAStock_Open_change,BBVAStock_High_average,BBVAStock_High_max,BBVAStock_High_min,BBVAStock_High_volatility,BBVAStock_High_change,BBVAStock_Low_average,BBVAStock_Low_max,BBVAStock_Low_min,BBVAStock_Low_volatility,BBVAStock_Low_change,BBVAStock_Close_average,BBVAStock_Close_max,BBVAStock_Close_min,BBVAStock_Close_volatility,BBVAStock_Close_change,BBVAStock_Volume_average,BBVAStock_Volume_max,BBVAStock_Volume_min,BBVAStock_Volume_volatility,BBVAStock_Volume_change
2018-01-14,9.0775,9.14,9.05,0.08999999999999986,-0.08999999999999986,9.125,9.16,9.1,0.0600000000000005,-0.05000000000000071,9.025,9.12,8.97,0.14999999999999858,-0.10999999999999943,9.11,9.15,9.09,0.0600000000000005,-0.05000000000000071,2730614,3769391,2238994,1530397,-1530397
2018-01-21,9.326,9.47,9.21,0.2599999999999998,0.2599999999999998,9.384,9.54,9.25,0.28999999999999915,0.2699999999999996,9.292,9.46,9.17,0.2900000000000009,0.2900000000000009,9.36,9.54,9.24,0.29999999999999893,0.27999999999999936,2409504,3155439,1668201,1487238,-621824
2018-01-28,9.344,9.43,9.19,0.2400000000000002,-0.2400000000000002,9.388,9.51,9.2,0.3100000000000005,-0.3100000000000005,9.296,9.42,9.08,0.33999999999999986,-0.33999999999999986,9.348,9.51,9.1,0.41000000000000014,-0.41000000000000014,3061995,3407973,2562870,845103,697832
2018-02-04,8.812,9.0,8.62,0.3800000000000008,-0.3800000000000008,8.904,9.08,8.68,0.40000000000000036,-0.40000000000000036,8.636,8.8,8.36,0.4400000000000013,-0.33000000000000007,8.752,8.97,8.61,0.3600000000000012,-0.13000000000000078,7139490,10520707,4365906,6154801,-1907625
2018-02-11,8.68,8.81,8.55,0.2599999999999998,0.05000000000000071,8.792,8.82,8.7,0.120000000000001,0.0,8.648,8.72,8.54,0.1800000000000015,0.07000000000000028,8.758,8.8,8.67,0.13000000000000078,0.02999999999999936,2892843,3409390,2222839,1186551,-312829
2018-02-18,8.592500000000001,8.72,8.5,0.22000000000000064,-0.22000000000000064,8.6175,8.74,8.51,0.23000000000000043,-0.23000000000000043,8.5075,8.61,8.44,0.16999999999999993,-0.16999999999999993,8.5275,8.63,8.48,0.15000000000000036,-0.15000000000000036,10959445,16492055,5261538,11230517,11230517
2018-02-25,8.382,8.53,8.18,0.34999999999999964,-0.3200000000000003,8.43,8.61,8.25,0.35999999999999943,-0.35999999999999943,8.290000000000001,8.46,8.13,0.33000000000000007,-0.3100000000000005,8.36,8.6,8.21,0.3899999999999988,-0.34999999999999964,6033367,10686795,3060776,7626019,-7626019
2018-03-04,8.208,8.28,8.11,0.16999999999999993,0.08999999999999986,8.256,8.3,8.19,0.11000000000000121,0.040000000000000924,8.154,8.21,8.07,0.14000000000000057,0.09999999999999964,8.222,8.26,8.18,0.08000000000000007,0.019999999999999574,2713033,3223095,1979905,1243190,-1243190
2018-03-11,8.168,8.28,8.02,0.2599999999999998,-0.049999999999998934,8.198,8.3,8.05,0.25,-0.07000000000000028,8.11,8.18,8.0,0.17999999999999972,-0.05000000000000071,8.138,8.23,8.01,0.22000000000000064,-0.09999999999999964,3077461,4244603,2286259,1958344,-797506
2018-03-18,7.99,8.14,7.76,0.3800000000000008,-0.3800000000000008,8.012,8.14,7.78,0.3600000000000003,-0.3600000000000003,7.898,8.04,7.65,0.3899999999999988,-0.34999999999999964,7.93,8.09,7.65,0.4399999999999995,-0.41999999999999993,4143957,5730479,1672106,4058373,3322813
2018-03-25,7.82,7.95,7.72,0.23000000000000043,0.1299999999999999,7.865,7.97,7.8,0.16999999999999993,0.1299999999999999,7.7275,7.86,7.62,0.2400000000000002,0.14000000000000057,7.79,7.9,7.66,0.2400000000000002,0.08000000000000007,3725731,6594518,2561705,4032813,-87124
2018-04-01,7.826,7.93,7.71,0.21999999999999975,-0.1200000000000001,7.872,7.97,7.82,0.14999999999999947,-0.08999999999999986,7.756,7.9,7.7,0.20000000000000018,-0.009999999999999787,7.812,7.92,7.73,0.1899999999999995,-0.05999999999999961,2848583,3637801,2099479,1538322,1105610
2018-04-08,7.87,7.96,7.76,0.20000000000000018,0.1299999999999999,7.902,7.97,7.81,0.16000000000000014,0.04999999999999982,7.816,7.86,7.76,0.10000000000000053,0.009999999999999787,7.834,7.89,7.79,0.09999999999999964,0.02999999999999936,1736447,2276450,1287915,988535,-780835
2018-04-15,7.98,8.05,7.91,0.14000000000000057,0.11999999999999922,8.012,8.08,7.92,0.16000000000000014,0.1200000000000001,7.952,8.01,7.86,0.14999999999999947,0.08999999999999986,7.996,8.08,7.89,0.1900000000000004,0.1200000000000001,1824907,2855942,1250705,1605237,-1427838
2018-04-22,7.994,8.11,7.93,0.17999999999999972,0.09999999999999964,8.022,8.13,7.93,0.20000000000000107,0.08000000000000007,7.944,8.06,7.86,0.20000000000000018,0.08000000000000007,7.972,8.07,7.87,0.20000000000000018,0.05000000000000071,1623243,2279559,1142444,1137115,1137115
2018-04-29,8.034,8.09,7.93,0.16000000000000014,-0.14000000000000057,8.074,8.12,8.01,0.10999999999999943,-0.049999999999998934,7.956,8.05,7.87,0.1800000000000006,-0.120000000000001,8.016,8.06,7.97,0.09000000000000075,-0.009999999999999787,2037563,3084876,1614879,1469997,-30886
2018-05-06,8.062,8.17,7.98,0.1899999999999995,0.13000000000000078,8.1,8.18,8.0,0.17999999999999972,0.09999999999999964,8.042,8.14,7.95,0.1900000000000004,0.120000000000001,8.074,8.15,7.97,0.1800000000000006,0.11000000000000121,1056793,1352911,760736,592175,-592175
2018-05-13,7.89,8.15,7.74,0.41000000000000014,-0.41000000000000014,7.928,8.17,7.76,0.41000000000000014,-0.41000000000000014,7.851999999999999,8.12,7.68,0.4399999999999995,-0.4399999999999995,7.896,8.14,7.71,0.4300000000000006,-0.4300000000000006,1645525,2723919,1024193,1699726,274878
2018-05-20,7.526,7.75,7.18,0.5700000000000003,-0.4900000000000002,7.564,7.8,7.24,0.5599999999999996,-0.4299999999999997,7.474,7.75,7.1,0.6500000000000004,-0.5100000000000007,7.54,7.77,7.23,0.5399999999999991,-0.41999999999999993,2865277,4178650,1466428,2712222,1853503
2018-05-27,6.875,7.0,6.81,0.1900000000000004,0.17999999999999972,6.9399999999999995,7.03,6.89,0.14000000000000057,0.1200000000000001,6.7725,6.91,6.65,0.2599999999999998,0.2599999999999998,6.86,6.98,6.69,0.29000000000000004,0.29000000000000004,5336804,5746284,4956994,789290,-530144
2018-06-03,7.0600000000000005,7.2,6.92,0.28000000000000025,0.03000000000000025,7.114,7.21,7.01,0.20000000000000018,0.0600000000000005,6.9959999999999996,7.1,6.88,0.21999999999999975,0.0600000000000005,7.06,7.14,6.91,0.22999999999999954,0.08999999999999986,3420395,4403583,1862459,2541124,-2403904
2018-06-10,7.146,7.34,6.9,0.4399999999999995,-0.3199999999999994,7.192,7.35,6.97,0.3799999999999999,-0.3600000000000003,7.098,7.21,6.88,0.33000000000000007,-0.33000000000000007,7.142,7.3,6.95,0.34999999999999964,-0.34999999999999964,2272071,2620303,1983507,636796,636796
2018-06-17,6.916,6.99,6.83,0.16000000000000014,0.1200000000000001,6.952,7.03,6.87,0.16000000000000014,0.16000000000000014,6.858,6.95,6.79,0.16000000000000014,0.14000000000000057,6.918,6.99,6.84,0.15000000000000036,0.15000000000000036,3190931,6193549,2134521,4059028,-3230336
2018-06-24,6.962,7.04,6.87,0.16999999999999993,0.04999999999999982,6.998,7.09,6.91,0.17999999999999972,0.08000000000000007,6.9,6.99,6.81,0.1800000000000006,0.07000000000000028,6.926,7.01,6.81,0.20000000000000018,0.05999999999999961,2754543,3165652,2403437,762215,516905
2018-07-01,7.15,7.39,6.87,0.5199999999999996,0.5199999999999996,7.1975,7.46,6.91,0.5499999999999998,0.5499999999999998,7.125,7.38,6.84,0.54,0.54,7.16,7.43,6.89,0.54,0.54,2635916,4388779,1772666,2616113,-363933
2018-07-08,7.184,7.46,7.0,0.45999999999999996,-0.45999999999999996,7.216,7.5,7.04,0.45999999999999996,-0.45999999999999996,7.138,7.44,6.97,0.47000000000000064,-0.47000000000000064,7.188,7.47,7.02,0.4500000000000002,-0.4500000000000002,2357951,2885149,1915723,969426,-359731
2018-07-15,6.938,7.03,6.87,0.16000000000000014,-0.08000000000000007,6.99,7.08,6.94,0.13999999999999968,-0.08999999999999986,6.888,7.0,6.8,0.20000000000000018,-0.08000000000000007,6.9479999999999995,7.05,6.85,0.20000000000000018,-0.08000000000000007,10500071,31381654,2091821,29289833,960945
2018-07-22,7.102,7.17,7.01,0.16000000000000014,0.15000000000000036,7.138,7.21,7.05,0.16000000000000014,0.16000000000000014,7.064,7.14,7.0,0.13999999999999968,0.13999999999999968,7.098,7.18,7.02,0.16000000000000014,0.16000000000000014,3304887,4505405,2470499,2034906,1528612
2018-07-29,7.1659999999999995,7.35,6.99,0.35999999999999943,-0.21999999999999975,7.208,7.37,7.04,0.33000000000000007,-0.25,7.118,7.28,6.96,0.3200000000000003,-0.2400000000000002,7.168,7.3,7.04,0.2599999999999998,-0.22999999999999954,2494348,3369176,1780757,1588419,-554782
2018-08-05,6.822,6.98,6.39,0.5900000000000007,-0.5700000000000003,6.854,7.0,6.46,0.54,-0.5099999999999998,6.788,6.96,6.36,0.5999999999999996,-0.5499999999999998,6.8100000000000005,6.98,6.4,0.5800000000000001,-0.5199999999999996,2773120,7096301,1344004,5752297,5203476
2018-08-12,6.16,6.21,6.07,0.13999999999999968,-0.04999999999999982,6.224,6.28,6.14,0.14000000000000057,-0.019999999999999574,6.108,6.16,6.0,0.16000000000000014,0.0,6.168,6.22,6.12,0.09999999999999964,0.08000000000000007,5034617,7599237,3947415,3651822,-220284
2018-08-19,6.33,6.41,6.17,0.2400000000000002,0.23000000000000043,6.364,6.43,6.22,0.20999999999999996,0.20000000000000018,6.288,6.36,6.15,0.20999999999999996,0.1999999999999993,6.306,6.37,6.17,0.20000000000000018,0.20000000000000018,2948442,3616318,2325478,1290840,603214
2018-08-26,6.348,6.46,6.25,0.20999999999999996,-0.16000000000000014,6.392,6.49,6.27,0.22000000000000064,-0.20999999999999996,6.298,6.41,6.17,0.2400000000000002,-0.2400000000000002,6.3340000000000005,6.46,6.2,0.2599999999999998,-0.2599999999999998,5716471,17243624,1925805,15317819,14337372
2018-09-02,6.12,6.25,5.97,0.28000000000000025,-0.16000000000000014,6.175,6.29,6.01,0.28000000000000025,-0.23000000000000043,6.08,6.21,5.96,0.25,-0.15000000000000036,6.140000000000001,6.24,6.01,0.23000000000000043,-0.22000000000000064,3126590,3917844,2676434,1241410,-751769
2018-09-09,6.142,6.34,5.99,0.34999999999999964,0.25,6.2,6.39,6.08,0.3099999999999996,0.29000000000000004,6.114,6.32,5.98,0.33999999999999986,0.27000000000000046,6.162,6.35,6.01,0.33999999999999986,0.2999999999999998,4304443,9063014,2293227,6769787,6403713
2018-09-16,6.534,6.75,6.39,0.3600000000000003,0.1900000000000004,6.586,6.78,6.46,0.3200000000000003,0.17999999999999972,6.508,6.67,6.39,0.28000000000000025,0.17999999999999972,6.562,6.75,6.43,0.3200000000000003,0.1800000000000006,4368854,7234296,2589178,4645118,-957761
2018-09-23,6.516,6.64,6.3,0.33999999999999986,-0.33999999999999986,6.556,6.64,6.4,0.23999999999999932,-0.23999999999999932,6.472,6.58,6.29,0.29000000000000004,-0.2599999999999998,6.486,6.59,6.3,0.29000000000000004,-0.2599999999999998,2584469,3148453,1276049,1872404,-570963
