Date,Point Bridge GOP Stock TrackerEtf_Open_average,Point Bridge GOP Stock TrackerEtf_Open_max,Point Bridge GOP Stock TrackerEtf_Open_min,Point Bridge GOP Stock TrackerEtf_Open_volatility,Point Bridge GOP Stock TrackerEtf_Open_change,Point Bridge GOP Stock TrackerEtf_High_average,Point Bridge GOP Stock TrackerEtf_High_max,Point Bridge GOP Stock TrackerEtf_High_min,Point Bridge GOP Stock TrackerEtf_High_volatility,Point Bridge GOP Stock TrackerEtf_High_change,Point Bridge GOP Stock TrackerEtf_Low_average,Point Bridge GOP Stock TrackerEtf_Low_max,Point Bridge GOP Stock TrackerEtf_Low_min,Point Bridge GOP Stock TrackerEtf_Low_volatility,Point Bridge GOP Stock TrackerEtf_Low_change,Point Bridge GOP Stock TrackerEtf_Close_average,Point Bridge GOP Stock TrackerEtf_Close_max,Point Bridge GOP Stock TrackerEtf_Close_min,Point Bridge GOP Stock TrackerEtf_Close_volatility,Point Bridge GOP Stock TrackerEtf_Close_change
2018-01-14,29.1,29.1,29.1,0.0,0.0,29.1,29.1,29.1,0.0,0.0,28.95,28.95,28.95,0.0,0.0,29.08,29.08,29.08,0.0,0.0
2018-01-21,29.79,29.79,29.79,0.0,0.0,29.79,29.79,29.79,0.0,0.0,29.58,29.58,29.58,0.0,0.0,29.77,29.77,29.77,0.0,0.0
2018-01-28,29.02,29.02,29.02,0.0,0.0,29.02,29.02,29.02,0.0,0.0,28.45,28.45,28.45,0.0,0.0,28.45,28.45,28.45,0.0,0.0
2018-02-04,26.76,26.76,26.76,0.0,0.0,27.0,27.0,27.0,0.0,0.0,26.02,26.02,26.02,0.0,0.0,26.81,26.81,26.81,0.0,0.0
2018-02-11,27.84,27.84,27.84,0.0,0.0,28.02,28.02,28.02,0.0,0.0,27.83,27.83,27.83,0.0,0.0,27.95,27.95,27.95,0.0,0.0
2018-02-18,27.59,27.59,27.59,0.0,0.0,27.7,27.7,27.7,0.0,0.0,27.59,27.59,27.59,0.0,0.0,27.7,27.7,27.7,0.0,0.0
2018-02-25,26.99,26.99,26.99,0.0,0.0,27.16,27.16,27.16,0.0,0.0,26.79,26.79,26.79,0.0,0.0,27.01,27.01,27.01,0.0,0.0
2018-03-04,27.94,27.94,27.94,0.0,0.0,28.15,28.15,28.15,0.0,0.0,27.84,27.84,27.84,0.0,0.0,28.15,28.15,28.15,0.0,0.0
2018-03-11,27.54,27.54,27.54,0.0,0.0,27.8,27.8,27.8,0.0,0.0,27.54,27.54,27.54,0.0,0.0,27.8,27.8,27.8,0.0,0.0
2018-03-18,27.01,27.01,27.01,0.0,0.0,27.1,27.1,27.1,0.0,0.0,26.51,26.51,26.51,0.0,0.0,26.51,26.51,26.51,0.0,0.0
2018-03-25,26.75,26.75,26.75,0.0,0.0,27.18,27.18,27.18,0.0,0.0,26.75,26.75,26.75,0.0,0.0,27.18,27.18,27.18,0.0,0.0
2018-04-01,27.15,27.15,27.15,0.0,0.0,27.29,27.29,27.29,0.0,0.0,26.66,26.66,26.66,0.0,0.0,26.82,26.82,26.82,0.0,0.0
2018-04-08,27.37,27.37,27.37,0.0,0.0,27.37,27.37,27.37,0.0,0.0,27.27,27.27,27.27,0.0,0.0,27.27,27.27,27.27,0.0,0.0
2018-04-15,27.7,27.7,27.7,0.0,0.0,27.7,27.7,27.7,0.0,0.0,27.47,27.47,27.47,0.0,0.0,27.61,27.61,27.61,0.0,0.0
2018-04-22,27.71,27.71,27.71,0.0,0.0,27.71,27.71,27.71,0.0,0.0,27.4,27.4,27.4,0.0,0.0,27.54,27.54,27.54,0.0,0.0
2018-04-29,26.89,26.89,26.89,0.0,0.0,27.25,27.25,27.25,0.0,0.0,26.89,26.89,26.89,0.0,0.0,27.25,27.25,27.25,0.0,0.0
2018-05-06,27.83,27.83,27.83,0.0,0.0,27.84,27.84,27.84,0.0,0.0,27.78,27.78,27.78,0.0,0.0,27.78,27.78,27.78,0.0,0.0
2018-05-13,27.97,27.97,27.97,0.0,0.0,27.97,27.97,27.97,0.0,0.0,27.79,27.79,27.79,0.0,0.0,27.82,27.82,27.82,0.0,0.0
2018-05-20,27.57,27.57,27.57,0.0,0.0,27.61,27.61,27.61,0.0,0.0,27.57,27.57,27.57,0.0,0.0,27.61,27.61,27.61,0.0,0.0
2018-05-27,27.62,27.62,27.62,0.0,0.0,27.65,27.65,27.65,0.0,0.0,27.58,27.58,27.58,0.0,0.0,27.62,27.62,27.62,0.0,0.0
2018-06-03,27.97,27.97,27.97,0.0,0.0,27.99,27.99,27.99,0.0,0.0,27.96,27.96,27.96,0.0,0.0,27.99,27.99,27.99,0.0,0.0
2018-06-10,27.67,27.67,27.67,0.0,0.0,27.78,27.78,27.78,0.0,0.0,27.67,27.67,27.67,0.0,0.0,27.78,27.78,27.78,0.0,0.0
2018-06-17,27.74,27.74,27.74,0.0,0.0,27.75,27.75,27.75,0.0,0.0,27.7,27.7,27.7,0.0,0.0,27.7,27.7,27.7,0.0,0.0
2018-06-24,27.6,27.6,27.6,0.0,0.0,27.62,27.62,27.62,0.0,0.0,27.6,27.6,27.6,0.0,0.0,27.62,27.62,27.62,0.0,0.0
2018-07-01,27.28,27.28,27.28,0.0,0.0,27.69,27.69,27.69,0.0,0.0,27.1,27.1,27.1,0.0,0.0,27.68,27.68,27.68,0.0,0.0
2018-07-08,27.61,27.61,27.61,0.0,0.0,27.82,27.82,27.82,0.0,0.0,27.61,27.61,27.61,0.0,0.0,27.82,27.82,27.82,0.0,0.0
2018-07-15,28.0,28.0,28.0,0.0,0.0,28.0,28.0,28.0,0.0,0.0,28.0,28.0,28.0,0.0,0.0,28.0,28.0,28.0,0.0,0.0
2018-07-22,28.12,28.12,28.12,0.0,0.0,28.25,28.25,28.25,0.0,0.0,28.09,28.09,28.09,0.0,0.0,28.13,28.13,28.13,0.0,0.0
2018-07-29,28.29,28.29,28.29,0.0,0.0,28.33,28.33,28.33,0.0,0.0,28.29,28.29,28.29,0.0,0.0,28.33,28.33,28.33,0.0,0.0
2018-08-05,28.01,28.01,28.01,0.0,0.0,28.01,28.01,28.01,0.0,0.0,28.01,28.01,28.01,0.0,0.0,28.01,28.01,28.01,0.0,0.0
2018-08-12,28.16,28.16,28.16,0.0,0.0,28.25,28.25,28.25,0.0,0.0,28.16,28.16,28.16,0.0,0.0,28.25,28.25,28.25,0.0,0.0
2018-08-19,28.4,28.4,28.4,0.0,0.0,28.4,28.4,28.4,0.0,0.0,28.4,28.4,28.4,0.0,0.0,28.4,28.4,28.4,0.0,0.0
2018-08-26,28.32,28.32,28.32,0.0,0.0,28.34,28.34,28.34,0.0,0.0,28.32,28.32,28.32,0.0,0.0,28.34,28.34,28.34,0.0,0.0
2018-09-02,28.23,28.23,28.23,0.0,0.0,28.23,28.23,28.23,0.0,0.0,28.23,28.23,28.23,0.0,0.0,28.23,28.23,28.23,0.0,0.0
2018-09-09,28.55,28.55,28.55,0.0,0.0,28.55,28.55,28.55,0.0,0.0,28.51,28.51,28.51,0.0,0.0,28.52,28.52,28.52,0.0,0.0
2018-09-16,28.71,28.71,28.71,0.0,0.0,28.97,28.97,28.97,0.0,0.0,28.71,28.71,28.71,0.0,0.0,28.94,28.94,28.94,0.0,0.0
2018-09-23,28.44,28.44,28.44,0.0,0.0,28.45,28.45,28.45,0.0,0.0,28.44,28.44,28.44,0.0,0.0,28.45,28.45,28.45,0.0,0.0
2018-09-30,28.38,28.38,28.38,0.0,0.0,28.39,28.39,28.39,0.0,0.0,28.35,28.35,28.35,0.0,0.0,28.35,28.35,28.35,0.0,0.0
2018-10-07,26.98,26.98,26.98,0.0,0.0,27.17,27.17,27.17,0.0,0.0,26.65,26.65,26.65,0.0,0.0,26.65,26.65,26.65,0.0,0.0
2018-10-14,26.64,26.64,26.64,0.0,0.0,26.64,26.64,26.64,0.0,0.0,26.64,26.64,26.64,0.0,0.0,26.64,26.64,26.64,0.0,0.0
2018-10-21,25.58,25.58,25.58,0.0,0.0,25.59,25.59,25.59,0.0,0.0,25.42,25.42,25.42,0.0,0.0,25.48,25.48,25.48,0.0,0.0
2018-10-28,26.44,26.44,26.44,0.0,0.0,26.44,26.44,26.44,0.0,0.0,26.31,26.31,26.31,0.0,0.0,26.31,26.31,26.31,0.0,0.0
2018-11-04,26.85,26.85,26.85,0.0,0.0,26.85,26.85,26.85,0.0,0.0,26.8,26.8,26.8,0.0,0.0,26.8,26.8,26.8,0.0,0.0
2018-11-11,26.53,26.53,26.53,0.0,0.0,26.72,26.72,26.72,0.0,0.0,26.53,26.53,26.53,0.0,0.0,26.72,26.72,26.72,0.0,0.0
2018-11-18,25.82,25.82,25.82,0.0,0.0,25.88,25.88,25.88,0.0,0.0,25.82,25.82,25.82,0.0,0.0,25.88,25.88,25.88,0.0,0.0
2018-11-25,26.48,26.48,26.48,0.0,0.0,26.6,26.6,26.6,0.0,0.0,26.47,26.47,26.47,0.0,0.0,26.6,26.6,26.6,0.0,0.0
2018-12-02,26.05,26.05,26.05,0.0,0.0,26.05,26.05,26.05,0.0,0.0,25.45,25.45,25.45,0.0,0.0,25.46,25.46,25.46,0.0,0.0
2018-12-09,25.12,25.12,25.12,0.0,0.0,25.15,25.15,25.15,0.0,0.0,24.87,24.87,24.87,0.0,0.0,24.87,24.87,24.87,0.0,0.0
2018-12-16,23.2,23.2,23.2,0.0,0.0,23.33,23.33,23.33,0.0,0.0,22.65,22.65,22.65,0.0,0.0,22.7,22.7,22.7,0.0,0.0
2018-12-23,23.29,23.29,23.29,0.0,0.0,23.29,23.29,23.29,0.0,0.0,23.02,23.02,23.02,0.0,0.0,23.17,23.17,23.17,0.0,0.0
2018-12-30,23.45,23.45,23.45,0.0,0.0,23.91,23.91,23.91,0.0,0.0,23.45,23.45,23.45,0.0,0.0,23.89,23.89,23.89,0.0,0.0
2019-01-06,24.39,24.39,24.39,0.0,0.0,24.72,24.72,24.72,0.0,0.0,24.39,24.39,24.39,0.0,0.0,24.72,24.72,24.72,0.0,0.0
2019-01-13,25.2,25.2,25.2,0.0,0.0,25.53,25.53,25.53,0.0,0.0,25.2,25.2,25.2,0.0,0.0,25.52,25.52,25.52,0.0,0.0
2019-01-20,25.42,25.42,25.42,0.0,0.0,25.51,25.51,25.51,0.0,0.0,25.42,25.42,25.42,0.0,0.0,25.44,25.44,25.44,0.0,0.0
2019-01-27,25.67,25.67,25.67,0.0,0.0,25.79,25.79,25.79,0.0,0.0,25.67,25.67,25.67,0.0,0.0,25.71,25.71,25.71,0.0,0.0
2019-02-03,25.56,25.56,25.56,0.0,0.0,25.6,25.6,25.6,0.0,0.0,25.56,25.56,25.56,0.0,0.0,25.6,25.6,25.6,0.0,0.0
2019-02-10,26.49,26.49,26.49,0.0,0.0,26.57,26.57,26.57,0.0,0.0,26.49,26.49,26.49,0.0,0.0,26.57,26.57,26.57,0.0,0.0
2019-02-17,26.68,26.68,26.68,0.0,0.0,26.75,26.75,26.75,0.0,0.0,26.68,26.68,26.68,0.0,0.0,26.75,26.75,26.75,0.0,0.0
2019-02-24,26.68,26.68,26.68,0.0,0.0,26.72,26.72,26.72,0.0,0.0,26.64,26.64,26.64,0.0,0.0,26.72,26.72,26.72,0.0,0.0
2019-03-03,25.9,25.9,25.9,0.0,0.0,26.0,26.0,26.0,0.0,0.0,25.9,25.9,25.9,0.0,0.0,26.0,26.0,26.0,0.0,0.0
2019-03-10,26.49,26.49,26.49,0.0,0.0,26.65,26.65,26.65,0.0,0.0,26.49,26.49,26.49,0.0,0.0,26.57,26.57,26.57,0.0,0.0
2019-03-17,26.14,26.14,26.14,0.0,0.0,26.16,26.16,26.16,0.0,0.0,26.13,26.13,26.13,0.0,0.0,26.13,26.13,26.13,0.0,0.0
2019-03-24,26.64,26.64,26.64,0.0,0.0,26.64,26.64,26.64,0.0,0.0,26.6,26.6,26.6,0.0,0.0,26.64,26.64,26.64,0.0,0.0
2019-03-31,27.15,27.15,27.15,0.0,0.0,27.31,27.31,27.31,0.0,0.0,27.15,27.15,27.15,0.0,0.0,27.31,27.31,27.31,0.0,0.0
2019-04-07,27.52,27.52,27.52,0.0,0.0,27.62,27.62,27.62,0.0,0.0,27.52,27.52,27.52,0.0,0.0,27.62,27.62,27.62,0.0,0.0
2019-04-14,27.62,27.62,27.62,0.0,0.0,27.62,27.62,27.62,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.59,27.59,27.59,0.0,0.0
2019-04-21,27.45,27.45,27.45,0.0,0.0,27.52,27.52,27.52,0.0,0.0,27.45,27.45,27.45,0.0,0.0,27.52,27.52,27.52,0.0,0.0
2019-04-28,27.43,27.43,27.43,0.0,0.0,27.53,27.53,27.53,0.0,0.0,27.43,27.43,27.43,0.0,0.0,27.53,27.53,27.53,0.0,0.0
2019-05-05,26.73,26.73,26.73,0.0,0.0,26.96,26.96,26.96,0.0,0.0,26.73,26.73,26.73,0.0,0.0,26.92,26.92,26.92,0.0,0.0
2019-05-12,26.59,26.59,26.59,0.0,0.0,26.59,26.59,26.59,0.0,0.0,26.59,26.59,26.59,0.0,0.0,26.59,26.59,26.59,0.0,0.0
2019-05-19,26.19,26.19,26.19,0.0,0.0,26.26,26.26,26.26,0.0,0.0,26.19,26.19,26.19,0.0,0.0,26.26,26.26,26.26,0.0,0.0
2019-05-26,25.41,25.41,25.41,0.0,0.0,25.41,25.41,25.41,0.0,0.0,25.41,25.41,25.41,0.0,0.0,25.41,25.41,25.41,0.0,0.0
2019-06-02,26.76,26.76,26.76,0.0,0.0,26.76,26.76,26.76,0.0,0.0,26.65,26.65,26.65,0.0,0.0,26.67,26.67,26.67,0.0,0.0
2019-06-09,26.77,26.77,26.77,0.0,0.0,26.77,26.77,26.77,0.0,0.0,26.75,26.75,26.75,0.0,0.0,26.75,26.75,26.75,0.0,0.0
2019-06-16,27.16,27.16,27.16,0.0,0.0,27.33,27.33,27.33,0.0,0.0,27.16,27.16,27.16,0.0,0.0,27.27,27.27,27.27,0.0,0.0
2019-06-23,27.15,27.15,27.15,0.0,0.0,27.37,27.37,27.37,0.0,0.0,27.15,27.15,27.15,0.0,0.0,27.37,27.37,27.37,0.0,0.0
2019-06-30,27.63,27.63,27.63,0.0,0.0,27.63,27.63,27.63,0.0,0.0,27.46,27.46,27.46,0.0,0.0,27.59,27.59,27.59,0.0,0.0
2019-07-07,27.69,27.69,27.69,0.0,0.0,27.77,27.77,27.77,0.0,0.0,27.69,27.69,27.69,0.0,0.0,27.77,27.77,27.77,0.0,0.0
2019-07-14,27.45,27.45,27.45,0.0,0.0,27.45,27.45,27.45,0.0,0.0,27.43,27.43,27.43,0.0,0.0,27.43,27.43,27.43,0.0,0.0
2019-07-21,27.64,27.64,27.64,0.0,0.0,27.73,27.73,27.73,0.0,0.0,27.64,27.64,27.64,0.0,0.0,27.73,27.73,27.73,0.0,0.0
2019-07-28,26.76,26.76,26.76,0.0,0.0,26.76,26.76,26.76,0.0,0.0,26.76,26.76,26.76,0.0,0.0,26.76,26.76,26.76,0.0,0.0
2019-08-04,26.38,26.38,26.38,0.0,0.0,26.38,26.38,26.38,0.0,0.0,26.38,26.38,26.38,0.0,0.0,26.38,26.38,26.38,0.0,0.0
2019-08-11,25.92,25.92,25.92,0.0,0.0,25.92,25.92,25.92,0.0,0.0,25.92,25.92,25.92,0.0,0.0,25.92,25.92,25.92,0.0,0.0
2019-08-18,26.16,26.16,26.16,0.0,0.0,26.16,26.16,26.16,0.0,0.0,25.35,25.35,25.35,0.0,0.0,25.35,25.35,25.35,0.0,0.0
2019-08-25,26.31,26.31,26.31,0.0,0.0,26.31,26.31,26.31,0.0,0.0,26.25,26.25,26.25,0.0,0.0,26.25,26.25,26.25,0.0,0.0
2019-09-01,26.78,26.78,26.78,0.0,0.0,26.78,26.78,26.78,0.0,0.0,26.76,26.76,26.76,0.0,0.0,26.76,26.76,26.76,0.0,0.0
2019-09-08,27.63,27.63,27.63,0.0,0.0,27.74,27.74,27.74,0.0,0.0,27.63,27.63,27.63,0.0,0.0,27.74,27.74,27.74,0.0,0.0
2019-09-15,27.4,27.4,27.4,0.0,0.0,27.72,27.72,27.72,0.0,0.0,27.4,27.4,27.4,0.0,0.0,27.57,27.57,27.57,0.0,0.0
2019-09-22,27.39,27.39,27.39,0.0,0.0,27.48,27.48,27.48,0.0,0.0,27.31,27.31,27.31,0.0,0.0,27.31,27.31,27.31,0.0,0.0
2019-09-29,26.52,26.52,26.52,0.0,0.0,26.84,26.84,26.84,0.0,0.0,26.52,26.52,26.52,0.0,0.0,26.84,26.84,26.84,0.0,0.0
2019-10-06,26.97,26.97,26.97,0.0,0.0,27.21,27.21,27.21,0.0,0.0,26.97,26.97,26.97,0.0,0.0,27.13,27.13,27.13,0.0,0.0
2019-10-13,27.33,27.33,27.33,0.0,0.0,27.35,27.35,27.35,0.0,0.0,27.33,27.33,27.33,0.0,0.0,27.34,27.34,27.34,0.0,0.0
2019-10-20,28.02,28.02,28.02,0.0,0.0,28.02,28.02,28.02,0.0,0.0,27.98,27.98,27.98,0.0,0.0,27.98,27.98,27.98,0.0,0.0
2019-10-27,28.17,28.17,28.17,0.0,0.0,28.22,28.22,28.22,0.0,0.0,28.17,28.17,28.17,0.0,0.0,28.22,28.22,28.22,0.0,0.0
2019-11-03,28.49,28.49,28.49,0.0,0.0,28.63,28.63,28.63,0.0,0.0,28.49,28.49,28.49,0.0,0.0,28.63,28.63,28.63,0.0,0.0
2019-11-10,28.46,28.46,28.46,0.0,0.0,28.6,28.6,28.6,0.0,0.0,28.46,28.46,28.46,0.0,0.0,28.6,28.6,28.6,0.0,0.0
2019-11-17,28.45,28.45,28.45,0.0,0.0,28.45,28.45,28.45,0.0,0.0,28.45,28.45,28.45,0.0,0.0,28.45,28.45,28.45,0.0,0.0
2019-11-24,28.51,28.51,28.51,0.0,0.0,28.51,28.51,28.51,0.0,0.0,28.51,28.51,28.51,0.0,0.0,28.51,28.51,28.51,0.0,0.0
2019-12-01,28.43,28.43,28.43,0.0,0.0,28.63,28.63,28.63,0.0,0.0,28.43,28.43,28.43,0.0,0.0,28.59,28.59,28.59,0.0,0.0
2019-12-08,29.01,29.01,29.01,0.0,0.0,29.01,29.01,29.01,0.0,0.0,28.82,28.82,28.82,0.0,0.0,28.82,28.82,28.82,0.0,0.0
2019-12-15,29.23,29.23,29.23,0.0,0.0,29.26,29.26,29.26,0.0,0.0,29.17,29.17,29.17,0.0,0.0,29.26,29.26,29.26,0.0,0.0
2019-12-22,29.0,29.0,29.0,0.0,0.0,29.0,29.0,29.0,0.0,0.0,28.69,28.69,28.69,0.0,0.0,28.71,28.71,28.71,0.0,0.0
2019-12-29,28.66,28.66,28.66,0.0,0.0,28.72,28.72,28.72,0.0,0.0,28.65,28.65,28.65,0.0,0.0,28.72,28.72,28.72,0.0,0.0
2020-01-05,28.86,28.86,28.86,0.0,0.0,28.9,28.9,28.9,0.0,0.0,28.78,28.78,28.78,0.0,0.0,28.78,28.78,28.78,0.0,0.0
2020-01-12,29.2,29.2,29.2,0.0,0.0,29.28,29.28,29.28,0.0,0.0,29.2,29.2,29.2,0.0,0.0,29.28,29.28,29.28,0.0,0.0
2020-01-19,28.71,28.71,28.71,0.0,0.0,28.71,28.71,28.71,0.0,0.0,28.71,28.71,28.71,0.0,0.0,28.71,28.71,28.71,0.0,0.0
2020-01-26,28.18,28.18,28.18,0.0,0.0,28.21,28.21,28.21,0.0,0.0,27.84,27.84,27.84,0.0,0.0,27.84,27.84,27.84,0.0,0.0
2020-02-02,28.6,28.6,28.6,0.0,0.0,28.6,28.6,28.6,0.0,0.0,28.52,28.52,28.52,0.0,0.0,28.52,28.52,28.52,0.0,0.0
2020-02-09,28.9,28.9,28.9,0.0,0.0,28.91,28.91,28.91,0.0,0.0,28.82,28.82,28.82,0.0,0.0,28.82,28.82,28.82,0.0,0.0
2020-02-16,28.72,28.72,28.72,0.0,0.0,28.72,28.72,28.72,0.0,0.0,28.72,28.72,28.72,0.0,0.0,28.72,28.72,28.72,0.0,0.0
2020-02-23,24.3,24.3,24.3,0.0,0.0,24.93,24.93,24.93,0.0,0.0,24.3,24.3,24.3,0.0,0.0,24.88,24.88,24.88,0.0,0.0
2020-03-01,24.27,24.27,24.27,0.0,0.0,24.47,24.47,24.47,0.0,0.0,24.0,24.0,24.0,0.0,0.0,24.47,24.47,24.47,0.0,0.0
2020-03-08,20.24,20.24,20.24,0.0,0.0,21.0,21.0,21.0,0.0,0.0,19.41,19.41,19.41,0.0,0.0,21.0,21.0,21.0,0.0,0.0
