Date,AEStock_Open_average,AEStock_Open_max,AEStock_Open_min,AEStock_Open_volatility,AEStock_Open_change,AEStock_High_average,AEStock_High_max,AEStock_High_min,AEStock_High_volatility,AEStock_High_change,AEStock_Low_average,AEStock_Low_max,AEStock_Low_min,AEStock_Low_volatility,AEStock_Low_change,AEStock_Close_average,AEStock_Close_max,AEStock_Close_min,AEStock_Close_volatility,AEStock_Close_change,AEStock_Volume_average,AEStock_Volume_max,AEStock_Volume_min,AEStock_Volume_volatility,AEStock_Volume_change
2018-01-14,47.5625,47.95,47.21,0.740000000000002,-0.0899999999999963,47.79,48.7,47.21,1.490000000000002,-0.0899999999999963,47.345,47.79,46.81,0.9799999999999969,-0.4899999999999949,47.5725,48.7,46.81,1.8900000000000006,-0.4899999999999949,688,924,438,486,-159
2018-01-21,46.7,47.65,45.83,1.8200000000000003,0.23000000000000398,47.406,48.2,46.7,1.5,-0.6699999999999946,46.384,46.85,45.83,1.0200000000000031,0.23000000000000398,46.86,47.37,46.47,0.8999999999999986,-0.6699999999999946,608,797,344,453,-54
2018-01-28,45.266,46.35,44.23,2.1200000000000045,-1.6099999999999994,45.626,46.35,44.62,1.730000000000004,-0.3500000000000014,44.796,45.75,44.23,1.5200000000000031,-1.2999999999999972,44.876,45.75,44.46,1.2899999999999991,-1.2899999999999991,727,1391,147,1244,802
2018-02-04,42.372,44.88,40.93,3.950000000000003,-3.780000000000001,42.592,44.88,41.1,3.780000000000001,-3.780000000000001,40.592,42.0,38.25,3.75,-2.6499999999999986,40.814,42.22,38.25,3.969999999999999,-2.6499999999999986,950,1204,697,507,-507
2018-02-11,42.118,44.5,38.81,5.689999999999998,5.159999999999997,43.824,45.25,40.47,4.780000000000001,3.530000000000001,42.068,44.5,38.81,5.689999999999998,4.909999999999997,43.484,44.96,40.47,4.490000000000002,3.25,1410,2232,363,1869,1573
2018-02-18,42.3975,43.84,41.44,2.4000000000000057,-1.3100000000000023,42.965,43.84,41.99,1.8500000000000014,-1.5599999999999952,41.230000000000004,42.81,40.45,2.3599999999999994,-1.8100000000000023,41.9,43.45,40.66,2.7900000000000063,-1.4600000000000009,1390,1815,988,827,-827
2018-02-25,40.688,42.2,39.25,2.950000000000003,-2.950000000000003,40.688,42.2,39.25,2.950000000000003,-2.950000000000003,39.75,41.07,37.96,3.1099999999999994,-1.7600000000000051,40.08,41.07,39.23,1.8400000000000034,-1.7600000000000051,998,1796,212,1584,249
2018-03-04,41.522,42.17,39.43,2.740000000000002,2.719999999999999,42.894,43.85,42.15,1.7000000000000028,0.1599999999999966,41.39,42.17,39.43,2.740000000000002,2.719999999999999,42.14,43.01,41.61,1.3999999999999986,0.8500000000000014,1316,1786,548,1238,-111
2018-03-11,42.332,44.9,38.76,6.140000000000001,-3.740000000000002,42.966,44.9,38.76,6.140000000000001,-5.640000000000001,40.734,42.5,37.68,4.82,-4.82,41.449999999999996,44.33,38.16,6.170000000000002,-6.170000000000002,1794,6372,259,6113,5811
2018-03-18,40.97,42.35,38.35,4.0,4.0,42.184,43.75,40.97,2.780000000000001,2.780000000000001,40.844,42.35,38.35,4.0,4.0,41.798,42.63,40.64,1.990000000000002,1.5300000000000011,1233,2012,815,1197,975
2018-03-25,41.6725,42.99,41.13,1.8599999999999994,-1.8100000000000023,42.2525,43.5,41.13,2.3699999999999974,0.509999999999998,41.192499999999995,41.33,41.03,0.29999999999999716,-0.14999999999999858,41.7725,43.5,41.03,2.469999999999999,2.1700000000000017,873,1605,267,1338,532
2018-04-01,43.496,44.48,42.41,2.0700000000000003,2.0700000000000003,43.838,44.9,42.46,2.4399999999999977,2.019999999999996,43.449999999999996,44.38,42.41,1.970000000000006,1.8900000000000006,43.802,44.9,42.46,2.4399999999999977,1.8399999999999963,1216,2071,273,1798,-1445
2018-04-08,45.164,45.99,44.49,1.5,0.8599999999999994,45.414,46.0,44.78,1.2199999999999989,0.8599999999999994,44.482,44.97,44.05,0.9200000000000017,0.9200000000000017,45.064,45.8,44.05,1.75,0.9500000000000028,1144,2407,430,1977,216
2018-04-15,46.332,46.73,45.29,1.4399999999999977,1.4399999999999977,46.716,47.5,46.0,1.5,0.7299999999999969,45.976,46.6,45.2,1.3999999999999986,0.8499999999999943,46.57,47.5,45.99,1.509999999999998,0.05999999999999517,740,1205,311,894,-209
2018-04-22,46.634,46.9,46.41,0.490000000000002,-0.05999999999999517,46.918,47.94,46.41,1.5300000000000011,-1.3799999999999955,46.234,46.82,44.9,1.9200000000000017,-1.6400000000000006,46.513999999999996,47.94,44.9,3.039999999999999,-3.039999999999999,572,1078,246,832,-552
2018-04-29,46.94,48.22,45.8,2.4200000000000017,2.3399999999999963,47.798,49.24,45.98,3.260000000000005,3.260000000000005,46.914,48.22,45.75,2.469999999999999,2.469999999999999,47.742,49.24,45.8,3.440000000000005,3.440000000000005,644,1043,171,872,-591
2018-05-06,48.912,49.86,48.06,1.7999999999999972,-0.6499999999999986,49.288,50.25,48.08,2.1700000000000017,-0.6899999999999977,48.258,49.05,48.0,1.0499999999999972,-0.9599999999999937,48.4,49.74,48.0,1.740000000000002,-1.6499999999999986,1070,2633,220,2413,-743
2018-05-13,46.385999999999996,47.32,45.16,2.1600000000000037,0.3500000000000014,46.896,47.99,45.52,2.469999999999999,1.3400000000000034,45.904,47.0,44.8,2.200000000000003,1.6099999999999994,46.504000000000005,47.99,45.2,2.789999999999999,2.789999999999999,1001,1503,588,915,430
2018-05-20,48.288000000000004,49.45,47.37,2.0800000000000054,-1.5100000000000051,48.72,49.48,47.92,1.5599999999999952,-0.7299999999999969,47.762,48.2,47.24,0.9600000000000009,-0.8300000000000054,48.43,49.48,47.92,1.5599999999999952,-0.7299999999999969,584,1071,325,746,-434
2018-05-27,45.585,46.72,45.03,1.6899999999999977,-1.4299999999999997,45.8625,46.72,45.29,1.4299999999999997,-1.4299999999999997,44.807500000000005,45.03,44.17,0.8599999999999994,0.030000000000001137,44.845,45.18,44.17,1.009999999999998,0.030000000000001137,1026,1477,608,869,-406
2018-06-03,44.692,45.6,43.9,1.7000000000000028,-0.9600000000000009,44.86,45.6,44.51,1.0900000000000034,-0.9600000000000009,43.728,44.2,43.3,0.9000000000000057,-0.7000000000000028,44.018,44.74,43.44,1.3000000000000043,-0.7000000000000028,1215,2035,653,1382,-1287
2018-06-10,43.99,44.4,43.73,0.6700000000000017,-0.04000000000000625,44.116,44.4,43.73,0.6700000000000017,-0.5300000000000011,43.584,43.98,43.06,0.9199999999999946,-0.7100000000000009,43.706,44.26,43.06,1.1999999999999957,-1.1999999999999957,1391,3818,476,3342,2776
