Date,John Hancock Multifactor Mid CapEtf_Open_average,John Hancock Multifactor Mid CapEtf_Open_max,John Hancock Multifactor Mid CapEtf_Open_min,John Hancock Multifactor Mid CapEtf_Open_volatility,John Hancock Multifactor Mid CapEtf_Open_change,John Hancock Multifactor Mid CapEtf_High_average,John Hancock Multifactor Mid CapEtf_High_max,John Hancock Multifactor Mid CapEtf_High_min,John Hancock Multifactor Mid CapEtf_High_volatility,John Hancock Multifactor Mid CapEtf_High_change,John Hancock Multifactor Mid CapEtf_Low_average,John Hancock Multifactor Mid CapEtf_Low_max,John Hancock Multifactor Mid CapEtf_Low_min,John Hancock Multifactor Mid CapEtf_Low_volatility,John Hancock Multifactor Mid CapEtf_Low_change,John Hancock Multifactor Mid CapEtf_Close_average,John Hancock Multifactor Mid CapEtf_Close_max,John Hancock Multifactor Mid CapEtf_Close_min,John Hancock Multifactor Mid CapEtf_Close_volatility,John Hancock Multifactor Mid CapEtf_Close_change
2018-03-25,33.92,33.92,33.92,0.0,0.0,34.43,34.43,34.43,0.0,0.0,33.92,33.92,33.92,0.0,0.0,34.29,34.29,34.29,0.0,0.0
2018-04-01,34.14,34.14,34.14,0.0,0.0,34.25,34.25,34.25,0.0,0.0,33.44,33.44,33.44,0.0,0.0,33.7,33.7,33.7,0.0,0.0
2018-04-08,34.57,34.57,34.57,0.0,0.0,34.74,34.74,34.74,0.0,0.0,34.12,34.12,34.12,0.0,0.0,34.16,34.16,34.16,0.0,0.0
2018-04-15,34.71,34.71,34.71,0.0,0.0,34.8,34.8,34.8,0.0,0.0,34.44,34.44,34.44,0.0,0.0,34.5,34.5,34.5,0.0,0.0
2018-04-22,34.4,34.4,34.4,0.0,0.0,34.64,34.64,34.64,0.0,0.0,34.29,34.29,34.29,0.0,0.0,34.39,34.39,34.39,0.0,0.0
2018-04-29,34.0,34.0,34.0,0.0,0.0,34.37,34.37,34.37,0.0,0.0,33.72,33.72,33.72,0.0,0.0,34.28,34.28,34.28,0.0,0.0
2018-05-06,34.98,34.98,34.98,0.0,0.0,35.05,35.05,35.05,0.0,0.0,34.8,34.8,34.8,0.0,0.0,34.94,34.94,34.94,0.0,0.0
2018-05-13,35.01,35.01,35.01,0.0,0.0,35.06,35.06,35.06,0.0,0.0,34.97,34.97,34.97,0.0,0.0,35.0,35.0,35.0,0.0,0.0
2018-05-20,35.02,35.02,35.02,0.0,0.0,35.11,35.11,35.11,0.0,0.0,34.98,34.98,34.98,0.0,0.0,35.06,35.06,35.06,0.0,0.0
2018-05-27,35.11,35.11,35.11,0.0,0.0,35.26,35.26,35.26,0.0,0.0,35.07,35.07,35.07,0.0,0.0,35.14,35.14,35.14,0.0,0.0
2018-06-03,35.66,35.66,35.66,0.0,0.0,35.82,35.82,35.82,0.0,0.0,35.58,35.58,35.58,0.0,0.0,35.81,35.81,35.81,0.0,0.0
2018-06-10,35.66,35.66,35.66,0.0,0.0,35.88,35.88,35.88,0.0,0.0,35.59,35.59,35.59,0.0,0.0,35.8,35.8,35.8,0.0,0.0
2018-06-17,35.7,35.7,35.7,0.0,0.0,35.7,35.7,35.7,0.0,0.0,35.52,35.52,35.52,0.0,0.0,35.52,35.52,35.52,0.0,0.0
2018-06-24,34.92,34.92,34.92,0.0,0.0,35.11,35.11,35.11,0.0,0.0,34.84,34.84,34.84,0.0,0.0,34.84,34.84,34.84,0.0,0.0
2018-07-01,35.17,35.17,35.17,0.0,0.0,35.43,35.43,35.43,0.0,0.0,35.1,35.1,35.1,0.0,0.0,35.36,35.36,35.36,0.0,0.0
2018-07-08,35.94,35.94,35.94,0.0,0.0,35.94,35.94,35.94,0.0,0.0,35.69,35.69,35.69,0.0,0.0,35.72,35.72,35.72,0.0,0.0
2018-07-15,35.95,35.95,35.95,0.0,0.0,36.1,36.1,36.1,0.0,0.0,35.78,35.78,35.78,0.0,0.0,35.83,35.83,35.83,0.0,0.0
2018-07-22,36.24,36.24,36.24,0.0,0.0,36.38,36.38,36.38,0.0,0.0,35.64,35.64,35.64,0.0,0.0,35.78,35.78,35.78,0.0,0.0
2018-07-29,35.95,35.95,35.95,0.0,0.0,35.98,35.98,35.98,0.0,0.0,35.81,35.81,35.81,0.0,0.0,35.96,35.96,35.96,0.0,0.0
2018-08-05,35.97,35.97,35.97,0.0,0.0,36.07,36.07,36.07,0.0,0.0,35.87,35.87,35.87,0.0,0.0,35.93,35.93,35.93,0.0,0.0
2018-08-12,35.95,35.95,35.95,0.0,0.0,36.19,36.19,36.19,0.0,0.0,35.95,35.95,35.95,0.0,0.0,36.16,36.16,36.16,0.0,0.0
2018-08-19,36.46,36.46,36.46,0.0,0.0,36.6,36.6,36.6,0.0,0.0,36.41,36.41,36.41,0.0,0.0,36.57,36.57,36.57,0.0,0.0
2018-08-26,36.55,36.55,36.55,0.0,0.0,36.73,36.73,36.73,0.0,0.0,36.55,36.55,36.55,0.0,0.0,36.7,36.7,36.7,0.0,0.0
2018-09-02,36.51,36.51,36.51,0.0,0.0,36.6,36.6,36.6,0.0,0.0,36.33,36.33,36.33,0.0,0.0,36.36,36.36,36.36,0.0,0.0
2018-09-09,36.78,36.78,36.78,0.0,0.0,36.94,36.94,36.94,0.0,0.0,36.78,36.78,36.78,0.0,0.0,36.9,36.9,36.9,0.0,0.0
2018-09-16,37.0,37.0,37.0,0.0,0.0,37.03,37.03,37.03,0.0,0.0,36.87,36.87,36.87,0.0,0.0,36.88,36.88,36.88,0.0,0.0
2018-09-23,36.26,36.26,36.26,0.0,0.0,36.55,36.55,36.55,0.0,0.0,36.26,36.26,36.26,0.0,0.0,36.5,36.5,36.5,0.0,0.0
2018-09-30,35.95,35.95,35.95,0.0,0.0,36.07,36.07,36.07,0.0,0.0,35.52,35.52,35.52,0.0,0.0,35.72,35.72,35.72,0.0,0.0
2018-10-07,34.14,34.14,34.14,0.0,0.0,34.21,34.21,34.21,0.0,0.0,33.5,33.5,33.5,0.0,0.0,33.9,33.9,33.9,0.0,0.0
2018-10-14,34.2,34.2,34.2,0.0,0.0,34.63,34.63,34.63,0.0,0.0,33.84,33.84,33.84,0.0,0.0,33.91,33.91,33.91,0.0,0.0
2018-10-21,32.54,32.54,32.54,0.0,0.0,32.78,32.78,32.78,0.0,0.0,31.97,31.97,31.97,0.0,0.0,32.39,32.39,32.39,0.0,0.0
2018-10-28,34.11,34.11,34.11,0.0,0.0,34.35,34.35,34.35,0.0,0.0,33.57,33.57,33.57,0.0,0.0,33.84,33.84,33.84,0.0,0.0
2018-11-04,34.47,34.47,34.47,0.0,0.0,34.6,34.6,34.6,0.0,0.0,34.05,34.05,34.05,0.0,0.0,34.27,34.27,34.27,0.0,0.0
2018-11-11,33.78,33.78,33.78,0.0,0.0,34.04,34.04,34.04,0.0,0.0,33.71,33.71,33.71,0.0,0.0,33.97,33.97,33.97,0.0,0.0
2018-11-18,32.99,32.99,32.99,0.0,0.0,33.36,33.36,33.36,0.0,0.0,32.89,32.89,32.89,0.0,0.0,33.22,33.22,33.22,0.0,0.0
2018-11-25,33.97,33.97,33.97,0.0,0.0,34.28,34.28,34.28,0.0,0.0,33.97,33.97,33.97,0.0,0.0,34.23,34.23,34.23,0.0,0.0
2018-12-02,33.25,33.25,33.25,0.0,0.0,33.51,33.51,33.51,0.0,0.0,32.46,32.46,32.46,0.0,0.0,32.59,32.59,32.59,0.0,0.0
2018-12-09,32.1,32.1,32.1,0.0,0.0,32.48,32.48,32.48,0.0,0.0,31.77,31.77,31.77,0.0,0.0,31.87,31.87,31.87,0.0,0.0
2018-12-16,30.31,30.31,30.31,0.0,0.0,30.62,30.62,30.62,0.0,0.0,29.62,29.62,29.62,0.0,0.0,29.72,29.72,29.72,0.0,0.0
2018-12-23,30.22,30.22,30.22,0.0,0.0,30.5,30.5,30.5,0.0,0.0,29.95,29.95,29.95,0.0,0.0,30.12,30.12,30.12,0.0,0.0
2018-12-30,30.16,30.16,30.16,0.0,0.0,30.81,30.81,30.81,0.0,0.0,30.16,30.16,30.16,0.0,0.0,30.72,30.72,30.72,0.0,0.0
2019-01-06,31.88,31.88,31.88,0.0,0.0,32.05,32.05,32.05,0.0,0.0,31.79,31.79,31.79,0.0,0.0,32.03,32.03,32.03,0.0,0.0
2019-01-13,32.87,32.87,32.87,0.0,0.0,33.09,33.09,33.09,0.0,0.0,32.69,32.69,32.69,0.0,0.0,33.04,33.04,33.04,0.0,0.0
2019-01-20,33.03,33.03,33.03,0.0,0.0,33.15,33.15,33.15,0.0,0.0,32.95,32.95,32.95,0.0,0.0,33.09,33.09,33.09,0.0,0.0
2019-01-27,33.63,33.63,33.63,0.0,0.0,33.73,33.73,33.73,0.0,0.0,33.52,33.52,33.52,0.0,0.0,33.7,33.7,33.7,0.0,0.0
2019-02-03,33.74,33.74,33.74,0.0,0.0,33.92,33.92,33.92,0.0,0.0,33.67,33.67,33.67,0.0,0.0,33.92,33.92,33.92,0.0,0.0
2019-02-10,34.75,34.75,34.75,0.0,0.0,34.92,34.92,34.92,0.0,0.0,34.74,34.74,34.74,0.0,0.0,34.92,34.92,34.92,0.0,0.0
2019-02-17,35.08,35.08,35.08,0.0,0.0,35.23,35.23,35.23,0.0,0.0,35.01,35.01,35.01,0.0,0.0,35.22,35.22,35.22,0.0,0.0
2019-02-24,35.25,35.25,35.25,0.0,0.0,35.35,35.35,35.35,0.0,0.0,35.05,35.05,35.05,0.0,0.0,35.28,35.28,35.28,0.0,0.0
2019-03-03,34.11,34.11,34.11,0.0,0.0,34.28,34.28,34.28,0.0,0.0,34.03,34.03,34.03,0.0,0.0,34.28,34.28,34.28,0.0,0.0
2019-03-10,34.99,34.99,34.99,0.0,0.0,35.19,35.19,35.19,0.0,0.0,34.98,34.98,34.98,0.0,0.0,35.05,35.05,35.05,0.0,0.0
2019-03-17,35.16,35.16,35.16,0.0,0.0,35.16,35.16,35.16,0.0,0.0,34.48,34.48,34.48,0.0,0.0,34.5,34.5,34.5,0.0,0.0
2019-03-24,35.17,35.17,35.17,0.0,0.0,35.2,35.2,35.2,0.0,0.0,35.04,35.04,35.04,0.0,0.0,35.14,35.14,35.14,0.0,0.0
2019-03-31,35.93,35.93,35.93,0.0,0.0,36.1,36.1,36.1,0.0,0.0,35.9,35.9,35.9,0.0,0.0,36.1,36.1,36.1,0.0,0.0
2019-04-07,36.39,36.39,36.39,0.0,0.0,36.43,36.43,36.43,0.0,0.0,36.25,36.25,36.25,0.0,0.0,36.41,36.41,36.41,0.0,0.0
2019-04-14,36.1,36.1,36.1,0.0,0.0,36.21,36.21,36.21,0.0,0.0,35.95,35.95,35.95,0.0,0.0,36.2,36.2,36.2,0.0,0.0
2019-04-21,36.29,36.29,36.29,0.0,0.0,36.54,36.54,36.54,0.0,0.0,36.27,36.27,36.27,0.0,0.0,36.54,36.54,36.54,0.0,0.0
2019-04-28,36.48,36.48,36.48,0.0,0.0,36.69,36.69,36.69,0.0,0.0,36.45,36.45,36.45,0.0,0.0,36.69,36.69,36.69,0.0,0.0
2019-05-05,35.72,35.72,35.72,0.0,0.0,36.01,36.01,36.01,0.0,0.0,35.25,35.25,35.25,0.0,0.0,35.86,35.86,35.86,0.0,0.0
2019-05-12,35.45,35.45,35.45,0.0,0.0,35.76,35.76,35.76,0.0,0.0,35.37,35.37,35.37,0.0,0.0,35.4,35.4,35.4,0.0,0.0
2019-05-19,35.01,35.01,35.01,0.0,0.0,35.15,35.15,35.15,0.0,0.0,34.85,34.85,34.85,0.0,0.0,34.97,34.97,34.97,0.0,0.0
2019-05-26,34.16,34.16,34.16,0.0,0.0,34.3,34.3,34.3,0.0,0.0,34.03,34.03,34.03,0.0,0.0,34.19,34.19,34.19,0.0,0.0
2019-06-02,35.71,35.71,35.71,0.0,0.0,35.88,35.88,35.88,0.0,0.0,35.65,35.65,35.65,0.0,0.0,35.76,35.76,35.76,0.0,0.0
2019-06-09,36.06,36.06,36.06,0.0,0.0,36.26,36.26,36.26,0.0,0.0,35.81,35.81,35.81,0.0,0.0,35.91,35.91,35.91,0.0,0.0
2019-06-16,36.62,36.62,36.62,0.0,0.0,36.63,36.63,36.63,0.0,0.0,36.4,36.4,36.4,0.0,0.0,36.5,36.5,36.5,0.0,0.0
2019-06-23,36.28,36.28,36.28,0.0,0.0,36.55,36.55,36.55,0.0,0.0,36.25,36.25,36.25,0.0,0.0,36.5,36.5,36.5,0.0,0.0
2019-06-30,36.94,36.94,36.94,0.0,0.0,37.05,37.05,37.05,0.0,0.0,36.71,36.71,36.71,0.0,0.0,37.02,37.02,37.02,0.0,0.0
2019-07-07,36.95,36.95,36.95,0.0,0.0,37.21,37.21,37.21,0.0,0.0,36.95,36.95,36.95,0.0,0.0,37.16,37.16,37.16,0.0,0.0
2019-07-14,37.1,37.1,37.1,0.0,0.0,37.16,37.16,37.16,0.0,0.0,36.81,36.81,36.81,0.0,0.0,36.81,36.81,36.81,0.0,0.0
2019-07-21,37.29,37.29,37.29,0.0,0.0,37.49,37.49,37.49,0.0,0.0,37.29,37.29,37.29,0.0,0.0,37.48,37.48,37.48,0.0,0.0
2019-07-28,36.38,36.38,36.38,0.0,0.0,36.38,36.38,36.38,0.0,0.0,35.93,35.93,35.93,0.0,0.0,36.14,36.14,36.14,0.0,0.0
2019-08-04,36.21,36.21,36.21,0.0,0.0,36.28,36.28,36.28,0.0,0.0,35.92,35.92,35.92,0.0,0.0,36.07,36.07,36.07,0.0,0.0
2019-08-11,35.19,35.19,35.19,0.0,0.0,35.63,35.63,35.63,0.0,0.0,35.19,35.19,35.19,0.0,0.0,35.57,35.57,35.57,0.0,0.0
2019-08-18,35.87,35.87,35.87,0.0,0.0,35.99,35.99,35.99,0.0,0.0,34.95,34.95,34.95,0.0,0.0,35.1,35.1,35.1,0.0,0.0
2019-08-25,36.08,36.08,36.08,0.0,0.0,36.08,36.08,36.08,0.0,0.0,35.76,35.76,35.76,0.0,0.0,35.93,35.93,35.93,0.0,0.0
2019-09-01,36.62,36.62,36.62,0.0,0.0,36.75,36.75,36.75,0.0,0.0,36.56,36.56,36.56,0.0,0.0,36.59,36.59,36.59,0.0,0.0
2019-09-08,37.27,37.27,37.27,0.0,0.0,37.33,37.33,37.33,0.0,0.0,37.11,37.11,37.11,0.0,0.0,37.12,37.12,37.12,0.0,0.0
2019-09-15,37.12,37.12,37.12,0.0,0.0,37.2,37.2,37.2,0.0,0.0,36.86,36.86,36.86,0.0,0.0,36.89,36.89,36.89,0.0,0.0
2019-09-22,36.94,36.94,36.94,0.0,0.0,36.97,36.97,36.97,0.0,0.0,36.39,36.39,36.39,0.0,0.0,36.58,36.58,36.58,0.0,0.0
2019-09-29,35.98,35.98,35.98,0.0,0.0,36.32,36.32,36.32,0.0,0.0,35.91,35.91,35.91,0.0,0.0,36.31,36.31,36.31,0.0,0.0
2019-10-06,36.43,36.43,36.43,0.0,0.0,36.82,36.82,36.82,0.0,0.0,36.43,36.43,36.43,0.0,0.0,36.51,36.51,36.51,0.0,0.0
2019-10-13,36.75,36.75,36.75,0.0,0.0,36.87,36.87,36.87,0.0,0.0,36.65,36.65,36.65,0.0,0.0,36.78,36.78,36.78,0.0,0.0
2019-10-20,37.11,37.11,37.11,0.0,0.0,37.35,37.35,37.35,0.0,0.0,37.1,37.1,37.1,0.0,0.0,37.28,37.28,37.28,0.0,0.0
2019-10-27,37.44,37.44,37.44,0.0,0.0,37.72,37.72,37.72,0.0,0.0,37.44,37.44,37.44,0.0,0.0,37.72,37.72,37.72,0.0,0.0
2019-11-03,37.82,37.82,37.82,0.0,0.0,37.97,37.97,37.97,0.0,0.0,37.73,37.73,37.73,0.0,0.0,37.97,37.97,37.97,0.0,0.0
2019-11-10,38.24,38.24,38.24,0.0,0.0,38.29,38.29,38.29,0.0,0.0,38.12,38.12,38.12,0.0,0.0,38.29,38.29,38.29,0.0,0.0
2019-11-17,38.16,38.16,38.16,0.0,0.0,38.18,38.18,38.18,0.0,0.0,37.99,37.99,37.99,0.0,0.0,38.16,38.16,38.16,0.0,0.0
2019-11-24,38.78,38.78,38.78,0.0,0.0,38.8,38.8,38.8,0.0,0.0,38.59,38.59,38.59,0.0,0.0,38.59,38.59,38.59,0.0,0.0
2019-12-01,38.64,38.64,38.64,0.0,0.0,38.73,38.73,38.73,0.0,0.0,38.58,38.58,38.58,0.0,0.0,38.62,38.62,38.62,0.0,0.0
2019-12-08,38.85,38.85,38.85,0.0,0.0,38.98,38.98,38.98,0.0,0.0,38.6,38.6,38.6,0.0,0.0,38.73,38.73,38.73,0.0,0.0
2019-12-15,39.27,39.27,39.27,0.0,0.0,39.45,39.45,39.45,0.0,0.0,39.27,39.27,39.27,0.0,0.0,39.38,39.38,39.38,0.0,0.0
2019-12-22,39.34,39.34,39.34,0.0,0.0,39.34,39.34,39.34,0.0,0.0,39.09,39.09,39.09,0.0,0.0,39.2,39.2,39.2,0.0,0.0
2019-12-29,38.83,38.83,38.83,0.0,0.0,39.18,39.18,39.18,0.0,0.0,38.83,38.83,38.83,0.0,0.0,39.11,39.11,39.11,0.0,0.0
2020-01-05,39.49,39.49,39.49,0.0,0.0,39.49,39.49,39.49,0.0,0.0,39.25,39.25,39.25,0.0,0.0,39.33,39.33,39.33,0.0,0.0
2020-01-12,40.23,40.23,40.23,0.0,0.0,40.25,40.25,40.25,0.0,0.0,40.15,40.15,40.15,0.0,0.0,40.22,40.22,40.22,0.0,0.0
2020-01-19,40.29,40.29,40.29,0.0,0.0,40.29,40.29,40.29,0.0,0.0,39.57,39.57,39.57,0.0,0.0,39.78,39.78,39.78,0.0,0.0
2020-01-26,39.33,39.33,39.33,0.0,0.0,39.33,39.33,39.33,0.0,0.0,38.63,38.63,38.63,0.0,0.0,38.72,38.72,38.72,0.0,0.0
2020-02-02,39.83,39.83,39.83,0.0,0.0,39.83,39.83,39.83,0.0,0.0,39.54,39.54,39.54,0.0,0.0,39.61,39.61,39.61,0.0,0.0
2020-02-09,40.44,40.44,40.44,0.0,0.0,40.48,40.48,40.48,0.0,0.0,40.28,40.28,40.28,0.0,0.0,40.45,40.45,40.45,0.0,0.0
2020-02-16,40.3,40.3,40.3,0.0,0.0,40.32,40.32,40.32,0.0,0.0,39.98,39.98,39.98,0.0,0.0,40.07,40.07,40.07,0.0,0.0
2020-02-23,34.6,34.6,34.6,0.0,0.0,35.31,35.31,35.31,0.0,0.0,34.17,34.17,34.17,0.0,0.0,35.19,35.19,35.19,0.0,0.0
2020-03-01,34.58,34.58,34.58,0.0,0.0,35.17,35.17,35.17,0.0,0.0,34.07,34.07,34.07,0.0,0.0,34.85,34.85,34.85,0.0,0.0
2020-03-08,30.53,30.53,30.53,0.0,0.0,30.53,30.53,30.53,0.0,0.0,30.53,30.53,30.53,0.0,0.0,30.53,30.53,30.53,0.0,0.0
2020-03-15,24.82,24.82,24.82,0.0,0.0,24.82,24.82,24.82,0.0,0.0,24.82,24.82,24.82,0.0,0.0,24.82,24.82,24.82,0.0,0.0
2020-03-22,28.21,28.21,28.21,0.0,0.0,28.21,28.21,28.21,0.0,0.0,28.21,28.21,28.21,0.0,0.0,28.21,28.21,28.21,0.0,0.0
2020-03-29,27.17,27.17,27.17,0.0,0.0,27.39,27.39,27.39,0.0,0.0,26.32,26.32,26.32,0.0,0.0,26.61,26.61,26.61,0.0,0.0
2020-04-05,31.04,31.04,31.04,0.0,0.0,31.66,31.66,31.66,0.0,0.0,30.89,30.89,30.89,0.0,0.0,31.24,31.24,31.24,0.0,0.0
2020-04-12,30.95,30.95,30.95,0.0,0.0,31.31,31.31,31.31,0.0,0.0,30.79,30.79,30.79,0.0,0.0,31.23,31.23,31.23,0.0,0.0
2020-04-19,30.59,30.59,30.59,0.0,0.0,31.04,31.04,31.04,0.0,0.0,30.38,30.38,30.38,0.0,0.0,30.89,30.89,30.89,0.0,0.0
2020-04-26,31.36,31.36,31.36,0.0,0.0,31.36,31.36,31.36,0.0,0.0,31.36,31.36,31.36,0.0,0.0,31.36,31.36,31.36,0.0,0.0
2020-05-03,32.9,32.9,32.9,0.0,0.0,32.9,32.9,32.9,0.0,0.0,32.9,32.9,32.9,0.0,0.0,32.9,32.9,32.9,0.0,0.0
2020-05-10,31.02,31.02,31.02,0.0,0.0,31.52,31.52,31.52,0.0,0.0,30.78,30.78,30.78,0.0,0.0,31.48,31.48,31.48,0.0,0.0
2020-05-17,33.2,33.2,33.2,0.0,0.0,33.29,33.29,33.29,0.0,0.0,32.95,32.95,32.95,0.0,0.0,33.26,33.26,33.26,0.0,0.0
2020-05-24,34.57,34.57,34.57,0.0,0.0,34.88,34.88,34.88,0.0,0.0,34.31,34.31,34.31,0.0,0.0,34.81,34.81,34.81,0.0,0.0
2020-05-31,37.36,37.36,37.36,0.0,0.0,37.36,37.36,37.36,0.0,0.0,37.36,37.36,37.36,0.0,0.0,37.36,37.36,37.36,0.0,0.0
2020-06-07,35.26,35.26,35.26,0.0,0.0,35.37,35.37,35.37,0.0,0.0,33.93,33.93,33.93,0.0,0.0,34.78,34.78,34.78,0.0,0.0
2020-06-14,36.26,36.26,36.26,0.0,0.0,36.26,36.26,36.26,0.0,0.0,35.21,35.21,35.21,0.0,0.0,35.43,35.43,35.43,0.0,0.0
2020-06-21,34.42,34.42,34.42,0.0,0.0,34.52,34.52,34.52,0.0,0.0,33.91,33.91,33.91,0.0,0.0,34.02,34.02,34.02,0.0,0.0
2020-06-28,35.19,35.19,35.19,0.0,0.0,35.19,35.19,35.19,0.0,0.0,35.19,35.19,35.19,0.0,0.0,35.19,35.19,35.19,0.0,0.0
2020-07-05,35.38,35.38,35.38,0.0,0.0,35.41,35.41,35.41,0.0,0.0,35.04,35.04,35.04,0.0,0.0,35.07,35.07,35.07,0.0,0.0
