Date,First Trust Managed MunicipalEtf_Open_average,First Trust Managed MunicipalEtf_Open_max,First Trust Managed MunicipalEtf_Open_min,First Trust Managed MunicipalEtf_Open_volatility,First Trust Managed MunicipalEtf_Open_change,First Trust Managed MunicipalEtf_High_average,First Trust Managed MunicipalEtf_High_max,First Trust Managed MunicipalEtf_High_min,First Trust Managed MunicipalEtf_High_volatility,First Trust Managed MunicipalEtf_High_change,First Trust Managed MunicipalEtf_Low_average,First Trust Managed MunicipalEtf_Low_max,First Trust Managed MunicipalEtf_Low_min,First Trust Managed MunicipalEtf_Low_volatility,First Trust Managed MunicipalEtf_Low_change,First Trust Managed MunicipalEtf_Close_average,First Trust Managed MunicipalEtf_Close_max,First Trust Managed MunicipalEtf_Close_min,First Trust Managed MunicipalEtf_Close_volatility,First Trust Managed MunicipalEtf_Close_change
2018-01-14,53.36,53.36,53.36,0.0,0.0,53.37,53.37,53.37,0.0,0.0,53.17,53.17,53.17,0.0,0.0,53.28,53.28,53.28,0.0,0.0
2018-01-21,53.12,53.12,53.12,0.0,0.0,53.16,53.16,53.16,0.0,0.0,53.01,53.01,53.01,0.0,0.0,53.08,53.08,53.08,0.0,0.0
2018-01-28,52.7,52.7,52.7,0.0,0.0,52.7,52.7,52.7,0.0,0.0,52.56,52.56,52.56,0.0,0.0,52.62,52.62,52.62,0.0,0.0
2018-02-04,52.7,52.7,52.7,0.0,0.0,52.75,52.75,52.75,0.0,0.0,52.54,52.54,52.54,0.0,0.0,52.7,52.7,52.7,0.0,0.0
2018-02-11,52.52,52.52,52.52,0.0,0.0,52.72,52.72,52.72,0.0,0.0,52.51,52.51,52.51,0.0,0.0,52.6,52.6,52.6,0.0,0.0
2018-02-18,52.51,52.51,52.51,0.0,0.0,52.54,52.54,52.54,0.0,0.0,52.48,52.48,52.48,0.0,0.0,52.52,52.52,52.52,0.0,0.0
2018-02-25,52.54,52.54,52.54,0.0,0.0,52.63,52.63,52.63,0.0,0.0,52.36,52.36,52.36,0.0,0.0,52.48,52.48,52.48,0.0,0.0
2018-03-04,52.54,52.54,52.54,0.0,0.0,52.56,52.56,52.56,0.0,0.0,52.46,52.46,52.46,0.0,0.0,52.51,52.51,52.51,0.0,0.0
2018-03-11,52.44,52.44,52.44,0.0,0.0,52.53,52.53,52.53,0.0,0.0,52.38,52.38,52.38,0.0,0.0,52.4,52.4,52.4,0.0,0.0
2018-03-18,52.63,52.63,52.63,0.0,0.0,52.63,52.63,52.63,0.0,0.0,52.44,52.44,52.44,0.0,0.0,52.49,52.49,52.49,0.0,0.0
2018-03-25,52.66,52.66,52.66,0.0,0.0,52.66,52.66,52.66,0.0,0.0,52.54,52.54,52.54,0.0,0.0,52.59,52.59,52.59,0.0,0.0
2018-04-01,52.58,52.58,52.58,0.0,0.0,52.73,52.73,52.73,0.0,0.0,52.49,52.49,52.49,0.0,0.0,52.73,52.73,52.73,0.0,0.0
2018-04-08,52.7,52.7,52.7,0.0,0.0,52.7,52.7,52.7,0.0,0.0,52.5,52.5,52.5,0.0,0.0,52.7,52.7,52.7,0.0,0.0
2018-04-15,52.55,52.55,52.55,0.0,0.0,52.55,52.55,52.55,0.0,0.0,52.44,52.44,52.44,0.0,0.0,52.46,52.46,52.46,0.0,0.0
2018-04-22,52.29,52.29,52.29,0.0,0.0,52.32,52.32,52.32,0.0,0.0,52.17,52.17,52.17,0.0,0.0,52.2,52.2,52.2,0.0,0.0
2018-04-29,52.61,52.61,52.61,0.0,0.0,52.61,52.61,52.61,0.0,0.0,52.47,52.47,52.47,0.0,0.0,52.58,52.58,52.58,0.0,0.0
2018-05-06,52.64,52.64,52.64,0.0,0.0,52.7,52.7,52.7,0.0,0.0,52.57,52.57,52.57,0.0,0.0,52.58,52.58,52.58,0.0,0.0
