Date,Vanguard S&P 500Etf_Open_average,Vanguard S&P 500Etf_Open_max,Vanguard S&P 500Etf_Open_min,Vanguard S&P 500Etf_Open_volatility,Vanguard S&P 500Etf_Open_change,Vanguard S&P 500Etf_High_average,Vanguard S&P 500Etf_High_max,Vanguard S&P 500Etf_High_min,Vanguard S&P 500Etf_High_volatility,Vanguard S&P 500Etf_High_change,Vanguard S&P 500Etf_Low_average,Vanguard S&P 500Etf_Low_max,Vanguard S&P 500Etf_Low_min,Vanguard S&P 500Etf_Low_volatility,Vanguard S&P 500Etf_Low_change,Vanguard S&P 500Etf_Close_average,Vanguard S&P 500Etf_Close_max,Vanguard S&P 500Etf_Close_min,Vanguard S&P 500Etf_Close_volatility,Vanguard S&P 500Etf_Close_change
2018-01-14,257.15,257.15,257.15,0.0,0.0,257.69,257.69,257.69,0.0,0.0,256.53,256.53,256.53,0.0,0.0,257.68,257.68,257.68,0.0,0.0
2018-01-21,261.33,261.33,261.33,0.0,0.0,263.37,263.37,263.37,0.0,0.0,260.97,260.97,260.97,0.0,0.0,263.36,263.36,263.36,0.0,0.0
2018-01-28,257.37,257.37,257.37,0.0,0.0,257.5,257.5,257.5,0.0,0.0,253.09,253.09,253.09,0.0,0.0,253.19,253.19,253.19,0.0,0.0
2018-02-04,239.6,239.6,239.6,0.0,0.0,242.2,242.2,242.2,0.0,0.0,232.42,232.42,232.42,0.0,0.0,240.44,240.44,240.44,0.0,0.0
2018-02-11,250.27,250.27,250.27,0.0,0.0,253.0,253.0,253.0,0.0,0.0,250.17,250.17,250.17,0.0,0.0,250.94,250.94,250.94,0.0,0.0
2018-02-18,249.82,249.82,249.82,0.0,0.0,252.49,252.49,252.49,0.0,0.0,249.3,249.3,249.3,0.0,0.0,252.49,252.49,252.49,0.0,0.0
2018-02-25,244.24,244.24,244.24,0.0,0.0,247.86,247.86,247.86,0.0,0.0,243.33,243.33,243.33,0.0,0.0,247.36,247.36,247.36,0.0,0.0
2018-03-04,253.4,253.4,253.4,0.0,0.0,256.26,256.26,256.26,0.0,0.0,253.05,253.05,253.05,0.0,0.0,256.25,256.25,256.25,0.0,0.0
2018-03-11,253.23,253.23,253.23,0.0,0.0,254.08,254.08,254.08,0.0,0.0,252.97,252.97,252.97,0.0,0.0,252.99,252.99,252.99,0.0,0.0
2018-03-18,243.74,243.74,243.74,0.0,0.0,244.52,244.52,244.52,0.0,0.0,237.92,237.92,237.92,0.0,0.0,238.09,238.09,238.09,0.0,0.0
2018-03-25,239.85,239.85,239.85,0.0,0.0,243.61,243.61,243.61,0.0,0.0,239.08,239.08,239.08,0.0,0.0,242.08,242.08,242.08,0.0,0.0
2018-04-01,241.94,241.94,241.94,0.0,0.0,243.51,243.51,243.51,0.0,0.0,236.98,236.98,236.98,0.0,0.0,238.62,238.62,238.62,0.0,0.0
2018-04-08,245.84,245.84,245.84,0.0,0.0,245.84,245.84,245.84,0.0,0.0,242.5,242.5,242.5,0.0,0.0,243.6,243.6,243.6,0.0,0.0
2018-04-15,246.95,246.95,246.95,0.0,0.0,247.13,247.13,247.13,0.0,0.0,243.97,243.97,243.97,0.0,0.0,245.0,245.0,245.0,0.0,0.0
2018-04-22,245.23,245.23,245.23,0.0,0.0,245.57,245.57,245.57,0.0,0.0,243.89,243.89,243.89,0.0,0.0,244.92,244.92,244.92,0.0,0.0
2018-04-29,240.25,240.25,240.25,0.0,0.0,245.06,245.06,245.06,0.0,0.0,239.89,239.89,239.89,0.0,0.0,244.41,244.41,244.41,0.0,0.0
2018-05-06,250.04,250.04,250.04,0.0,0.0,250.92,250.92,250.92,0.0,0.0,249.48,249.48,249.48,0.0,0.0,250.47,250.47,250.47,0.0,0.0
2018-05-13,249.53,249.53,249.53,0.0,0.0,249.85,249.85,249.85,0.0,0.0,248.89,248.89,248.89,0.0,0.0,249.26,249.26,249.26,0.0,0.0
2018-05-20,250.04,250.04,250.04,0.0,0.0,250.64,250.64,250.64,0.0,0.0,249.49,249.49,249.49,0.0,0.0,250.04,250.04,250.04,0.0,0.0
2018-05-27,250.23,250.23,250.23,0.0,0.0,251.65,251.65,251.65,0.0,0.0,250.17,250.17,250.17,0.0,0.0,251.41,251.41,251.41,0.0,0.0
2018-06-03,254.36,254.36,254.36,0.0,0.0,255.62,255.62,255.62,0.0,0.0,254.19,254.19,254.19,0.0,0.0,255.57,255.57,255.57,0.0,0.0
2018-06-10,255.27,255.27,255.27,0.0,0.0,256.07,256.07,256.07,0.0,0.0,254.13,254.13,254.13,0.0,0.0,255.83,255.83,255.83,0.0,0.0
2018-06-17,254.4,254.4,254.4,0.0,0.0,254.52,254.52,254.52,0.0,0.0,253.32,253.32,253.32,0.0,0.0,253.57,253.57,253.57,0.0,0.0
2018-06-24,249.98,249.98,249.98,0.0,0.0,251.36,251.36,251.36,0.0,0.0,249.1,249.1,249.1,0.0,0.0,249.51,249.51,249.51,0.0,0.0
2018-07-01,250.91,250.91,250.91,0.0,0.0,253.39,253.39,253.39,0.0,0.0,250.52,250.52,250.52,0.0,0.0,253.01,253.01,253.01,0.0,0.0
2018-07-08,256.49,256.49,256.49,0.0,0.0,257.16,257.16,257.16,0.0,0.0,255.99,255.99,255.99,0.0,0.0,256.79,256.79,256.79,0.0,0.0
2018-07-15,257.0,257.0,257.0,0.0,0.0,257.65,257.65,257.65,0.0,0.0,256.78,256.78,256.78,0.0,0.0,256.98,256.98,256.98,0.0,0.0
2018-07-22,260.73,260.73,260.73,0.0,0.0,260.74,260.74,260.74,0.0,0.0,257.58,257.58,257.58,0.0,0.0,258.59,258.59,258.59,0.0,0.0
2018-07-29,259.6,259.6,259.6,0.0,0.0,260.66,260.66,260.66,0.0,0.0,259.39,259.39,259.39,0.0,0.0,260.66,260.66,260.66,0.0,0.0
2018-08-05,260.36,260.36,260.36,0.0,0.0,260.96,260.96,260.96,0.0,0.0,259.43,259.43,259.43,0.0,0.0,260.12,260.12,260.12,0.0,0.0
2018-08-12,260.71,260.71,260.71,0.0,0.0,262.38,262.38,262.38,0.0,0.0,260.35,260.35,260.35,0.0,0.0,261.86,261.86,261.86,0.0,0.0
2018-08-19,263.16,263.16,263.16,0.0,0.0,264.29,264.29,264.29,0.0,0.0,263.11,263.11,263.11,0.0,0.0,264.2,264.2,264.2,0.0,0.0
2018-08-26,266.33,266.33,266.33,0.0,0.0,267.22,267.22,267.22,0.0,0.0,265.83,265.83,265.83,0.0,0.0,266.72,266.72,266.72,0.0,0.0
2018-09-02,263.63,263.63,263.63,0.0,0.0,265.26,265.26,265.26,0.0,0.0,263.45,263.45,263.45,0.0,0.0,264.18,264.18,264.18,0.0,0.0
2018-09-09,267.47,267.47,267.47,0.0,0.0,267.62,267.62,267.62,0.0,0.0,266.47,266.47,266.47,0.0,0.0,267.36,267.36,267.36,0.0,0.0
2018-09-16,270.55,270.55,270.55,0.0,0.0,270.67,270.67,270.67,0.0,0.0,269.37,269.37,269.37,0.0,0.0,269.56,269.56,269.56,0.0,0.0
2018-09-23,266.5,266.5,266.5,0.0,0.0,267.65,267.65,267.65,0.0,0.0,266.43,266.43,266.43,0.0,0.0,267.05,267.05,267.05,0.0,0.0
2018-09-30,266.19,266.19,266.19,0.0,0.0,266.77,266.77,266.77,0.0,0.0,263.02,263.02,263.02,0.0,0.0,264.54,264.54,264.54,0.0,0.0
2018-10-07,254.39,254.39,254.39,0.0,0.0,254.64,254.64,254.64,0.0,0.0,250.3,250.3,250.3,0.0,0.0,253.6,253.6,253.6,0.0,0.0
2018-10-14,254.66,254.66,254.66,0.0,0.0,256.62,256.62,256.62,0.0,0.0,253.15,253.15,253.15,0.0,0.0,253.85,253.85,253.85,0.0,0.0
2018-10-21,244.34,244.34,244.34,0.0,0.0,246.98,246.98,246.98,0.0,0.0,241.03,241.03,241.03,0.0,0.0,243.76,243.76,243.76,0.0,0.0
2018-10-28,252.44,252.44,252.44,0.0,0.0,252.9,252.9,252.9,0.0,0.0,247.75,247.75,247.75,0.0,0.0,249.81,249.81,249.81,0.0,0.0
2018-11-04,256.5,256.5,256.5,0.0,0.0,256.64,256.64,256.64,0.0,0.0,253.81,253.81,253.81,0.0,0.0,255.34,255.34,255.34,0.0,0.0
2018-11-11,249.77,249.77,249.77,0.0,0.0,252.47,252.47,252.47,0.0,0.0,249.26,249.26,249.26,0.0,0.0,251.49,251.49,251.49,0.0,0.0
2018-11-18,241.8,241.8,241.8,0.0,0.0,243.35,243.35,243.35,0.0,0.0,241.73,241.73,241.73,0.0,0.0,242.01,242.01,242.01,0.0,0.0
2018-11-25,251.64,251.64,251.64,0.0,0.0,253.94,253.94,253.94,0.0,0.0,251.35,251.35,251.35,0.0,0.0,253.48,253.48,253.48,0.0,0.0
2018-12-02,247.63,247.63,247.63,0.0,0.0,249.24,249.24,249.24,0.0,0.0,241.37,241.37,241.37,0.0,0.0,242.26,242.26,242.26,0.0,0.0
2018-12-09,241.65,241.65,241.65,0.0,0.0,242.63,242.63,242.63,0.0,0.0,238.77,238.77,238.77,0.0,0.0,239.38,239.38,239.38,0.0,0.0
2018-12-16,226.74,226.74,226.74,0.0,0.0,229.46,229.46,229.46,0.0,0.0,220.57,220.57,220.57,0.0,0.0,221.16,221.16,221.16,0.0,0.0
2018-12-23,229.32,229.32,229.32,0.0,0.0,231.07,231.07,231.07,0.0,0.0,226.52,226.52,226.52,0.0,0.0,227.76,227.76,227.76,0.0,0.0
2018-12-30,227.54,227.54,227.54,0.0,0.0,232.62,232.62,232.62,0.0,0.0,227.15,227.15,227.15,0.0,0.0,231.91,231.91,231.91,0.0,0.0
2019-01-06,236.85,236.85,236.85,0.0,0.0,238.0,238.0,238.0,0.0,0.0,236.24,236.24,236.24,0.0,0.0,237.89,237.89,237.89,0.0,0.0
2019-01-13,243.56,243.56,243.56,0.0,0.0,245.37,245.37,245.37,0.0,0.0,242.76,242.76,242.76,0.0,0.0,244.92,244.92,244.92,0.0,0.0
