Date,NuShares ESG Small-CapEtf_Open_average,NuShares ESG Small-CapEtf_Open_max,NuShares ESG Small-CapEtf_Open_min,NuShares ESG Small-CapEtf_Open_volatility,NuShares ESG Small-CapEtf_Open_change,NuShares ESG Small-CapEtf_High_average,NuShares ESG Small-CapEtf_High_max,NuShares ESG Small-CapEtf_High_min,NuShares ESG Small-CapEtf_High_volatility,NuShares ESG Small-CapEtf_High_change,NuShares ESG Small-CapEtf_Low_average,NuShares ESG Small-CapEtf_Low_max,NuShares ESG Small-CapEtf_Low_min,NuShares ESG Small-CapEtf_Low_volatility,NuShares ESG Small-CapEtf_Low_change,NuShares ESG Small-CapEtf_Close_average,NuShares ESG Small-CapEtf_Close_max,NuShares ESG Small-CapEtf_Close_min,NuShares ESG Small-CapEtf_Close_volatility,NuShares ESG Small-CapEtf_Close_change
2018-09-09,32.19,32.19,32.19,0.0,0.0,32.25,32.25,32.25,0.0,0.0,32.07,32.07,32.07,0.0,0.0,32.19,32.19,32.19,0.0,0.0
2018-09-16,32.1,32.1,32.1,0.0,0.0,32.1,32.1,32.1,0.0,0.0,31.94,31.94,31.94,0.0,0.0,31.94,31.94,31.94,0.0,0.0
2018-09-23,31.58,31.58,31.58,0.0,0.0,31.68,31.68,31.68,0.0,0.0,31.54,31.54,31.54,0.0,0.0,31.59,31.59,31.59,0.0,0.0
2018-09-30,30.79,30.79,30.79,0.0,0.0,30.79,30.79,30.79,0.0,0.0,30.32,30.32,30.32,0.0,0.0,30.59,30.59,30.59,0.0,0.0
2018-10-07,29.25,29.25,29.25,0.0,0.0,29.25,29.25,29.25,0.0,0.0,28.66,28.66,28.66,0.0,0.0,28.84,28.84,28.84,0.0,0.0
2018-10-14,29.4,29.4,29.4,0.0,0.0,29.4,29.4,29.4,0.0,0.0,28.81,28.81,28.81,0.0,0.0,28.82,28.82,28.82,0.0,0.0
2018-10-21,27.59,27.59,27.59,0.0,0.0,27.94,27.94,27.94,0.0,0.0,27.35,27.35,27.35,0.0,0.0,27.73,27.73,27.73,0.0,0.0
2018-10-28,29.03,29.03,29.03,0.0,0.0,29.03,29.03,29.03,0.0,0.0,28.7,28.7,28.7,0.0,0.0,28.87,28.87,28.87,0.0,0.0
2018-11-04,29.38,29.38,29.38,0.0,0.0,29.38,29.38,29.38,0.0,0.0,28.83,28.83,28.83,0.0,0.0,28.99,28.99,28.99,0.0,0.0
2018-11-11,28.57,28.57,28.57,0.0,0.0,28.81,28.81,28.81,0.0,0.0,28.43,28.43,28.43,0.0,0.0,28.76,28.76,28.76,0.0,0.0
2018-11-18,28.05,28.05,28.05,0.0,0.0,28.18,28.18,28.18,0.0,0.0,28.05,28.05,28.05,0.0,0.0,28.18,28.18,28.18,0.0,0.0
2018-11-25,28.85,28.85,28.85,0.0,0.0,29.02,29.02,29.02,0.0,0.0,28.82,28.82,28.82,0.0,0.0,28.96,28.96,28.96,0.0,0.0
2018-12-02,28.2,28.2,28.2,0.0,0.0,28.26,28.26,28.26,0.0,0.0,27.44,27.44,27.44,0.0,0.0,27.54,27.54,27.54,0.0,0.0
2018-12-09,27.34,27.34,27.34,0.0,0.0,27.36,27.36,27.36,0.0,0.0,26.93,26.93,26.93,0.0,0.0,26.93,26.93,26.93,0.0,0.0
2018-12-16,25.43,25.43,25.43,0.0,0.0,25.43,25.43,25.43,0.0,0.0,24.74,24.74,24.74,0.0,0.0,24.74,24.74,24.74,0.0,0.0
2018-12-23,24.72,24.72,24.72,0.0,0.0,24.91,24.91,24.91,0.0,0.0,24.4,24.4,24.4,0.0,0.0,24.57,24.57,24.57,0.0,0.0
2018-12-30,24.79,24.79,24.79,0.0,0.0,25.37,25.37,25.37,0.0,0.0,24.67,24.67,24.67,0.0,0.0,25.3,25.3,25.3,0.0,0.0
2019-01-06,26.34,26.34,26.34,0.0,0.0,26.52,26.52,26.52,0.0,0.0,26.31,26.31,26.31,0.0,0.0,26.49,26.49,26.49,0.0,0.0
2019-01-13,27.15,27.15,27.15,0.0,0.0,27.31,27.31,27.31,0.0,0.0,27.11,27.11,27.11,0.0,0.0,27.26,27.26,27.26,0.0,0.0
2019-01-20,27.21,27.21,27.21,0.0,0.0,27.33,27.33,27.33,0.0,0.0,27.21,27.21,27.21,0.0,0.0,27.3,27.3,27.3,0.0,0.0
2019-01-27,27.77,27.77,27.77,0.0,0.0,27.79,27.79,27.79,0.0,0.0,27.64,27.64,27.64,0.0,0.0,27.76,27.76,27.76,0.0,0.0
2019-02-03,27.76,27.76,27.76,0.0,0.0,27.78,27.78,27.78,0.0,0.0,27.55,27.55,27.55,0.0,0.0,27.78,27.78,27.78,0.0,0.0
2019-02-10,28.57,28.57,28.57,0.0,0.0,28.82,28.82,28.82,0.0,0.0,28.57,28.57,28.57,0.0,0.0,28.82,28.82,28.82,0.0,0.0
2019-02-17,28.96,28.96,28.96,0.0,0.0,29.12,29.12,29.12,0.0,0.0,28.96,28.96,28.96,0.0,0.0,29.12,29.12,29.12,0.0,0.0
2019-02-24,29.14,29.14,29.14,0.0,0.0,29.18,29.18,29.18,0.0,0.0,28.93,28.93,28.93,0.0,0.0,29.16,29.16,29.16,0.0,0.0
2019-03-03,27.98,27.98,27.98,0.0,0.0,28.08,28.08,28.08,0.0,0.0,27.92,27.92,27.92,0.0,0.0,28.08,28.08,28.08,0.0,0.0
2019-03-10,28.87,28.87,28.87,0.0,0.0,28.9,28.9,28.9,0.0,0.0,28.74,28.74,28.74,0.0,0.0,28.74,28.74,28.74,0.0,0.0
2019-03-17,28.47,28.47,28.47,0.0,0.0,28.47,28.47,28.47,0.0,0.0,28.09,28.09,28.09,0.0,0.0,28.1,28.1,28.1,0.0,0.0
2019-03-24,28.84,28.84,28.84,0.0,0.0,28.84,28.84,28.84,0.0,0.0,28.64,28.64,28.64,0.0,0.0,28.73,28.73,28.73,0.0,0.0
2019-03-31,29.52,29.52,29.52,0.0,0.0,29.58,29.58,29.58,0.0,0.0,29.5,29.5,29.5,0.0,0.0,29.56,29.56,29.56,0.0,0.0
2019-04-07,29.81,29.81,29.81,0.0,0.0,29.81,29.81,29.81,0.0,0.0,29.59,29.59,29.59,0.0,0.0,29.72,29.72,29.72,0.0,0.0
2019-04-14,29.45,29.45,29.45,0.0,0.0,29.45,29.45,29.45,0.0,0.0,29.19,29.19,29.19,0.0,0.0,29.41,29.41,29.41,0.0,0.0
2019-04-21,29.67,29.67,29.67,0.0,0.0,29.92,29.92,29.92,0.0,0.0,29.58,29.58,29.58,0.0,0.0,29.91,29.91,29.91,0.0,0.0
2019-04-28,29.94,29.94,29.94,0.0,0.0,30.2,30.2,30.2,0.0,0.0,29.9,29.9,29.9,0.0,0.0,30.2,30.2,30.2,0.0,0.0
2019-05-05,29.33,29.33,29.33,0.0,0.0,29.47,29.47,29.47,0.0,0.0,29.0,29.0,29.0,0.0,0.0,29.47,29.47,29.47,0.0,0.0
2019-05-12,29.04,29.04,29.04,0.0,0.0,29.27,29.27,29.27,0.0,0.0,28.92,28.92,28.92,0.0,0.0,28.92,28.92,28.92,0.0,0.0
2019-05-19,28.4,28.4,28.4,0.0,0.0,28.54,28.54,28.54,0.0,0.0,28.4,28.4,28.4,0.0,0.0,28.51,28.51,28.51,0.0,0.0
2019-05-26,27.68,27.68,27.68,0.0,0.0,27.73,27.73,27.73,0.0,0.0,27.59,27.59,27.59,0.0,0.0,27.68,27.68,27.68,0.0,0.0
2019-06-02,28.56,28.56,28.56,0.0,0.0,28.77,28.77,28.77,0.0,0.0,28.56,28.56,28.56,0.0,0.0,28.69,28.69,28.69,0.0,0.0
2019-06-09,28.97,28.97,28.97,0.0,0.0,28.97,28.97,28.97,0.0,0.0,28.74,28.74,28.74,0.0,0.0,28.79,28.79,28.79,0.0,0.0
2019-06-16,29.47,29.47,29.47,0.0,0.0,29.47,29.47,29.47,0.0,0.0,29.29,29.29,29.29,0.0,0.0,29.3,29.3,29.3,0.0,0.0
2019-06-23,29.39,29.39,29.39,0.0,0.0,29.59,29.59,29.59,0.0,0.0,29.35,29.35,29.35,0.0,0.0,29.56,29.56,29.56,0.0,0.0
2019-06-30,29.78,29.78,29.78,0.0,0.0,29.89,29.89,29.89,0.0,0.0,29.58,29.58,29.58,0.0,0.0,29.89,29.89,29.89,0.0,0.0
2019-07-07,29.61,29.61,29.61,0.0,0.0,29.91,29.91,29.91,0.0,0.0,29.61,29.61,29.61,0.0,0.0,29.86,29.86,29.86,0.0,0.0
2019-07-14,29.68,29.68,29.68,0.0,0.0,29.84,29.84,29.84,0.0,0.0,29.48,29.48,29.48,0.0,0.0,29.48,29.48,29.48,0.0,0.0
2019-07-21,30.02,30.02,30.02,0.0,0.0,30.21,30.21,30.21,0.0,0.0,29.97,29.97,29.97,0.0,0.0,30.19,30.19,30.19,0.0,0.0
2019-07-28,29.26,29.26,29.26,0.0,0.0,29.28,29.28,29.28,0.0,0.0,28.99,28.99,28.99,0.0,0.0,29.11,29.11,29.11,0.0,0.0
2019-08-04,28.96,28.96,28.96,0.0,0.0,28.97,28.97,28.97,0.0,0.0,28.77,28.77,28.77,0.0,0.0,28.88,28.88,28.88,0.0,0.0
2019-08-11,28.2,28.2,28.2,0.0,0.0,28.59,28.59,28.59,0.0,0.0,28.2,28.2,28.2,0.0,0.0,28.55,28.55,28.55,0.0,0.0
2019-08-18,28.67,28.67,28.67,0.0,0.0,28.84,28.84,28.84,0.0,0.0,28.04,28.04,28.04,0.0,0.0,28.1,28.1,28.1,0.0,0.0
2019-08-25,28.77,28.77,28.77,0.0,0.0,28.89,28.89,28.89,0.0,0.0,28.58,28.58,28.58,0.0,0.0,28.71,28.71,28.71,0.0,0.0
2019-09-01,29.01,29.01,29.01,0.0,0.0,29.16,29.16,29.16,0.0,0.0,28.97,28.97,28.97,0.0,0.0,28.97,28.97,28.97,0.0,0.0
2019-09-08,30.0,30.0,30.0,0.0,0.0,30.07,30.07,30.07,0.0,0.0,29.81,29.81,29.81,0.0,0.0,29.86,29.86,29.86,0.0,0.0
2019-09-15,29.85,29.85,29.85,0.0,0.0,29.91,29.91,29.91,0.0,0.0,29.71,29.71,29.71,0.0,0.0,29.76,29.76,29.76,0.0,0.0
2019-09-22,29.55,29.55,29.55,0.0,0.0,29.55,29.55,29.55,0.0,0.0,29.06,29.06,29.06,0.0,0.0,29.18,29.18,29.18,0.0,0.0
2019-09-29,28.76,28.76,28.76,0.0,0.0,28.91,28.91,28.91,0.0,0.0,28.56,28.56,28.56,0.0,0.0,28.91,28.91,28.91,0.0,0.0
2019-10-06,29.16,29.16,29.16,0.0,0.0,29.37,29.37,29.37,0.0,0.0,29.08,29.08,29.08,0.0,0.0,29.09,29.09,29.09,0.0,0.0
2019-10-13,29.43,29.43,29.43,0.0,0.0,29.52,29.52,29.52,0.0,0.0,29.32,29.32,29.32,0.0,0.0,29.48,29.48,29.48,0.0,0.0
2019-10-20,29.65,29.65,29.65,0.0,0.0,29.79,29.79,29.79,0.0,0.0,29.56,29.56,29.56,0.0,0.0,29.74,29.74,29.74,0.0,0.0
2019-10-27,29.94,29.94,29.94,0.0,0.0,30.22,30.22,30.22,0.0,0.0,29.94,29.94,29.94,0.0,0.0,30.12,30.12,30.12,0.0,0.0
2019-11-03,29.91,29.91,29.91,0.0,0.0,30.08,30.08,30.08,0.0,0.0,29.88,29.88,29.88,0.0,0.0,30.08,30.08,30.08,0.0,0.0
2019-11-10,30.03,30.03,30.03,0.0,0.0,30.17,30.17,30.17,0.0,0.0,30.01,30.01,30.01,0.0,0.0,30.12,30.12,30.12,0.0,0.0
2019-11-17,29.92,29.92,29.92,0.0,0.0,30.03,30.03,30.03,0.0,0.0,29.9,29.9,29.9,0.0,0.0,30.02,30.02,30.02,0.0,0.0
2019-11-24,30.82,30.82,30.82,0.0,0.0,30.82,30.82,30.82,0.0,0.0,30.59,30.59,30.59,0.0,0.0,30.59,30.59,30.59,0.0,0.0
2019-12-01,30.66,30.66,30.66,0.0,0.0,30.77,30.77,30.77,0.0,0.0,30.66,30.66,30.66,0.0,0.0,30.69,30.69,30.69,0.0,0.0
2019-12-08,30.99,30.99,30.99,0.0,0.0,30.99,30.99,30.99,0.0,0.0,30.67,30.67,30.67,0.0,0.0,30.84,30.84,30.84,0.0,0.0
2019-12-15,31.56,31.56,31.56,0.0,0.0,31.56,31.56,31.56,0.0,0.0,31.43,31.43,31.43,0.0,0.0,31.5,31.5,31.5,0.0,0.0
2019-12-22,31.5,31.5,31.5,0.0,0.0,31.5,31.5,31.5,0.0,0.0,31.18,31.18,31.18,0.0,0.0,31.18,31.18,31.18,0.0,0.0
2019-12-29,31.01,31.01,31.01,0.0,0.0,31.17,31.17,31.17,0.0,0.0,30.86,30.86,30.86,0.0,0.0,31.13,31.13,31.13,0.0,0.0
2020-01-05,31.23,31.23,31.23,0.0,0.0,31.25,31.25,31.25,0.0,0.0,31.04,31.04,31.04,0.0,0.0,31.14,31.14,31.14,0.0,0.0
2020-01-12,32.11,32.11,32.11,0.0,0.0,32.11,32.11,32.11,0.0,0.0,31.84,31.84,31.84,0.0,0.0,31.89,31.89,31.89,0.0,0.0
2020-01-19,31.8,31.8,31.8,0.0,0.0,31.8,31.8,31.8,0.0,0.0,31.12,31.12,31.12,0.0,0.0,31.32,31.32,31.32,0.0,0.0
2020-01-26,30.82,30.82,30.82,0.0,0.0,30.83,30.83,30.83,0.0,0.0,30.32,30.32,30.32,0.0,0.0,30.42,30.42,30.42,0.0,0.0
2020-02-02,31.4,31.4,31.4,0.0,0.0,31.45,31.45,31.45,0.0,0.0,30.99,30.99,30.99,0.0,0.0,31.05,31.05,31.05,0.0,0.0
2020-02-09,31.87,31.87,31.87,0.0,0.0,31.87,31.87,31.87,0.0,0.0,31.6,31.6,31.6,0.0,0.0,31.71,31.71,31.71,0.0,0.0
2020-02-16,31.77,31.77,31.77,0.0,0.0,31.77,31.77,31.77,0.0,0.0,31.4,31.4,31.4,0.0,0.0,31.47,31.47,31.47,0.0,0.0
2020-02-23,27.53,27.53,27.53,0.0,0.0,27.89,27.89,27.89,0.0,0.0,27.14,27.14,27.14,0.0,0.0,27.8,27.8,27.8,0.0,0.0
2020-03-01,27.19,27.19,27.19,0.0,0.0,27.66,27.66,27.66,0.0,0.0,26.78,26.78,26.78,0.0,0.0,27.28,27.28,27.28,0.0,0.0
2020-03-08,22.61,22.61,22.61,0.0,0.0,23.09,23.09,23.09,0.0,0.0,21.07,21.07,21.07,0.0,0.0,23.09,23.09,23.09,0.0,0.0
2020-03-15,19.93,19.93,19.93,0.0,0.0,20.37,20.37,20.37,0.0,0.0,18.87,18.87,18.87,0.0,0.0,18.99,18.99,18.99,0.0,0.0
2020-03-22,21.48,21.48,21.48,0.0,0.0,21.84,21.84,21.84,0.0,0.0,21.12,21.12,21.12,0.0,0.0,21.38,21.38,21.38,0.0,0.0
2020-03-29,20.5,20.5,20.5,0.0,0.0,20.5,20.5,20.5,0.0,0.0,19.53,19.53,19.53,0.0,0.0,19.89,19.89,19.89,0.0,0.0
2020-04-05,23.07,23.07,23.07,0.0,0.0,23.67,23.67,23.67,0.0,0.0,23.07,23.07,23.07,0.0,0.0,23.47,23.47,23.47,0.0,0.0
2020-04-12,23.08,23.08,23.08,0.0,0.0,23.3,23.3,23.3,0.0,0.0,22.87,22.87,22.87,0.0,0.0,23.27,23.27,23.27,0.0,0.0
2020-04-19,23.17,23.17,23.17,0.0,0.0,23.44,23.44,23.44,0.0,0.0,22.89,22.89,22.89,0.0,0.0,23.33,23.33,23.33,0.0,0.0
2020-04-26,23.96,23.96,23.96,0.0,0.0,23.96,23.96,23.96,0.0,0.0,23.96,23.96,23.96,0.0,0.0,23.96,23.96,23.96,0.0,0.0
2020-05-03,24.99,24.99,24.99,0.0,0.0,25.26,25.26,25.26,0.0,0.0,24.94,24.94,24.94,0.0,0.0,25.22,25.22,25.22,0.0,0.0
2020-05-10,23.24,23.24,23.24,0.0,0.0,23.86,23.86,23.86,0.0,0.0,23.24,23.24,23.24,0.0,0.0,23.82,23.82,23.82,0.0,0.0
2020-05-17,25.66,25.66,25.66,0.0,0.0,25.66,25.66,25.66,0.0,0.0,25.3,25.3,25.3,0.0,0.0,25.56,25.56,25.56,0.0,0.0
2020-05-24,26.44,26.44,26.44,0.0,0.0,26.6,26.6,26.6,0.0,0.0,26.13,26.13,26.13,0.0,0.0,26.49,26.49,26.49,0.0,0.0
2020-05-31,28.86,28.86,28.86,0.0,0.0,28.86,28.86,28.86,0.0,0.0,28.86,28.86,28.86,0.0,0.0,28.86,28.86,28.86,0.0,0.0
2020-06-07,27.13,27.13,27.13,0.0,0.0,27.13,27.13,27.13,0.0,0.0,26.19,26.19,26.19,0.0,0.0,26.74,26.74,26.74,0.0,0.0
2020-06-14,27.79,27.79,27.79,0.0,0.0,27.79,27.79,27.79,0.0,0.0,27.05,27.05,27.05,0.0,0.0,27.25,27.25,27.25,0.0,0.0
2020-06-21,26.78,26.78,26.78,0.0,0.0,26.78,26.78,26.78,0.0,0.0,26.34,26.34,26.34,0.0,0.0,26.36,26.36,26.36,0.0,0.0
2020-06-28,27.47,27.47,27.47,0.0,0.0,27.47,27.47,27.47,0.0,0.0,27.47,27.47,27.47,0.0,0.0,27.47,27.47,27.47,0.0,0.0
2020-07-05,27.61,27.61,27.61,0.0,0.0,27.62,27.62,27.62,0.0,0.0,27.19,27.19,27.19,0.0,0.0,27.19,27.19,27.19,0.0,0.0
