Date,SPDR Barclays Long Term TreasuryEtf_Open_average,SPDR Barclays Long Term TreasuryEtf_Open_max,SPDR Barclays Long Term TreasuryEtf_Open_min,SPDR Barclays Long Term TreasuryEtf_Open_volatility,SPDR Barclays Long Term TreasuryEtf_Open_change,SPDR Barclays Long Term TreasuryEtf_High_average,SPDR Barclays Long Term TreasuryEtf_High_max,SPDR Barclays Long Term TreasuryEtf_High_min,SPDR Barclays Long Term TreasuryEtf_High_volatility,SPDR Barclays Long Term TreasuryEtf_High_change,SPDR Barclays Long Term TreasuryEtf_Low_average,SPDR Barclays Long Term TreasuryEtf_Low_max,SPDR Barclays Long Term TreasuryEtf_Low_min,SPDR Barclays Long Term TreasuryEtf_Low_volatility,SPDR Barclays Long Term TreasuryEtf_Low_change,SPDR Barclays Long Term TreasuryEtf_Close_average,SPDR Barclays Long Term TreasuryEtf_Close_max,SPDR Barclays Long Term TreasuryEtf_Close_min,SPDR Barclays Long Term TreasuryEtf_Close_volatility,SPDR Barclays Long Term TreasuryEtf_Close_change
2018-03-25,34.99,34.99,34.99,0.0,0.0,35.18,35.18,35.18,0.0,0.0,34.99,34.99,34.99,0.0,0.0,35.1,35.1,35.1,0.0,0.0
2018-04-01,34.75,34.75,34.75,0.0,0.0,34.88,34.88,34.88,0.0,0.0,34.64,34.64,34.64,0.0,0.0,34.85,34.85,34.85,0.0,0.0
2018-04-08,34.7,34.7,34.7,0.0,0.0,34.85,34.85,34.85,0.0,0.0,34.7,34.7,34.7,0.0,0.0,34.8,34.8,34.8,0.0,0.0
2018-04-15,34.24,34.24,34.24,0.0,0.0,34.29,34.29,34.29,0.0,0.0,34.11,34.11,34.11,0.0,0.0,34.12,34.12,34.12,0.0,0.0
2018-04-22,34.1,34.1,34.1,0.0,0.0,34.24,34.24,34.24,0.0,0.0,34.1,34.1,34.1,0.0,0.0,34.23,34.23,34.23,0.0,0.0
2018-04-29,34.31,34.31,34.31,0.0,0.0,34.32,34.32,34.32,0.0,0.0,34.12,34.12,34.12,0.0,0.0,34.26,34.26,34.26,0.0,0.0
2018-05-06,34.36,34.36,34.36,0.0,0.0,34.36,34.36,34.36,0.0,0.0,34.2,34.2,34.2,0.0,0.0,34.29,34.29,34.29,0.0,0.0
2018-05-13,33.56,33.56,33.56,0.0,0.0,33.76,33.76,33.76,0.0,0.0,33.56,33.56,33.56,0.0,0.0,33.75,33.75,33.75,0.0,0.0
2018-05-20,34.4,34.4,34.4,0.0,0.0,34.48,34.48,34.48,0.0,0.0,34.38,34.38,34.38,0.0,0.0,34.46,34.46,34.46,0.0,0.0
2018-05-27,34.61,34.61,34.61,0.0,0.0,34.74,34.74,34.74,0.0,0.0,34.51,34.51,34.51,0.0,0.0,34.61,34.61,34.61,0.0,0.0
2018-06-03,34.42,34.42,34.42,0.0,0.0,34.48,34.48,34.48,0.0,0.0,34.39,34.39,34.39,0.0,0.0,34.41,34.41,34.41,0.0,0.0
2018-06-10,34.77,34.77,34.77,0.0,0.0,34.84,34.84,34.84,0.0,0.0,34.62,34.62,34.62,0.0,0.0,34.63,34.63,34.63,0.0,0.0
2018-06-17,34.57,34.57,34.57,0.0,0.0,34.7,34.7,34.7,0.0,0.0,34.57,34.57,34.57,0.0,0.0,34.68,34.68,34.68,0.0,0.0
2018-06-24,35.15,35.15,35.15,0.0,0.0,35.23,35.23,35.23,0.0,0.0,35.0,35.0,35.0,0.0,0.0,35.03,35.03,35.03,0.0,0.0
2018-07-01,35.28,35.28,35.28,0.0,0.0,35.34,35.34,35.34,0.0,0.0,35.22,35.22,35.22,0.0,0.0,35.3,35.3,35.3,0.0,0.0
2018-07-08,35.26,35.26,35.26,0.0,0.0,35.33,35.33,35.33,0.0,0.0,35.25,35.25,35.25,0.0,0.0,35.28,35.28,35.28,0.0,0.0
2018-07-15,34.99,34.99,34.99,0.0,0.0,34.99,34.99,34.99,0.0,0.0,34.72,34.72,34.72,0.0,0.0,34.76,34.76,34.76,0.0,0.0
2018-07-22,34.51,34.51,34.51,0.0,0.0,34.51,34.51,34.51,0.0,0.0,34.38,34.38,34.38,0.0,0.0,34.41,34.41,34.41,0.0,0.0
2018-07-29,34.22,34.22,34.22,0.0,0.0,34.34,34.34,34.34,0.0,0.0,34.2,34.2,34.2,0.0,0.0,34.3,34.3,34.3,0.0,0.0
2018-08-05,34.63,34.63,34.63,0.0,0.0,34.8,34.8,34.8,0.0,0.0,34.63,34.63,34.63,0.0,0.0,34.73,34.73,34.73,0.0,0.0
2018-08-12,34.86,34.86,34.86,0.0,0.0,34.92,34.92,34.92,0.0,0.0,34.76,34.76,34.76,0.0,0.0,34.81,34.81,34.81,0.0,0.0
2018-08-19,35.01,35.01,35.01,0.0,0.0,35.18,35.18,35.18,0.0,0.0,34.97,34.97,34.97,0.0,0.0,35.17,35.17,35.17,0.0,0.0
2018-08-26,35.06,35.06,35.06,0.0,0.0,35.07,35.07,35.07,0.0,0.0,34.8,34.8,34.8,0.0,0.0,34.83,34.83,34.83,0.0,0.0
2018-09-02,34.37,34.37,34.37,0.0,0.0,34.37,34.37,34.37,0.0,0.0,34.27,34.27,34.27,0.0,0.0,34.31,34.31,34.31,0.0,0.0
2018-09-09,34.11,34.11,34.11,0.0,0.0,34.21,34.21,34.21,0.0,0.0,34.06,34.06,34.06,0.0,0.0,34.15,34.15,34.15,0.0,0.0
2018-09-16,33.65,33.65,33.65,0.0,0.0,33.78,33.78,33.78,0.0,0.0,33.65,33.65,33.65,0.0,0.0,33.75,33.75,33.75,0.0,0.0
2018-09-23,33.94,33.94,33.94,0.0,0.0,33.94,33.94,33.94,0.0,0.0,33.78,33.78,33.78,0.0,0.0,33.8,33.8,33.8,0.0,0.0
2018-09-30,32.72,32.72,32.72,0.0,0.0,32.79,32.79,32.79,0.0,0.0,32.47,32.47,32.47,0.0,0.0,32.61,32.61,32.61,0.0,0.0
2018-10-07,33.0,33.0,33.0,0.0,0.0,33.15,33.15,33.15,0.0,0.0,32.97,32.97,32.97,0.0,0.0,33.01,33.01,33.01,0.0,0.0
2018-10-14,32.82,32.82,32.82,0.0,0.0,32.86,32.86,32.86,0.0,0.0,32.72,32.72,32.72,0.0,0.0,32.79,32.79,32.79,0.0,0.0
2018-10-21,33.15,33.15,33.15,0.0,0.0,33.26,33.26,33.26,0.0,0.0,33.12,33.12,33.12,0.0,0.0,33.15,33.15,33.15,0.0,0.0
2018-10-28,32.66,32.66,32.66,0.0,0.0,32.66,32.66,32.66,0.0,0.0,32.29,32.29,32.29,0.0,0.0,32.31,32.31,32.31,0.0,0.0
2018-11-04,32.53,32.53,32.53,0.0,0.0,32.72,32.72,32.72,0.0,0.0,32.52,32.52,32.52,0.0,0.0,32.68,32.68,32.68,0.0,0.0
2018-11-11,32.94,32.94,32.94,0.0,0.0,33.11,33.11,33.11,0.0,0.0,32.87,32.87,32.87,0.0,0.0,33.07,33.07,33.07,0.0,0.0
2018-11-18,33.37,33.37,33.37,0.0,0.0,33.38,33.38,33.38,0.0,0.0,33.2,33.2,33.2,0.0,0.0,33.2,33.2,33.2,0.0,0.0
2018-11-25,33.25,33.25,33.25,0.0,0.0,33.3,33.3,33.3,0.0,0.0,33.17,33.17,33.17,0.0,0.0,33.26,33.26,33.26,0.0,0.0
2018-12-02,33.98,33.98,33.98,0.0,0.0,34.17,34.17,34.17,0.0,0.0,33.9,33.9,33.9,0.0,0.0,34.13,34.13,34.13,0.0,0.0
2018-12-09,34.18,34.18,34.18,0.0,0.0,34.23,34.23,34.23,0.0,0.0,34.08,34.08,34.08,0.0,0.0,34.15,34.15,34.15,0.0,0.0
2018-12-16,34.87,34.87,34.87,0.0,0.0,34.9,34.9,34.9,0.0,0.0,34.68,34.68,34.68,0.0,0.0,34.75,34.75,34.75,0.0,0.0
2018-12-23,34.68,34.68,34.68,0.0,0.0,34.85,34.85,34.85,0.0,0.0,34.68,34.68,34.68,0.0,0.0,34.85,34.85,34.85,0.0,0.0
2018-12-30,35.24,35.24,35.24,0.0,0.0,35.28,35.28,35.28,0.0,0.0,35.04,35.04,35.04,0.0,0.0,35.16,35.16,35.16,0.0,0.0
2019-01-06,34.82,34.82,34.82,0.0,0.0,34.93,34.93,34.93,0.0,0.0,34.78,34.78,34.78,0.0,0.0,34.82,34.82,34.82,0.0,0.0
2019-01-13,34.55,34.55,34.55,0.0,0.0,34.6,34.6,34.6,0.0,0.0,34.4,34.4,34.4,0.0,0.0,34.45,34.45,34.45,0.0,0.0
2019-01-20,34.75,34.75,34.75,0.0,0.0,34.78,34.78,34.78,0.0,0.0,34.67,34.67,34.67,0.0,0.0,34.73,34.73,34.73,0.0,0.0
2019-01-27,35.01,35.01,35.01,0.0,0.0,35.02,35.02,35.02,0.0,0.0,34.81,34.81,34.81,0.0,0.0,34.84,34.84,34.84,0.0,0.0
2019-02-03,35.2,35.2,35.2,0.0,0.0,35.27,35.27,35.27,0.0,0.0,35.16,35.16,35.16,0.0,0.0,35.24,35.24,35.24,0.0,0.0
2019-02-10,35.01,35.01,35.01,0.0,0.0,35.14,35.14,35.14,0.0,0.0,35.01,35.01,35.01,0.0,0.0,35.14,35.14,35.14,0.0,0.0
2019-02-17,35.01,35.01,35.01,0.0,0.0,35.12,35.12,35.12,0.0,0.0,34.98,34.98,34.98,0.0,0.0,35.03,35.03,35.03,0.0,0.0
2019-02-24,34.4,34.4,34.4,0.0,0.0,34.43,34.43,34.43,0.0,0.0,34.2,34.2,34.2,0.0,0.0,34.21,34.21,34.21,0.0,0.0
2019-03-03,34.93,34.93,34.93,0.0,0.0,35.08,35.08,35.08,0.0,0.0,34.84,34.84,34.84,0.0,0.0,35.03,35.03,35.03,0.0,0.0
2019-03-10,35.09,35.09,35.09,0.0,0.0,35.13,35.13,35.13,0.0,0.0,34.99,34.99,34.99,0.0,0.0,35.08,35.08,35.08,0.0,0.0
2019-03-17,35.76,35.76,35.76,0.0,0.0,36.06,36.06,36.06,0.0,0.0,35.74,35.74,35.74,0.0,0.0,35.95,35.95,35.95,0.0,0.0
2019-03-24,36.17,36.17,36.17,0.0,0.0,36.41,36.41,36.41,0.0,0.0,36.17,36.17,36.17,0.0,0.0,36.39,36.39,36.39,0.0,0.0
2019-03-31,35.61,35.61,35.61,0.0,0.0,35.74,35.74,35.74,0.0,0.0,35.6,35.6,35.6,0.0,0.0,35.7,35.7,35.7,0.0,0.0
2019-04-07,35.4,35.4,35.4,0.0,0.0,35.44,35.44,35.44,0.0,0.0,35.32,35.32,35.32,0.0,0.0,35.35,35.35,35.35,0.0,0.0
2019-04-14,35.38,35.38,35.38,0.0,0.0,35.43,35.43,35.43,0.0,0.0,35.36,35.36,35.36,0.0,0.0,35.42,35.42,35.42,0.0,0.0
2019-04-21,35.69,35.69,35.69,0.0,0.0,35.71,35.71,35.71,0.0,0.0,35.62,35.62,35.62,0.0,0.0,35.66,35.66,35.66,0.0,0.0
2019-04-28,35.59,35.59,35.59,0.0,0.0,35.67,35.67,35.67,0.0,0.0,35.52,35.52,35.52,0.0,0.0,35.6,35.6,35.6,0.0,0.0
2019-05-05,35.96,35.96,35.96,0.0,0.0,36.1,36.1,36.1,0.0,0.0,35.87,35.87,35.87,0.0,0.0,35.91,35.91,35.91,0.0,0.0
2019-05-12,36.35,36.35,36.35,0.0,0.0,36.35,36.35,36.35,0.0,0.0,36.19,36.19,36.19,0.0,0.0,36.28,36.28,36.28,0.0,0.0
2019-05-19,36.72,36.72,36.72,0.0,0.0,36.78,36.78,36.78,0.0,0.0,36.66,36.66,36.66,0.0,0.0,36.78,36.78,36.78,0.0,0.0
2019-05-26,37.66,37.66,37.66,0.0,0.0,37.93,37.93,37.93,0.0,0.0,37.63,37.63,37.63,0.0,0.0,37.92,37.92,37.92,0.0,0.0
2019-06-02,37.92,37.92,37.92,0.0,0.0,37.98,37.98,37.98,0.0,0.0,37.81,37.81,37.81,0.0,0.0,37.89,37.89,37.89,0.0,0.0
2019-06-09,37.72,37.72,37.72,0.0,0.0,37.88,37.88,37.88,0.0,0.0,37.72,37.72,37.72,0.0,0.0,37.82,37.82,37.82,0.0,0.0
2019-06-16,38.13,38.13,38.13,0.0,0.0,38.13,38.13,38.13,0.0,0.0,37.8,37.8,37.8,0.0,0.0,37.84,37.84,37.84,0.0,0.0
2019-06-23,38.15,38.15,38.15,0.0,0.0,38.28,38.28,38.28,0.0,0.0,38.1,38.1,38.1,0.0,0.0,38.16,38.16,38.16,0.0,0.0
2019-06-30,38.13,38.13,38.13,0.0,0.0,38.13,38.13,38.13,0.0,0.0,37.88,37.88,37.88,0.0,0.0,38.11,38.11,38.11,0.0,0.0
2019-07-07,37.39,37.39,37.39,0.0,0.0,37.54,37.54,37.54,0.0,0.0,37.33,37.33,37.33,0.0,0.0,37.48,37.48,37.48,0.0,0.0
2019-07-14,37.85,37.85,37.85,0.0,0.0,37.95,37.95,37.95,0.0,0.0,37.83,37.83,37.83,0.0,0.0,37.91,37.91,37.91,0.0,0.0
2019-07-21,37.88,37.88,37.88,0.0,0.0,37.9,37.9,37.9,0.0,0.0,37.77,37.77,37.77,0.0,0.0,37.84,37.84,37.84,0.0,0.0
2019-07-28,39.0,39.0,39.0,0.0,0.0,39.22,39.22,39.22,0.0,0.0,38.93,38.93,38.93,0.0,0.0,39.22,39.22,39.22,0.0,0.0
2019-08-04,40.4,40.4,40.4,0.0,0.0,40.63,40.63,40.63,0.0,0.0,40.16,40.16,40.16,0.0,0.0,40.22,40.22,40.22,0.0,0.0
2019-08-11,41.92,41.92,41.92,0.0,0.0,41.99,41.99,41.99,0.0,0.0,41.57,41.57,41.57,0.0,0.0,41.9,41.9,41.9,0.0,0.0
2019-08-18,41.17,41.17,41.17,0.0,0.0,41.95,41.95,41.95,0.0,0.0,41.17,41.17,41.17,0.0,0.0,41.87,41.87,41.87,0.0,0.0
2019-08-25,42.06,42.06,42.06,0.0,0.0,42.3,42.3,42.3,0.0,0.0,41.98,41.98,41.98,0.0,0.0,42.28,42.28,42.28,0.0,0.0
2019-09-01,41.64,41.64,41.64,0.0,0.0,41.87,41.87,41.87,0.0,0.0,41.63,41.63,41.63,0.0,0.0,41.8,41.8,41.8,0.0,0.0
2019-09-08,39.72,39.72,39.72,0.0,0.0,39.82,39.82,39.82,0.0,0.0,39.21,39.21,39.21,0.0,0.0,39.22,39.22,39.22,0.0,0.0
2019-09-15,40.42,40.42,40.42,0.0,0.0,40.74,40.74,40.74,0.0,0.0,40.32,40.32,40.32,0.0,0.0,40.7,40.7,40.7,0.0,0.0
2019-09-22,40.87,40.87,40.87,0.0,0.0,41.03,41.03,41.03,0.0,0.0,40.8,40.8,40.8,0.0,0.0,40.96,40.96,40.96,0.0,0.0
2019-09-29,41.67,41.67,41.67,0.0,0.0,41.9,41.9,41.9,0.0,0.0,41.66,41.66,41.66,0.0,0.0,41.87,41.87,41.87,0.0,0.0
2019-10-06,40.46,40.46,40.46,0.0,0.0,40.5,40.5,40.5,0.0,0.0,40.14,40.14,40.14,0.0,0.0,40.34,40.34,40.34,0.0,0.0
2019-10-13,40.15,40.15,40.15,0.0,0.0,40.27,40.27,40.27,0.0,0.0,40.06,40.06,40.06,0.0,0.0,40.08,40.08,40.08,0.0,0.0
2019-10-20,40.06,40.06,40.06,0.0,0.0,40.07,40.07,40.07,0.0,0.0,39.73,39.73,39.73,0.0,0.0,39.79,39.79,39.79,0.0,0.0
2019-10-27,40.41,40.41,40.41,0.0,0.0,40.52,40.52,40.52,0.0,0.0,40.14,40.14,40.14,0.0,0.0,40.35,40.35,40.35,0.0,0.0
2019-11-03,38.82,38.82,38.82,0.0,0.0,39.05,39.05,39.05,0.0,0.0,38.73,38.73,38.73,0.0,0.0,38.76,38.76,38.76,0.0,0.0
2019-11-10,39.48,39.48,39.48,0.0,0.0,39.66,39.66,39.66,0.0,0.0,39.47,39.47,39.47,0.0,0.0,39.54,39.54,39.54,0.0,0.0
2019-11-17,40.23,40.23,40.23,0.0,0.0,40.26,40.26,40.26,0.0,0.0,40.1,40.1,40.1,0.0,0.0,40.14,40.14,40.14,0.0,0.0
2019-11-24,40.33,40.33,40.33,0.0,0.0,40.39,40.39,40.39,0.0,0.0,40.12,40.12,40.12,0.0,0.0,40.28,40.28,40.28,0.0,0.0
2019-12-01,39.64,39.64,39.64,0.0,0.0,39.93,39.93,39.93,0.0,0.0,39.58,39.58,39.58,0.0,0.0,39.72,39.72,39.72,0.0,0.0
2019-12-08,39.64,39.64,39.64,0.0,0.0,40.04,40.04,40.04,0.0,0.0,39.42,39.42,39.42,0.0,0.0,39.93,39.93,39.93,0.0,0.0
2019-12-15,39.09,39.09,39.09,0.0,0.0,39.25,39.25,39.25,0.0,0.0,39.03,39.03,39.03,0.0,0.0,39.24,39.24,39.24,0.0,0.0
2019-12-22,39.46,39.46,39.46,0.0,0.0,39.51,39.51,39.51,0.0,0.0,39.42,39.42,39.42,0.0,0.0,39.42,39.42,39.42,0.0,0.0
2019-12-29,39.67,39.67,39.67,0.0,0.0,39.94,39.94,39.94,0.0,0.0,39.59,39.59,39.59,0.0,0.0,39.93,39.93,39.93,0.0,0.0
2020-01-05,39.53,39.53,39.53,0.0,0.0,39.75,39.75,39.75,0.0,0.0,39.51,39.51,39.51,0.0,0.0,39.73,39.73,39.73,0.0,0.0
2020-01-12,39.5,39.5,39.5,0.0,0.0,39.66,39.66,39.66,0.0,0.0,39.45,39.45,39.45,0.0,0.0,39.64,39.64,39.64,0.0,0.0
2020-01-19,40.6,40.6,40.6,0.0,0.0,40.91,40.91,40.91,0.0,0.0,40.56,40.56,40.56,0.0,0.0,40.78,40.78,40.78,0.0,0.0
2020-01-26,41.63,41.63,41.63,0.0,0.0,41.86,41.86,41.86,0.0,0.0,41.62,41.62,41.62,0.0,0.0,41.82,41.82,41.82,0.0,0.0
2020-02-02,41.35,41.35,41.35,0.0,0.0,41.49,41.49,41.49,0.0,0.0,41.28,41.28,41.28,0.0,0.0,41.42,41.42,41.42,0.0,0.0
2020-02-09,41.5,41.5,41.5,0.0,0.0,41.6,41.6,41.6,0.0,0.0,41.42,41.42,41.42,0.0,0.0,41.44,41.44,41.44,0.0,0.0
2020-02-16,42.37,42.37,42.37,0.0,0.0,42.66,42.66,42.66,0.0,0.0,42.32,42.32,42.32,0.0,0.0,42.43,42.43,42.43,0.0,0.0
2020-02-23,44.24,44.24,44.24,0.0,0.0,44.68,44.68,44.68,0.0,0.0,44.16,44.16,44.16,0.0,0.0,44.41,44.41,44.41,0.0,0.0
2020-03-01,47.92,47.92,47.92,0.0,0.0,48.4,48.4,48.4,0.0,0.0,46.97,46.97,46.97,0.0,0.0,47.7,47.7,47.7,0.0,0.0
2020-03-08,44.16,44.16,44.16,0.0,0.0,44.16,44.16,44.16,0.0,0.0,44.16,44.16,44.16,0.0,0.0,44.16,44.16,44.16,0.0,0.0
2020-03-15,45.62,45.62,45.62,0.0,0.0,45.62,45.62,45.62,0.0,0.0,45.62,45.62,45.62,0.0,0.0,45.62,45.62,45.62,0.0,0.0
2020-03-22,47.93,47.93,47.93,0.0,0.0,47.93,47.93,47.93,0.0,0.0,47.93,47.93,47.93,0.0,0.0,47.93,47.93,47.93,0.0,0.0
2020-03-29,48.11,48.11,48.11,0.0,0.0,48.65,48.65,48.65,0.0,0.0,48.08,48.08,48.08,0.0,0.0,48.18,48.18,48.18,0.0,0.0
2020-04-05,46.93,46.93,46.93,0.0,0.0,47.44,47.44,47.44,0.0,0.0,46.89,46.89,46.89,0.0,0.0,47.34,47.34,47.34,0.0,0.0
2020-04-12,48.46,48.46,48.46,0.0,0.0,48.79,48.79,48.79,0.0,0.0,47.78,47.78,47.78,0.0,0.0,47.9,47.9,47.9,0.0,0.0
2020-04-19,48.46,48.46,48.46,0.0,0.0,48.8,48.8,48.8,0.0,0.0,48.45,48.45,48.45,0.0,0.0,48.77,48.77,48.77,0.0,0.0
2020-04-26,48.01,48.01,48.01,0.0,0.0,48.01,48.01,48.01,0.0,0.0,48.01,48.01,48.01,0.0,0.0,48.01,48.01,48.01,0.0,0.0
2020-05-03,47.07,47.07,47.07,0.0,0.0,47.35,47.35,47.35,0.0,0.0,46.87,46.87,46.87,0.0,0.0,46.99,46.99,46.99,0.0,0.0
2020-05-10,48.16,48.16,48.16,0.0,0.0,48.16,48.16,48.16,0.0,0.0,47.6,47.6,47.6,0.0,0.0,47.7,47.7,47.7,0.0,0.0
2020-05-17,47.13,47.13,47.13,0.0,0.0,47.4,47.4,47.4,0.0,0.0,47.13,47.13,47.13,0.0,0.0,47.37,47.37,47.37,0.0,0.0
2020-05-24,46.59,46.59,46.59,0.0,0.0,46.96,46.96,46.96,0.0,0.0,46.51,46.51,46.51,0.0,0.0,46.85,46.85,46.85,0.0,0.0
2020-05-31,44.77,44.77,44.77,0.0,0.0,44.77,44.77,44.77,0.0,0.0,44.77,44.77,44.77,0.0,0.0,44.77,44.77,44.77,0.0,0.0
2020-06-07,46.53,46.53,46.53,0.0,0.0,46.85,46.85,46.85,0.0,0.0,46.42,46.42,46.42,0.0,0.0,46.5,46.5,46.5,0.0,0.0
2020-06-14,46.1,46.1,46.1,0.0,0.0,46.55,46.55,46.55,0.0,0.0,46.1,46.1,46.1,0.0,0.0,46.49,46.49,46.49,0.0,0.0
2020-06-21,47.0,47.0,47.0,0.0,0.0,47.31,47.31,47.31,0.0,0.0,47.0,47.0,47.0,0.0,0.0,47.31,47.31,47.31,0.0,0.0
2020-06-28,46.81,46.81,46.81,0.0,0.0,46.81,46.81,46.81,0.0,0.0,46.81,46.81,46.81,0.0,0.0,46.81,46.81,46.81,0.0,0.0
2020-07-05,46.8,46.8,46.8,0.0,0.0,47.29,47.29,47.29,0.0,0.0,46.72,46.72,46.72,0.0,0.0,47.24,47.24,47.24,0.0,0.0
