Date,ProShares UltraPro Short Dow 30Etf_Open_average,ProShares UltraPro Short Dow 30Etf_Open_max,ProShares UltraPro Short Dow 30Etf_Open_min,ProShares UltraPro Short Dow 30Etf_Open_volatility,ProShares UltraPro Short Dow 30Etf_Open_change,ProShares UltraPro Short Dow 30Etf_High_average,ProShares UltraPro Short Dow 30Etf_High_max,ProShares UltraPro Short Dow 30Etf_High_min,ProShares UltraPro Short Dow 30Etf_High_volatility,ProShares UltraPro Short Dow 30Etf_High_change,ProShares UltraPro Short Dow 30Etf_Low_average,ProShares UltraPro Short Dow 30Etf_Low_max,ProShares UltraPro Short Dow 30Etf_Low_min,ProShares UltraPro Short Dow 30Etf_Low_volatility,ProShares UltraPro Short Dow 30Etf_Low_change,ProShares UltraPro Short Dow 30Etf_Close_average,ProShares UltraPro Short Dow 30Etf_Close_max,ProShares UltraPro Short Dow 30Etf_Close_min,ProShares UltraPro Short Dow 30Etf_Close_volatility,ProShares UltraPro Short Dow 30Etf_Close_change
2018-03-25,80.08,80.08,80.08,0.0,0.0,80.68,80.68,80.68,0.0,0.0,76.72,76.72,76.72,0.0,0.0,78.28,78.28,78.28,0.0,0.0
2018-04-01,77.08,77.08,77.08,0.0,0.0,81.72,81.72,81.72,0.0,0.0,75.32,75.32,75.32,0.0,0.0,80.0,80.0,80.0,0.0,0.0
2018-04-08,72.84,72.84,72.84,0.0,0.0,76.64,76.64,76.64,0.0,0.0,72.84,72.84,72.84,0.0,0.0,75.52,75.52,75.52,0.0,0.0
2018-04-15,72.92,72.92,72.92,0.0,0.0,75.34,75.34,75.34,0.0,0.0,72.64,72.64,72.64,0.0,0.0,74.56,74.56,74.56,0.0,0.0
2018-04-22,75.84,75.84,75.84,0.0,0.0,77.0,77.0,77.0,0.0,0.0,75.44,75.44,75.44,0.0,0.0,75.84,75.84,75.84,0.0,0.0
2018-04-29,80.56,80.56,80.56,0.0,0.0,81.12,81.12,81.12,0.0,0.0,75.6,75.6,75.6,0.0,0.0,76.24,76.24,76.24,0.0,0.0
2018-05-06,71.68,71.68,71.68,0.0,0.0,71.84,71.84,71.84,0.0,0.0,70.56,70.56,70.56,0.0,0.0,70.84,70.84,70.84,0.0,0.0
2018-05-13,71.64,71.64,71.64,0.0,0.0,72.14,72.14,72.14,0.0,0.0,71.2,71.2,71.2,0.0,0.0,71.68,71.68,71.68,0.0,0.0
2018-05-20,71.28,71.28,71.28,0.0,0.0,71.92,71.92,71.92,0.0,0.0,70.72,70.72,70.72,0.0,0.0,71.36,71.36,71.36,0.0,0.0
2018-05-27,72.24,72.24,72.24,0.0,0.0,72.71,72.71,72.71,0.0,0.0,71.68,71.68,71.68,0.0,0.0,72.12,72.12,72.12,0.0,0.0
2018-06-03,67.28,67.28,67.28,0.0,0.0,67.52,67.52,67.52,0.0,0.0,66.2,66.2,66.2,0.0,0.0,66.32,66.32,66.32,0.0,0.0
2018-06-10,68.68,68.68,68.68,0.0,0.0,69.67,69.67,69.67,0.0,0.0,67.76,67.76,67.76,0.0,0.0,68.16,68.16,68.16,0.0,0.0
2018-06-17,72.08,72.08,72.08,0.0,0.0,72.44,72.44,72.44,0.0,0.0,71.48,71.48,71.48,0.0,0.0,72.32,72.32,72.32,0.0,0.0
2018-06-24,74.24,74.24,74.24,0.0,0.0,75.0,75.0,75.0,0.0,0.0,72.82,72.82,72.82,0.0,0.0,74.92,74.92,74.92,0.0,0.0
2018-07-01,74.4,74.4,74.4,0.0,0.0,74.84,74.84,74.84,0.0,0.0,72.7,72.7,72.7,0.0,0.0,73.28,73.28,73.28,0.0,0.0
2018-07-08,69.24,69.24,69.24,0.0,0.0,69.44,69.44,69.44,0.0,0.0,68.16,68.16,68.16,0.0,0.0,68.4,68.4,68.4,0.0,0.0
2018-07-15,68.6,68.6,68.6,0.0,0.0,68.64,68.64,68.64,0.0,0.0,67.54,67.54,67.54,0.0,0.0,68.08,68.08,68.08,0.0,0.0
2018-07-22,64.44,64.44,64.44,0.0,0.0,65.61,65.61,65.61,0.0,0.0,64.04,64.04,64.04,0.0,0.0,64.96,64.96,64.96,0.0,0.0
2018-07-29,66.08,66.08,66.08,0.0,0.0,66.08,66.08,66.08,0.0,0.0,64.92,64.92,64.92,0.0,0.0,64.96,64.96,64.96,0.0,0.0
2018-08-05,65.56,65.56,65.56,0.0,0.0,66.59,66.59,66.59,0.0,0.0,65.44,65.44,65.44,0.0,0.0,65.8,65.8,65.8,0.0,0.0
2018-08-12,64.08,64.08,64.08,0.0,0.0,64.1,64.1,64.1,0.0,0.0,62.56,62.56,62.56,0.0,0.0,63.0,63.0,63.0,0.0,0.0
2018-08-19,62.44,62.44,62.44,0.0,0.0,62.72,62.72,62.72,0.0,0.0,61.84,61.84,61.84,0.0,0.0,62.12,62.12,62.12,0.0,0.0
2018-08-26,60.92,60.92,60.92,0.0,0.0,61.32,61.32,61.32,0.0,0.0,60.28,60.28,60.28,0.0,0.0,60.72,60.72,60.72,0.0,0.0
2018-09-02,61.08,61.08,61.08,0.0,0.0,61.76,61.76,61.76,0.0,0.0,60.44,60.44,60.44,0.0,0.0,60.96,60.96,60.96,0.0,0.0
2018-09-09,59.28,59.28,59.28,0.0,0.0,60.04,60.04,60.04,0.0,0.0,59.04,59.04,59.04,0.0,0.0,59.52,59.52,59.52,0.0,0.0
2018-09-16,55.4,55.4,55.4,0.0,0.0,56.0,56.0,56.0,0.0,0.0,55.4,55.4,55.4,0.0,0.0,55.72,55.72,55.72,0.0,0.0
2018-09-23,57.92,57.92,57.92,0.0,0.0,57.92,57.92,57.92,0.0,0.0,56.89,56.89,56.89,0.0,0.0,57.24,57.24,57.24,0.0,0.0
2018-09-30,56.12,56.12,56.12,0.0,0.0,58.24,58.24,58.24,0.0,0.0,55.88,55.88,55.88,0.0,0.0,57.36,57.36,57.36,0.0,0.0
2018-10-07,63.72,63.72,63.72,0.0,0.0,67.36,67.36,67.36,0.0,0.0,63.6,63.6,63.6,0.0,0.0,64.68,64.68,64.68,0.0,0.0
2018-10-14,63.56,63.56,63.56,0.0,0.0,64.36,64.36,64.36,0.0,0.0,62.4,62.4,62.4,0.0,0.0,63.6,63.6,63.6,0.0,0.0
2018-10-21,68.8,68.8,68.8,0.0,0.0,71.32,71.32,71.32,0.0,0.0,67.52,67.52,67.52,0.0,0.0,69.4,69.4,69.4,0.0,0.0
2018-10-28,62.36,62.36,62.36,0.0,0.0,66.0,66.0,66.0,0.0,0.0,62.24,62.24,62.24,0.0,0.0,64.68,64.68,64.68,0.0,0.0
2018-11-04,58.24,58.24,58.24,0.0,0.0,59.64,59.64,59.64,0.0,0.0,58.08,58.08,58.08,0.0,0.0,58.88,58.88,58.88,0.0,0.0
2018-11-11,64.4,64.4,64.4,0.0,0.0,64.72,64.72,64.72,0.0,0.0,62.0,62.0,62.0,0.0,0.0,62.68,62.68,62.68,0.0,0.0
2018-11-18,71.36,71.36,71.36,0.0,0.0,71.68,71.68,71.68,0.0,0.0,70.56,70.56,70.56,0.0,0.0,71.6,71.6,71.6,0.0,0.0
2018-11-25,62.96,62.96,62.96,0.0,0.0,63.16,63.16,63.16,0.0,0.0,60.93,60.93,60.93,0.0,0.0,61.24,61.24,61.24,0.0,0.0
2018-12-02,65.36,65.36,65.36,0.0,0.0,70.26,70.26,70.26,0.0,0.0,63.91,63.91,63.91,0.0,0.0,69.4,69.4,69.4,0.0,0.0
2018-12-09,69.72,69.72,69.72,0.0,0.0,72.42,72.42,72.42,0.0,0.0,69.12,69.12,69.12,0.0,0.0,71.8,71.8,71.8,0.0,0.0
2018-12-16,83.16,83.16,83.16,0.0,0.0,88.89,88.89,88.89,0.0,0.0,79.48,79.48,79.48,0.0,0.0,88.52,88.52,88.52,0.0,0.0
2018-12-23,77.28,77.28,77.28,0.0,0.0,80.36,80.36,80.36,0.0,0.0,76.24,76.24,76.24,0.0,0.0,79.4,79.4,79.4,0.0,0.0
2018-12-30,79.6,79.6,79.6,0.0,0.0,79.96,79.96,79.96,0.0,0.0,74.0,74.0,74.0,0.0,0.0,74.96,74.96,74.96,0.0,0.0
2019-01-06,70.76,70.76,70.76,0.0,0.0,71.52,71.52,71.52,0.0,0.0,69.72,69.72,69.72,0.0,0.0,69.72,69.72,69.72,0.0,0.0
2019-01-13,65.0,65.0,65.0,0.0,0.0,65.88,65.88,65.88,0.0,0.0,63.52,63.52,63.52,0.0,0.0,63.88,63.88,63.88,0.0,0.0
2019-01-20,63.52,63.52,63.52,0.0,0.0,64.12,64.12,64.12,0.0,0.0,62.64,62.64,62.64,0.0,0.0,63.64,63.64,63.64,0.0,0.0
2019-01-27,61.04,61.04,61.04,0.0,0.0,61.72,61.72,61.72,0.0,0.0,60.16,60.16,60.16,0.0,0.0,61.08,61.08,61.08,0.0,0.0
2019-02-03,61.24,61.24,61.24,0.0,0.0,62.19,62.19,62.19,0.0,0.0,60.6,60.6,60.6,0.0,0.0,60.68,60.68,60.68,0.0,0.0
2019-02-10,56.76,56.76,56.76,0.0,0.0,56.76,56.76,56.76,0.0,0.0,55.08,55.08,55.08,0.0,0.0,55.12,55.12,55.12,0.0,0.0
2019-02-17,54.76,54.76,54.76,0.0,0.0,54.89,54.89,54.89,0.0,0.0,54.0,54.0,54.0,0.0,0.0,54.2,54.2,54.2,0.0,0.0
2019-02-24,53.68,53.68,53.68,0.0,0.0,54.85,54.85,54.85,0.0,0.0,53.4,53.4,53.4,0.0,0.0,54.08,54.08,54.08,0.0,0.0
2019-03-03,59.2,59.2,59.2,0.0,0.0,59.24,59.24,59.24,0.0,0.0,57.76,57.76,57.76,0.0,0.0,57.8,57.8,57.8,0.0,0.0
2019-03-10,55.64,55.64,55.64,0.0,0.0,56.47,56.47,56.47,0.0,0.0,54.64,54.64,54.64,0.0,0.0,55.2,55.2,55.2,0.0,0.0
2019-03-17,55.24,55.24,55.24,0.0,0.0,57.24,57.24,57.24,0.0,0.0,54.86,54.86,54.86,0.0,0.0,57.2,57.2,57.2,0.0,0.0
2019-03-24,54.88,54.88,54.88,0.0,0.0,55.56,55.56,55.56,0.0,0.0,54.4,54.4,54.4,0.0,0.0,54.52,54.52,54.52,0.0,0.0
2019-03-31,51.28,51.28,51.28,0.0,0.0,51.8,51.8,51.8,0.0,0.0,51.12,51.12,51.12,0.0,0.0,51.44,51.44,51.44,0.0,0.0
2019-04-07,51.76,51.76,51.76,0.0,0.0,52.19,52.19,52.19,0.0,0.0,51.4,51.4,51.4,0.0,0.0,51.64,51.64,51.64,0.0,0.0
2019-04-14,51.04,51.04,51.04,0.0,0.0,51.4,51.4,51.4,0.0,0.0,50.5,50.5,50.5,0.0,0.0,50.76,50.76,50.76,0.0,0.0
2019-04-21,51.44,51.44,51.44,0.0,0.0,51.76,51.76,51.76,0.0,0.0,50.88,50.88,50.88,0.0,0.0,50.96,50.96,50.96,0.0,0.0
2019-04-28,51.52,51.52,51.52,0.0,0.0,52.0,52.0,52.0,0.0,0.0,51.0,51.0,51.0,0.0,0.0,51.24,51.24,51.24,0.0,0.0
2019-05-05,55.6,55.6,55.6,0.0,0.0,57.32,57.32,57.32,0.0,0.0,53.8,53.8,53.8,0.0,0.0,54.24,54.24,54.24,0.0,0.0
2019-05-12,55.88,55.88,55.88,0.0,0.0,56.04,56.04,56.04,0.0,0.0,54.0,54.0,54.0,0.0,0.0,55.16,55.16,55.16,0.0,0.0
2019-05-19,56.03,56.03,56.03,0.0,0.0,56.87,56.87,56.87,0.0,0.0,55.77,55.77,55.77,0.0,0.0,56.2,56.2,56.2,0.0,0.0
2019-05-26,60.72,60.72,60.72,0.0,0.0,61.57,61.57,61.57,0.0,0.0,60.31,60.31,60.31,0.0,0.0,61.49,61.49,61.49,0.0,0.0
2019-06-02,54.48,54.48,54.48,0.0,0.0,54.55,54.55,54.55,0.0,0.0,52.8,52.8,52.8,0.0,0.0,53.38,53.38,53.38,0.0,0.0
2019-06-09,52.84,52.84,52.84,0.0,0.0,53.33,53.33,53.33,0.0,0.0,52.29,52.29,52.29,0.0,0.0,52.69,52.69,52.69,0.0,0.0
2019-06-16,49.0,49.0,49.0,0.0,0.0,49.19,49.19,49.19,0.0,0.0,48.07,48.07,48.07,0.0,0.0,49.08,49.08,49.08,0.0,0.0
2019-06-23,49.49,49.49,49.49,0.0,0.0,49.99,49.99,49.99,0.0,0.0,49.33,49.33,49.33,0.0,0.0,49.58,49.58,49.58,0.0,0.0
2019-06-30,48.08,48.08,48.08,0.0,0.0,48.77,48.77,48.77,0.0,0.0,47.62,47.62,47.62,0.0,0.0,47.76,47.76,47.76,0.0,0.0
2019-07-07,46.51,46.51,46.51,0.0,0.0,46.57,46.57,46.57,0.0,0.0,45.65,45.65,45.65,0.0,0.0,45.71,45.71,45.71,0.0,0.0
2019-07-14,45.67,45.67,45.67,0.0,0.0,46.62,46.62,46.62,0.0,0.0,45.63,45.63,45.63,0.0,0.0,46.58,46.58,46.58,0.0,0.0
2019-07-21,46.51,46.51,46.51,0.0,0.0,46.79,46.79,46.79,0.0,0.0,46.33,46.33,46.33,0.0,0.0,46.41,46.41,46.41,0.0,0.0
2019-07-28,50.0,50.0,50.0,0.0,0.0,51.56,51.56,51.56,0.0,0.0,49.74,49.74,49.74,0.0,0.0,50.27,50.27,50.27,0.0,0.0
2019-08-04,50.75,50.75,50.75,0.0,0.0,51.98,51.98,51.98,0.0,0.0,50.16,50.16,50.16,0.0,0.0,50.9,50.9,50.9,0.0,0.0
2019-08-11,53.66,53.66,53.66,0.0,0.0,53.95,53.95,53.95,0.0,0.0,52.43,52.43,52.43,0.0,0.0,52.67,52.67,52.67,0.0,0.0
2019-08-18,51.26,51.26,51.26,0.0,0.0,54.81,54.81,54.81,0.0,0.0,50.11,50.11,50.11,0.0,0.0,54.09,54.09,54.09,0.0,0.0
2019-08-25,48.73,48.73,48.73,0.0,0.0,49.89,49.89,49.89,0.0,0.0,48.65,48.65,48.65,0.0,0.0,49.33,49.33,49.33,0.0,0.0
2019-09-01,47.14,47.14,47.14,0.0,0.0,47.5,47.5,47.5,0.0,0.0,46.69,46.69,46.69,0.0,0.0,47.01,47.01,47.01,0.0,0.0
2019-09-08,44.69,44.69,44.69,0.0,0.0,44.94,44.94,44.94,0.0,0.0,44.54,44.54,44.54,0.0,0.0,44.88,44.88,44.88,0.0,0.0
2019-09-15,45.27,45.27,45.27,0.0,0.0,46.37,46.37,46.37,0.0,0.0,45.03,45.03,45.03,0.0,0.0,46.3,46.3,46.3,0.0,0.0
2019-09-22,45.95,45.95,45.95,0.0,0.0,47.26,47.26,47.26,0.0,0.0,45.73,45.73,45.73,0.0,0.0,46.73,46.73,46.73,0.0,0.0
2019-09-29,49.41,49.41,49.41,0.0,0.0,49.53,49.53,49.53,0.0,0.0,47.75,47.75,47.75,0.0,0.0,47.9,47.9,47.9,0.0,0.0
2019-10-06,46.69,46.69,46.69,0.0,0.0,46.76,46.76,46.76,0.0,0.0,45.4,45.4,45.4,0.0,0.0,46.5,46.5,46.5,0.0,0.0
2019-10-13,45.71,45.71,45.71,0.0,0.0,46.66,46.66,46.66,0.0,0.0,45.46,45.46,45.46,0.0,0.0,46.66,46.66,46.66,0.0,0.0
2019-10-20,46.69,46.69,46.69,0.0,0.0,46.73,46.73,46.73,0.0,0.0,45.43,45.43,45.43,0.0,0.0,45.76,45.76,45.76,0.0,0.0
2019-10-27,44.61,44.61,44.61,0.0,0.0,44.68,44.68,44.68,0.0,0.0,43.88,43.88,43.88,0.0,0.0,43.89,43.89,43.89,0.0,0.0
2019-11-03,42.11,42.11,42.11,0.0,0.0,42.59,42.59,42.59,0.0,0.0,42.09,42.09,42.09,0.0,0.0,42.14,42.14,42.14,0.0,0.0
2019-11-10,41.1,41.1,41.1,0.0,0.0,41.3,41.3,41.3,0.0,0.0,40.64,40.64,40.64,0.0,0.0,40.64,40.64,40.64,0.0,0.0
2019-11-17,41.36,41.36,41.36,0.0,0.0,41.62,41.62,41.62,0.0,0.0,41.08,41.08,41.08,0.0,0.0,41.21,41.21,41.21,0.0,0.0
2019-11-24,40.16,40.16,40.16,0.0,0.0,40.33,40.33,40.33,0.0,0.0,40.01,40.01,40.01,0.0,0.0,40.23,40.23,40.23,0.0,0.0
2019-12-01,40.96,40.96,40.96,0.0,0.0,40.96,40.96,40.96,0.0,0.0,40.24,40.24,40.24,0.0,0.0,40.33,40.33,40.33,0.0,0.0
2019-12-08,39.85,39.85,39.85,0.0,0.0,40.23,40.23,40.23,0.0,0.0,39.13,39.13,39.13,0.0,0.0,39.73,39.73,39.73,0.0,0.0
2019-12-15,38.38,38.38,38.38,0.0,0.0,38.52,38.52,38.52,0.0,0.0,38.22,38.22,38.22,0.0,0.0,38.48,38.48,38.48,0.0,0.0
2019-12-22,37.4,37.4,37.4,0.0,0.0,37.78,37.78,37.78,0.0,0.0,37.4,37.4,37.4,0.0,0.0,37.6,37.6,37.6,0.0,0.0
2019-12-29,37.98,37.98,37.98,0.0,0.0,38.01,38.01,38.01,0.0,0.0,37.31,37.31,37.31,0.0,0.0,37.62,37.62,37.62,0.0,0.0
2020-01-05,36.25,36.25,36.25,0.0,0.0,37.03,37.03,37.03,0.0,0.0,36.19,36.19,36.19,0.0,0.0,36.86,36.86,36.86,0.0,0.0
2020-01-12,34.89,34.89,34.89,0.0,0.0,35.16,35.16,35.16,0.0,0.0,34.86,34.86,34.86,0.0,0.0,35.0,35.0,35.0,0.0,0.0
2020-01-19,35.28,35.28,35.28,0.0,0.0,36.82,36.82,36.82,0.0,0.0,35.17,35.17,35.17,0.0,0.0,36.28,36.28,36.28,0.0,0.0
2020-01-26,37.34,37.34,37.34,0.0,0.0,39.38,39.38,39.38,0.0,0.0,37.24,37.24,37.24,0.0,0.0,39.11,39.11,39.11,0.0,0.0
2020-02-02,35.01,35.01,35.01,0.0,0.0,35.73,35.73,35.73,0.0,0.0,34.98,34.98,34.98,0.0,0.0,35.54,35.54,35.54,0.0,0.0
2020-02-09,34.22,34.22,34.22,0.0,0.0,34.76,34.76,34.76,0.0,0.0,34.16,34.16,34.16,0.0,0.0,34.36,34.36,34.36,0.0,0.0
2020-02-16,35.43,35.43,35.43,0.0,0.0,36.17,36.17,36.17,0.0,0.0,35.35,35.35,35.35,0.0,0.0,35.8,35.8,35.8,0.0,0.0
2020-02-23,54.0,54.0,54.0,0.0,0.0,55.98,55.98,55.98,0.0,0.0,51.21,51.21,51.21,0.0,0.0,51.3,51.3,51.3,0.0,0.0
2020-03-01,49.82,49.82,49.82,0.0,0.0,50.46,50.46,50.46,0.0,0.0,46.39,46.39,46.39,0.0,0.0,47.05,47.05,47.05,0.0,0.0
2020-03-08,55.21,55.21,55.21,0.0,0.0,55.21,55.21,55.21,0.0,0.0,55.21,55.21,55.21,0.0,0.0,55.21,55.21,55.21,0.0,0.0
2020-03-15,83.21,83.21,83.21,0.0,0.0,83.21,83.21,83.21,0.0,0.0,83.21,83.21,83.21,0.0,0.0,83.21,83.21,83.21,0.0,0.0
2020-03-22,50.43,50.43,50.43,0.0,0.0,50.43,50.43,50.43,0.0,0.0,50.43,50.43,50.43,0.0,0.0,50.43,50.43,50.43,0.0,0.0
2020-03-29,51.8,51.8,51.8,0.0,0.0,54.7,54.7,54.7,0.0,0.0,50.54,50.54,50.54,0.0,0.0,53.24,53.24,53.24,0.0,0.0
2020-04-05,35.15,35.15,35.15,0.0,0.0,36.54,36.54,36.54,0.0,0.0,34.13,34.13,34.13,0.0,0.0,35.49,35.49,35.49,0.0,0.0
2020-04-12,33.24,33.24,33.24,0.0,0.0,34.74,34.74,34.74,0.0,0.0,32.68,32.68,32.68,0.0,0.0,32.89,32.89,32.89,0.0,0.0
2020-04-19,34.97,34.97,34.97,0.0,0.0,36.01,36.01,36.01,0.0,0.0,34.15,34.15,34.15,0.0,0.0,34.36,34.36,34.36,0.0,0.0
2020-04-26,34.24,34.24,34.24,0.0,0.0,34.24,34.24,34.24,0.0,0.0,34.24,34.24,34.24,0.0,0.0,34.24,34.24,34.24,0.0,0.0
2020-05-03,32.09,32.09,32.09,0.0,0.0,32.53,32.53,32.53,0.0,0.0,31.48,31.48,31.48,0.0,0.0,31.57,31.57,31.57,0.0,0.0
2020-05-10,35.07,35.07,35.07,0.0,0.0,35.36,35.36,35.36,0.0,0.0,33.74,33.74,33.74,0.0,0.0,33.9,33.9,33.9,0.0,0.0
2020-05-17,30.28,30.28,30.28,0.0,0.0,30.91,30.91,30.91,0.0,0.0,30.19,30.19,30.19,0.0,0.0,30.25,30.25,30.25,0.0,0.0
2020-05-24,27.16,27.16,27.16,0.0,0.0,28.0,28.0,28.0,0.0,0.0,26.51,26.51,26.51,0.0,0.0,26.91,26.91,26.91,0.0,0.0
2020-05-31,21.83,21.83,21.83,0.0,0.0,21.83,21.83,21.83,0.0,0.0,21.83,21.83,21.83,0.0,0.0,21.83,21.83,21.83,0.0,0.0
2020-06-07,24.3,24.3,24.3,0.0,0.0,26.7,26.7,26.7,0.0,0.0,23.88,23.88,23.88,0.0,0.0,25.06,25.06,25.06,0.0,0.0
2020-06-14,22.6,22.6,22.6,0.0,0.0,24.45,24.45,24.45,0.0,0.0,22.6,22.6,22.6,0.0,0.0,24.18,24.18,24.18,0.0,0.0
2020-06-21,24.86,24.86,24.86,0.0,0.0,26.57,26.57,26.57,0.0,0.0,24.75,24.75,24.75,0.0,0.0,26.4,26.4,26.4,0.0,0.0
2020-06-28,23.87,23.87,23.87,0.0,0.0,23.87,23.87,23.87,0.0,0.0,23.87,23.87,23.87,0.0,0.0,23.87,23.87,23.87,0.0,0.0
2020-07-05,23.12,23.12,23.12,0.0,0.0,23.69,23.69,23.69,0.0,0.0,22.89,22.89,22.89,0.0,0.0,23.6,23.6,23.6,0.0,0.0
