Date,iShares Core MSCI Emerging MarketsEtf_Open_average,iShares Core MSCI Emerging MarketsEtf_Open_max,iShares Core MSCI Emerging MarketsEtf_Open_min,iShares Core MSCI Emerging MarketsEtf_Open_volatility,iShares Core MSCI Emerging MarketsEtf_Open_change,iShares Core MSCI Emerging MarketsEtf_High_average,iShares Core MSCI Emerging MarketsEtf_High_max,iShares Core MSCI Emerging MarketsEtf_High_min,iShares Core MSCI Emerging MarketsEtf_High_volatility,iShares Core MSCI Emerging MarketsEtf_High_change,iShares Core MSCI Emerging MarketsEtf_Low_average,iShares Core MSCI Emerging MarketsEtf_Low_max,iShares Core MSCI Emerging MarketsEtf_Low_min,iShares Core MSCI Emerging MarketsEtf_Low_volatility,iShares Core MSCI Emerging MarketsEtf_Low_change,iShares Core MSCI Emerging MarketsEtf_Close_average,iShares Core MSCI Emerging MarketsEtf_Close_max,iShares Core MSCI Emerging MarketsEtf_Close_min,iShares Core MSCI Emerging MarketsEtf_Close_volatility,iShares Core MSCI Emerging MarketsEtf_Close_change
2018-01-14,60.29,60.29,60.29,0.0,0.0,60.46,60.46,60.46,0.0,0.0,60.08,60.08,60.08,0.0,0.0,60.46,60.46,60.46,0.0,0.0
2018-01-21,61.97,61.97,61.97,0.0,0.0,62.36,62.36,62.36,0.0,0.0,61.82,61.82,61.82,0.0,0.0,62.35,62.35,62.35,0.0,0.0
2018-01-28,59.73,59.73,59.73,0.0,0.0,59.77,59.77,59.77,0.0,0.0,58.78,58.78,58.78,0.0,0.0,58.85,58.85,58.85,0.0,0.0
2018-02-04,55.68,55.68,55.68,0.0,0.0,56.22,56.22,56.22,0.0,0.0,54.18,54.18,54.18,0.0,0.0,55.85,55.85,55.85,0.0,0.0
2018-02-11,59.12,59.12,59.12,0.0,0.0,59.84,59.84,59.84,0.0,0.0,59.08,59.08,59.08,0.0,0.0,59.32,59.32,59.32,0.0,0.0
2018-02-18,59.29,59.29,59.29,0.0,0.0,59.61,59.61,59.61,0.0,0.0,59.01,59.01,59.01,0.0,0.0,59.58,59.58,59.58,0.0,0.0
2018-02-25,56.96,56.96,56.96,0.0,0.0,57.93,57.93,57.93,0.0,0.0,56.63,56.63,56.63,0.0,0.0,57.82,57.82,57.82,0.0,0.0
2018-03-04,58.88,58.88,58.88,0.0,0.0,59.62,59.62,59.62,0.0,0.0,58.82,58.82,58.82,0.0,0.0,59.62,59.62,59.62,0.0,0.0
2018-03-11,59.01,59.01,59.01,0.0,0.0,59.18,59.18,59.18,0.0,0.0,58.92,58.92,58.92,0.0,0.0,59.01,59.01,59.01,0.0,0.0
2018-03-18,57.51,57.51,57.51,0.0,0.0,57.62,57.62,57.62,0.0,0.0,56.29,56.29,56.29,0.0,0.0,56.31,56.31,56.31,0.0,0.0
2018-03-25,57.27,57.27,57.27,0.0,0.0,58.24,58.24,58.24,0.0,0.0,57.22,57.22,57.22,0.0,0.0,58.08,58.08,58.08,0.0,0.0
2018-04-01,57.24,57.24,57.24,0.0,0.0,57.63,57.63,57.63,0.0,0.0,56.38,56.38,56.38,0.0,0.0,56.71,56.71,56.71,0.0,0.0
2018-04-08,57.84,57.84,57.84,0.0,0.0,57.87,57.87,57.87,0.0,0.0,57.19,57.19,57.19,0.0,0.0,57.34,57.34,57.34,0.0,0.0
2018-04-15,57.29,57.29,57.29,0.0,0.0,57.33,57.33,57.33,0.0,0.0,56.72,56.72,56.72,0.0,0.0,56.97,56.97,56.97,0.0,0.0
2018-04-22,56.89,56.89,56.89,0.0,0.0,56.98,56.98,56.98,0.0,0.0,56.58,56.58,56.58,0.0,0.0,56.91,56.91,56.91,0.0,0.0
2018-04-29,55.21,55.21,55.21,0.0,0.0,56.11,56.11,56.11,0.0,0.0,55.11,55.11,55.11,0.0,0.0,55.93,55.93,55.93,0.0,0.0
2018-05-06,57.3,57.3,57.3,0.0,0.0,57.39,57.39,57.39,0.0,0.0,56.89,56.89,56.89,0.0,0.0,57.0,57.0,57.0,0.0,0.0
2018-05-13,55.54,55.54,55.54,0.0,0.0,55.66,55.66,55.66,0.0,0.0,55.39,55.39,55.39,0.0,0.0,55.56,55.56,55.56,0.0,0.0
2018-05-20,55.72,55.72,55.72,0.0,0.0,56.01,56.01,56.01,0.0,0.0,55.64,55.64,55.64,0.0,0.0,55.9,55.9,55.9,0.0,0.0
2018-05-27,55.61,55.61,55.61,0.0,0.0,55.91,55.91,55.91,0.0,0.0,55.5,55.5,55.5,0.0,0.0,55.83,55.83,55.83,0.0,0.0
2018-06-03,55.74,55.74,55.74,0.0,0.0,56.14,56.14,56.14,0.0,0.0,55.51,55.51,55.51,0.0,0.0,55.95,55.95,55.95,0.0,0.0
2018-06-10,54.52,54.52,54.52,0.0,0.0,54.68,54.68,54.68,0.0,0.0,54.23,54.23,54.23,0.0,0.0,54.66,54.66,54.66,0.0,0.0
2018-06-17,53.11,53.11,53.11,0.0,0.0,53.12,53.12,53.12,0.0,0.0,52.72,52.72,52.72,0.0,0.0,52.87,52.87,52.87,0.0,0.0
2018-06-24,52.03,52.03,52.03,0.0,0.0,52.25,52.25,52.25,0.0,0.0,51.97,51.97,51.97,0.0,0.0,52.22,52.22,52.22,0.0,0.0
2018-07-01,51.64,51.64,51.64,0.0,0.0,52.38,52.38,52.38,0.0,0.0,51.62,51.62,51.62,0.0,0.0,52.19,52.19,52.19,0.0,0.0
2018-07-08,52.66,52.66,52.66,0.0,0.0,52.87,52.87,52.87,0.0,0.0,52.48,52.48,52.48,0.0,0.0,52.68,52.68,52.68,0.0,0.0
2018-07-15,52.65,52.65,52.65,0.0,0.0,52.92,52.92,52.92,0.0,0.0,52.61,52.61,52.61,0.0,0.0,52.87,52.87,52.87,0.0,0.0
2018-07-22,53.92,53.92,53.92,0.0,0.0,54.0,54.0,54.0,0.0,0.0,53.42,53.42,53.42,0.0,0.0,53.7,53.7,53.7,0.0,0.0
2018-07-29,52.94,52.94,52.94,0.0,0.0,53.22,53.22,53.22,0.0,0.0,52.9,52.9,52.9,0.0,0.0,53.16,53.16,53.16,0.0,0.0
2018-08-05,51.94,51.94,51.94,0.0,0.0,52.12,52.12,52.12,0.0,0.0,51.79,51.79,51.79,0.0,0.0,51.95,51.95,51.95,0.0,0.0
2018-08-12,50.17,50.17,50.17,0.0,0.0,50.94,50.94,50.94,0.0,0.0,50.03,50.03,50.03,0.0,0.0,50.83,50.83,50.83,0.0,0.0
2018-08-19,51.95,51.95,51.95,0.0,0.0,52.14,52.14,52.14,0.0,0.0,51.8,51.8,51.8,0.0,0.0,52.1,52.1,52.1,0.0,0.0
