Date,EXPStock_Open_average,EXPStock_Open_max,EXPStock_Open_min,EXPStock_Open_volatility,EXPStock_Open_change,EXPStock_High_average,EXPStock_High_max,EXPStock_High_min,EXPStock_High_volatility,EXPStock_High_change,EXPStock_Low_average,EXPStock_Low_max,EXPStock_Low_min,EXPStock_Low_volatility,EXPStock_Low_change,EXPStock_Close_average,EXPStock_Close_max,EXPStock_Close_min,EXPStock_Close_volatility,EXPStock_Close_change,EXPStock_Volume_average,EXPStock_Volume_max,EXPStock_Volume_min,EXPStock_Volume_volatility,EXPStock_Volume_change
2018-01-14,118.1425,121.53,116.23,5.299999999999997,-5.299999999999997,118.9525,122.49,117.08,5.409999999999997,-5.409999999999997,116.39,117.34,115.59,1.75,-1.460000000000008,116.9,117.83,115.89,1.9399999999999977,-0.8100000000000023,427360,531730,215663,316067,-285026
2018-01-21,118.356,119.48,116.82,2.660000000000011,2.660000000000011,119.25200000000001,120.43,117.84,2.5900000000000034,2.5900000000000034,117.272,118.65,115.69,2.960000000000008,2.960000000000008,118.72,120.3,117.8,2.5,2.5,368183,406831,328468,78363,-1025
2018-01-28,115.342,120.15,111.52,8.63000000000001,-8.63000000000001,116.18,120.29,112.02,8.27000000000001,-8.27000000000001,112.254,117.89,107.75,10.14,-8.64,113.978,118.05,109.33,8.719999999999999,-8.719999999999999,1036367,2352353,274361,2077992,482014
2018-02-04,105.166,108.0,102.29,5.709999999999994,-5.709999999999994,107.242,109.16,103.8,5.359999999999999,-5.359999999999999,102.43,105.98,99.23,6.75,-3.8499999999999943,104.39399999999999,106.61,101.32,5.290000000000006,-3.219999999999999,731501,845031,661736,183295,-118811
2018-02-11,104.222,106.83,102.92,3.9099999999999966,3.719999999999999,105.756,107.54,104.27,3.2700000000000102,3.2700000000000102,102.73,103.9,101.67,2.230000000000004,0.9399999999999977,104.06,106.58,102.75,3.8299999999999983,-0.5600000000000023,593240,780278,413081,367197,316257
2018-02-18,102.62,103.78,101.92,1.8599999999999994,1.4399999999999977,104.015,104.43,103.5,0.9300000000000068,0.4200000000000017,101.67,103.02,101.0,2.019999999999996,2.019999999999996,102.9225,104.37,101.59,2.780000000000001,2.0500000000000114,449933,629622,295037,334585,-334585
2018-02-25,102.648,104.96,100.48,4.47999999999999,-4.049999999999997,103.632,105.83,101.64,4.189999999999998,-3.9200000000000017,100.77,102.71,99.12,3.589999999999989,-3.589999999999989,102.03999999999999,105.13,100.23,4.8999999999999915,-3.780000000000001,416232,497500,287622,209878,-99984
2018-03-04,102.43,103.23,100.68,2.549999999999997,2.029999999999987,103.626,104.41,102.91,1.5,0.12000000000000455,101.47200000000001,102.28,100.18,2.0999999999999943,1.7299999999999898,102.76,103.81,101.95,1.8599999999999994,0.5400000000000063,438073,568265,250729,317536,317536
2018-03-11,101.688,103.24,98.29,4.949999999999989,-4.779999999999987,102.28399999999999,103.67,100.1,3.5700000000000074,-3.280000000000001,100.37,102.4,98.29,4.109999999999999,-3.779999999999987,100.822,102.8,98.72,4.079999999999998,-3.6099999999999994,473301,630620,296557,334063,334063
2018-03-18,98.036,99.6,96.88,2.719999999999999,1.4599999999999937,99.244,100.98,98.19,2.7900000000000063,2.0400000000000063,97.002,98.28,95.89,2.3900000000000006,1.5600000000000023,97.668,99.32,95.9,3.4199999999999875,1.3399999999999892,606438,918420,352159,566261,411840
2018-03-25,102.67500000000001,105.54,100.7,4.840000000000003,-1.5,104.47749999999999,106.16,102.85,3.3100000000000023,-2.799999999999997,100.895,101.76,99.94,1.8200000000000074,-0.7800000000000011,102.75,105.57,100.14,5.429999999999993,-2.519999999999996,788795,1416116,466184,949932,-949932
2018-04-01,100.642,102.23,98.54,3.6899999999999977,-1.0100000000000051,102.096,103.29,100.57,2.720000000000013,-1.3100000000000023,99.018,101.87,97.49,4.38000000000001,0.8799999999999955,100.522,102.31,98.96,3.3500000000000085,0.6900000000000119,526070,656886,469152,187734,-162149
2018-04-08,100.148,100.74,99.82,0.9200000000000017,0.6600000000000108,100.752,101.44,100.0,1.4399999999999977,0.480000000000004,99.02,99.77,98.22,1.5499999999999972,0.10999999999999943,99.8,100.95,98.37,2.5799999999999983,0.6199999999999903,409135,485984,308096,177888,-27431
2018-04-15,101.57,102.9,99.19,3.710000000000008,2.5,102.63,103.86,100.82,3.0400000000000063,1.3800000000000097,100.516,101.88,99.11,2.769999999999996,1.5600000000000023,101.426,102.83,99.79,3.039999999999992,1.0899999999999892,311191,444713,207674,237039,125178
2018-04-22,101.186,102.37,99.3,3.0700000000000074,-0.4100000000000108,102.06,103.35,101.38,1.9699999999999989,-0.5400000000000063,99.808,100.73,98.84,1.8900000000000006,-0.18999999999999773,100.98,101.64,99.82,1.8200000000000074,-0.07000000000000739,361477,539200,238284,300916,-123792
2018-04-29,99.844,101.72,98.57,3.1500000000000057,-2.0600000000000023,101.724,104.5,99.05,5.450000000000003,1.9000000000000057,97.856,99.36,95.48,3.8799999999999955,0.5300000000000011,99.77,101.75,98.11,3.6400000000000006,2.7900000000000063,573094,855599,390016,465583,150136
2018-05-06,103.55199999999999,104.91,101.73,3.1799999999999926,3.0999999999999943,105.142,106.62,102.98,3.6400000000000006,3.6400000000000006,102.826,104.57,100.98,3.589999999999989,3.589999999999989,104.122,106.05,101.82,4.230000000000004,4.230000000000004,414711,532360,313190,219170,112602
2018-05-13,106.314,107.76,104.0,3.760000000000005,0.3999999999999915,109.294,111.33,107.19,4.140000000000001,2.430000000000007,105.8,107.42,103.97,3.450000000000003,0.9099999999999966,107.47,109.41,105.81,3.5999999999999943,3.5999999999999943,705058,1149092,444674,704418,-168037
2018-05-20,108.77,109.86,107.35,2.510000000000005,-2.25,109.594,110.9,107.96,2.940000000000012,-2.940000000000012,107.85,109.24,106.76,2.4799999999999898,-2.4799999999999898,108.284,109.54,107.1,2.440000000000012,-2.440000000000012,428052,565361,318197,247164,247164
