Date,DB Gold Short Exp 15 Feb 2038Etf_Open_average,DB Gold Short Exp 15 Feb 2038Etf_Open_max,DB Gold Short Exp 15 Feb 2038Etf_Open_min,DB Gold Short Exp 15 Feb 2038Etf_Open_volatility,DB Gold Short Exp 15 Feb 2038Etf_Open_change,DB Gold Short Exp 15 Feb 2038Etf_High_average,DB Gold Short Exp 15 Feb 2038Etf_High_max,DB Gold Short Exp 15 Feb 2038Etf_High_min,DB Gold Short Exp 15 Feb 2038Etf_High_volatility,DB Gold Short Exp 15 Feb 2038Etf_High_change,DB Gold Short Exp 15 Feb 2038Etf_Low_average,DB Gold Short Exp 15 Feb 2038Etf_Low_max,DB Gold Short Exp 15 Feb 2038Etf_Low_min,DB Gold Short Exp 15 Feb 2038Etf_Low_volatility,DB Gold Short Exp 15 Feb 2038Etf_Low_change,DB Gold Short Exp 15 Feb 2038Etf_Close_average,DB Gold Short Exp 15 Feb 2038Etf_Close_max,DB Gold Short Exp 15 Feb 2038Etf_Close_min,DB Gold Short Exp 15 Feb 2038Etf_Close_volatility,DB Gold Short Exp 15 Feb 2038Etf_Close_change
2018-12-09,14.77,14.77,14.77,0.0,0.0,14.78,14.78,14.78,0.0,0.0,14.77,14.77,14.77,0.0,0.0,14.77,14.77,14.77,0.0,0.0
2018-12-16,14.55,14.55,14.55,0.0,0.0,14.58,14.58,14.58,0.0,0.0,14.54,14.54,14.54,0.0,0.0,14.58,14.58,14.58,0.0,0.0
2018-12-23,14.31,14.31,14.31,0.0,0.0,14.31,14.31,14.31,0.0,0.0,14.29,14.29,14.29,0.0,0.0,14.29,14.29,14.29,0.0,0.0
2018-12-30,14.36,14.36,14.36,0.0,0.0,14.37,14.37,14.37,0.0,0.0,14.25,14.25,14.25,0.0,0.0,14.25,14.25,14.25,0.0,0.0
2019-01-06,14.24,14.24,14.24,0.0,0.0,14.24,14.24,14.24,0.0,0.0,14.21,14.21,14.21,0.0,0.0,14.22,14.22,14.22,0.0,0.0
2019-01-13,14.32,14.32,14.32,0.0,0.0,14.32,14.32,14.32,0.0,0.0,14.31,14.31,14.31,0.0,0.0,14.31,14.31,14.31,0.0,0.0
2019-01-20,14.12,14.12,14.12,0.0,0.0,14.16,14.16,14.16,0.0,0.0,14.12,14.12,14.12,0.0,0.0,14.15,14.15,14.15,0.0,0.0
2019-01-27,13.92,13.92,13.92,0.0,0.0,13.95,13.95,13.95,0.0,0.0,13.84,13.84,13.84,0.0,0.0,13.95,13.95,13.95,0.0,0.0
2019-02-03,14.02,14.02,14.02,0.0,0.0,14.02,14.02,14.02,0.0,0.0,13.99,13.99,13.99,0.0,0.0,13.99,13.99,13.99,0.0,0.0
2019-02-10,13.95,13.95,13.95,0.0,0.0,13.99,13.99,13.99,0.0,0.0,13.93,13.93,13.93,0.0,0.0,13.97,13.97,13.97,0.0,0.0
2019-02-17,13.84,13.84,13.84,0.0,0.0,13.86,13.86,13.86,0.0,0.0,13.84,13.84,13.84,0.0,0.0,13.86,13.86,13.86,0.0,0.0
2019-02-24,14.16,14.16,14.16,0.0,0.0,14.31,14.31,14.31,0.0,0.0,14.07,14.07,14.07,0.0,0.0,14.31,14.31,14.31,0.0,0.0
2019-03-03,14.23,14.23,14.23,0.0,0.0,14.25,14.25,14.25,0.0,0.0,14.13,14.13,14.13,0.0,0.0,14.18,14.18,14.18,0.0,0.0
2019-03-10,14.11,14.11,14.11,0.0,0.0,14.17,14.17,14.17,0.0,0.0,14.11,14.11,14.11,0.0,0.0,14.17,14.17,14.17,0.0,0.0
2019-03-17,14.08,14.08,14.08,0.0,0.0,14.08,14.08,14.08,0.0,0.0,14.08,14.08,14.08,0.0,0.0,14.08,14.08,14.08,0.0,0.0
2019-03-24,14.16,14.16,14.16,0.0,0.0,14.37,14.37,14.37,0.0,0.0,14.16,14.16,14.16,0.0,0.0,14.34,14.34,14.34,0.0,0.0
2019-03-31,14.32,14.32,14.32,0.0,0.0,14.34,14.34,14.34,0.0,0.0,14.26,14.26,14.26,0.0,0.0,14.34,14.34,14.34,0.0,0.0
2019-04-07,14.33,14.33,14.33,0.0,0.0,14.33,14.33,14.33,0.0,0.0,14.33,14.33,14.33,0.0,0.0,14.33,14.33,14.33,0.0,0.0
2019-04-14,14.58,14.58,14.58,0.0,0.0,14.59,14.59,14.59,0.0,0.0,14.52,14.52,14.52,0.0,0.0,14.52,14.52,14.52,0.0,0.0
2019-04-21,14.37,14.37,14.37,0.0,0.0,14.41,14.41,14.41,0.0,0.0,14.32,14.32,14.32,0.0,0.0,14.4,14.4,14.4,0.0,0.0
2019-04-28,14.47,14.47,14.47,0.0,0.0,14.59,14.59,14.59,0.0,0.0,14.47,14.47,14.47,0.0,0.0,14.52,14.52,14.52,0.0,0.0
2019-05-05,14.42,14.42,14.42,0.0,0.0,14.42,14.42,14.42,0.0,0.0,14.42,14.42,14.42,0.0,0.0,14.42,14.42,14.42,0.0,0.0
2019-05-12,14.58,14.58,14.58,0.0,0.0,14.65,14.65,14.65,0.0,0.0,14.49,14.49,14.49,0.0,0.0,14.54,14.54,14.54,0.0,0.0
2019-05-19,14.52,14.52,14.52,0.0,0.0,14.54,14.54,14.54,0.0,0.0,14.42,14.42,14.42,0.0,0.0,14.42,14.42,14.42,0.0,0.0
2019-05-26,14.21,14.21,14.21,0.0,0.0,14.31,14.31,14.31,0.0,0.0,14.21,14.21,14.21,0.0,0.0,14.31,14.31,14.31,0.0,0.0
2019-06-02,13.9,13.9,13.9,0.0,0.0,13.92,13.92,13.92,0.0,0.0,13.9,13.9,13.9,0.0,0.0,13.92,13.92,13.92,0.0,0.0
2019-06-09,13.86,13.86,13.86,0.0,0.0,13.92,13.92,13.92,0.0,0.0,13.86,13.86,13.86,0.0,0.0,13.92,13.92,13.92,0.0,0.0
2019-06-16,13.38,13.38,13.38,0.0,0.0,13.38,13.38,13.38,0.0,0.0,13.26,13.26,13.26,0.0,0.0,13.29,13.29,13.29,0.0,0.0
2019-06-23,13.21,13.21,13.21,0.0,0.0,13.3,13.3,13.3,0.0,0.0,13.09,13.09,13.09,0.0,0.0,13.21,13.21,13.21,0.0,0.0
2019-06-30,13.33,13.33,13.33,0.0,0.0,13.37,13.37,13.37,0.0,0.0,13.28,13.28,13.28,0.0,0.0,13.28,13.28,13.28,0.0,0.0
2019-07-07,13.21,13.21,13.21,0.0,0.0,13.23,13.23,13.23,0.0,0.0,13.14,13.14,13.14,0.0,0.0,13.14,13.14,13.14,0.0,0.0
2019-07-14,13.05,13.05,13.05,0.0,0.0,13.05,13.05,13.05,0.0,0.0,13.04,13.04,13.04,0.0,0.0,13.04,13.04,13.04,0.0,0.0
2019-07-21,13.15,13.15,13.15,0.0,0.0,13.15,13.15,13.15,0.0,0.0,13.13,13.13,13.13,0.0,0.0,13.13,13.13,13.13,0.0,0.0
2019-07-28,12.85,12.85,12.85,0.0,0.0,12.98,12.98,12.98,0.0,0.0,12.85,12.85,12.85,0.0,0.0,12.98,12.98,12.98,0.0,0.0
2019-08-04,12.38,12.38,12.38,0.0,0.0,12.48,12.48,12.48,0.0,0.0,12.37,12.37,12.37,0.0,0.0,12.47,12.47,12.47,0.0,0.0
2019-08-11,12.41,12.41,12.41,0.0,0.0,12.41,12.41,12.41,0.0,0.0,12.25,12.25,12.25,0.0,0.0,12.33,12.33,12.33,0.0,0.0
2019-08-18,12.48,12.48,12.48,0.0,0.0,12.48,12.48,12.48,0.0,0.0,12.21,12.21,12.21,0.0,0.0,12.21,12.21,12.21,0.0,0.0
2019-08-25,12.18,12.18,12.18,0.0,0.0,12.18,12.18,12.18,0.0,0.0,12.18,12.18,12.18,0.0,0.0,12.18,12.18,12.18,0.0,0.0
2019-09-01,12.38,12.38,12.38,0.0,0.0,12.38,12.38,12.38,0.0,0.0,12.38,12.38,12.38,0.0,0.0,12.38,12.38,12.38,0.0,0.0
2019-09-08,12.5,12.5,12.5,0.0,0.0,12.61,12.61,12.61,0.0,0.0,12.5,12.5,12.5,0.0,0.0,12.54,12.54,12.54,0.0,0.0
2019-09-15,12.33,12.33,12.33,0.0,0.0,12.33,12.33,12.33,0.0,0.0,12.33,12.33,12.33,0.0,0.0,12.33,12.33,12.33,0.0,0.0
2019-09-22,12.48,12.48,12.48,0.0,0.0,12.48,12.48,12.48,0.0,0.0,12.48,12.48,12.48,0.0,0.0,12.48,12.48,12.48,0.0,0.0
2019-09-29,11.61,11.61,11.61,0.0,0.0,12.44,12.44,12.44,0.0,0.0,11.61,11.61,11.61,0.0,0.0,12.44,12.44,12.44,0.0,0.0
2019-10-06,12.68,12.68,12.68,0.0,0.0,12.69,12.69,12.69,0.0,0.0,12.57,12.57,12.57,0.0,0.0,12.57,12.57,12.57,0.0,0.0
2019-10-13,12.49,12.49,12.49,0.0,0.0,12.53,12.53,12.53,0.0,0.0,12.49,12.49,12.49,0.0,0.0,12.53,12.53,12.53,0.0,0.0
2019-10-20,12.26,12.26,12.26,0.0,0.0,12.43,12.43,12.43,0.0,0.0,12.26,12.26,12.26,0.0,0.0,12.39,12.39,12.39,0.0,0.0
2019-10-27,12.38,12.38,12.38,0.0,0.0,12.38,12.38,12.38,0.0,0.0,12.36,12.36,12.36,0.0,0.0,12.36,12.36,12.36,0.0,0.0
2019-11-03,12.83,12.83,12.83,0.0,0.0,12.83,12.83,12.83,0.0,0.0,12.83,12.83,12.83,0.0,0.0,12.83,12.83,12.83,0.0,0.0
2019-11-10,12.8,12.8,12.8,0.0,0.0,12.8,12.8,12.8,0.0,0.0,12.73,12.73,12.73,0.0,0.0,12.73,12.73,12.73,0.0,0.0
2019-11-17,12.77,12.77,12.77,0.0,0.0,12.77,12.77,12.77,0.0,0.0,12.77,12.77,12.77,0.0,0.0,12.77,12.77,12.77,0.0,0.0
2019-11-24,12.7,12.7,12.7,0.0,0.0,12.7,12.7,12.7,0.0,0.0,12.7,12.7,12.7,0.0,0.0,12.7,12.7,12.7,0.0,0.0
2019-12-01,12.85,12.85,12.85,0.0,0.0,12.85,12.85,12.85,0.0,0.0,12.85,12.85,12.85,0.0,0.0,12.85,12.85,12.85,0.0,0.0
2019-12-08,12.77,12.77,12.77,0.0,0.0,12.77,12.77,12.77,0.0,0.0,12.69,12.69,12.69,0.0,0.0,12.69,12.69,12.69,0.0,0.0
2019-12-15,12.79,12.79,12.79,0.0,0.0,12.79,12.79,12.79,0.0,0.0,12.7,12.7,12.7,0.0,0.0,12.71,12.71,12.71,0.0,0.0
2019-12-22,12.43,12.43,12.43,0.0,0.0,12.45,12.45,12.45,0.0,0.0,12.41,12.41,12.41,0.0,0.0,12.42,12.42,12.42,0.0,0.0
2019-12-29,12.18,12.18,12.18,0.0,0.0,12.21,12.21,12.21,0.0,0.0,12.1,12.1,12.1,0.0,0.0,12.1,12.1,12.1,0.0,0.0
2020-01-05,12.06,12.06,12.06,0.0,0.0,12.06,12.06,12.06,0.0,0.0,12.02,12.02,12.02,0.0,0.0,12.04,12.04,12.04,0.0,0.0
2020-01-12,12.12,12.12,12.12,0.0,0.0,12.12,12.12,12.12,0.0,0.0,12.12,12.12,12.12,0.0,0.0,12.12,12.12,12.12,0.0,0.0
2020-01-19,11.91,11.91,11.91,0.0,0.0,12.07,12.07,12.07,0.0,0.0,11.9,11.9,11.9,0.0,0.0,12.06,12.06,12.06,0.0,0.0
2020-01-26,11.8,11.8,11.8,0.0,0.0,11.8,11.8,11.8,0.0,0.0,11.8,11.8,11.8,0.0,0.0,11.8,11.8,11.8,0.0,0.0
2020-02-02,11.95,11.95,11.95,0.0,0.0,12.02,12.02,12.02,0.0,0.0,11.91,11.91,11.91,0.0,0.0,11.96,11.96,11.96,0.0,0.0
2020-02-09,12.04,12.04,12.04,0.0,0.0,12.08,12.08,12.08,0.0,0.0,11.87,11.87,11.87,0.0,0.0,11.92,11.92,11.92,0.0,0.0
2020-02-16,11.5,11.5,11.5,0.0,0.0,11.5,11.5,11.5,0.0,0.0,11.44,11.44,11.44,0.0,0.0,11.46,11.46,11.46,0.0,0.0
2020-02-23,11.93,11.93,11.93,0.0,0.0,12.19,12.19,12.19,0.0,0.0,11.83,11.83,11.83,0.0,0.0,12.07,12.07,12.07,0.0,0.0
2020-03-01,11.31,11.31,11.31,0.0,0.0,12.05,12.05,12.05,0.0,0.0,11.31,11.31,11.31,0.0,0.0,11.98,11.98,11.98,0.0,0.0
2020-03-08,12.3,12.3,12.3,0.0,0.0,13.39,13.39,13.39,0.0,0.0,12.3,12.3,12.3,0.0,0.0,13.2,13.2,13.2,0.0,0.0
2020-03-15,12.61,12.61,12.61,0.0,0.0,12.7,12.7,12.7,0.0,0.0,12.6,12.6,12.6,0.0,0.0,12.64,12.64,12.64,0.0,0.0
2020-03-22,11.73,11.73,11.73,0.0,0.0,11.73,11.73,11.73,0.0,0.0,11.57,11.57,11.57,0.0,0.0,11.57,11.57,11.57,0.0,0.0
2020-03-29,11.7,11.7,11.7,0.0,0.0,11.7,11.7,11.7,0.0,0.0,11.6,11.6,11.6,0.0,0.0,11.6,11.6,11.6,0.0,0.0
2020-04-05,11.06,11.06,11.06,0.0,0.0,11.06,11.06,11.06,0.0,0.0,10.85,10.85,10.85,0.0,0.0,10.95,10.95,10.95,0.0,0.0
2020-04-12,11.1,11.1,11.1,0.0,0.0,11.25,11.25,11.25,0.0,0.0,11.06,11.06,11.06,0.0,0.0,11.25,11.25,11.25,0.0,0.0
2020-04-19,10.91,10.91,10.91,0.0,0.0,10.91,10.91,10.91,0.0,0.0,10.91,10.91,10.91,0.0,0.0,10.91,10.91,10.91,0.0,0.0
2020-04-26,11.12,11.12,11.12,0.0,0.0,11.12,11.12,11.12,0.0,0.0,11.12,11.12,11.12,0.0,0.0,11.12,11.12,11.12,0.0,0.0
2020-05-03,11.0,11.0,11.0,0.0,0.0,11.0,11.0,11.0,0.0,0.0,11.0,11.0,11.0,0.0,0.0,11.0,11.0,11.0,0.0,0.0
2020-05-10,10.99,10.99,10.99,0.0,0.0,11.11,11.11,11.11,0.0,0.0,10.99,10.99,10.99,0.0,0.0,11.06,11.06,11.06,0.0,0.0
2020-05-17,10.81,10.81,10.81,0.0,0.0,10.89,10.89,10.89,0.0,0.0,10.79,10.79,10.79,0.0,0.0,10.89,10.89,10.89,0.0,0.0
2020-05-24,10.9,10.9,10.9,0.0,0.0,10.9,10.9,10.9,0.0,0.0,10.9,10.9,10.9,0.0,0.0,10.9,10.9,10.9,0.0,0.0
2020-05-31,11.27,11.27,11.27,0.0,0.0,11.27,11.27,11.27,0.0,0.0,11.27,11.27,11.27,0.0,0.0,11.27,11.27,11.27,0.0,0.0
2020-06-07,10.74,10.74,10.74,0.0,0.0,10.89,10.89,10.89,0.0,0.0,10.74,10.74,10.74,0.0,0.0,10.89,10.89,10.89,0.0,0.0
2020-06-14,10.77,10.77,10.77,0.0,0.0,10.92,10.92,10.92,0.0,0.0,10.75,10.75,10.75,0.0,0.0,10.77,10.77,10.77,0.0,0.0
2020-06-21,10.71,10.71,10.71,0.0,0.0,10.71,10.71,10.71,0.0,0.0,10.48,10.48,10.48,0.0,0.0,10.59,10.59,10.59,0.0,0.0
2020-06-28,10.52,10.52,10.52,0.0,0.0,10.52,10.52,10.52,0.0,0.0,10.52,10.52,10.52,0.0,0.0,10.52,10.52,10.52,0.0,0.0
2020-07-05,10.38,10.38,10.38,0.0,0.0,10.38,10.38,10.38,0.0,0.0,10.38,10.38,10.38,0.0,0.0,10.38,10.38,10.38,0.0,0.0
