Date,ACURStock_Open_average,ACURStock_Open_max,ACURStock_Open_min,ACURStock_Open_volatility,ACURStock_Open_change,ACURStock_High_average,ACURStock_High_max,ACURStock_High_min,ACURStock_High_volatility,ACURStock_High_change,ACURStock_Low_average,ACURStock_Low_max,ACURStock_Low_min,ACURStock_Low_volatility,ACURStock_Low_change,ACURStock_Close_average,ACURStock_Close_max,ACURStock_Close_min,ACURStock_Close_volatility,ACURStock_Close_change,ACURStock_Volume_average,ACURStock_Volume_max,ACURStock_Volume_min,ACURStock_Volume_volatility,ACURStock_Volume_change
2018-01-14,0.68725,0.87,0.535,0.33499999999999996,0.22899999999999998,0.7725,0.87,0.61,0.26,0.16000000000000003,0.61125,0.7,0.535,0.16499999999999992,0.16499999999999992,0.7175,0.84,0.61,0.22999999999999998,0.08999999999999997,110392,235140,20116,215024,-67673
2018-01-21,0.7318,0.75,0.7,0.050000000000000044,-0.030000000000000027,0.7756000000000001,0.84,0.7490000000000001,0.09099999999999986,-0.050999999999999934,0.6921999999999999,0.71,0.6509999999999999,0.05900000000000005,-0.049000000000000044,0.7158,0.74,0.7,0.040000000000000036,-0.029000000000000137,63070,91713,25610,66103,43738
2018-01-28,0.6542,0.7,0.62,0.07999999999999996,-0.07999999999999996,0.6964,0.78,0.62,0.16000000000000003,-0.14300000000000002,0.614,0.7,0.55,0.1499999999999999,-0.09999999999999998,0.6265999999999999,0.703,0.6,0.10299999999999998,-0.10299999999999998,11103,25195,4415,20780,-970
2018-02-04,0.6255999999999999,0.6679999999999999,0.6,0.06799999999999995,0.04799999999999993,0.6315999999999999,0.6679999999999999,0.6,0.06799999999999995,0.017999999999999905,0.6,0.6,0.6,0.0,0.0,0.6093999999999999,0.619,0.6,0.019000000000000017,0.010000000000000009,9929,25712,505,25207,17082
2018-02-11,0.6246,0.64,0.62,0.020000000000000018,0.0,0.6514,0.715,0.622,0.09299999999999997,0.06499999999999995,0.6194,0.622,0.615,0.007000000000000006,0.0,0.6454,0.715,0.62,0.09499999999999997,0.06499999999999995,12301,22695,163,22532,-19106
2018-02-18,0.653,0.68,0.622,0.05800000000000005,-0.05800000000000005,0.65425,0.685,0.622,0.06300000000000006,-0.06300000000000006,0.62125,0.625,0.62,0.0050000000000000044,0.0,0.6425000000000001,0.685,0.62,0.06500000000000006,-0.06500000000000006,2519,4690,926,3764,-730
2018-02-25,0.56,0.62,0.52,0.09999999999999998,-0.09999999999999998,0.5760000000000001,0.63,0.55,0.07999999999999996,-0.07999999999999996,0.534,0.55,0.51,0.040000000000000036,-0.040000000000000036,0.5464,0.5820000000000001,0.51,0.07200000000000006,-0.07200000000000006,13669,37798,2767,35031,-15353
2018-03-04,0.538,0.59,0.51,0.07999999999999996,0.020000000000000018,0.585,0.75,0.51,0.24,-0.0050000000000000044,0.515,0.53,0.51,0.020000000000000018,0.020000000000000018,0.5292,0.546,0.51,0.03600000000000003,0.010000000000000009,7183,12110,3482,8628,931
2018-03-11,0.5354,0.5870000000000001,0.51,0.07700000000000007,0.020000000000000018,0.5916,0.74,0.53,0.20999999999999996,0.0,0.524,0.54,0.51,0.030000000000000027,0.020000000000000018,0.545,0.565,0.53,0.03499999999999992,-0.010000000000000009,11749,30082,1016,29066,7415
2018-03-18,0.5302,0.54,0.51,0.030000000000000027,-0.030000000000000027,0.5528000000000001,0.59,0.528,0.061999999999999944,-0.01200000000000001,0.5242,0.54,0.51,0.030000000000000027,-0.030000000000000027,0.5262,0.54,0.51,0.030000000000000027,-0.020000000000000018,8621,20598,659,19939,2154
