Date,WisdomTree China ex-State-Owned EnterprisesEtf_Open_average,WisdomTree China ex-State-Owned EnterprisesEtf_Open_max,WisdomTree China ex-State-Owned EnterprisesEtf_Open_min,WisdomTree China ex-State-Owned EnterprisesEtf_Open_volatility,WisdomTree China ex-State-Owned EnterprisesEtf_Open_change,WisdomTree China ex-State-Owned EnterprisesEtf_High_average,WisdomTree China ex-State-Owned EnterprisesEtf_High_max,WisdomTree China ex-State-Owned EnterprisesEtf_High_min,WisdomTree China ex-State-Owned EnterprisesEtf_High_volatility,WisdomTree China ex-State-Owned EnterprisesEtf_High_change,WisdomTree China ex-State-Owned EnterprisesEtf_Low_average,WisdomTree China ex-State-Owned EnterprisesEtf_Low_max,WisdomTree China ex-State-Owned EnterprisesEtf_Low_min,WisdomTree China ex-State-Owned EnterprisesEtf_Low_volatility,WisdomTree China ex-State-Owned EnterprisesEtf_Low_change,WisdomTree China ex-State-Owned EnterprisesEtf_Close_average,WisdomTree China ex-State-Owned EnterprisesEtf_Close_max,WisdomTree China ex-State-Owned EnterprisesEtf_Close_min,WisdomTree China ex-State-Owned EnterprisesEtf_Close_volatility,WisdomTree China ex-State-Owned EnterprisesEtf_Close_change
2018-01-14,93.43,93.43,93.43,0.0,0.0,93.58,93.58,93.58,0.0,0.0,93.03,93.03,93.03,0.0,0.0,93.52,93.52,93.52,0.0,0.0
2018-01-21,95.86,95.86,95.86,0.0,0.0,96.79,96.79,96.79,0.0,0.0,95.83,95.83,95.83,0.0,0.0,96.79,96.79,96.79,0.0,0.0
2018-01-28,92.03,92.03,92.03,0.0,0.0,92.22,92.22,92.22,0.0,0.0,90.53,90.53,90.53,0.0,0.0,90.55,90.55,90.55,0.0,0.0
2018-02-04,82.22,82.22,82.22,0.0,0.0,83.0,83.0,83.0,0.0,0.0,79.72,79.72,79.72,0.0,0.0,82.35,82.35,82.35,0.0,0.0
2018-02-11,90.69,90.69,90.69,0.0,0.0,91.45,91.45,91.45,0.0,0.0,90.17,90.17,90.17,0.0,0.0,90.76,90.76,90.76,0.0,0.0
2018-02-18,91.33,91.33,91.33,0.0,0.0,92.17,92.17,92.17,0.0,0.0,91.02,91.02,91.02,0.0,0.0,92.17,92.17,92.17,0.0,0.0
2018-02-25,87.1,87.1,87.1,0.0,0.0,88.69,88.69,88.69,0.0,0.0,86.66,86.66,86.66,0.0,0.0,88.69,88.69,88.69,0.0,0.0
2018-03-04,92.0,92.0,92.0,0.0,0.0,93.14,93.14,93.14,0.0,0.0,91.88,91.88,91.88,0.0,0.0,93.14,93.14,93.14,0.0,0.0
2018-03-11,93.26,93.26,93.26,0.0,0.0,93.42,93.42,93.42,0.0,0.0,93.07,93.07,93.07,0.0,0.0,93.42,93.42,93.42,0.0,0.0
2018-03-18,88.56,88.56,88.56,0.0,0.0,88.56,88.56,88.56,0.0,0.0,86.51,86.51,86.51,0.0,0.0,86.61,86.61,86.61,0.0,0.0
