Date,Columbia EM Core ex-ChinaEtf_Open_average,Columbia EM Core ex-ChinaEtf_Open_max,Columbia EM Core ex-ChinaEtf_Open_min,Columbia EM Core ex-ChinaEtf_Open_volatility,Columbia EM Core ex-ChinaEtf_Open_change,Columbia EM Core ex-ChinaEtf_High_average,Columbia EM Core ex-ChinaEtf_High_max,Columbia EM Core ex-ChinaEtf_High_min,Columbia EM Core ex-ChinaEtf_High_volatility,Columbia EM Core ex-ChinaEtf_High_change,Columbia EM Core ex-ChinaEtf_Low_average,Columbia EM Core ex-ChinaEtf_Low_max,Columbia EM Core ex-ChinaEtf_Low_min,Columbia EM Core ex-ChinaEtf_Low_volatility,Columbia EM Core ex-ChinaEtf_Low_change,Columbia EM Core ex-ChinaEtf_Close_average,Columbia EM Core ex-ChinaEtf_Close_max,Columbia EM Core ex-ChinaEtf_Close_min,Columbia EM Core ex-ChinaEtf_Close_volatility,Columbia EM Core ex-ChinaEtf_Close_change
2018-01-14,29.0,29.0,29.0,0.0,0.0,29.11,29.11,29.11,0.0,0.0,29.0,29.0,29.0,0.0,0.0,29.11,29.11,29.11,0.0,0.0
2018-01-21,30.21,30.21,30.21,0.0,0.0,30.21,30.21,30.21,0.0,0.0,30.21,30.21,30.21,0.0,0.0,30.21,30.21,30.21,0.0,0.0
2018-01-28,28.97,28.97,28.97,0.0,0.0,29.0,29.0,29.0,0.0,0.0,28.66,28.66,28.66,0.0,0.0,28.66,28.66,28.66,0.0,0.0
2018-02-04,27.41,27.41,27.41,0.0,0.0,27.41,27.41,27.41,0.0,0.0,27.41,27.41,27.41,0.0,0.0,27.41,27.41,27.41,0.0,0.0
2018-02-11,28.42,28.42,28.42,0.0,0.0,28.55,28.55,28.55,0.0,0.0,28.42,28.42,28.42,0.0,0.0,28.55,28.55,28.55,0.0,0.0
2018-02-18,28.9,28.9,28.9,0.0,0.0,28.9,28.9,28.9,0.0,0.0,28.9,28.9,28.9,0.0,0.0,28.9,28.9,28.9,0.0,0.0
2018-02-25,28.36,28.36,28.36,0.0,0.0,28.51,28.51,28.51,0.0,0.0,28.05,28.05,28.05,0.0,0.0,28.49,28.49,28.49,0.0,0.0
2018-03-04,28.35,28.35,28.35,0.0,0.0,28.63,28.63,28.63,0.0,0.0,28.35,28.35,28.35,0.0,0.0,28.57,28.57,28.57,0.0,0.0
2018-03-11,28.55,28.55,28.55,0.0,0.0,28.55,28.55,28.55,0.0,0.0,28.55,28.55,28.55,0.0,0.0,28.55,28.55,28.55,0.0,0.0
2018-03-18,28.13,28.13,28.13,0.0,0.0,28.13,28.13,28.13,0.0,0.0,27.79,27.79,27.79,0.0,0.0,27.79,27.79,27.79,0.0,0.0
2018-03-25,28.8,28.8,28.8,0.0,0.0,28.8,28.8,28.8,0.0,0.0,28.54,28.54,28.54,0.0,0.0,28.54,28.54,28.54,0.0,0.0
2018-04-01,27.8,27.8,27.8,0.0,0.0,27.8,27.8,27.8,0.0,0.0,27.8,27.8,27.8,0.0,0.0,27.8,27.8,27.8,0.0,0.0
2018-04-08,28.14,28.14,28.14,0.0,0.0,28.14,28.14,28.14,0.0,0.0,27.75,27.75,27.75,0.0,0.0,27.75,27.75,27.75,0.0,0.0
2018-04-15,28.26,28.26,28.26,0.0,0.0,28.26,28.26,28.26,0.0,0.0,27.78,27.78,27.78,0.0,0.0,27.78,27.78,27.78,0.0,0.0
2018-04-22,27.64,27.64,27.64,0.0,0.0,27.64,27.64,27.64,0.0,0.0,27.64,27.64,27.64,0.0,0.0,27.64,27.64,27.64,0.0,0.0
2018-04-29,27.1,27.1,27.1,0.0,0.0,27.1,27.1,27.1,0.0,0.0,27.1,27.1,27.1,0.0,0.0,27.1,27.1,27.1,0.0,0.0
2018-05-06,27.79,27.79,27.79,0.0,0.0,27.79,27.79,27.79,0.0,0.0,27.35,27.35,27.35,0.0,0.0,27.38,27.38,27.38,0.0,0.0
2018-05-13,26.29,26.29,26.29,0.0,0.0,26.63,26.63,26.63,0.0,0.0,26.29,26.29,26.29,0.0,0.0,26.63,26.63,26.63,0.0,0.0
2018-05-20,26.56,26.56,26.56,0.0,0.0,26.56,26.56,26.56,0.0,0.0,26.56,26.56,26.56,0.0,0.0,26.56,26.56,26.56,0.0,0.0
2018-05-27,26.26,26.26,26.26,0.0,0.0,26.26,26.26,26.26,0.0,0.0,26.18,26.18,26.18,0.0,0.0,26.2,26.2,26.2,0.0,0.0
2018-06-03,25.98,25.98,25.98,0.0,0.0,26.17,26.17,26.17,0.0,0.0,25.97,25.97,25.97,0.0,0.0,26.17,26.17,26.17,0.0,0.0
2018-06-10,25.5,25.5,25.5,0.0,0.0,25.5,25.5,25.5,0.0,0.0,25.26,25.26,25.26,0.0,0.0,25.42,25.42,25.42,0.0,0.0
2018-06-17,25.58,25.58,25.58,0.0,0.0,25.58,25.58,25.58,0.0,0.0,25.16,25.16,25.16,0.0,0.0,25.16,25.16,25.16,0.0,0.0
2018-06-24,24.77,24.77,24.77,0.0,0.0,24.99,24.99,24.99,0.0,0.0,24.77,24.77,24.77,0.0,0.0,24.97,24.97,24.97,0.0,0.0
2018-07-01,25.17,25.17,25.17,0.0,0.0,25.22,25.22,25.22,0.0,0.0,25.15,25.15,25.15,0.0,0.0,25.19,25.19,25.19,0.0,0.0
2018-07-08,25.29,25.29,25.29,0.0,0.0,25.29,25.29,25.29,0.0,0.0,25.28,25.28,25.28,0.0,0.0,25.28,25.28,25.28,0.0,0.0
2018-07-15,25.57,25.57,25.57,0.0,0.0,25.58,25.58,25.58,0.0,0.0,25.57,25.57,25.57,0.0,0.0,25.57,25.57,25.57,0.0,0.0
2018-07-22,26.09,26.09,26.09,0.0,0.0,26.09,26.09,26.09,0.0,0.0,25.92,25.92,25.92,0.0,0.0,25.93,25.93,25.93,0.0,0.0
2018-07-29,26.09,26.09,26.09,0.0,0.0,26.09,26.09,26.09,0.0,0.0,26.09,26.09,26.09,0.0,0.0,26.09,26.09,26.09,0.0,0.0
2018-08-05,25.19,25.19,25.19,0.0,0.0,25.35,25.35,25.35,0.0,0.0,25.14,25.14,25.14,0.0,0.0,25.35,25.35,25.35,0.0,0.0
2018-08-12,24.73,24.73,24.73,0.0,0.0,25.11,25.11,25.11,0.0,0.0,24.73,24.73,24.73,0.0,0.0,25.11,25.11,25.11,0.0,0.0
