Date,KHCStock_Open_average,KHCStock_Open_max,KHCStock_Open_min,KHCStock_Open_volatility,KHCStock_Open_change,KHCStock_High_average,KHCStock_High_max,KHCStock_High_min,KHCStock_High_volatility,KHCStock_High_change,KHCStock_Low_average,KHCStock_Low_max,KHCStock_Low_min,KHCStock_Low_volatility,KHCStock_Low_change,KHCStock_Close_average,KHCStock_Close_max,KHCStock_Close_min,KHCStock_Close_volatility,KHCStock_Close_change,KHCStock_Volume_average,KHCStock_Volume_max,KHCStock_Volume_min,KHCStock_Volume_volatility,KHCStock_Volume_change
2018-01-14,79.1925,80.16,77.97,2.1899999999999977,1.5600000000000023,80.0375,80.67,78.92,1.75,1.039999999999992,78.6175,79.1,77.56,1.539999999999992,1.539999999999992,79.41,80.07,78.64,1.4299999999999926,1.019999999999996,4768005,6547647,3447157,3100490,-1578369
2018-01-21,79.996,80.5,79.76,0.7399999999999949,0.0800000000000125,80.402,80.59,80.0,0.5900000000000034,-0.45000000000000284,79.362,79.76,78.4,1.3599999999999994,-1.3599999999999994,79.872,80.27,79.39,0.8799999999999955,-0.7800000000000011,3528109,4772362,2833011,1939351,784072
2018-01-28,78.534,79.17,78.12,1.0499999999999972,-1.0499999999999972,79.142,79.88,78.34,1.539999999999992,-1.539999999999992,77.784,78.43,76.65,1.7800000000000011,-1.7399999999999949,78.214,78.57,77.19,1.3799999999999955,-1.230000000000004,3966002,5239738,3119823,2119915,1959229
2018-02-04,74.114,77.29,72.0,5.290000000000006,-5.290000000000006,74.734,77.94,72.66,5.280000000000001,-5.280000000000001,72.248,74.17,70.25,3.9200000000000017,-3.9200000000000017,73.016,74.31,71.38,2.930000000000007,-2.8800000000000097,6952979,8210822,5372948,2837874,1498061
2018-02-11,71.30199999999999,72.19,69.94,2.25,-1.5799999999999983,72.138,72.78,71.25,1.5300000000000011,-1.3799999999999955,70.226,71.45,67.65,3.799999999999997,-3.799999999999997,71.78999999999999,72.71,70.8,1.9099999999999966,-1.0100000000000051,7267904,15009034,4043613,10965421,10636129
2018-02-18,68.75999999999999,70.78,67.38,3.4000000000000057,-2.8200000000000074,69.27250000000001,70.8,68.25,2.549999999999997,-1.6899999999999977,67.465,68.02,67.05,0.9699999999999989,-0.6700000000000017,68.205,69.02,67.47,1.5499999999999972,0.3299999999999983,6768988,8715244,5740860,2974384,-2974384
2018-02-25,68.328,69.61,67.02,2.5900000000000034,-2.5799999999999983,68.842,70.02,67.61,2.4099999999999966,-2.3900000000000006,67.266,68.56,66.36,2.200000000000003,-2.0400000000000063,67.744,69.74,66.89,2.8499999999999943,-2.569999999999993,5831189,7520460,4820795,2699665,-2699665
2018-03-04,67.228,67.7,66.72,0.980000000000004,0.480000000000004,67.63,67.87,67.36,0.5100000000000051,-0.13000000000000966,66.736,67.23,66.47,0.7600000000000051,-0.18999999999999773,67.376,67.77,66.99,0.7800000000000011,-0.20000000000000284,3837226,4910994,3316451,1594543,1000149
2018-03-11,66.912,67.84,65.45,2.3900000000000006,-1.8100000000000023,67.252,67.95,65.84,2.1099999999999994,-2.049999999999997,66.106,67.16,64.94,2.219999999999999,-2.1599999999999966,66.494,67.7,65.36,2.3400000000000034,-2.3400000000000034,4401522,7204532,2653218,4551314,4551314
2018-03-18,62.84,65.18,60.73,4.45000000000001,-4.45000000000001,63.19,65.36,61.66,3.700000000000003,-3.700000000000003,61.718,63.58,59.95,3.6299999999999955,-3.6299999999999955,61.936,63.95,60.03,3.9200000000000017,-3.9200000000000017,7202261,8156636,6316275,1840361,-630928
2018-03-25,61.3125,61.79,60.84,0.9499999999999957,0.9099999999999966,62.0725,62.62,61.73,0.8900000000000006,0.8900000000000006,60.8375,61.68,60.39,1.2899999999999991,1.1499999999999986,61.5025,62.29,60.7,1.5899999999999963,0.6400000000000006,5091806,5310555,4778242,532313,-308674
2018-04-01,61.028,61.94,59.79,2.1499999999999986,-0.8499999999999943,61.672,62.0,60.66,1.3400000000000034,-0.020000000000003126,60.022,60.95,59.48,1.470000000000006,0.36999999999999744,60.706,61.38,60.06,1.3200000000000003,0.4799999999999969,4917715,6325261,3931975,2393286,-1362259
2018-04-08,61.198,61.65,60.85,0.7999999999999972,0.17999999999999972,61.578,61.83,61.13,0.6999999999999957,-0.269999999999996,60.602000000000004,60.78,60.34,0.4399999999999977,0.14999999999999858,61.06,61.54,60.65,0.8900000000000006,0.2700000000000031,4422406,5145771,3746048,1399723,-923206
2018-04-15,60.794,61.69,59.85,1.8399999999999963,-0.1700000000000017,61.194,61.81,60.16,1.6500000000000057,-1.1500000000000057,59.708,61.09,57.55,3.5400000000000063,-2.3700000000000045,60.324,61.69,58.22,3.469999999999999,-2.969999999999999,6528663,9765756,4444054,5321702,4319765
2018-04-22,57.386,58.0,56.52,1.4799999999999969,-0.5700000000000003,57.864,58.26,57.4,0.8599999999999994,0.07000000000000028,56.736,57.41,56.11,1.2999999999999972,-0.04999999999999716,57.21,57.68,56.53,1.1499999999999986,-0.020000000000003126,6436403,8266824,4096136,4170688,-3808996
2018-04-29,56.274,57.9,55.0,2.8999999999999986,-2.8999999999999986,57.08,58.45,55.95,2.5,0.29000000000000625,55.08,56.36,54.11,2.25,-1.6700000000000017,55.848,58.01,54.2,3.809999999999995,1.6299999999999955,8351802,10380801,6350226,4030575,2459745
2018-05-06,58.769999999999996,58.97,58.5,0.46999999999999886,0.46999999999999886,59.38,59.86,59.13,0.7299999999999969,0.6199999999999974,58.284,58.97,57.62,1.3500000000000014,0.7800000000000011,58.87,59.24,58.48,0.7600000000000051,0.4100000000000037,5483478,7337413,3934204,3403209,-3357156
2018-05-13,58.784,59.37,57.61,1.759999999999998,-1.759999999999998,58.982,59.6,57.66,1.9400000000000048,-1.9400000000000048,57.9,58.92,55.71,3.210000000000001,-3.210000000000001,58.492,59.29,56.79,2.5,-2.490000000000002,5689667,9528961,4228669,5300292,5300292
