Date,First Trust Developed Markets ex-US Small Cap AlphEtf_Open_average,First Trust Developed Markets ex-US Small Cap AlphEtf_Open_max,First Trust Developed Markets ex-US Small Cap AlphEtf_Open_min,First Trust Developed Markets ex-US Small Cap AlphEtf_Open_volatility,First Trust Developed Markets ex-US Small Cap AlphEtf_Open_change,First Trust Developed Markets ex-US Small Cap AlphEtf_High_average,First Trust Developed Markets ex-US Small Cap AlphEtf_High_max,First Trust Developed Markets ex-US Small Cap AlphEtf_High_min,First Trust Developed Markets ex-US Small Cap AlphEtf_High_volatility,First Trust Developed Markets ex-US Small Cap AlphEtf_High_change,First Trust Developed Markets ex-US Small Cap AlphEtf_Low_average,First Trust Developed Markets ex-US Small Cap AlphEtf_Low_max,First Trust Developed Markets ex-US Small Cap AlphEtf_Low_min,First Trust Developed Markets ex-US Small Cap AlphEtf_Low_volatility,First Trust Developed Markets ex-US Small Cap AlphEtf_Low_change,First Trust Developed Markets ex-US Small Cap AlphEtf_Close_average,First Trust Developed Markets ex-US Small Cap AlphEtf_Close_max,First Trust Developed Markets ex-US Small Cap AlphEtf_Close_min,First Trust Developed Markets ex-US Small Cap AlphEtf_Close_volatility,First Trust Developed Markets ex-US Small Cap AlphEtf_Close_change
2018-03-25,43.23,43.23,43.23,0.0,0.0,43.64,43.64,43.64,0.0,0.0,43.23,43.23,43.23,0.0,0.0,43.53,43.53,43.53,0.0,0.0
2018-04-01,43.45,43.45,43.45,0.0,0.0,43.53,43.53,43.53,0.0,0.0,43.35,43.35,43.35,0.0,0.0,43.35,43.35,43.35,0.0,0.0
2018-04-08,44.35,44.35,44.35,0.0,0.0,44.35,44.35,44.35,0.0,0.0,44.35,44.35,44.35,0.0,0.0,44.35,44.35,44.35,0.0,0.0
2018-04-15,44.84,44.84,44.84,0.0,0.0,44.87,44.87,44.87,0.0,0.0,44.77,44.77,44.77,0.0,0.0,44.87,44.87,44.87,0.0,0.0
2018-04-22,44.07,44.07,44.07,0.0,0.0,44.14,44.14,44.14,0.0,0.0,44.07,44.07,44.07,0.0,0.0,44.14,44.14,44.14,0.0,0.0
2018-04-29,44.4,44.4,44.4,0.0,0.0,44.4,44.4,44.4,0.0,0.0,44.4,44.4,44.4,0.0,0.0,44.4,44.4,44.4,0.0,0.0
2018-05-06,44.76,44.76,44.76,0.0,0.0,44.76,44.76,44.76,0.0,0.0,44.37,44.37,44.37,0.0,0.0,44.62,44.62,44.62,0.0,0.0
2018-05-13,44.9,44.9,44.9,0.0,0.0,44.9,44.9,44.9,0.0,0.0,44.9,44.9,44.9,0.0,0.0,44.9,44.9,44.9,0.0,0.0
2018-05-20,44.34,44.34,44.34,0.0,0.0,44.5,44.5,44.5,0.0,0.0,44.23,44.23,44.23,0.0,0.0,44.23,44.23,44.23,0.0,0.0
2018-05-27,43.66,43.66,43.66,0.0,0.0,43.92,43.92,43.92,0.0,0.0,43.66,43.66,43.66,0.0,0.0,43.85,43.85,43.85,0.0,0.0
2018-06-03,44.45,44.45,44.45,0.0,0.0,44.49,44.49,44.49,0.0,0.0,44.33,44.33,44.33,0.0,0.0,44.49,44.49,44.49,0.0,0.0
2018-06-10,43.95,43.95,43.95,0.0,0.0,44.0,44.0,44.0,0.0,0.0,43.19,43.19,43.19,0.0,0.0,43.19,43.19,43.19,0.0,0.0
2018-06-17,42.25,42.25,42.25,0.0,0.0,42.26,42.26,42.26,0.0,0.0,42.23,42.23,42.23,0.0,0.0,42.26,42.26,42.26,0.0,0.0
2018-06-24,41.73,41.73,41.73,0.0,0.0,41.73,41.73,41.73,0.0,0.0,41.73,41.73,41.73,0.0,0.0,41.73,41.73,41.73,0.0,0.0
2018-07-01,41.37,41.37,41.37,0.0,0.0,41.37,41.37,41.37,0.0,0.0,41.37,41.37,41.37,0.0,0.0,41.37,41.37,41.37,0.0,0.0
2018-07-08,41.22,41.22,41.22,0.0,0.0,41.34,41.34,41.34,0.0,0.0,41.22,41.22,41.22,0.0,0.0,41.34,41.34,41.34,0.0,0.0
2018-07-15,41.33,41.33,41.33,0.0,0.0,41.59,41.59,41.59,0.0,0.0,41.33,41.33,41.33,0.0,0.0,41.5,41.5,41.5,0.0,0.0
2018-07-22,41.75,41.75,41.75,0.0,0.0,41.84,41.84,41.84,0.0,0.0,41.75,41.75,41.75,0.0,0.0,41.84,41.84,41.84,0.0,0.0
2018-07-29,41.72,41.72,41.72,0.0,0.0,41.72,41.72,41.72,0.0,0.0,41.72,41.72,41.72,0.0,0.0,41.72,41.72,41.72,0.0,0.0
2018-08-05,41.06,41.06,41.06,0.0,0.0,41.13,41.13,41.13,0.0,0.0,40.98,40.98,40.98,0.0,0.0,41.0,41.0,41.0,0.0,0.0
2018-08-12,39.78,39.78,39.78,0.0,0.0,40.07,40.07,40.07,0.0,0.0,39.74,39.74,39.74,0.0,0.0,40.07,40.07,40.07,0.0,0.0
2018-08-19,41.01,41.01,41.01,0.0,0.0,41.09,41.09,41.09,0.0,0.0,40.97,40.97,40.97,0.0,0.0,41.02,41.02,41.02,0.0,0.0
2018-08-26,41.09,41.09,41.09,0.0,0.0,41.12,41.12,41.12,0.0,0.0,40.92,40.92,40.92,0.0,0.0,40.94,40.94,40.94,0.0,0.0
2018-09-02,39.87,39.87,39.87,0.0,0.0,39.87,39.87,39.87,0.0,0.0,39.87,39.87,39.87,0.0,0.0,39.87,39.87,39.87,0.0,0.0
2018-09-09,40.42,40.42,40.42,0.0,0.0,40.42,40.42,40.42,0.0,0.0,40.42,40.42,40.42,0.0,0.0,40.42,40.42,40.42,0.0,0.0
2018-09-16,41.67,41.67,41.67,0.0,0.0,41.73,41.73,41.73,0.0,0.0,41.67,41.67,41.67,0.0,0.0,41.73,41.73,41.73,0.0,0.0
2018-09-23,41.75,41.75,41.75,0.0,0.0,41.85,41.85,41.85,0.0,0.0,41.1,41.1,41.1,0.0,0.0,41.73,41.73,41.73,0.0,0.0
2018-09-30,40.69,40.69,40.69,0.0,0.0,41.2,41.2,41.2,0.0,0.0,40.3,40.3,40.3,0.0,0.0,40.51,40.51,40.51,0.0,0.0
2018-10-07,38.62,38.62,38.62,0.0,0.0,38.62,38.62,38.62,0.0,0.0,37.67,37.67,37.67,0.0,0.0,38.22,38.22,38.22,0.0,0.0
2018-10-14,37.83,37.83,37.83,0.0,0.0,38.06,38.06,38.06,0.0,0.0,37.83,37.83,37.83,0.0,0.0,37.98,37.98,37.98,0.0,0.0
2018-10-21,36.03,36.03,36.03,0.0,0.0,36.24,36.24,36.24,0.0,0.0,35.42,35.42,35.42,0.0,0.0,36.14,36.14,36.14,0.0,0.0
2018-10-28,37.21,37.21,37.21,0.0,0.0,37.21,37.21,37.21,0.0,0.0,37.21,37.21,37.21,0.0,0.0,37.21,37.21,37.21,0.0,0.0
2018-11-04,37.13,37.13,37.13,0.0,0.0,37.13,37.13,37.13,0.0,0.0,37.13,37.13,37.13,0.0,0.0,37.13,37.13,37.13,0.0,0.0
2018-11-11,36.21,36.21,36.21,0.0,0.0,36.29,36.29,36.29,0.0,0.0,36.21,36.21,36.21,0.0,0.0,36.23,36.23,36.23,0.0,0.0
2018-11-18,35.42,35.42,35.42,0.0,0.0,35.65,35.65,35.65,0.0,0.0,35.18,35.18,35.18,0.0,0.0,35.58,35.58,35.58,0.0,0.0
2018-11-25,36.3,36.3,36.3,0.0,0.0,36.37,36.37,36.37,0.0,0.0,35.88,35.88,35.88,0.0,0.0,36.17,36.17,36.17,0.0,0.0
2018-12-02,35.87,35.87,35.87,0.0,0.0,35.88,35.88,35.88,0.0,0.0,35.33,35.33,35.33,0.0,0.0,35.36,35.36,35.36,0.0,0.0
2018-12-09,34.63,34.63,34.63,0.0,0.0,34.72,34.72,34.72,0.0,0.0,34.58,34.58,34.58,0.0,0.0,34.61,34.61,34.61,0.0,0.0
2018-12-16,33.1,33.1,33.1,0.0,0.0,33.1,33.1,33.1,0.0,0.0,32.51,32.51,32.51,0.0,0.0,32.69,32.69,32.69,0.0,0.0
2018-12-23,33.35,33.35,33.35,0.0,0.0,33.56,33.56,33.56,0.0,0.0,33.3,33.3,33.3,0.0,0.0,33.3,33.3,33.3,0.0,0.0
2018-12-30,33.62,33.62,33.62,0.0,0.0,33.98,33.98,33.98,0.0,0.0,33.62,33.62,33.62,0.0,0.0,33.78,33.78,33.78,0.0,0.0
2019-01-06,34.98,34.98,34.98,0.0,0.0,35.0,35.0,35.0,0.0,0.0,34.98,34.98,34.98,0.0,0.0,35.0,35.0,35.0,0.0,0.0
2019-01-13,35.54,35.54,35.54,0.0,0.0,35.54,35.54,35.54,0.0,0.0,35.36,35.36,35.36,0.0,0.0,35.36,35.36,35.36,0.0,0.0
2019-01-20,35.83,35.83,35.83,0.0,0.0,35.83,35.83,35.83,0.0,0.0,35.83,35.83,35.83,0.0,0.0,35.83,35.83,35.83,0.0,0.0
2019-01-27,36.43,36.43,36.43,0.0,0.0,36.44,36.44,36.44,0.0,0.0,36.4,36.4,36.4,0.0,0.0,36.4,36.4,36.4,0.0,0.0
2019-02-03,35.69,35.69,35.69,0.0,0.0,35.7,35.7,35.7,0.0,0.0,35.33,35.33,35.33,0.0,0.0,35.33,35.33,35.33,0.0,0.0
2019-02-10,36.88,36.88,36.88,0.0,0.0,36.95,36.95,36.95,0.0,0.0,36.88,36.88,36.88,0.0,0.0,36.95,36.95,36.95,0.0,0.0
2019-02-17,37.35,37.35,37.35,0.0,0.0,37.35,37.35,37.35,0.0,0.0,37.26,37.26,37.26,0.0,0.0,37.27,37.27,37.27,0.0,0.0
2019-02-24,37.57,37.57,37.57,0.0,0.0,37.57,37.57,37.57,0.0,0.0,37.57,37.57,37.57,0.0,0.0,37.57,37.57,37.57,0.0,0.0
2019-03-03,36.2,36.2,36.2,0.0,0.0,36.43,36.43,36.43,0.0,0.0,36.2,36.2,36.2,0.0,0.0,36.43,36.43,36.43,0.0,0.0
2019-03-10,37.19,37.19,37.19,0.0,0.0,37.19,37.19,37.19,0.0,0.0,37.19,37.19,37.19,0.0,0.0,37.19,37.19,37.19,0.0,0.0
2019-03-17,37.5,37.5,37.5,0.0,0.0,37.5,37.5,37.5,0.0,0.0,37.5,37.5,37.5,0.0,0.0,37.5,37.5,37.5,0.0,0.0
2019-03-24,36.9,36.9,36.9,0.0,0.0,37.07,37.07,37.07,0.0,0.0,36.9,36.9,36.9,0.0,0.0,36.98,36.98,36.98,0.0,0.0
2019-03-31,37.94,37.94,37.94,0.0,0.0,37.99,37.99,37.99,0.0,0.0,37.94,37.94,37.94,0.0,0.0,37.98,37.98,37.98,0.0,0.0
2019-04-07,38.3,38.3,38.3,0.0,0.0,38.3,38.3,38.3,0.0,0.0,38.3,38.3,38.3,0.0,0.0,38.3,38.3,38.3,0.0,0.0
2019-04-14,39.05,39.05,39.05,0.0,0.0,39.05,39.05,39.05,0.0,0.0,38.41,38.41,38.41,0.0,0.0,38.42,38.42,38.42,0.0,0.0
2019-04-21,37.86,37.86,37.86,0.0,0.0,37.86,37.86,37.86,0.0,0.0,37.86,37.86,37.86,0.0,0.0,37.86,37.86,37.86,0.0,0.0
2019-04-28,37.56,37.56,37.56,0.0,0.0,37.56,37.56,37.56,0.0,0.0,37.56,37.56,37.56,0.0,0.0,37.56,37.56,37.56,0.0,0.0
2019-05-05,35.98,35.98,35.98,0.0,0.0,35.98,35.98,35.98,0.0,0.0,35.98,35.98,35.98,0.0,0.0,35.98,35.98,35.98,0.0,0.0
2019-05-12,35.73,35.73,35.73,0.0,0.0,35.81,35.81,35.81,0.0,0.0,35.73,35.73,35.73,0.0,0.0,35.81,35.81,35.81,0.0,0.0
2019-05-19,34.88,34.88,34.88,0.0,0.0,34.88,34.88,34.88,0.0,0.0,34.88,34.88,34.88,0.0,0.0,34.88,34.88,34.88,0.0,0.0
2019-05-26,34.79,34.79,34.79,0.0,0.0,34.79,34.79,34.79,0.0,0.0,34.79,34.79,34.79,0.0,0.0,34.79,34.79,34.79,0.0,0.0
2019-06-02,35.27,35.27,35.27,0.0,0.0,35.27,35.27,35.27,0.0,0.0,35.1,35.1,35.1,0.0,0.0,35.1,35.1,35.1,0.0,0.0
2019-06-09,35.27,35.27,35.27,0.0,0.0,35.27,35.27,35.27,0.0,0.0,35.2,35.2,35.2,0.0,0.0,35.24,35.24,35.24,0.0,0.0
2019-06-16,36.03,36.03,36.03,0.0,0.0,36.03,36.03,36.03,0.0,0.0,36.03,36.03,36.03,0.0,0.0,36.03,36.03,36.03,0.0,0.0
2019-06-23,36.37,36.37,36.37,0.0,0.0,36.37,36.37,36.37,0.0,0.0,36.37,36.37,36.37,0.0,0.0,36.37,36.37,36.37,0.0,0.0
2019-06-30,36.3,36.3,36.3,0.0,0.0,36.37,36.37,36.37,0.0,0.0,36.3,36.3,36.3,0.0,0.0,36.37,36.37,36.37,0.0,0.0
2019-07-07,36.2,36.2,36.2,0.0,0.0,36.2,36.2,36.2,0.0,0.0,36.2,36.2,36.2,0.0,0.0,36.2,36.2,36.2,0.0,0.0
2019-07-14,36.03,36.03,36.03,0.0,0.0,36.07,36.07,36.07,0.0,0.0,35.78,35.78,35.78,0.0,0.0,35.84,35.84,35.84,0.0,0.0
2019-07-21,36.3,36.3,36.3,0.0,0.0,36.3,36.3,36.3,0.0,0.0,36.2,36.2,36.2,0.0,0.0,36.2,36.2,36.2,0.0,0.0
2019-07-28,35.14,35.14,35.14,0.0,0.0,35.14,35.14,35.14,0.0,0.0,34.92,34.92,34.92,0.0,0.0,34.92,34.92,34.92,0.0,0.0
2019-08-04,34.01,34.01,34.01,0.0,0.0,34.25,34.25,34.25,0.0,0.0,34.0,34.0,34.0,0.0,0.0,34.0,34.0,34.0,0.0,0.0
2019-08-11,33.87,33.87,33.87,0.0,0.0,33.89,33.89,33.89,0.0,0.0,33.87,33.87,33.87,0.0,0.0,33.89,33.89,33.89,0.0,0.0
2019-08-18,34.31,34.31,34.31,0.0,0.0,34.38,34.38,34.38,0.0,0.0,34.18,34.18,34.18,0.0,0.0,34.38,34.38,34.38,0.0,0.0
2019-08-25,34.19,34.19,34.19,0.0,0.0,34.19,34.19,34.19,0.0,0.0,34.19,34.19,34.19,0.0,0.0,34.19,34.19,34.19,0.0,0.0
2019-09-01,34.89,34.89,34.89,0.0,0.0,34.89,34.89,34.89,0.0,0.0,34.89,34.89,34.89,0.0,0.0,34.89,34.89,34.89,0.0,0.0
2019-09-08,35.64,35.64,35.64,0.0,0.0,35.64,35.64,35.64,0.0,0.0,35.59,35.59,35.59,0.0,0.0,35.59,35.59,35.59,0.0,0.0
2019-09-15,35.67,35.67,35.67,0.0,0.0,35.67,35.67,35.67,0.0,0.0,35.67,35.67,35.67,0.0,0.0,35.67,35.67,35.67,0.0,0.0
2019-09-22,35.03,35.03,35.03,0.0,0.0,35.03,35.03,35.03,0.0,0.0,35.03,35.03,35.03,0.0,0.0,35.03,35.03,35.03,0.0,0.0
2019-09-29,34.76,34.76,34.76,0.0,0.0,34.83,34.83,34.83,0.0,0.0,34.74,34.74,34.74,0.0,0.0,34.74,34.74,34.74,0.0,0.0
2019-10-06,35.39,35.39,35.39,0.0,0.0,35.81,35.81,35.81,0.0,0.0,35.39,35.39,35.39,0.0,0.0,35.81,35.81,35.81,0.0,0.0
2019-10-13,35.97,35.97,35.97,0.0,0.0,35.99,35.99,35.99,0.0,0.0,35.97,35.97,35.97,0.0,0.0,35.99,35.99,35.99,0.0,0.0
2019-10-20,36.14,36.14,36.14,0.0,0.0,36.15,36.15,36.15,0.0,0.0,36.14,36.14,36.14,0.0,0.0,36.15,36.15,36.15,0.0,0.0
2019-10-27,36.31,36.31,36.31,0.0,0.0,36.31,36.31,36.31,0.0,0.0,36.31,36.31,36.31,0.0,0.0,36.31,36.31,36.31,0.0,0.0
2019-11-03,37.28,37.28,37.28,0.0,0.0,37.28,37.28,37.28,0.0,0.0,37.28,37.28,37.28,0.0,0.0,37.28,37.28,37.28,0.0,0.0
2019-11-10,37.08,37.08,37.08,0.0,0.0,37.12,37.12,37.12,0.0,0.0,37.08,37.08,37.08,0.0,0.0,37.12,37.12,37.12,0.0,0.0
2019-11-17,37.45,37.45,37.45,0.0,0.0,37.45,37.45,37.45,0.0,0.0,37.45,37.45,37.45,0.0,0.0,37.45,37.45,37.45,0.0,0.0
2019-11-24,37.3,37.3,37.3,0.0,0.0,37.3,37.3,37.3,0.0,0.0,37.3,37.3,37.3,0.0,0.0,37.3,37.3,37.3,0.0,0.0
2019-12-01,37.74,37.74,37.74,0.0,0.0,37.74,37.74,37.74,0.0,0.0,37.62,37.62,37.62,0.0,0.0,37.62,37.62,37.62,0.0,0.0
2019-12-08,37.99,37.99,37.99,0.0,0.0,37.99,37.99,37.99,0.0,0.0,37.8,37.8,37.8,0.0,0.0,37.93,37.93,37.93,0.0,0.0
2019-12-15,38.53,38.53,38.53,0.0,0.0,38.53,38.53,38.53,0.0,0.0,38.34,38.34,38.34,0.0,0.0,38.34,38.34,38.34,0.0,0.0
2019-12-22,38.64,38.64,38.64,0.0,0.0,38.73,38.73,38.73,0.0,0.0,38.64,38.64,38.64,0.0,0.0,38.73,38.73,38.73,0.0,0.0
2019-12-29,38.6,38.6,38.6,0.0,0.0,38.63,38.63,38.63,0.0,0.0,38.58,38.58,38.58,0.0,0.0,38.58,38.58,38.58,0.0,0.0
2020-01-05,38.29,38.29,38.29,0.0,0.0,38.29,38.29,38.29,0.0,0.0,38.19,38.19,38.19,0.0,0.0,38.19,38.19,38.19,0.0,0.0
2020-01-12,38.4,38.4,38.4,0.0,0.0,38.46,38.46,38.46,0.0,0.0,38.4,38.4,38.4,0.0,0.0,38.46,38.46,38.46,0.0,0.0
2020-01-19,38.01,38.01,38.01,0.0,0.0,38.01,38.01,38.01,0.0,0.0,37.82,37.82,37.82,0.0,0.0,37.82,37.82,37.82,0.0,0.0
2020-01-26,36.37,36.37,36.37,0.0,0.0,36.43,36.43,36.43,0.0,0.0,36.02,36.02,36.02,0.0,0.0,36.02,36.02,36.02,0.0,0.0
2020-02-02,36.78,36.78,36.78,0.0,0.0,36.78,36.78,36.78,0.0,0.0,36.45,36.45,36.45,0.0,0.0,36.77,36.77,36.77,0.0,0.0
2020-02-09,36.83,36.83,36.83,0.0,0.0,36.94,36.94,36.94,0.0,0.0,36.76,36.76,36.76,0.0,0.0,36.91,36.91,36.91,0.0,0.0
2020-02-16,35.82,35.82,35.82,0.0,0.0,35.89,35.89,35.89,0.0,0.0,35.82,35.82,35.82,0.0,0.0,35.84,35.84,35.84,0.0,0.0
2020-02-23,31.35,31.35,31.35,0.0,0.0,31.73,31.73,31.73,0.0,0.0,31.19,31.19,31.19,0.0,0.0,31.73,31.73,31.73,0.0,0.0
2020-03-01,32.75,32.75,32.75,0.0,0.0,32.82,32.82,32.82,0.0,0.0,32.42,32.42,32.42,0.0,0.0,32.42,32.42,32.42,0.0,0.0
2020-03-08,25.5,25.5,25.5,0.0,0.0,25.76,25.76,25.76,0.0,0.0,25.07,25.07,25.07,0.0,0.0,25.44,25.44,25.44,0.0,0.0
2020-03-15,23.55,23.55,23.55,0.0,0.0,23.82,23.82,23.82,0.0,0.0,22.78,22.78,22.78,0.0,0.0,22.78,22.78,22.78,0.0,0.0
2020-03-22,25.89,25.89,25.89,0.0,0.0,25.96,25.96,25.96,0.0,0.0,25.31,25.31,25.31,0.0,0.0,25.87,25.87,25.87,0.0,0.0
2020-03-29,24.77,24.77,24.77,0.0,0.0,24.89,24.89,24.89,0.0,0.0,24.24,24.24,24.24,0.0,0.0,24.89,24.89,24.89,0.0,0.0
2020-04-05,26.79,26.79,26.79,0.0,0.0,27.06,27.06,27.06,0.0,0.0,26.44,26.44,26.44,0.0,0.0,27.06,27.06,27.06,0.0,0.0
2020-04-12,28.23,28.23,28.23,0.0,0.0,28.23,28.23,28.23,0.0,0.0,27.42,27.42,27.42,0.0,0.0,28.11,28.11,28.11,0.0,0.0
2020-04-19,27.71,27.71,27.71,0.0,0.0,27.72,27.72,27.72,0.0,0.0,27.66,27.66,27.66,0.0,0.0,27.72,27.72,27.72,0.0,0.0
2020-04-26,28.53,28.53,28.53,0.0,0.0,28.61,28.61,28.61,0.0,0.0,28.53,28.53,28.53,0.0,0.0,28.61,28.61,28.61,0.0,0.0
2020-05-03,29.78,29.78,29.78,0.0,0.0,30.05,30.05,30.05,0.0,0.0,29.78,29.78,29.78,0.0,0.0,30.05,30.05,30.05,0.0,0.0
2020-05-10,29.55,29.55,29.55,0.0,0.0,29.62,29.62,29.62,0.0,0.0,28.88,28.88,28.88,0.0,0.0,29.58,29.58,29.58,0.0,0.0
2020-05-17,30.72,30.72,30.72,0.0,0.0,30.72,30.72,30.72,0.0,0.0,30.72,30.72,30.72,0.0,0.0,30.72,30.72,30.72,0.0,0.0
2020-05-24,31.81,31.81,31.81,0.0,0.0,31.81,31.81,31.81,0.0,0.0,31.52,31.52,31.52,0.0,0.0,31.52,31.52,31.52,0.0,0.0
2020-05-31,33.64,33.64,33.64,0.0,0.0,33.64,33.64,33.64,0.0,0.0,33.64,33.64,33.64,0.0,0.0,33.64,33.64,33.64,0.0,0.0
2020-06-07,32.71,32.71,32.71,0.0,0.0,33.38,33.38,33.38,0.0,0.0,32.13,32.13,32.13,0.0,0.0,32.61,32.61,32.61,0.0,0.0
2020-06-14,32.96,32.96,32.96,0.0,0.0,32.96,32.96,32.96,0.0,0.0,32.96,32.96,32.96,0.0,0.0,32.96,32.96,32.96,0.0,0.0
2020-06-21,32.93,32.93,32.93,0.0,0.0,32.93,32.93,32.93,0.0,0.0,32.65,32.65,32.65,0.0,0.0,32.71,32.71,32.71,0.0,0.0
2020-06-28,33.11,33.11,33.11,0.0,0.0,33.11,33.11,33.11,0.0,0.0,33.11,33.11,33.11,0.0,0.0,33.11,33.11,33.11,0.0,0.0
2020-07-05,33.28,33.28,33.28,0.0,0.0,33.28,33.28,33.28,0.0,0.0,33.28,33.28,33.28,0.0,0.0,33.28,33.28,33.28,0.0,0.0
