Date,BITAStock_Open_average,BITAStock_Open_max,BITAStock_Open_min,BITAStock_Open_volatility,BITAStock_Open_change,BITAStock_High_average,BITAStock_High_max,BITAStock_High_min,BITAStock_High_volatility,BITAStock_High_change,BITAStock_Low_average,BITAStock_Low_max,BITAStock_Low_min,BITAStock_Low_volatility,BITAStock_Low_change,BITAStock_Close_average,BITAStock_Close_max,BITAStock_Close_min,BITAStock_Close_volatility,BITAStock_Close_change,BITAStock_Volume_average,BITAStock_Volume_max,BITAStock_Volume_min,BITAStock_Volume_volatility,BITAStock_Volume_change
2018-01-14,37.07,38.26,36.1,2.1599999999999966,2.1599999999999966,37.85,38.73,37.09,1.6399999999999935,1.6399999999999935,36.56,37.29,35.76,1.5300000000000011,0.9600000000000009,37.43,38.14,36.47,1.6700000000000017,1.4500000000000028,1135181,1724398,775495,948903,-759162
2018-01-21,38.786,39.25,37.8,1.4500000000000028,1.220000000000006,39.217999999999996,39.54,38.61,0.9299999999999997,0.7999999999999972,38.034,38.41,37.04,1.3699999999999974,1.3299999999999983,38.92,39.15,38.57,0.5799999999999983,0.5499999999999972,859534,1034984,640839,394145,-268549
2018-01-28,35.478,38.81,32.15,6.660000000000004,-6.660000000000004,35.56,38.94,32.28,6.659999999999997,-6.659999999999997,33.794,36.85,31.52,5.330000000000002,-5.330000000000002,34.314,36.94,31.72,5.219999999999999,-5.219999999999999,982383,1311340,722545,588795,561489
2018-02-04,29.61,31.23,28.1,3.129999999999999,-3.129999999999999,30.311999999999998,32.01,28.63,3.379999999999999,-3.379999999999999,28.132,30.0,25.41,4.59,-4.59,28.698,30.04,27.04,3.0,-2.990000000000002,1180121,2126582,811636,1314946,1105250
2018-02-11,29.424,31.13,27.18,3.9499999999999993,3.5100000000000016,30.542,31.76,29.2,2.5600000000000023,1.6900000000000013,29.082,30.18,27.18,3.0,3.0,30.044,31.0,28.73,2.2699999999999996,1.6999999999999993,751376,1253245,445896,807349,-807349
2018-02-18,30.97,31.73,29.79,1.9400000000000013,1.5199999999999996,31.810000000000002,32.59,30.8,1.7900000000000027,1.0599999999999987,30.605,31.07,29.51,1.5599999999999987,1.2999999999999972,31.245,31.62,30.64,0.9800000000000004,0.9399999999999977,571181,863011,296855,566156,-566156
2018-02-25,29.844,31.72,27.07,4.649999999999999,-4.649999999999999,30.514,32.56,28.65,3.9100000000000037,-3.9100000000000037,28.57,31.3,26.52,4.780000000000001,-4.780000000000001,29.204,31.68,27.42,4.259999999999998,-3.120000000000001,654279,853591,519316,334275,152445
2018-03-04,28.844,29.87,28.22,1.6500000000000021,1.6500000000000021,29.52,30.84,28.7,2.1400000000000006,2.1400000000000006,28.248,29.43,27.5,1.9299999999999997,1.8000000000000007,29.238,30.75,28.5,2.25,2.25,565554,658563,419210,239353,199371
2018-03-11,30.44,32.0,27.57,4.43,-3.620000000000001,30.758,32.2,27.6,4.600000000000001,-4.600000000000001,28.402,31.01,24.0,7.010000000000002,-7.010000000000002,29.098,31.73,24.47,7.260000000000002,-7.260000000000002,2072396,4360419,750059,3610360,3382052
2018-03-18,24.232,25.11,22.45,2.66,-2.4400000000000013,24.622,25.54,23.08,2.460000000000001,-2.460000000000001,23.492,24.89,21.95,2.9400000000000013,-2.150000000000002,23.804,25.04,22.14,2.8999999999999986,-2.669999999999998,1432634,1827559,1059354,768205,-768205
