Date,ishares S&P 500Etf_Open_average,ishares S&P 500Etf_Open_max,ishares S&P 500Etf_Open_min,ishares S&P 500Etf_Open_volatility,ishares S&P 500Etf_Open_change,ishares S&P 500Etf_High_average,ishares S&P 500Etf_High_max,ishares S&P 500Etf_High_min,ishares S&P 500Etf_High_volatility,ishares S&P 500Etf_High_change,ishares S&P 500Etf_Low_average,ishares S&P 500Etf_Low_max,ishares S&P 500Etf_Low_min,ishares S&P 500Etf_Low_volatility,ishares S&P 500Etf_Low_change,ishares S&P 500Etf_Close_average,ishares S&P 500Etf_Close_max,ishares S&P 500Etf_Close_min,ishares S&P 500Etf_Close_volatility,ishares S&P 500Etf_Close_change
2018-01-14,281.5,281.5,281.5,0.0,0.0,282.1,282.1,282.1,0.0,0.0,280.83,280.83,280.83,0.0,0.0,282.1,282.1,282.1,0.0,0.0
2018-01-21,285.96,285.96,285.96,0.0,0.0,288.29,288.29,288.29,0.0,0.0,285.67,285.67,285.67,0.0,0.0,288.26,288.26,288.26,0.0,0.0
2018-01-28,281.71,281.71,281.71,0.0,0.0,281.9,281.9,281.9,0.0,0.0,277.06,277.06,277.06,0.0,0.0,277.15,277.15,277.15,0.0,0.0
2018-02-04,262.41,262.41,262.41,0.0,0.0,265.18,265.18,265.18,0.0,0.0,254.42,254.42,254.42,0.0,0.0,263.31,263.31,263.31,0.0,0.0
2018-02-11,273.98,273.98,273.98,0.0,0.0,276.98,276.98,276.98,0.0,0.0,273.85,273.85,273.85,0.0,0.0,274.71,274.71,274.71,0.0,0.0
2018-02-18,273.48,273.48,273.48,0.0,0.0,276.36,276.36,276.36,0.0,0.0,272.92,272.92,272.92,0.0,0.0,276.34,276.34,276.34,0.0,0.0
2018-02-25,267.32,267.32,267.32,0.0,0.0,271.34,271.34,271.34,0.0,0.0,266.4,266.4,266.4,0.0,0.0,270.83,270.83,270.83,0.0,0.0
2018-03-04,277.39,277.39,277.39,0.0,0.0,280.54,280.54,280.54,0.0,0.0,277.01,277.01,277.01,0.0,0.0,280.44,280.44,280.44,0.0,0.0
2018-03-11,277.28,277.28,277.28,0.0,0.0,278.15,278.15,278.15,0.0,0.0,276.92,276.92,276.92,0.0,0.0,276.92,276.92,276.92,0.0,0.0
2018-03-18,265.64,265.64,265.64,0.0,0.0,266.46,266.46,266.46,0.0,0.0,259.25,259.25,259.25,0.0,0.0,259.47,259.47,259.47,0.0,0.0
2018-03-25,262.5,262.5,262.5,0.0,0.0,266.68,266.68,266.68,0.0,0.0,261.71,261.71,261.71,0.0,0.0,265.01,265.01,265.01,0.0,0.0
2018-04-01,264.84,264.84,264.84,0.0,0.0,266.57,266.57,266.57,0.0,0.0,259.4,259.4,259.4,0.0,0.0,261.21,261.21,261.21,0.0,0.0
2018-04-08,268.93,268.93,268.93,0.0,0.0,268.99,268.99,268.99,0.0,0.0,265.44,265.44,265.44,0.0,0.0,266.6,266.6,266.6,0.0,0.0
2018-04-15,270.28,270.28,270.28,0.0,0.0,270.52,270.52,270.52,0.0,0.0,267.08,267.08,267.08,0.0,0.0,268.07,268.07,268.07,0.0,0.0
2018-04-22,268.42,268.42,268.42,0.0,0.0,268.81,268.81,268.81,0.0,0.0,266.93,266.93,266.93,0.0,0.0,268.02,268.02,268.02,0.0,0.0
2018-04-29,262.95,262.95,262.95,0.0,0.0,268.23,268.23,268.23,0.0,0.0,262.58,262.58,262.58,0.0,0.0,267.45,267.45,267.45,0.0,0.0
2018-05-06,273.66,273.66,273.66,0.0,0.0,274.66,274.66,274.66,0.0,0.0,273.11,273.11,273.11,0.0,0.0,274.09,274.09,274.09,0.0,0.0
2018-05-13,273.12,273.12,273.12,0.0,0.0,273.54,273.54,273.54,0.0,0.0,272.44,272.44,272.44,0.0,0.0,272.84,272.84,272.84,0.0,0.0
2018-05-20,273.67,273.67,273.67,0.0,0.0,274.38,274.38,274.38,0.0,0.0,273.09,273.09,273.09,0.0,0.0,273.6,273.6,273.6,0.0,0.0
2018-05-27,273.94,273.94,273.94,0.0,0.0,275.47,275.47,275.47,0.0,0.0,273.89,273.89,273.89,0.0,0.0,275.15,275.15,275.15,0.0,0.0
2018-06-03,278.4,278.4,278.4,0.0,0.0,279.8,279.8,279.8,0.0,0.0,278.22,278.22,278.22,0.0,0.0,279.66,279.66,279.66,0.0,0.0
2018-06-10,279.46,279.46,279.46,0.0,0.0,280.32,280.32,280.32,0.0,0.0,278.17,278.17,278.17,0.0,0.0,279.93,279.93,279.93,0.0,0.0
2018-06-17,278.51,278.51,278.51,0.0,0.0,278.58,278.58,278.58,0.0,0.0,277.28,277.28,277.28,0.0,0.0,277.51,277.51,277.51,0.0,0.0
2018-06-24,273.61,273.61,273.61,0.0,0.0,275.16,275.16,275.16,0.0,0.0,272.68,272.68,272.68,0.0,0.0,272.68,272.68,272.68,0.0,0.0
2018-07-01,274.65,274.65,274.65,0.0,0.0,277.36,277.36,277.36,0.0,0.0,274.24,274.24,274.24,0.0,0.0,276.83,276.83,276.83,0.0,0.0
2018-07-08,280.74,280.74,280.74,0.0,0.0,281.5,281.5,281.5,0.0,0.0,280.22,280.22,280.22,0.0,0.0,281.04,281.04,281.04,0.0,0.0
2018-07-15,281.32,281.32,281.32,0.0,0.0,282.04,282.04,282.04,0.0,0.0,281.06,281.06,281.06,0.0,0.0,281.23,281.23,281.23,0.0,0.0
2018-07-22,285.31,285.31,285.31,0.0,0.0,285.41,285.41,285.41,0.0,0.0,281.97,281.97,281.97,0.0,0.0,282.97,282.97,282.97,0.0,0.0
2018-07-29,284.14,284.14,284.14,0.0,0.0,285.26,285.26,285.26,0.0,0.0,283.93,283.93,283.93,0.0,0.0,285.16,285.16,285.16,0.0,0.0
2018-08-05,285.04,285.04,285.04,0.0,0.0,285.65,285.65,285.65,0.0,0.0,283.97,283.97,283.97,0.0,0.0,284.68,284.68,284.68,0.0,0.0
2018-08-12,285.48,285.48,285.48,0.0,0.0,287.2,287.2,287.2,0.0,0.0,285.01,285.01,285.01,0.0,0.0,286.65,286.65,286.65,0.0,0.0
2018-08-19,288.09,288.09,288.09,0.0,0.0,289.32,289.32,289.32,0.0,0.0,288.02,288.02,288.02,0.0,0.0,289.12,289.12,289.12,0.0,0.0
2018-08-26,291.53,291.53,291.53,0.0,0.0,292.5,292.5,292.5,0.0,0.0,290.97,290.97,290.97,0.0,0.0,292.04,292.04,292.04,0.0,0.0
2018-09-02,288.6,288.6,288.6,0.0,0.0,290.37,290.37,290.37,0.0,0.0,288.37,288.37,288.37,0.0,0.0,289.2,289.2,289.2,0.0,0.0
2018-09-09,292.76,292.76,292.76,0.0,0.0,292.96,292.96,292.96,0.0,0.0,291.7,291.7,291.7,0.0,0.0,292.51,292.51,292.51,0.0,0.0
2018-09-16,296.16,296.16,296.16,0.0,0.0,296.28,296.28,296.28,0.0,0.0,294.86,294.86,294.86,0.0,0.0,294.96,294.96,294.96,0.0,0.0
2018-09-23,291.75,291.75,291.75,0.0,0.0,293.04,293.04,293.04,0.0,0.0,291.7,291.7,291.7,0.0,0.0,292.33,292.33,292.33,0.0,0.0
2018-09-30,291.47,291.47,291.47,0.0,0.0,292.04,292.04,292.04,0.0,0.0,287.97,287.97,287.97,0.0,0.0,289.53,289.53,289.53,0.0,0.0
2018-10-07,278.45,278.45,278.45,0.0,0.0,278.76,278.76,278.76,0.0,0.0,274.01,274.01,274.01,0.0,0.0,277.65,277.65,277.65,0.0,0.0
2018-10-14,278.88,278.88,278.88,0.0,0.0,280.98,280.98,280.98,0.0,0.0,277.21,277.21,277.21,0.0,0.0,277.89,277.89,277.89,0.0,0.0
2018-10-21,267.5,267.5,267.5,0.0,0.0,270.36,270.36,270.36,0.0,0.0,263.88,263.88,263.88,0.0,0.0,266.73,266.73,266.73,0.0,0.0
2018-10-28,276.37,276.37,276.37,0.0,0.0,276.87,276.87,276.87,0.0,0.0,271.24,271.24,271.24,0.0,0.0,273.52,273.52,273.52,0.0,0.0
2018-11-04,280.77,280.77,280.77,0.0,0.0,280.95,280.95,280.95,0.0,0.0,277.87,277.87,277.87,0.0,0.0,279.58,279.58,279.58,0.0,0.0
2018-11-11,273.46,273.46,273.46,0.0,0.0,276.35,276.35,276.35,0.0,0.0,272.92,272.92,272.92,0.0,0.0,275.36,275.36,275.36,0.0,0.0
2018-11-18,264.74,264.74,264.74,0.0,0.0,266.39,266.39,266.39,0.0,0.0,264.66,264.66,264.66,0.0,0.0,264.95,264.95,264.95,0.0,0.0
2018-11-25,275.48,275.48,275.48,0.0,0.0,278.0,278.0,278.0,0.0,0.0,275.12,275.12,275.12,0.0,0.0,277.62,277.62,277.62,0.0,0.0
2018-12-02,271.08,271.08,271.08,0.0,0.0,272.89,272.89,272.89,0.0,0.0,264.23,264.23,264.23,0.0,0.0,265.24,265.24,265.24,0.0,0.0
2018-12-09,264.54,264.54,264.54,0.0,0.0,265.61,265.61,265.61,0.0,0.0,261.39,261.39,261.39,0.0,0.0,262.04,262.04,262.04,0.0,0.0
2018-12-16,248.21,248.21,248.21,0.0,0.0,251.07,251.07,251.07,0.0,0.0,241.39,241.39,241.39,0.0,0.0,242.02,242.02,242.02,0.0,0.0
2018-12-23,250.69,250.69,250.69,0.0,0.0,252.53,252.53,252.53,0.0,0.0,247.61,247.61,247.61,0.0,0.0,248.99,248.99,248.99,0.0,0.0
2018-12-30,248.72,248.72,248.72,0.0,0.0,254.24,254.24,254.24,0.0,0.0,248.3,248.3,248.3,0.0,0.0,253.71,253.71,253.71,0.0,0.0
