Date,GHCStock_Open_average,GHCStock_Open_max,GHCStock_Open_min,GHCStock_Open_volatility,GHCStock_Open_change,GHCStock_High_average,GHCStock_High_max,GHCStock_High_min,GHCStock_High_volatility,GHCStock_High_change,GHCStock_Low_average,GHCStock_Low_max,GHCStock_Low_min,GHCStock_Low_volatility,GHCStock_Low_change,GHCStock_Close_average,GHCStock_Close_max,GHCStock_Close_min,GHCStock_Close_volatility,GHCStock_Close_change,GHCStock_Volume_average,GHCStock_Volume_max,GHCStock_Volume_min,GHCStock_Volume_volatility,GHCStock_Volume_change
2018-01-14,582.5625,584.75,579.1,5.649999999999977,3.7999999999999545,584.375,586.2,582.6,3.6000000000000227,1.3500000000000227,579.1,580.9,578.25,2.6499999999999773,-0.39999999999997726,581.95,583.45,580.85,2.6000000000000227,0.09999999999990905,9305,10592,7505,3087,-1229
2018-01-21,590.33,602.25,581.8,20.450000000000045,20.450000000000045,595.796,602.25,586.83,15.419999999999959,15.419999999999959,585.84,590.0,578.6,11.399999999999977,10.449999999999932,592.02,600.75,584.3,16.450000000000045,8.350000000000023,21115,26069,10436,15633,15633
2018-01-28,592.08,597.55,588.85,8.699999999999932,6.7999999999999545,597.114,601.6,592.05,9.550000000000068,2.3199999999999363,588.736,591.3,586.08,5.219999999999914,1.2000000000000455,593.72,601.15,590.1,11.049999999999955,-0.6000000000000227,21069,29249,12898,16351,9259
2018-02-04,580.38,588.9,571.9,17.0,-8.049999999999955,586.43,594.9,580.85,14.049999999999955,-14.049999999999955,574.7,579.25,571.1,8.149999999999977,-7.0,579.4300000000001,583.2,577.0,6.2000000000000455,-3.25,21416,28486,12220,16266,-2133
2018-02-11,590.19,608.0,578.9,29.100000000000023,22.399999999999977,599.762,615.23,584.4,30.83000000000004,19.58000000000004,585.4399999999999,600.65,575.1,25.549999999999955,23.449999999999932,594.37,603.95,579.25,24.700000000000045,20.600000000000023,24912,49300,13781,35519,-35519
2018-02-18,593.0375,599.5,586.95,12.549999999999955,-9.75,599.7375,608.0,590.55,17.450000000000045,-6.5499999999999545,586.1475,593.0,579.74,13.259999999999991,-6.0,592.9,601.45,585.65,15.800000000000068,6.050000000000068,20301,30170,9841,20329,-14210
2018-02-25,583.85,596.0,566.0,30.0,-30.0,587.64,598.15,576.35,21.799999999999955,-21.799999999999955,574.936,589.0,559.75,29.25,-29.25,580.16,591.1,568.85,22.25,-15.200000000000045,33121,61561,12598,48963,-30621
2018-03-04,588.16,600.1,573.1,27.0,27.0,596.646,606.45,583.85,22.600000000000023,19.529999999999973,583.666,597.27,573.1,24.16999999999996,24.16999999999996,592.88,599.8,581.85,17.949999999999932,17.949999999999932,26916,42622,19243,23379,2853
2018-03-11,599.43,605.0,592.45,12.549999999999955,-2.4500000000000455,603.34,606.0,600.4,5.600000000000023,-5.600000000000023,591.88,598.8,586.9,11.899999999999977,-7.899999999999977,597.79,605.35,589.1,16.25,-8.0,29806,43753,18168,25585,-4005
2018-03-18,594.462,595.85,590.61,5.240000000000009,0.6499999999999773,600.78,604.0,595.8,8.200000000000045,-5.2000000000000455,589.066,594.0,578.2,15.799999999999955,-11.149999999999977,593.18,598.45,582.9,15.550000000000068,-11.600000000000023,29905,46090,10789,35301,-24589
2018-03-25,594.975,601.05,586.95,14.099999999999909,13.899999999999977,602.975,606.35,601.45,4.899999999999977,4.899999999999977,590.55,599.0,584.65,14.350000000000023,14.350000000000023,598.275,602.25,590.75,11.5,1.9500000000000455,32356,44138,25989,18149,-14245
2018-04-01,599.03,605.45,590.7,14.75,2.4500000000000455,604.966,612.38,600.65,11.730000000000018,2.6499999999999773,591.78,603.25,581.0,22.25,12.450000000000045,599.09,604.45,587.65,16.800000000000068,11.450000000000045,35657,59863,19125,40738,-13015
2018-04-08,607.12,611.5,600.95,10.549999999999955,10.549999999999955,610.798,612.45,609.84,2.6100000000000136,2.009999999999991,604.24,607.75,599.9,7.850000000000023,7.2000000000000455,607.48,611.3,600.8,10.5,8.600000000000023,21816,31793,10934,20859,-15403
2018-04-15,615.84,625.45,611.5,13.950000000000045,1.4500000000000455,619.016,625.45,613.3,12.150000000000091,-2.580000000000041,611.06,615.85,608.4,7.4500000000000455,0.7000000000000455,614.55,624.6,610.0,14.600000000000023,-3.0499999999999545,16454,22290,7447,14843,1486
2018-04-22,612.3000000000001,618.2,609.75,8.450000000000045,-0.049999999999954525,614.61,618.3,611.2,7.099999999999909,-4.949999999999932,608.45,609.2,607.4,1.8000000000000682,-1.8000000000000682,610.93,617.05,608.4,8.649999999999977,-8.449999999999932,23713,72291,6431,65860,7836
2018-04-29,601.85,609.1,589.25,19.850000000000023,-19.850000000000023,607.1899999999999,613.55,600.05,13.5,-10.5,594.25,602.65,586.05,16.600000000000023,-15.649999999999977,600.59,607.65,589.85,17.799999999999955,-3.7999999999999545,20184,30437,15904,14533,-124
2018-05-06,597.49,600.7,593.65,7.050000000000068,-5.300000000000068,601.23,604.2,598.35,5.850000000000023,2.0,594.03,596.8,590.55,6.25,0.39999999999997726,597.37,601.6,590.55,11.050000000000068,1.3500000000000227,32380,53482,17831,35651,-11819
