Date,ProShares Ultra MSCI Brazil CappedEtf_Open_average,ProShares Ultra MSCI Brazil CappedEtf_Open_max,ProShares Ultra MSCI Brazil CappedEtf_Open_min,ProShares Ultra MSCI Brazil CappedEtf_Open_volatility,ProShares Ultra MSCI Brazil CappedEtf_Open_change,ProShares Ultra MSCI Brazil CappedEtf_High_average,ProShares Ultra MSCI Brazil CappedEtf_High_max,ProShares Ultra MSCI Brazil CappedEtf_High_min,ProShares Ultra MSCI Brazil CappedEtf_High_volatility,ProShares Ultra MSCI Brazil CappedEtf_High_change,ProShares Ultra MSCI Brazil CappedEtf_Low_average,ProShares Ultra MSCI Brazil CappedEtf_Low_max,ProShares Ultra MSCI Brazil CappedEtf_Low_min,ProShares Ultra MSCI Brazil CappedEtf_Low_volatility,ProShares Ultra MSCI Brazil CappedEtf_Low_change,ProShares Ultra MSCI Brazil CappedEtf_Close_average,ProShares Ultra MSCI Brazil CappedEtf_Close_max,ProShares Ultra MSCI Brazil CappedEtf_Close_min,ProShares Ultra MSCI Brazil CappedEtf_Close_volatility,ProShares Ultra MSCI Brazil CappedEtf_Close_change
2018-08-05,53.55,53.55,53.55,0.0,0.0,54.11,54.11,54.11,0.0,0.0,51.73,51.73,51.73,0.0,0.0,51.91,51.91,51.91,0.0,0.0
2018-08-12,50.15,50.15,50.15,0.0,0.0,50.33,50.33,50.33,0.0,0.0,49.09,49.09,49.09,0.0,0.0,50.1,50.1,50.1,0.0,0.0
2018-08-19,47.0,47.0,47.0,0.0,0.0,47.0,47.0,47.0,0.0,0.0,45.66,45.66,45.66,0.0,0.0,46.01,46.01,46.01,0.0,0.0
2018-08-26,45.35,45.35,45.35,0.0,0.0,47.22,47.22,47.22,0.0,0.0,45.11,45.11,45.11,0.0,0.0,47.22,47.22,47.22,0.0,0.0
2018-09-02,47.29,47.29,47.29,0.0,0.0,48.07,48.07,48.07,0.0,0.0,46.84,46.84,46.84,0.0,0.0,47.17,47.17,47.17,0.0,0.0
2018-09-09,43.54,43.54,43.54,0.0,0.0,43.8,43.8,43.8,0.0,0.0,42.74,42.74,42.74,0.0,0.0,43.28,43.28,43.28,0.0,0.0
2018-09-16,49.32,49.32,49.32,0.0,0.0,50.97,50.97,50.97,0.0,0.0,49.32,49.32,49.32,0.0,0.0,50.61,50.61,50.61,0.0,0.0
2018-09-23,50.79,50.79,50.79,0.0,0.0,51.61,51.61,51.61,0.0,0.0,50.15,50.15,50.15,0.0,0.0,50.15,50.15,50.15,0.0,0.0
2018-09-30,59.79,59.79,59.79,0.0,0.0,59.79,59.79,59.79,0.0,0.0,58.59,58.59,58.59,0.0,0.0,58.59,58.59,58.59,0.0,0.0
2018-10-07,64.8,64.8,64.8,0.0,0.0,64.8,64.8,64.8,0.0,0.0,63.3,63.3,63.3,0.0,0.0,64.17,64.17,64.17,0.0,0.0
2018-10-14,65.98,65.98,65.98,0.0,0.0,65.98,65.98,65.98,0.0,0.0,65.68,65.68,65.68,0.0,0.0,65.94,65.94,65.94,0.0,0.0
2018-10-21,66.37,66.37,66.37,0.0,0.0,69.42,69.42,69.42,0.0,0.0,65.37,65.37,65.37,0.0,0.0,69.42,69.42,69.42,0.0,0.0
2018-10-28,75.16,75.16,75.16,0.0,0.0,76.09,76.09,76.09,0.0,0.0,72.38,72.38,72.38,0.0,0.0,74.7,74.7,74.7,0.0,0.0
2018-11-04,65.87,65.87,65.87,0.0,0.0,67.36,67.36,67.36,0.0,0.0,63.64,63.64,63.64,0.0,0.0,66.74,66.74,66.74,0.0,0.0
2018-11-11,67.48,67.48,67.48,0.0,0.0,70.57,70.57,70.57,0.0,0.0,67.42,67.42,67.42,0.0,0.0,70.57,70.57,70.57,0.0,0.0
2018-11-18,64.72,64.72,64.72,0.0,0.0,64.72,64.72,64.72,0.0,0.0,63.71,63.71,63.71,0.0,0.0,64.1,64.1,64.1,0.0,0.0
2018-11-25,67.77,67.77,67.77,0.0,0.0,68.13,68.13,68.13,0.0,0.0,66.53,66.53,66.53,0.0,0.0,66.99,66.99,66.99,0.0,0.0
2018-12-02,66.75,66.75,66.75,0.0,0.0,67.58,67.58,67.58,0.0,0.0,63.9,63.9,63.9,0.0,0.0,64.1,64.1,64.1,0.0,0.0
2018-12-09,62.64,62.64,62.64,0.0,0.0,63.4,63.4,63.4,0.0,0.0,61.67,61.67,61.67,0.0,0.0,62.11,62.11,62.11,0.0,0.0
2018-12-16,62.01,62.01,62.01,0.0,0.0,62.01,62.01,62.01,0.0,0.0,59.7,59.7,59.7,0.0,0.0,60.03,60.03,60.03,0.0,0.0
2018-12-23,63.1,63.1,63.1,0.0,0.0,63.6,63.6,63.6,0.0,0.0,62.8,62.8,62.8,0.0,0.0,62.8,62.8,62.8,0.0,0.0
2018-12-30,71.71,71.71,71.71,0.0,0.0,76.35,76.35,76.35,0.0,0.0,71.71,71.71,71.71,0.0,0.0,75.5,75.5,75.5,0.0,0.0
2019-01-06,78.0,78.0,78.0,0.0,0.0,78.81,78.81,78.81,0.0,0.0,77.5,77.5,77.5,0.0,0.0,78.81,78.81,78.81,0.0,0.0
2019-01-13,81.37,81.37,81.37,0.0,0.0,81.79,81.79,81.79,0.0,0.0,79.55,79.55,79.55,0.0,0.0,80.46,80.46,80.46,0.0,0.0
2019-01-20,84.32,84.32,84.32,0.0,0.0,84.93,84.93,84.93,0.0,0.0,81.88,81.88,81.88,0.0,0.0,82.26,82.26,82.26,0.0,0.0
2019-01-27,87.04,87.04,87.04,0.0,0.0,88.44,88.44,88.44,0.0,0.0,87.04,87.04,87.04,0.0,0.0,88.08,88.08,88.08,0.0,0.0
2019-02-03,79.27,79.27,79.27,0.0,0.0,79.55,79.55,79.55,0.0,0.0,76.72,76.72,76.72,0.0,0.0,79.28,79.28,79.28,0.0,0.0
2019-02-10,83.98,83.98,83.98,0.0,0.0,83.98,83.98,83.98,0.0,0.0,83.42,83.42,83.42,0.0,0.0,83.94,83.94,83.94,0.0,0.0
2019-02-17,82.02,82.02,82.02,0.0,0.0,82.88,82.88,82.88,0.0,0.0,81.73,81.73,81.73,0.0,0.0,82.88,82.88,82.88,0.0,0.0
2019-02-24,77.35,77.35,77.35,0.0,0.0,77.35,77.35,77.35,0.0,0.0,75.67,75.67,75.67,0.0,0.0,75.94,75.94,75.94,0.0,0.0
2019-03-03,72.23,72.23,72.23,0.0,0.0,73.53,73.53,73.53,0.0,0.0,71.87,71.87,71.87,0.0,0.0,73.53,73.53,73.53,0.0,0.0
2019-03-10,80.35,80.35,80.35,0.0,0.0,81.19,81.19,81.19,0.0,0.0,79.84,79.84,79.84,0.0,0.0,80.37,80.37,80.37,0.0,0.0
2019-03-17,72.4,72.4,72.4,0.0,0.0,72.96,72.96,72.96,0.0,0.0,68.32,68.32,68.32,0.0,0.0,68.54,68.54,68.54,0.0,0.0
2019-03-24,71.0,71.0,71.0,0.0,0.0,72.0,72.0,72.0,0.0,0.0,69.45,69.45,69.45,0.0,0.0,69.76,69.76,69.76,0.0,0.0
2019-03-31,74.66,74.66,74.66,0.0,0.0,75.0,75.0,75.0,0.0,0.0,74.33,74.33,74.33,0.0,0.0,74.33,74.33,74.33,0.0,0.0
2019-04-07,70.09,70.09,70.09,0.0,0.0,70.84,70.84,70.84,0.0,0.0,66.55,66.55,66.55,0.0,0.0,67.24,67.24,67.24,0.0,0.0
2019-04-14,68.04,68.04,68.04,0.0,0.0,68.16,68.16,68.16,0.0,0.0,67.93,67.93,67.93,0.0,0.0,67.93,67.93,67.93,0.0,0.0
2019-04-21,69.03,69.03,69.03,0.0,0.0,70.64,70.64,70.64,0.0,0.0,69.03,69.03,69.03,0.0,0.0,70.15,70.15,70.15,0.0,0.0
2019-04-28,69.06,69.06,69.06,0.0,0.0,69.95,69.95,69.95,0.0,0.0,69.06,69.06,69.06,0.0,0.0,69.9,69.9,69.9,0.0,0.0
2019-05-05,66.75,66.75,66.75,0.0,0.0,66.75,66.75,66.75,0.0,0.0,64.61,64.61,64.61,0.0,0.0,66.39,66.39,66.39,0.0,0.0
2019-05-12,57.13,57.13,57.13,0.0,0.0,58.14,58.14,58.14,0.0,0.0,55.55,55.55,55.55,0.0,0.0,56.08,56.08,56.08,0.0,0.0
2019-05-19,63.24,63.24,63.24,0.0,0.0,63.25,63.25,63.25,0.0,0.0,62.96,62.96,62.96,0.0,0.0,62.96,62.96,62.96,0.0,0.0
2019-05-26,69.43,69.43,69.43,0.0,0.0,71.8,71.8,71.8,0.0,0.0,69.36,69.36,69.36,0.0,0.0,70.58,70.58,70.58,0.0,0.0
2019-06-02,74.27,74.27,74.27,0.0,0.0,74.27,74.27,74.27,0.0,0.0,73.59,73.59,73.59,0.0,0.0,73.59,73.59,73.59,0.0,0.0
2019-06-09,73.64,73.64,73.64,0.0,0.0,74.59,74.59,74.59,0.0,0.0,71.6,71.6,71.6,0.0,0.0,72.52,72.52,72.52,0.0,0.0
2019-06-16,81.46,81.46,81.46,0.0,0.0,81.84,81.84,81.84,0.0,0.0,81.46,81.46,81.46,0.0,0.0,81.55,81.55,81.55,0.0,0.0
2019-06-23,80.2,80.2,80.2,0.0,0.0,80.2,80.2,80.2,0.0,0.0,78.98,78.98,78.98,0.0,0.0,78.99,78.99,78.99,0.0,0.0
2019-06-30,82.38,82.38,82.38,0.0,0.0,84.51,84.51,84.51,0.0,0.0,82.36,82.36,82.36,0.0,0.0,84.41,84.41,84.41,0.0,0.0
2019-07-07,90.04,90.04,90.04,0.0,0.0,90.04,90.04,90.04,0.0,0.0,88.21,88.21,88.21,0.0,0.0,88.21,88.21,88.21,0.0,0.0
2019-07-14,89.49,89.49,89.49,0.0,0.0,89.49,89.49,89.49,0.0,0.0,86.46,86.46,86.46,0.0,0.0,86.8,86.8,86.8,0.0,0.0
2019-07-21,85.09,85.09,85.09,0.0,0.0,85.09,85.09,85.09,0.0,0.0,83.89,83.89,83.89,0.0,0.0,84.67,84.67,84.67,0.0,0.0
2019-07-28,79.84,79.84,79.84,0.0,0.0,79.84,79.84,79.84,0.0,0.0,78.91,78.91,78.91,0.0,0.0,78.91,78.91,78.91,0.0,0.0
2019-08-04,79.32,79.32,79.32,0.0,0.0,80.27,80.27,80.27,0.0,0.0,78.68,78.68,78.68,0.0,0.0,78.9,78.9,78.9,0.0,0.0
2019-08-11,71.2,71.2,71.2,0.0,0.0,71.2,71.2,71.2,0.0,0.0,69.86,69.86,69.86,0.0,0.0,70.57,70.57,70.57,0.0,0.0
2019-08-18,66.78,66.78,66.78,0.0,0.0,68.14,68.14,68.14,0.0,0.0,62.65,62.65,62.65,0.0,0.0,63.22,63.22,63.22,0.0,0.0
2019-08-25,67.6,67.6,67.6,0.0,0.0,67.84,67.84,67.84,0.0,0.0,66.8,66.8,66.8,0.0,0.0,67.64,67.64,67.64,0.0,0.0
2019-09-01,72.21,72.21,72.21,0.0,0.0,72.21,72.21,72.21,0.0,0.0,71.43,71.43,71.43,0.0,0.0,71.43,71.43,71.43,0.0,0.0
2019-09-08,74.44,74.44,74.44,0.0,0.0,74.56,74.56,74.56,0.0,0.0,71.58,71.58,71.58,0.0,0.0,71.84,71.84,71.84,0.0,0.0
2019-09-15,70.3,70.3,70.3,0.0,0.0,71.39,71.39,71.39,0.0,0.0,69.21,69.21,69.21,0.0,0.0,71.39,71.39,71.39,0.0,0.0
2019-09-22,71.97,71.97,71.97,0.0,0.0,71.97,71.97,71.97,0.0,0.0,70.76,70.76,70.76,0.0,0.0,71.06,71.06,71.06,0.0,0.0
2019-09-29,70.56,70.56,70.56,0.0,0.0,70.56,70.56,70.56,0.0,0.0,70.52,70.52,70.52,0.0,0.0,70.52,70.52,70.52,0.0,0.0
2019-10-06,70.19,70.19,70.19,0.0,0.0,71.58,71.58,71.58,0.0,0.0,70.14,70.14,70.14,0.0,0.0,70.9,70.9,70.9,0.0,0.0
2019-10-13,71.22,71.22,71.22,0.0,0.0,71.22,71.22,71.22,0.0,0.0,71.19,71.19,71.19,0.0,0.0,71.19,71.19,71.19,0.0,0.0
2019-10-20,78.9,78.9,78.9,0.0,0.0,79.44,79.44,79.44,0.0,0.0,78.41,78.41,78.41,0.0,0.0,78.89,78.89,78.89,0.0,0.0
2019-10-27,80.33,80.33,80.33,0.0,0.0,81.74,81.74,81.74,0.0,0.0,80.0,80.0,80.0,0.0,0.0,80.1,80.1,80.1,0.0,0.0
2019-11-03,75.34,75.34,75.34,0.0,0.0,76.18,76.18,76.18,0.0,0.0,72.8,72.8,72.8,0.0,0.0,72.9,72.9,72.9,0.0,0.0
2019-11-10,72.49,72.49,72.49,0.0,0.0,73.04,73.04,73.04,0.0,0.0,72.49,72.49,72.49,0.0,0.0,73.04,73.04,73.04,0.0,0.0
2019-11-17,73.58,73.58,73.58,0.0,0.0,73.78,73.78,73.78,0.0,0.0,72.99,72.99,72.99,0.0,0.0,73.1,73.1,73.1,0.0,0.0
2019-11-24,71.33,71.33,71.33,0.0,0.0,71.74,71.74,71.74,0.0,0.0,70.73,70.73,70.73,0.0,0.0,70.73,70.73,70.73,0.0,0.0
2019-12-01,77.3,77.3,77.3,0.0,0.0,78.6,78.6,78.6,0.0,0.0,77.19,77.19,77.19,0.0,0.0,78.4,78.4,78.4,0.0,0.0
2019-12-08,81.61,81.61,81.61,0.0,0.0,83.32,83.32,83.32,0.0,0.0,81.52,81.52,81.52,0.0,0.0,81.79,81.79,81.79,0.0,0.0
2019-12-15,85.95,85.95,85.95,0.0,0.0,85.95,85.95,85.95,0.0,0.0,85.75,85.75,85.75,0.0,0.0,85.75,85.75,85.75,0.0,0.0
2019-12-22,89.97,89.97,89.97,0.0,0.0,89.97,89.97,89.97,0.0,0.0,89.39,89.39,89.39,0.0,0.0,89.66,89.66,89.66,0.0,0.0
2019-12-29,92.03,92.03,92.03,0.0,0.0,93.43,93.43,93.43,0.0,0.0,92.03,92.03,92.03,0.0,0.0,92.67,92.67,92.67,0.0,0.0
2020-01-05,89.03,89.03,89.03,0.0,0.0,89.65,89.65,89.65,0.0,0.0,85.88,85.88,85.88,0.0,0.0,85.88,85.88,85.88,0.0,0.0
2020-01-12,86.33,86.33,86.33,0.0,0.0,87.78,87.78,87.78,0.0,0.0,86.33,86.33,86.33,0.0,0.0,87.77,87.77,87.77,0.0,0.0
2020-01-19,88.05,88.05,88.05,0.0,0.0,88.05,88.05,88.05,0.0,0.0,86.59,86.59,86.59,0.0,0.0,86.59,86.59,86.59,0.0,0.0
2020-01-26,76.88,76.88,76.88,0.0,0.0,76.88,76.88,76.88,0.0,0.0,76.41,76.41,76.41,0.0,0.0,76.41,76.41,76.41,0.0,0.0
2020-02-02,76.5,76.5,76.5,0.0,0.0,76.5,76.5,76.5,0.0,0.0,74.97,74.97,74.97,0.0,0.0,74.97,74.97,74.97,0.0,0.0
2020-02-09,76.38,76.38,76.38,0.0,0.0,76.45,76.45,76.45,0.0,0.0,75.82,75.82,75.82,0.0,0.0,76.45,76.45,76.45,0.0,0.0
2020-02-16,70.99,70.99,70.99,0.0,0.0,72.15,72.15,72.15,0.0,0.0,70.69,70.69,70.69,0.0,0.0,71.55,71.55,71.55,0.0,0.0
2020-02-23,53.89,53.89,53.89,0.0,0.0,57.82,57.82,57.82,0.0,0.0,52.79,52.79,52.79,0.0,0.0,57.8,57.8,57.8,0.0,0.0
2020-03-01,47.0,47.0,47.0,0.0,0.0,49.53,49.53,49.53,0.0,0.0,46.96,46.96,46.96,0.0,0.0,48.39,48.39,48.39,0.0,0.0
2020-03-08,29.2,29.2,29.2,0.0,0.0,29.2,29.2,29.2,0.0,0.0,29.2,29.2,29.2,0.0,0.0,29.2,29.2,29.2,0.0,0.0
2020-03-15,15.2,15.2,15.2,0.0,0.0,15.2,15.2,15.2,0.0,0.0,15.2,15.2,15.2,0.0,0.0,15.2,15.2,15.2,0.0,0.0
2020-03-22,17.07,17.07,17.07,0.0,0.0,17.07,17.07,17.07,0.0,0.0,17.07,17.07,17.07,0.0,0.0,17.07,17.07,17.07,0.0,0.0
2020-03-29,14.84,14.84,14.84,0.0,0.0,14.98,14.98,14.98,0.0,0.0,13.5,13.5,13.5,0.0,0.0,13.82,13.82,13.82,0.0,0.0
2020-04-05,19.65,19.65,19.65,0.0,0.0,20.4,20.4,20.4,0.0,0.0,18.91,18.91,18.91,0.0,0.0,18.91,18.91,18.91,0.0,0.0
2020-04-12,18.09,18.09,18.09,0.0,0.0,18.24,18.24,18.24,0.0,0.0,17.49,17.49,17.49,0.0,0.0,18.07,18.07,18.07,0.0,0.0
2020-04-19,15.04,15.04,15.04,0.0,0.0,15.04,15.04,15.04,0.0,0.0,12.6,12.6,12.6,0.0,0.0,13.97,13.97,13.97,0.0,0.0
2020-04-26,15.58,15.58,15.58,0.0,0.0,15.58,15.58,15.58,0.0,0.0,15.58,15.58,15.58,0.0,0.0,15.58,15.58,15.58,0.0,0.0
2020-05-03,14.62,14.62,14.62,0.0,0.0,15.34,15.34,15.34,0.0,0.0,14.61,14.61,14.61,0.0,0.0,15.25,15.25,15.25,0.0,0.0
2020-05-10,14.32,14.32,14.32,0.0,0.0,14.32,14.32,14.32,0.0,0.0,13.76,13.76,13.76,0.0,0.0,13.76,13.76,13.76,0.0,0.0
2020-05-17,16.77,16.77,16.77,0.0,0.0,16.93,16.93,16.93,0.0,0.0,16.4,16.4,16.4,0.0,0.0,16.74,16.74,16.74,0.0,0.0
2020-05-24,19.37,19.37,19.37,0.0,0.0,20.44,20.44,20.44,0.0,0.0,18.95,18.95,18.95,0.0,0.0,20.15,20.15,20.15,0.0,0.0
2020-05-31,26.9,26.9,26.9,0.0,0.0,26.9,26.9,26.9,0.0,0.0,26.9,26.9,26.9,0.0,0.0,26.9,26.9,26.9,0.0,0.0
2020-06-07,24.52,24.52,24.52,0.0,0.0,25.52,25.52,25.52,0.0,0.0,23.6,23.6,23.6,0.0,0.0,24.77,24.77,24.77,0.0,0.0
2020-06-14,24.06,24.06,24.06,0.0,0.0,24.43,24.43,24.43,0.0,0.0,23.85,23.85,23.85,0.0,0.0,24.31,24.31,24.31,0.0,0.0
2020-06-21,22.81,22.81,22.81,0.0,0.0,22.81,22.81,22.81,0.0,0.0,21.59,21.59,21.59,0.0,0.0,21.6,21.6,21.6,0.0,0.0
2020-06-28,23.62,23.62,23.62,0.0,0.0,23.62,23.62,23.62,0.0,0.0,23.62,23.62,23.62,0.0,0.0,23.62,23.62,23.62,0.0,0.0
2020-07-05,25.2,25.2,25.2,0.0,0.0,25.31,25.31,25.31,0.0,0.0,24.03,24.03,24.03,0.0,0.0,24.03,24.03,24.03,0.0,0.0
