Date,CDNSStock_Open_average,CDNSStock_Open_max,CDNSStock_Open_min,CDNSStock_Open_volatility,CDNSStock_Open_change,CDNSStock_High_average,CDNSStock_High_max,CDNSStock_High_min,CDNSStock_High_volatility,CDNSStock_High_change,CDNSStock_Low_average,CDNSStock_Low_max,CDNSStock_Low_min,CDNSStock_Low_volatility,CDNSStock_Low_change,CDNSStock_Close_average,CDNSStock_Close_max,CDNSStock_Close_min,CDNSStock_Close_volatility,CDNSStock_Close_change,CDNSStock_Volume_average,CDNSStock_Volume_max,CDNSStock_Volume_min,CDNSStock_Volume_volatility,CDNSStock_Volume_change
2018-01-14,44.9475,45.22,44.66,0.5600000000000023,-0.21999999999999886,45.3225,45.74,45.06,0.6799999999999997,0.3300000000000054,44.5675,44.84,44.2,0.6400000000000006,0.6400000000000006,44.92,45.6,44.28,1.3200000000000003,1.3200000000000003,2042093,2219259,1633440,585819,-71340
2018-01-21,45.552,45.89,45.17,0.7199999999999989,-0.3500000000000014,45.912,46.0,45.81,0.18999999999999773,-0.04999999999999716,45.11,45.5,44.67,0.8299999999999983,-0.5799999999999983,45.496,45.8,44.86,0.9399999999999977,0.10999999999999943,1527369,1571138,1452805,118333,76632
2018-01-28,44.084,45.56,42.04,3.520000000000003,-3.520000000000003,44.576,45.74,42.15,3.5900000000000034,-3.5900000000000034,43.04,44.48,41.08,3.3999999999999986,-3.3999999999999986,43.346,44.86,41.1,3.759999999999998,-3.460000000000001,3763729,7211410,1965639,5245771,1837215
2018-02-04,38.675999999999995,40.93,37.33,3.6000000000000014,-3.6000000000000014,39.461999999999996,41.41,38.02,3.3899999999999935,-3.3899999999999935,37.536,39.27,36.23,3.0400000000000063,-3.0400000000000063,38.388,39.58,36.82,2.759999999999998,-1.6099999999999994,3488073,4281944,2765421,1516523,172508
2018-02-11,38.504,39.13,37.55,1.5800000000000054,1.1599999999999966,39.072,39.46,38.72,0.740000000000002,0.6199999999999974,38.0,38.81,37.42,1.3900000000000006,0.8800000000000026,38.672,39.16,37.9,1.259999999999998,0.5599999999999952,2433370,2723732,1913429,810303,-508949
2018-02-18,39.3875,40.18,38.91,1.2700000000000031,0.13000000000000256,40.04,40.34,39.75,0.5900000000000034,-0.5500000000000043,38.9525,39.26,38.61,0.6499999999999986,0.14000000000000057,39.4925,40.17,38.8,1.3700000000000045,-0.4299999999999997,2390078,3138068,1590630,1547438,-1547438
2018-02-25,39.242,40.01,37.89,2.1199999999999974,-1.9399999999999977,39.708,40.11,39.02,1.0899999999999963,-0.740000000000002,38.702,39.65,37.8,1.8500000000000014,-1.8500000000000014,39.114,39.89,38.23,1.6600000000000037,-0.6000000000000014,2361959,3311587,1646100,1665487,619827
2018-03-04,39.258,39.65,38.8,0.8500000000000014,0.6999999999999957,39.726,39.82,39.57,0.25,-0.020000000000003126,38.827999999999996,39.06,38.73,0.3300000000000054,0.030000000000001137,39.366,39.68,38.98,0.7000000000000028,0.17999999999999972,2599391,3611194,1940945,1670249,492014
2018-03-11,39.4,39.96,38.75,1.2100000000000009,-0.6199999999999974,39.722,40.3,39.33,0.9699999999999989,-0.7199999999999989,38.894,39.61,38.41,1.2000000000000028,-1.2000000000000028,39.074,39.7,38.59,1.1099999999999994,-1.1099999999999994,3408614,6533961,2186773,4347188,3066391
2018-03-18,37.928,38.3,37.29,1.009999999999998,-1.009999999999998,38.364,38.79,37.5,1.2899999999999991,-1.2899999999999991,37.39,37.75,36.38,1.3699999999999974,-1.3699999999999974,37.662,38.35,36.38,1.9699999999999989,-1.8499999999999943,2797743,3455831,2117455,1338376,-1149367
2018-03-25,36.87,37.6,36.4,1.2000000000000028,-0.5700000000000003,37.5025,38.0,36.84,1.1599999999999966,-0.490000000000002,36.292500000000004,36.56,36.02,0.5399999999999991,-0.19000000000000483,36.6925,37.46,36.14,1.3200000000000003,-0.6899999999999977,2735659,3697021,2122507,1574514,757601
