Date,Victory CEMP US Large Cap High Div Volatility WeigEtf_Open_average,Victory CEMP US Large Cap High Div Volatility WeigEtf_Open_max,Victory CEMP US Large Cap High Div Volatility WeigEtf_Open_min,Victory CEMP US Large Cap High Div Volatility WeigEtf_Open_volatility,Victory CEMP US Large Cap High Div Volatility WeigEtf_Open_change,Victory CEMP US Large Cap High Div Volatility WeigEtf_High_average,Victory CEMP US Large Cap High Div Volatility WeigEtf_High_max,Victory CEMP US Large Cap High Div Volatility WeigEtf_High_min,Victory CEMP US Large Cap High Div Volatility WeigEtf_High_volatility,Victory CEMP US Large Cap High Div Volatility WeigEtf_High_change,Victory CEMP US Large Cap High Div Volatility WeigEtf_Low_average,Victory CEMP US Large Cap High Div Volatility WeigEtf_Low_max,Victory CEMP US Large Cap High Div Volatility WeigEtf_Low_min,Victory CEMP US Large Cap High Div Volatility WeigEtf_Low_volatility,Victory CEMP US Large Cap High Div Volatility WeigEtf_Low_change,Victory CEMP US Large Cap High Div Volatility WeigEtf_Close_average,Victory CEMP US Large Cap High Div Volatility WeigEtf_Close_max,Victory CEMP US Large Cap High Div Volatility WeigEtf_Close_min,Victory CEMP US Large Cap High Div Volatility WeigEtf_Close_volatility,Victory CEMP US Large Cap High Div Volatility WeigEtf_Close_change
2018-01-14,46.14,46.14,46.14,0.0,0.0,46.26,46.26,46.26,0.0,0.0,46.11,46.11,46.11,0.0,0.0,46.25,46.25,46.25,0.0,0.0
2018-01-21,47.02,47.02,47.02,0.0,0.0,47.44,47.44,47.44,0.0,0.0,47.02,47.02,47.02,0.0,0.0,47.42,47.42,47.42,0.0,0.0
2018-01-28,46.11,46.11,46.11,0.0,0.0,46.26,46.26,46.26,0.0,0.0,45.56,45.56,45.56,0.0,0.0,45.58,45.58,45.58,0.0,0.0
2018-02-04,43.37,43.37,43.37,0.0,0.0,43.9,43.9,43.9,0.0,0.0,42.65,42.65,42.65,0.0,0.0,43.79,43.79,43.79,0.0,0.0
2018-02-11,44.89,44.89,44.89,0.0,0.0,45.5,45.5,45.5,0.0,0.0,44.89,44.89,44.89,0.0,0.0,45.36,45.36,45.36,0.0,0.0
2018-02-18,44.37,44.37,44.37,0.0,0.0,44.88,44.88,44.88,0.0,0.0,44.37,44.37,44.37,0.0,0.0,44.88,44.88,44.88,0.0,0.0
2018-02-25,43.67,43.67,43.67,0.0,0.0,44.21,44.21,44.21,0.0,0.0,43.67,43.67,43.67,0.0,0.0,44.18,44.18,44.18,0.0,0.0
2018-03-04,44.85,44.85,44.85,0.0,0.0,45.03,45.03,45.03,0.0,0.0,44.78,44.78,44.78,0.0,0.0,45.02,45.02,45.02,0.0,0.0
2018-03-11,44.75,44.75,44.75,0.0,0.0,44.99,44.99,44.99,0.0,0.0,44.75,44.75,44.75,0.0,0.0,44.91,44.91,44.91,0.0,0.0
2018-03-18,43.73,43.73,43.73,0.0,0.0,43.79,43.79,43.79,0.0,0.0,42.87,42.87,42.87,0.0,0.0,42.92,42.92,42.92,0.0,0.0
2018-03-25,43.88,43.88,43.88,0.0,0.0,44.27,44.27,44.27,0.0,0.0,43.88,43.88,43.88,0.0,0.0,44.16,44.16,44.16,0.0,0.0
2018-04-01,44.88,44.88,44.88,0.0,0.0,44.88,44.88,44.88,0.0,0.0,43.69,43.69,43.69,0.0,0.0,43.91,43.91,43.91,0.0,0.0
2018-04-08,44.29,44.29,44.29,0.0,0.0,44.29,44.29,44.29,0.0,0.0,44.0,44.0,44.0,0.0,0.0,44.1,44.1,44.1,0.0,0.0
2018-04-15,44.41,44.41,44.41,0.0,0.0,44.46,44.46,44.46,0.0,0.0,44.11,44.11,44.11,0.0,0.0,44.17,44.17,44.17,0.0,0.0
2018-04-22,44.48,44.48,44.48,0.0,0.0,44.68,44.68,44.68,0.0,0.0,44.48,44.48,44.48,0.0,0.0,44.63,44.63,44.63,0.0,0.0
2018-04-29,43.69,43.69,43.69,0.0,0.0,44.38,44.38,44.38,0.0,0.0,43.69,43.69,43.69,0.0,0.0,44.27,44.27,44.27,0.0,0.0
2018-05-06,44.58,44.58,44.58,0.0,0.0,44.61,44.61,44.61,0.0,0.0,44.51,44.51,44.51,0.0,0.0,44.53,44.53,44.53,0.0,0.0
2018-05-13,44.6,44.6,44.6,0.0,0.0,44.6,44.6,44.6,0.0,0.0,44.32,44.32,44.32,0.0,0.0,44.38,44.38,44.38,0.0,0.0
2018-05-20,44.66,44.66,44.66,0.0,0.0,44.69,44.69,44.69,0.0,0.0,44.55,44.55,44.55,0.0,0.0,44.65,44.65,44.65,0.0,0.0
2018-05-27,44.63,44.63,44.63,0.0,0.0,44.77,44.77,44.77,0.0,0.0,44.57,44.57,44.57,0.0,0.0,44.57,44.57,44.57,0.0,0.0
2018-06-03,44.8,44.8,44.8,0.0,0.0,45.01,45.01,45.01,0.0,0.0,44.8,44.8,44.8,0.0,0.0,45.0,45.0,45.0,0.0,0.0
2018-06-10,44.72,44.72,44.72,0.0,0.0,45.02,45.02,45.02,0.0,0.0,44.71,44.71,44.71,0.0,0.0,45.01,45.01,45.01,0.0,0.0
