Date,SANDStock_Open_average,SANDStock_Open_max,SANDStock_Open_min,SANDStock_Open_volatility,SANDStock_Open_change,SANDStock_High_average,SANDStock_High_max,SANDStock_High_min,SANDStock_High_volatility,SANDStock_High_change,SANDStock_Low_average,SANDStock_Low_max,SANDStock_Low_min,SANDStock_Low_volatility,SANDStock_Low_change,SANDStock_Close_average,SANDStock_Close_max,SANDStock_Close_min,SANDStock_Close_volatility,SANDStock_Close_change,SANDStock_Volume_average,SANDStock_Volume_max,SANDStock_Volume_min,SANDStock_Volume_volatility,SANDStock_Volume_change
2018-01-14,5.18,5.24,5.13,0.11000000000000032,-0.08000000000000007,5.1975,5.25,5.14,0.11000000000000032,-0.08999999999999986,5.077500000000001,5.11,5.03,0.08000000000000007,-0.020000000000000462,5.135,5.25,5.05,0.20000000000000018,-0.09999999999999964,173851,197709,144618,53091,-32303
2018-01-21,5.334,5.6,5.14,0.45999999999999996,0.10999999999999943,5.466,5.63,5.19,0.4399999999999995,0.3299999999999992,5.224,5.37,5.1,0.27000000000000046,0.20000000000000018,5.338,5.55,5.13,0.41999999999999993,0.2400000000000002,249871,376415,142495,233920,44850
2018-01-28,5.202,5.37,5.08,0.29000000000000004,-0.29000000000000004,5.248,5.38,5.1,0.28000000000000025,-0.28000000000000025,5.054,5.11,4.9,0.20999999999999996,-0.20999999999999996,5.098,5.25,4.9,0.34999999999999964,-0.20999999999999996,258425,311987,214131,97856,-58445
2018-02-04,4.858,4.96,4.76,0.20000000000000018,-0.07000000000000028,4.946,5.11,4.85,0.2600000000000007,-0.2600000000000007,4.726,4.91,4.49,0.41999999999999993,-0.41999999999999993,4.786,4.97,4.58,0.3899999999999997,-0.3899999999999997,303257,392540,139343,253197,26623
2018-02-11,4.92,5.22,4.6,0.6200000000000001,0.5,5.048,5.22,4.88,0.33999999999999986,0.21999999999999975,4.772,4.96,4.6,0.3600000000000003,0.1200000000000001,4.944,5.14,4.81,0.33000000000000007,-0.009999999999999787,285853,799288,102466,696822,563060
2018-02-18,4.665,4.76,4.58,0.17999999999999972,-0.09999999999999964,4.775,4.83,4.71,0.1200000000000001,-0.11000000000000032,4.5825000000000005,4.61,4.57,0.040000000000000036,0.0,4.625,4.66,4.57,0.08999999999999986,0.08999999999999986,151182,222434,95799,126635,-126635
2018-02-25,4.684,4.75,4.56,0.1900000000000004,0.019999999999999574,4.742,4.83,4.67,0.16000000000000014,-0.08000000000000007,4.6,4.66,4.47,0.1900000000000004,-0.009999999999999787,4.6819999999999995,4.81,4.6,0.20999999999999996,-0.1299999999999999,116677,172813,81687,91126,-26375
2018-03-04,4.696,4.78,4.58,0.20000000000000018,-0.09999999999999964,4.764,4.89,4.66,0.22999999999999954,-0.05999999999999961,4.624,4.77,4.54,0.22999999999999954,-0.05999999999999961,4.674,4.82,4.61,0.20999999999999996,-0.08999999999999986,102590,134713,69022,65691,-50357
2018-03-11,4.526,4.6,4.48,0.11999999999999922,-0.08000000000000007,4.57,4.61,4.54,0.07000000000000028,-0.05000000000000071,4.476,4.52,4.44,0.07999999999999918,-0.05999999999999961,4.502,4.55,4.46,0.08999999999999986,-0.08999999999999986,529699,2205129,102015,2103114,2094868
2018-03-18,4.616,4.77,4.46,0.3099999999999996,0.28999999999999915,4.696,4.88,4.52,0.3600000000000003,0.3600000000000003,4.554,4.7,4.4,0.2999999999999998,0.2999999999999998,4.656,4.82,4.46,0.3600000000000003,0.3600000000000003,134791,159568,106057,53511,13001
