Date,Fidelity MSCI Telecommunications ServicesEtf_Open_average,Fidelity MSCI Telecommunications ServicesEtf_Open_max,Fidelity MSCI Telecommunications ServicesEtf_Open_min,Fidelity MSCI Telecommunications ServicesEtf_Open_volatility,Fidelity MSCI Telecommunications ServicesEtf_Open_change,Fidelity MSCI Telecommunications ServicesEtf_High_average,Fidelity MSCI Telecommunications ServicesEtf_High_max,Fidelity MSCI Telecommunications ServicesEtf_High_min,Fidelity MSCI Telecommunications ServicesEtf_High_volatility,Fidelity MSCI Telecommunications ServicesEtf_High_change,Fidelity MSCI Telecommunications ServicesEtf_Low_average,Fidelity MSCI Telecommunications ServicesEtf_Low_max,Fidelity MSCI Telecommunications ServicesEtf_Low_min,Fidelity MSCI Telecommunications ServicesEtf_Low_volatility,Fidelity MSCI Telecommunications ServicesEtf_Low_change,Fidelity MSCI Telecommunications ServicesEtf_Close_average,Fidelity MSCI Telecommunications ServicesEtf_Close_max,Fidelity MSCI Telecommunications ServicesEtf_Close_min,Fidelity MSCI Telecommunications ServicesEtf_Close_volatility,Fidelity MSCI Telecommunications ServicesEtf_Close_change
2018-05-20,28.17,28.17,28.17,0.0,0.0,28.17,28.17,28.17,0.0,0.0,27.81,27.81,27.81,0.0,0.0,27.89,27.89,27.89,0.0,0.0
2018-05-27,27.89,27.89,27.89,0.0,0.0,28.07,28.07,28.07,0.0,0.0,27.89,27.89,27.89,0.0,0.0,28.01,28.01,28.01,0.0,0.0
2018-06-03,28.4,28.4,28.4,0.0,0.0,28.62,28.62,28.62,0.0,0.0,28.4,28.4,28.4,0.0,0.0,28.58,28.58,28.58,0.0,0.0
2018-06-10,28.54,28.54,28.54,0.0,0.0,28.85,28.85,28.85,0.0,0.0,28.48,28.48,28.48,0.0,0.0,28.76,28.76,28.76,0.0,0.0
2018-06-17,28.49,28.49,28.49,0.0,0.0,28.65,28.65,28.65,0.0,0.0,28.45,28.45,28.45,0.0,0.0,28.56,28.56,28.56,0.0,0.0
2018-06-24,28.52,28.52,28.52,0.0,0.0,28.64,28.64,28.64,0.0,0.0,28.41,28.41,28.41,0.0,0.0,28.46,28.46,28.46,0.0,0.0
2018-07-01,29.12,29.12,29.12,0.0,0.0,29.4,29.4,29.4,0.0,0.0,29.12,29.12,29.12,0.0,0.0,29.39,29.39,29.39,0.0,0.0
2018-07-08,29.14,29.14,29.14,0.0,0.0,29.3,29.3,29.3,0.0,0.0,28.9,28.9,28.9,0.0,0.0,28.96,28.96,28.96,0.0,0.0
2018-07-15,28.27,28.27,28.27,0.0,0.0,28.32,28.32,28.32,0.0,0.0,28.09,28.09,28.09,0.0,0.0,28.1,28.1,28.1,0.0,0.0
2018-07-22,28.38,28.38,28.38,0.0,0.0,28.59,28.59,28.59,0.0,0.0,28.34,28.34,28.34,0.0,0.0,28.45,28.45,28.45,0.0,0.0
2018-07-29,29.33,29.33,29.33,0.0,0.0,29.6,29.6,29.6,0.0,0.0,29.19,29.19,29.19,0.0,0.0,29.31,29.31,29.31,0.0,0.0
2018-08-05,30.25,30.25,30.25,0.0,0.0,30.35,30.35,30.35,0.0,0.0,30.08,30.08,30.08,0.0,0.0,30.28,30.28,30.28,0.0,0.0
2018-08-12,31.1,31.1,31.1,0.0,0.0,31.4,31.4,31.4,0.0,0.0,31.09,31.09,31.09,0.0,0.0,31.37,31.37,31.37,0.0,0.0
2018-08-19,31.0,31.0,31.0,0.0,0.0,31.13,31.13,31.13,0.0,0.0,31.0,31.0,31.0,0.0,0.0,31.09,31.09,31.09,0.0,0.0
2018-08-26,30.65,30.65,30.65,0.0,0.0,30.67,30.67,30.67,0.0,0.0,30.54,30.54,30.54,0.0,0.0,30.66,30.66,30.66,0.0,0.0
2018-09-02,30.68,30.68,30.68,0.0,0.0,30.74,30.74,30.74,0.0,0.0,30.59,30.59,30.59,0.0,0.0,30.61,30.61,30.61,0.0,0.0
2018-09-09,31.5,31.5,31.5,0.0,0.0,31.67,31.67,31.67,0.0,0.0,31.39,31.39,31.39,0.0,0.0,31.67,31.67,31.67,0.0,0.0
2018-09-16,31.6,31.6,31.6,0.0,0.0,31.64,31.64,31.64,0.0,0.0,31.46,31.46,31.46,0.0,0.0,31.52,31.52,31.52,0.0,0.0
2018-09-23,31.37,31.37,31.37,0.0,0.0,31.59,31.59,31.59,0.0,0.0,31.34,31.34,31.34,0.0,0.0,31.58,31.58,31.58,0.0,0.0
2018-09-30,31.94,31.94,31.94,0.0,0.0,32.0,32.0,32.0,0.0,0.0,31.5,31.5,31.5,0.0,0.0,31.66,31.66,31.66,0.0,0.0
2018-10-07,30.49,30.49,30.49,0.0,0.0,30.49,30.49,30.49,0.0,0.0,30.0,30.0,30.0,0.0,0.0,30.38,30.38,30.38,0.0,0.0
2018-10-14,30.96,30.96,30.96,0.0,0.0,31.38,31.38,31.38,0.0,0.0,30.96,30.96,30.96,0.0,0.0,31.21,31.21,31.21,0.0,0.0
2018-10-21,29.82,29.82,29.82,0.0,0.0,29.91,29.91,29.91,0.0,0.0,29.06,29.06,29.06,0.0,0.0,29.27,29.27,29.27,0.0,0.0
2018-10-28,30.8,30.8,30.8,0.0,0.0,30.92,30.92,30.92,0.0,0.0,30.38,30.38,30.38,0.0,0.0,30.71,30.71,30.71,0.0,0.0
2018-11-04,30.79,30.79,30.79,0.0,0.0,30.79,30.79,30.79,0.0,0.0,30.31,30.31,30.31,0.0,0.0,30.59,30.59,30.59,0.0,0.0
2018-11-11,30.13,30.13,30.13,0.0,0.0,30.79,30.79,30.79,0.0,0.0,30.13,30.13,30.13,0.0,0.0,30.72,30.72,30.72,0.0,0.0
2018-11-18,30.12,30.12,30.12,0.0,0.0,30.36,30.36,30.36,0.0,0.0,30.12,30.12,30.12,0.0,0.0,30.16,30.16,30.16,0.0,0.0
2018-11-25,31.04,31.04,31.04,0.0,0.0,31.37,31.37,31.37,0.0,0.0,30.94,30.94,30.94,0.0,0.0,31.09,31.09,31.09,0.0,0.0
2018-12-02,30.25,30.25,30.25,0.0,0.0,30.42,30.42,30.42,0.0,0.0,29.61,29.61,29.61,0.0,0.0,29.74,29.74,29.74,0.0,0.0
2018-12-09,29.78,29.78,29.78,0.0,0.0,30.12,30.12,30.12,0.0,0.0,29.63,29.63,29.63,0.0,0.0,29.73,29.73,29.73,0.0,0.0
2018-12-16,28.0,28.0,28.0,0.0,0.0,28.34,28.34,28.34,0.0,0.0,27.01,27.01,27.01,0.0,0.0,27.15,27.15,27.15,0.0,0.0
2018-12-23,28.42,28.42,28.42,0.0,0.0,28.69,28.69,28.69,0.0,0.0,28.13,28.13,28.13,0.0,0.0,28.55,28.55,28.55,0.0,0.0
2018-12-30,28.79,28.79,28.79,0.0,0.0,29.6,29.6,29.6,0.0,0.0,28.79,28.79,28.79,0.0,0.0,29.6,29.6,29.6,0.0,0.0
2019-01-06,30.25,30.25,30.25,0.0,0.0,30.39,30.39,30.39,0.0,0.0,30.07,30.07,30.07,0.0,0.0,30.37,30.37,30.37,0.0,0.0
2019-01-13,30.85,30.85,30.85,0.0,0.0,31.02,31.02,31.02,0.0,0.0,30.71,30.71,30.71,0.0,0.0,30.82,30.82,30.82,0.0,0.0
2019-01-20,30.55,30.55,30.55,0.0,0.0,30.65,30.65,30.65,0.0,0.0,30.48,30.48,30.48,0.0,0.0,30.56,30.56,30.56,0.0,0.0
2019-01-27,31.37,31.37,31.37,0.0,0.0,31.55,31.55,31.55,0.0,0.0,31.3,31.3,31.3,0.0,0.0,31.33,31.33,31.33,0.0,0.0
2019-02-03,30.9,30.9,30.9,0.0,0.0,31.14,31.14,31.14,0.0,0.0,30.78,30.78,30.78,0.0,0.0,31.14,31.14,31.14,0.0,0.0
2019-02-10,31.67,31.67,31.67,0.0,0.0,31.67,31.67,31.67,0.0,0.0,31.44,31.44,31.44,0.0,0.0,31.65,31.65,31.65,0.0,0.0
2019-02-17,31.6,31.6,31.6,0.0,0.0,31.76,31.76,31.76,0.0,0.0,31.53,31.53,31.53,0.0,0.0,31.76,31.76,31.76,0.0,0.0
2019-02-24,31.63,31.63,31.63,0.0,0.0,31.75,31.75,31.75,0.0,0.0,31.56,31.56,31.56,0.0,0.0,31.73,31.73,31.73,0.0,0.0
2019-03-03,31.3,31.3,31.3,0.0,0.0,31.61,31.61,31.61,0.0,0.0,31.25,31.25,31.25,0.0,0.0,31.58,31.58,31.58,0.0,0.0
2019-03-10,32.36,32.36,32.36,0.0,0.0,32.36,32.36,32.36,0.0,0.0,32.11,32.11,32.11,0.0,0.0,32.26,32.26,32.26,0.0,0.0
2019-03-17,32.49,32.49,32.49,0.0,0.0,32.57,32.57,32.57,0.0,0.0,32.07,32.07,32.07,0.0,0.0,32.13,32.13,32.13,0.0,0.0
2019-03-24,32.03,32.03,32.03,0.0,0.0,32.04,32.04,32.04,0.0,0.0,31.73,31.73,31.73,0.0,0.0,31.96,31.96,31.96,0.0,0.0
2019-03-31,32.89,32.89,32.89,0.0,0.0,32.95,32.95,32.95,0.0,0.0,32.85,32.85,32.85,0.0,0.0,32.91,32.91,32.91,0.0,0.0
2019-04-07,33.46,33.46,33.46,0.0,0.0,33.5,33.5,33.5,0.0,0.0,33.34,33.34,33.34,0.0,0.0,33.5,33.5,33.5,0.0,0.0
2019-04-14,33.63,33.63,33.63,0.0,0.0,33.64,33.64,33.64,0.0,0.0,33.46,33.46,33.46,0.0,0.0,33.6,33.6,33.6,0.0,0.0
2019-04-21,34.22,34.22,34.22,0.0,0.0,34.4,34.4,34.4,0.0,0.0,34.1,34.1,34.1,0.0,0.0,34.4,34.4,34.4,0.0,0.0
2019-04-28,33.67,33.67,33.67,0.0,0.0,33.97,33.97,33.97,0.0,0.0,33.67,33.67,33.67,0.0,0.0,33.94,33.94,33.94,0.0,0.0
2019-05-05,33.25,33.25,33.25,0.0,0.0,33.52,33.52,33.52,0.0,0.0,32.8,32.8,32.8,0.0,0.0,33.41,33.41,33.41,0.0,0.0
2019-05-12,33.3,33.3,33.3,0.0,0.0,33.67,33.67,33.67,0.0,0.0,33.27,33.27,33.27,0.0,0.0,33.37,33.37,33.37,0.0,0.0
2019-05-19,32.97,32.97,32.97,0.0,0.0,33.09,33.09,33.09,0.0,0.0,32.81,32.81,32.81,0.0,0.0,32.81,32.81,32.81,0.0,0.0
2019-05-26,32.17,32.17,32.17,0.0,0.0,32.22,32.22,32.22,0.0,0.0,31.37,31.37,31.37,0.0,0.0,32.02,32.02,32.02,0.0,0.0
2019-06-02,32.09,32.09,32.09,0.0,0.0,32.44,32.44,32.44,0.0,0.0,32.09,32.09,32.09,0.0,0.0,32.35,32.35,32.35,0.0,0.0
2019-06-09,32.67,32.67,32.67,0.0,0.0,32.75,32.75,32.75,0.0,0.0,32.58,32.58,32.58,0.0,0.0,32.69,32.69,32.69,0.0,0.0
2019-06-16,33.34,33.34,33.34,0.0,0.0,33.54,33.54,33.54,0.0,0.0,33.31,33.31,33.31,0.0,0.0,33.43,33.43,33.43,0.0,0.0
2019-06-23,32.93,32.93,32.93,0.0,0.0,33.19,33.19,33.19,0.0,0.0,32.88,32.88,32.88,0.0,0.0,33.14,33.14,33.14,0.0,0.0
2019-06-30,33.84,33.84,33.84,0.0,0.0,34.15,34.15,34.15,0.0,0.0,33.53,33.53,33.53,0.0,0.0,34.07,34.07,34.07,0.0,0.0
2019-07-07,34.41,34.41,34.41,0.0,0.0,34.64,34.64,34.64,0.0,0.0,34.39,34.39,34.39,0.0,0.0,34.63,34.63,34.63,0.0,0.0
2019-07-14,34.15,34.15,34.15,0.0,0.0,34.15,34.15,34.15,0.0,0.0,33.69,33.69,33.69,0.0,0.0,33.69,33.69,33.69,0.0,0.0
2019-07-21,34.72,34.72,34.72,0.0,0.0,35.15,35.15,35.15,0.0,0.0,34.68,34.68,34.68,0.0,0.0,35.04,35.04,35.04,0.0,0.0
2019-07-28,33.96,33.96,33.96,0.0,0.0,34.0,34.0,34.0,0.0,0.0,33.6,33.6,33.6,0.0,0.0,33.83,33.83,33.83,0.0,0.0
2019-08-04,33.61,33.61,33.61,0.0,0.0,33.64,33.64,33.64,0.0,0.0,33.22,33.22,33.22,0.0,0.0,33.38,33.38,33.38,0.0,0.0
2019-08-11,32.76,32.76,32.76,0.0,0.0,32.95,32.95,32.95,0.0,0.0,32.68,32.68,32.68,0.0,0.0,32.89,32.89,32.89,0.0,0.0
2019-08-18,33.03,33.03,33.03,0.0,0.0,33.21,33.21,33.21,0.0,0.0,32.2,32.2,32.2,0.0,0.0,32.29,32.29,32.29,0.0,0.0
2019-08-25,33.47,33.47,33.47,0.0,0.0,33.47,33.47,33.47,0.0,0.0,33.16,33.16,33.16,0.0,0.0,33.28,33.28,33.28,0.0,0.0
2019-09-01,33.98,33.98,33.98,0.0,0.0,33.99,33.99,33.99,0.0,0.0,33.83,33.83,33.83,0.0,0.0,33.89,33.89,33.89,0.0,0.0
2019-09-08,34.4,34.4,34.4,0.0,0.0,34.46,34.46,34.46,0.0,0.0,34.29,34.29,34.29,0.0,0.0,34.37,34.37,34.37,0.0,0.0
2019-09-15,34.09,34.09,34.09,0.0,0.0,34.09,34.09,34.09,0.0,0.0,33.64,33.64,33.64,0.0,0.0,33.85,33.85,33.85,0.0,0.0
2019-09-22,33.46,33.46,33.46,0.0,0.0,33.46,33.46,33.46,0.0,0.0,32.7,32.7,32.7,0.0,0.0,32.97,32.97,32.97,0.0,0.0
2019-09-29,32.64,32.64,32.64,0.0,0.0,33.01,33.01,33.01,0.0,0.0,32.64,32.64,32.64,0.0,0.0,32.99,32.99,32.99,0.0,0.0
2019-10-06,33.1,33.1,33.1,0.0,0.0,33.49,33.49,33.49,0.0,0.0,33.1,33.1,33.1,0.0,0.0,33.26,33.26,33.26,0.0,0.0
2019-10-13,34.01,34.01,34.01,0.0,0.0,34.01,34.01,34.01,0.0,0.0,33.47,33.47,33.47,0.0,0.0,33.66,33.66,33.66,0.0,0.0
2019-10-20,33.6,33.6,33.6,0.0,0.0,33.96,33.96,33.96,0.0,0.0,33.6,33.6,33.6,0.0,0.0,33.83,33.83,33.83,0.0,0.0
2019-10-27,34.23,34.23,34.23,0.0,0.0,34.25,34.25,34.25,0.0,0.0,34.02,34.02,34.02,0.0,0.0,34.25,34.25,34.25,0.0,0.0
2019-11-03,34.42,34.42,34.42,0.0,0.0,34.6,34.6,34.6,0.0,0.0,34.39,34.39,34.39,0.0,0.0,34.56,34.56,34.56,0.0,0.0
2019-11-10,34.81,34.81,34.81,0.0,0.0,34.88,34.88,34.88,0.0,0.0,34.7,34.7,34.7,0.0,0.0,34.85,34.85,34.85,0.0,0.0
2019-11-17,34.84,34.84,34.84,0.0,0.0,34.87,34.87,34.87,0.0,0.0,34.68,34.68,34.68,0.0,0.0,34.78,34.78,34.78,0.0,0.0
2019-11-24,35.3,35.3,35.3,0.0,0.0,35.3,35.3,35.3,0.0,0.0,35.1,35.1,35.1,0.0,0.0,35.12,35.12,35.12,0.0,0.0
2019-12-01,35.28,35.28,35.28,0.0,0.0,35.28,35.28,35.28,0.0,0.0,35.15,35.15,35.15,0.0,0.0,35.21,35.21,35.21,0.0,0.0
2019-12-08,35.05,35.05,35.05,0.0,0.0,35.11,35.11,35.11,0.0,0.0,34.88,34.88,34.88,0.0,0.0,35.0,35.0,35.0,0.0,0.0
2019-12-15,35.93,35.93,35.93,0.0,0.0,35.99,35.99,35.99,0.0,0.0,35.8,35.8,35.8,0.0,0.0,35.96,35.96,35.96,0.0,0.0
2019-12-22,36.23,36.23,36.23,0.0,0.0,36.23,36.23,36.23,0.0,0.0,35.97,35.97,35.97,0.0,0.0,36.05,36.05,36.05,0.0,0.0
2019-12-29,35.86,35.86,35.86,0.0,0.0,36.17,36.17,36.17,0.0,0.0,35.81,35.81,35.81,0.0,0.0,36.04,36.04,36.04,0.0,0.0
2020-01-05,36.95,36.95,36.95,0.0,0.0,36.95,36.95,36.95,0.0,0.0,36.62,36.62,36.62,0.0,0.0,36.7,36.7,36.7,0.0,0.0
2020-01-12,38.32,38.32,38.32,0.0,0.0,38.32,38.32,38.32,0.0,0.0,37.54,37.54,37.54,0.0,0.0,37.73,37.73,37.73,0.0,0.0
2020-01-19,37.73,37.73,37.73,0.0,0.0,37.73,37.73,37.73,0.0,0.0,36.98,36.98,36.98,0.0,0.0,37.19,37.19,37.19,0.0,0.0
2020-01-26,36.53,36.53,36.53,0.0,0.0,36.53,36.53,36.53,0.0,0.0,35.87,35.87,35.87,0.0,0.0,36.0,36.0,36.0,0.0,0.0
2020-02-02,37.13,37.13,37.13,0.0,0.0,37.28,37.28,37.28,0.0,0.0,37.0,37.0,37.0,0.0,0.0,37.15,37.15,37.15,0.0,0.0
2020-02-09,37.97,37.97,37.97,0.0,0.0,37.99,37.99,37.99,0.0,0.0,37.79,37.79,37.79,0.0,0.0,37.93,37.93,37.93,0.0,0.0
2020-02-16,38.05,38.05,38.05,0.0,0.0,38.05,38.05,38.05,0.0,0.0,37.47,37.47,37.47,0.0,0.0,37.55,37.55,37.55,0.0,0.0
2020-02-23,32.81,32.81,32.81,0.0,0.0,33.95,33.95,33.95,0.0,0.0,32.68,32.68,32.68,0.0,0.0,33.95,33.95,33.95,0.0,0.0
2020-03-01,32.85,32.85,32.85,0.0,0.0,33.37,33.37,33.37,0.0,0.0,32.47,32.47,32.47,0.0,0.0,33.25,33.25,33.25,0.0,0.0
2020-03-08,30.41,30.41,30.41,0.0,0.0,30.41,30.41,30.41,0.0,0.0,30.41,30.41,30.41,0.0,0.0,30.41,30.41,30.41,0.0,0.0
2020-03-15,26.39,26.39,26.39,0.0,0.0,26.39,26.39,26.39,0.0,0.0,26.39,26.39,26.39,0.0,0.0,26.39,26.39,26.39,0.0,0.0
2020-03-22,28.33,28.33,28.33,0.0,0.0,28.33,28.33,28.33,0.0,0.0,28.33,28.33,28.33,0.0,0.0,28.33,28.33,28.33,0.0,0.0
2020-03-29,27.98,27.98,27.98,0.0,0.0,28.15,28.15,28.15,0.0,0.0,27.19,27.19,27.19,0.0,0.0,27.52,27.52,27.52,0.0,0.0
2020-04-05,30.67,30.67,30.67,0.0,0.0,30.91,30.91,30.91,0.0,0.0,30.31,30.31,30.31,0.0,0.0,30.6,30.6,30.6,0.0,0.0
2020-04-12,32.09,32.09,32.09,0.0,0.0,32.09,32.09,32.09,0.0,0.0,31.44,31.44,31.44,0.0,0.0,31.81,31.81,31.81,0.0,0.0
2020-04-19,31.62,31.62,31.62,0.0,0.0,31.99,31.99,31.99,0.0,0.0,31.31,31.31,31.31,0.0,0.0,31.99,31.99,31.99,0.0,0.0
2020-04-26,32.63,32.63,32.63,0.0,0.0,32.63,32.63,32.63,0.0,0.0,32.63,32.63,32.63,0.0,0.0,32.63,32.63,32.63,0.0,0.0
2020-05-03,33.97,33.97,33.97,0.0,0.0,33.97,33.97,33.97,0.0,0.0,33.97,33.97,33.97,0.0,0.0,33.97,33.97,33.97,0.0,0.0
2020-05-10,32.78,32.78,32.78,0.0,0.0,33.4,33.4,33.4,0.0,0.0,32.78,32.78,32.78,0.0,0.0,33.4,33.4,33.4,0.0,0.0
2020-05-17,34.78,34.78,34.78,0.0,0.0,35.02,35.02,35.02,0.0,0.0,34.59,34.59,34.59,0.0,0.0,34.94,34.94,34.94,0.0,0.0
2020-05-24,35.04,35.04,35.04,0.0,0.0,35.45,35.45,35.45,0.0,0.0,34.86,34.86,34.86,0.0,0.0,35.37,35.37,35.37,0.0,0.0
2020-05-31,36.63,36.63,36.63,0.0,0.0,36.63,36.63,36.63,0.0,0.0,36.63,36.63,36.63,0.0,0.0,36.63,36.63,36.63,0.0,0.0
2020-06-07,35.67,35.67,35.67,0.0,0.0,35.88,35.88,35.88,0.0,0.0,34.7,34.7,34.7,0.0,0.0,35.32,35.32,35.32,0.0,0.0
2020-06-14,36.68,36.68,36.68,0.0,0.0,36.68,36.68,36.68,0.0,0.0,35.88,35.88,35.88,0.0,0.0,36.08,36.08,36.08,0.0,0.0
2020-06-21,35.53,35.53,35.53,0.0,0.0,35.53,35.53,35.53,0.0,0.0,34.11,34.11,34.11,0.0,0.0,34.17,34.17,34.17,0.0,0.0
2020-06-28,36.02,36.02,36.02,0.0,0.0,36.02,36.02,36.02,0.0,0.0,36.02,36.02,36.02,0.0,0.0,36.02,36.02,36.02,0.0,0.0
2020-07-05,36.5,36.5,36.5,0.0,0.0,37.06,37.06,37.06,0.0,0.0,36.5,36.5,36.5,0.0,0.0,36.55,36.55,36.55,0.0,0.0
