Date,ODA/PRICENPQ_USD - Value,ODA/PRICENPQ_USD - Not Found
2007-07-31,332.545454545455,
2007-08-31,331.478260869565,
2007-09-30,330.0,
2007-10-31,335.304347826087,
2007-11-30,356.5,
2007-12-31,378.0,
2008-01-31,393.478260869565,
2008-02-29,481.142857142857,
2008-03-31,672.644748327029,
2008-04-30,1015.21126461713,
2008-05-31,1009.31818181818,
2008-06-30,834.6,
2008-07-31,799.0,
2008-08-31,737.0,
2008-09-30,722.0,
2008-10-31,624.0,
2008-11-30,563.25,
2008-12-31,550.75,
2009-01-31,615.25,
2009-02-28,634.0,
2009-03-31,625.25,
2009-04-30,577.25,
2009-05-31,540.75,
2009-06-30,548.6,
2009-07-31,623.0,
2009-08-31,576.25,
2009-09-30,593.666666666667,
2009-10-31,566.25,
2009-11-30,566.25,
2009-12-31,606.0,
2010-01-31,598.0,
2010-02-28,584.75,
2010-03-31,540.125,
2010-04-30,502.22727272727275,
2010-05-31,472.4761904761905,
2010-06-30,458.54545454545456,
2010-07-31,470.6818181818182,
2010-08-31,486.8636363636364,
2010-09-30,519.9545454545455,
2010-10-31,532.3809523809524,
2010-11-30,543.1363636363636,
2010-12-31,536.7826086956521,
2011-01-31,528.3809523809524,
2011-02-28,532.8,
2011-03-31,508.95652173913044,
2011-04-30,500.57142857142856,
2011-05-31,500.54545454545456,
2011-06-30,518.0909090909091,
2011-07-31,546.1904761904761,
2011-08-31,577.304347826087,
2011-09-30,615.5454545454545,
2011-10-31,602.1428571428571,
2011-11-30,609.0909090909091,
2011-12-31,580.9090909090909,
2012-01-31,541.0588235294117,
2012-02-29,547.4761904761905,
2012-03-31,577.0454545454545,
2012-04-30,585.952380952381,
2012-05-31,612.4347826086956,
2012-06-30,606.1428571428571,
2012-07-31,578.3636363636364,
2012-08-31,582.8695652173913,
2012-09-30,590.5,
2012-10-31,584.7391304347826,
2012-11-30,590.7272727272727,
2012-12-31,565.5238095238095,
2013-01-31,573.3913043478261,
2013-02-28,574.0666666666667,
2013-03-31,564.5238095238095,
2013-04-30,553.7272727272727,
2013-05-31,552.0869565217391,
2013-06-30,546.25,
2013-07-31,538.2608695652174,
2013-08-31,509.77272727272725,
2013-09-30,470.0,
2013-10-31,453.2608695652174,
2013-11-30,448.8095238095238,
2013-12-31,447.54545454545456,
2014-01-31,441.04347826086956,
2014-02-28,447.0,
2014-03-31,434.14285714285717,
2014-04-30,409.94117647058823,
2014-05-31,403.59090909090907,
2014-06-30,414.6666666666667,
2014-07-31,428.0,
2014-08-31,440.3809523809524,
2014-09-30,436.5,
2014-10-31,432.69565217391306,
2014-11-30,419.0,
2014-12-31,410.7391304347826,
2015-01-31,409.6818181818182,
2015-02-28,409.5,
2015-03-31,400.72727272727275,
2015-04-30,392.40909090909093,
2015-05-31,382.42857142857144,
2015-06-30,370.54545454545456,
2015-07-31,387.7391304347826,
2015-08-31,375.57142857142856,
2015-09-30,358.77272727272725,
2015-10-31,360.45454545454544,
2015-11-30,358.3809523809524,
2015-12-31,354.3478260869565,
2016-01-31,359.4761904761905,
2016-02-29,373.1904761904762,
2016-03-31,370.4782608695652,
2016-04-30,376.04761904761904,
2016-05-31,408.8181818181818,
2016-06-30,420.6818181818182,
2016-07-31,456.23809523809524,
2016-08-31,414.2173913043478,
2016-09-30,384.0,
2016-10-31,367.6666666666667,
2016-11-30,360.8181818181818,
2016-12-31,367.54545454545456,
2017-01-31,372.54545454545456,
2017-02-28,368.5,
2017-03-31,367.7826086956522,
2017-04-30,374.5,
2017-05-31,402.9130434782609,
2017-06-30,444.6818181818182,
2017-07-31,419.95238095238096,
2017-08-31,405.6521739130435,
2017-09-30,413.14285714285717,
2017-10-31,407.22727272727275,
2017-11-30,404.04545454545456,
2017-12-31,407.95238095238096,
2018-01-31,422.30434782608694,
2018-02-28,417.85,
2018-03-31,409.77272727272725,
2018-04-30,432.3809523809524,
2018-05-31,433.2173913043478,
2018-06-30,413.14285714285717,
2018-07-31,378.6818181818182,
2018-08-31,383.4347826086956,
2018-09-30,383.0,
2018-10-31,392.04347826086956,
2018-11-30,390.8181818181818,
2018-12-31,380.3333333333333,
2019-01-31,383.7391304347826,
2019-02-28,390.55,
2019-03-31,383.14285714285717,
2019-04-30,397.40909090909093,
2019-05-31,390.30434782608694,
2019-06-30,396.25,
2019-07-31,395.95652173913044,
2019-08-31,414.6818181818182,
2019-09-30,415.42857142857144,
2019-10-31,399.1304347826087,
2019-11-30,394.57142857142856,
2019-12-31,397.0,
2020-01-31,428.5217391304348,
2020-02-29,430.25,
