Date,ODA/PROIL_USD - Value,ODA/PROIL_USD - Not Found
2006-10-31,838.11,
2006-11-30,894.68,
2006-12-31,919.08,
2007-01-31,915.02,
2007-02-28,864.93,
2007-03-31,854.86,
2007-04-30,835.79,
2007-05-31,858.9,
2007-06-30,903.5,
2007-07-31,939.4,
2007-08-31,1006.75,
2007-09-30,1078.89,
2007-10-31,1093.15,
2007-11-30,1325.49,
2007-12-31,1465.58,
2008-01-31,1491.61,
2008-02-29,1479.24,
2008-03-31,1640.5,
2008-04-30,1564.06,
2008-05-31,1580.45,
2008-06-30,1639.55,
2008-07-31,1736.46,
2008-08-31,1467.67,
2008-09-30,1352.99,
2008-10-31,1149.9,
2008-11-30,1074.19,
2008-12-31,907.9,
2009-01-31,840.72,
2009-02-28,767.78,
2009-03-31,731.63,
2009-04-30,802.12,
2009-05-31,901.37,
2009-06-30,910.48,
2009-07-31,857.4,
2009-08-31,875.75,
2009-09-30,856.85,
2009-10-31,885.83,
2009-11-30,923.98,
2009-12-31,920.23,
2010-01-31,915.6340809523809,
2010-02-28,900.9898249999999,
2010-03-31,909.7959173913042,
2010-04-30,907.8746045454544,
2010-05-31,861.8511190476191,
2010-06-30,876.0454363636363,
2010-07-31,945.7544727272726,
2010-08-31,1012.8367772727271,
2010-09-30,1031.5073863636364,
2010-10-31,1149.2463714285714,
2010-11-30,1243.953859090909,
2010-12-31,1385.4845652173915,
2011-01-31,1441.4165285714287,
2011-02-28,1419.267,
2011-03-31,1416.7047217391303,
2011-04-30,1446.9100714285714,
2011-05-31,1415.5120090909093,
2011-06-30,1404.2415818181819,
2011-07-31,1393.9468047619046,
2011-08-31,1356.6505000000002,
2011-09-30,1310.8387772727272,
2011-10-31,1268.965138095238,
2011-11-30,1280.6480818181817,
2011-12-31,1244.4268136363637,
2012-01-31,1253.1202772727274,
2012-02-29,1297.2055047619049,
2012-03-31,1288.7526045454545,
2012-04-30,1304.0631523809527,
2012-05-31,1236.6226652173914,
2012-06-30,1182.6853047619047,
2012-07-31,1209.4321499999999,
2012-08-31,1221.6665478260868,
2012-09-30,1267.8982449999999,
2012-10-31,1216.4926695652173,
2012-11-30,1199.9562181818185,
2012-12-31,1191.0807471428573,
2013-01-31,1208.0832,
2013-02-28,1217.6422949999999,
2013-03-31,1162.422715238095,
2013-04-30,1130.7044522727274,
2013-05-31,1117.6632030434782,
2013-06-30,1115.8616020000002,
2013-07-31,1003.3727500000002,
2013-08-31,991.2116654545455,
2013-09-30,985.0224219047619,
2013-10-31,1009.2747447826084,
2013-11-30,1021.4870709523811,
2013-12-31,1007.5967895454546,
2014-01-31,951.7648278260867,
2014-02-28,974.8234460000001,
2014-03-31,1014.2595647619048,
2014-04-30,1008.3493395454548,
2014-05-31,948.998573181818,
2014-06-30,932.0744719047622,
2014-07-31,880.6037395652177,
2014-08-31,848.7666580952381,
2014-09-30,819.5739481818183,
2014-10-31,837.2679986956524,
2014-11-30,826.5304750000001,
2014-12-31,809.4062147826088,
2015-01-31,774.3320909090909,
2015-02-28,747.4482709999999,
2015-03-31,743.4264336363638,
2015-04-30,742.2885768181818,
2015-05-31,763.7800861904761,
2015-06-30,811.7468348636364,
2015-07-31,796.4610286956522,
2015-08-31,754.4089042857142,
2015-09-30,767.198350909091,
2015-10-31,805.1756568181819,
2015-11-30,778.3729633333334,
2015-12-31,810.6676717391306,
2016-01-31,777.9034252380952,
2016-02-29,778.9361466666667,
2016-03-31,767.3747647826087,
2016-04-30,805.6045252380952,
2016-05-31,798.8696672727273,
2016-06-30,788.7743559090911,
2016-07-31,764.3537523809525,
2016-08-31,818.8795026086956,
2016-09-30,848.6372222727273,
2016-10-31,900.38905,
2016-11-30,896.3539045454545,
2016-12-31,917.3397136363634,
2017-01-31,917.3732272727273,
2017-02-28,872.3303565,
2017-03-31,839.9152573913043,
2017-04-30,823.0287205000001,
2017-05-31,833.6277756521737,
2017-06-30,830.4375263636364,
2017-07-31,866.0759457142859,
2017-08-31,874.811255652174,
2017-09-30,890.7731852380953,
2017-10-31,898.6202804545453,
2017-11-30,938.8966727272729,
2017-12-31,877.5101071428574,
2018-01-31,842.5783769565218,
2018-02-28,822.2133609999998,
2018-03-31,795.606224090909,
2018-04-30,791.3918538095238,
2018-05-31,808.1397704347825,
2018-06-30,818.6292623809525,
2018-07-31,842.5962409090909,
2018-08-31,852.7966969565217,
2018-09-30,841.173709,
2018-10-31,870.2382582608697,
2018-11-30,850.7943777272728,
2018-12-31,819.4095142857144,
2019-01-31,839.9407695652175,
2019-02-28,818.4664357894736,
2019-03-31,801.6790276190475,
2019-04-30,800.1981368181819,
2019-05-31,814.5119117391307,
2019-06-30,832.0647880000002,
2019-07-31,840.7392926086958,
2019-08-31,881.5252168181819,
2019-09-30,901.6767790476191,
2019-10-31,889.842015652174,
2019-11-30,901.0117204761905,
2019-12-31,922.3113549999999,
2020-01-31,940.3214530434784,
2020-02-29,890.0421225000002,
