Date,ODA/PTIN_USD - Value,ODA/PTIN_USD - Not Found
1995-01-31,6187.61911367188,
1995-02-28,5431.00009616699,
1995-03-31,5516.30431739197,
1995-04-30,5854.44416690063,
1995-05-31,5924.52400956421,
1995-06-30,6646.81828855591,
1995-07-31,6640.75033574219,
1995-08-31,6966.13631591797,
1995-09-30,6333.7498690979,
1995-10-31,6209.54555587158,
1995-11-30,6381.6664451477,
1995-12-31,6275.78978494263,
1996-01-31,6257.14255352173,
1996-02-29,6189.28563092651,
1996-03-31,6205.24974938354,
1996-04-30,6467.2502133728,
1996-05-31,6401.90484060059,
1996-06-30,6183.7498602478,
1996-07-31,6245.52201011352,
1996-08-31,6109.52357194824,
1996-09-30,6093.71419671631,
1996-10-31,5933.09072906494,
1996-11-30,5993.85704796753,
1996-12-31,5826.23784094849,
1997-01-31,5871.13625131226,
1997-02-28,5874.3158881897,
1997-03-31,5901.31588978271,
1997-04-30,5707.59082789307,
1997-05-31,5704.84985441895,
1997-06-30,5560.28570594788,
1997-07-31,5435.78267101746,
1997-08-31,5423.29993872681,
1997-09-30,5493.47632770691,
1997-10-31,5556.52174519653,
1997-11-30,5650.99988488159,
1997-12-31,5506.19050203857,
1998-01-31,5200.49997043457,
1998-02-28,5236.49997255859,
1998-03-31,5468.63633969726,
1998-04-30,5707.00011245117,
1998-05-31,5868.15778062744,
1998-06-30,5967.85682216797,
1998-07-31,5651.19028632812,
1998-08-31,5690.26295066528,
1998-09-30,5479.77280592957,
1998-10-31,5424.49987151794,
1998-11-30,5477.99998680725,
1998-12-31,5262.36833021851,
1999-01-31,5102.99996468201,
1999-02-28,5262.0,
1999-03-31,5292.95454545455,
1999-04-30,5381.75,
1999-05-31,5643.15789473684,
1999-06-30,5262.72727272727,
1999-07-31,5210.45454545455,
1999-08-31,5224.28571428571,
1999-09-30,5336.81818181818,
1999-10-31,5425.2380952381,
1999-11-30,5835.22727272727,
1999-12-31,5719.11764705882,
2000-01-31,5926.25,
2000-02-29,5669.0,
2000-03-31,5463.8,
2000-04-30,5398.05,
2000-05-31,5437.95652173913,
2000-06-30,5461.18181818182,
2000-07-31,5329.7619047619,
2000-08-31,5314.34782608696,
2000-09-30,5471.80952380952,
2000-10-31,5266.45454545455,
2000-11-30,5264.81818181818,
2000-12-31,5227.4,
2001-01-31,5168.5,
2001-02-28,5121.25,
2001-03-31,5049.63636363636,
2001-04-30,4949.77777777778,
2001-05-31,4951.78947368421,
2001-06-30,4829.90476190476,
2001-07-31,4343.59090909091,
2001-08-31,3929.45454545455,
2001-09-30,3698.36842105263,
2001-10-31,3749.17391304348,
2001-11-30,4059.31818181818,
2001-12-31,4022.47058823529,
2002-01-31,3867.95454545455,
2002-02-28,3724.61111111111,
2002-03-31,3850.75,
2002-04-30,4026.47619047619,
2002-05-31,4152.81818181818,
2002-06-30,4303.33333333333,
2002-07-31,4313.78260869565,
2002-08-31,3832.2380952381,
2002-09-30,3961.7619047619,
2002-10-31,4242.08695652174,
2002-11-30,4228.95238095238,
2002-12-31,4227.19047619048,
2003-01-31,4445.136363636364,
2003-02-28,4572.2,
2003-03-31,4592.66666666667,
2003-04-30,4561.2,
2003-05-31,4733.9175000000005,
2003-06-30,4677.861904761905,
2003-07-31,4733.152173913043,
2003-08-31,4802.475,
2003-09-30,4907.25,
2003-10-31,5227.4347826087,
2003-11-30,5363.325,
2003-12-31,6058.40714285714,
2004-01-31,6432.488095238095,
2004-02-29,6662.7,
2004-03-31,7602.20652173913,
2004-04-30,8909.0,
2004-05-31,9391.63157894737,
2004-06-30,9158.63636363636,
2004-07-31,9021.90909090909,
2004-08-31,9021.42857142857,
2004-09-30,9015.68181818182,
2004-10-31,9043.21428571429,
2004-11-30,9038.651363636365,
2004-12-31,8473.71428571429,
2005-01-31,7705.65,
2005-02-28,8106.325,
2005-03-31,8442.23809523809,
2005-04-30,8133.80952380952,
2005-05-31,8099.25,
2005-06-30,7604.36363636364,
2005-07-31,7180.92857142857,
2005-08-31,7228.13636363636,
2005-09-30,6770.579545454545,
2005-10-31,6415.47619047619,
2005-11-30,6173.715909090909,
2005-12-31,6762.5,
2006-01-31,7067.357142857143,
2006-02-28,7788.8625,
2006-03-31,7949.021739130435,
2006-04-30,8859.652777777777,
2006-05-31,8793.16666666667,
2006-06-30,7858.77272727273,
2006-07-31,8356.44047619048,
2006-08-31,8436.68181818182,
2006-09-30,8975.02380952381,
2006-10-31,9809.5,
2006-11-30,10038.40909090909,
2006-12-31,11125.947368421053,
2007-01-31,11331.454545454546,
2007-02-28,12890.2,
2007-03-31,13787.25,
2007-04-30,13952.842105263158,
2007-05-31,14162.142857142857,
2007-06-30,14078.833333333334,
2007-07-31,14732.727272727272,
2007-08-31,15046.977272727272,
2007-09-30,14989.05,
2007-10-31,16068.347826086956,
2007-11-30,16660.772727272728,
2007-12-31,16244.722222222223,
2008-01-31,16310.931818181818,
2008-02-29,17269.809523809523,
2008-03-31,19799.07894736842,
2008-04-30,21646.022727272728,
2008-05-31,23853.6,
2008-06-30,22133.428571428572,
