Date,ODA/PLAMB_USD - Value,ODA/PLAMB_USD - Not Found
1995-01-31,120.61746216,
1995-02-28,117.55999756,
1995-03-31,117.12000275,
1995-04-30,115.25608826,
1995-05-31,111.9881897,
1995-06-30,112.18618011,
1995-07-31,107.85481262,
1995-08-31,105.71755219,
1995-09-30,105.06999969,
1995-10-31,113.40000153,
1995-11-30,117.15000153,
1995-12-31,114.98217773,
1996-01-31,116.21639252,
1996-02-29,114.94999695,
1996-03-31,118.49285126,
1996-04-30,134.94596863,
1996-05-31,146.11549377,
1996-06-30,153.45387268,
1996-07-31,151.62037659,
1996-08-31,151.21353149,
1996-09-30,154.70500183,
1996-10-31,159.63999939,
1996-11-30,170.22599792,
1996-12-31,173.94999695,
1997-01-31,174.16955566,
1997-02-28,159.20689392,
1997-03-31,153.97872925,
1997-04-30,150.19038391,
1997-05-31,149.42149353,
1997-06-30,150.73733521,
1997-07-31,151.48143005,
1997-08-31,144.47151184,
1997-09-30,140.35621643,
1997-10-31,143.04618835,
1997-11-30,147.99560547,
1997-12-31,138.3193512,
1998-01-31,130.01930237,
1998-02-28,126.55645752,
1998-03-31,123.24613953,
1998-04-30,121.11901855,
1998-05-31,115.00695038,
1998-06-30,105.58137512,
1998-07-31,103.51109314,
1998-08-31,103.42734528,
1998-09-30,116.52708435,
1998-10-31,121.30409241,
1998-11-30,114.5025177,
1998-12-31,111.34640503,
1999-01-31,110.05152893,
1999-02-28,108.8560094,
1999-03-31,108.37526687,
1999-04-30,108.79684901,
1999-05-31,112.03377597,
1999-06-30,111.46290332,
1999-07-31,114.66159303,
1999-08-31,123.21003961,
1999-09-30,119.47340447,
1999-10-31,124.56954436,
1999-11-30,123.55116952,
1999-12-31,124.7883539,
2000-01-31,128.24069899,
2000-02-29,122.50524358,
2000-03-31,123.46868729,
2000-04-30,110.47381384,
2000-05-31,105.8443253,
2000-06-30,104.35627778,
2000-07-31,102.30595789,
2000-08-31,104.50757359,
2000-09-30,109.09640319,
2000-10-31,113.14284925,
2000-11-30,112.47765086,
2000-12-31,117.82690486,
2001-01-31,122.87113263,
2001-02-28,123.60416504,
2001-03-31,137.77126587,
2001-04-30,131.90677501,
2001-05-31,130.05206978,
2001-06-30,124.57228306,
2001-07-31,118.64114496,
2001-08-31,129.58507804,
2001-09-30,138.23915223,
2001-10-31,135.10480754,
2001-11-30,134.68774175,
2001-12-31,135.93714657,
2002-01-31,138.14805552,
2002-02-28,137.11553343,
2002-03-31,137.38572158,
2002-04-30,137.76727751,
2002-05-31,141.06498113,
2002-06-30,143.31231232,
2002-07-31,150.80588424,
2002-08-31,148.75216325,
2002-09-30,150.44649197,
2002-10-31,154.81930943,
2002-11-30,154.96118289,
2002-12-31,157.93637975,
2003-01-31,162.69020507,
2003-02-28,159.70433242,
2003-03-31,153.10480294,
2003-04-30,149.04484859,
2003-05-31,157.01160684,
2003-06-30,165.93152604,
2003-07-31,152.4088095,
2003-08-31,157.41732098,
2003-09-30,167.16385925,
2003-10-31,165.75456158,
2003-11-30,160.81051497,
2003-12-31,166.71868737,
2004-01-31,164.66032317,
2004-02-29,163.20628403,
2004-03-31,160.47081196,
2004-04-30,159.10675012,
2004-05-31,158.18875853,
2004-06-30,164.20947863,
2004-07-31,167.8554529,
2004-08-31,164.92552797,
2004-09-30,163.31138838,
2004-10-31,168.81107726,
2004-11-30,172.31665154,
2004-12-31,182.10404009,
2005-01-31,181.6146824,
2005-02-28,174.7844147,
2005-03-31,171.85138483,
2005-04-30,167.50463875,
2005-05-31,164.53044465,
2005-06-30,159.8254496,
2005-07-31,154.42207674,
2005-08-31,154.21853547,
2005-09-30,155.1284029,
2005-10-31,150.35439029,
2005-11-30,148.23329484,
2005-12-31,148.56972653,
2006-01-31,149.23437139,
2006-02-28,146.34696007,
2006-03-31,140.50878442,
2006-04-30,141.22230036,
2006-05-31,148.5154916,
2006-06-30,150.16363224,
2006-07-31,155.9484271,
2006-08-31,169.67683264,
2006-09-30,164.90893181,
2006-10-31,155.77855139,
2006-11-30,158.17297063,
2006-12-31,162.78205427,
2007-01-31,159.31934033,
2007-02-28,155.38055808,
2007-03-31,154.24217332,
2007-04-30,157.17977703,
2007-05-31,157.32157145,
2007-06-30,159.2448816,
2007-07-31,165.7232738,
2007-08-31,164.30650793,
2007-09-30,163.76181942,
2007-10-31,167.72243155,
2007-11-30,170.39529368,
2007-12-31,165.91525149,
2008-01-31,161.18074647,
2008-02-29,173.37580157,
2008-03-31,178.73975888,
2008-04-30,183.69476159,
2008-05-31,186.58872092,
2008-06-30,185.14456443,
