Date,ODA/PLEAD_USD - Value,ODA/PLEAD_USD - Not Found
1995-01-31,664.809509277344,
1995-02-28,577.799987792969,
1995-03-31,582.04345703125,
1995-04-30,605.777770996094,
1995-05-31,595.880981445313,
1995-06-30,610.272705078125,
1995-07-31,622.400024414063,
1995-08-31,623.386352539063,
1995-09-30,591.25,
1995-10-31,639.386352539063,
1995-11-30,710.5,
1995-12-31,728.026306152344,
1996-01-31,709.880981445313,
1996-02-29,768.428588867188,
1996-03-31,816.700012207031,
1996-04-30,812.025024414063,
1996-05-31,840.976196289063,
1996-06-30,796.575012207031,
1996-07-31,783.782592773438,
1996-08-31,816.166687011719,
1996-09-30,794.261901855469,
1996-10-31,741.065246582031,
1996-11-30,720.285705566406,
1996-12-31,689.357116699219,
1997-01-31,691.522705078125,
1997-02-28,657.894714355469,
1997-03-31,693.552612304688,
1997-04-30,641.613647460938,
1997-05-31,617.849975585938,
1997-06-30,614.047607421875,
1997-07-31,633.5,
1997-08-31,607.375,
1997-09-30,632.880981445313,
1997-10-31,598.195678710938,
1997-11-30,562.599975585938,
1997-12-31,525.738098144531,
1998-01-31,530.650024414063,
1998-02-28,515.625,
1998-03-31,558.977294921875,
1998-04-30,571.775024414063,
1998-05-31,542.73681640625,
1998-06-30,526.476196289063,
1998-07-31,543.642883300781,
1998-08-31,526.849975585938,
1998-09-30,519.454528808594,
1998-10-31,493.204559326172,
1998-11-30,493.024993896484,
1998-12-31,500.605255126953,
1999-01-31,491.625,
1999-02-28,512.95,
1999-03-31,506.795454545455,
1999-04-30,517.075,
1999-05-31,540.710526315789,
1999-06-30,495.454545454545,
1999-07-31,495.113636363636,
1999-08-31,502.238095238095,
1999-09-30,506.5,
1999-10-31,496.404761904762,
1999-11-30,477.568181818182,
1999-12-31,478.735294117647,
2000-01-31,471.875,
2000-02-29,453.25,
2000-03-31,441.84,
2000-04-30,423.02,
2000-05-31,412.608695652174,
2000-06-30,419.554545454545,
2000-07-31,453.104761904762,
2000-08-31,472.573913043478,
2000-09-30,488.047619047619,
2000-10-31,484.786363636364,
2000-11-30,465.877272727273,
