Date,ODA/POILWTI_USD - Value,ODA/POILWTI_USD - Not Found
1995-01-31,18.02,
1995-02-28,18.55,
1995-03-31,18.55,
1995-04-30,19.91,
1995-05-31,19.73,
1995-06-30,18.42,
1995-07-31,17.3,
1995-08-31,18.01,
1995-09-30,18.22,
1995-10-31,17.43,
1995-11-30,18.01,
1995-12-31,19.03,
1996-01-31,18.87,
1996-02-29,19.09,
1996-03-31,21.31,
1996-04-30,23.56,
1996-05-31,21.21,
1996-06-30,20.42,
1996-07-31,21.29,
1996-08-31,21.94,
1996-09-30,24.01,
1996-10-31,24.9,
1996-11-30,23.61,
1996-12-31,25.37,
1997-01-31,25.17,
1997-02-28,22.19,
1997-03-31,20.98,
1997-04-30,19.71,
1997-05-31,20.83,
1997-06-30,19.17,
1997-07-31,19.63,
1997-08-31,19.92,
1997-09-30,19.77,
1997-10-31,21.25,
1997-11-30,20.1,
1997-12-31,18.3,
1998-01-31,16.7,
1998-02-28,16.06,
1998-03-31,15.11,
1998-04-30,15.32,
1998-05-31,14.9,
1998-06-30,13.71,
1998-07-31,14.12,
1998-08-31,13.4,
1998-09-30,14.98,
1998-10-31,14.42,
1998-11-30,12.96,
1998-12-31,11.31,
1999-01-31,12.34,
1999-02-28,11.99,
1999-03-31,14.36,
1999-04-30,17.23,
1999-05-31,17.75,
1999-06-30,17.72,
1999-07-31,19.89,
1999-08-31,21.17,
1999-09-30,23.52,
1999-10-31,22.94,
1999-11-30,25.06,
1999-12-31,26.02,
2000-01-31,27.24,
2000-02-29,29.21,
2000-03-31,29.92,
2000-04-30,25.78,
2000-05-31,28.78,
2000-06-30,31.86,
2000-07-31,29.97,
2000-08-31,31.31,
2000-09-30,33.89,
2000-10-31,33.05,
2000-11-30,34.37,
2000-12-31,28.4,
2001-01-31,29.52,
2001-02-28,29.57,
2001-03-31,27.24,
2001-04-30,27.37,
2001-05-31,28.61,
2001-06-30,27.56,
2001-07-31,26.44,
2001-08-31,27.45,
2001-09-30,25.59,
2001-10-31,22.18,
2001-11-30,19.59,
2001-12-31,19.31,
2002-01-31,19.69,
2002-02-28,20.72,
2002-03-31,24.38,
2002-04-30,26.24,
2002-05-31,27.04,
2002-06-30,25.51,
2002-07-31,26.92,
2002-08-31,28.37,
2002-09-30,29.67,
2002-10-31,28.85,
2002-11-30,26.56,
2002-12-31,29.44,
2003-01-31,32.91521739130434,
2003-02-28,35.85250000000001,
2003-03-31,33.31571428571428,
2003-04-30,28.328181818181818,
2003-05-31,28.20181818181818,
2003-06-30,30.71,
2003-07-31,30.734347826086957,
2003-08-31,31.583809523809528,
2003-09-30,28.43318181818182,
2003-10-31,30.321739130434782,
2003-11-30,31.024,
2003-12-31,32.17869565217391,
2004-01-31,34.12409090909091,
2004-02-29,34.7215,
2004-03-31,36.73130434782609,
2004-04-30,36.74045454545455,
2004-05-31,40.26571428571428,
2004-06-30,38.05,
2004-07-31,40.71136363636363,
2004-08-31,44.92363636363637,
2004-09-30,45.84227272727273,
2004-10-31,53.246190476190456,
2004-11-30,48.520454545454555,
2004-12-31,43.27347826086956,
2005-01-31,46.894285714285715,
2005-02-28,47.98199999999999,
2005-03-31,54.04304347826087,
2005-04-30,52.962857142857146,
2005-05-31,49.90636363636363,
2005-06-30,56.38909090909092,
2005-07-31,58.67,
2005-08-31,64.95565217391304,
2005-09-30,65.63045454545453,
2005-10-31,62.36380952380953,
2005-11-30,58.29909090909091,
2005-12-31,59.36045454545455,
2006-01-31,65.21045454545454,
2006-02-28,61.52850000000001,
2006-03-31,62.88956521739133,
2006-04-30,69.53150000000001,
2006-05-31,70.95217391304345,
2006-06-30,70.93181818181819,
2006-07-31,74.35904761904763,
2006-08-31,73.04173913043479,
2006-09-30,64.07476190476191,
2006-10-31,58.85045454545455,
2006-11-30,59.06772727272728,
2006-12-31,61.99238095238094,
2007-01-31,54.77782608695654,
2007-02-28,59.25699999999999,
2007-03-31,60.601818181818196,
2007-04-30,63.952857142857155,
